trait_family,trait_value,base_site,survey_start,site_start,X_start,Y_start,value_start,survey_end,site_end,X,Y,value_end,delta,direction,delta_sd,standardized_change,abs_standardized_change
Thermal,Thermal group: cold,FG63,FG63_1,FG63,682500.2782719862,6117499.677322921,0.2769745285511225,FG63_3,FG63,682500.2782719862,6117499.677322921,0.2191480651701665,-0.057826463380955984,Decrease,0.018306465811002055,-3.158799955052094,3.158799955052094
Thermal,Thermal group: cold,FG64,FG64_1,FG64,682500.2997839985,6122499.658293756,0.2767055352204896,FG64_3,FG64,682500.2997839985,6122499.658293756,0.2326980065180278,-0.04400752870246177,Decrease,0.018306465811002055,-2.403933624152269,2.403933624152269
Thermal,Thermal group: cold,BE11,BE11_1,BE11,457500.10127285187,6207499.743524788,0.24123341319061914,BE11_3,BE11,457500.10127285187,6207499.743524788,0.2395729718986801,-0.001660441291939041,Decrease,0.018306465811002055,-0.09070244956517645,0.09070244956517645
Thermal,Thermal group: cold,FG65,FG65_1,FG65,682500.2543705795,6127499.687580657,0.2526489628776962,FG65_3,FG65,682500.2543705795,6127499.687580657,0.24225907699209218,-0.01038988588560405,Decrease,0.018306465811002055,-0.5675527976219092,0.5675527976219092
Thermal,Thermal group: cold,FG66,FG66_1,FG66,682500.2715598893,6132499.659124765,0.25023508416016366,FG66_3,FG66,682500.2715598893,6132499.659124765,0.2401040117567801,-0.010131072403383568,Decrease,0.018306465811002055,-0.5534149796021723,0.5534149796021723
Thermal,Thermal group: cold,FG68,FG68_1,FG68,682500.2850436782,6142499.643376395,0.2677642681325139,FG68_3,FG68,682500.2850436782,6142499.643376395,0.22950079344778196,-0.03826347468473196,Decrease,0.018306465811002055,-2.0901617537633004,2.0901617537633004
Thermal,Thermal group: cold,FG69,FG69_1,FG69,682500.2769601031,6147499.655967729,0.2702902013383535,FG69_3,FG69,682500.2769601031,6147499.655967729,0.2203846150840828,-0.04990558625427072,Decrease,0.018306465811002055,-2.726118015869443,2.726118015869443
Thermal,Thermal group: cold,FG70,FG70_1,FG70,687500.2749447277,6102499.555240454,0.24603593005152566,FG70_3,FG70,687500.2749447277,6102499.555240454,0.21976591892397296,-0.0262700111275527,Decrease,0.018306465811002055,-1.435012710742049,1.435012710742049
Thermal,Thermal group: cold,FG71,FG71_1,FG71,687500.2711367387,6107499.614428979,0.24634858282962496,FG71_3,FG71,687500.2711367387,6107499.614428979,0.21803604298044651,-0.028312539849178447,Decrease,0.018306465811002055,-1.5465868803667617,1.5465868803667617
Thermal,Thermal group: cold,FG72,FG72_1,FG72,687500.2596549657,6112499.613608101,0.2582394090102623,FG72_3,FG72,687500.2596549657,6112499.613608101,0.2337142116180924,-0.024525197392169934,Decrease,0.018306465811002055,-1.3397013735677188,1.3397013735677188
Thermal,Thermal group: cold,FG73,FG73_1,FG73,687500.2973089004,6117499.666636524,0.27826859305965657,FG73_3,FG73,687500.2973089004,6117499.666636524,0.22680164248127996,-0.05146695057837661,Decrease,0.018306465811002055,-2.811408335706466,2.811408335706466
Thermal,Thermal group: cold,FG74,FG74_1,FG74,687500.3227844504,6122499.659540088,0.26843476283474715,FG74_3,FG74,687500.3227844504,6122499.659540088,0.2367219149627395,-0.03171284787200765,Decrease,0.018306465811002055,-1.732330434471325,1.732330434471325
Thermal,Thermal group: cold,AE98,AE98_1,AE98,447500.15313399426,6242499.6437634,0.23278449606832696,AE98_3,AE98,447500.15313399426,6242499.6437634,0.2262611962403839,-0.006523299827943058,Decrease,0.018306465811002055,-0.35633856885814635,0.35633856885814635
Thermal,Thermal group: cold,BE12,BE12_1,BE12,457500.1500305779,6212499.741318243,0.2539759799426496,BE12_3,BE12,457500.1500305779,6212499.741318243,0.23632745079223683,-0.01764852915041276,Decrease,0.018306465811002055,-0.9640598754897913,0.9640598754897913
Thermal,Thermal group: cold,FG75,FG75_1,FG75,687500.2656673533,6127499.700801892,0.25973448031972046,FG75_3,FG75,687500.2656673533,6127499.700801892,0.2548961778572423,-0.004838302462478183,Decrease,0.018306465811002055,-0.26429473129490666,0.26429473129490666
Thermal,Thermal group: cold,FG76,FG76_1,FG76,687500.3190664198,6132499.68719706,0.2492955343320726,FG76_3,FG76,687500.3190664198,6132499.68719706,0.22941928271888926,-0.01987625161318335,Decrease,0.018306465811002055,-1.0857503473574819,1.0857503473574819
Thermal,Thermal group: cold,FG77,FG77_1,FG77,687500.2854871633,6137499.721830154,0.23382582841674682,FG77_3,FG77,687500.2854871633,6137499.721830154,0.22338887507380847,-0.010436953342938343,Decrease,0.018306465811002055,-0.5701238814029199,0.5701238814029199
Thermal,Thermal group: cold,FG78,FG78_1,FG78,687500.294305089,6142499.698789443,0.2503803092259785,FG78_3,FG78,687500.294305089,6142499.698789443,0.22332393052451724,-0.027056378701461242,Decrease,0.018306465811002055,-1.4779684391730354,1.4779684391730354
Thermal,Thermal group: cold,FG79,FG79_1,FG79,687500.2751403373,6147499.7265565675,0.23748102042819666,FG79_3,FG79,687500.2751403373,6147499.7265565675,0.22559813590060682,-0.011882884527589843,Decrease,0.018306465811002055,-0.6491086073232286,0.6491086073232286
Thermal,Thermal group: cold,FG80,FG80_1,FG80,692500.2601699218,6102499.523256032,0.24623113532175978,FG80_3,FG80,692500.2601699218,6102499.523256032,0.23568935619974352,-0.01054177912201626,Decrease,0.018306465811002055,-0.5758500428674073,0.5758500428674073
Thermal,Thermal group: cold,FG81,FG81_1,FG81,692500.2449257197,6107499.60061101,0.25648440846648607,FG81_3,FG81,692500.2449257197,6107499.60061101,0.2286839902294994,-0.027800418236986674,Decrease,0.018306465811002055,-1.5186119769922397,1.5186119769922397
Thermal,Thermal group: cold,FG82,FG82_1,FG82,692500.270379107,6112499.620822028,0.25073901891259254,FG82_3,FG82,692500.270379107,6112499.620822028,0.22247799863457154,-0.028261020278020993,Decrease,0.018306465811002055,-1.5437725976051764,1.5437725976051764
Thermal,Thermal group: cold,FG83,FG83_1,FG83,692500.2704610613,6117499.581073102,0.2592609457825372,FG83_3,FG83,692500.2704610613,6117499.581073102,0.23277520606934848,-0.02648573971318874,Decrease,0.018306465811002055,-1.446796994386049,1.446796994386049
Thermal,Thermal group: cold,FG84,FG84_1,FG84,692500.3017700722,6122499.5952903135,0.26459702755577175,FG84_3,FG84,692500.3017700722,6122499.5952903135,0.23473292457912925,-0.029864102976642493,Decrease,0.018306465811002055,-1.6313418048553305,1.6313418048553305
Thermal,Thermal group: cold,BE13,BE13_1,BE13,457500.15345753945,6217499.776981724,0.24416230052728385,BE13_3,BE13,457500.15345753945,6217499.776981724,0.22916064038105552,-0.015001660146228335,Decrease,0.018306465811002055,-0.8194733107475308,0.8194733107475308
Thermal,Thermal group: cold,FG85,FG85_1,FG85,692500.2983532327,6127499.660655089,0.2466482274261577,FG85_3,FG85,692500.2983532327,6127499.660655089,0.23065534721418482,-0.01599288021197287,Decrease,0.018306465811002055,-0.8736192106704324,0.8736192106704324
Thermal,Thermal group: cold,FG86,FG86_1,FG86,692500.3263061603,6132499.668636978,0.24864697599723073,FG86_3,FG86,692500.3263061603,6132499.668636978,0.2303212883309952,-0.018325687666235546,Decrease,0.018306465811002055,-1.0010500036124907,1.0010500036124907
Thermal,Thermal group: cold,FG87,FG87_1,FG87,692500.3198407196,6137499.6164119765,0.2428298465945629,FG87_3,FG87,692500.3198407196,6137499.6164119765,0.22690840136628404,-0.015921445228278847,Decrease,0.018306465811002055,-0.8697170383761442,0.8697170383761442
Thermal,Thermal group: cold,FG88,FG88_1,FG88,692500.3303715999,6142499.729143381,0.22735350138671304,FG88_3,FG88,692500.3303715999,6142499.729143381,0.2292444203926519,0.0018909190059388514,Increase,0.018306465811002055,0.10329241184294692,0.10329241184294692
Thermal,Thermal group: cold,FG89,FG89_1,FG89,692500.3068019298,6147499.670310448,0.24293245138056296,FG89_3,FG89,692500.3068019298,6147499.670310448,0.21808721781033238,-0.02484523357023058,Decrease,0.018306465811002055,-1.3571835124668779,1.3571835124668779
Thermal,Thermal group: cold,FG92,FG92_1,FG92,697500.24892862665,6112499.542973782,0.2556906101867876,FG92_3,FG92,697500.24892862665,6112499.542973782,0.2196723734731718,-0.036018236713615814,Decrease,0.018306465811002055,-1.967514488349199,1.967514488349199
Thermal,Thermal group: cold,FG93,FG93_1,FG93,697500.2722987161,6117499.533765045,0.2453806545824575,FG93_3,FG93,697500.2722987161,6117499.533765045,0.22720099930944865,-0.018179655273008855,Decrease,0.018306465811002055,-0.9930729099050354,0.9930729099050354
Thermal,Thermal group: cold,FG94,FG94_1,FG94,697500.3112419588,6122499.578683486,0.2428054263361228,FG94_3,FG94,697500.3112419588,6122499.578683486,0.23684620466188994,-0.005959221674232851,Decrease,0.018306465811002055,-0.32552551299396093,0.32552551299396093
Thermal,Thermal group: cold,FG95,FG95_1,FG95,697500.3047563492,6127499.563608582,0.22919392276939468,FG95_3,FG95,697500.3047563492,6127499.563608582,0.21386383819349142,-0.015330084575903263,Decrease,0.018306465811002055,-0.8374136621548214,0.8374136621548214
Thermal,Thermal group: cold,FG96,FG96_1,FG96,697500.3091473787,6132499.602535079,0.23009332659700918,FG96_3,FG96,697500.3091473787,6132499.602535079,0.2182768946380569,-0.011816431958952267,Decrease,0.018306465811002055,-0.6454786019839327,0.6454786019839327
Thermal,Thermal group: cold,BE14,BE14_1,BE14,457500.1111617552,6222499.739193365,0.25929438114178843,BE14_3,BE14,457500.1111617552,6222499.739193365,0.2431849890803841,-0.016109392061404326,Decrease,0.018306465811002055,-0.8799837296679459,0.8799837296679459
Thermal,Thermal group: cold,FG97,FG97_1,FG97,697500.3219843409,6137499.695401272,0.23904249381035975,FG97_3,FG97,697500.3219843409,6137499.695401272,0.22082317112897842,-0.018219322681381322,Decrease,0.018306465811002055,-0.9952397622501029,0.9952397622501029
Thermal,Thermal group: cold,FG98,FG98_1,FG98,697500.3508036272,6142499.619688079,0.2256413783841733,FG98_3,FG98,697500.3508036272,6142499.619688079,0.20932709165743424,-0.01631428672673907,Decrease,0.018306465811002055,-0.8911762049086668,0.8911762049086668
Thermal,Thermal group: cold,FG99,FG99_1,FG99,697500.3149968215,6147499.706177678,0.22725012910134046,FG99_3,FG99,697500.3149968215,6147499.706177678,0.21419724823595496,-0.013052880865385502,Decrease,0.018306465811002055,-0.7130202519779003,0.7130202519779003
Thermal,Thermal group: cold,FH01,FH01_1,FH01,652500.1476911665,6057499.672137209,0.2750919745393768,FH01_3,FH01,652500.1476911665,6057499.672137209,0.2192615594435023,-0.05583041509587447,Decrease,0.018306465811002055,-3.0497648028993556,3.0497648028993556
Thermal,Thermal group: cold,FH02,FH02_1,FH02,652500.1450141938,6062499.66186962,0.2305910174469024,FH02_3,FH02,652500.1450141938,6062499.66186962,0.22289785922424663,-0.007693158222655788,Decrease,0.018306465811002055,-0.42024267830179735,0.42024267830179735
Thermal,Thermal group: cold,FH04,FH04_1,FH04,652500.1604771961,6072499.670583969,0.2273074748119814,FH04_3,FH04,652500.1604771961,6072499.670583969,0.21616464589213993,-0.011142828919841474,Decrease,0.018306465811002055,-0.6086826935838546,0.6086826935838546
Thermal,Thermal group: cold,FH05,FH05_1,FH05,652500.1788386654,6077499.578235263,0.2653150186236731,FH05_3,FH05,652500.1788386654,6077499.578235263,0.2215563043280097,-0.043758714295663415,Decrease,0.018306465811002055,-2.3903420107099396,2.3903420107099396
Thermal,Thermal group: cold,FH06,FH06_1,FH06,652500.2371696586,6082499.645297011,0.2566534179631441,FH06_3,FH06,652500.2371696586,6082499.645297011,0.22503310166251228,-0.031620316300631834,Decrease,0.018306465811002055,-1.7272758503516419,1.7272758503516419
Thermal,Thermal group: cold,FH07,FH07_1,FH07,652500.2166753336,6087499.533638527,0.2747963104774052,FH07_3,FH07,652500.2166753336,6087499.533638527,0.21512906036054538,-0.05966725011685983,Decrease,0.018306465811002055,-3.2593538661624266,3.2593538661624266
Thermal,Thermal group: cold,BE15,BE15_1,BE15,457500.1490842873,6227499.737989361,0.23706504270671785,BE15_3,BE15,457500.1490842873,6227499.737989361,0.24183286110642352,0.0047678183997056645,Increase,0.018306465811002055,0.2604445035393036,0.2604445035393036
Thermal,Thermal group: cold,FH08,FH08_1,FH08,652500.2325856738,6092499.581303407,0.25452477166291665,FH08_3,FH08,652500.2325856738,6092499.581303407,0.21372331181868873,-0.04080145984422792,Decrease,0.018306465811002055,-2.2288004831444055,2.2288004831444055
Thermal,Thermal group: cold,FH11,FH11_1,FH11,657500.1262107163,6057499.645298414,0.2498125203298218,FH11_3,FH11,657500.1262107163,6057499.645298414,0.22393364680134195,-0.02587887352847984,Decrease,0.018306465811002055,-1.4136466205796436,1.4136466205796436
Thermal,Thermal group: cold,FH12,FH12_1,FH12,657500.1704044837,6062499.696315981,0.24226969881453408,FH12_3,FH12,657500.1704044837,6062499.696315981,0.2174417147602873,-0.02482798405424677,Decrease,0.018306465811002055,-1.35624124888843,1.35624124888843
Thermal,Thermal group: cold,FH13,FH13_1,FH13,657500.1879686262,6067499.682293598,0.25067743251745234,FH13_3,FH13,657500.1879686262,6067499.682293598,0.21071376097027336,-0.039963671547178975,Decrease,0.018306465811002055,-2.183035871575009,2.183035871575009
Thermal,Thermal group: cold,FH14,FH14_1,FH14,657500.1772087506,6072499.60318349,0.25928807909440493,FH14_3,FH14,657500.1772087506,6072499.60318349,0.22621074200086905,-0.033077337093535886,Decrease,0.018306465811002055,-1.806866351759532,1.806866351759532
Thermal,Thermal group: cold,FH15,FH15_1,FH15,657500.1967778043,6077499.572426094,0.2516722859951527,FH15_3,FH15,657500.1967778043,6077499.572426094,0.2213591409041194,-0.030313145091033278,Decrease,0.018306465811002055,-1.6558709585995182,1.6558709585995182
Thermal,Thermal group: cold,FH16,FH16_1,FH16,657500.1805786046,6082499.587730882,0.24812769427055748,FH16_3,FH16,657500.1805786046,6082499.587730882,0.22035722081436152,-0.02777047345619596,Decrease,0.018306465811002055,-1.5169762281207826,1.5169762281207826
Thermal,Thermal group: cold,FH18,FH18_1,FH18,657500.2338967368,6092499.540600677,0.27670083365351167,FH18_3,FH18,657500.2338967368,6092499.540600677,0.22067239415356935,-0.05602843949994232,Decrease,0.018306465811002055,-3.060581986626257,3.060581986626257
Thermal,Thermal group: cold,BE16,BE16_1,BE16,457500.14241573645,6232499.663280108,0.24016458389441386,BE16_3,BE16,457500.14241573645,6232499.663280108,0.22757887402856497,-0.012585709865848893,Decrease,0.018306465811002055,-0.6875007986678112,0.6875007986678112
Thermal,Thermal group: cold,FH21,FH21_1,FH21,662500.1301028883,6057499.666921422,0.24375219572557202,FH21_3,FH21,662500.1301028883,6057499.666921422,0.21994032666364438,-0.023811869061927643,Decrease,0.018306465811002055,-1.3007354509474396,1.3007354509474396
Thermal,Thermal group: cold,FH22,FH22_1,FH22,662500.1620149246,6062499.674904235,0.23121019908483875,FH22_3,FH22,662500.1620149246,6062499.674904235,0.21218548829816106,-0.019024710786677695,Decrease,0.018306465811002055,-1.039234496876179,1.039234496876179
Thermal,Thermal group: cold,FH23,FH23_1,FH23,662500.1522521604,6067499.6179124275,0.24703277602594984,FH23_3,FH23,662500.1522521604,6067499.6179124275,0.22718662039921597,-0.019846155626733863,Decrease,0.018306465811002055,-1.0841063388000576,1.0841063388000576
Thermal,Thermal group: cold,FH24,FH24_1,FH24,662500.1594183256,6072499.609451599,0.24758246188374614,FH24_3,FH24,662500.1594183256,6072499.609451599,0.21577794809252493,-0.031804513791221206,Decrease,0.018306465811002055,-1.737337731901639,1.737337731901639
Thermal,Thermal group: cold,FH25,FH25_1,FH25,662500.1815777237,6077499.649476749,0.2311739644104152,FH25_3,FH25,662500.1815777237,6077499.649476749,0.22096155518912958,-0.010212409221285634,Decrease,0.018306465811002055,-0.5578580446231216,0.5578580446231216
Thermal,Thermal group: cold,FH29,FH29_1,FH29,662500.2137666696,6097499.619101521,0.26359133295738757,FH29_3,FH29,662500.2137666696,6097499.619101521,0.228451081830337,-0.035140251127050576,Decrease,0.018306465811002055,-1.919554079407918,1.919554079407918
Thermal,Thermal group: cold,BE17,BE17_1,BE17,457500.0929771521,6237499.626338543,0.24218793544492795,BE17_3,BE17,457500.0929771521,6237499.626338543,0.22613854872936967,-0.016049386715558278,Decrease,0.018306465811002055,-0.8767059071507244,0.8767059071507244
Thermal,Thermal group: cold,FH32,FH32_1,FH32,667500.1352127434,6062499.596899727,0.23699042220693253,FH32_3,FH32,667500.1352127434,6062499.596899727,0.2285182488097292,-0.008472173397203325,Decrease,0.018306465811002055,-0.46279677818050546,0.46279677818050546
Thermal,Thermal group: cold,FH33,FH33_1,FH33,667500.1600240769,6067499.619644241,0.24807827586655135,FH33_3,FH33,667500.1600240769,6067499.619644241,0.22850743214265382,-0.01957084372389753,Decrease,0.018306465811002055,-1.069067286168125,1.069067286168125
Thermal,Thermal group: cold,FH34,FH34_1,FH34,667500.1262541488,6072499.577417303,0.26232345899032616,FH34_3,FH34,667500.1262541488,6072499.577417303,0.22149103558684952,-0.04083242340347665,Decrease,0.018306465811002055,-2.230491883306971,2.230491883306971
Thermal,Thermal group: cold,FH35,FH35_1,FH35,667500.156540169,6077499.58618157,0.24731416960570343,FH35_3,FH35,667500.156540169,6077499.58618157,0.21210895983313793,-0.0352052097725655,Decrease,0.018306465811002055,-1.9231024784372863,1.9231024784372863
Thermal,Thermal group: cold,FH36,FH36_1,FH36,667500.1845546081,6082499.643502697,0.2492622859552649,FH36_3,FH36,667500.1845546081,6082499.643502697,0.21914909039771818,-0.030113195557546713,Decrease,0.018306465811002055,-1.6449486136995868,1.6449486136995868
Thermal,Thermal group: cold,FH42,FH42_1,FH42,672500.1655806476,6062499.575288157,0.23669788262789113,FH42_3,FH42,672500.1655806476,6062499.575288157,0.22677824041982111,-0.009919642208070012,Decrease,0.018306465811002055,-0.5418654977143856,0.5418654977143856
Thermal,Thermal group: cold,FH43,FH43_1,FH43,672500.1619102128,6067499.684537786,0.26014242409321553,FH43_3,FH43,672500.1619102128,6067499.684537786,0.22466417145042164,-0.03547825264279389,Decrease,0.018306465811002055,-1.9380175840096734,1.9380175840096734
Thermal,Thermal group: cold,FH44,FH44_1,FH44,672500.1531629068,6072499.620077815,0.23964550685866337,FH44_3,FH44,672500.1531629068,6072499.620077815,0.22676172545987455,-0.012883781398788818,Decrease,0.018306465811002055,-0.703783107662745,0.703783107662745
Thermal,Thermal group: cold,FH45,FH45_1,FH45,672500.128911406,6077499.604325416,0.23927004978816654,FH45_3,FH45,672500.128911406,6077499.604325416,0.22426389378638545,-0.015006156001781096,Decrease,0.018306465811002055,-0.8197188991423185,0.8197188991423185
Thermal,Thermal group: cold,BE18,BE18_1,BE18,457500.12517345103,6242499.625902592,0.2403867787057906,BE18_3,BE18,457500.12517345103,6242499.625902592,0.24308332402637148,0.00269654532058089,Increase,0.018306465811002055,0.14730015877561062,0.14730015877561062
Thermal,Thermal group: cold,FH46,FH46_1,FH46,672500.1513759971,6082499.63969187,0.234238258903031,FH46_3,FH46,672500.1513759971,6082499.63969187,0.23066626460887907,-0.00357199429415192,Decrease,0.018306465811002055,-0.19512200394273685,0.19512200394273685
Thermal,Thermal group: cold,FH52,FH52_1,FH52,677500.1392029081,6062499.604546833,0.2473868014538419,FH52_3,FH52,677500.1392029081,6062499.604546833,0.21775508331094529,-0.029631718142896613,Decrease,0.018306465811002055,-1.6186476651920527,1.6186476651920527
Thermal,Thermal group: cold,FH53,FH53_1,FH53,677500.1172675767,6067499.586923023,0.2604882384034931,FH53_3,FH53,677500.1172675767,6067499.586923023,0.2068418700519869,-0.05364636835150621,Decrease,0.018306465811002055,-2.930460139349515,2.930460139349515
Thermal,Thermal group: cold,FH54,FH54_1,FH54,677500.1309098973,6072499.62068056,0.2568889293248573,FH54_3,FH54,677500.1309098973,6072499.62068056,0.22405770280525392,-0.03283122651960338,Decrease,0.018306465811002055,-1.793422436561843,1.793422436561843
Thermal,Thermal group: cold,FH55,FH55_1,FH55,677500.1823433801,6077499.594537913,0.24556720658873527,FH55_3,FH55,677500.1823433801,6077499.594537913,0.23077013774644894,-0.01479706884228632,Decrease,0.018306465811002055,-0.8082974067770846,0.8082974067770846
Thermal,Thermal group: cold,FH56,FH56_1,FH56,677500.1366827373,6082499.614611358,0.22805162531601353,FH56_3,FH56,677500.1366827373,6082499.614611358,0.21440887775132228,-0.013642747564691249,Decrease,0.018306465811002055,-0.7452420202534153,0.7452420202534153
Thermal,Thermal group: cold,FH57,FH57_1,FH57,677500.1888842597,6087499.577212903,0.25142651265121907,FH57_3,FH57,677500.1888842597,6087499.577212903,0.22125859754235042,-0.030167915108868654,Decrease,0.018306465811002055,-1.6479376970041892,1.6479376970041892
Thermal,Thermal group: cold,BE19,BE19_1,BE19,457500.1157411464,6247499.663183419,0.2663345605603642,BE19_3,BE19,457500.1157411464,6247499.663183419,0.2359982715614406,-0.0303362889989236,Decrease,0.018306465811002055,-1.6571352063319458,1.6571352063319458
Thermal,Thermal group: cold,FH58,FH58_1,FH58,677500.2041166634,6092499.588457644,0.23187180881059857,FH58_3,FH58,677500.2041166634,6092499.588457644,0.222607279203894,-0.009264529606704569,Decrease,0.018306465811002055,-0.5060796388747332,0.5060796388747332
Thermal,Thermal group: cold,FH62,FH62_1,FH62,682500.1400127035,6062499.575180733,0.25274046101675374,FH62_3,FH62,682500.1400127035,6062499.575180733,0.22121779500389718,-0.031522666012856554,Decrease,0.018306465811002055,-1.721941653746823,1.721941653746823
Thermal,Thermal group: cold,FH63,FH63_1,FH63,682500.1571327308,6067499.664842146,0.2822591612507261,FH63_3,FH63,682500.1571327308,6067499.664842146,0.21195145539634272,-0.07030770585438337,Decrease,0.018306465811002055,-3.84059416930869,3.84059416930869
Thermal,Thermal group: cold,FH64,FH64_1,FH64,682500.1391901771,6072499.580977525,0.254291761637635,FH64_3,FH64,682500.1391901771,6072499.580977525,0.20676303609835806,-0.04752872553927695,Decrease,0.018306465811002055,-2.5962807911679233,2.5962807911679233
Thermal,Thermal group: cold,FH65,FH65_1,FH65,682500.1394981287,6077499.54859203,0.2602966270495717,FH65_3,FH65,682500.1394981287,6077499.54859203,0.20682458760048933,-0.053472039449082354,Decrease,0.018306465811002055,-2.9209373344442073,2.9209373344442073
Thermal,Thermal group: cold,FH66,FH66_1,FH66,682500.1558782132,6082499.567633862,0.2436929296666971,FH66_3,FH66,682500.1558782132,6082499.567633862,0.21779355139050224,-0.025899378276194845,Decrease,0.018306465811002055,-1.4147667028460242,1.4147667028460242
Thermal,Thermal group: cold,FH68,FH68_1,FH68,682500.2371930047,6092499.537326161,0.2405181544054691,FH68_3,FH68,682500.2371930047,6092499.537326161,0.21157512350287727,-0.028943030902591815,Decrease,0.018306465811002055,-1.5810277746345371,1.5810277746345371
Thermal,Thermal group: cold,BE20,BE20_1,BE20,462500.11838367645,6202499.747712504,0.2521885428748302,BE20_3,BE20,462500.11838367645,6202499.747712504,0.24771246464454444,-0.004476078230285785,Decrease,0.018306465811002055,-0.24450804849484897,0.24450804849484897
Thermal,Thermal group: cold,FH71,FH71_1,FH71,687500.123673068,6057499.554574321,0.283514016795155,FH71_3,FH71,687500.123673068,6057499.554574321,0.22629060795396364,-0.05722340884119134,Decrease,0.018306465811002055,-3.125857794288206,3.125857794288206
Thermal,Thermal group: cold,FH72,FH72_1,FH72,687500.1143025191,6062499.595132073,0.26785443479238397,FH72_3,FH72,687500.1143025191,6062499.595132073,0.21834148861103764,-0.04951294618134633,Decrease,0.018306465811002055,-2.704669852309199,2.704669852309199
Thermal,Thermal group: cold,FH73,FH73_1,FH73,687500.1168201703,6067499.576189147,0.27795391154554083,FH73_3,FH73,687500.1168201703,6067499.576189147,0.21678793432559482,-0.061165977219946016,Decrease,0.018306465811002055,-3.3412225959631,3.3412225959631
Thermal,Thermal group: cold,FH74,FH74_1,FH74,687500.1244441366,6072499.608917633,0.23844706576998473,FH74_3,FH74,687500.1244441366,6072499.608917633,0.2167330864684259,-0.021713979301558828,Decrease,0.018306465811002055,-1.186137156441681,1.186137156441681
Thermal,Thermal group: cold,FH75,FH75_1,FH75,687500.139621074,6077499.58203556,0.24894696586489154,FH75_3,FH75,687500.139621074,6077499.58203556,0.21783044068544719,-0.031116525179444354,Decrease,0.018306465811002055,-1.6997560042825715,1.6997560042825715
Thermal,Thermal group: cold,FH76,FH76_1,FH76,687500.1555507714,6082499.606715107,0.2574154354865384,FH76_3,FH76,687500.1555507714,6082499.606715107,0.2313143522418162,-0.026101083244722184,Decrease,0.018306465811002055,-1.4257849392773356,1.4257849392773356
Thermal,Thermal group: cold,BE21,BE21_1,BE21,462500.0952010719,6207499.74191438,0.24798346693991946,BE21_3,BE21,462500.0952010719,6207499.74191438,0.2254466688280084,-0.02253679811191106,Decrease,0.018306465811002055,-1.2310840521913633,1.2310840521913633
Thermal,Thermal group: cold,FH79,FH79_1,FH79,687500.2046274128,6097499.544650838,0.25560018229737236,FH79_3,FH79,687500.2046274128,6097499.544650838,0.20405947947635708,-0.05154070282101528,Decrease,0.018306465811002055,-2.815437089448455,2.815437089448455
Thermal,Thermal group: cold,FH80,FH80_1,FH80,692500.0947199763,6052499.611192662,0.2634586843428754,FH80_3,FH80,692500.0947199763,6052499.611192662,0.2153151962386806,-0.048143488104194804,Decrease,0.018306465811002055,-2.6298625087569287,2.6298625087569287
Thermal,Thermal group: cold,FH81,FH81_1,FH81,692500.0242031823,6057499.60869983,0.2626560213136959,FH81_3,FH81,692500.0242031823,6057499.60869983,0.22634785725905296,-0.03630816405464296,Decrease,0.018306465811002055,-1.98335191672125,1.98335191672125
Thermal,Thermal group: cold,FH83,FH83_1,FH83,692500.131364359,6067499.547898819,0.27527054005080803,FH83_3,FH83,692500.131364359,6067499.547898819,0.22390838785498607,-0.051362152195821964,Decrease,0.018306465811002055,-2.805683670790988,2.805683670790988
Thermal,Thermal group: cold,FH84,FH84_1,FH84,692500.1064229409,6072499.592479514,0.24732646473942166,FH84_3,FH84,692500.1064229409,6072499.592479514,0.2188441199055147,-0.028482344833906964,Decrease,0.018306465811002055,-1.5558625639684793,1.5558625639684793
Thermal,Thermal group: cold,FH85,FH85_1,FH85,692500.1382373512,6077499.580319139,0.2668071205278888,FH85_3,FH85,692500.1382373512,6077499.580319139,0.22715359580867,-0.03965352471921879,Decrease,0.018306465811002055,-2.1660939434517887,2.1660939434517887
Thermal,Thermal group: cold,FH86,FH86_1,FH86,692500.160248557,6082499.508615752,0.2583643419004798,FH86_3,FH86,692500.160248557,6082499.508615752,0.22499530034488374,-0.03336904155559606,Decrease,0.018306465811002055,-1.8228008562713127,1.8228008562713127
Thermal,Thermal group: cold,FH87,FH87_1,FH87,692500.1607475667,6087499.599762127,0.2803092946660858,FH87_3,FH87,692500.1607475667,6087499.599762127,0.22778482360939342,-0.05252447105669236,Decrease,0.018306465811002055,-2.8691759293661985,2.8691759293661985
Thermal,Thermal group: cold,FH88,FH88_1,FH88,692500.2158820927,6092499.522771814,0.2607469792463757,FH88_3,FH88,692500.2158820927,6092499.522771814,0.21314357036612536,-0.04760340888025033,Decrease,0.018306465811002055,-2.6003604066297177,2.6003604066297177
Thermal,Thermal group: cold,AD91,AD91_1,AD91,447500.05017916387,6257499.546271402,0.2514804324932777,AD91_3,AD91,447500.05017916387,6257499.546271402,0.23820293145786925,-0.013277501035408423,Decrease,0.018306465811002055,-0.7252902429385764,0.7252902429385764
Thermal,Thermal group: cold,BE22,BE22_1,BE22,462500.1342590039,6212499.772833126,0.24995801731528192,BE22_3,BE22,462500.1342590039,6212499.772833126,0.22903260391077943,-0.02092541340450249,Decrease,0.018306465811002055,-1.1430613434913508,1.1430613434913508
