atlas,period,response,survey,site,base_site,X,Y,value
1,1970s,richness,EG13_1,EG13,EG13,607500.2007176884,6117499.770624214,72.50135611371248
1,1970s,richness,EG14_1,EG14,EG14,607500.191500505,6122499.801071322,50.512599077691725
1,1970s,richness,EG15_1,EG15,EG15,607500.1605547919,6127499.872877927,55.659844100048176
1,1970s,richness,EG16_1,EG16,EG16,607500.1727981393,6132499.876283166,50.24691317471418
1,1970s,richness,EG17_1,EG17,EG17,607500.1607226082,6137499.920979434,67.89393637052358
1,1970s,richness,EG18_1,EG18,EG18,607500.1891095479,6142499.897205671,66.053595725714
1,1970s,richness,EG19_1,EG19,EG19,607500.1905837624,6147499.914653578,46.04483726163037
1,1970s,richness,EG21_1,EG21,EG21,612500.2348921587,6107499.801269529,60.38431625068483
1,1970s,richness,BD82_1,BD82,BD82,492500.0446139241,6262499.693544938,59.912085598835986
1,1970s,richness,EG22_1,EG22,EG22,612500.2114052242,6112499.729918555,65.09146939368203
1,1970s,richness,EG23_1,EG23,EG23,612500.2139353334,6117499.81291228,65.54747209752503
1,1970s,richness,EG24_1,EG24,EG24,612500.1830770366,6122499.826076767,65.65384861575733
1,1970s,richness,EG25_1,EG25,EG25,612500.1782985982,6127499.882253152,88.42890638536869
1,1970s,richness,EG26_1,EG26,EG26,612500.200980525,6132499.870141038,86.73354714670874
1,1970s,richness,EG27_1,EG27,EG27,612500.1834815647,6137499.899357621,69.97790873608244
1,1970s,richness,EG30_1,EG30,EG30,617500.2479844969,6102499.703469929,37.72099260484961
1,1970s,richness,BD83_1,BD83,BD83,492500.04863837245,6267499.638934148,39.49173255581085
1,1970s,richness,EG40_1,EG40,EG40,622500.2477358868,6102499.741840948,45.27711413603636
1,1970s,richness,EG41_1,EG41,EG41,622500.2452251216,6107499.731631616,65.97597124103693
1,1970s,richness,EG42_1,EG42,EG42,622500.1778913485,6112499.7629739335,59.491221554636155
1,1970s,richness,BD84_1,BD84,BD84,492500.0788364224,6272499.731946048,39.418638507931384
1,1970s,richness,EG76_1,EG76,EG76,637500.1687954454,6132499.737980937,74.61861987890606
1,1970s,richness,EG77_1,EG77,EG77,637500.2055718829,6137499.833220863,80.85211214997118
1,1970s,richness,EG84_1,EG84,EG84,642500.1821270094,6122499.752851817,76.16561204659374
1,1970s,richness,EG85_1,EG85,EG85,642500.1759146599,6127499.685259293,53.82784918663704
1,1970s,richness,EG86_1,EG86,EG86,642500.1595471228,6132499.774305279,55.39690522452732
1,1970s,richness,EG87_1,EG87,EG87,642500.2018560335,6137499.799481912,64.38765029269466
1,1970s,richness,BD85_1,BD85,BD85,492500.0734845984,6277499.750050906,43.53554325006451
1,1970s,richness,EG88_1,EG88,EG88,642500.1743270823,6142499.756653693,63.08756893064787
1,1970s,richness,EG89_1,EG89,EG89,642500.1983442176,6147499.761124632,48.24275191994155
1,1970s,richness,EG94_1,EG94,EG94,647500.1901655146,6122499.657195898,86.48215005143207
1,1970s,richness,EG95_1,EG95,EG95,647500.2152539153,6127499.751259625,50.90207440997279
1,1970s,richness,EG96_1,EG96,EG96,647500.1581773825,6132499.777421652,46.55716385733431
1,1970s,richness,EG97_1,EG97,EG97,647500.2075852172,6137499.741983493,52.71619651195326
1,1970s,richness,EG98_1,EG98,EG98,647500.1677108221,6142499.749803021,49.27241840592703
1,1970s,richness,EG99_1,EG99,EG99,647500.2267514672,6147499.807189792,52.18299189805306
1,1970s,richness,BD86_1,BD86,BD86,492500.0328117953,6282499.693222406,55.474969012112666
1,1970s,richness,EH08_1,EH08,EH08,602500.1620083671,6092499.788471238,77.58155461780608
1,1970s,richness,EH09_1,EH09,EH09,602500.1847436636,6097499.749779848,61.3283982304112
1,1970s,richness,EH13_1,EH13,EH13,607500.2490966875,6067499.876797193,60.60365091573535
1,1970s,richness,EH14_1,EH14,EH14,607500.1881287517,6072499.820997513,67.987869306035
1,1970s,richness,EH15_1,EH15,EH15,607500.1822916985,6077499.808419616,59.16793222439913
1,1970s,richness,EH16_1,EH16,EH16,607500.1659957448,6082499.837500439,50.75340508726986
1,1970s,richness,EH17_1,EH17,EH17,607500.2047700058,6087499.798479977,47.29797065429884
1,1970s,richness,BD87_1,BD87,BD87,492500.0796249006,6287499.672523582,53.66448318977809
1,1970s,richness,EH23_1,EH23,EH23,612500.2034834018,6067499.887341654,50.3615818327823
1,1970s,richness,EH24_1,EH24,EH24,612500.212235677,6072499.811950394,65.39674147857772
1,1970s,richness,EH25_1,EH25,EH25,612500.1963975141,6077499.778303541,53.129868396089094
1,1970s,richness,EH26_1,EH26,EH26,612500.2189002938,6082499.787972259,59.678083002327256
1,1970s,richness,EH27_1,EH27,EH27,612500.2170047599,6087499.728058776,77.05455859021508
1,1970s,richness,EH28_1,EH28,EH28,612500.1867045197,6092499.709788004,29.83377700772788
1,1970s,richness,EH37_1,EH37,EH37,617500.189780661,6087499.7680580225,40.521304719290846
1,1970s,richness,EH38_1,EH38,EH38,617500.2326236423,6092499.741423128,61.75883470456156
1,1970s,richness,BD88_1,BD88,BD88,492500.0303709486,6292499.688262614,60.75244819109554
1,1970s,richness,EH39_1,EH39,EH39,617500.2301707517,6097499.75643296,50.531790898978464
1,1970s,richness,EH49_1,EH49,EH49,622500.2536596373,6097499.68413302,40.25127891328611
1,1970s,richness,EH54_1,EH54,EH54,627500.2315571259,6072499.726827907,36.26107692196617
1,1970s,richness,EH64_1,EH64,EH64,632500.2489600373,6072499.714002534,47.781941513501586
1,1970s,richness,EH66_1,EH66,EH66,632500.2653655324,6082499.7089617625,49.452382129131074
1,1970s,richness,BD89_1,BD89,BD89,492500.00758350815,6297499.740193662,48.783213622133246
1,1970s,richness,EH67_1,EH67,EH67,632500.240557838,6087499.660661096,55.382501109764085
1,1970s,richness,EH73_1,EH73,EH73,637500.2350246185,6067499.714042777,47.91536309956064
1,1970s,richness,EH74_1,EH74,EH74,637500.223421336,6072499.668808251,39.917329645069515
1,1970s,richness,EH75_1,EH75,EH75,637500.2391012611,6077499.669303549,47.85339399642094
1,1970s,richness,EH77_1,EH77,EH77,637500.2241880391,6087499.580903596,44.10860307944017
1,1970s,richness,EH78_1,EH78,EH78,637500.2511288846,6092499.605141959,48.56033248230329
1,1970s,richness,EH83_1,EH83,EH83,642500.2303255753,6067499.715175096,48.749112850724856
1,1970s,richness,EH84_1,EH84,EH84,642500.2311327682,6072499.703858004,44.89166210426869
1,1970s,richness,AE96_1,AE96,AE96,447500.139576756,6232499.638727918,25.217111712572418
1,1970s,richness,BD90_1,BD90,BD90,497500.0588251114,6252499.698183741,38.873127124278206
1,1970s,richness,EH85_1,EH85,EH85,642500.2474008938,6077499.627137704,35.075981898801786
1,1970s,richness,EH87_1,EH87,EH87,642500.2449209422,6087499.609035659,42.82046297641937
1,1970s,richness,EH88_1,EH88,EH88,642500.2264585433,6092499.556320992,47.180167841319445
1,1970s,richness,EH92_1,EH92,EH92,647500.1957499915,6062499.687774925,31.722041199611613
1,1970s,richness,EH93_1,EH93,EH93,647500.2119518482,6067499.673581073,38.56896206191351
1,1970s,richness,EH94_1,EH94,EH94,647500.2300924656,6072499.59413029,32.46209400837725
1,1970s,richness,EH95_1,EH95,EH95,647500.2412025952,6077499.671872045,38.359106163227295
1,1970s,richness,EH96_1,EH96,EH96,647500.2545091603,6082499.573025044,66.23673136839908
1,1970s,richness,EH97_1,EH97,EH97,647500.2573792844,6087499.631286464,52.59232298668541
1,1970s,richness,BD91_1,BD91,BD91,497500.03416951664,6257499.671954378,59.477696643905624
1,1970s,richness,FE00_1,FE00,FE00,652500.2204548502,6202499.884181068,51.59524766631085
1,1970s,richness,FE10_1,FE10,FE10,657500.2140283118,6202499.844869955,80.72849863408493
1,1970s,richness,FE20_1,FE20,FE20,662500.2220386828,6202499.902415118,75.2626558351639
1,1970s,richness,FE30_1,FE30,FE30,667500.2691536737,6202499.833699634,96.96311989375458
1,1970s,richness,FE40_1,FE40,FE40,672500.3008507392,6202499.858164246,89.44413644462092
1,1970s,richness,BD92_1,BD92,BD92,497500.0799421015,6262499.6820673505,36.17746331301444
1,1970s,richness,FE60_1,FE60,FE60,682500.2713181422,6202499.84461653,66.73006008801704
1,1970s,richness,FE61_1,FE61,FE61,682500.341989624,6207499.920597611,60.3014896781183
1,1970s,richness,FE71_1,FE71,FE71,687500.2984424902,6207499.905692995,62.35127804303115
1,1970s,richness,FE72_1,FE72,FE72,687500.363131253,6212499.947936701,75.49124700804995
1,1970s,richness,BD93_1,BD93,BD93,497500.07296910265,6267499.728574473,46.715357889463306
1,1970s,richness,FE80_1,FE80,FE80,692500.3264155694,6202499.858064589,74.52476168057073
1,1970s,richness,FE81_1,FE81,FE81,692500.373541418,6207499.882120019,67.86644382015527
1,1970s,richness,FE82_1,FE82,FE82,692500.3463343331,6212499.956222788,83.75120715098288
1,1970s,richness,FE83_1,FE83,FE83,692500.3720132804,6217499.974638728,71.97006471422294
1,1970s,richness,FE90_1,FE90,FE90,697500.3555868408,6202499.883863147,46.831808437483325
1,1970s,richness,FE91_1,FE91,FE91,697500.3965691917,6207499.840916168,63.139707545343384
1,1970s,richness,FE92_1,FE92,FE92,697500.4091896428,6212499.850916306,53.083371603843624
1,1970s,richness,FE93_1,FE93,FE93,697500.3909917022,6217499.9137929315,60.47098469217483
1,1970s,richness,FE94_1,FE94,FE94,697500.4689643438,6222499.923962992,63.18909884803323
1,1970s,richness,FF00_1,FF00,FF00,652500.2143912867,6152499.7862611525,59.65546739890941
1,1970s,richness,BD94_1,BD94,BD94,497500.0748110663,6272499.700105536,38.9297305951684
1,1970s,richness,FF01_1,FF01,FF01,652500.2248090926,6157499.774261067,57.67161579505637
1,1970s,richness,FF02_1,FF02,FF02,652500.2492441322,6162499.809702141,37.5254133556444
1,1970s,richness,FF03_1,FF03,FF03,652500.2266870057,6167499.7790860785,66.94395011822506
1,1970s,richness,FF04_1,FF04,FF04,652500.2144126588,6172499.795813887,54.80507705544883
1,1970s,richness,FF05_1,FF05,FF05,652500.2143685349,6177499.748581729,51.86929367531533
1,1970s,richness,FF06_1,FF06,FF06,652500.2168219197,6182499.859854026,40.04989251620425
1,1970s,richness,FF07_1,FF07,FF07,652500.231527698,6187499.795811617,37.1083243625607
1,1970s,richness,FF08_1,FF08,FF08,652500.2487440347,6192499.778918769,54.5625971540566
1,1970s,richness,FF10_1,FF10,FF10,657500.2143405195,6152499.777359325,79.58137053341316
1,1970s,richness,FF11_1,FF11,FF11,657500.2348184625,6157499.726247546,59.84873492678
1,1970s,richness,BD95_1,BD95,BD95,497500.02420617704,6277499.707981611,32.06626544110216
1,1970s,richness,FF12_1,FF12,FF12,657500.2533010718,6162499.722690075,41.19973603568441
1,1970s,richness,FF13_1,FF13,FF13,657500.2678361252,6167499.766637617,62.838578786139685
1,1970s,richness,FF14_1,FF14,FF14,657500.2804860991,6172499.746787113,59.9017581387618
1,1970s,richness,FF15_1,FF15,FF15,657500.2224905242,6177499.772069843,44.45742810641639
1,1970s,richness,FF16_1,FF16,FF16,657500.2175718555,6182499.846975895,37.66920261600385
1,1970s,richness,FF17_1,FF17,FF17,657500.2675925975,6187499.860202954,36.8836893171103
1,1970s,richness,FF18_1,FF18,FF18,657500.2452246804,6192499.807152677,71.47807568327164
1,1970s,richness,FF19_1,FF19,FF19,657500.2697239395,6197499.803575764,66.50187116556165
1,1970s,richness,FF20_1,FF20,FF20,662500.2125909128,6152499.769090225,55.54578062201394
1,1970s,richness,FF21_1,FF21,FF21,662500.2406863412,6157499.799661659,64.6281681201215
1,1970s,richness,BD96_1,BD96,BD96,497500.0438990338,6282499.752103166,47.290436505677455
1,1970s,richness,FF22_1,FF22,FF22,662500.2548913385,6162499.766637423,66.48806551161371
1,1970s,richness,FF23_1,FF23,FF23,662500.2491310743,6167499.781214133,61.54677804743763
1,1970s,richness,FF24_1,FF24,FF24,662500.2884650016,6172499.734430286,57.96013054168401
1,1970s,richness,FF25_1,FF25,FF25,662500.2368262114,6177499.844051934,52.31607784580867
1,1970s,richness,FF26_1,FF26,FF26,662500.2303838229,6182499.780956389,59.127544674252604
1,1970s,richness,FF27_1,FF27,FF27,662500.2586700729,6187499.767595499,57.27283773692832
1,1970s,richness,FF28_1,FF28,FF28,662500.2569147471,6192499.801572185,51.947341480928486
1,1970s,richness,FF29_1,FF29,FF29,662500.2231507814,6197499.882831992,56.01492699420902
1,1970s,richness,FF30_1,FF30,FF30,667500.2250742009,6152499.760797058,60.38378178942996
1,1970s,richness,FF31_1,FF31,FF31,667500.2664735457,6157499.77134995,62.18403962653792
1,1970s,richness,BD97_1,BD97,BD97,497500.0724178304,6287499.721172826,58.6568797267606
1,1970s,richness,FF32_1,FF32,FF32,667500.2781001843,6162499.71839387,48.603526939931214
1,1970s,richness,FF33_1,FF33,FF33,667500.2537457212,6167499.713120071,61.659911464567024
1,1970s,richness,FF34_1,FF34,FF34,667500.2543204613,6172499.757887186,37.59522274393031
1,1970s,richness,FF35_1,FF35,FF35,667500.2819172617,6177499.741394598,44.69982997531813
1,1970s,richness,FF36_1,FF36,FF36,667500.2673523247,6182499.7724213265,49.30968059285149
1,1970s,richness,FF37_1,FF37,FF37,667500.2713154595,6187499.853328593,50.984611633081194
1,1970s,richness,FF38_1,FF38,FF38,667500.2333278777,6192499.870393818,44.877207870586304
1,1970s,richness,FF39_1,FF39,FF39,667500.2764708342,6197499.828398651,44.493595726920155
1,1970s,richness,FF40_1,FF40,FF40,672500.2677202892,6152499.75185617,70.40496802089673
1,1970s,richness,FF41_1,FF41,FF41,672500.2610297143,6157499.749462805,72.9746827568989
1,1970s,richness,BD98_1,BD98,BD98,497500.04871990596,6292499.726513864,50.79355917887679
1,1970s,richness,FF42_1,FF42,FF42,672500.2674698508,6162499.797357992,66.30148976511269
1,1970s,richness,FF43_1,FF43,FF43,672500.289242156,6167499.784242888,67.43432722586505
1,1970s,richness,FF44_1,FF44,FF44,672500.2569006486,6172499.818821288,64.23648651869318
1,1970s,richness,FF45_1,FF45,FF45,672500.298489102,6177499.7947630705,49.60005350459174
1,1970s,richness,FF46_1,FF46,FF46,672500.2817369283,6182499.818284865,53.14955629392059
1,1970s,richness,FF50_1,FF50,FF50,677500.2932886138,6152499.739124405,63.26278629423078
1,1970s,richness,FF51_1,FF51,FF51,677500.3033863106,6157499.735752224,61.48286132305701
1,1970s,richness,BD99_1,BD99,BD99,497500.0340011228,6297499.6567514995,42.88555671560497
1,1970s,richness,FF52_1,FF52,FF52,677500.247585791,6162499.780240425,61.92857810364949
1,1970s,richness,FF53_1,FF53,FF53,677500.2543300018,6167499.7663993435,53.99806777822102
1,1970s,richness,FF54_1,FF54,FF54,677500.2538217055,6172499.802859116,68.2552053855729
1,1970s,richness,FF55_1,FF55,FF55,677500.2483948858,6177499.778318752,51.82944662583622
1,1970s,richness,FF57_1,FF57,FF57,677500.2630915587,6187499.882293927,58.03033067604184
1,1970s,richness,FF60_1,FF60,FF60,682500.2545312074,6152499.719203852,82.36863505308723
1,1970s,richness,FF61_1,FF61,FF61,682500.2832841513,6157499.724413432,34.42857911588992
1,1970s,richness,FF62_1,FF62,FF62,682500.2931610722,6162499.780151567,75.62142960084907
1,1970s,richness,FF63_1,FF63,FF63,682500.286603715,6167499.775118978,69.99055940802083
1,1970s,richness,AE97_1,AE97,AE97,447500.1513174165,6237499.67796077,25.369267845765187
1,1970s,richness,FF64_1,FF64,FF64,682500.2567777862,6172499.820493967,70.03975587318337
1,1970s,richness,FF65_1,FF65,FF65,682500.2689476068,6177499.807606941,45.04576353470467
1,1970s,richness,FF66_1,FF66,FF66,682500.253306334,6182499.845007382,56.954878768975256
1,1970s,richness,FF67_1,FF67,FF67,682500.2749867147,6187499.824026549,49.005854975990445
1,1970s,richness,FF69_1,FF69,FF69,682500.286269831,6197499.823893157,53.20036822247786
1,1970s,richness,FF70_1,FF70,FF70,687500.2937067151,6152499.696531474,90.62819566976466
1,1970s,richness,FF71_1,FF71,FF71,687500.2797492278,6157499.717192857,71.50885688905173
1,1970s,richness,FF72_1,FF72,FF72,687500.2940864991,6162499.791177767,56.27808600555448
1,1970s,richness,FF73_1,FF73,FF73,687500.276108928,6167499.804490101,71.97581330405981
1,1970s,richness,BE03_1,BE03,BE03,452500.11633685895,6217499.746191076,47.97387605617834
1,1970s,richness,FF74_1,FF74,FF74,687500.2865121333,6172499.759767374,68.11608644937455
1,1970s,richness,FF75_1,FF75,FF75,687500.3181023151,6177499.768186162,75.7766889324351
1,1970s,richness,FF76_1,FF76,FF76,687500.3057092606,6182499.826981119,77.94128488886793
1,1970s,richness,FF77_1,FF77,FF77,687500.3145880764,6187499.827555462,52.91612257289215
1,1970s,richness,FF78_1,FF78,FF78,687500.2749215045,6192499.878377509,68.02834103512157
1,1970s,richness,FF79_1,FF79,FF79,687500.3143556966,6197499.873560948,66.8850478341747
1,1970s,richness,FF80_1,FF80,FF80,692500.3003915065,6152499.665078906,71.10119811352398
1,1970s,richness,FF81_1,FF81,FF81,692500.3087101678,6157499.713388103,61.18374258939271
1,1970s,richness,FF82_1,FF82,FF82,692500.3342172247,6162499.7039436465,58.75903113244927
1,1970s,richness,FF83_1,FF83,FF83,692500.3066476895,6167499.745143122,48.96127682276797
1,1970s,richness,BE04_1,BE04,BE04,452500.11632998136,6222499.685172294,36.49614306740982
1,1970s,richness,FF84_1,FF84,FF84,692500.2915752039,6172499.7284601815,59.17343796036266
1,1970s,richness,FF86_1,FF86,FF86,692500.3421648205,6182499.746437445,73.177395641456215
1,1970s,richness,FF87_1,FF87,FF87,692500.3401528873,6187499.778193614,61.16255844868011
1,1970s,richness,FF88_1,FF88,FF88,692500.3360075087,6192499.8630453255,41.645950538276715
1,1970s,richness,FF89_1,FF89,FF89,692500.3322349075,6197499.889691258,68.81038431733077
1,1970s,richness,FF90_1,FF90,FF90,697500.3486702319,6152499.738025841,60.694887491023735
1,1970s,richness,FF91_1,FF91,FF91,697500.3229910781,6157499.709487912,42.05437731540664
1,1970s,richness,FF92_1,FF92,FF92,697500.293774317,6162499.734567302,38.54719970467477
1,1970s,richness,FF93_1,FF93,FF93,697500.3265644838,6167499.704813483,45.9221146332113
1,1970s,richness,BE05_1,BE05,BE05,452500.15106356906,6227499.661355034,49.49298976036261
1,1970s,richness,FF94_1,FF94,FF94,697500.3508075213,6172499.728548656,41.51542432986283
1,1970s,richness,FF95_1,FF95,FF95,697500.3012456638,6177499.8028586125,58.7994044659232
1,1970s,richness,FF96_1,FF96,FF96,697500.3061860544,6182499.82213949,67.09504893718905
1,1970s,richness,FF97_1,FF97,FF97,697500.3003211509,6187499.7834761925,45.83467024931493
1,1970s,richness,FF98_1,FF98,FF98,697500.3387565847,6192499.800885114,48.56748325731462
1,1970s,richness,FF99_1,FF99,FF99,697500.3563003049,6197499.871448284,47.20006190325204
1,1970s,richness,FG04_1,FG04,FG04,652500.2116871931,6122499.731481395,67.38388595497604
1,1970s,richness,FG05_1,FG05,FG05,652500.2171045082,6127499.660736048,58.682980930731716
1,1970s,richness,BE06_1,BE06,BE06,452500.1590520394,6232499.675403499,27.692384626092473
1,1970s,richness,FG06_1,FG06,FG06,652500.1805834217,6132499.7467744155,30.882640886179306
1,1970s,richness,FG07_1,FG07,FG07,652500.1714465149,6137499.7692362005,40.00704931629776
1,1970s,richness,FG08_1,FG08,FG08,652500.1877744175,6142499.728074739,64.95993810049784
1,1970s,richness,FG09_1,FG09,FG09,652500.2237905464,6147499.734495867,56.35679019435654
1,1970s,richness,FG14_1,FG14,FG14,657500.2100665862,6122499.639163951,40.392193765450685
1,1970s,richness,FG15_1,FG15,FG15,657500.1898129255,6127499.635449556,46.75708874888203
1,1970s,richness,FG16_1,FG16,FG16,657500.1792098745,6132499.679580689,35.58022748177831
1,1970s,richness,FG17_1,FG17,FG17,657500.1763130119,6137499.771510345,41.622744635775284
1,1970s,richness,FG18_1,FG18,FG18,657500.1871278463,6142499.68869132,67.85058181367782
1,1970s,richness,BE07_1,BE07,BE07,452500.1397759422,6237499.615993101,60.46186420956365
1,1970s,richness,FG19_1,FG19,FG19,657500.1978004752,6147499.764823828,59.29303953873585
1,1970s,richness,FG24_1,FG24,FG24,662500.1893252225,6122499.713272569,39.35531006263077
1,1970s,richness,FG25_1,FG25,FG25,662500.212405978,6127499.6770139495,40.512160341396644
1,1970s,richness,FG26_1,FG26,FG26,662500.2293112001,6132499.688712805,51.47376559770629
1,1970s,richness,FG27_1,FG27,FG27,662500.2380894625,6137499.748319519,69.762819340976435
1,1970s,richness,FG28_1,FG28,FG28,662500.2408897995,6142499.744536591,80.33288641013857
1,1970s,richness,FG29_1,FG29,FG29,662500.2357788663,6147499.677311915,74.37165268666575
1,1970s,richness,FG33_1,FG33,FG33,667500.2205645419,6117499.620359663,58.879388409491945
1,1970s,richness,BE08_1,BE08,BE08,452500.095196037,6242499.594395928,61.542975632433446
1,1970s,richness,FG34_1,FG34,FG34,667500.2407739353,6122499.62178409,64.04401616585446
1,1970s,richness,FG35_1,FG35,FG35,667500.2410699656,6127499.67131439,46.624283892470686
1,1970s,richness,FG36_1,FG36,FG36,667500.223709299,6132499.657654755,71.23159806762517
1,1970s,richness,FG37_1,FG37,FG37,667500.2459156871,6137499.694400441,78.72754592371342
1,1970s,richness,FG38_1,FG38,FG38,667500.246432031,6142499.6678515,48.50312171536602
1,1970s,richness,FG39_1,FG39,FG39,667500.2190836334,6147499.6891986625,41.77310949449418
1,1970s,richness,FG43_1,FG43,FG43,672500.2258820928,6117499.596572478,88.10286887812347
1,1970s,richness,FG44_1,FG44,FG44,672500.2404861517,6122499.693047497,74.79689311675703
1,1970s,richness,BE09_1,BE09,BE09,452500.0878081365,6247499.609894695,51.53308117658583
1,1970s,richness,FG45_1,FG45,FG45,672500.2238220301,6127499.726472702,65.59979387936346
1,1970s,richness,FG46_1,FG46,FG46,672500.2374023632,6132499.69926705,76.4745037383338
1,1970s,richness,FG47_1,FG47,FG47,672500.2747216006,6137499.722619677,65.64964921120271
1,1970s,richness,FG48_1,FG48,FG48,672500.2746404527,6142499.682758598,48.43936812701138
1,1970s,richness,FG49_1,FG49,FG49,672500.2308515612,6147499.690869135,47.43165893507363
1,1970s,richness,FG51_1,FG51,FG51,677500.2769194953,6107499.589955671,32.1744604716422
1,1970s,richness,FG52_1,FG52,FG52,677500.260739334,6112499.577837041,41.00218375312004
1,1970s,richness,FG53_1,FG53,FG53,677500.2611837294,6117499.616630811,63.554359645942405
1,1970s,richness,FG54_1,FG54,FG54,677500.2760694259,6122499.706284379,65.50392008903482
1,1970s,richness,FG55_1,FG55,FG55,677500.2485989162,6127499.621722549,70.20258581083166
1,1970s,richness,FG56_1,FG56,FG56,677500.2903632673,6132499.70169495,51.65547171834956
1,1970s,richness,FG57_1,FG57,FG57,677500.2811134357,6137499.718577848,40.51996262440466
1,1970s,richness,FG58_1,FG58,FG58,677500.2822108439,6142499.674861006,44.06026898362258
1,1970s,richness,FG59_1,FG59,FG59,677500.2869998979,6147499.681728301,54.42745687025167
1,1970s,richness,FG60_1,FG60,FG60,682500.2334478453,6102499.59563694,53.825440681113115
1,1970s,richness,FG62_1,FG62,FG62,682500.2601156291,6112499.636107586,42.69974104558145
1,1970s,richness,FG63_1,FG63,FG63,682500.2782719862,6117499.677322921,47.77129895775852
1,1970s,richness,FG64_1,FG64,FG64,682500.2997839985,6122499.658293756,35.378365353187306
1,1970s,richness,BE11_1,BE11,BE11,457500.10127285187,6207499.743524788,60.57072734892505
1,1970s,richness,FG65_1,FG65,FG65,682500.2543705795,6127499.687580657,65.4943470377403
1,1970s,richness,FG66_1,FG66,FG66,682500.2715598893,6132499.659124765,78.50761412983167
1,1970s,richness,FG68_1,FG68,FG68,682500.2850436782,6142499.643376395,49.948082906878824
1,1970s,richness,FG69_1,FG69,FG69,682500.2769601031,6147499.655967729,48.72373082530287
1,1970s,richness,FG70_1,FG70,FG70,687500.2749447277,6102499.555240454,51.197223134718115
1,1970s,richness,FG71_1,FG71,FG71,687500.2711367387,6107499.614428979,55.936328958153865
1,1970s,richness,FG72_1,FG72,FG72,687500.2596549657,6112499.613608101,42.319332776863014
1,1970s,richness,FG73_1,FG73,FG73,687500.2973089004,6117499.666636524,47.449857065620655
1,1970s,richness,FG74_1,FG74,FG74,687500.3227844504,6122499.659540088,35.74629152971511
1,1970s,richness,AE98_1,AE98,AE98,447500.15313399426,6242499.6437634,66.24285829246112
1,1970s,richness,BE12_1,BE12,BE12,457500.1500305779,6212499.741318243,42.5888455947075
1,1970s,richness,FG75_1,FG75,FG75,687500.2656673533,6127499.700801892,64.32112029296074
1,1970s,richness,FG76_1,FG76,FG76,687500.3190664198,6132499.68719706,72.25772424639355
1,1970s,richness,FG77_1,FG77,FG77,687500.2854871633,6137499.721830154,60.209823281791266
1,1970s,richness,FG78_1,FG78,FG78,687500.294305089,6142499.698789443,63.23096625385896
1,1970s,richness,FG79_1,FG79,FG79,687500.2751403373,6147499.7265565675,71.29424469294261
1,1970s,richness,FG80_1,FG80,FG80,692500.2601699218,6102499.523256032,34.14006390335021
1,1970s,richness,FG81_1,FG81,FG81,692500.2449257197,6107499.60061101,61.30752085455838
1,1970s,richness,FG82_1,FG82,FG82,692500.270379107,6112499.620822028,58.96800822299376
1,1970s,richness,FG83_1,FG83,FG83,692500.2704610613,6117499.581073102,47.6417141709393
1,1970s,richness,FG84_1,FG84,FG84,692500.3017700722,6122499.5952903135,36.57805832142136
1,1970s,richness,BE13_1,BE13,BE13,457500.15345753945,6217499.776981724,41.38251645679843
1,1970s,richness,FG85_1,FG85,FG85,692500.2983532327,6127499.660655089,56.938020511119284
1,1970s,richness,FG86_1,FG86,FG86,692500.3263061603,6132499.668636978,71.22954426252151
1,1970s,richness,FG87_1,FG87,FG87,692500.3198407196,6137499.6164119765,67.23747761629762
1,1970s,richness,FG88_1,FG88,FG88,692500.3303715999,6142499.729143381,46.13212888914959
1,1970s,richness,FG89_1,FG89,FG89,692500.3068019298,6147499.670310448,68.68386356306937
1,1970s,richness,FG92_1,FG92,FG92,697500.24892862665,6112499.542973782,59.21905427885806
1,1970s,richness,FG93_1,FG93,FG93,697500.2722987161,6117499.533765045,79.33045383766846
1,1970s,richness,FG94_1,FG94,FG94,697500.3112419588,6122499.578683486,44.010811915808986
1,1970s,richness,FG95_1,FG95,FG95,697500.3047563492,6127499.563608582,57.289561223778904
1,1970s,richness,FG96_1,FG96,FG96,697500.3091473787,6132499.602535079,65.10165210865321
1,1970s,richness,BE14_1,BE14,BE14,457500.1111617552,6222499.739193365,45.69647414950218
1,1970s,richness,FG97_1,FG97,FG97,697500.3219843409,6137499.695401272,52.988726184612254
1,1970s,richness,FG98_1,FG98,FG98,697500.3508036272,6142499.619688079,57.177451179295645
1,1970s,richness,FG99_1,FG99,FG99,697500.3149968215,6147499.706177678,62.37327937329563
1,1970s,richness,FH01_1,FH01,FH01,652500.1476911665,6057499.672137209,31.63494709568772
1,1970s,richness,FH02_1,FH02,FH02,652500.1450141938,6062499.66186962,25.490308136165538
1,1970s,richness,FH04_1,FH04,FH04,652500.1604771961,6072499.670583969,37.23843897339227
1,1970s,richness,FH05_1,FH05,FH05,652500.1788386654,6077499.578235263,50.864644042687765
1,1970s,richness,FH06_1,FH06,FH06,652500.2371696586,6082499.645297011,42.050861583141845
1,1970s,richness,FH07_1,FH07,FH07,652500.2166753336,6087499.533638527,31.988585045586362
1,1970s,richness,BE15_1,BE15,BE15,457500.1490842873,6227499.737989361,44.96501301858885
1,1970s,richness,FH08_1,FH08,FH08,652500.2325856738,6092499.581303407,36.30304820635
1,1970s,richness,FH11_1,FH11,FH11,657500.1262107163,6057499.645298414,60.314975764549956
1,1970s,richness,FH12_1,FH12,FH12,657500.1704044837,6062499.696315981,53.69622785378534
