"survey","site","atlas","period","group","species_pool_size","group_richness","hotspot_threshold","is_hotspot"
"BE20_2","BE20","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE21_2","BE21","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE22_2","BE22","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE23_2","BE23","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE24_2","BE24","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE25_2","BE25","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE26_2","BE26","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE59_1","BE59","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE27_2","BE27","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE28_2","BE28","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE29_2","BE29","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE30_2","BE30","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE31_2","BE31","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE32_2","BE32","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE33_2","BE33","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE34_2","BE34","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE35_2","BE35","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE36_2","BE36","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE60_1","BE60","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE37_2","BE37","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE38_2","BE38","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE39_2","BE39","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE40_2","BE40","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE41_2","BE41","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE42_2","BE42","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE43_2","BE43","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE44_2","BE44","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE45_2","BE45","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE46_2","BE46","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE61_1","BE61","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BE47_2","BE47","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE48_2","BE48","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE49_2","BE49","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE50_2","BE50","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE51_2","BE51","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE52_2","BE52","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE53_2","BE53","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE54_2","BE54","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE55_2","BE55","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE56_2","BE56","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF91_1","AF91","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE62_1","BE62","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE57_2","BE57","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE58_2","BE58","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE59_2","BE59","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE60_2","BE60","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE61_2","BE61","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE62_2","BE62","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE63_2","BE63","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE64_2","BE64","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE65_2","BE65","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE66_2","BE66","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE63_1","BE63","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE67_2","BE67","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE68_2","BE68","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE69_2","BE69","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE70_2","BE70","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE71_2","BE71","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE72_2","BE72","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE73_2","BE73","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE74_2","BE74","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE75_2","BE75","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE76_2","BE76","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE64_1","BE64","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE77_2","BE77","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE78_2","BE78","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE79_2","BE79","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE80_2","BE80","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE81_2","BE81","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE82_2","BE82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE83_2","BE83","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE84_2","BE84","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE85_2","BE85","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE86_2","BE86","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE65_1","BE65","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE87_2","BE87","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE88_2","BE88","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE89_2","BE89","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE90_2","BE90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE91_2","BE91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE92_2","BE92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE93_2","BE93","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE94_2","BE94","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE95_2","BE95","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE96_2","BE96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE66_1","BE66","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BE97_2","BE97","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE98_2","BE98","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE99_2","BE99","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF00_2","BF00","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF01_2","BF01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF02_2","BF02","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF03_2","BF03","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BF04_2","BF04","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF05_2","BF05","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF06_2","BF06","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE67_1","BE67","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF07_2","BF07","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF08_2","BF08","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF10_2","BF10","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF11_2","BF11","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF12_2","BF12","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF13_2","BF13","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF14_2","BF14","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF15_2","BF15","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF16_2","BF16","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF17_2","BF17","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE68_1","BE68","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF18_2","BF18","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF20_2","BF20","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF21_2","BF21","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF22_2","BF22","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF23_2","BF23","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF24_2","BF24","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF25_2","BF25","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF26_2","BF26","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF27_2","BF27","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF28_2","BF28","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE69_1","BE69","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF29_2","BF29","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF30_2","BF30","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF31_2","BF31","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF32_2","BF32","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF33_2","BF33","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF34_2","BF34","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF35_2","BF35","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF36_2","BF36","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF37_2","BF37","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF38_2","BF38","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE70_1","BE70","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF39_2","BF39","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF40_2","BF40","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF41_2","BF41","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF42_2","BF42","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF43_2","BF43","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF44_2","BF44","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF45_2","BF45","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF46_2","BF46","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF47_2","BF47","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF48_2","BF48","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE71_1","BE71","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF49_2","BF49","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF50_2","BF50","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF51_2","BF51","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF52_2","BF52","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF53_2","BF53","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF54_2","BF54","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF55_2","BF55","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF56_2","BF56","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF57_2","BF57","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF58_2","BF58","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF92_1","AF92","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BE72_1","BE72","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF59_2","BF59","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF60_2","BF60","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF61_2","BF61","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF62_2","BF62","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF63_2","BF63","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF64_2","BF64","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF65_2","BF65","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF66_2","BF66","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF67_2","BF67","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF68_2","BF68","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE73_1","BE73","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF69_2","BF69","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF70_2","BF70","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF71_2","BF71","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF72_2","BF72","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF73_2","BF73","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF74_2","BF74","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF75_2","BF75","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF76_2","BF76","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF77_2","BF77","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF78_2","BF78","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE74_1","BE74","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF79_2","BF79","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF80_2","BF80","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF81_2","BF81","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF82_2","BF82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF83_2","BF83","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF84_2","BF84","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BF85_2","BF85","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF86_2","BF86","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BF87_2","BF87","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF88_2","BF88","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE75_1","BE75","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF89_2","BF89","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF90_2","BF90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF91_2","BF91","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF92_2","BF92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF93_2","BF93","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF94_2","BF94","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF95_2","BF95","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BF96_2","BF96","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF97_2","BF97","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BF98_2","BF98","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE76_1","BE76","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BF99_2","BF99","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG09_2","BG09","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG19_2","BG19","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG26_2","BG26","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG27_2","BG27","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG28_2","BG28","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG29_2","BG29","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG30_2","BG30","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG31_2","BG31","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG32_2","BG32","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE77_1","BE77","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG33_2","BG33","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG36_2","BG36","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG37_2","BG37","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG38_2","BG38","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG39_2","BG39","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG40_2","BG40","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG41_2","BG41","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG42_2","BG42","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG43_2","BG43","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG45_2","BG45","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BE78_1","BE78","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG48_2","BG48","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG49_2","BG49","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG50_2","BG50","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG51_2","BG51","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG52_2","BG52","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG53_2","BG53","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG54_2","BG54","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG55_2","BG55","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG56_2","BG56","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG57_2","BG57","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE79_1","BE79","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG58_2","BG58","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG59_2","BG59","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG60_2","BG60","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG61_2","BG61","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG62_2","BG62","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG63_2","BG63","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG64_2","BG64","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG65_2","BG65","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG66_2","BG66","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG67_2","BG67","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE80_1","BE80","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG68_2","BG68","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG69_2","BG69","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG70_2","BG70","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG71_2","BG71","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG72_2","BG72","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG73_2","BG73","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG74_2","BG74","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG75_2","BG75","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG76_2","BG76","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG77_2","BG77","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE81_1","BE81","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG78_2","BG78","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG79_2","BG79","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG80_2","BG80","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG81_2","BG81","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG82_2","BG82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG83_2","BG83","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG84_2","BG84","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG85_2","BG85","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BG86_2","BG86","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG87_2","BG87","2","1990s","Aquatic pursuers",10,0,3,FALSE
"AF93_1","AF93","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BE82_1","BE82","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG88_2","BG88","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG89_2","BG89","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG90_2","BG90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG91_2","BG91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG92_2","BG92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG93_2","BG93","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG94_2","BG94","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG95_2","BG95","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG96_2","BG96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BG97_2","BG97","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE83_1","BE83","1","1970s","Aquatic pursuers",10,0,3,FALSE
"BG98_2","BG98","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BG99_2","BG99","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BH49_2","BH49","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BH57_2","BH57","2","1990s","Aquatic pursuers",10,4,3,TRUE
"BH58_2","BH58","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BH59_2","BH59","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH66_2","BH66","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BH67_2","BH67","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BH68_2","BH68","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH69_2","BH69","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE84_1","BE84","1","1970s","Aquatic pursuers",10,2,3,FALSE
"BH76_2","BH76","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BH77_2","BH77","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BH78_2","BH78","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH79_2","BH79","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH86_2","BH86","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BH87_2","BH87","2","1990s","Aquatic pursuers",10,2,3,FALSE
"BH88_2","BH88","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH89_2","BH89","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BH96_2","BH96","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH97_2","BH97","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE85_1","BE85","1","1970s","Aquatic pursuers",10,1,3,FALSE
"BH98_2","BH98","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BH99_2","BH99","2","1990s","Aquatic pursuers",10,3,3,TRUE
"CC01_2","CC01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC03_2","CC03","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC04_2","CC04","2","1990s","Aquatic pursuers",10,3,3,TRUE
"CC05_2","CC05","2","1990s","Aquatic pursuers",10,4,3,TRUE
"CC06_2","CC06","2","1990s","Aquatic pursuers",10,2,3,FALSE
"CD00_2","CD00","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD01_2","CD01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD02_2","CD02","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE86_1","BE86","1","1970s","Aquatic pursuers",10,0,3,FALSE
"CD03_2","CD03","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CD04_2","CD04","2","1990s","Aquatic pursuers",10,2,3,FALSE
"CD05_2","CD05","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD06_2","CD06","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD07_2","CD07","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD08_2","CD08","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CD09_2","CD09","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE00_2","CE00","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CE01_2","CE01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE02_2","CE02","2","1990s","Aquatic pursuers",10,3,3,TRUE
"BE87_1","BE87","1","1970s","Aquatic pursuers",10,1,3,FALSE
"CE03_2","CE03","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE04_2","CE04","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE05_2","CE05","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CE06_2","CE06","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CE07_2","CE07","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE08_2","CE08","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CE09_2","CE09","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF01_2","CF01","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF02_2","CF02","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF03_2","CF03","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE88_1","BE88","1","1970s","Aquatic pursuers",10,0,3,FALSE
"CF04_2","CF04","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF05_2","CF05","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF06_2","CF06","2","1990s","Aquatic pursuers",10,2,3,FALSE
"CF07_2","CF07","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF08_2","CF08","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CF09_2","CF09","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB70_2","CB70","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB80_2","CB80","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB81_2","CB81","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB82_2","CB82","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE89_1","BE89","1","1970s","Aquatic pursuers",10,0,3,FALSE
"CB90_2","CB90","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB91_2","CB91","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB92_2","CB92","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB93_2","CB93","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CB94_2","CB94","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC10_2","CC10","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC11_2","CC11","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC14_2","CC14","2","1990s","Aquatic pursuers",10,3,3,TRUE
"CC15_2","CC15","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC16_2","CC16","2","1990s","Aquatic pursuers",10,1,3,FALSE
"BE90_1","BE90","1","1970s","Aquatic pursuers",10,0,3,FALSE
"CC20_2","CC20","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC21_2","CC21","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC22_2","CC22","2","1990s","Aquatic pursuers",10,2,3,FALSE
"CC23_2","CC23","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC24_2","CC24","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC25_2","CC25","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC26_2","CC26","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC30_2","CC30","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC31_2","CC31","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC32_2","CC32","2","1990s","Aquatic pursuers",10,0,3,FALSE
"BE91_1","BE91","1","1970s","Aquatic pursuers",10,1,3,FALSE
"CC33_2","CC33","2","1990s","Aquatic pursuers",10,1,3,FALSE
"CC34_2","CC34","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC35_2","CC35","2","1990s","Aquatic pursuers",10,0,3,FALSE
"CC36_2","CC36","2","1990s","Aquatic pursuers",10,0,3,FALSE
