"atlas","period","species","occupied_surveys","total_surveys","occupancy_proportion"
"3","2010s","Ciconia_ciconia",3,2165,0.00138568129330254
"3","2010s","Columba_oenas",669,2165,0.309006928406466
"3","2010s","Columba_palumbus",2104,2165,0.971824480369515
"3","2010s","Streptopelia_decaocto",1512,2165,0.69838337182448
"3","2010s","Streptopelia_turtur",32,2165,0.0147806004618938
"3","2010s","Alcedo_atthis",318,2165,0.146882217090069
"3","2010s","Cuculus_canorus",1820,2165,0.840646651270208
"3","2010s","Falco_peregrinus",14,2165,0.00646651270207852
"3","2010s","Falco_subbuteo",26,2165,0.0120092378752887
"3","2010s","Falco_tinnunculus",1120,2165,0.517321016166282
"3","2010s","Coturnix_coturnix",702,2165,0.324249422632794
"3","2010s","Perdix_perdix",841,2165,0.388452655889146
"3","2010s","Crex_crex",165,2165,0.0762124711316397
"3","2010s","Fulica_atra",1341,2165,0.619399538106236
"3","2010s","Gallinula_chloropus",1221,2165,0.563972286374134
"3","2010s","Grus_grus",263,2165,0.121478060046189
"3","2010s","Porzana_porzana",82,2165,0.0378752886836028
"3","2010s","Rallus_aquaticus",626,2165,0.289145496535797
"3","2010s","Acanthis_flammea",1010,2165,0.466512702078522
"3","2010s","Acrocephalus_arundinaceus",30,2165,0.0138568129330254
"3","2010s","Acrocephalus_palustris",1629,2165,0.75242494226328
"3","2010s","Acrocephalus_schoenobaenus",569,2165,0.262817551963049
"3","2010s","Acrocephalus_scirpaceus",1330,2165,0.61431870669746
"3","2010s","Aegithalos_caudatus",806,2165,0.372286374133949
"3","2010s","Alauda_arvensis",2118,2165,0.978290993071594
"3","2010s","Anthus_campestris",1,2165,0.00046189376443418
"3","2010s","Anthus_petrosus",6,2165,0.00277136258660508
"3","2010s","Anthus_pratensis",1231,2165,0.568591224018476
"3","2010s","Anthus_trivialis",1392,2165,0.642956120092379
"3","2010s","Carduelis_carduelis",1579,2165,0.72933025404157
"3","2010s","Carpodacus_erythrinus",37,2165,0.0170900692840647
"3","2010s","Certhia_brachydactyla",512,2165,0.2364896073903
"3","2010s","Certhia_familiaris",1052,2165,0.485912240184757
"3","2010s","Chloris_chloris",2023,2165,0.934411085450346
"3","2010s","Cinclus_cinclus",10,2165,0.0046189376443418
"3","2010s","Coccothraustes_coccothraustes",729,2165,0.336720554272517
"3","2010s","Coloeus_monedula",1387,2165,0.640646651270208
"3","2010s","Corvus_corax",1157,2165,0.534411085450346
"3","2010s","Corvus_cornix",1858,2165,0.858198614318707
"3","2010s","Corvus_corone",208,2165,0.0960739030023095
"3","2010s","Corvus_frugilegus",859,2165,0.396766743648961
"3","2010s","Curruca_communis",2133,2165,0.985219399538106
"3","2010s","Curruca_curruca",1994,2165,0.921016166281755
"3","2010s","Cyanistes_caeruleus",2028,2165,0.936720554272517
"3","2010s","Delichon_urbicum",1835,2165,0.847575057736721
"3","2010s","Emberiza_calandra",1383,2165,0.638799076212471
"3","2010s","Emberiza_citrinella",2080,2165,0.960739030023095
"3","2010s","Emberiza_schoeniclus",1664,2165,0.768591224018476
"3","2010s","Erithacus_rubecula",1972,2165,0.910854503464203
"3","2010s","Ficedula_hypoleuca",305,2165,0.140877598152425
"3","2010s","Ficedula_parva",13,2165,0.00600461893764434
"3","2010s","Fringilla_coelebs",2102,2165,0.970900692840647
"3","2010s","Galerida_cristata",1,2165,0.00046189376443418
"3","2010s","Garrulus_glandarius",1131,2165,0.522401847575058
"3","2010s","Hippolais_icterina",1708,2165,0.78891454965358
"3","2010s","Hirundo_rustica",2040,2165,0.942263279445728
"3","2010s","Lanius_collurio",734,2165,0.339030023094688
"3","2010s","Lanius_excubitor",6,2165,0.00277136258660508
"3","2010s","Linaria_cannabina",1769,2165,0.817090069284065
"3","2010s","Locustella_fluviatilis",16,2165,0.00739030023094688
"3","2010s","Locustella_luscinioides",14,2165,0.00646651270207852
"3","2010s","Locustella_naevia",562,2165,0.259584295612009
"3","2010s","Lophophanes_cristatus",858,2165,0.396304849884527
"3","2010s","Loxia_curvirostra",333,2165,0.153810623556582
"3","2010s","Loxia_leucoptera",5,2165,0.0023094688221709
"3","2010s","Lullula_arborea",356,2165,0.164434180138568
"3","2010s","Luscinia_luscinia",1050,2165,0.484988452655889
"3","2010s","Luscinia_megarhynchos",7,2165,0.00323325635103926
"3","2010s","Luscinia_svecica",226,2165,0.104387990762125
"3","2010s","Motacilla_alba",2056,2165,0.949653579676674
"3","2010s","Motacilla_cinerea",218,2165,0.100692840646651
"3","2010s","Motacilla_flava",505,2165,0.233256351039261
"3","2010s","Muscicapa_striata",1052,2165,0.485912240184757
"3","2010s","Nucifraga_caryocatactes",4,2165,0.00184757505773672
"3","2010s","Oenanthe_oenanthe",114,2165,0.0526558891454965
"3","2010s","Oriolus_oriolus",22,2165,0.010161662817552
"3","2010s","Panurus_biarmicus",162,2165,0.0748267898383372
"3","2010s","Parus_major",2092,2165,0.966281755196305
"3","2010s","Passer_domesticus",1898,2165,0.876674364896074
"3","2010s","Passer_montanus",1972,2165,0.910854503464203
"3","2010s","Periparus_ater",1593,2165,0.735796766743649
"3","2010s","Phoenicurus_ochruros",663,2165,0.306235565819861
"3","2010s","Phoenicurus_phoenicurus",1931,2165,0.891916859122402
"3","2010s","Phylloscopus_collybita",2111,2165,0.975057736720554
"3","2010s","Phylloscopus_sibilatrix",684,2165,0.315935334872979
"3","2010s","Phylloscopus_trochiloides",9,2165,0.00415704387990762
"3","2010s","Phylloscopus_trochilus",2009,2165,0.927944572748268
"3","2010s","Pica_pica",1812,2165,0.836951501154734
"3","2010s","Poecile_montanus",112,2165,0.0517321016166282
"3","2010s","Poecile_palustris",1385,2165,0.63972286374134
"3","2010s","Prunella_modularis",1955,2165,0.903002309468822
"3","2010s","Pyrrhula_pyrrhula",1373,2165,0.634180138568129
"3","2010s","Regulus_ignicapilla",167,2165,0.0771362586605081
"3","2010s","Regulus_regulus",1447,2165,0.668360277136259
"3","2010s","Remiz_pendulinus",29,2165,0.0133949191685912
"3","2010s","Riparia_riparia",629,2165,0.290531177829099
"3","2010s","Saxicola_rubetra",702,2165,0.324249422632794
"3","2010s","Saxicola_rubicola",214,2165,0.0988452655889145
"3","2010s","Serinus_serinus",16,2165,0.00739030023094688
"3","2010s","Sitta_europaea",1493,2165,0.689607390300231
"3","2010s","Spinus_spinus",196,2165,0.0905311778290993
"3","2010s","Sturnus_vulgaris",1964,2165,0.90715935334873
"3","2010s","Sylvia_atricapilla",2075,2165,0.958429561200924
"3","2010s","Sylvia_borin",1885,2165,0.87066974595843
"3","2010s","Troglodytes_troglodytes",2101,2165,0.970438799076212
"3","2010s","Turdus_iliacus",2,2165,0.00092378752886836
"3","2010s","Turdus_merula",2122,2165,0.98013856812933
"3","2010s","Turdus_philomelos",2024,2165,0.934872979214781
"3","2010s","Turdus_pilaris",214,2165,0.0988452655889145
"3","2010s","Turdus_viscivorus",1054,2165,0.486836027713626
"3","2010s","Ardea_cinerea",289,2165,0.133487297921478
"3","2010s","Botaurus_stellaris",205,2165,0.0946882217090069
"3","2010s","Platalea_leucorodia",14,2165,0.00646651270207852
"3","2010s","Dendrocopos_major",1753,2165,0.809699769053118
"3","2010s","Dryobates_minor",52,2165,0.0240184757505774
"3","2010s","Dryocopus_martius",151,2165,0.0697459584295612
"3","2010s","Jynx_torquilla",158,2165,0.0729792147806005
"3","2010s","Picus_viridis",506,2165,0.233718244803695
"3","2010s","Podiceps_cristatus",489,2165,0.225866050808314
"3","2010s","Podiceps_grisegena",654,2165,0.302078521939954
"3","2010s","Podiceps_nigricollis",48,2165,0.0221709006928406
"3","2010s","Tachybaptus_ruficollis",809,2165,0.373672055427252
"3","2010s","Aegolius_funereus",14,2165,0.00646651270207852
"3","2010s","Asio_flammeus",8,2165,0.00369515011547344
"3","2010s","Asio_otus",594,2165,0.274364896073903
"3","2010s","Athene_noctua",26,2165,0.0120092378752887
"3","2010s","Bubo_bubo",105,2165,0.0484988452655889
"3","2010s","Strix_aluco",1019,2165,0.47066974595843
"3","2010s","Tyto_alba",172,2165,0.079445727482679
"3","2010s","Phalacrocorax_carbo",106,2165,0.0489607390300231
