"survey","site","atlas","period","guild_richness","species_richness"
"DF91_2","DF91","2","1990s",18,40
"DF96_2","DF96","2","1990s",20,59
"DF97_2","DF97","2","1990s",24,63
"DF98_2","DF98","2","1990s",22,56
"DG00_2","DG00","2","1990s",21,51
"DG07_2","DG07","2","1990s",20,61
"DG08_2","DG08","2","1990s",26,72
"DG09_2","DG09","2","1990s",24,58
"DG16_2","DG16","2","1990s",20,53
"DG17_2","DG17","2","1990s",27,83
"DG22_2","DG22","2","1990s",23,55
"DG23_2","DG23","2","1990s",24,64
"DG27_2","DG27","2","1990s",23,67
"DG28_2","DG28","2","1990s",24,71
"DG30_2","DG30","2","1990s",21,56
"DG31_2","DG31","2","1990s",24,59
"DG32_2","DG32","2","1990s",21,50
"DG34_2","DG34","2","1990s",24,68
"DG35_2","DG35","2","1990s",16,41
"DG37_2","DG37","2","1990s",23,66
"DG40_2","DG40","2","1990s",24,70
"DG41_2","DG41","2","1990s",24,68
"DG42_2","DG42","2","1990s",25,64
"DG43_2","DG43","2","1990s",22,59
"DG47_2","DG47","2","1990s",25,74
"DG48_2","DG48","2","1990s",25,74
"DG49_2","DG49","2","1990s",24,61
"DG50_2","DG50","2","1990s",27,77
"DG51_2","DG51","2","1990s",24,77
"DG56_2","DG56","2","1990s",23,60
"DG57_2","DG57","2","1990s",20,63
"DG58_2","DG58","2","1990s",24,77
"DG60_2","DG60","2","1990s",27,73
"DG61_2","DG61","2","1990s",27,91
"DG62_2","DG62","2","1990s",29,96
"DG63_2","DG63","2","1990s",24,71
"DG64_2","DG64","2","1990s",20,57
"DG65_2","DG65","2","1990s",20,45
"DG67_2","DG67","2","1990s",21,54
"DG68_2","DG68","2","1990s",24,61
"DG69_2","DG69","2","1990s",24,75
"DG70_2","DG70","2","1990s",26,59
"DG71_2","DG71","2","1990s",30,92
"DG72_2","DG72","2","1990s",27,81
"DG73_2","DG73","2","1990s",25,74
"DG74_2","DG74","2","1990s",24,66
"DG75_2","DG75","2","1990s",24,55
"DG76_2","DG76","2","1990s",21,50
"DG78_2","DG78","2","1990s",19,51
"DG79_2","DG79","2","1990s",24,66
"DG80_2","DG80","2","1990s",23,59
"DG82_2","DG82","2","1990s",24,74
"DG83_2","DG83","2","1990s",25,66
"DG84_2","DG84","2","1990s",22,61
"DG85_2","DG85","2","1990s",19,42
"DG86_2","DG86","2","1990s",18,49
"DG87_2","DG87","2","1990s",23,62
"DG88_2","DG88","2","1990s",23,55
"DG89_2","DG89","2","1990s",24,58
"DG91_2","DG91","2","1990s",24,64
"DG92_2","DG92","2","1990s",22,62
"DG93_2","DG93","2","1990s",21,62
"DG94_2","DG94","2","1990s",23,67
"DG95_2","DG95","2","1990s",20,58
"DG96_2","DG96","2","1990s",28,82
"DG97_2","DG97","2","1990s",24,64
"DH06_2","DH06","2","1990s",24,63
"DH07_2","DH07","2","1990s",24,73
"DH08_2","DH08","2","1990s",26,65
"DH09_2","DH09","2","1990s",20,50
"DH16_2","DH16","2","1990s",23,74
"DH17_2","DH17","2","1990s",25,82
"DH18_2","DH18","2","1990s",25,72
"DH19_2","DH19","2","1990s",23,70
"DH26_2","DH26","2","1990s",18,52
"DH49_2","DH49","2","1990s",22,46
"DH59_2","DH59","2","1990s",21,48
"DH69_2","DH69","2","1990s",23,57
"DH78_2","DH78","2","1990s",15,23
"DH79_2","DH79","2","1990s",21,50
"DH86_2","DH86","2","1990s",23,61
"DH87_2","DH87","2","1990s",10,16
"DH88_2","DH88","2","1990s",23,53
"DH89_2","DH89","2","1990s",22,42
"DH95_2","DH95","2","1990s",17,46
"DH96_2","DH96","2","1990s",23,64
"DH97_2","DH97","2","1990s",15,32
"DH98_2","DH98","2","1990s",23,52
"DH99_2","DH99","2","1990s",26,68
"ED00_2","ED00","2","1990s",23,69
"ED01_2","ED01","2","1990s",28,86
"ED02_2","ED02","2","1990s",21,65
"ED03_2","ED03","2","1990s",21,65
"EE08_2","EE08","2","1990s",19,59
"EE09_2","EE09","2","1990s",23,64
"EB01_2","EB01","2","1990s",27,71
"EB02_2","EB02","2","1990s",9,22
"EB03_2","EB03","2","1990s",19,51
"EB04_2","EB04","2","1990s",26,63
"EB05_2","EB05","2","1990s",13,22
"EB06_2","EB06","2","1990s",22,52
"EB07_2","EB07","2","1990s",27,70
"EB08_2","EB08","2","1990s",25,71
"EB09_2","EB09","2","1990s",12,22
"EB10_2","EB10","2","1990s",24,71
"EB11_2","EB11","2","1990s",17,43
"EB12_2","EB12","2","1990s",24,74
"EB13_2","EB13","2","1990s",20,48
"EB14_2","EB14","2","1990s",5,10
"ED10_2","ED10","2","1990s",24,56
"ED12_2","ED12","2","1990s",21,58
"ED13_2","ED13","2","1990s",20,54
"ED20_2","ED20","2","1990s",23,68
"ED21_2","ED21","2","1990s",20,48
"ED22_2","ED22","2","1990s",21,72
"ED23_2","ED23","2","1990s",24,89
"ED30_2","ED30","2","1990s",25,76
"ED31_2","ED31","2","1990s",20,58
"ED32_2","ED32","2","1990s",18,32
"ED41_2","ED41","2","1990s",17,39
"EE04_2","EE04","2","1990s",14,25
"EE05_2","EE05","2","1990s",21,64
"EE06_2","EE06","2","1990s",22,54
"EE07_2","EE07","2","1990s",27,86
"EE14_2","EE14","2","1990s",16,40
"EE15_2","EE15","2","1990s",25,67
"EE16_2","EE16","2","1990s",21,74
"EE17_2","EE17","2","1990s",29,93
"EE18_2","EE18","2","1990s",20,66
"EE19_2","EE19","2","1990s",21,61
"EE20_2","EE20","2","1990s",12,19
"EE24_2","EE24","2","1990s",22,53
"EE26_2","EE26","2","1990s",12,36
"EE27_2","EE27","2","1990s",25,82
"EE28_2","EE28","2","1990s",21,77
"EE29_2","EE29","2","1990s",22,57
"EE38_2","EE38","2","1990s",25,74
"EE39_2","EE39","2","1990s",23,73
"EF00_2","EF00","2","1990s",24,60
"EF01_2","EF01","2","1990s",25,76
"EF02_2","EF02","2","1990s",27,83
"EF06_2","EF06","2","1990s",25,71
"EF07_2","EF07","2","1990s",19,46
"EF08_2","EF08","2","1990s",25,70
"EF09_2","EF09","2","1990s",27,75
"EF10_2","EF10","2","1990s",25,66
"EF11_2","EF11","2","1990s",22,54
"EF19_2","EF19","2","1990s",12,23
"EF20_2","EF20","2","1990s",23,52
"EF54_2","EF54","2","1990s",24,57
"EF60_2","EF60","2","1990s",23,50
"EF61_2","EF61","2","1990s",21,52
"EF65_2","EF65","2","1990s",28,78
"EF70_2","EF70","2","1990s",25,65
"EF71_2","EF71","2","1990s",26,80
"EF74_2","EF74","2","1990s",24,62
"EF75_2","EF75","2","1990s",28,80
"EF76_2","EF76","2","1990s",19,37
"EF78_2","EF78","2","1990s",27,61
"EF80_2","EF80","2","1990s",22,59
"EF81_2","EF81","2","1990s",27,84
"EF82_2","EF82","2","1990s",26,80
"EF83_2","EF83","2","1990s",22,49
"EF85_2","EF85","2","1990s",24,64
"EF90_2","EF90","2","1990s",25,81
"EF91_2","EF91","2","1990s",27,92
"EF92_2","EF92","2","1990s",29,95
"EF93_2","EF93","2","1990s",29,103
"EF94_2","EF94","2","1990s",27,95
"EF96_2","EF96","2","1990s",20,50
"EF97_2","EF97","2","1990s",23,61
"EG00_2","EG00","2","1990s",24,55
"EG01_2","EG01","2","1990s",23,58
"EG02_2","EG02","2","1990s",24,60
"EG03_2","EG03","2","1990s",21,50
"EG04_2","EG04","2","1990s",25,81
"EG05_2","EG05","2","1990s",22,60
"EG06_2","EG06","2","1990s",24,60
"EG07_2","EG07","2","1990s",18,48
"EG08_2","EG08","2","1990s",23,64
"EG10_2","EG10","2","1990s",27,63
"EG11_2","EG11","2","1990s",22,56
"EG12_2","EG12","2","1990s",26,63
"EG13_2","EG13","2","1990s",21,64
"EG14_2","EG14","2","1990s",22,68
"EG15_2","EG15","2","1990s",25,69
"EG17_2","EG17","2","1990s",25,66
"EG18_2","EG18","2","1990s",23,58
"EG19_2","EG19","2","1990s",27,74
"EG21_2","EG21","2","1990s",18,48
"EG22_2","EG22","2","1990s",22,61
"EG23_2","EG23","2","1990s",22,57
"EG24_2","EG24","2","1990s",21,62
"EG25_2","EG25","2","1990s",28,73
"EG26_2","EG26","2","1990s",23,69
"EG30_2","EG30","2","1990s",24,61
"EG33_2","EG33","2","1990s",17,44
"EG34_2","EG34","2","1990s",21,53
"EG35_2","EG35","2","1990s",26,69
"EG36_2","EG36","2","1990s",13,24
"EG40_2","EG40","2","1990s",19,50
"EG42_2","EG42","2","1990s",22,66
"EG44_2","EG44","2","1990s",7,11
"EG46_2","EG46","2","1990s",19,47
"EG67_2","EG67","2","1990s",27,78
"EG72_2","EG72","2","1990s",22,57
"EG73_2","EG73","2","1990s",23,66
"EG76_2","EG76","2","1990s",24,65
"EG78_2","EG78","2","1990s",18,45
"EG79_2","EG79","2","1990s",16,41
"EG83_2","EG83","2","1990s",25,58
"EG84_2","EG84","2","1990s",27,80
"EG85_2","EG85","2","1990s",26,84
"EG88_2","EG88","2","1990s",27,79
"EG94_2","EG94","2","1990s",28,97
"EG95_2","EG95","2","1990s",24,66
"EG96_2","EG96","2","1990s",24,73
"EG99_2","EG99","2","1990s",24,82
"EH06_2","EH06","2","1990s",19,40
"EH07_2","EH07","2","1990s",21,48
"EH08_2","EH08","2","1990s",24,67
"EH13_2","EH13","2","1990s",26,85
"EH17_2","EH17","2","1990s",28,71
"EH18_2","EH18","2","1990s",25,65
"EH23_2","EH23","2","1990s",27,96
"EH27_2","EH27","2","1990s",20,57
"EH28_2","EH28","2","1990s",22,55
"EH37_2","EH37","2","1990s",15,31
"EH39_2","EH39","2","1990s",26,79
"EH49_2","EH49","2","1990s",19,44
"EH54_2","EH54","2","1990s",23,57
"EH55_2","EH55","2","1990s",23,68
"EH56_2","EH56","2","1990s",21,48
"EH57_2","EH57","2","1990s",12,22
"EH63_2","EH63","2","1990s",24,62
"EH64_2","EH64","2","1990s",22,62
"EH65_2","EH65","2","1990s",27,78
"EH66_2","EH66","2","1990s",27,72
"EH67_2","EH67","2","1990s",27,67
"EH68_2","EH68","2","1990s",10,18
"EH73_2","EH73","2","1990s",22,63
"EH74_2","EH74","2","1990s",20,52
"EH75_2","EH75","2","1990s",28,88
"EH76_2","EH76","2","1990s",21,55
"EH77_2","EH77","2","1990s",26,65
"EH78_2","EH78","2","1990s",26,62
"EH83_2","EH83","2","1990s",25,67
"EH84_2","EH84","2","1990s",16,46
"EH85_2","EH85","2","1990s",23,68
"EH86_2","EH86","2","1990s",22,63
"EH87_2","EH87","2","1990s",20,58
"EH88_2","EH88","2","1990s",25,65
"EH92_2","EH92","2","1990s",25,65
"EH93_2","EH93","2","1990s",24,54
"EH94_2","EH94","2","1990s",20,48
"EH95_2","EH95","2","1990s",21,56
"EH96_2","EH96","2","1990s",26,72
"EH97_2","EH97","2","1990s",26,71
"EH98_2","EH98","2","1990s",25,75
"FD01_2","FD01","2","1990s",24,51
