"comparison_id","comparison_label","start_period","end_period","site","richness_1970s","richness_1990s","delta_richness_1990s_minus_1970s","delta_richness","pct_lnd","richness_2010s","delta_richness_2010s_minus_1990s"
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF52",75,83,8,8,25.6027864817836,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF53",68,72,4,4,98.7286620279293,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF54",57,68,11,11,93.4387792855835,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF55",36,54,18,18,50.3573385187571,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF63",41,53,12,12,27.1645104475245,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GF74",46,62,16,16,53.8041828110792,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG05",60,64,4,4,99.6443402610512,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG06",60,64,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG08",63,83,20,20,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG09",81,80,-1,-1,72.8942695415134,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG10",73,79,6,6,27.4964454073353,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG15",55,72,17,17,71.8812063867855,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG20",42,63,21,21,64.3406338770775,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG25",65,80,15,15,59.9130145782223,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG27",53,69,16,16,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG28",71,87,16,16,82.1214247948237,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG30",57,66,9,9,60.4192052615995,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG36",56,51,-5,-5,76.7143533326759,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG37",46,67,21,21,72.8680880138893,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GG40",54,60,6,6,48.2723521513839,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH06",59,62,3,3,45.1153158998299,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH07",65,68,3,3,65.25391089664,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH08",62,66,4,4,93.0682691387086,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH09",52,55,3,3,41.0140317226033,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH17",54,55,1,1,29.1777534192057,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH18",50,56,6,6,91.0715749702473,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH19",52,61,9,9,41.7388113288261,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH39",52,60,8,8,74.9095001749392,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH49",82,91,9,9,93.6062967780905,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","GH59",78,80,2,2,41.9982412987518,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA03",52,60,8,8,30.8000036681348,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA04",67,64,-3,-3,82.5817143255517,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA05",50,69,19,19,73.4349821325788,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA06",45,63,18,18,73.060836960117,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA07",58,56,-2,-2,36.7855116804629,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA13",51,73,22,22,87.7616761986896,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA17",51,64,13,13,87.1896604181935,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA22",31,47,16,16,29.7284472736769,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA23",35,62,27,27,99.9999999999985,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA24",66,65,-1,-1,99.9999999999989,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA25",68,72,4,4,100,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA26",67,70,3,3,97.9631182516847,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA32",53,62,9,9,84.1745708559556,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA33",49,43,-6,-6,100.000000000002,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA34",68,75,7,7,100.000000000004,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA35",57,62,5,5,100.000000000003,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA36",64,67,3,3,63.9659163579741,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA43",57,58,1,1,100.000000000001,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA44",62,87,25,25,99.9999999999996,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA45",41,61,20,20,78.3401684551325,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA52",67,78,11,11,45.811345274696,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA53",71,66,-5,-5,80.6764505025248,,
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","HA54",67,87,20,20,91.8739672983499,,
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AD93",,63,,-21,79.2863502418833,42,-21
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AD95",,65,,-2,31.4374353690826,63,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AE98",,75,,2,60.1013027143366,77,2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF91",,68,,-15,96.0224708397579,53,-15
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF92",,66,,-15,100,51,-15
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF93",,70,,-12,93.5680064039386,58,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF94",,67,,-10,64.920690383459,57,-10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF98",,50,,11,35.8703357062038,61,11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","AF99",,38,,27,29.1649009559219,65,27
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC20",,60,,14,100,74,14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC32",,75,,-16,100,59,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC33",,70,,-16,90.0083396025285,54,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC44",,72,,-10,92.8996909142348,62,-10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC54",,84,,-20,100,64,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC60",,56,,-14,100,42,-14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC65",,67,,-11,87.6511598551178,56,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC72",,56,,2,42.2227095505843,58,2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC75",,66,,6,83.1903167381744,72,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC82",,62,,6,38.2382493245741,68,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC83",,88,,-31,59.2589059914817,57,-31
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC84",,86,,-11,98.1573092073059,75,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC85",,52,,21,99.9184959464101,73,21
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC94",,94,,-5,100,89,-5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC95",,62,,-3,100,59,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BC96",,67,,-4,84.0788044916003,63,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD07",,60,,-17,27.8918391533683,43,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD08",,70,,-12,34.2154392038693,58,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD11",,64,,-2,100,62,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD12",,48,,16,100,64,16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD13",,72,,2,94.1767054329643,74,2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD19",,49,,12,100,61,12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD21",,63,,-8,100,55,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD35",,62,,-4,47.2858626474541,58,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD36",,62,,4,66.9227163233266,66,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD39",,75,,-25,98.2806491818695,50,-25
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD43",,62,,-16,51.9751064518396,46,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD45",,71,,-11,91.5697689701455,60,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD46",,50,,-2,45.8239324691135,48,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD49",,58,,-6,57.6911318923478,52,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD50",,42,,12,100,54,12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD51",,65,,-4,79.9539888757725,61,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD56",,51,,-10,39.8797191099966,41,-10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD57",,65,,-17,87.1031476010498,48,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD61",,77,,-6,86.1028611707534,71,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD66",,57,,-17,57.0495874789028,40,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD68",,57,,-16,100,41,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD70",,65,,-2,100,63,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD73",,96,,-20,97.6213372857504,76,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD76",,59,,3,44.6876418573642,62,3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD77",,73,,-24,66.4189847768357,49,-24
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD80",,64,,-3,100,61,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD81",,70,,17,100,87,17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD82",,80,,-2,100,78,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD88",,66,,-11,39.718526470875,55,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BD91",,58,,4,100,62,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE03",,68,,1,71.4720010768625,69,1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE07",,77,,-7,91.2639291465244,70,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE08",,78,,-12,38.7987616335452,66,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE09",,48,,-1,68.4932976221032,47,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE11",,69,,-18,59.4235802014122,51,-18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE12",,67,,-11,74.8183395242528,56,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE13",,61,,9,100,70,9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE14",,63,,-1,100,62,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE15",,57,,-2,100,55,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE16",,63,,-14,100,49,-14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE17",,71,,-10,99.2996588061194,61,-10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE20",,63,,-2,95.4598068353035,61,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE22",,57,,3,100,60,3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE27",,54,,6,100,60,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE30",,57,,9,100,66,9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE32",,56,,-8,100,48,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE34",,69,,-9,100,60,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE36",,62,,1,100,63,1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE45",,52,,5,100,57,5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE55",,47,,6,100,53,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE59",,54,,7,100,61,7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE62",,55,,-13,100,42,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE63",,63,,-18,100,45,-18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE78",,58,,4,100,62,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE80",,79,,-6,100,73,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE82",,72,,-27,100,45,-27
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE84",,57,,3,100,60,3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE86",,56,,16,100,72,16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE89",,48,,26,100,74,26
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE92",,70,,-20,100,50,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE94",,68,,-8,100,60,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE95",,55,,11,100,66,11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE96",,56,,6,100,62,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BE99",,80,,-20,100,60,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF02",,83,,-4,90.0620386642933,79,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF03",,84,,-16,100,68,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF04",,90,,0,100,90,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF05",,91,,-31,100,60,-31
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF06",,64,,0,100,64,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF07",,59,,17,95.872277152451,76,17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF08",,58,,-5,64.9344661919674,53,-5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF11",,77,,-9,70.0185889959049,68,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF16",,57,,6,100,63,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF18",,48,,6,38.3930891877643,54,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF21",,65,,-7,100,58,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF31",,61,,-3,100,58,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF32",,79,,6,100,85,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF33",,73,,4,100,77,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF38",,72,,-3,100,69,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF49",,69,,18,100,87,18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF50",,58,,-11,100,47,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF58",,44,,4,100,48,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF59",,56,,8,100,64,8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF60",,68,,-9,100,59,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF61",,60,,-1,100,59,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF72",,69,,-17,100,52,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF80",,56,,-6,100,50,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF81",,60,,-9,100,51,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF83",,69,,-13,100,56,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BF97",,64,,-12,100,52,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG27",,61,,-3,49.8379213582154,58,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG28",,69,,-9,72.4785331288395,60,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG29",,76,,10,45.2829931338949,86,10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG30",,28,,8,33.5351059999925,36,8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG31",,99,,-26,78.6841263949782,73,-26
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG32",,85,,-17,68.5141514097215,68,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG33",,23,,-7,36.8837338130741,16,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG41",,68,,-16,34.9995711224918,52,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG42",,65,,-8,45.4397723268083,57,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG43",,38,,5,36.7732424325284,43,5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG49",,64,,7,94.2709071021557,71,7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG55",,78,,-13,36.9332843715852,65,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG64",,66,,-18,100,48,-18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG65",,73,,-3,100,70,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG66",,73,,-17,100,56,-17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG70",,57,,-5,100,52,-5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG72",,54,,7,100,61,7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG73",,71,,5,100,76,5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG75",,66,,-15,100,51,-15
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG76",,68,,9,100,77,9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG79",,70,,-14,100,56,-14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG86",,61,,-11,100,50,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG90",,65,,-7,100,58,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG92",,63,,14,100,77,14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BG93",,63,,16,100,79,16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH57",,63,,-16,53.1740038115592,47,-16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH76",,44,,0,100,44,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH77",,95,,-25,100,70,-25
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH78",,66,,-14,100,52,-14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH79",,77,,-12,100,65,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH86",,82,,-13,100,69,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH87",,86,,-9,100,77,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH89",,84,,-12,100,72,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","BH99",,100,,-28,100,72,-28
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC04",,101,,-7,97.6915925236043,94,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC05",,88,,-13,100,75,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC06",,77,,-6,95.0939311489514,71,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC14",,84,,-20,74.2985797171558,64,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC16",,63,,-8,66.6923075088162,55,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC23",,51,,-13,37.5625086392495,38,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC24",,54,,6,99.9687592292757,60,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC25",,57,,-9,100,48,-9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC35",,78,,-20,100,58,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC36",,72,,-7,81.1049903598051,65,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC41",,58,,4,100,62,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC46",,82,,-6,99.4126900796323,76,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC53",,78,,-22,89.0326125016613,56,-22
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC54",,73,,-11,57.8198622032521,62,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC61",,75,,11,99.0996831886711,86,11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC64",,73,,-20,48.267872939201,53,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC65",,72,,-18,100,54,-18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC68",,55,,-11,57.5382109369765,44,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC75",,91,,-7,79.0514381705116,84,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC77",,83,,-22,100,61,-22
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC80",,81,,6,100,87,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC85",,87,,-23,88.0171803414787,64,-23
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC86",,72,,-11,100,61,-11
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC92",,67,,-2,100,65,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC93",,58,,4,100,62,4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC94",,69,,-8,67.6865433444742,61,-8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC95",,68,,-7,46.815369838424,61,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC97",,60,,9,100,69,9
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CC98",,53,,16,100,69,16
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD03",,77,,10,87.7493218512554,87,10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD04",,73,,-7,58.1458688653336,66,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD09",,56,,2,57.7273319267787,58,2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD11",,56,,6,100,62,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD17",,68,,0,80.2982792587547,68,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD18",,56,,-6,34.5514618644161,50,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD21",,78,,-10,100,68,-10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD31",,75,,-13,100,62,-13
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD32",,73,,-3,98.5689230164375,70,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD33",,62,,10,57.5618792524392,72,10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD40",,70,,-1,100,69,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD42",,74,,-20,100,54,-20
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD43",,69,,21,71.4123372332504,90,21
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD47",,53,,12,100,65,12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD50",,80,,-3,100,77,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD51",,67,,0,100,67,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD54",,66,,10,100,76,10
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD57",,63,,-2,100,61,-2
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD60",,66,,17,100,83,17
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD62",,67,,-3,100,64,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD63",,73,,-4,100,69,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD64",,46,,6,100,52,6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD67",,81,,-12,100,69,-12
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD69",,54,,7,100,61,7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD70",,49,,24,100,73,24
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD71",,61,,42,100,103,42
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD74",,69,,-3,100,66,-3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD75",,59,,3,100,62,3
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD80",,45,,27,100,72,27
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD82",,64,,-6,100,58,-6
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD83",,64,,5,100,69,5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD84",,69,,8,100,77,8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD90",,69,,-1,100,68,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD92",,74,,0,100,74,0
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD95",,75,,14,98.5165148759155,89,14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CD98",,72,,-4,100,68,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE02",,74,,8,100,82,8
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE11",,69,,14,100,83,14
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE15",,66,,-18,100,48,-18
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE17",,64,,-4,100,60,-4
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE19",,49,,5,100,54,5
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE20",,77,,-24,100,53,-24
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE22",,72,,-1,100,71,-1
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE27",,39,,25,100,64,25
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE30",,65,,7,100,72,7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE31",,71,,-7,100,64,-7
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","CE34",,39,,10,100,49,10
