"site","survey","atlas","period","species_richness","modelled_species_pool_size"
"BF12","BF12_2","2","1990s",56,157
"BF14","BF14_2","2","1990s",50,157
"BF15","BF15_2","2","1990s",41,157
"BF16","BF16_2","2","1990s",57,157
"BF17","BF17_2","2","1990s",43,157
"BF18","BF18_2","2","1990s",48,157
"BF21","BF21_2","2","1990s",65,157
"BF24","BF24_2","2","1990s",45,157
"BF27","BF27_2","2","1990s",43,157
"BF28","BF28_2","2","1990s",66,157
"BF29","BF29_2","2","1990s",41,157
"BF31","BF31_2","2","1990s",61,157
"BF32","BF32_2","2","1990s",79,157
"BF33","BF33_2","2","1990s",73,157
"BF34","BF34_2","2","1990s",61,157
"BF35","BF35_2","2","1990s",53,157
"BF36","BF36_2","2","1990s",55,157
"BF37","BF37_2","2","1990s",40,157
"BF38","BF38_2","2","1990s",72,157
"BF40","BF40_2","2","1990s",38,157
"BF41","BF41_2","2","1990s",40,157
"BF43","BF43_2","2","1990s",40,157
"BF46","BF46_2","2","1990s",48,157
"BF47","BF47_2","2","1990s",47,157
"BF48","BF48_2","2","1990s",53,157
"BF49","BF49_2","2","1990s",69,157
"BF50","BF50_2","2","1990s",58,157
"BF51","BF51_2","2","1990s",61,157
"BF53","BF53_2","2","1990s",55,157
"BF55","BF55_2","2","1990s",37,157
"BF56","BF56_2","2","1990s",47,157
"BF57","BF57_2","2","1990s",47,157
"BF58","BF58_2","2","1990s",44,157
"BF59","BF59_2","2","1990s",57,157
"BF60","BF60_2","2","1990s",68,157
"BF61","BF61_2","2","1990s",60,157
"BF62","BF62_2","2","1990s",47,157
"BF63","BF63_2","2","1990s",45,157
"BF64","BF64_2","2","1990s",41,157
"BF65","BF65_2","2","1990s",52,157
"BF67","BF67_2","2","1990s",46,157
"BF68","BF68_2","2","1990s",44,157
"BF69","BF69_2","2","1990s",52,157
"BF70","BF70_2","2","1990s",49,157
"BF71","BF71_2","2","1990s",53,157
"BF72","BF72_2","2","1990s",69,157
"BF73","BF73_2","2","1990s",54,157
"BF76","BF76_2","2","1990s",59,157
"BF77","BF77_2","2","1990s",49,157
"BF78","BF78_2","2","1990s",44,157
"BF79","BF79_2","2","1990s",50,157
"BF80","BF80_2","2","1990s",56,157
"BF81","BF81_2","2","1990s",60,157
"BF82","BF82_2","2","1990s",61,157
"BF83","BF83_2","2","1990s",69,157
"BF85","BF85_2","2","1990s",59,157
"BF87","BF87_2","2","1990s",51,157
"BF88","BF88_2","2","1990s",42,157
"BF89","BF89_2","2","1990s",38,157
"BF90","BF90_2","2","1990s",71,157
"BF91","BF91_2","2","1990s",58,157
"BF92","BF92_2","2","1990s",68,157
"BF93","BF93_2","2","1990s",64,157
"BF94","BF94_2","2","1990s",46,157
"BF95","BF95_2","2","1990s",53,157
"BF97","BF97_2","2","1990s",64,157
"BF98","BF98_2","2","1990s",54,157
"BF99","BF99_2","2","1990s",63,157
"BG27","BG27_2","2","1990s",61,157
"BG28","BG28_2","2","1990s",69,157
"BG29","BG29_2","2","1990s",76,157
"BG30","BG30_2","2","1990s",28,157
"BG31","BG31_2","2","1990s",99,157
"BG32","BG32_2","2","1990s",85,157
"BG33","BG33_2","2","1990s",23,157
"BG39","BG39_2","2","1990s",40,157
"BG41","BG41_2","2","1990s",68,157
"BG42","BG42_2","2","1990s",65,157
"BG43","BG43_2","2","1990s",38,157
"BG45","BG45_2","2","1990s",44,157
"BG49","BG49_2","2","1990s",64,157
"BG50","BG50_2","2","1990s",54,157
"BG55","BG55_2","2","1990s",78,157
"BG57","BG57_2","2","1990s",44,157
"BG58","BG58_2","2","1990s",77,157
"BG60","BG60_2","2","1990s",58,157
"BG61","BG61_2","2","1990s",48,157
"BG62","BG62_2","2","1990s",59,157
"BG63","BG63_2","2","1990s",53,157
"BG64","BG64_2","2","1990s",66,157
"BG65","BG65_2","2","1990s",73,157
"BG66","BG66_2","2","1990s",73,157
"BG67","BG67_2","2","1990s",55,157
"BG68","BG68_2","2","1990s",56,157
"BG69","BG69_2","2","1990s",45,157
"BG70","BG70_2","2","1990s",57,157
"BG71","BG71_2","2","1990s",49,157
"BG72","BG72_2","2","1990s",54,157
"BG73","BG73_2","2","1990s",71,157
"BG74","BG74_2","2","1990s",54,157
"BG75","BG75_2","2","1990s",66,157
"BG76","BG76_2","2","1990s",69,157
"BG79","BG79_2","2","1990s",70,157
"BG80","BG80_2","2","1990s",42,157
"BG81","BG81_2","2","1990s",42,157
"BG82","BG82_2","2","1990s",60,157
"BG83","BG83_2","2","1990s",56,157
"BG84","BG84_2","2","1990s",55,157
"BG85","BG85_2","2","1990s",71,157
"BG86","BG86_2","2","1990s",61,157
"BG87","BG87_2","2","1990s",64,157
"BG89","BG89_2","2","1990s",38,157
"BG90","BG90_2","2","1990s",65,157
"BG91","BG91_2","2","1990s",48,157
"BG92","BG92_2","2","1990s",63,157
"BG93","BG93_2","2","1990s",63,157
"BG94","BG94_2","2","1990s",45,157
"BG95","BG95_2","2","1990s",78,157
"BG96","BG96_2","2","1990s",54,157
"BG98","BG98_2","2","1990s",60,157
"BG99","BG99_2","2","1990s",52,157
"BH57","BH57_2","2","1990s",64,157
"BH58","BH58_2","2","1990s",39,157
"BH59","BH59_2","2","1990s",30,157
"BH66","BH66_2","2","1990s",42,157
"BH67","BH67_2","2","1990s",64,157
"BH68","BH68_2","2","1990s",60,157
"BH69","BH69_2","2","1990s",69,157
"BH76","BH76_2","2","1990s",44,157
"BH77","BH77_2","2","1990s",95,157
"BH78","BH78_2","2","1990s",66,157
"BH79","BH79_2","2","1990s",77,157
"BH86","BH86_2","2","1990s",82,157
"BH87","BH87_2","2","1990s",86,157
"BH88","BH88_2","2","1990s",50,157
"BH89","BH89_2","2","1990s",84,157
"BH96","BH96_2","2","1990s",47,157
"BH97","BH97_2","2","1990s",44,157
"BH98","BH98_2","2","1990s",70,157
"BH99","BH99_2","2","1990s",101,157
"CC04","CC04_2","2","1990s",101,157
"CC05","CC05_2","2","1990s",90,157
"CC06","CC06_2","2","1990s",77,157
"CD00","CD00_2","2","1990s",38,157
"CD01","CD01_2","2","1990s",38,157
"CD02","CD02_2","2","1990s",42,157
"CD03","CD03_2","2","1990s",77,157
"CD04","CD04_2","2","1990s",73,157
"CD05","CD05_2","2","1990s",42,157
"CD06","CD06_2","2","1990s",34,157
"CD07","CD07_2","2","1990s",40,157
"CD08","CD08_2","2","1990s",43,157
"CD09","CD09_2","2","1990s",56,157
"CE00","CE00_2","2","1990s",47,157
"CE01","CE01_2","2","1990s",52,157
"CE02","CE02_2","2","1990s",75,157
"CE03","CE03_2","2","1990s",44,157
"CE04","CE04_2","2","1990s",45,157
"CE05","CE05_2","2","1990s",48,157
"CE06","CE06_2","2","1990s",54,157
"CE07","CE07_2","2","1990s",40,157
"CE09","CE09_2","2","1990s",43,157
"CF02","CF02_2","2","1990s",65,157
"CF03","CF03_2","2","1990s",60,157
"CF04","CF04_2","2","1990s",44,157
"CF05","CF05_2","2","1990s",48,157
"CF06","CF06_2","2","1990s",57,157
"CF07","CF07_2","2","1990s",41,157
"CF08","CF08_2","2","1990s",49,157
"CF09","CF09_2","2","1990s",49,157
"CB80","CB80_2","2","1990s",53,157
"CB81","CB81_2","2","1990s",39,157
"CB93","CB93_2","2","1990s",46,157
"CC14","CC14_2","2","1990s",84,157
"CC15","CC15_2","2","1990s",62,157
"CC16","CC16_2","2","1990s",63,157
"CC20","CC20_2","2","1990s",52,157
"CC23","CC23_2","2","1990s",51,157
"CC24","CC24_2","2","1990s",54,157
"CC25","CC25_2","2","1990s",57,157
"CC26","CC26_2","2","1990s",56,157
"CC30","CC30_2","2","1990s",67,157
"CC31","CC31_2","2","1990s",43,157
"CC33","CC33_2","2","1990s",61,157
"CC34","CC34_2","2","1990s",71,157
"CC35","CC35_2","2","1990s",79,157
"CC36","CC36_2","2","1990s",73,157
"CC40","CC40_2","2","1990s",57,157
"CC41","CC41_2","2","1990s",58,157
"CC44","CC44_2","2","1990s",65,157
"CC45","CC45_2","2","1990s",52,157
"CC46","CC46_2","2","1990s",83,157
"CC50","CC50_2","2","1990s",52,157
"CC52","CC52_2","2","1990s",60,157
"CC53","CC53_2","2","1990s",78,157
"CC54","CC54_2","2","1990s",73,157
"CC56","CC56_2","2","1990s",54,157
"CC57","CC57_2","2","1990s",41,157
"CC60","CC60_2","2","1990s",52,157
"CC61","CC61_2","2","1990s",75,157
"CC62","CC62_2","2","1990s",67,157
"CC63","CC63_2","2","1990s",67,157
"CC64","CC64_2","2","1990s",73,157
"CC65","CC65_2","2","1990s",72,157
"CC66","CC66_2","2","1990s",66,157
"CC67","CC67_2","2","1990s",71,157
"CC68","CC68_2","2","1990s",55,157
"CC70","CC70_2","2","1990s",54,157
"CC71","CC71_2","2","1990s",53,157
"CC72","CC72_2","2","1990s",59,157
"CC75","CC75_2","2","1990s",91,157
"CC76","CC76_2","2","1990s",56,157
"CC77","CC77_2","2","1990s",83,157
"CC80","CC80_2","2","1990s",81,157
"CC81","CC81_2","2","1990s",41,157
"CC82","CC82_2","2","1990s",41,157
"CC83","CC83_2","2","1990s",49,157
"CC84","CC84_2","2","1990s",40,157
"CC85","CC85_2","2","1990s",87,157
"CC86","CC86_2","2","1990s",72,157
"CC88","CC88_2","2","1990s",46,157
"CC89","CC89_2","2","1990s",51,157
"CC90","CC90_2","2","1990s",49,157
"CC91","CC91_2","2","1990s",61,157
"CC92","CC92_2","2","1990s",67,157
"CC93","CC93_2","2","1990s",58,157
"CC94","CC94_2","2","1990s",69,157
"CC95","CC95_2","2","1990s",68,157
"CC96","CC96_2","2","1990s",67,157
"CC97","CC97_2","2","1990s",60,157
"CC98","CC98_2","2","1990s",53,157
"CC99","CC99_2","2","1990s",45,157
"CD10","CD10_2","2","1990s",47,157
"CD11","CD11_2","2","1990s",56,157
"CD13","CD13_2","2","1990s",73,157
"CD14","CD14_2","2","1990s",35,157
"CD15","CD15_2","2","1990s",35,157
"CD16","CD16_2","2","1990s",76,157
"CD17","CD17_2","2","1990s",68,157
"CD18","CD18_2","2","1990s",56,157
"CD21","CD21_2","2","1990s",78,157
"CD22","CD22_2","2","1990s",38,157
"CD23","CD23_2","2","1990s",65,157
"CD24","CD24_2","2","1990s",74,157
"CD26","CD26_2","2","1990s",67,157
"CD29","CD29_2","2","1990s",65,157
"CD31","CD31_2","2","1990s",75,157
"CD32","CD32_2","2","1990s",73,157
"CD33","CD33_2","2","1990s",62,157
"CD34","CD34_2","2","1990s",83,157
"CD36","CD36_2","2","1990s",34,157
"CD40","CD40_2","2","1990s",70,157
"CD41","CD41_2","2","1990s",79,157
"CD42","CD42_2","2","1990s",74,157
"CD43","CD43_2","2","1990s",69,157
"CD44","CD44_2","2","1990s",49,157
"CD45","CD45_2","2","1990s",45,157
"CD47","CD47_2","2","1990s",53,157
"CD49","CD49_2","2","1990s",53,157
"CD50","CD50_2","2","1990s",80,157
"CD51","CD51_2","2","1990s",67,157
"CD52","CD52_2","2","1990s",70,157
"CD53","CD53_2","2","1990s",45,157
"CD54","CD54_2","2","1990s",66,157
"CD57","CD57_2","2","1990s",63,157
"CD58","CD58_2","2","1990s",42,157
"CD59","CD59_2","2","1990s",39,157
"CD60","CD60_2","2","1990s",66,157
"CD61","CD61_2","2","1990s",55,157
"CD62","CD62_2","2","1990s",67,157
"CD63","CD63_2","2","1990s",73,157
"CD64","CD64_2","2","1990s",46,157
"CD66","CD66_2","2","1990s",57,157
"CD67","CD67_2","2","1990s",81,157
"CD68","CD68_2","2","1990s",60,157
"CD69","CD69_2","2","1990s",54,157
"CD70","CD70_2","2","1990s",49,157
"CD71","CD71_2","2","1990s",61,157
"CD72","CD72_2","2","1990s",50,157
"CD73","CD73_2","2","1990s",65,157
"CD74","CD74_2","2","1990s",69,157
"CD75","CD75_2","2","1990s",59,157
"CD76","CD76_2","2","1990s",72,157
"CD77","CD77_2","2","1990s",43,157
"CD78","CD78_2","2","1990s",40,157
"CD80","CD80_2","2","1990s",45,157
"CD81","CD81_2","2","1990s",75,157
"CD82","CD82_2","2","1990s",64,157
"CD83","CD83_2","2","1990s",64,157
"CD84","CD84_2","2","1990s",69,157
"CD85","CD85_2","2","1990s",43,157
"CD86","CD86_2","2","1990s",56,157
"CD89","CD89_2","2","1990s",34,157
"CD90","CD90_2","2","1990s",69,157
"CD91","CD91_2","2","1990s",78,157
"CD92","CD92_2","2","1990s",74,157
"CD94","CD94_2","2","1990s",57,157
"CD95","CD95_2","2","1990s",75,157
"CD98","CD98_2","2","1990s",72,157
"CD99","CD99_2","2","1990s",63,157
"CE10","CE10_2","2","1990s",54,157
"CE11","CE11_2","2","1990s",69,157
"CE12","CE12_2","2","1990s",28,157
"CE13","CE13_2","2","1990s",38,157
"CE14","CE14_2","2","1990s",43,157
"CE15","CE15_2","2","1990s",66,157
"CE16","CE16_2","2","1990s",55,157
"CE17","CE17_2","2","1990s",64,157
"CE18","CE18_2","2","1990s",43,157
"CE19","CE19_2","2","1990s",49,157
"CE20","CE20_2","2","1990s",77,157
"CE21","CE21_2","2","1990s",78,157
"CE22","CE22_2","2","1990s",73,157
"CE23","CE23_2","2","1990s",58,157
"CE24","CE24_2","2","1990s",69,157
"CE25","CE25_2","2","1990s",35,157
"CE26","CE26_2","2","1990s",39,157
"CE27","CE27_2","2","1990s",39,157
"CE29","CE29_2","2","1990s",32,157
"CE30","CE30_2","2","1990s",65,157
"CE31","CE31_2","2","1990s",71,157
"CE32","CE32_2","2","1990s",46,157
"CE33","CE33_2","2","1990s",56,157
"CE34","CE34_2","2","1990s",39,157
"CE35","CE35_2","2","1990s",47,157
"CE37","CE37_2","2","1990s",44,157
"CE38","CE38_2","2","1990s",67,157
"CE39","CE39_2","2","1990s",42,157
"CE40","CE40_2","2","1990s",37,157
"CE41","CE41_2","2","1990s",53,157
"CE42","CE42_2","2","1990s",64,157
"CE45","CE45_2","2","1990s",45,157
"CE46","CE46_2","2","1990s",43,157
"CE47","CE47_2","2","1990s",49,157
"CE48","CE48_2","2","1990s",61,157
"CE49","CE49_2","2","1990s",72,157
"CE50","CE50_2","2","1990s",56,157
"CE51","CE51_2","2","1990s",76,157
"CE52","CE52_2","2","1990s",80,157
"CE54","CE54_2","2","1990s",77,157
"CE55","CE55_2","2","1990s",62,157
"CE56","CE56_2","2","1990s",60,157
"CE57","CE57_2","2","1990s",49,157
"CE58","CE58_2","2","1990s",46,157
"CE59","CE59_2","2","1990s",37,157
"CE60","CE60_2","2","1990s",72,157
"CE61","CE61_2","2","1990s",68,157
"CE62","CE62_2","2","1990s",72,157
"CE63","CE63_2","2","1990s",74,157
"CE64","CE64_2","2","1990s",91,157
"CE65","CE65_2","2","1990s",65,157
"CE66","CE66_2","2","1990s",47,157
"CE67","CE67_2","2","1990s",57,157
"CE68","CE68_2","2","1990s",52,157
"CE69","CE69_2","2","1990s",70,157
"CE70","CE70_2","2","1990s",60,157
"CE71","CE71_2","2","1990s",40,157
"CE72","CE72_2","2","1990s",77,157
"CE74","CE74_2","2","1990s",76,157
"CE75","CE75_2","2","1990s",74,157
"CE76","CE76_2","2","1990s",48,157
"CE77","CE77_2","2","1990s",64,157
"CE78","CE78_2","2","1990s",84,157
"CE79","CE79_2","2","1990s",31,157
"CE80","CE80_2","2","1990s",66,157
"CE81","CE81_2","2","1990s",58,157
"CE82","CE82_2","2","1990s",94,157
"CE83","CE83_2","2","1990s",68,157
"CE84","CE84_2","2","1990s",76,157
"CE85","CE85_2","2","1990s",70,157
"CE86","CE86_2","2","1990s",60,157
"CE87","CE87_2","2","1990s",54,157
"CE88","CE88_2","2","1990s",90,157
"CE89","CE89_2","2","1990s",77,157
"CE90","CE90_2","2","1990s",59,157
"CE91","CE91_2","2","1990s",65,157
"CE92","CE92_2","2","1990s",69,157
"CE93","CE93_2","2","1990s",79,157
"CE94","CE94_2","2","1990s",67,157
"CE96","CE96_2","2","1990s",56,157
"CE97","CE97_2","2","1990s",35,157
"CE98","CE98_2","2","1990s",51,157
"CE99","CE99_2","2","1990s",82,157
"CF10","CF10_2","2","1990s",75,157
"CF13","CF13_2","2","1990s",78,157
"CF14","CF14_2","2","1990s",61,157
"CF15","CF15_2","2","1990s",64,157
"CF16","CF16_2","2","1990s",56,157
"CF17","CF17_2","2","1990s",39,157
"CF18","CF18_2","2","1990s",40,157
"CF19","CF19_2","2","1990s",61,157
"CF21","CF21_2","2","1990s",68,157
"CF23","CF23_2","2","1990s",63,157
"CF25","CF25_2","2","1990s",56,157
"CF26","CF26_2","2","1990s",49,157
"CF27","CF27_2","2","1990s",54,157
"CF28","CF28_2","2","1990s",53,157
"CF29","CF29_2","2","1990s",82,157
"CF30","CF30_2","2","1990s",69,157
"CF31","CF31_2","2","1990s",71,157
"CF32","CF32_2","2","1990s",88,157
"CF33","CF33_2","2","1990s",81,157
"CF34","CF34_2","2","1990s",75,157
"CF35","CF35_2","2","1990s",55,157
"CF37","CF37_2","2","1990s",42,157
"CF38","CF38_2","2","1990s",62,157
"CF39","CF39_2","2","1990s",69,157
"CF40","CF40_2","2","1990s",75,157
"CF41","CF41_2","2","1990s",69,157
"CF42","CF42_2","2","1990s",56,157
"CF43","CF43_2","2","1990s",64,157
"CF44","CF44_2","2","1990s",74,157
"CF45","CF45_2","2","1990s",54,157
"CF47","CF47_2","2","1990s",61,157
"CF48","CF48_2","2","1990s",42,157
"CF49","CF49_2","2","1990s",71,157
"CF50","CF50_2","2","1990s",90,157
"CF51","CF51_2","2","1990s",84,157
"CF52","CF52_2","2","1990s",69,157
"CF54","CF54_2","2","1990s",86,157
"CF55","CF55_2","2","1990s",80,157
"CF56","CF56_2","2","1990s",64,157
"CF57","CF57_2","2","1990s",55,157
"CF58","CF58_2","2","1990s",52,157
"CF59","CF59_2","2","1990s",60,157
"CF60","CF60_2","2","1990s",77,157
"CF61","CF61_2","2","1990s",79,157
"CF62","CF62_2","2","1990s",73,157
"CF63","CF63_2","2","1990s",72,157
"CF64","CF64_2","2","1990s",87,157
"CF65","CF65_2","2","1990s",69,157
"CF66","CF66_2","2","1990s",64,157
"CF67","CF67_2","2","1990s",47,157
"CF68","CF68_2","2","1990s",62,157
"CF69","CF69_2","2","1990s",73,157
"CF70","CF70_2","2","1990s",78,157
"CF71","CF71_2","2","1990s",52,157
"CF72","CF72_2","2","1990s",61,157
"CF73","CF73_2","2","1990s",68,157
"CF74","CF74_2","2","1990s",59,157
"CF75","CF75_2","2","1990s",55,157
"CF76","CF76_2","2","1990s",49,157
"CF77","CF77_2","2","1990s",51,157
"CF78","CF78_2","2","1990s",74,157
"CF79","CF79_2","2","1990s",56,157
"CF80","CF80_2","2","1990s",49,157
"CF81","CF81_2","2","1990s",63,157
"CF82","CF82_2","2","1990s",92,157
"CF83","CF83_2","2","1990s",72,157
"CF84","CF84_2","2","1990s",50,157
"CF85","CF85_2","2","1990s",47,157
"CF86","CF86_2","2","1990s",57,157
"CF87","CF87_2","2","1990s",66,157
"CF88","CF88_2","2","1990s",41,157
"CF89","CF89_2","2","1990s",65,157
"CF90","CF90_2","2","1990s",53,157
"CF91","CF91_2","2","1990s",60,157
"CF92","CF92_2","2","1990s",58,157
"CF93","CF93_2","2","1990s",75,157
"CF94","CF94_2","2","1990s",41,157
"CF95","CF95_2","2","1990s",63,157
"CF96","CF96_2","2","1990s",45,157
"CF97","CF97_2","2","1990s",43,157
"CF98","CF98_2","2","1990s",68,157
"CF99","CF99_2","2","1990s",56,157
"CG00","CG00_2","2","1990s",33,157
"CG01","CG01_2","2","1990s",39,157
"CG02","CG02_2","2","1990s",34,157
"CG03","CG03_2","2","1990s",44,157
"CG04","CG04_2","2","1990s",29,157
"CG05","CG05_2","2","1990s",77,157
"CG06","CG06_2","2","1990s",52,157
"CG07","CG07_2","2","1990s",74,157
"CG08","CG08_2","2","1990s",33,157
"CG09","CG09_2","2","1990s",74,157
"CG10","CG10_2","2","1990s",45,157
"CG11","CG11_2","2","1990s",38,157
"CG12","CG12_2","2","1990s",40,157
"CG13","CG13_2","2","1990s",55,157
"CG14","CG14_2","2","1990s",39,157
"CG15","CG15_2","2","1990s",53,157
"CG17","CG17_2","2","1990s",67,157
"CG18","CG18_2","2","1990s",19,157
"CG19","CG19_2","2","1990s",50,157
"CG20","CG20_2","2","1990s",35,157
"CG21","CG21_2","2","1990s",39,157
"CG23","CG23_2","2","1990s",55,157
"CG24","CG24_2","2","1990s",41,157
"CG25","CG25_2","2","1990s",49,157
"CG26","CG26_2","2","1990s",49,157
"CG27","CG27_2","2","1990s",38,157
"CG28","CG28_2","2","1990s",26,157
"CG29","CG29_2","2","1990s",47,157
"CG30","CG30_2","2","1990s",59,157
"CG31","CG31_2","2","1990s",49,157
"CG32","CG32_2","2","1990s",45,157
"CG33","CG33_2","2","1990s",40,157
"CG34","CG34_2","2","1990s",59,157
"CG37","CG37_2","2","1990s",49,157
"CG39","CG39_2","2","1990s",81,157
"CG40","CG40_2","2","1990s",85,157
"CG41","CG41_2","2","1990s",48,157
"CG42","CG42_2","2","1990s",64,157
"CG43","CG43_2","2","1990s",70,157
"CG44","CG44_2","2","1990s",92,157
"CG45","CG45_2","2","1990s",51,157
"CG46","CG46_2","2","1990s",49,157
"CG47","CG47_2","2","1990s",74,157
"CG48","CG48_2","2","1990s",76,157
"CG49","CG49_2","2","1990s",67,157
"CG50","CG50_2","2","1990s",74,157
"CG51","CG51_2","2","1990s",89,157
"CG52","CG52_2","2","1990s",80,157
"CG53","CG53_2","2","1990s",75,157
"CG54","CG54_2","2","1990s",94,157
"CG55","CG55_2","2","1990s",54,157
"CG56","CG56_2","2","1990s",64,157
"CG57","CG57_2","2","1990s",71,157
"CG58","CG58_2","2","1990s",80,157
"CG59","CG59_2","2","1990s",80,157
"CG60","CG60_2","2","1990s",60,157
"CG61","CG61_2","2","1990s",69,157
"CG62","CG62_2","2","1990s",43,157
"CG63","CG63_2","2","1990s",62,157
"CG64","CG64_2","2","1990s",56,157
"CG65","CG65_2","2","1990s",54,157
"CG66","CG66_2","2","1990s",68,157
"CG67","CG67_2","2","1990s",54,157
"CG68","CG68_2","2","1990s",74,157
"CG69","CG69_2","2","1990s",70,157
"CG73","CG73_2","2","1990s",66,157
"CG74","CG74_2","2","1990s",53,157
"CG75","CG75_2","2","1990s",57,157
"CG77","CG77_2","2","1990s",66,157
"CG78","CG78_2","2","1990s",72,157
"CG79","CG79_2","2","1990s",73,157
"CG80","CG80_2","2","1990s",56,157
"CG83","CG83_2","2","1990s",62,157
"CG84","CG84_2","2","1990s",75,157
"CG85","CG85_2","2","1990s",68,157
"CG89","CG89_2","2","1990s",73,157
"CG90","CG90_2","2","1990s",68,157
"CG99","CG99_2","2","1990s",49,157
"CH06","CH06_2","2","1990s",59,157
"CH07","CH07_2","2","1990s",58,157
"CH08","CH08_2","2","1990s",62,157
"CH09","CH09_2","2","1990s",44,157
"CH16","CH16_2","2","1990s",59,157
"CH17","CH17_2","2","1990s",43,157
"CH18","CH18_2","2","1990s",53,157
"CH19","CH19_2","2","1990s",49,157
"CH26","CH26_2","2","1990s",51,157
"CH27","CH27_2","2","1990s",59,157
"CH28","CH28_2","2","1990s",48,157
"CH29","CH29_2","2","1990s",36,157
"CH34","CH34_2","2","1990s",74,157
"CH35","CH35_2","2","1990s",81,157
"CH36","CH36_2","2","1990s",49,157
"CH37","CH37_2","2","1990s",55,157
"CH38","CH38_2","2","1990s",60,157
"CH39","CH39_2","2","1990s",35,157
"CH45","CH45_2","2","1990s",80,157
"CH46","CH46_2","2","1990s",67,157
"CH47","CH47_2","2","1990s",48,157
"CH48","CH48_2","2","1990s",75,157
"CH49","CH49_2","2","1990s",78,157
"CH55","CH55_2","2","1990s",61,157
"CH56","CH56_2","2","1990s",82,157
"CH57","CH57_2","2","1990s",92,157
"CH58","CH58_2","2","1990s",82,157
"CH59","CH59_2","2","1990s",81,157
"CH65","CH65_2","2","1990s",46,157
"CH66","CH66_2","2","1990s",50,157
"CH67","CH67_2","2","1990s",48,157
"CH68","CH68_2","2","1990s",53,157
"CH69","CH69_2","2","1990s",64,157
"CH76","CH76_2","2","1990s",33,157
"CH77","CH77_2","2","1990s",77,157
"CH78","CH78_2","2","1990s",39,157
"CH79","CH79_2","2","1990s",82,157
"CH86","CH86_2","2","1990s",51,157
"CH87","CH87_2","2","1990s",58,157
"CH88","CH88_2","2","1990s",60,157
"CH89","CH89_2","2","1990s",78,157
"CH95","CH95_2","2","1990s",37,157
"CH96","CH96_2","2","1990s",47,157
"CH97","CH97_2","2","1990s",79,157
"CH98","CH98_2","2","1990s",65,157
"CH99","CH99_2","2","1990s",66,157
"DB00","DB00_2","2","1990s",36,157
"DB01","DB01_2","2","1990s",49,157
"DB02","DB02_2","2","1990s",40,157
"DB03","DB03_2","2","1990s",40,157
"DB04","DB04_2","2","1990s",67,157
"DB05","DB05_2","2","1990s",70,157
"DC07","DC07_2","2","1990s",78,157
"DC08","DC08_2","2","1990s",51,157
"DC09","DC09_2","2","1990s",58,157
"DB11","DB11_2","2","1990s",46,157
"DB13","DB13_2","2","1990s",74,157
"DB14","DB14_2","2","1990s",53,157
"DB15","DB15_2","2","1990s",63,157
"DB16","DB16_2","2","1990s",46,157
"DB20","DB20_2","2","1990s",65,157
"DB21","DB21_2","2","1990s",46,157
"DB22","DB22_2","2","1990s",67,157
"DB23","DB23_2","2","1990s",40,157
"DB24","DB24_2","2","1990s",63,157
"DB25","DB25_2","2","1990s",45,157
"DB26","DB26_2","2","1990s",50,157
"DB31","DB31_2","2","1990s",46,157
"DB32","DB32_2","2","1990s",53,157
"DB33","DB33_2","2","1990s",42,157
"DB34","DB34_2","2","1990s",74,157
"DB35","DB35_2","2","1990s",62,157
"DB36","DB36_2","2","1990s",67,157
"DB40","DB40_2","2","1990s",72,157
"DB41","DB41_2","2","1990s",47,157
"DB42","DB42_2","2","1990s",66,157
"DB43","DB43_2","2","1990s",49,157
"DB44","DB44_2","2","1990s",57,157
