"comparison_id","comparison_label","start_period","end_period","species","occupied_grid_cells_start","occupied_grid_cells_end","n_shared_grid_cells","records_1970s","records_1990s","records_2010s","prop_occupied_start","prop_occupied_end","delta_occupied_grid_cells","delta_occupancy_proportion","delta_occupancy_percentage_points","change_class","foraging_guild_consensus","species_english"
"1990s_minus_1970s","1990s minus 1970s","1970s","1990s","Aegithalos_caudatus",312,404,894,312,404,441,0.348993288590604,0.451901565995526,92,0.102908277404922,10.2908277404922,"Increase","Tit-like birds","Long-tailed Tit"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Perdix_perdix",711,353,894,659,711,353,0.795302013422819,0.394854586129754,-358,-0.400447427293065,-40.0447427293065,"Decrease","Gallinaceous birds","Grey Partridge"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Corvus_corax",262,560,894,79,262,560,0.293064876957494,0.626398210290828,298,0.333333333333333,33.3333333333333,"Increase","Omnivorous corvids","Common Raven"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anser_anser",300,588,894,150,300,588,0.335570469798658,0.657718120805369,288,0.322147651006711,32.2147651006711,"Increase","Grazing waterfowl","Greylag Goose"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Accipiter_nisus",637,394,894,361,637,394,0.712527964205817,0.440715883668904,-243,-0.271812080536913,-27.1812080536913,"Decrease","Diurnal raptors","Eurasian Sparrowhawk"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Ficedula_hypoleuca",424,192,894,348,424,192,0.47427293064877,0.214765100671141,-232,-0.259507829977629,-25.9507829977629,"Decrease","Flycatchers","European Pied Flycatcher"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Coturnix_coturnix",64,281,894,20,64,281,0.0715883668903803,0.314317673378076,217,0.242729306487696,24.2729306487696,"Increase","Gallinaceous birds","Common Quail"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Columba_oenas",173,386,894,34,173,386,0.193512304250559,0.431767337807606,213,0.238255033557047,23.8255033557047,"Increase","Columbids","Stock Dove"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Phoenicurus_phoenicurus",637,849,894,531,637,849,0.712527964205817,0.949664429530201,212,0.237136465324385,23.7136465324385,"Increase","Low flycatching feeders","Common Redstart"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Garrulus_glandarius",697,524,894,540,697,524,0.779642058165548,0.586129753914989,-173,-0.193512304250559,-19.3512304250559,"Decrease","Omnivorous corvids","Eurasian Jay"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Certhia_brachydactyla",130,302,894,24,130,302,0.145413870246085,0.337807606263982,172,0.192393736017897,19.2393736017897,"Increase","Tit-like birds","Short-toed Treecreeper"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Fulica_atra",824,656,894,708,824,656,0.921700223713647,0.733780760626398,-168,-0.187919463087248,-18.7919463087248,"Decrease","Rails","Eurasian Coot"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Gallinula_chloropus",744,577,894,685,744,577,0.832214765100671,0.645413870246085,-167,-0.186800894854586,-18.6800894854586,"Decrease","Rails","Common Moorhen"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Sitta_europaea",547,705,894,445,547,705,0.611856823266219,0.788590604026846,158,0.176733780760626,17.6733780760626,"Increase","Tit-like birds","Eurasian Nuthatch"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Saxicola_rubetra",447,298,894,498,447,298,0.5,0.333333333333333,-149,-0.166666666666667,-16.6666666666667,"Decrease","Low flycatching feeders","Whinchat"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Tadorna_tadorna",579,431,894,500,579,431,0.647651006711409,0.482102908277405,-148,-0.165548098434004,-16.5548098434004,"Decrease","Dabbling ducks","Common Shelduck"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Falco_tinnunculus",647,517,894,427,647,517,0.723713646532439,0.578299776286353,-130,-0.145413870246085,-14.5413870246085,"Decrease","Diurnal raptors","Common Kestrel"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Linaria_cannabina",865,739,894,852,865,739,0.967561521252796,0.82662192393736,-126,-0.140939597315436,-14.0939597315436,"Decrease","Passerine seedeaters","Common Linnet"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anas_platyrhynchos",865,741,894,758,865,741,0.967561521252796,0.828859060402685,-124,-0.138702460850112,-13.8702460850112,"Decrease","Dabbling ducks","Mallard"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Gallinago_gallinago",376,256,894,507,376,256,0.420581655480984,0.286353467561521,-120,-0.134228187919463,-13.4228187919463,"Decrease","Scolopacids","Common Snipe"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Riparia_riparia",378,268,894,506,378,268,0.422818791946309,0.299776286353468,-110,-0.123042505592841,-12.3042505592841,"Decrease","Aerial insectivores","Sand Martin"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Corvus_frugilegus",304,411,894,180,304,411,0.340044742729307,0.459731543624161,107,0.119686800894855,11.9686800894855,"Increase","Omnivorous corvids","Rook"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Circus_aeruginosus",257,362,894,69,257,362,0.287472035794183,0.404921700223714,105,0.11744966442953,11.744966442953,"Increase","Diurnal raptors","Western Marsh Harrier"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Regulus_regulus",757,656,894,683,757,656,0.84675615212528,0.733780760626398,-101,-0.112975391498881,-11.2975391498881,"Decrease","Tit-like birds","Goldcrest"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Regulus_ignicapilla",17,116,894,29,17,116,0.0190156599552573,0.129753914988814,99,0.110738255033557,11.0738255033557,"Increase","Tit-like birds","Common Firecrest"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Turdus_pilaris",235,138,894,38,235,138,0.262863534675615,0.154362416107383,-97,-0.108501118568233,-10.8501118568233,"Decrease","Thrushes","Fieldfare"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Acrocephalus_palustris",623,719,894,481,623,719,0.696868008948546,0.804250559284116,96,0.107382550335571,10.7382550335571,"Increase","Marsh warblers","Marsh Warbler"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Alcedo_atthis",98,190,894,77,98,190,0.109619686800895,0.212527964205817,92,0.102908277404922,10.2908277404922,"Increase","Kingfishers","Common Kingfisher"
"2010s_minus_1990s","2010s minus 1990s","1990s","2010s","Anas_crecca",127,36,894,117,127,36,0.142058165548098,0.0402684563758389,-91,-0.10178970917226,-10.178970917226,"Decrease","Dabbling ducks","Eurasian Teal"
