"survey","site","atlas","period","species_richness","retained_species_pool_size"
"CF95_3","CF95","3","2010s",75,156
"CF96_3","CF96","3","2010s",62,156
"CF97_3","CF97","3","2010s",59,156
"CF98_3","CF98","3","2010s",72,156
"CF99_3","CF99","3","2010s",63,156
"CG00_3","CG00","3","2010s",43,156
"CG01_3","CG01","3","2010s",44,156
"CG02_3","CG02","3","2010s",50,156
"CG03_3","CG03","3","2010s",60,156
"CG04_3","CG04","3","2010s",58,156
"CG05_3","CG05","3","2010s",89,156
"CG06_3","CG06","3","2010s",66,156
"CG07_3","CG07","3","2010s",65,156
"CG08_3","CG08","3","2010s",58,156
"CG09_3","CG09","3","2010s",73,156
"CG10_3","CG10","3","2010s",47,156
"CG11_3","CG11","3","2010s",50,156
"CG12_3","CG12","3","2010s",56,156
"CG13_3","CG13","3","2010s",62,156
"CG14_3","CG14","3","2010s",53,156
"CG15_3","CG15","3","2010s",80,156
"CG16_3","CG16","3","2010s",51,156
"CG17_3","CG17","3","2010s",56,156
"CG18_3","CG18","3","2010s",50,156
"CG19_3","CG19","3","2010s",69,156
"CG20_3","CG20","3","2010s",49,156
"CG21_3","CG21","3","2010s",42,156
"CG22_3","CG22","3","2010s",61,156
"CG23_3","CG23","3","2010s",68,156
"CG24_3","CG24","3","2010s",64,156
"CG25_3","CG25","3","2010s",62,156
"CG26_3","CG26","3","2010s",58,156
"CG27_3","CG27","3","2010s",60,156
"CG28_3","CG28","3","2010s",56,156
"CG29_3","CG29","3","2010s",71,156
"CG30_3","CG30","3","2010s",54,156
"CG31_3","CG31","3","2010s",54,156
"CG32_3","CG32","3","2010s",49,156
"CG33_3","CG33","3","2010s",78,156
"CG34_3","CG34","3","2010s",80,156
"CG35_3","CG35","3","2010s",53,156
"CG36_3","CG36","3","2010s",68,156
"CG37_3","CG37","3","2010s",63,156
"CG38_3","CG38","3","2010s",64,156
"CG39_3","CG39","3","2010s",85,156
"CG40_3","CG40","3","2010s",72,156
"CG41_3","CG41","3","2010s",61,156
"CG42_3","CG42","3","2010s",69,156
"CG43_3","CG43","3","2010s",71,156
"CG44_3","CG44","3","2010s",83,156
"CG45_3","CG45","3","2010s",58,156
"CG46_3","CG46","3","2010s",84,156
"CG47_3","CG47","3","2010s",75,156
"CG48_3","CG48","3","2010s",76,156
"CG49_3","CG49","3","2010s",74,156
"CG50_3","CG50","3","2010s",73,156
"CG51_3","CG51","3","2010s",71,156
"CG52_3","CG52","3","2010s",63,156
"CG53_3","CG53","3","2010s",71,156
"CG54_3","CG54","3","2010s",97,156
"CG55_3","CG55","3","2010s",73,156
"CG56_3","CG56","3","2010s",59,156
"CG57_3","CG57","3","2010s",59,156
"CG58_3","CG58","3","2010s",63,156
"CG59_3","CG59","3","2010s",74,156
"CG60_3","CG60","3","2010s",54,156
"CG61_3","CG61","3","2010s",54,156
"CG62_3","CG62","3","2010s",77,156
"CG63_3","CG63","3","2010s",61,156
"CG64_3","CG64","3","2010s",69,156
"CG65_3","CG65","3","2010s",83,156
"CG66_3","CG66","3","2010s",62,156
"CG67_3","CG67","3","2010s",59,156
"CG68_3","CG68","3","2010s",47,156
"CG69_3","CG69","3","2010s",66,156
"CG73_3","CG73","3","2010s",72,156
"CG74_3","CG74","3","2010s",69,156
"CG75_3","CG75","3","2010s",69,156
"CG76_3","CG76","3","2010s",57,156
"CG77_3","CG77","3","2010s",63,156
"CG78_3","CG78","3","2010s",68,156
"CG79_3","CG79","3","2010s",63,156
"CG80_3","CG80","3","2010s",47,156
"CG83_3","CG83","3","2010s",70,156
"CG84_3","CG84","3","2010s",75,156
"CG85_3","CG85","3","2010s",66,156
"CG89_3","CG89","3","2010s",58,156
"CG90_3","CG90","3","2010s",59,156
"CG99_3","CG99","3","2010s",56,156
"CH06_3","CH06","3","2010s",61,156
"CH07_3","CH07","3","2010s",52,156
"CH08_3","CH08","3","2010s",49,156
"CH09_3","CH09","3","2010s",50,156
"CH16_3","CH16","3","2010s",53,156
"CH17_3","CH17","3","2010s",53,156
"CH18_3","CH18","3","2010s",51,156
"CH19_3","CH19","3","2010s",56,156
"CH25_3","CH25","3","2010s",25,156
"CH26_3","CH26","3","2010s",62,156
"CH27_3","CH27","3","2010s",45,156
"CH28_3","CH28","3","2010s",49,156
"CH29_3","CH29","3","2010s",44,156
"CH34_3","CH34","3","2010s",54,156
"CH35_3","CH35","3","2010s",77,156
"CH36_3","CH36","3","2010s",49,156
"CH37_3","CH37","3","2010s",72,156
"CH38_3","CH38","3","2010s",56,156
"CH39_3","CH39","3","2010s",44,156
"CH45_3","CH45","3","2010s",89,156
"CH46_3","CH46","3","2010s",70,156
"CH47_3","CH47","3","2010s",53,156
"CH48_3","CH48","3","2010s",79,156
"CH49_3","CH49","3","2010s",61,156
"CH55_3","CH55","3","2010s",59,156
"CH56_3","CH56","3","2010s",81,156
"CH57_3","CH57","3","2010s",83,156
"CH58_3","CH58","3","2010s",67,156
"CH59_3","CH59","3","2010s",69,156
"CH65_3","CH65","3","2010s",25,156
"CH66_3","CH66","3","2010s",57,156
"CH67_3","CH67","3","2010s",52,156
"CH68_3","CH68","3","2010s",73,156
"CH69_3","CH69","3","2010s",66,156
"CH76_3","CH76","3","2010s",50,156
"CH77_3","CH77","3","2010s",85,156
"CH78_3","CH78","3","2010s",63,156
"CH79_3","CH79","3","2010s",67,156
"CH86_3","CH86","3","2010s",65,156
"CH87_3","CH87","3","2010s",62,156
"CH88_3","CH88","3","2010s",61,156
"CH89_3","CH89","3","2010s",49,156
"CH95_3","CH95","3","2010s",61,156
"CH96_3","CH96","3","2010s",62,156
"CH97_3","CH97","3","2010s",71,156
"CH98_3","CH98","3","2010s",71,156
"CH99_3","CH99","3","2010s",56,156
"DB00_3","DB00","3","2010s",48,156
"DB01_3","DB01","3","2010s",50,156
"DB02_3","DB02","3","2010s",41,156
"DB03_3","DB03","3","2010s",57,156
"DB04_3","DB04","3","2010s",62,156
"DB05_3","DB05","3","2010s",68,156
"DB10_3","DB10","3","2010s",49,156
"DB11_3","DB11","3","2010s",57,156
"DB12_3","DB12","3","2010s",47,156
"DB13_3","DB13","3","2010s",74,156
"DB14_3","DB14","3","2010s",58,156
"DB15_3","DB15","3","2010s",70,156
"DB16_3","DB16","3","2010s",70,156
"DB20_3","DB20","3","2010s",53,156
"DB21_3","DB21","3","2010s",51,156
"DB22_3","DB22","3","2010s",67,156
"DB23_3","DB23","3","2010s",56,156
"DB24_3","DB24","3","2010s",61,156
"DB25_3","DB25","3","2010s",51,156
"DB26_3","DB26","3","2010s",67,156
"DB30_3","DB30","3","2010s",53,156
"DB31_3","DB31","3","2010s",70,156
"DB32_3","DB32","3","2010s",73,156
"DB33_3","DB33","3","2010s",69,156
"DB34_3","DB34","3","2010s",70,156
"DB35_3","DB35","3","2010s",55,156
"DB36_3","DB36","3","2010s",87,156
"DB40_3","DB40","3","2010s",55,156
"DB41_3","DB41","3","2010s",53,156
"DB42_3","DB42","3","2010s",78,156
"DB43_3","DB43","3","2010s",74,156
"DB44_3","DB44","3","2010s",79,156
"DB45_3","DB45","3","2010s",78,156
"DB46_3","DB46","3","2010s",85,156
"DB50_3","DB50","3","2010s",55,156
"DB51_3","DB51","3","2010s",55,156
"DB52_3","DB52","3","2010s",64,156
"DB53_3","DB53","3","2010s",67,156
"DB54_3","DB54","3","2010s",76,156
"DB55_3","DB55","3","2010s",84,156
"DB56_3","DB56","3","2010s",73,156
"DB57_3","DB57","3","2010s",83,156
"DB60_3","DB60","3","2010s",47,156
"DB61_3","DB61","3","2010s",59,156
"DB62_3","DB62","3","2010s",60,156
"DB63_3","DB63","3","2010s",61,156
"DB64_3","DB64","3","2010s",69,156
"DB65_3","DB65","3","2010s",70,156
"DB66_3","DB66","3","2010s",68,156
"DB67_3","DB67","3","2010s",84,156
"DB68_3","DB68","3","2010s",48,156
"DB70_3","DB70","3","2010s",53,156
"DB71_3","DB71","3","2010s",59,156
"DB72_3","DB72","3","2010s",62,156
"DB73_3","DB73","3","2010s",63,156
"DB74_3","DB74","3","2010s",66,156
"DB75_3","DB75","3","2010s",63,156
"DB77_3","DB77","3","2010s",68,156
"DB78_3","DB78","3","2010s",72,156
"DB79_3","DB79","3","2010s",52,156
"DB80_3","DB80","3","2010s",55,156
"DB81_3","DB81","3","2010s",51,156
"DB82_3","DB82","3","2010s",43,156
"DB83_3","DB83","3","2010s",71,156
"DB89_3","DB89","3","2010s",65,156
"DC00_3","DC00","3","2010s",105,156
"DC01_3","DC01","3","2010s",99,156
"DC02_3","DC02","3","2010s",79,156
"DC03_3","DC03","3","2010s",73,156
"DC04_3","DC04","3","2010s",80,156
"DC05_3","DC05","3","2010s",63,156
"DC06_3","DC06","3","2010s",53,156
"DC07_3","DC07","3","2010s",68,156
"DC08_3","DC08","3","2010s",66,156
"DC09_3","DC09","3","2010s",73,156
"DC10_3","DC10","3","2010s",70,156
"DC11_3","DC11","3","2010s",78,156
"DC12_3","DC12","3","2010s",65,156
"DC13_3","DC13","3","2010s",86,156
"DC14_3","DC14","3","2010s",85,156
"DC15_3","DC15","3","2010s",76,156
"DC16_3","DC16","3","2010s",62,156
"DC17_3","DC17","3","2010s",59,156
"DC18_3","DC18","3","2010s",60,156
"DC19_3","DC19","3","2010s",65,156
"DC20_3","DC20","3","2010s",56,156
"DC21_3","DC21","3","2010s",70,156
"DC22_3","DC22","3","2010s",49,156
"DC23_3","DC23","3","2010s",66,156
"DC24_3","DC24","3","2010s",78,156
"DC25_3","DC25","3","2010s",68,156
"DC26_3","DC26","3","2010s",78,156
"DC27_3","DC27","3","2010s",60,156
"DC28_3","DC28","3","2010s",59,156
"DC29_3","DC29","3","2010s",61,156
"DC30_3","DC30","3","2010s",66,156
"DC31_3","DC31","3","2010s",66,156
"DC32_3","DC32","3","2010s",54,156
"DC33_3","DC33","3","2010s",55,156
"DC34_3","DC34","3","2010s",62,156
"DC35_3","DC35","3","2010s",66,156
"DC36_3","DC36","3","2010s",72,156
"DC37_3","DC37","3","2010s",62,156
"DC38_3","DC38","3","2010s",55,156
"DC39_3","DC39","3","2010s",62,156
"DC40_3","DC40","3","2010s",91,156
"DC41_3","DC41","3","2010s",94,156
"DC42_3","DC42","3","2010s",83,156
"DC43_3","DC43","3","2010s",57,156
"DC44_3","DC44","3","2010s",53,156
"DC45_3","DC45","3","2010s",56,156
"DC46_3","DC46","3","2010s",53,156
"DC47_3","DC47","3","2010s",59,156
"DC48_3","DC48","3","2010s",67,156
"DC49_3","DC49","3","2010s",75,156
"DC50_3","DC50","3","2010s",78,156
"DC51_3","DC51","3","2010s",74,156
"DC52_3","DC52","3","2010s",58,156
"DC53_3","DC53","3","2010s",62,156
"DC54_3","DC54","3","2010s",64,156
"DC55_3","DC55","3","2010s",54,156
"DC56_3","DC56","3","2010s",64,156
"DC57_3","DC57","3","2010s",76,156
"DC58_3","DC58","3","2010s",73,156
"DC59_3","DC59","3","2010s",65,156
"DC64_3","DC64","3","2010s",81,156
"DC65_3","DC65","3","2010s",68,156
"DC66_3","DC66","3","2010s",78,156
"DC67_3","DC67","3","2010s",56,156
"DC68_3","DC68","3","2010s",57,156
"DC69_3","DC69","3","2010s",66,156
"DC77_3","DC77","3","2010s",62,156
"DC78_3","DC78","3","2010s",64,156
"DC79_3","DC79","3","2010s",52,156
"DC88_3","DC88","3","2010s",81,156
"DC89_3","DC89","3","2010s",67,156
"DD00_3","DD00","3","2010s",54,156
"DD01_3","DD01","3","2010s",80,156
"DD02_3","DD02","3","2010s",80,156
"DD03_3","DD03","3","2010s",65,156
"DD04_3","DD04","3","2010s",58,156
"DD05_3","DD05","3","2010s",70,156
"DD06_3","DD06","3","2010s",61,156
"DD07_3","DD07","3","2010s",56,156
"DD08_3","DD08","3","2010s",73,156
"DD09_3","DD09","3","2010s",82,156
"DD10_3","DD10","3","2010s",66,156
"DD11_3","DD11","3","2010s",72,156
"DD12_3","DD12","3","2010s",63,156
"DD13_3","DD13","3","2010s",56,156
"DD14_3","DD14","3","2010s",63,156
"DD15_3","DD15","3","2010s",61,156
"DD16_3","DD16","3","2010s",74,156
"DD17_3","DD17","3","2010s",70,156
"DD18_3","DD18","3","2010s",85,156
"DD19_3","DD19","3","2010s",68,156
"DD20_3","DD20","3","2010s",62,156
"DD21_3","DD21","3","2010s",85,156
"DD22_3","DD22","3","2010s",52,156
"DD23_3","DD23","3","2010s",55,156
"DD24_3","DD24","3","2010s",69,156
"DD25_3","DD25","3","2010s",63,156
"DD26_3","DD26","3","2010s",75,156
"DD27_3","DD27","3","2010s",69,156
"DD28_3","DD28","3","2010s",66,156
"DD29_3","DD29","3","2010s",77,156
"DD30_3","DD30","3","2010s",58,156
"DD31_3","DD31","3","2010s",79,156
"DD32_3","DD32","3","2010s",53,156
"DD33_3","DD33","3","2010s",60,156
"DD34_3","DD34","3","2010s",56,156
"DD35_3","DD35","3","2010s",81,156
"DD36_3","DD36","3","2010s",80,156
"DD37_3","DD37","3","2010s",79,156
"DD38_3","DD38","3","2010s",76,156
"DD39_3","DD39","3","2010s",69,156
"DD40_3","DD40","3","2010s",67,156
"DD41_3","DD41","3","2010s",74,156
"DD42_3","DD42","3","2010s",63,156
"DD43_3","DD43","3","2010s",67,156
"DD44_3","DD44","3","2010s",55,156
"DD45_3","DD45","3","2010s",80,156
"DD46_3","DD46","3","2010s",71,156
"DD47_3","DD47","3","2010s",86,156
"DD48_3","DD48","3","2010s",73,156
"DD49_3","DD49","3","2010s",72,156
"DD50_3","DD50","3","2010s",56,156
"DD51_3","DD51","3","2010s",65,156
"DD52_3","DD52","3","2010s",57,156
"DD53_3","DD53","3","2010s",63,156
"DD54_3","DD54","3","2010s",61,156
"DD55_3","DD55","3","2010s",64,156
"DD56_3","DD56","3","2010s",69,156
"DD57_3","DD57","3","2010s",79,156
"DD58_3","DD58","3","2010s",71,156
"DD59_3","DD59","3","2010s",74,156
"DD60_3","DD60","3","2010s",51,156
"DD61_3","DD61","3","2010s",68,156
"DD62_3","DD62","3","2010s",54,156
"DD63_3","DD63","3","2010s",55,156
"DD64_3","DD64","3","2010s",58,156
"DD65_3","DD65","3","2010s",83,156
"DD66_3","DD66","3","2010s",57,156
"DD70_3","DD70","3","2010s",74,156
"DD71_3","DD71","3","2010s",49,156
"DD72_3","DD72","3","2010s",52,156
"DD80_3","DD80","3","2010s",73,156
"DD81_3","DD81","3","2010s",50,156
"DD82_3","DD82","3","2010s",69,156
"DD90_3","DD90","3","2010s",74,156
"DD91_3","DD91","3","2010s",53,156
"DD92_3","DD92","3","2010s",46,156
"DE00_3","DE00","3","2010s",57,156
"DE01_3","DE01","3","2010s",64,156
"DE02_3","DE02","3","2010s",62,156
"DE03_3","DE03","3","2010s",60,156
"DE04_3","DE04","3","2010s",40,156
"DE05_3","DE05","3","2010s",47,156
"DE06_3","DE06","3","2010s",68,156
"DE07_3","DE07","3","2010s",78,156
"DE08_3","DE08","3","2010s",54,156
"DE09_3","DE09","3","2010s",74,156
"DE10_3","DE10","3","2010s",61,156
"DE11_3","DE11","3","2010s",77,156
"DE12_3","DE12","3","2010s",71,156
"DE13_3","DE13","3","2010s",67,156
"DE14_3","DE14","3","2010s",67,156
"DE15_3","DE15","3","2010s",58,156
"DE16_3","DE16","3","2010s",81,156
"DE17_3","DE17","3","2010s",51,156
"DE18_3","DE18","3","2010s",68,156
"DE19_3","DE19","3","2010s",74,156
"DE20_3","DE20","3","2010s",57,156
"DE21_3","DE21","3","2010s",57,156
"DE22_3","DE22","3","2010s",60,156
"DE23_3","DE23","3","2010s",69,156
"DE24_3","DE24","3","2010s",74,156
"DE25_3","DE25","3","2010s",79,156
"DE26_3","DE26","3","2010s",81,156
"DE27_3","DE27","3","2010s",44,156
"DE28_3","DE28","3","2010s",44,156
"DE29_3","DE29","3","2010s",67,156
"DE30_3","DE30","3","2010s",67,156
"DE31_3","DE31","3","2010s",51,156
"DE32_3","DE32","3","2010s",58,156
"DE33_3","DE33","3","2010s",56,156
"DE34_3","DE34","3","2010s",87,156
"DE35_3","DE35","3","2010s",59,156
"DE36_3","DE36","3","2010s",74,156
"DE37_3","DE37","3","2010s",73,156
"DE38_3","DE38","3","2010s",48,156
"DE39_3","DE39","3","2010s",37,156
"DE40_3","DE40","3","2010s",69,156
"DE41_3","DE41","3","2010s",57,156
"DE42_3","DE42","3","2010s",64,156
"DE43_3","DE43","3","2010s",61,156
"DE44_3","DE44","3","2010s",71,156
"DE45_3","DE45","3","2010s",48,156
"DE46_3","DE46","3","2010s",64,156
"DE47_3","DE47","3","2010s",54,156
"DE48_3","DE48","3","2010s",54,156
"DE49_3","DE49","3","2010s",56,156
"DE50_3","DE50","3","2010s",40,156
"DE51_3","DE51","3","2010s",58,156
"DE52_3","DE52","3","2010s",59,156
"DE53_3","DE53","3","2010s",69,156
"DE55_3","DE55","3","2010s",46,156
"DE56_3","DE56","3","2010s",75,156
"DE57_3","DE57","3","2010s",58,156
"DE58_3","DE58","3","2010s",53,156
"DE59_3","DE59","3","2010s",53,156
"DE66_3","DE66","3","2010s",48,156
"DE67_3","DE67","3","2010s",56,156
"DE68_3","DE68","3","2010s",84,156
"DE69_3","DE69","3","2010s",73,156
"DE75_3","DE75","3","2010s",53,156
"DE78_3","DE78","3","2010s",64,156
"DE79_3","DE79","3","2010s",74,156
"DE84_3","DE84","3","2010s",65,156
"DE85_3","DE85","3","2010s",71,156
"DE86_3","DE86","3","2010s",73,156
"DE87_3","DE87","3","2010s",70,156
"DE88_3","DE88","3","2010s",80,156
"DE89_3","DE89","3","2010s",79,156
"DE90_3","DE90","3","2010s",45,156
"DE94_3","DE94","3","2010s",77,156
"DE96_3","DE96","3","2010s",74,156
"DE97_3","DE97","3","2010s",81,156
"DE98_3","DE98","3","2010s",74,156
"DE99_3","DE99","3","2010s",70,156
"DF00_3","DF00","3","2010s",61,156
"DF01_3","DF01","3","2010s",61,156
"DF02_3","DF02","3","2010s",72,156
"DF04_3","DF04","3","2010s",64,156
"DF05_3","DF05","3","2010s",46,156
"DF06_3","DF06","3","2010s",57,156
"DF07_3","DF07","3","2010s",70,156
"DF08_3","DF08","3","2010s",96,156
"DF09_3","DF09","3","2010s",68,156
"DF10_3","DF10","3","2010s",60,156
"DF14_3","DF14","3","2010s",66,156
"DF15_3","DF15","3","2010s",73,156
"DF16_3","DF16","3","2010s",81,156
"DF17_3","DF17","3","2010s",66,156
"DF18_3","DF18","3","2010s",78,156
"DF19_3","DF19","3","2010s",52,156
"DF20_3","DF20","3","2010s",59,156
"DF24_3","DF24","3","2010s",57,156
"DF25_3","DF25","3","2010s",71,156
"DF26_3","DF26","3","2010s",57,156
"DF27_3","DF27","3","2010s",66,156
"DF28_3","DF28","3","2010s",89,156
"DF29_3","DF29","3","2010s",67,156
"DF30_3","DF30","3","2010s",46,156
"DF31_3","DF31","3","2010s",74,156
"DF37_3","DF37","3","2010s",89,156
"DF38_3","DF38","3","2010s",85,156
"DF39_3","DF39","3","2010s",65,156
"DF40_3","DF40","3","2010s",52,156
"DF41_3","DF41","3","2010s",92,156
"DF48_3","DF48","3","2010s",64,156
"DF49_3","DF49","3","2010s",52,156
"DF50_3","DF50","3","2010s",30,156
"DF51_3","DF51","3","2010s",74,156
"DF52_3","DF52","3","2010s",56,156
"DF59_3","DF59","3","2010s",45,156
"DF60_3","DF60","3","2010s",51,156
"DF61_3","DF61","3","2010s",54,156
"DF62_3","DF62","3","2010s",80,156
"DF70_3","DF70","3","2010s",56,156
"DF71_3","DF71","3","2010s",70,156
"DF72_3","DF72","3","2010s",48,156
"DF80_3","DF80","3","2010s",77,156
"DF81_3","DF81","3","2010s",64,156
"DF96_3","DF96","3","2010s",64,156
"DF97_3","DF97","3","2010s",62,156
"DF98_3","DF98","3","2010s",52,156
"DG00_3","DG00","3","2010s",51,156
"DG07_3","DG07","3","2010s",80,156
"DG08_3","DG08","3","2010s",71,156
"DG09_3","DG09","3","2010s",64,156
"DG14_3","DG14","3","2010s",75,156
"DG15_3","DG15","3","2010s",78,156
"DG16_3","DG16","3","2010s",58,156
"DG17_3","DG17","3","2010s",64,156
"DG18_3","DG18","3","2010s",56,156
"DG19_3","DG19","3","2010s",45,156
"DG22_3","DG22","3","2010s",58,156
"DG23_3","DG23","3","2010s",81,156
"DG24_3","DG24","3","2010s",80,156
"DG25_3","DG25","3","2010s",72,156
"DG26_3","DG26","3","2010s",60,156
"DG27_3","DG27","3","2010s",60,156
"DG28_3","DG28","3","2010s",60,156
"DG29_3","DG29","3","2010s",62,156
"DG33_3","DG33","3","2010s",77,156
"DG34_3","DG34","3","2010s",64,156
"DG35_3","DG35","3","2010s",58,156
"DG36_3","DG36","3","2010s",58,156
"DG37_3","DG37","3","2010s",71,156
"DG38_3","DG38","3","2010s",69,156
"DG39_3","DG39","3","2010s",48,156
"DG41_3","DG41","3","2010s",58,156
"DG42_3","DG42","3","2010s",66,156
"DG43_3","DG43","3","2010s",86,156
"DG44_3","DG44","3","2010s",58,156
"DG45_3","DG45","3","2010s",56,156
"DG46_3","DG46","3","2010s",59,156
"DG47_3","DG47","3","2010s",52,156
"DG48_3","DG48","3","2010s",71,156
"DG49_3","DG49","3","2010s",58,156
"DG51_3","DG51","3","2010s",87,156
"DG52_3","DG52","3","2010s",70,156
"DG53_3","DG53","3","2010s",65,156
"DG54_3","DG54","3","2010s",52,156
"DG55_3","DG55","3","2010s",62,156
"DG56_3","DG56","3","2010s",57,156
"DG57_3","DG57","3","2010s",62,156
"DG58_3","DG58","3","2010s",62,156
"DG59_3","DG59","3","2010s",56,156
"DG60_3","DG60","3","2010s",62,156
"DG61_3","DG61","3","2010s",86,156
"DG62_3","DG62","3","2010s",98,156
"DG63_3","DG63","3","2010s",71,156
"DG64_3","DG64","3","2010s",71,156
"DG65_3","DG65","3","2010s",64,156
"DG66_3","DG66","3","2010s",53,156
"DG67_3","DG67","3","2010s",54,156
"DG68_3","DG68","3","2010s",60,156
"DG69_3","DG69","3","2010s",59,156
"DG70_3","DG70","3","2010s",81,156
"DG71_3","DG71","3","2010s",81,156
"DG72_3","DG72","3","2010s",94,156
"DG73_3","DG73","3","2010s",67,156
"DG74_3","DG74","3","2010s",60,156
"DG75_3","DG75","3","2010s",64,156
"DG76_3","DG76","3","2010s",63,156
"DG77_3","DG77","3","2010s",56,156
"DG78_3","DG78","3","2010s",68,156
"DG79_3","DG79","3","2010s",59,156
"DG80_3","DG80","3","2010s",64,156
"DG81_3","DG81","3","2010s",81,156
"DG82_3","DG82","3","2010s",78,156
"DG83_3","DG83","3","2010s",84,156
"DG84_3","DG84","3","2010s",76,156
"DG85_3","DG85","3","2010s",61,156
"DG86_3","DG86","3","2010s",62,156
"DG87_3","DG87","3","2010s",82,156
"DG88_3","DG88","3","2010s",59,156
"DG89_3","DG89","3","2010s",65,156
"DG90_3","DG90","3","2010s",77,156
"DG91_3","DG91","3","2010s",76,156
"DG92_3","DG92","3","2010s",72,156
"DG93_3","DG93","3","2010s",63,156
"DG94_3","DG94","3","2010s",86,156
"DG95_3","DG95","3","2010s",87,156
"DG96_3","DG96","3","2010s",89,156
"DG97_3","DG97","3","2010s",72,156
"DG98_3","DG98","3","2010s",72,156
"DG99_3","DG99","3","2010s",52,156
"DH06_3","DH06","3","2010s",67,156
"DH07_3","DH07","3","2010s",70,156
"DH08_3","DH08","3","2010s",71,156
"DH09_3","DH09","3","2010s",58,156
"DH16_3","DH16","3","2010s",65,156
"DH17_3","DH17","3","2010s",71,156
"DH18_3","DH18","3","2010s",78,156
"DH19_3","DH19","3","2010s",62,156
"DH26_3","DH26","3","2010s",55,156
"DH27_3","DH27","3","2010s",62,156
"DH28_3","DH28","3","2010s",64,156
"DH36_3","DH36","3","2010s",54,156
"DH37_3","DH37","3","2010s",52,156
"DH67_3","DH67","3","2010s",79,156
"DH75_3","DH75","3","2010s",40,156
"DH76_3","DH76","3","2010s",57,156
"DH85_3","DH85","3","2010s",63,156
"DH86_3","DH86","3","2010s",66,156
"DH98_3","DH98","3","2010s",58,156
"DH99_3","DH99","3","2010s",72,156
"EB03_3","EB03","3","2010s",72,156
"EB04_3","EB04","3","2010s",76,156
"EB06_3","EB06","3","2010s",45,156
"EB07_3","EB07","3","2010s",75,156
"EB08_3","EB08","3","2010s",74,156
"EB10_3","EB10","3","2010s",64,156
"ED00_3","ED00","3","2010s",74,156
"ED01_3","ED01","3","2010s",61,156
"ED02_3","ED02","3","2010s",61,156
"ED03_3","ED03","3","2010s",46,156
"ED10_3","ED10","3","2010s",47,156
"ED11_3","ED11","3","2010s",45,156
"ED12_3","ED12","3","2010s",61,156
"ED13_3","ED13","3","2010s",59,156
"ED20_3","ED20","3","2010s",72,156
"ED21_3","ED21","3","2010s",47,156
"ED22_3","ED22","3","2010s",71,156
"ED23_3","ED23","3","2010s",69,156
"ED30_3","ED30","3","2010s",64,156
"ED31_3","ED31","3","2010s",44,156
"EE05_3","EE05","3","2010s",72,156
"EE06_3","EE06","3","2010s",64,156
"EE07_3","EE07","3","2010s",75,156
"EE08_3","EE08","3","2010s",56,156
"EE09_3","EE09","3","2010s",63,156
"EE15_3","EE15","3","2010s",65,156
"EE16_3","EE16","3","2010s",75,156
"EE17_3","EE17","3","2010s",90,156
"EE18_3","EE18","3","2010s",61,156
"EE19_3","EE19","3","2010s",38,156
"EE27_3","EE27","3","2010s",66,156
"EE28_3","EE28","3","2010s",74,156
"EE29_3","EE29","3","2010s",45,156
"EE39_3","EE39","3","2010s",73,156
"EF00_3","EF00","3","2010s",52,156
"EF01_3","EF01","3","2010s",64,156
"EF02_3","EF02","3","2010s",81,156
"EF06_3","EF06","3","2010s",49,156
"EF07_3","EF07","3","2010s",48,156
"EF08_3","EF08","3","2010s",52,156
"EF09_3","EF09","3","2010s",66,156
"EF10_3","EF10","3","2010s",57,156
"EF11_3","EF11","3","2010s",51,156
"EF45_3","EF45","3","2010s",57,156
"EF54_3","EF54","3","2010s",49,156
"EF55_3","EF55","3","2010s",57,156
"EF63_3","EF63","3","2010s",55,156
"EF64_3","EF64","3","2010s",64,156
"EF65_3","EF65","3","2010s",86,156
"EF69_3","EF69","3","2010s",53,156
"EF70_3","EF70","3","2010s",64,156
"EF71_3","EF71","3","2010s",74,156
"EF72_3","EF72","3","2010s",60,156
"EF73_3","EF73","3","2010s",48,156
"EF74_3","EF74","3","2010s",67,156
"EF75_3","EF75","3","2010s",73,156
"EF80_3","EF80","3","2010s",52,156
"EF81_3","EF81","3","2010s",73,156
"EF82_3","EF82","3","2010s",66,156
"EF83_3","EF83","3","2010s",40,156
"EF84_3","EF84","3","2010s",55,156
"EF85_3","EF85","3","2010s",63,156
"EF90_3","EF90","3","2010s",49,156
"EF91_3","EF91","3","2010s",78,156
"EF92_3","EF92","3","2010s",73,156
"EF93_3","EF93","3","2010s",111,156
"EF94_3","EF94","3","2010s",52,156
"EF95_3","EF95","3","2010s",48,156
"EF96_3","EF96","3","2010s",68,156
"EG00_3","EG00","3","2010s",64,156
"EG01_3","EG01","3","2010s",69,156
"EG02_3","EG02","3","2010s",66,156
"EG03_3","EG03","3","2010s",64,156
"EG04_3","EG04","3","2010s",83,156
"EG05_3","EG05","3","2010s",79,156
"EG06_3","EG06","3","2010s",64,156
"EG07_3","EG07","3","2010s",70,156
"EG08_3","EG08","3","2010s",67,156
"EG09_3","EG09","3","2010s",60,156
"EG10_3","EG10","3","2010s",87,156
"EG11_3","EG11","3","2010s",63,156
"EG12_3","EG12","3","2010s",79,156
"EG13_3","EG13","3","2010s",67,156
"EG14_3","EG14","3","2010s",67,156
"EG15_3","EG15","3","2010s",75,156
"EG16_3","EG16","3","2010s",70,156
"EG17_3","EG17","3","2010s",63,156
"EG18_3","EG18","3","2010s",55,156
"EG19_3","EG19","3","2010s",54,156
