"site","survey","atlas","period","species_richness","retained_species_pool_size","pct_lnd"
"DC26","DC26_3","3","2010s",78,154,100
"DC27","DC27_3","3","2010s",60,154,100
"DC32","DC32_3","3","2010s",54,154,100
"DC33","DC33_3","3","2010s",55,154,95.0168834549084
"DC40","DC40_3","3","2010s",91,154,100
"DC41","DC41_3","3","2010s",94,154,100
"DC42","DC42_3","3","2010s",83,154,100
"DC53","DC53_3","3","2010s",62,154,76.0361843233583
"DC57","DC57_3","3","2010s",76,154,100
"DC89","DC89_3","3","2010s",67,154,68.9797278353176
"DD00","DD00_3","3","2010s",54,154,100
"DD01","DD01_3","3","2010s",80,154,100
"DD03","DD03_3","3","2010s",65,154,100
"DD05","DD05_3","3","2010s",70,154,83.8944270075288
"DD08","DD08_3","3","2010s",73,154,100
"DD09","DD09_3","3","2010s",82,154,100
"DD10","DD10_3","3","2010s",66,154,100
"DD11","DD11_3","3","2010s",72,154,100
"DD12","DD12_3","3","2010s",63,154,100
"DD13","DD13_3","3","2010s",56,154,100
"DD16","DD16_3","3","2010s",74,154,92.6023664013214
"DD17","DD17_3","3","2010s",70,154,100
"DD18","DD18_3","3","2010s",85,154,100
"DD19","DD19_3","3","2010s",68,154,100
"DD21","DD21_3","3","2010s",85,154,100
"DD26","DD26_3","3","2010s",75,154,64.4448669779563
"DD28","DD28_3","3","2010s",66,154,100
"DD29","DD29_3","3","2010s",77,154,100
"DD30","DD30_3","3","2010s",58,154,100
"DD37","DD37_3","3","2010s",79,154,91.4966982892208
"DD43","DD43_3","3","2010s",67,154,99.5718289426022
"DD47","DD47_3","3","2010s",86,154,79.4729357814585
"DD51","DD51_3","3","2010s",65,154,92.1588306145469
"DD52","DD52_3","3","2010s",57,154,87.3668468060065
"DD53","DD53_3","3","2010s",63,154,78.4304721993488
"DD57","DD57_3","3","2010s",79,154,73.7605593021301
"DD61","DD61_3","3","2010s",68,154,100
"DD63","DD63_3","3","2010s",55,154,93.5466207994595
"DD64","DD64_3","3","2010s",58,154,45.2918263511844
"DD70","DD70_3","3","2010s",74,154,100
"DD72","DD72_3","3","2010s",52,154,100
"DD80","DD80_3","3","2010s",73,154,100
"DD90","DD90_3","3","2010s",74,154,100
"DD91","DD91_3","3","2010s",53,154,100
"DE01","DE01_3","3","2010s",64,154,100
"DE03","DE03_3","3","2010s",60,154,100
"DE07","DE07_3","3","2010s",78,154,100
"DE11","DE11_3","3","2010s",77,154,100
"DE15","DE15_3","3","2010s",58,154,100
"DE16","DE16_3","3","2010s",81,154,100
"DE18","DE18_3","3","2010s",68,154,100
"DE21","DE21_3","3","2010s",57,154,100
"DE23","DE23_3","3","2010s",69,154,100
"DE24","DE24_3","3","2010s",74,154,100
"DE25","DE25_3","3","2010s",79,154,100
"DE30","DE30_3","3","2010s",67,154,100
"DE31","DE31_3","3","2010s",51,154,100
"DE34","DE34_3","3","2010s",87,154,100
"DE35","DE35_3","3","2010s",59,154,100
"DE36","DE36_3","3","2010s",74,154,100
"DE37","DE37_3","3","2010s",73,154,100
"DE38","DE38_3","3","2010s",48,154,100
"DE40","DE40_3","3","2010s",69,154,100
"DE43","DE43_3","3","2010s",61,154,100
"DE44","DE44_3","3","2010s",71,154,100
"DE50","DE50_3","3","2010s",40,154,75.292574882988
"DE51","DE51_3","3","2010s",58,154,69.3754361019859
"DE52","DE52_3","3","2010s",59,154,78.3188858735943
"DE53","DE53_3","3","2010s",69,154,49.4253962682819
"DE55","DE55_3","3","2010s",46,154,48.4601439776516
"DE68","DE68_3","3","2010s",84,154,100
"DE78","DE78_3","3","2010s",64,154,99.7182269714088
"DE79","DE79_3","3","2010s",74,154,100
"DE84","DE84_3","3","2010s",65,154,35.1543424754179
"DE86","DE86_3","3","2010s",73,154,75.3756436512183
"DE87","DE87_3","3","2010s",70,154,61.242966140989
"DE90","DE90_3","3","2010s",45,154,60.6042271812401
"DE94","DE94_3","3","2010s",77,154,31.5524768138695
"DE96","DE96_3","3","2010s",74,154,82.0333801747398
"DE97","DE97_3","3","2010s",81,154,100
"DE98","DE98_3","3","2010s",74,154,100
"DE99","DE99_3","3","2010s",70,154,100
"DF05","DF05_3","3","2010s",46,154,100
"DF08","DF08_3","3","2010s",96,154,95.8749272893791
"DF10","DF10_3","3","2010s",60,154,43.5799219549289
"DF14","DF14_3","3","2010s",66,154,54.0063024856634
"DF15","DF15_3","3","2010s",73,154,100
"DF16","DF16_3","3","2010s",81,154,100
"DF17","DF17_3","3","2010s",66,154,74.6081199100685
"DF18","DF18_3","3","2010s",78,154,70.9328282569563
"DF19","DF19_3","3","2010s",52,154,100
"DF20","DF20_3","3","2010s",59,154,87.8899248197605
"DF25","DF25_3","3","2010s",71,154,83.5574410901051
"DF28","DF28_3","3","2010s",89,154,43.3915841775848
"DF29","DF29_3","3","2010s",67,154,100
"DF30","DF30_3","3","2010s",46,154,100
"DF31","DF31_3","3","2010s",74,154,64.2877648217631
"DF37","DF37_3","3","2010s",89,154,26.5421913319952
"DF38","DF38_3","3","2010s",85,154,55.4711695882563
"DF41","DF41_3","3","2010s",92,154,97.8610774596184
"DF48","DF48_3","3","2010s",64,154,75.8996905837873
"DF49","DF49_3","3","2010s",52,154,100
"DF51","DF51_3","3","2010s",74,154,100
"DF59","DF59_3","3","2010s",45,154,59.3753642159204
"DF61","DF61_3","3","2010s",54,154,100
"DF71","DF71_3","3","2010s",70,154,100
"DF80","DF80_3","3","2010s",77,154,76.3140123142021
"DF96","DF96_3","3","2010s",64,154,46.1699303789047
"DF97","DF97_3","3","2010s",62,154,84.0002369062102
"DG00","DG00_3","3","2010s",51,154,39.4702399868395
"DG07","DG07_3","3","2010s",80,154,62.7458660521922
"DG08","DG08_3","3","2010s",71,154,67.4606067284632
"DG09","DG09_3","3","2010s",64,154,97.2226006122527
"DG16","DG16_3","3","2010s",58,154,78.1995318806875
"DG17","DG17_3","3","2010s",64,154,99.8446715739899
"DG22","DG22_3","3","2010s",58,154,31.842259892012
"DG23","DG23_3","3","2010s",81,154,30.8461752424905
"DG27","DG27_3","3","2010s",60,154,100
"DG28","DG28_3","3","2010s",60,154,100
"DG34","DG34_3","3","2010s",64,154,100
"DG35","DG35_3","3","2010s",58,154,100
"DG41","DG41_3","3","2010s",58,154,71.2525560393892
"DG42","DG42_3","3","2010s",66,154,41.4674239498275
"DG43","DG43_3","3","2010s",86,154,92.0382550341682
"DG47","DG47_3","3","2010s",52,154,100
"DG48","DG48_3","3","2010s",71,154,100
"DG49","DG49_3","3","2010s",58,154,100
"DG51","DG51_3","3","2010s",87,154,88.1740104933376
"DG56","DG56_3","3","2010s",57,154,100
"DG57","DG57_3","3","2010s",62,154,100
"DG58","DG58_3","3","2010s",62,154,100
"DG61","DG61_3","3","2010s",86,154,97.9923265305891
"DG62","DG62_3","3","2010s",98,154,100
"DG63","DG63_3","3","2010s",71,154,100
"DG64","DG64_3","3","2010s",71,154,100
"DG67","DG67_3","3","2010s",54,154,100
"DG69","DG69_3","3","2010s",59,154,100
"DG71","DG71_3","3","2010s",81,154,100
"DG72","DG72_3","3","2010s",94,154,100
"DG73","DG73_3","3","2010s",67,154,100
"DG74","DG74_3","3","2010s",60,154,100
"DG75","DG75_3","3","2010s",64,154,100
"DG76","DG76_3","3","2010s",63,154,100
"DG78","DG78_3","3","2010s",68,154,100
"DG79","DG79_3","3","2010s",59,154,100
"DG83","DG83_3","3","2010s",84,154,100
"DG85","DG85_3","3","2010s",61,154,100
"DG86","DG86_3","3","2010s",62,154,100
"DG87","DG87_3","3","2010s",82,154,100
"DG88","DG88_3","3","2010s",59,154,97.6514051232204
"DG89","DG89_3","3","2010s",65,154,35.6656827819701
"DG91","DG91_3","3","2010s",76,154,100
"DG92","DG92_3","3","2010s",72,154,100
"DG94","DG94_3","3","2010s",86,154,100
"DG95","DG95_3","3","2010s",87,154,100
"DG96","DG96_3","3","2010s",89,154,100
"DG97","DG97_3","3","2010s",72,154,100
"DH06","DH06_3","3","2010s",67,154,26.2665076818191
"DH07","DH07_3","3","2010s",70,154,84.6169154812907
"DH08","DH08_3","3","2010s",71,154,58.821813812655
"DH16","DH16_3","3","2010s",65,154,50.3746482314935
"DH17","DH17_3","3","2010s",71,154,98.1676952406166
"DH18","DH18_3","3","2010s",78,154,98.2161883631196
"DH19","DH19_3","3","2010s",62,154,59.1086735067987
"DH26","DH26_3","3","2010s",55,154,70.1801069324488
"DH86","DH86_3","3","2010s",66,154,44.5362405776554
"DH98","DH98_3","3","2010s",58,154,29.9231058462953
"DH99","DH99_3","3","2010s",72,154,38.1133942778564
"ED00","ED00_3","3","2010s",74,154,100
"ED01","ED01_3","3","2010s",61,154,100
"EE08","EE08_3","3","2010s",56,154,100
"EE09","EE09_3","3","2010s",63,154,100
"EB03","EB03_3","3","2010s",72,154,83.7991158207561
"EB04","EB04_3","3","2010s",76,154,51.6454991248007
"EB06","EB06_3","3","2010s",45,154,25.6472423803069
"EB07","EB07_3","3","2010s",75,154,94.9494599035673
"EB08","EB08_3","3","2010s",74,154,86.432964026578
"EB10","EB10_3","3","2010s",64,154,53.2136230718933
"ED13","ED13_3","3","2010s",59,154,42.2464186919146
"ED23","ED23_3","3","2010s",69,154,33.1718020687373
"ED30","ED30_3","3","2010s",64,154,73.6109358268201
"EE05","EE05_3","3","2010s",72,154,43.3173729530115
"EE07","EE07_3","3","2010s",75,154,100
"EE15","EE15_3","3","2010s",65,154,54.7152689138832
"EE16","EE16_3","3","2010s",75,154,67.9470438455257
"EE17","EE17_3","3","2010s",90,154,100
"EE19","EE19_3","3","2010s",38,154,100
"EE27","EE27_3","3","2010s",66,154,52.0571219084988
"EE39","EE39_3","3","2010s",73,154,65.5424783622665
"EF00","EF00_3","3","2010s",52,154,61.8218879905937
"EF01","EF01_3","3","2010s",64,154,56.956477979935
"EF02","EF02_3","3","2010s",81,154,30.5801879016525
"EF06","EF06_3","3","2010s",49,154,34.4333101033568
"EF07","EF07_3","3","2010s",48,154,57.3205370934334
"EF08","EF08_3","3","2010s",52,154,74.0642466834328
"EF09","EF09_3","3","2010s",66,154,30.8007596838825
"EF10","EF10_3","3","2010s",57,154,77.5058929486332
"EF11","EF11_3","3","2010s",51,154,32.3020209370346
"EF54","EF54_3","3","2010s",49,154,33.5592165053064
"EF70","EF70_3","3","2010s",64,154,62.3581741739755
"EF71","EF71_3","3","2010s",74,154,88.1282037871981
"EF74","EF74_3","3","2010s",67,154,99.6966385156517
"EF75","EF75_3","3","2010s",73,154,35.5510108750493
"EF81","EF81_3","3","2010s",73,154,100
"EF82","EF82_3","3","2010s",66,154,100
"EF83","EF83_3","3","2010s",40,154,100
"EF85","EF85_3","3","2010s",63,154,85.1169538443992
"EF90","EF90_3","3","2010s",49,154,100
"EF91","EF91_3","3","2010s",78,154,100
"EF92","EF92_3","3","2010s",73,154,100
"EF93","EF93_3","3","2010s",111,154,100
"EF94","EF94_3","3","2010s",52,154,100
"EG00","EG00_3","3","2010s",64,154,81.6471521551656
"EG01","EG01_3","3","2010s",69,154,100
"EG02","EG02_3","3","2010s",66,154,100
"EG04","EG04_3","3","2010s",83,154,100
"EG05","EG05_3","3","2010s",79,154,100
"EG06","EG06_3","3","2010s",64,154,100
"EG07","EG07_3","3","2010s",70,154,100
"EG08","EG08_3","3","2010s",67,154,99.2700886577149
"EG10","EG10_3","3","2010s",87,154,67.7756807348255
"EG11","EG11_3","3","2010s",63,154,100
"EG13","EG13_3","3","2010s",67,154,100
"EG14","EG14_3","3","2010s",67,154,100
"EG15","EG15_3","3","2010s",75,154,100
"EG17","EG17_3","3","2010s",63,154,100
"EG18","EG18_3","3","2010s",55,154,74.9619683081493
"EG19","EG19_3","3","2010s",54,154,34.7213643107285
"EG21","EG21_3","3","2010s",47,154,51.8002480524712
"EG22","EG22_3","3","2010s",56,154,76.7385525574608
"EG23","EG23_3","3","2010s",58,154,98.6752824263287
"EG24","EG24_3","3","2010s",72,154,97.836461386137
"EG25","EG25_3","3","2010s",81,154,74.8468408248863
"EG26","EG26_3","3","2010s",96,154,94.4997573675594
"EG30","EG30_3","3","2010s",54,154,27.1187275887049
"EG40","EG40_3","3","2010s",63,154,53.7826854879131
"EG42","EG42_3","3","2010s",70,154,47.9610699032044
"EG76","EG76_3","3","2010s",61,154,42.8188205238982
"EG84","EG84_3","3","2010s",86,154,38.5567027949315
"EG85","EG85_3","3","2010s",79,154,54.1640396202754
"EG88","EG88_3","3","2010s",61,154,97.9060476614943
"EG94","EG94_3","3","2010s",81,154,92.6634530431786
"EG95","EG95_3","3","2010s",75,154,98.8423378607349
"EG96","EG96_3","3","2010s",56,154,100
"EG99","EG99_3","3","2010s",52,154,100
"EH08","EH08_3","3","2010s",63,154,78.8757345424743
"EH13","EH13_3","3","2010s",72,154,36.4915050052731
"EH17","EH17_3","3","2010s",50,154,31.2683884456741
"EH23","EH23_3","3","2010s",60,154,25.8268068398342
"EH27","EH27_3","3","2010s",60,154,99.9989810020316
"EH37","EH37_3","3","2010s",63,154,41.7522153371239
"EH39","EH39_3","3","2010s",80,154,70.5325267096673
"EH49","EH49_3","3","2010s",58,154,28.6505274363041
"EH54","EH54_3","3","2010s",52,154,35.569869913017
"EH64","EH64_3","3","2010s",60,154,96.762216901783
"EH73","EH73_3","3","2010s",56,154,52.1623099528966
"EH75","EH75_3","3","2010s",79,154,95.0048548990741
"EH88","EH88_3","3","2010s",44,154,52.9201004889054
"EH92","EH92_3","3","2010s",88,154,43.9128777223096
"EH96","EH96_3","3","2010s",51,154,100
"FD02","FD02_3","3","2010s",61,154,66.7862257161482
"FE10","FE10_3","3","2010s",66,154,57.4591655666504
"FE20","FE20_3","3","2010s",76,154,76.947433829683
"FE30","FE30_3","3","2010s",104,154,65.834846331667
"FE40","FE40_3","3","2010s",78,154,48.8642347304904
"FE60","FE60_3","3","2010s",81,154,50.162563105579
"FE61","FE61_3","3","2010s",72,154,89.4323836586423
"FE80","FE80_3","3","2010s",81,154,95.9607381042452
"FE82","FE82_3","3","2010s",99,154,100
"FE83","FE83_3","3","2010s",87,154,67.0721831138885
"FE90","FE90_3","3","2010s",73,154,100
"FE91","FE91_3","3","2010s",94,154,100
"FF08","FF08_3","3","2010s",44,154,25.8581817708969
"FF10","FF10_3","3","2010s",65,154,100
"FF13","FF13_3","3","2010s",62,154,100
"FF14","FF14_3","3","2010s",67,154,100
"FF18","FF18_3","3","2010s",79,154,74.4883480456665
"FF19","FF19_3","3","2010s",56,154,39.5116336673613
"FF22","FF22_3","3","2010s",65,154,100
"FF23","FF23_3","3","2010s",52,154,100
"FF24","FF24_3","3","2010s",84,154,100
"FF25","FF25_3","3","2010s",72,154,100
"FF27","FF27_3","3","2010s",71,154,96.4887451093807
"FF29","FF29_3","3","2010s",66,154,100
"FF30","FF30_3","3","2010s",74,154,100
"FF31","FF31_3","3","2010s",62,154,100
"FF33","FF33_3","3","2010s",63,154,100
"FF36","FF36_3","3","2010s",66,154,90.9256330090149
"FF40","FF40_3","3","2010s",78,154,100
"FF41","FF41_3","3","2010s",56,154,100
"FF42","FF42_3","3","2010s",46,154,100
"FF43","FF43_3","3","2010s",57,154,100
"FF46","FF46_3","3","2010s",69,154,54.980214852666
"FF50","FF50_3","3","2010s",75,154,100
"FF53","FF53_3","3","2010s",65,154,100
"FF54","FF54_3","3","2010s",80,154,80.6008728678943
"FF55","FF55_3","3","2010s",63,154,36.2075703150992
"FF57","FF57_3","3","2010s",64,154,29.9698731801347
"FF62","FF62_3","3","2010s",90,154,100
"FF67","FF67_3","3","2010s",71,154,91.7931977429937
"FF69","FF69_3","3","2010s",75,154,32.4580014429829
"FF70","FF70_3","3","2010s",83,154,100
"FF72","FF72_3","3","2010s",53,154,100
"FF73","FF73_3","3","2010s",78,154,100
"FF74","FF74_3","3","2010s",73,154,82.4002368649199
"FF75","FF75_3","3","2010s",91,154,44.5704939510572
"FF76","FF76_3","3","2010s",78,154,94.3081213603745
"FF78","FF78_3","3","2010s",77,154,90.7472602602393
"FF79","FF79_3","3","2010s",90,154,66.3603100635503
"FF80","FF80_3","3","2010s",61,154,100
"FF81","FF81_3","3","2010s",74,154,100
"FF82","FF82_3","3","2010s",70,154,100
"FF83","FF83_3","3","2010s",66,154,100
"FF84","FF84_3","3","2010s",88,154,71.2109890172687
"FF86","FF86_3","3","2010s",89,154,55.172485710291
"FF87","FF87_3","3","2010s",64,154,66.0911589419255
"FF89","FF89_3","3","2010s",64,154,73.7817303008405
"FF90","FF90_3","3","2010s",67,154,100
"FF91","FF91_3","3","2010s",52,154,100
"FF92","FF92_3","3","2010s",59,154,100
"FF93","FF93_3","3","2010s",69,154,100
"FF95","FF95_3","3","2010s",51,154,97.0391639659104
"FF98","FF98_3","3","2010s",62,154,100
"FF99","FF99_3","3","2010s",60,154,100
"FG04","FG04_3","3","2010s",69,154,89.9795908798529
"FG08","FG08_3","3","2010s",83,154,100
"FG09","FG09_3","3","2010s",61,154,100
"FG14","FG14_3","3","2010s",69,154,83.6988253066244
"FG18","FG18_3","3","2010s",67,154,100
"FG19","FG19_3","3","2010s",65,154,100
"FG27","FG27_3","3","2010s",72,154,100
"FG28","FG28_3","3","2010s",85,154,100
"FG29","FG29_3","3","2010s",76,154,100
"FG37","FG37_3","3","2010s",80,154,100
"FG43","FG43_3","3","2010s",65,154,51.293234717225
"FG45","FG45_3","3","2010s",61,154,100
"FG47","FG47_3","3","2010s",77,154,100
"FG48","FG48_3","3","2010s",66,154,100
"FG53","FG53_3","3","2010s",85,154,91.9159887772465
"FG54","FG54_3","3","2010s",66,154,100
"FG56","FG56_3","3","2010s",85,154,100
"FG59","FG59_3","3","2010s",57,154,100
"FG60","FG60_3","3","2010s",65,154,80.4252482520783
"FG68","FG68_3","3","2010s",47,154,100
"FG70","FG70_3","3","2010s",75,154,100
"FG75","FG75_3","3","2010s",60,154,100
"FG76","FG76_3","3","2010s",67,154,100
"FG79","FG79_3","3","2010s",54,154,100
"FG82","FG82_3","3","2010s",51,154,89.4483681807482
"FG85","FG85_3","3","2010s",41,154,100
"FG86","FG86_3","3","2010s",59,154,100
"FG92","FG92_3","3","2010s",88,154,75.7116875538317
"FG93","FG93_3","3","2010s",59,154,35.8924493546135
"FG99","FG99_3","3","2010s",52,154,100
"FH01","FH01_3","3","2010s",78,154,28.0812309323759
"FH07","FH07_3","3","2010s",73,154,26.895333308367
"FH08","FH08_3","3","2010s",73,154,34.9265565599351
"FH11","FH11_3","3","2010s",85,154,86.34053505194
"FH12","FH12_3","3","2010s",62,154,100
"FH14","FH14_3","3","2010s",58,154,100
"FH15","FH15_3","3","2010s",59,154,99.287622870924
"FH18","FH18_3","3","2010s",61,154,27.7034497794332
"FH21","FH21_3","3","2010s",74,154,50.457884422936
"FH22","FH22_3","3","2010s",52,154,100
"FH23","FH23_3","3","2010s",74,154,100
"FH24","FH24_3","3","2010s",94,154,100
"FH25","FH25_3","3","2010s",63,154,79.501830032424
"FH29","FH29_3","3","2010s",47,154,25.5361781078591
"FH32","FH32_3","3","2010s",67,154,93.5327843646565
"FH33","FH33_3","3","2010s",76,154,100
"FH34","FH34_3","3","2010s",56,154,100
"FH35","FH35_3","3","2010s",70,154,91.0442852837912
"FH36","FH36_3","3","2010s",73,154,35.6946970945645
"FH42","FH42_3","3","2010s",55,154,87.2475125975456
"FH43","FH43_3","3","2010s",56,154,100
"FH44","FH44_3","3","2010s",68,154,100
"FH45","FH45_3","3","2010s",60,154,100
"FH46","FH46_3","3","2010s",78,154,94.9124392999334
"FH52","FH52_3","3","2010s",68,154,96.8721418951111
"FH54","FH54_3","3","2010s",68,154,100
"FH55","FH55_3","3","2010s",59,154,84.6401315772039
"FH56","FH56_3","3","2010s",72,154,58.5142671307437
"FH58","FH58_3","3","2010s",68,154,62.7313015856893
"FH62","FH62_3","3","2010s",79,154,66.3060114282826
"FH65","FH65_3","3","2010s",48,154,85.5773740636147
"FH71","FH71_3","3","2010s",80,154,65.7867587159765
"FH72","FH72_3","3","2010s",55,154,91.5997865486353
"FH74","FH74_3","3","2010s",77,154,97.206687759511
"FH75","FH75_3","3","2010s",62,154,100
"FH76","FH76_3","3","2010s",57,154,100
"FH79","FH79_3","3","2010s",75,154,31.7283339697247
"FH80","FH80_3","3","2010s",65,154,37.5652435485497
"FH81","FH81_3","3","2010s",61,154,28.2062283770447
"FH83","FH83_3","3","2010s",65,154,67.4957157243843
"FH84","FH84_3","3","2010s",56,154,100
"FH85","FH85_3","3","2010s",58,154,100
"FH86","FH86_3","3","2010s",71,154,100
"FH87","FH87_3","3","2010s",66,154,64.500009491374
"FG91","FG91_3","3","2010s",63,154,92.115099159523
"FH95","FH95_3","3","2010s",55,154,88.7598294289932
"FH96","FH96_3","3","2010s",55,154,100
"FH98","FH98_3","3","2010s",66,154,33.5167924547224
"GE00","GE00_3","3","2010s",77,154,100
"GE01","GE01_3","3","2010s",103,154,100
"GE02","GE02_3","3","2010s",82,154,100
"GE03","GE03_3","3","2010s",66,154,100
"GE04","GE04_3","3","2010s",51,154,93.5453872733405
"GE10","GE10_3","3","2010s",85,154,100
"GE11","GE11_3","3","2010s",95,154,100
"GE12","GE12_3","3","2010s",85,154,100
"GE13","GE13_3","3","2010s",93,154,100
"GE14","GE14_3","3","2010s",67,154,90.6073619752655
"GE20","GE20_3","3","2010s",76,154,100
"GE21","GE21_3","3","2010s",90,154,100
"GE24","GE24_3","3","2010s",66,154,47.3458937305288
"GE30","GE30_3","3","2010s",89,154,99.4274393275585
"GE32","GE32_3","3","2010s",92,154,100
"GE34","GE34_3","3","2010s",40,154,35.6199657097461
"GE43","GE43_3","3","2010s",88,154,75.342020850832
"GF00","GF00_3","3","2010s",87,154,44.1664638961888
"GF01","GF01_3","3","2010s",71,154,67.4654291536724
"GF02","GF02_3","3","2010s",61,154,98.8543753574924
"GF03","GF03_3","3","2010s",82,154,100
"GF04","GF04_3","3","2010s",58,154,100
"GF06","GF06_3","3","2010s",71,154,100
"GF07","GF07_3","3","2010s",75,154,100
"GF08","GF08_3","3","2010s",82,154,100
"GF09","GF09_3","3","2010s",79,154,100
"GF12","GF12_3","3","2010s",32,154,33.0314489032631
"GF13","GF13_3","3","2010s",72,154,99.8152499354782
"GF15","GF15_3","3","2010s",67,154,100
"GF16","GF16_3","3","2010s",77,154,100
"GF17","GF17_3","3","2010s",91,154,100
"GF18","GF18_3","3","2010s",84,154,100
"GF19","GF19_3","3","2010s",76,154,100
"GF23","GF23_3","3","2010s",76,154,62.2933403659254
"GF25","GF25_3","3","2010s",81,154,100
"GF26","GF26_3","3","2010s",76,154,100
"GF27","GF27_3","3","2010s",83,154,100
"GF28","GF28_3","3","2010s",79,154,100
"GF29","GF29_3","3","2010s",72,154,100
"GF33","GF33_3","3","2010s",61,154,42.2636306633703
"GF34","GF34_3","3","2010s",70,154,100
"GF36","GF36_3","3","2010s",69,154,100
"GF37","GF37_3","3","2010s",76,154,100
"GF38","GF38_3","3","2010s",91,154,100
"GF43","GF43_3","3","2010s",81,154,72.2181414040788
"GF44","GF44_3","3","2010s",65,154,84.9433709696846
"GF45","GF45_3","3","2010s",52,154,99.6954269476727
"GF46","GF46_3","3","2010s",69,154,99.9207256744518
"GF47","GF47_3","3","2010s",67,154,99.9733465857925
"GF48","GF48_3","3","2010s",66,154,82.1998105339413
"GF49","GF49_3","3","2010s",59,154,51.2021220988655
"GF52","GF52_3","3","2010s",81,154,25.6027864817836
"GF53","GF53_3","3","2010s",65,154,98.7286620279293
"GF54","GF54_3","3","2010s",61,154,93.4387792855835
"GF55","GF55_3","3","2010s",55,154,50.3573385187571
"GF63","GF63_3","3","2010s",52,154,27.1645104475245
"GF74","GF74_3","3","2010s",39,154,53.8041828110792
"GG05","GG05_3","3","2010s",34,154,99.6443402610512
"GG06","GG06_3","3","2010s",44,154,100
"GG08","GG08_3","3","2010s",52,154,100
"GG09","GG09_3","3","2010s",73,154,72.8942695415134
"GG10","GG10_3","3","2010s",75,154,27.4964454073353
"GG15","GG15_3","3","2010s",36,154,71.8812063867855
"GG20","GG20_3","3","2010s",60,154,64.3406338770775
"GG25","GG25_3","3","2010s",71,154,59.9130145782223
"GG27","GG27_3","3","2010s",68,154,100
"GG28","GG28_3","3","2010s",70,154,82.1214247948237
"GG30","GG30_3","3","2010s",52,154,60.4192052615995
"GG36","GG36_3","3","2010s",61,154,76.7143533326759
"GG37","GG37_3","3","2010s",73,154,72.8680880138893
"GG40","GG40_3","3","2010s",54,154,48.2723521513839
"GH06","GH06_3","3","2010s",38,154,45.1153158998299
"GH07","GH07_3","3","2010s",89,154,65.25391089664
"GH08","GH08_3","3","2010s",55,154,93.0682691387086
"GH09","GH09_3","3","2010s",55,154,41.0140317226033
"GH17","GH17_3","3","2010s",61,154,29.1777534192057
"GH18","GH18_3","3","2010s",57,154,91.0715749702473
"GH19","GH19_3","3","2010s",75,154,41.7388113288261
"GH39","GH39_3","3","2010s",57,154,74.9095001749392
"GH49","GH49_3","3","2010s",79,154,93.6062967780905
"GH59","GH59_3","3","2010s",74,154,41.9982412987518
"HA03","HA03_3","3","2010s",67,154,30.8000036681348
"HA04","HA04_3","3","2010s",59,154,82.5817143255517
"HA05","HA05_3","3","2010s",78,154,73.4349821325788
"HA06","HA06_3","3","2010s",56,154,73.060836960117
"HA07","HA07_3","3","2010s",87,154,36.7855116804629
"HA13","HA13_3","3","2010s",61,154,87.7616761986896
"HA17","HA17_3","3","2010s",60,154,87.1896604181935
"HA22","HA22_3","3","2010s",48,154,29.7284472736769
"HA23","HA23_3","3","2010s",65,154,99.9999999999985
"HA24","HA24_3","3","2010s",82,154,99.9999999999989
"HA25","HA25_3","3","2010s",67,154,100
"HA26","HA26_3","3","2010s",69,154,97.9631182516847
"HA32","HA32_3","3","2010s",74,154,84.1745708559556
"HA33","HA33_3","3","2010s",54,154,100.000000000002
"HA34","HA34_3","3","2010s",83,154,100.000000000004
"HA35","HA35_3","3","2010s",56,154,100.000000000003
"HA36","HA36_3","3","2010s",49,154,63.9659163579741
"HA43","HA43_3","3","2010s",63,154,100.000000000001
"HA44","HA44_3","3","2010s",60,154,99.9999999999996
"HA45","HA45_3","3","2010s",49,154,78.3401684551325
"HA52","HA52_3","3","2010s",69,154,45.811345274696
"HA53","HA53_3","3","2010s",64,154,80.6764505025248
"HA54","HA54_3","3","2010s",71,154,91.8739672983499
