"site","survey","atlas","period","species_richness","retained_species_pool_size","pct_lnd"
"DH17","DH17_1","1","1970s",83,154,98.1676952406166
"DH18","DH18_1","1","1970s",60,154,98.2161883631196
"DH19","DH19_1","1","1970s",64,154,59.1086735067987
"DH26","DH26_1","1","1970s",53,154,70.1801069324488
"DH86","DH86_1","1","1970s",66,154,44.5362405776554
"DH98","DH98_1","1","1970s",61,154,29.9231058462953
"DH99","DH99_1","1","1970s",65,154,38.1133942778564
"ED00","ED00_1","1","1970s",71,154,100
"ED01","ED01_1","1","1970s",92,154,100
"EE08","EE08_1","1","1970s",59,154,100
"EE09","EE09_1","1","1970s",50,154,100
"EB03","EB03_1","1","1970s",65,154,83.7991158207561
"EB04","EB04_1","1","1970s",50,154,51.6454991248007
"EB06","EB06_1","1","1970s",29,154,25.6472423803069
"EB07","EB07_1","1","1970s",62,154,94.9494599035673
"EB08","EB08_1","1","1970s",48,154,86.432964026578
"EB10","EB10_1","1","1970s",48,154,53.2136230718933
"ED13","ED13_1","1","1970s",58,154,42.2464186919146
"ED23","ED23_1","1","1970s",64,154,33.1718020687373
"ED30","ED30_1","1","1970s",55,154,73.6109358268201
"EE05","EE05_1","1","1970s",55,154,43.3173729530115
"EE07","EE07_1","1","1970s",57,154,100
"EE15","EE15_1","1","1970s",37,154,54.7152689138832
"EE16","EE16_1","1","1970s",67,154,67.9470438455257
"EE17","EE17_1","1","1970s",69,154,100
"EE19","EE19_1","1","1970s",56,154,100
"EE27","EE27_1","1","1970s",63,154,52.0571219084988
"EE39","EE39_1","1","1970s",55,154,65.5424783622665
"EF00","EF00_1","1","1970s",43,154,61.8218879905937
"EF01","EF01_1","1","1970s",73,154,56.956477979935
"EF02","EF02_1","1","1970s",71,154,30.5801879016525
"EF06","EF06_1","1","1970s",56,154,34.4333101033568
"EF07","EF07_1","1","1970s",53,154,57.3205370934334
"EF08","EF08_1","1","1970s",47,154,74.0642466834328
"EF09","EF09_1","1","1970s",58,154,30.8007596838825
"EF10","EF10_1","1","1970s",52,154,77.5058929486332
"EF11","EF11_1","1","1970s",70,154,32.3020209370346
"EF54","EF54_1","1","1970s",52,154,33.5592165053064
"EF70","EF70_1","1","1970s",55,154,62.3581741739755
"EF71","EF71_1","1","1970s",72,154,88.1282037871981
"EF74","EF74_1","1","1970s",71,154,99.6966385156517
"EF75","EF75_1","1","1970s",83,154,35.5510108750493
"EF81","EF81_1","1","1970s",70,154,100
"EF82","EF82_1","1","1970s",56,154,100
"EF83","EF83_1","1","1970s",61,154,100
"EF85","EF85_1","1","1970s",45,154,85.1169538443992
"EF90","EF90_1","1","1970s",58,154,100
"EF91","EF91_1","1","1970s",70,154,100
"EF92","EF92_1","1","1970s",75,154,100
"EF93","EF93_1","1","1970s",80,154,100
"EF94","EF94_1","1","1970s",63,154,100
"EG00","EG00_1","1","1970s",62,154,81.6471521551656
"EG01","EG01_1","1","1970s",50,154,100
"EG02","EG02_1","1","1970s",52,154,100
"EG04","EG04_1","1","1970s",88,154,100
"EG05","EG05_1","1","1970s",59,154,100
"EG06","EG06_1","1","1970s",57,154,100
"EG07","EG07_1","1","1970s",59,154,100
"EG08","EG08_1","1","1970s",58,154,99.2700886577149
"EG10","EG10_1","1","1970s",52,154,67.7756807348255
"EG11","EG11_1","1","1970s",67,154,100
"EG13","EG13_1","1","1970s",75,154,100
"EG14","EG14_1","1","1970s",47,154,100
"EG15","EG15_1","1","1970s",54,154,100
"EG17","EG17_1","1","1970s",68,154,100
"EG18","EG18_1","1","1970s",65,154,74.9619683081493
"EG19","EG19_1","1","1970s",45,154,34.7213643107285
"EG21","EG21_1","1","1970s",60,154,51.8002480524712
"EG22","EG22_1","1","1970s",66,154,76.7385525574608
"EG23","EG23_1","1","1970s",67,154,98.6752824263287
"EG24","EG24_1","1","1970s",64,154,97.836461386137
"EG25","EG25_1","1","1970s",90,154,74.8468408248863
"EG26","EG26_1","1","1970s",88,154,94.4997573675594
"EG30","EG30_1","1","1970s",38,154,27.1187275887049
"EG40","EG40_1","1","1970s",44,154,53.7826854879131
"EG42","EG42_1","1","1970s",59,154,47.9610699032044
"EG76","EG76_1","1","1970s",76,154,42.8188205238982
"EG84","EG84_1","1","1970s",76,154,38.5567027949315
"EG85","EG85_1","1","1970s",53,154,54.1640396202754
"EG88","EG88_1","1","1970s",66,154,97.9060476614943
"EG94","EG94_1","1","1970s",90,154,92.6634530431786
"EG95","EG95_1","1","1970s",51,154,98.8423378607349
"EG96","EG96_1","1","1970s",47,154,100
"EG99","EG99_1","1","1970s",52,154,100
"EH08","EH08_1","1","1970s",79,154,78.8757345424743
"EH13","EH13_1","1","1970s",60,154,36.4915050052731
"EH17","EH17_1","1","1970s",46,154,31.2683884456741
"EH23","EH23_1","1","1970s",50,154,25.8268068398342
"EH27","EH27_1","1","1970s",81,154,99.9989810020316
"EH37","EH37_1","1","1970s",37,154,41.7522153371239
"EH39","EH39_1","1","1970s",51,154,70.5325267096673
"EH49","EH49_1","1","1970s",39,154,28.6505274363041
"EH54","EH54_1","1","1970s",34,154,35.569869913017
"EH64","EH64_1","1","1970s",48,154,96.762216901783
"EH73","EH73_1","1","1970s",47,154,52.1623099528966
"EH75","EH75_1","1","1970s",48,154,95.0048548990741
"EH88","EH88_1","1","1970s",47,154,52.9201004889054
"EH92","EH92_1","1","1970s",32,154,43.9128777223096
"EH96","EH96_1","1","1970s",71,154,100
"FD02","FD02_1","1","1970s",74,154,66.7862257161482
"FE10","FE10_1","1","1970s",82,154,57.4591655666504
"FE20","FE20_1","1","1970s",75,154,76.947433829683
"FE30","FE30_1","1","1970s",101,154,65.834846331667
"FE40","FE40_1","1","1970s",92,154,48.8642347304904
"FE60","FE60_1","1","1970s",69,154,50.162563105579
"FE61","FE61_1","1","1970s",59,154,89.4323836586423
"FE80","FE80_1","1","1970s",77,154,95.9607381042452
"FE82","FE82_1","1","1970s",87,154,100
"FE83","FE83_1","1","1970s",74,154,67.0721831138885
"FE90","FE90_1","1","1970s",47,154,100
"FE91","FE91_1","1","1970s",63,154,100
"FF08","FF08_1","1","1970s",55,154,25.8581817708969
"FF10","FF10_1","1","1970s",83,154,100
"FF13","FF13_1","1","1970s",62,154,100
"FF14","FF14_1","1","1970s",61,154,100
"FF18","FF18_1","1","1970s",73,154,74.4883480456665
"FF19","FF19_1","1","1970s",67,154,39.5116336673613
"FF22","FF22_1","1","1970s",66,154,100
"FF23","FF23_1","1","1970s",62,154,100
"FF24","FF24_1","1","1970s",58,154,100
"FF25","FF25_1","1","1970s",51,154,100
"FF27","FF27_1","1","1970s",58,154,96.4887451093807
"FF29","FF29_1","1","1970s",55,154,100
"FF30","FF30_1","1","1970s",60,154,100
"FF31","FF31_1","1","1970s",63,154,100
"FF33","FF33_1","1","1970s",62,154,100
"FF36","FF36_1","1","1970s",53,154,90.9256330090149
"FF40","FF40_1","1","1970s",71,154,100
"FF41","FF41_1","1","1970s",74,154,100
"FF42","FF42_1","1","1970s",67,154,100
"FF43","FF43_1","1","1970s",70,154,100
"FF46","FF46_1","1","1970s",53,154,54.980214852666
"FF50","FF50_1","1","1970s",63,154,100
"FF53","FF53_1","1","1970s",53,154,100
"FF54","FF54_1","1","1970s",70,154,80.6008728678943
"FF55","FF55_1","1","1970s",53,154,36.2075703150992
"FF57","FF57_1","1","1970s",59,154,29.9698731801347
"FF62","FF62_1","1","1970s",78,154,100
"FF67","FF67_1","1","1970s",48,154,91.7931977429937
"FF69","FF69_1","1","1970s",54,154,32.4580014429829
"FF70","FF70_1","1","1970s",92,154,100
"FF72","FF72_1","1","1970s",56,154,100
"FF73","FF73_1","1","1970s",74,154,100
"FF74","FF74_1","1","1970s",66,154,82.4002368649199
"FF75","FF75_1","1","1970s",78,154,44.5704939510572
"FF76","FF76_1","1","1970s",79,154,94.3081213603745
"FF78","FF78_1","1","1970s",68,154,90.7472602602393
"FF79","FF79_1","1","1970s",70,154,66.3603100635503
"FF80","FF80_1","1","1970s",71,154,100
"FF81","FF81_1","1","1970s",62,154,100
"FF82","FF82_1","1","1970s",59,154,100
"FF83","FF83_1","1","1970s",50,154,100
"FF84","FF84_1","1","1970s",57,154,71.2109890172687
"FF86","FF86_1","1","1970s",75,154,55.172485710291
"FF87","FF87_1","1","1970s",62,154,66.0911589419255
"FF89","FF89_1","1","1970s",71,154,73.7817303008405
"FF90","FF90_1","1","1970s",61,154,100
"FF91","FF91_1","1","1970s",41,154,100
"FF92","FF92_1","1","1970s",37,154,100
"FF93","FF93_1","1","1970s",47,154,100
"FF95","FF95_1","1","1970s",59,154,97.0391639659104
"FF98","FF98_1","1","1970s",48,154,100
"FF99","FF99_1","1","1970s",47,154,100
"FG04","FG04_1","1","1970s",68,154,89.9795908798529
"FG08","FG08_1","1","1970s",68,154,100
"FG09","FG09_1","1","1970s",57,154,100
"FG14","FG14_1","1","1970s",40,154,83.6988253066244
"FG18","FG18_1","1","1970s",65,154,100
"FG19","FG19_1","1","1970s",56,154,100
"FG27","FG27_1","1","1970s",68,154,100
"FG28","FG28_1","1","1970s",81,154,100
"FG29","FG29_1","1","1970s",77,154,100
"FG37","FG37_1","1","1970s",79,154,100
"FG43","FG43_1","1","1970s",89,154,51.293234717225
"FG45","FG45_1","1","1970s",64,154,100
"FG47","FG47_1","1","1970s",66,154,100
"FG48","FG48_1","1","1970s",48,154,100
"FG53","FG53_1","1","1970s",63,154,91.9159887772465
"FG54","FG54_1","1","1970s",64,154,100
"FG56","FG56_1","1","1970s",50,154,100
"FG59","FG59_1","1","1970s",55,154,100
"FG60","FG60_1","1","1970s",56,154,80.4252482520783
"FG68","FG68_1","1","1970s",50,154,100
"FG70","FG70_1","1","1970s",53,154,100
"FG75","FG75_1","1","1970s",64,154,100
"FG76","FG76_1","1","1970s",72,154,100
"FG79","FG79_1","1","1970s",70,154,100
"FG82","FG82_1","1","1970s",59,154,89.4483681807482
"FG85","FG85_1","1","1970s",54,154,100
"FG86","FG86_1","1","1970s",73,154,100
"FG92","FG92_1","1","1970s",59,154,75.7116875538317
"FG93","FG93_1","1","1970s",82,154,35.8924493546135
"FG99","FG99_1","1","1970s",60,154,100
"FH01","FH01_1","1","1970s",31,154,28.0812309323759
"FH07","FH07_1","1","1970s",31,154,26.895333308367
"FH08","FH08_1","1","1970s",35,154,34.9265565599351
"FH11","FH11_1","1","1970s",62,154,86.34053505194
"FH12","FH12_1","1","1970s",55,154,100
"FH14","FH14_1","1","1970s",52,154,100
"FH15","FH15_1","1","1970s",54,154,99.287622870924
"FH18","FH18_1","1","1970s",36,154,27.7034497794332
"FH21","FH21_1","1","1970s",74,154,50.457884422936
"FH22","FH22_1","1","1970s",49,154,100
"FH23","FH23_1","1","1970s",78,154,100
"FH24","FH24_1","1","1970s",73,154,100
"FH25","FH25_1","1","1970s",76,154,79.501830032424
"FH29","FH29_1","1","1970s",41,154,25.5361781078591
"FH32","FH32_1","1","1970s",84,154,93.5327843646565
"FH33","FH33_1","1","1970s",74,154,100
"FH34","FH34_1","1","1970s",55,154,100
"FH35","FH35_1","1","1970s",68,154,91.0442852837912
"FH36","FH36_1","1","1970s",59,154,35.6946970945645
"FH42","FH42_1","1","1970s",81,154,87.2475125975456
"FH43","FH43_1","1","1970s",64,154,100
"FH44","FH44_1","1","1970s",82,154,100
"FH45","FH45_1","1","1970s",73,154,100
"FH46","FH46_1","1","1970s",69,154,94.9124392999334
"FH52","FH52_1","1","1970s",72,154,96.8721418951111
"FH54","FH54_1","1","1970s",62,154,100
"FH55","FH55_1","1","1970s",36,154,84.6401315772039
"FH56","FH56_1","1","1970s",86,154,58.5142671307437
"FH58","FH58_1","1","1970s",85,154,62.7313015856893
"FH62","FH62_1","1","1970s",59,154,66.3060114282826
"FH65","FH65_1","1","1970s",15,154,85.5773740636147
"FH71","FH71_1","1","1970s",45,154,65.7867587159765
"FH72","FH72_1","1","1970s",48,154,91.5997865486353
"FH74","FH74_1","1","1970s",59,154,97.206687759511
"FH75","FH75_1","1","1970s",62,154,100
"FH76","FH76_1","1","1970s",54,154,100
"FH79","FH79_1","1","1970s",48,154,31.7283339697247
"FH80","FH80_1","1","1970s",65,154,37.5652435485497
"FH81","FH81_1","1","1970s",54,154,28.2062283770447
"FH83","FH83_1","1","1970s",31,154,67.4957157243843
"FH84","FH84_1","1","1970s",45,154,100
"FH85","FH85_1","1","1970s",54,154,100
"FH86","FH86_1","1","1970s",55,154,100
"FH87","FH87_1","1","1970s",57,154,64.500009491374
"FG91","FG91_1","1","1970s",62,154,92.115099159523
"FH95","FH95_1","1","1970s",64,154,88.7598294289932
"FH96","FH96_1","1","1970s",51,154,100
"FH98","FH98_1","1","1970s",78,154,33.5167924547224
"GE00","GE00_1","1","1970s",61,154,100
"GE01","GE01_1","1","1970s",69,154,100
"GE02","GE02_1","1","1970s",63,154,100
"GE03","GE03_1","1","1970s",68,154,100
"GE04","GE04_1","1","1970s",53,154,93.5453872733405
"GE10","GE10_1","1","1970s",74,154,100
"GE11","GE11_1","1","1970s",86,154,100
"GE12","GE12_1","1","1970s",65,154,100
"GE13","GE13_1","1","1970s",71,154,100
"GE14","GE14_1","1","1970s",44,154,90.6073619752655
"GE20","GE20_1","1","1970s",62,154,100
"GE21","GE21_1","1","1970s",68,154,100
"GE24","GE24_1","1","1970s",60,154,47.3458937305288
"GE30","GE30_1","1","1970s",89,154,99.4274393275585
"GE32","GE32_1","1","1970s",68,154,100
"GE34","GE34_1","1","1970s",42,154,35.6199657097461
"GE43","GE43_1","1","1970s",68,154,75.342020850832
"GF00","GF00_1","1","1970s",74,154,44.1664638961888
"GF01","GF01_1","1","1970s",60,154,67.4654291536724
"GF02","GF02_1","1","1970s",52,154,98.8543753574924
"GF03","GF03_1","1","1970s",38,154,100
"GF04","GF04_1","1","1970s",54,154,100
"GF06","GF06_1","1","1970s",67,154,100
"GF07","GF07_1","1","1970s",66,154,100
"GF08","GF08_1","1","1970s",66,154,100
"GF09","GF09_1","1","1970s",65,154,100
"GF12","GF12_1","1","1970s",37,154,33.0314489032631
"GF13","GF13_1","1","1970s",44,154,99.8152499354782
"GF15","GF15_1","1","1970s",59,154,100
"GF16","GF16_1","1","1970s",52,154,100
"GF17","GF17_1","1","1970s",71,154,100
"GF18","GF18_1","1","1970s",58,154,100
"GF19","GF19_1","1","1970s",63,154,100
"GF23","GF23_1","1","1970s",62,154,62.2933403659254
"GF25","GF25_1","1","1970s",50,154,100
"GF26","GF26_1","1","1970s",59,154,100
"GF27","GF27_1","1","1970s",72,154,100
"GF28","GF28_1","1","1970s",58,154,100
"GF29","GF29_1","1","1970s",72,154,100
"GF33","GF33_1","1","1970s",51,154,42.2636306633703
"GF34","GF34_1","1","1970s",56,154,100
"GF36","GF36_1","1","1970s",65,154,100
"GF37","GF37_1","1","1970s",67,154,100
"GF38","GF38_1","1","1970s",80,154,100
"GF43","GF43_1","1","1970s",58,154,72.2181414040788
"GF44","GF44_1","1","1970s",60,154,84.9433709696846
"GF45","GF45_1","1","1970s",52,154,99.6954269476727
"GF46","GF46_1","1","1970s",61,154,99.9207256744518
"GF47","GF47_1","1","1970s",93,154,99.9733465857925
"GF48","GF48_1","1","1970s",70,154,82.1998105339413
"GF49","GF49_1","1","1970s",69,154,51.2021220988655
"GF52","GF52_1","1","1970s",75,154,25.6027864817836
"GF53","GF53_1","1","1970s",68,154,98.7286620279293
"GF54","GF54_1","1","1970s",57,154,93.4387792855835
"GF55","GF55_1","1","1970s",36,154,50.3573385187571
"GF63","GF63_1","1","1970s",41,154,27.1645104475245
"GF74","GF74_1","1","1970s",46,154,53.8041828110792
"GG05","GG05_1","1","1970s",60,154,99.6443402610512
"GG06","GG06_1","1","1970s",60,154,100
"GG08","GG08_1","1","1970s",63,154,100
"GG09","GG09_1","1","1970s",81,154,72.8942695415134
"GG10","GG10_1","1","1970s",73,154,27.4964454073353
"GG15","GG15_1","1","1970s",55,154,71.8812063867855
"GG20","GG20_1","1","1970s",42,154,64.3406338770775
"GG25","GG25_1","1","1970s",65,154,59.9130145782223
"GG27","GG27_1","1","1970s",53,154,100
"GG28","GG28_1","1","1970s",71,154,82.1214247948237
"GG30","GG30_1","1","1970s",57,154,60.4192052615995
"GG36","GG36_1","1","1970s",56,154,76.7143533326759
"GG37","GG37_1","1","1970s",46,154,72.8680880138893
"GG40","GG40_1","1","1970s",54,154,48.2723521513839
"GH06","GH06_1","1","1970s",59,154,45.1153158998299
"GH07","GH07_1","1","1970s",65,154,65.25391089664
"GH08","GH08_1","1","1970s",62,154,93.0682691387086
"GH09","GH09_1","1","1970s",52,154,41.0140317226033
"GH17","GH17_1","1","1970s",54,154,29.1777534192057
"GH18","GH18_1","1","1970s",50,154,91.0715749702473
"GH19","GH19_1","1","1970s",52,154,41.7388113288261
"GH39","GH39_1","1","1970s",52,154,74.9095001749392
"GH49","GH49_1","1","1970s",82,154,93.6062967780905
"GH59","GH59_1","1","1970s",78,154,41.9982412987518
"HA03","HA03_1","1","1970s",52,154,30.8000036681348
"HA04","HA04_1","1","1970s",67,154,82.5817143255517
"HA05","HA05_1","1","1970s",50,154,73.4349821325788
"HA06","HA06_1","1","1970s",45,154,73.060836960117
"HA07","HA07_1","1","1970s",58,154,36.7855116804629
"HA13","HA13_1","1","1970s",51,154,87.7616761986896
"HA17","HA17_1","1","1970s",51,154,87.1896604181935
"HA22","HA22_1","1","1970s",31,154,29.7284472736769
"HA23","HA23_1","1","1970s",35,154,99.9999999999985
"HA24","HA24_1","1","1970s",66,154,99.9999999999989
"HA25","HA25_1","1","1970s",68,154,100
"HA26","HA26_1","1","1970s",67,154,97.9631182516847
"HA32","HA32_1","1","1970s",53,154,84.1745708559556
"HA33","HA33_1","1","1970s",49,154,100.000000000002
"HA34","HA34_1","1","1970s",68,154,100.000000000004
"HA35","HA35_1","1","1970s",57,154,100.000000000003
"HA36","HA36_1","1","1970s",64,154,63.9659163579741
"HA43","HA43_1","1","1970s",57,154,100.000000000001
"HA44","HA44_1","1","1970s",62,154,99.9999999999996
"HA45","HA45_1","1","1970s",41,154,78.3401684551325
"HA52","HA52_1","1","1970s",67,154,45.811345274696
"HA53","HA53_1","1","1970s",71,154,80.6764505025248
"HA54","HA54_1","1","1970s",67,154,91.8739672983499
"AD93","AD93_2","2","1990s",63,154,79.2863502418833
"AD95","AD95_2","2","1990s",65,154,31.4374353690826
"AE98","AE98_2","2","1990s",75,154,60.1013027143366
"AF91","AF91_2","2","1990s",68,154,96.0224708397579
"AF92","AF92_2","2","1990s",66,154,100
"AF93","AF93_2","2","1990s",70,154,93.5680064039386
"AF94","AF94_2","2","1990s",67,154,64.920690383459
"AF98","AF98_2","2","1990s",50,154,35.8703357062038
"AF99","AF99_2","2","1990s",38,154,29.1649009559219
"BC20","BC20_2","2","1990s",60,154,100
"BC32","BC32_2","2","1990s",75,154,100
"BC33","BC33_2","2","1990s",70,154,90.0083396025285
"BC44","BC44_2","2","1990s",72,154,92.8996909142348
"BC54","BC54_2","2","1990s",84,154,100
"BC60","BC60_2","2","1990s",56,154,100
"BC65","BC65_2","2","1990s",67,154,87.6511598551178
"BC72","BC72_2","2","1990s",56,154,42.2227095505843
"BC75","BC75_2","2","1990s",66,154,83.1903167381744
"BC82","BC82_2","2","1990s",62,154,38.2382493245741
"BC83","BC83_2","2","1990s",88,154,59.2589059914817
"BC84","BC84_2","2","1990s",86,154,98.1573092073059
"BC85","BC85_2","2","1990s",52,154,99.9184959464101
"BC94","BC94_2","2","1990s",94,154,100
"BC95","BC95_2","2","1990s",62,154,100
"BC96","BC96_2","2","1990s",67,154,84.0788044916003
"BD07","BD07_2","2","1990s",60,154,27.8918391533683
"BD08","BD08_2","2","1990s",70,154,34.2154392038693
"BD11","BD11_2","2","1990s",64,154,100
"BD12","BD12_2","2","1990s",48,154,100
"BD13","BD13_2","2","1990s",72,154,94.1767054329643
"BD19","BD19_2","2","1990s",49,154,100
"BD21","BD21_2","2","1990s",63,154,100
"BD35","BD35_2","2","1990s",62,154,47.2858626474541
"BD36","BD36_2","2","1990s",62,154,66.9227163233266
"BD39","BD39_2","2","1990s",75,154,98.2806491818695
"BD43","BD43_2","2","1990s",62,154,51.9751064518396
"BD45","BD45_2","2","1990s",71,154,91.5697689701455
"BD46","BD46_2","2","1990s",50,154,45.8239324691135
"BD49","BD49_2","2","1990s",58,154,57.6911318923478
"BD50","BD50_2","2","1990s",42,154,100
"BD51","BD51_2","2","1990s",65,154,79.9539888757725
"BD56","BD56_2","2","1990s",51,154,39.8797191099966
"BD57","BD57_2","2","1990s",65,154,87.1031476010498
"BD61","BD61_2","2","1990s",77,154,86.1028611707534
"BD66","BD66_2","2","1990s",57,154,57.0495874789028
"BD68","BD68_2","2","1990s",57,154,100
"BD70","BD70_2","2","1990s",65,154,100
"BD73","BD73_2","2","1990s",96,154,97.6213372857504
"BD76","BD76_2","2","1990s",59,154,44.6876418573642
"BD77","BD77_2","2","1990s",73,154,66.4189847768357
"BD80","BD80_2","2","1990s",64,154,100
"BD81","BD81_2","2","1990s",70,154,100
"BD82","BD82_2","2","1990s",80,154,100
"BD88","BD88_2","2","1990s",66,154,39.718526470875
"BD91","BD91_2","2","1990s",58,154,100
"BE03","BE03_2","2","1990s",68,154,71.4720010768625
"BE07","BE07_2","2","1990s",77,154,91.2639291465244
"BE08","BE08_2","2","1990s",78,154,38.7987616335452
"BE09","BE09_2","2","1990s",48,154,68.4932976221032
"BE11","BE11_2","2","1990s",69,154,59.4235802014122
"BE12","BE12_2","2","1990s",67,154,74.8183395242528
"BE13","BE13_2","2","1990s",61,154,100
"BE14","BE14_2","2","1990s",63,154,100
"BE15","BE15_2","2","1990s",57,154,100
"BE16","BE16_2","2","1990s",63,154,100
"BE17","BE17_2","2","1990s",71,154,99.2996588061194
"BE20","BE20_2","2","1990s",63,154,95.4598068353035
"BE22","BE22_2","2","1990s",57,154,100
"BE27","BE27_2","2","1990s",54,154,100
"BE30","BE30_2","2","1990s",57,154,100
"BE32","BE32_2","2","1990s",56,154,100
"BE34","BE34_2","2","1990s",69,154,100
"BE36","BE36_2","2","1990s",62,154,100
"BE45","BE45_2","2","1990s",52,154,100
"BE55","BE55_2","2","1990s",47,154,100
"BE59","BE59_2","2","1990s",54,154,100
"BE62","BE62_2","2","1990s",55,154,100
"BE63","BE63_2","2","1990s",63,154,100
"BE78","BE78_2","2","1990s",58,154,100
"BE80","BE80_2","2","1990s",79,154,100
"BE82","BE82_2","2","1990s",72,154,100
"BE84","BE84_2","2","1990s",57,154,100
"BE86","BE86_2","2","1990s",56,154,100
"BE89","BE89_2","2","1990s",48,154,100
"BE92","BE92_2","2","1990s",70,154,100
"BE94","BE94_2","2","1990s",68,154,100
"BE95","BE95_2","2","1990s",55,154,100
"BE96","BE96_2","2","1990s",56,154,100
"BE99","BE99_2","2","1990s",80,154,100
"BF02","BF02_2","2","1990s",83,154,90.0620386642933
"BF03","BF03_2","2","1990s",84,154,100
"BF04","BF04_2","2","1990s",90,154,100
"BF05","BF05_2","2","1990s",91,154,100
"BF06","BF06_2","2","1990s",64,154,100
"BF07","BF07_2","2","1990s",59,154,95.872277152451
"BF08","BF08_2","2","1990s",58,154,64.9344661919674
"BF11","BF11_2","2","1990s",77,154,70.0185889959049
"BF16","BF16_2","2","1990s",57,154,100
"BF18","BF18_2","2","1990s",48,154,38.3930891877643
"BF21","BF21_2","2","1990s",65,154,100
"BF31","BF31_2","2","1990s",61,154,100
"BF32","BF32_2","2","1990s",79,154,100
"BF33","BF33_2","2","1990s",73,154,100
"BF38","BF38_2","2","1990s",72,154,100
"BF49","BF49_2","2","1990s",69,154,100
"BF50","BF50_2","2","1990s",58,154,100
"BF58","BF58_2","2","1990s",44,154,100
"BF59","BF59_2","2","1990s",56,154,100
"BF60","BF60_2","2","1990s",68,154,100
"BF61","BF61_2","2","1990s",60,154,100
"BF72","BF72_2","2","1990s",69,154,100
"BF80","BF80_2","2","1990s",56,154,100
"BF81","BF81_2","2","1990s",60,154,100
"BF83","BF83_2","2","1990s",69,154,100
"BF97","BF97_2","2","1990s",64,154,100
"BG27","BG27_2","2","1990s",61,154,49.8379213582154
"BG28","BG28_2","2","1990s",69,154,72.4785331288395
"BG29","BG29_2","2","1990s",76,154,45.2829931338949
"BG30","BG30_2","2","1990s",28,154,33.5351059999925
"BG31","BG31_2","2","1990s",99,154,78.6841263949782
"BG32","BG32_2","2","1990s",85,154,68.5141514097215
"BG33","BG33_2","2","1990s",23,154,36.8837338130741
"BG41","BG41_2","2","1990s",68,154,34.9995711224918
"BG42","BG42_2","2","1990s",65,154,45.4397723268083
"BG43","BG43_2","2","1990s",38,154,36.7732424325284
"BG49","BG49_2","2","1990s",64,154,94.2709071021557
"BG55","BG55_2","2","1990s",78,154,36.9332843715852
"BG64","BG64_2","2","1990s",66,154,100
"BG65","BG65_2","2","1990s",73,154,100
"BG66","BG66_2","2","1990s",73,154,100
"BG70","BG70_2","2","1990s",57,154,100
"BG72","BG72_2","2","1990s",54,154,100
"BG73","BG73_2","2","1990s",71,154,100
"BG75","BG75_2","2","1990s",66,154,100
"BG76","BG76_2","2","1990s",68,154,100
"BG79","BG79_2","2","1990s",70,154,100
"BG86","BG86_2","2","1990s",61,154,100
"BG90","BG90_2","2","1990s",65,154,100
"BG92","BG92_2","2","1990s",63,154,100
"BG93","BG93_2","2","1990s",63,154,100
"BH57","BH57_2","2","1990s",63,154,53.1740038115592
"BH76","BH76_2","2","1990s",44,154,100
"BH77","BH77_2","2","1990s",95,154,100
"BH78","BH78_2","2","1990s",66,154,100
"BH79","BH79_2","2","1990s",77,154,100
"BH86","BH86_2","2","1990s",82,154,100
"BH87","BH87_2","2","1990s",86,154,100
"BH89","BH89_2","2","1990s",84,154,100
"BH99","BH99_2","2","1990s",100,154,100
"CC04","CC04_2","2","1990s",101,154,97.6915925236043
"CC05","CC05_2","2","1990s",88,154,100
"CC06","CC06_2","2","1990s",77,154,95.0939311489514
"CD03","CD03_2","2","1990s",77,154,87.7493218512554
"CD04","CD04_2","2","1990s",73,154,58.1458688653336
"CD09","CD09_2","2","1990s",56,154,57.7273319267787
"CE02","CE02_2","2","1990s",74,154,100
"CF07","CF07_2","2","1990s",41,154,100
"CC14","CC14_2","2","1990s",84,154,74.2985797171558
"CC16","CC16_2","2","1990s",63,154,66.6923075088162
"CC23","CC23_2","2","1990s",51,154,37.5625086392495
"CC24","CC24_2","2","1990s",54,154,99.9687592292757
"CC25","CC25_2","2","1990s",57,154,100
"CC35","CC35_2","2","1990s",78,154,100
"CC36","CC36_2","2","1990s",72,154,81.1049903598051
"CC41","CC41_2","2","1990s",58,154,100
"CC46","CC46_2","2","1990s",82,154,99.4126900796323
"CC53","CC53_2","2","1990s",78,154,89.0326125016613
"CC54","CC54_2","2","1990s",73,154,57.8198622032521
"CC61","CC61_2","2","1990s",75,154,99.0996831886711
"CC64","CC64_2","2","1990s",73,154,48.267872939201
"CC65","CC65_2","2","1990s",72,154,100
"CC68","CC68_2","2","1990s",55,154,57.5382109369765
"CC75","CC75_2","2","1990s",91,154,79.0514381705116
"CC77","CC77_2","2","1990s",83,154,100
"CC80","CC80_2","2","1990s",81,154,100
"CC85","CC85_2","2","1990s",87,154,88.0171803414787
"CC86","CC86_2","2","1990s",72,154,100
"CC92","CC92_2","2","1990s",67,154,100
"CC93","CC93_2","2","1990s",58,154,100
"CC94","CC94_2","2","1990s",69,154,67.6865433444742
"CC95","CC95_2","2","1990s",68,154,46.815369838424
"CC97","CC97_2","2","1990s",60,154,100
"CC98","CC98_2","2","1990s",53,154,100
"CD11","CD11_2","2","1990s",56,154,100
"CD17","CD17_2","2","1990s",68,154,80.2982792587547
"CD18","CD18_2","2","1990s",56,154,34.5514618644161
"CD21","CD21_2","2","1990s",78,154,100
