base_site,site_from,site_to,X,Y,predictor,predictor_label,coefficient,local_t,abs_local_t,direction,local_r2,trait_family,trait_value,n_species,model_set,supported,dominant_driver,dominant_direction
BG98,BG98,BG98,497500.04848340026,6142499.845767268,tmean_breeding,Temperature,0.003012311046954205,4.637363289888916,4.637363289888916,Positive,0.07422583532590848,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG99,BG99,BG99,497500.0228864452,6147499.903496731,tmean_breeding,Temperature,0.0031877526337615687,5.025007339818044,5.025007339818044,Positive,0.07578472968819495,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BH57,BH57,BH57,477500.0575189135,6087499.717403076,perc_urban,Urban,9.150646261375717e-4,1.6616159332347558,1.6616159332347558,Positive,0.04573863588027384,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH58,BH58,BH58,477500.0309492611,6092499.683684505,perc_urban,Urban,9.446842416705808e-4,1.7843216101788848,1.7843216101788848,Positive,0.049185843224560565,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH59,BH59,BH59,477500.0107989607,6097499.687274866,perc_urban,Urban,9.836757929759011e-4,1.932367355379386,1.932367355379386,Positive,0.05351613549774721,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH66,BH66,BH66,482500.0001891313,6082499.794663963,perc_cropland,Cropland,-7.825069944887624e-4,-1.6343919688190898,1.6343919688190898,Negative,0.055401213545395026,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH67,BH67,BH67,482500.0408449325,6087499.686214566,perc_urban,Urban,9.301156266687352e-4,1.7157360150837175,1.7157360150837175,Positive,0.049606288122933946,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH68,BH68,BH68,482500.0724313329,6092499.726358123,perc_urban,Urban,9.638070559652897e-4,1.8580727406684623,1.8580727406684623,Positive,0.05299069678539948,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH69,BH69,BH69,482500.03038015234,6097499.692768536,perc_urban,Urban,0.0010075336272964471,2.02969056960169,2.02969056960169,Positive,0.0572604627802662,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BH76,BH76,BH76,487500.048187175,6082499.800443771,perc_cropland,Cropland,-8.119755066991598e-4,-1.7311796486723776,1.7311796486723776,Negative,0.05971423044744979,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH77,BH77,BH77,487500.03415061906,6087499.77562375,perc_urban,Urban,9.40596008434206e-4,1.7693470834787655,1.7693470834787655,Positive,0.05286208837610856,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH78,BH78,BH78,487500.0592190939,6092499.787910184,perc_urban,Urban,9.783747480290792e-4,1.9331572944490376,1.9331572944490376,Positive,0.05630841353443872,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH79,BH79,BH79,487500.0591634151,6097499.726182375,perc_urban,Urban,0.0010245829283455775,2.1240871297954977,2.1240871297954977,Positive,0.06048939237141278,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BH86,BH86,BH86,492500.0572634925,6082499.806664651,perc_cropland,Cropland,-8.406890694533829e-4,-1.8296902286781411,1.8296902286781411,Negative,0.06319477718212041,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH87,BH87,BH87,492500.0521481735,6087499.763193937,perc_cropland,Cropland,-8.127495815798884e-4,-1.840467451021597,1.840467451021597,Negative,0.0634422316804849,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH88,BH88,BH88,492500.0706003756,6092499.756857703,perc_urban,Urban,9.864341989112217e-4,2.0100739768094713,2.0100739768094713,Positive,0.0590316408156317,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BH89,BH89,BH89,492500.0486974856,6097499.7877438655,perc_urban,Urban,0.00103539230624416,2.2228466238384463,2.2228466238384463,Positive,0.06328447490746192,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BH96,BH96,BH96,497500.0428692315,6082499.813263592,perc_cropland,Cropland,-8.694547212156408e-4,-1.9327648493581315,1.9327648493581315,Negative,0.06584585778794236,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH97,BH97,BH97,497500.0466593011,6087499.76039121,perc_cropland,Cropland,-8.352099967915692e-4,-1.9356600847438068,1.9356600847438068,Negative,0.06576316447986408,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BH98,BH98,BH98,497500.05847944214,6092499.74466746,perc_urban,Urban,9.921388559451382e-4,2.0973071464911963,2.0973071464911963,Positive,0.06129095324670706,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BH99,BH99,BH99,497500.0144000943,6097499.766108859,perc_urban,Urban,0.0010442986365609673,2.331146327231907,2.331146327231907,Positive,0.06575631922611158,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
CB80,CB80,CB80,542499.6620958119,6352499.629923955,tmean_breeding,Temperature,0.010003948329022724,3.972385095445456,3.972385095445456,Positive,0.05147190734986307,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CB81,CB81,CB81,542499.628879245,6357499.699695451,tmean_breeding,Temperature,0.010259214879253839,3.8846613272991277,3.8846613272991277,Positive,0.052242965329021666,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CB93,CB93,CB93,547499.6398579371,6367499.76725467,tmean_breeding,Temperature,0.010273726099415181,3.465037077504862,3.465037077504862,Positive,0.04921798518788554,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC04,CC04,CC04,502500.0151027321,6322499.626328963,perc_cropland,Cropland,-0.0020758892817857007,-4.64982713816122,4.64982713816122,Negative,0.11104782196789564,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC05,CC05,CC05,502500.0189406716,6327499.550508512,perc_cropland,Cropland,-0.0021827795579890865,-4.726265686255679,4.726265686255679,Negative,0.113068870245142,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC06,CC06,CC06,502500.0141727327,6332499.622039415,perc_cropland,Cropland,-0.0022786144149723074,-4.764495783338821,4.764495783338821,Negative,0.1150841533298885,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC14,CC14,CC14,507499.94254047045,6322499.647839415,perc_cropland,Cropland,-0.0020655631859618126,-4.701799642506775,4.701799642506775,Negative,0.10645464592365751,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC15,CC15,CC15,507499.9713143852,6327499.582203945,perc_cropland,Cropland,-0.002158959606390008,-4.7648561813327515,4.7648561813327515,Negative,0.10831656976756929,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC16,CC16,CC16,507499.97378503287,6332499.552584106,perc_cropland,Cropland,-0.0022388624813088707,-4.786223760508548,4.786223760508548,Negative,0.11010553649868061,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC20,CC20,CC20,512499.9740781955,6302499.678350093,perc_cropland,Cropland,-0.001687104438498406,-4.349030931046004,4.349030931046004,Negative,0.09303099578198704,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC23,CC23,CC23,512499.9200418585,6317499.662266049,perc_cropland,Cropland,-0.0019545012037589875,-4.63180153907709,4.63180153907709,Negative,0.09996660593895366,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC24,CC24,CC24,512499.9569946417,6322499.581005044,perc_cropland,Cropland,-0.0020432422041822386,-4.70807428784804,4.70807428784804,Negative,0.10185362650258291,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC25,CC25,CC25,512499.94971320574,6327499.647067015,perc_cropland,Cropland,-0.002122994348338664,-4.754788904344137,4.754788904344137,Negative,0.1035654162621377,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC26,CC26,CC26,512499.89918050665,6332499.526474841,perc_cropland,Cropland,-0.002188917434551389,-4.76068727740794,4.76068727740794,Negative,0.10512201551506585,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC30,CC30,CC30,517499.937743111,6302499.734448258,perc_cropland,Cropland,-0.00168424392824177,-4.35401736391544,4.35401736391544,Negative,0.08863781145020243,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC31,CC31,CC31,517499.9573913391,6307499.68638883,perc_cropland,Cropland,-0.0017680283172794367,-4.448894928517796,4.448894928517796,Negative,0.09115433986698027,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC33,CC33,CC33,517499.9351837722,6317499.698844893,perc_cropland,Cropland,-0.0019321614128129034,-4.6115166386962505,4.6115166386962505,Negative,0.09556247389260132,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC34,CC34,CC34,517499.8934505895,6322499.647993909,perc_cropland,Cropland,-0.0020105212258932693,-4.673280126765383,4.673280126765383,Negative,0.09731234761656314,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC35,CC35,CC35,517499.91156198527,6327499.6336058555,perc_cropland,Cropland,-0.0020776886519109634,-4.7028485053576485,4.7028485053576485,Negative,0.0988353275180906,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC36,CC36,CC36,517499.868461167,6332499.543827721,perc_cropland,Cropland,-0.0021323877014213745,-4.6958562434583415,4.6958562434583415,Negative,0.1001248183460423,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC40,CC40,CC40,522499.9010986991,6302499.772105485,perc_cropland,Cropland,-0.0016715385611951585,-4.327827183534026,4.327827183534026,Negative,0.08441721094406394,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC41,CC41,CC41,522499.8946037454,6307499.76462174,perc_cropland,Cropland,-0.001751129791873968,-4.417263398705823,4.417263398705823,Negative,0.08697476287895539,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC44,CC44,CC44,522499.89160933683,6322499.626510591,perc_cropland,Cropland,-0.0019685543841102913,-4.601992003921612,4.601992003921612,Negative,0.09282674170911363,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC45,CC45,CC45,522499.87422067544,6327499.653039125,perc_cropland,Cropland,-0.0020256413712238202,-4.617088597716407,4.617088597716407,Negative,0.09410829969664883,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC46,CC46,CC46,522499.83866884856,6332499.604435725,tmean_breeding,Temperature,0.008661880040711528,4.603344035452746,4.603344035452746,Positive,0.07314230491528244,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC50,CC50,CC50,527499.8816415456,6302499.791260103,perc_cropland,Cropland,-0.0016482215397653258,-4.270129456213047,4.270129456213047,Negative,0.08035006861303602,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC52,CC52,CC52,527499.9046872742,6312499.692205453,perc_cropland,Cropland,-0.0017948178229625102,-4.420761509365494,4.420761509365494,Negative,0.08514047796526968,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC53,CC53,CC53,527499.86315966025,6317499.697063427,perc_cropland,Cropland,-0.0018605125514714257,-4.47055624888021,4.47055624888021,Negative,0.08696988730330373,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC54,CC54,CC54,527499.8473306855,6322499.627229618,perc_cropland,Cropland,-0.0019199420490766893,-4.502324972062665,4.502324972062665,Negative,0.08831901869096473,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC56,CC56,CC56,527499.8281139306,6332499.59692409,tmean_breeding,Temperature,0.00853777878575035,4.5233019216573105,4.5233019216573105,Positive,0.06710670590008222,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC57,CC57,CC57,527499.7634533717,6337499.635998681,tmean_breeding,Temperature,0.009126148197018444,4.553769816481856,4.553769816481856,Positive,0.06809570139462602,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC60,CC60,CC60,532499.8968679683,6302499.791890076,perc_cropland,Cropland,-0.001614991153439274,-4.182560476349895,4.182560476349895,Negative,0.07645437839412343,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC61,CC61,CC61,532499.8393510462,6307499.784713652,perc_cropland,Cropland,-0.0016872702182146693,-4.260524583018158,4.260524583018158,Negative,0.0789257103735149,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC62,CC62,CC62,532499.8518622435,6312499.703415073,perc_cropland,Cropland,-0.0017536008545217664,-4.32037910717672,4.32037910717672,Negative,0.08103109529252624,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC63,CC63,CC63,532499.8104598847,6317499.769646129,perc_cropland,Cropland,-0.0018148713225032119,-4.364138576744111,4.364138576744111,Negative,0.08261677553569913,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC64,CC64,CC64,532499.8388375221,6322499.6503872825,perc_cropland,Cropland,-0.001868839388645352,-4.3865174874388275,4.3865174874388275,Negative,0.08372922751672884,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC65,CC65,CC65,532499.8124718731,6327499.678605539,perc_cropland,Cropland,-0.0019125455964653763,-4.378583435689182,4.378583435689182,Negative,0.08446858811201224,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC66,CC66,CC66,532499.7933676881,6332499.632118677,tmean_breeding,Temperature,0.00838770013601256,4.405204460248605,4.405204460248605,Positive,0.06100776741729408,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC67,CC67,CC67,532499.7801655097,6337499.62221521,tmean_breeding,Temperature,0.008976736198771249,4.433315057624493,4.433315057624493,Positive,0.06168747180881859,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC68,CC68,CC68,532499.7119922304,6342499.6483931905,tmean_breeding,Temperature,0.009486492583316353,4.4153767504912,4.4153767504912,Positive,0.06211759336273784,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC70,CC70,CC70,537499.842333892,6302499.772919597,perc_cropland,Cropland,-0.0015723607709818713,-4.066521163566893,4.066521163566893,Negative,0.07272089604717173,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC71,CC71,CC71,537499.8212735428,6307499.726024116,perc_cropland,Cropland,-0.0016420150003729178,-4.1424098675899454,4.1424098675899454,Negative,0.075028429453707,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC72,CC72,CC72,537499.8517914551,6312499.716416673,perc_cropland,Cropland,-0.001706906445647613,-4.202105226442188,4.202105226442188,Negative,0.07686837603574094,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC75,CC75,CC75,537499.7628460178,6327499.684050063,perc_cropland,Cropland,-0.0018554058156293363,-4.239681254844687,4.239681254844687,Negative,0.07946846501939629,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC76,CC76,CC76,537499.7520002894,6332499.709823327,tmean_breeding,Temperature,0.008209643844411682,4.247930516760438,4.247930516760438,Positive,0.05487487932368405,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC77,CC77,CC77,537499.7302975287,6337499.660885921,tmean_breeding,Temperature,0.008808134281795735,4.276156155501878,4.276156155501878,Positive,0.05538386880004454,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC79,CC79,CC79,537499.7096245649,6347499.673264503,tmean_breeding,Temperature,0.0097640999240423,4.208359621454376,4.208359621454376,Positive,0.056148296249716165,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC80,CC80,CC80,542499.8563424866,6302499.84651723,perc_cropland,Cropland,-0.0015228595931555445,-3.9296193511944346,3.9296193511944346,Negative,0.06905330378022263,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC81,CC81,CC81,542499.811273352,6307499.769589547,perc_cropland,Cropland,-0.0015916397218891302,-4.007523515095958,4.007523515095958,Negative,0.07110005903407245,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC82,CC82,CC82,542499.7992118956,6312499.841340819,perc_cropland,Cropland,-0.0016568018811238066,-4.071195531378492,4.071195531378492,Negative,0.07261344077676068,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC83,CC83,CC83,542499.7620913137,6317499.727188424,perc_cropland,Cropland,-0.0017156140498829971,-4.113209370564417,4.113209370564417,Negative,0.07362183756933419,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC84,CC84,CC84,542499.7566802504,6322499.7616613405,perc_cropland,Cropland,-0.001762939317779883,-4.121026739273115,4.121026739273115,Negative,0.07419425951170018,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC85,CC85,CC85,542499.7239279284,6327499.721485542,perc_cropland,Cropland,-0.0017985890459766242,-4.093170340980444,4.093170340980444,Negative,0.07437462219135324,Foraging guild,Gulls,5,single_predictor,TRUE,Cropland,Negative
CC86,CC86,CC86,542499.7227246305,6332499.718567566,tmean_breeding,Temperature,0.00801155225223954,4.056064497938517,4.056064497938517,Positive,0.04886974714063996,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
CC88,CC88,CC88,542499.6924473802,6342499.711836177,tmean_breeding,Temperature,0.009183375277255101,4.083856976619693,4.083856976619693,Positive,0.04999144815463405,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
