base_site,site_from,site_to,X,Y,predictor,predictor_label,coefficient,local_t,abs_local_t,direction,local_r2,trait_family,trait_value,n_species,model_set,supported,dominant_driver,dominant_direction
BF16,BF16,BF16,457500.08782064816,6182499.757772771,tmean_breeding,Temperature,0.00367681484208166,4.408389207702446,4.408389207702446,Positive,0.15092274493272237,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF17,BF17,BF17,457500.1244502372,6187499.790891147,tmean_breeding,Temperature,0.0035517185546957673,4.110445210898158,4.110445210898158,Positive,0.1541751557569553,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF18,BF18,BF18,457500.11167777673,6192499.750712315,prec_breeding,Precipitation,0.002147739987519725,3.9882473019034284,3.9882473019034284,Positive,0.18898342563394263,Foraging guild,Gulls,5,single_predictor,TRUE,Precipitation,Positive
BF21,BF21,BF21,462500.1042798301,6157499.812390076,tmean_breeding,Temperature,0.003866104873878318,5.30575550025192,5.30575550025192,Positive,0.11833372096394942,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF24,BF24,BF24,462500.0968862839,6172499.788392592,tmean_breeding,Temperature,0.0038381623369511692,5.076569509475148,5.076569509475148,Positive,0.13414724248327162,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF27,BF27,BF27,462500.11824307253,6187499.766874204,tmean_breeding,Temperature,0.0035660732875464323,4.281331771854288,4.281331771854288,Positive,0.14454740193780352,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF28,BF28,BF28,462500.0991430791,6192499.760439191,prec_breeding,Precipitation,0.00210005854891466,3.9792945731467526,3.9792945731467526,Positive,0.17643983697560772,Foraging guild,Gulls,5,single_predictor,TRUE,Precipitation,Positive
BF29,BF29,BF29,462500.07854237576,6197499.791339589,prec_breeding,Precipitation,0.0021714024586845346,4.128992745805693,4.128992745805693,Positive,0.18296935814426393,Foraging guild,Gulls,5,single_predictor,TRUE,Precipitation,Positive
BF31,BF31,BF31,467500.0528761789,6157499.8339712275,tmean_breeding,Temperature,0.0038405832886239865,5.418922650747633,5.418922650747633,Positive,0.11200345537398142,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF32,BF32,BF32,467500.0828731935,6162499.869694816,tmean_breeding,Temperature,0.003870882894897022,5.452402649763954,5.452402649763954,Positive,0.11702864430119968,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF33,BF33,BF33,467500.09141173307,6167499.831571815,tmean_breeding,Temperature,0.0038728974235096893,5.394358373266618,5.394358373266618,Positive,0.12170516319240662,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF34,BF34,BF34,467500.07979854086,6172499.830867704,tmean_breeding,Temperature,0.003846872958485268,5.249454508869486,5.249454508869486,Positive,0.12590958635013397,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF35,BF35,BF35,467500.11046438524,6177499.755797745,tmean_breeding,Temperature,0.00379246574465302,5.031853978448499,5.031853978448499,Positive,0.12952797468749971,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF36,BF36,BF36,467500.05907752085,6182499.718568934,tmean_breeding,Temperature,0.0037083003535776024,4.762107473554112,4.762107473554112,Positive,0.13260256444927082,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF37,BF37,BF37,467500.11425610323,6187499.71774681,tmean_breeding,Temperature,0.003590893258421579,4.455592858644905,4.455592858644905,Positive,0.13514294341916558,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF38,BF38,BF38,467500.08834202494,6192499.754719362,tmean_breeding,Temperature,0.003445045496336379,4.132509997880115,4.132509997880115,Positive,0.13717097051765645,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF39,BF39,BF39,467500.1070246964,6197499.8285216,perc_urban,Urban,0.0017223054582950206,4.221353656097945,4.221353656097945,Positive,0.16434231651717662,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF40,BF40,BF40,472500.05446232,6152499.831390551,tmean_breeding,Temperature,0.003724304353173686,5.352931684045349,5.352931684045349,Positive,0.10120216286326766,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF41,BF41,BF41,472500.085972153,6157499.883806649,tmean_breeding,Temperature,0.0037958647490138665,5.493902544685085,5.493902544685085,Positive,0.10561146130845347,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF42,BF42,BF42,472500.07961185457,6162499.862346774,tmean_breeding,Temperature,0.003845703518095712,5.556923536540311,5.556923536540311,Positive,0.10997935402103148,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF43,BF43,BF43,472500.098778225,6167499.766588567,tmean_breeding,Temperature,0.0038658320518597,5.527879842315291,5.527879842315291,Positive,0.11409163342225388,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF44,BF44,BF44,472500.0822753295,6172499.819486889,tmean_breeding,Temperature,0.0038550792298556033,5.406613131118725,5.406613131118725,Positive,0.11786142039362572,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF45,BF45,BF45,472500.09195236844,6177499.798039483,tmean_breeding,Temperature,0.0038109477913104393,5.202460609990308,5.202460609990308,Positive,0.12110742670742995,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF46,BF46,BF46,472500.06605603127,6182499.813911805,tmean_breeding,Temperature,0.0037338603925374924,4.9372035986635305,4.9372035986635305,Positive,0.12380617915419034,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF47,BF47,BF47,472500.06699141755,6187499.755388988,tmean_breeding,Temperature,0.0036225471713991625,4.629871718835816,4.629871718835816,Positive,0.1260297731399551,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF48,BF48,BF48,472500.0957205096,6192499.73373965,tmean_breeding,Temperature,0.003482851996346641,4.303947235301423,4.303947235301423,Positive,0.12783249840510616,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF49,BF49,BF49,472500.0900039778,6197499.749339143,perc_urban,Urban,0.0017037504115628085,4.3753083000215565,4.3753083000215565,Positive,0.15834523292771016,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF50,BF50,BF50,477500.08187685715,6152499.846936376,tmean_breeding,Temperature,0.0036555383066846896,5.384036117060003,5.384036117060003,Positive,0.09560217505464244,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF51,BF51,BF51,477500.02976028406,6157499.8520273,tmean_breeding,Temperature,0.0037396060203535963,5.544077624044288,5.544077624044288,Positive,0.09935549697844628,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF53,BF53,BF53,477500.08021795313,6167499.7500125235,tmean_breeding,Temperature,0.0038487363962363278,5.634989793069881,5.634989793069881,Positive,0.10669051380313284,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF54,BF54,BF54,477500.057860584,6172499.75480094,tmean_breeding,Temperature,0.0038574016802213383,5.5426226013817805,5.5426226013817805,Positive,0.1100422146063882,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF55,BF55,BF55,477500.0461591174,6177499.796539538,tmean_breeding,Temperature,0.003827510513068096,5.357498439077815,5.357498439077815,Positive,0.11293649557567823,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF56,BF56,BF56,477500.10749606375,6182499.763586155,tmean_breeding,Temperature,0.0037584265570111096,5.099707719508416,5.099707719508416,Positive,0.11527817292570938,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF57,BF57,BF57,477500.05456016917,6187499.768187857,tmean_breeding,Temperature,0.0036570086037789346,4.798351606869143,4.798351606869143,Positive,0.11723697287800013,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF58,BF58,BF58,477500.0757376356,6192499.809343387,tmean_breeding,Temperature,0.00352495424316622,4.471913423074387,4.471913423074387,Positive,0.11885434603229647,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF59,BF59,BF59,477500.10798379144,6197499.776060057,perc_urban,Urban,0.001686956273455204,4.505875681239967,4.505875681239967,Positive,0.1526459405307968,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF60,BF60,BF60,482500.0368470739,6152499.882651542,tmean_breeding,Temperature,0.0035826011276824453,5.399251997857072,5.399251997857072,Positive,0.09026861609700289,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF61,BF61,BF61,482500.0271999943,6157499.849245702,tmean_breeding,Temperature,0.003677755618349707,5.578674076246888,5.578674076246888,Positive,0.09340615259357082,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF62,BF62,BF62,482500.07425727736,6162499.852593689,tmean_breeding,Temperature,0.003760010984785936,5.688837191408553,5.688837191408553,Positive,0.09655903734650988,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF63,BF63,BF63,482500.0517386565,6167499.781888844,tmean_breeding,Temperature,0.003821747329142978,5.7195103017390005,5.7195103017390005,Positive,0.0996589167214609,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF64,BF64,BF64,482500.08626133483,6172499.7478915425,tmean_breeding,Temperature,0.0038508651064281833,5.655657987267809,5.655657987267809,Positive,0.10257113989975937,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF65,BF65,BF65,482500.0522818646,6177499.751086633,tmean_breeding,Temperature,0.0038386685190910878,5.493747145051697,5.493747145051697,Positive,0.10510523839369068,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF67,BF67,BF67,482500.09339765523,6187499.756401075,tmean_breeding,Temperature,0.0036908843716487207,4.9558066745516,4.9558066745516,Positive,0.10874332286171279,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF68,BF68,BF68,482500.106118653,6192499.758727317,tmean_breeding,Temperature,0.003566920789030731,4.630558235949662,4.630558235949662,Positive,0.1101476438160478,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF69,BF69,BF69,482500.11408775987,6197499.797900253,perc_urban,Urban,0.0016745820368344955,4.6292811741996935,4.6292811741996935,Positive,0.14728407554657943,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF70,BF70,BF70,487500.0613181969,6152499.826749672,tmean_breeding,Temperature,0.0035050687988599314,5.397650865747641,5.397650865747641,Positive,0.08534598599076344,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF71,BF71,BF71,487500.03120470024,6157499.875939318,tmean_breeding,Temperature,0.0036119845599092357,5.598382712361526,5.598382712361526,Positive,0.08790209251149585,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF72,BF72,BF72,487500.0414117519,6162499.85063891,tmean_breeding,Temperature,0.003705170726929627,5.727133497882193,5.727133497882193,Positive,0.09048323456997612,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF73,BF73,BF73,487500.02902736043,6167499.751005261,tmean_breeding,Temperature,0.003783190926470308,5.780544249390023,5.780544249390023,Positive,0.09307556498430984,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF75,BF75,BF75,487500.06427121063,6177499.773449097,tmean_breeding,Temperature,0.003838798068294307,5.604666717428922,5.604666717428922,Positive,0.09764890374423577,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF76,BF76,BF76,487500.0490462398,6182499.784371457,tmean_breeding,Temperature,0.0037973108731731552,5.377424815327357,5.377424815327357,Positive,0.09926660919196685,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF77,BF77,BF77,487500.0746598672,6187499.7206850415,tmean_breeding,Temperature,0.0037165771479894267,5.092376962167544,5.092376962167544,Positive,0.10054855214021899,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF78,BF78,BF78,487500.07920825994,6192499.805137645,tmean_breeding,Temperature,0.0036035944359481716,4.772914147838083,4.772914147838083,Positive,0.10168349779843812,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF79,BF79,BF79,487500.06227952236,6197499.815116662,perc_urban,Urban,0.001661324493905621,4.734052526505226,4.734052526505226,Positive,0.1419415907999921,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF80,BF80,BF80,492500.0457424066,6152499.90235705,tmean_breeding,Temperature,0.0034234559518456593,5.379953887244648,5.379953887244648,Positive,0.08096662777174576,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF81,BF81,BF81,492500.0575680637,6157499.820932193,tmean_breeding,Temperature,0.003543776758889142,5.605480269025893,5.605480269025893,Positive,0.0829743186372162,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF82,BF82,BF82,492500.03082487086,6162499.776445566,tmean_breeding,Temperature,0.0036481266193030097,5.753975799336841,5.753975799336841,Positive,0.08499944502252085,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF83,BF83,BF83,492500.0286680475,6167499.768765947,tmean_breeding,Temperature,0.0037362634623167882,5.821965188875148,5.821965188875148,Positive,0.08703228997790895,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF85,BF85,BF85,492500.0351787714,6177499.752555744,tmean_breeding,Temperature,0.0038234279941249333,5.685533947439394,5.685533947439394,Positive,0.0906236213100609,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF87,BF87,BF87,492500.07761814806,6187499.77211941,tmean_breeding,Temperature,0.0037283837872933642,5.19994806842896,5.19994806842896,Positive,0.09274667589241405,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF88,BF88,BF88,492500.07324634277,6192499.725767915,tmean_breeding,Temperature,0.003626482516192268,4.887616971000856,4.887616971000856,Positive,0.09352046689567098,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF89,BF89,BF89,492500.0313184269,6197499.716196409,perc_urban,Urban,0.0016436980367931682,4.810049389713884,4.810049389713884,Positive,0.13651805952948234,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BF90,BF90,BF90,497500.06872812915,6152499.8867905075,tmean_breeding,Temperature,0.0033426288973737615,5.3530306598735695,5.3530306598735695,Positive,0.07729202672128829,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF91,BF91,BF91,497500.05965140025,6157499.795699069,tmean_breeding,Temperature,0.003476958028999448,5.605913623129852,5.605913623129852,Positive,0.07875084931991524,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF92,BF92,BF92,497500.05900778656,6162499.852742528,tmean_breeding,Temperature,0.003592187620873732,5.7745080688584025,5.7745080688584025,Positive,0.08021385022468576,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF93,BF93,BF93,497500.06666914717,6167499.835318215,tmean_breeding,Temperature,0.0036878867123546735,5.853866855169847,5.853866855169847,Positive,0.08167850566918008,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF94,BF94,BF94,497500.0197826457,6172499.743439123,tmean_breeding,Temperature,0.003759454181870176,5.8433122264359225,5.8433122264359225,Positive,0.08304690004748344,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF95,BF95,BF95,497500.0442688116,6177499.79959253,tmean_breeding,Temperature,0.003794280309596115,5.737769600040605,5.737769600040605,Positive,0.08417476721490222,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF97,BF97,BF97,497500.0556179109,6187499.799593099,tmean_breeding,Temperature,0.0037227168294989565,5.274470701109903,5.274470701109903,Positive,0.08541523741660473,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF98,BF98,BF98,497500.0426321929,6192499.743392498,tmean_breeding,Temperature,0.003628762535658695,4.965736277478297,4.965736277478297,Positive,0.08574870774339804,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BF99,BF99,BF99,497500.03818358126,6197499.723877846,perc_urban,Urban,0.0016209505167796307,4.853694707049702,4.853694707049702,Positive,0.13112093763530813,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG27,BG27,BG27,462500.03912906913,6137499.887313023,tmean_breeding,Temperature,0.0035278817727686287,4.481204057826207,4.481204057826207,Positive,0.093594968443149,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG28,BG28,BG28,462500.0656512389,6142499.951349777,tmean_breeding,Temperature,0.003666346259275724,4.798878489092288,4.798878489092288,Positive,0.10009040376594419,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG29,BG29,BG29,462500.0848712415,6147499.9416772155,tmean_breeding,Temperature,0.0037667099127462332,5.048527980142467,5.048527980142467,Positive,0.10644004437209996,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG30,BG30,BG30,467499.9967437505,6102499.680064469,perc_urban,Urban,9.580063944396362e-4,1.8488058828445504,1.8488058828445504,Positive,0.04956878689601673,Foraging guild,Gulls,5,single_predictor,FALSE,No supported driver,Not supported
BG31,BG31,BG31,467499.9036355267,6107499.750328558,perc_urban,Urban,9.969451279218152e-4,1.972376949495253,1.972376949495253,Positive,0.055788679987929614,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG32,BG32,BG32,467499.9121467563,6112499.746075479,tmean_breeding,Temperature,0.002021257771756592,2.1335508923284987,2.1335508923284987,Positive,0.06106725706800564,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG33,BG33,BG33,467499.8958406751,6117499.779495673,tmean_breeding,Temperature,0.002432905566066358,2.707083047601866,2.707083047601866,Positive,0.06716801498523187,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG39,BG39,BG39,467500.05551854515,6147499.874007825,tmean_breeding,Temperature,0.003707171885087772,5.110589744006983,5.110589744006983,Positive,0.10161731325848071,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG41,BG41,BG41,472499.9268347365,6107499.810952676,perc_urban,Urban,0.0010439326521806123,2.1327865971974207,2.1327865971974207,Positive,0.06061840943560031,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG42,BG42,BG42,472499.93091908237,6112499.750577684,perc_urban,Urban,0.0010983504434594325,2.302433395859231,2.302433395859231,Positive,0.06740269002073897,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG43,BG43,BG43,472499.9588106177,6117499.838705269,tmean_breeding,Temperature,0.0023351612488421046,2.6746833407103994,2.6746833407103994,Positive,0.06669134396223368,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG45,BG45,BG45,472500.0200716098,6127499.904365897,tmean_breeding,Temperature,0.002978310991327385,3.726833999655042,3.726833999655042,Positive,0.0774664923312555,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG49,BG49,BG49,472500.049228468,6147499.927300755,tmean_breeding,Temperature,0.0036349417689226816,5.144759504935223,5.144759504935223,Positive,0.096682114366501,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG50,BG50,BG50,477499.9973141816,6102499.728152928,perc_urban,Urban,0.001030624994693954,2.101898763158356,2.101898763158356,Positive,0.05872583997328449,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG54,BG54,BG54,477500.0126907495,6122499.818980278,tmean_breeding,Temperature,0.002577057854633494,3.173107352735333,3.173107352735333,Positive,0.07068863173622326,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG55,BG55,BG55,477500.03509173164,6127499.82340314,tmean_breeding,Temperature,0.002876871547059188,3.6938825350811997,3.6938825350811997,Positive,0.07542641872711191,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG57,BG57,BG57,477500.0412068564,6137499.9440165525,tmean_breeding,Temperature,0.00328957648323471,4.536079563270414,4.536079563270414,Positive,0.08383128185979671,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG58,BG58,BG58,477500.0244174642,6142499.837590013,tmean_breeding,Temperature,0.0034347928357954713,4.872947104600348,4.872947104600348,Positive,0.08780307372128779,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG60,BG60,BG60,482499.9798820725,6102499.8077321,perc_urban,Urban,0.0010587930104619216,2.223198113389417,2.223198113389417,Positive,0.06233546374079484,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG61,BG61,BG61,482499.98409018014,6107499.848415741,perc_urban,Urban,0.0011154018882114755,2.4313324704855632,2.4313324704855632,Positive,0.06799631816440978,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG62,BG62,BG62,482499.97930829576,6112499.815047499,perc_urban,Urban,0.0011768802714798988,2.652383636996281,2.652383636996281,Positive,0.07419972187846291,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG63,BG63,BG63,482500.02986176877,6117499.818634525,perc_urban,Urban,0.0012391937077346332,2.874006251300107,2.874006251300107,Positive,0.08063594652852517,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG64,BG64,BG64,482500.00862455415,6122499.859659715,perc_urban,Urban,0.0012994503518074807,3.0845561769827405,3.0845561769827405,Positive,0.08705546246771388,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG65,BG65,BG65,482500.0426166273,6127499.826312609,tmean_breeding,Temperature,0.0027535832506216714,3.6181044844505226,3.6181044844505226,Positive,0.07331062539503715,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG66,BG66,BG66,482500.00588300487,6132499.941644865,tmean_breeding,Temperature,0.0029930304628724338,4.0850278082535825,4.0850278082535825,Positive,0.07706082715413116,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG67,BG67,BG67,482500.02427016397,6137499.871273607,tmean_breeding,Temperature,0.003182698222289902,4.491995681502182,4.491995681502182,Positive,0.08050605113010546,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG68,BG68,BG68,482500.03539951664,6142499.837998828,tmean_breeding,Temperature,0.0033389855735432373,4.848301601469837,4.848301601469837,Positive,0.08379408755662941,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG69,BG69,BG69,482500.039511587,6147499.841798756,tmean_breeding,Temperature,0.0034712700642399075,5.153717093147994,5.153717093147994,Positive,0.08705985528763584,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG70,BG70,BG70,487500.0348421291,6102499.812978593,perc_urban,Urban,0.0010793612778841164,2.341112443201423,2.341112443201423,Positive,0.06547647305295948,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG71,BG71,BG71,487499.98586005956,6107499.825717422,perc_urban,Urban,0.0011406535198560585,2.5781055544762044,2.5781055544762044,Positive,0.07107035327969222,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG72,BG72,BG72,487500.04020037403,6112499.875297073,perc_urban,Urban,0.0012047746921563904,2.8241368126637,2.8241368126637,Positive,0.07707516311597774,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG73,BG73,BG73,487500.0064094621,6117499.850954274,perc_urban,Urban,0.0012682870601425436,3.06654426536198,3.06654426536198,Positive,0.08321174412789177,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG74,BG74,BG74,487500.0124000873,6122499.863588602,perc_urban,Urban,0.0013303227251614362,3.2979187072722853,3.2979187072722853,Positive,0.08929413168908418,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG75,BG75,BG75,487500.058190043,6127499.913178598,perc_urban,Urban,0.001392212596221105,3.5180144313965314,3.5180144313965314,Positive,0.09518504338948819,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG76,BG76,BG76,487500.01661631186,6132499.888778622,tmean_breeding,Temperature,0.0028616689752904443,3.9875568671471284,3.9875568671471284,Positive,0.07450967731915202,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG79,BG79,BG79,487500.069157074,6147499.925851864,tmean_breeding,Temperature,0.0033791746233848537,5.1262401226489835,5.1262401226489835,Positive,0.08272853077890907,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG80,BG80,BG80,492500.05033699406,6102499.744442296,perc_urban,Urban,0.001094039869223786,2.465296485644936,2.465296485644936,Positive,0.06834526488084612,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG81,BG81,BG81,492500.01211780054,6107499.849601752,perc_urban,Urban,0.001157488414737972,2.7239100381600228,2.7239100381600228,Positive,0.07387170715647513,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG82,BG82,BG82,492500.06132339203,6112499.880421333,perc_urban,Urban,0.001221727892680928,2.9871931568485675,2.9871931568485675,Positive,0.0796398629228921,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG83,BG83,BG83,492500.0068079907,6117499.837203838,perc_urban,Urban,0.0012854945148358743,3.2464228521983096,3.2464228521983096,Positive,0.08548522520075304,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG84,BG84,BG84,492500.03992750257,6122499.830883491,perc_urban,Urban,0.0013482803853861382,3.4945926111858725,3.4945926111858725,Positive,0.09125875363758926,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG85,BG85,BG85,492500.03347061033,6127499.861656778,perc_urban,Urban,0.0014110171152986644,3.7313346724103016,3.7313346724103016,Positive,0.09680497536867523,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG86,BG86,BG86,492500.0510949549,6132499.929393534,perc_urban,Urban,0.0014704572377192819,3.958999972354626,3.958999972354626,Positive,0.10196680776657337,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG87,BG87,BG87,492500.02925978525,6137499.922894773,tmean_breeding,Temperature,0.002938498304591753,4.316691715558312,4.316691715558312,Positive,0.07468522019456576,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG89,BG89,BG89,492500.05814519007,6147499.909344381,tmean_breeding,Temperature,0.003283545450662336,5.081743358133419,5.081743358133419,Positive,0.0789220422199221,Foraging guild,Gulls,5,single_predictor,TRUE,Temperature,Positive
BG90,BG90,BG90,497500.04236272007,6102499.824620573,perc_urban,Urban,0.001103398641975662,2.5891761846038257,2.5891761846038257,Positive,0.07084367428921504,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG91,BG91,BG91,497500.01451139763,6107499.808974277,perc_urban,Urban,0.001166179412839508,2.8607948040432345,2.8607948040432345,Positive,0.0762956128653422,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG92,BG92,BG92,497500.05856603594,6112499.830354991,perc_urban,Urban,0.001229164006439197,3.134265880665237,3.134265880665237,Positive,0.08186886116443612,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG93,BG93,BG93,497500.04702172836,6117499.888816063,perc_urban,Urban,0.001292280248665488,3.4038362782130958,3.4038362782130958,Positive,0.08748740056485318,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG94,BG94,BG94,497500.04360713303,6122499.873015075,perc_urban,Urban,0.0013547546858431617,3.6622458987563733,3.6622458987563733,Positive,0.09297759474903192,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG95,BG95,BG95,497500.0483908097,6127499.894213497,perc_urban,Urban,0.0014162285941691538,3.9094735195559482,3.9094735195559482,Positive,0.09818815706736098,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
BG96,BG96,BG96,497500.0613110999,6132499.841104226,perc_urban,Urban,0.001472616356100797,4.143898116395835,4.143898116395835,Positive,0.10297368489958306,Foraging guild,Gulls,5,single_predictor,TRUE,Urban,Positive
