trait_family,trait_value,n_species,base_site,site_from,site_to,X,Y,local_r2,dominant_predictor,dominant_predictor_label,dominant_local_t,dominant_abs_local_t,supported,dominant_driver,dominant_direction
Foraging guild,Passerine seedeaters,12,DF61,DF61,DF61,582500.0863001315,6157499.901682529,0.2205140622196492,tmean_breeding,Temperature,-6.262322134346433,6.262322134346433,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF62,DF62,DF62,582500.0688732299,6162499.91803773,0.2174611793764875,tmean_breeding,Temperature,-6.580502968293668,6.580502968293668,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF70,DF70,DF70,587500.0815321453,6152499.907091927,0.23300975421401243,tmean_breeding,Temperature,-5.360828500241769,5.360828500241769,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF71,DF71,DF71,587500.064427627,6157499.934001944,0.22906510253002724,tmean_breeding,Temperature,-5.758664047547797,5.758664047547797,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF72,DF72,DF72,587500.0831289394,6162499.89047789,0.2247412909976835,tmean_breeding,Temperature,-6.119660495710847,6.119660495710847,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF80,DF80,DF80,592500.1000892023,6152499.904054666,0.24663713134402324,tmean_breeding,Temperature,-4.912189968748737,4.912189968748737,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,BD56,BD56,BD56,477500.0801616678,6282499.719876353,0.4301088599223784,perc_cropland,Cropland,5.137026775716194,5.137026775716194,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DF81,DF81,DF81,592500.1360954175,6157499.880622524,0.24187603800520407,tmean_breeding,Temperature,-5.332537813893275,5.332537813893275,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF96,DF96,DF96,597500.0114531335,6182499.907238431,0.21961774449513108,tmean_breeding,Temperature,-6.598110837828453,6.598110837828453,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF97,DF97,DF97,597499.9710038947,6187499.863307686,0.20940430964588105,tmean_breeding,Temperature,-6.664358363985459,6.664358363985459,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DF98,DF98,DF98,597499.9873134624,6192499.861592982,0.1987001197690764,tmean_breeding,Temperature,-6.604950571119214,6.604950571119214,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG00,DG00,DG00,552500.1089325006,6102499.820040352,0.21540954451227812,perc_cropland,Cropland,4.301820625203761,4.301820625203761,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG07,DG07,DG07,552500.0776589774,6137499.8553233305,0.23493116388435265,tmean_breeding,Temperature,-8.528329357399123,8.528329357399123,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,BD57,BD57,BD57,477500.05835724296,6287499.679689139,0.42194906617120376,perc_cropland,Cropland,5.026817962011849,5.026817962011849,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG08,DG08,DG08,552500.0980597695,6142499.949654789,0.24051136502588535,tmean_breeding,Temperature,-9.331462924060471,9.331462924060471,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG09,DG09,DG09,552500.0800114883,6147499.859026643,0.24525001552178685,tmean_breeding,Temperature,-10.014951516185404,10.014951516185404,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG14,DG14,DG14,557500.0859443847,6122499.842967669,0.21724345706138104,tmean_breeding,Temperature,-5.2500301402541,5.2500301402541,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG15,DG15,DG15,557500.1128352805,6127499.926189727,0.21952843552544626,tmean_breeding,Temperature,-6.047672499465666,6.047672499465666,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG16,DG16,DG16,557500.0859944862,6132499.9357982185,0.22318480389166756,tmean_breeding,Temperature,-6.874978483144181,6.874978483144181,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG17,DG17,DG17,557500.0682798454,6137499.872589368,0.22761020317782446,tmean_breeding,Temperature,-7.688140662104732,7.688140662104732,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG18,DG18,DG18,557500.0560698126,6142499.959101104,0.23206687122509623,tmean_breeding,Temperature,-8.443396118275565,8.443396118275565,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG19,DG19,DG19,557500.051534985,6147499.972744273,0.2360226406909375,tmean_breeding,Temperature,-9.098382260139527,9.098382260139527,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG22,DG22,DG22,562500.0912223725,6112499.9040538985,0.21736034938340082,perc_cropland,Cropland,4.549589452982202,4.549589452982202,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD58,BD58,BD58,477500.0542861005,6292499.787203539,0.41331930565002345,perc_cropland,Cropland,4.914881500506735,4.914881500506735,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG23,DG23,DG23,562500.0828425015,6117499.910760884,0.21672981572028818,perc_cropland,Cropland,4.655595962313392,4.655595962313392,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG24,DG24,DG24,562500.1336018639,6122499.845666463,0.2165054924553015,perc_cropland,Cropland,4.7407414852115455,4.7407414852115455,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG25,DG25,DG25,562500.112409009,6127499.929512105,0.21720499440175395,tmean_breeding,Temperature,-5.429064247288176,5.429064247288176,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG26,DG26,DG26,562500.085315404,6132499.940609023,0.21908830018358452,tmean_breeding,Temperature,-6.175750798185758,6.175750798185758,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG27,DG27,DG27,562500.1149576314,6137499.879825633,0.2217058585444193,tmean_breeding,Temperature,-6.9098762694498355,6.9098762694498355,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG28,DG28,DG28,562500.0706574302,6142499.967904787,0.2246351069777588,tmean_breeding,Temperature,-7.601906959922851,7.601906959922851,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG29,DG29,DG29,562500.0814846822,6147499.984051399,0.22753059803124706,tmean_breeding,Temperature,-8.219918823945862,8.219918823945862,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,BD59,BD59,BD59,477500.06639862224,6297499.708461465,0.40413136276618616,perc_cropland,Cropland,4.826932537150489,4.826932537150489,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG33,DG33,DG33,567500.1053109345,6117499.863251292,0.21833661748718405,perc_cropland,Cropland,4.597856401388766,4.597856401388766,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG34,DG34,DG34,567500.1228144517,6122499.919391854,0.21743781016039015,perc_cropland,Cropland,4.697802753578986,4.697802753578986,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG35,DG35,DG35,567500.1194090074,6127499.9028383605,0.2169722873663969,tmean_breeding,Temperature,-4.883594913187185,4.883594913187185,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG36,DG36,DG36,567500.0926647738,6132499.924840984,0.21729871839433812,tmean_breeding,Temperature,-5.556583477725475,5.556583477725475,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG37,DG37,DG37,567500.1069042278,6137499.875061364,0.2182323794328949,tmean_breeding,Temperature,-6.2164709885668685,6.2164709885668685,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG38,DG38,DG38,567500.0944806039,6142499.975064417,0.2195510380645959,tmean_breeding,Temperature,-6.840933734003347,6.840933734003347,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG39,DG39,DG39,567500.0597612784,6147499.890981247,0.2210759416207488,tmean_breeding,Temperature,-7.409132706346144,7.409132706346144,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG41,DG41,DG41,572500.1270477285,6107499.844195573,0.2236107373584623,perc_cropland,Cropland,4.240460049746655,4.240460049746655,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG42,DG42,DG42,572500.1240832573,6112499.841285639,0.2226213104464734,perc_cropland,Cropland,4.373266691400226,4.373266691400226,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,AE93,AE93,AE93,447500.1701742312,6217499.746982312,0.4850907307294368,perc_cropland,Cropland,3.370785178821036,3.370785178821036,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD60,BD60,BD60,482500.06846866757,6252499.64834874,0.4573092039039997,perc_cropland,Cropland,5.528023443259667,5.528023443259667,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG43,DG43,DG43,572500.0844316228,6117499.87702596,0.22143740791212227,perc_cropland,Cropland,4.494003701298269,4.494003701298269,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG44,DG44,DG44,572500.1345045101,6122499.95346573,0.22027841806864926,perc_cropland,Cropland,4.601655496556023,4.601655496556023,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG45,DG45,DG45,572500.0844221165,6127499.956186771,0.21918153128978324,perc_cropland,Cropland,4.693291422928533,4.693291422928533,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG46,DG46,DG46,572500.123968225,6132499.888275696,0.21840183959512208,tmean_breeding,Temperature,-5.0034612937540075,5.0034612937540075,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG47,DG47,DG47,572500.1215920995,6137499.970183186,0.2180745482975823,tmean_breeding,Temperature,-5.603107356154236,5.603107356154236,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG48,DG48,DG48,572500.0801946897,6142499.979324352,0.2180379821206925,tmean_breeding,Temperature,-6.168951760323967,6.168951760323967,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG49,DG49,DG49,572500.0622560608,6147499.916709808,0.2181211488292297,tmean_breeding,Temperature,-6.683487482152844,6.683487482152844,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG51,DG51,DG51,577500.0918429886,6107499.86185285,0.2284911051225968,perc_cropland,Cropland,4.1375512706065525,4.1375512706065525,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG52,DG52,DG52,577500.0899779424,6112499.887439063,0.22757216278905798,perc_cropland,Cropland,4.2550533688508665,4.2550533688508665,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD61,BD61,BD61,482500.09796961857,6257499.682375004,0.453579962378586,perc_cropland,Cropland,5.579419812341368,5.579419812341368,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG53,DG53,DG53,577500.1013102453,6117499.841510532,0.22641518755010132,perc_cropland,Cropland,4.367027112681029,4.367027112681029,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG54,DG54,DG54,577500.1209952927,6122499.946588742,0.22521759650466852,perc_cropland,Cropland,4.471206413820411,4.471206413820411,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG56,DG56,DG56,577500.129765069,6132499.940893321,0.22293520162259522,perc_cropland,Cropland,4.648779006283566,4.648779006283566,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG57,DG57,DG57,577500.1151194031,6137499.9413368525,0.22188743930866245,tmean_breeding,Temperature,-5.042410817542939,5.042410817542939,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG58,DG58,DG58,577500.1070374141,6142499.981399613,0.22088940994777498,tmean_breeding,Temperature,-5.565246119683183,5.565246119683183,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG59,DG59,DG59,577500.1065061892,6147499.949774658,0.21965620298389718,tmean_breeding,Temperature,-6.040409689084483,6.040409689084483,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG60,DG60,DG60,582500.1033814047,6102499.898955876,0.2353190635783877,perc_cropland,Cropland,3.950209603053765,3.950209603053765,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG61,DG61,DG61,582500.1087734731,6107499.811257644,0.2353740797218098,perc_cropland,Cropland,4.0425713072415554,4.0425713072415554,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG62,DG62,DG62,582500.1086388057,6112499.874676149,0.23484960373020228,perc_cropland,Cropland,4.143042082850628,4.143042082850628,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG63,DG63,DG63,582500.106121318,6117499.866638746,0.23392394697289928,perc_cropland,Cropland,4.240760081837185,4.240760081837185,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG64,DG64,DG64,582500.0981873247,6122499.898389105,0.23291524656896098,perc_cropland,Cropland,4.332930011151169,4.332930011151169,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG65,DG65,DG65,582500.1494407246,6127499.859806266,0.23199394154850125,perc_cropland,Cropland,4.424150717710065,4.424150717710065,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG66,DG66,DG66,582500.1276752406,6132499.971046642,0.23097429095148184,perc_cropland,Cropland,4.509296611031663,4.509296611031663,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG67,DG67,DG67,582500.1017190362,6137499.899436134,0.22971652195257963,perc_cropland,Cropland,4.596558170253958,4.596558170253958,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG68,DG68,DG68,582500.127661447,6142499.979957241,0.2280650891109076,tmean_breeding,Temperature,-5.008604617545488,5.008604617545488,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG69,DG69,DG69,582500.0820257012,6147499.987659226,0.22588174777108644,tmean_breeding,Temperature,-5.463775544657224,5.463775544657224,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG70,DG70,DG70,587500.1040743836,6102499.842870175,0.24347333153288708,perc_cropland,Cropland,3.8706683216759323,3.8706683216759323,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG71,DG71,DG71,587500.1277292037,6107499.8022988215,0.2444569592981856,perc_cropland,Cropland,3.9546617024196165,3.9546617024196165,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG72,DG72,DG72,587500.1300347799,6112499.912887864,0.24473413170391742,perc_cropland,Cropland,4.041817232376653,4.041817232376653,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG73,DG73,DG73,587500.1165678317,6117499.840793578,0.24458365014388642,perc_cropland,Cropland,4.131498748613949,4.131498748613949,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG74,DG74,DG74,587500.1433676686,6122499.921054047,0.2441608898883738,perc_cropland,Cropland,4.2141955886806155,4.2141955886806155,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG75,DG75,DG75,587500.1501098787,6127499.929842266,0.24344636283893953,perc_cropland,Cropland,4.289532264873761,4.289532264873761,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG76,DG76,DG76,587500.1358212815,6132499.8671259945,0.24245999479273156,perc_cropland,Cropland,4.364651317016888,4.364651317016888,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG77,DG77,DG77,587500.0951186153,6137499.955423165,0.24105258576809252,perc_cropland,Cropland,4.453554421259336,4.453554421259336,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG78,DG78,DG78,587500.0947161396,6142499.973410007,0.23911371628442807,perc_cropland,Cropland,4.558422963094812,4.558422963094812,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG79,DG79,DG79,587500.133423215,6147499.921055779,0.23644576444722418,tmean_breeding,Temperature,-4.93830669790169,4.93830669790169,TRUE,Temperature,Negative
Foraging guild,Passerine seedeaters,12,DG81,DG81,DG81,592500.1642016799,6107499.834659493,0.25545611941988156,perc_cropland,Cropland,3.8671854413415696,3.8671854413415696,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG82,DG82,DG82,592500.1719790371,6112499.890489254,0.2569125629127756,perc_cropland,Cropland,3.949835490030803,3.949835490030803,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD64,BD64,BD64,482500.05279373936,6272499.67016245,0.43612212895531915,perc_cropland,Cropland,5.608571292993223,5.608571292993223,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG83,DG83,DG83,592500.1462224028,6117499.874937038,0.25787532245985517,perc_cropland,Cropland,4.033816185170389,4.033816185170389,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG84,DG84,DG84,592500.1472162764,6122499.900566232,0.25831296650655555,perc_cropland,Cropland,4.111438911678781,4.111438911678781,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG85,DG85,DG85,592500.1125679152,6127499.854749453,0.2579994173924786,perc_cropland,Cropland,4.175103723443725,4.175103723443725,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG86,DG86,DG86,592500.165847554,6132499.851379236,0.2570259438103395,perc_cropland,Cropland,4.237102787743819,4.237102787743819,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG87,DG87,DG87,592500.1155330035,6137499.886446235,0.25554717103342905,perc_cropland,Cropland,4.319806261797826,4.319806261797826,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG88,DG88,DG88,592500.1507311421,6142499.963900514,0.2534312201635192,perc_cropland,Cropland,4.429907737012459,4.429907737012459,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG89,DG89,DG89,592500.1459106059,6147499.969781486,0.25054424204427217,perc_cropland,Cropland,4.5589671448584275,4.5589671448584275,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG90,DG90,DG90,597500.1713315928,6102499.826306785,0.2646267083545339,perc_cropland,Cropland,3.6927892766647976,3.6927892766647976,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG91,DG91,DG91,597500.1723162967,6107499.795391971,0.26805563640060776,perc_cropland,Cropland,3.7810021666223137,3.7810021666223137,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG92,DG92,DG92,597500.1866216981,6112499.805806173,0.27077085470512674,perc_cropland,Cropland,3.867704904663598,3.867704904663598,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG93,DG93,DG93,597500.1493824713,6117499.856123005,0.2728617779436216,perc_cropland,Cropland,3.9487725053608407,3.9487725053608407,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG94,DG94,DG94,597500.1256288488,6122499.836436391,0.2741565953340814,perc_cropland,Cropland,4.025104271997504,4.025104271997504,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG95,DG95,DG95,597500.1752226814,6127499.859382003,0.27455116278065583,perc_cropland,Cropland,4.0901951065995394,4.0901951065995394,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG96,DG96,DG96,597500.1698570813,6132499.922134469,0.2739891166017901,perc_cropland,Cropland,4.148079090141586,4.148079090141586,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG97,DG97,DG97,597500.1743571849,6137499.9147871975,0.27262582015946957,perc_cropland,Cropland,4.219740596861897,4.219740596861897,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG98,DG98,DG98,597500.1217638251,6142499.947179923,0.2704713287427294,perc_cropland,Cropland,4.321746676763639,4.321746676763639,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DG99,DG99,DG99,597500.1399889182,6147499.910806376,0.2675513970558314,perc_cropland,Cropland,4.455197707759098,4.455197707759098,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH06,DH06,DH06,552500.1885183516,6082499.894090945,0.21158386708315993,perc_cropland,Cropland,3.5175753217040993,3.5175753217040993,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH07,DH07,DH07,552500.1080240731,6087499.900931246,0.21329781060738834,perc_cropland,Cropland,3.7174957366711334,3.7174957366711334,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH08,DH08,DH08,552500.1224177002,6092499.835871966,0.21443593622111737,perc_cropland,Cropland,3.927460016446272,3.927460016446272,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD66,BD66,BD66,482500.0376611929,6282499.732977217,0.4206511397912362,perc_cropland,Cropland,5.468831121915947,5.468831121915947,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH09,DH09,DH09,552500.1002956021,6097499.919942602,0.2150663016963931,perc_cropland,Cropland,4.1260434749467745,4.1260434749467745,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH16,DH16,DH16,557500.1353999713,6082499.896520629,0.21317163519974766,perc_cropland,Cropland,3.573066180004352,3.573066180004352,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH17,DH17,DH17,557500.1315025091,6087499.894301601,0.2149266016178873,perc_cropland,Cropland,3.741491048642569,3.741491048642569,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH18,DH18,DH18,557500.14150952,6092499.930770529,0.21600771394240084,perc_cropland,Cropland,3.9284570456527863,3.9284570456527863,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH19,DH19,DH19,557500.1021907555,6097499.893807441,0.2165628713614114,perc_cropland,Cropland,4.119479184362816,4.119479184362816,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH26,DH26,DH26,562500.1313600574,6082499.897424985,0.21488491210578445,perc_cropland,Cropland,3.6281893476926927,3.6281893476926927,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH27,DH27,DH27,562500.1404915752,6087499.894655372,0.21683625345612323,perc_cropland,Cropland,3.7631597292739,3.7631597292739,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH28,DH28,DH28,562500.1479966408,6092499.930620275,0.217805132877614,perc_cropland,Cropland,3.915200652453165,3.915200652453165,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD67,BD67,BD67,482500.0596615541,6287499.763232267,0.4121283725872731,perc_cropland,Cropland,5.350535377049425,5.350535377049425,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH36,DH36,DH36,567500.1276941404,6082499.895786983,0.21680210910770858,perc_cropland,Cropland,3.6720203354973933,3.6720203354973933,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH37,DH37,DH37,567500.1504468835,6087499.901725202,0.21908706653470508,perc_cropland,Cropland,3.7812109411839923,3.7812109411839923,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH67,DH67,DH67,582500.150456362,6087499.846226105,0.22952440145200753,perc_cropland,Cropland,3.7101311064411564,3.7101311064411564,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD68,BD68,BD68,482500.01980244165,6292499.718820099,0.40309199983846905,perc_cropland,Cropland,5.218435487924567,5.218435487924567,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH75,DH75,DH75,587500.1331639127,6077499.873700988,0.22484766415706164,perc_cropland,Cropland,3.489130912285909,3.489130912285909,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH76,DH76,DH76,587500.1690374067,6082499.854533708,0.23014137850372704,perc_cropland,Cropland,3.5586017082687214,3.5586017082687214,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH85,DH85,DH85,592500.1356770925,6077499.908513531,0.23100933857582556,perc_cropland,Cropland,3.4158165568458014,3.4158165568458014,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH86,DH86,DH86,592500.1422768618,6082499.831678937,0.23643521624375144,perc_cropland,Cropland,3.4772932870828206,3.4772932870828206,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD69,BD69,BD69,482500.0410989809,6297499.710512316,0.3934914574234522,perc_cropland,Cropland,5.102859018687525,5.102859018687525,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH98,DH98,DH98,597500.1549924235,6092499.78831973,0.2555297550535676,perc_cropland,Cropland,3.52719296149686,3.52719296149686,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,DH99,DH99,DH99,597500.1873019559,6097499.787314182,0.26041927906961904,perc_cropland,Cropland,3.6069458524616564,3.6069458524616564,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED00,ED00,ED00,602500.0074655657,6252499.92582771,0.10670687641955527,perc_cropland,Cropland,4.805591687817829,4.805591687817829,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED01,ED01,ED01,602500.0069320137,6257499.875294123,0.10511205176797367,perc_cropland,Cropland,4.738598424990317,4.738598424990317,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED02,ED02,ED02,602499.9632342183,6262499.97639951,0.10563562715016774,perc_cropland,Cropland,4.6883483917728475,4.6883483917728475,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED03,ED03,ED03,602500.0034894047,6267500.009511617,0.10783304598713854,perc_cropland,Cropland,4.659246260929403,4.659246260929403,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EE08,EE08,EE08,602500.0238220977,6242499.8172161,0.11553520501262989,perc_cropland,Cropland,4.954490139616797,4.954490139616797,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,AE94,AE94,AE94,447500.1510277113,6222499.78450804,0.48925192184540356,perc_cropland,Cropland,3.4603573156961627,3.4603573156961627,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD70,BD70,BD70,487500.0817826781,6252499.672654292,0.44784937277176184,perc_cropland,Cropland,5.793455865417048,5.793455865417048,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EE09,EE09,EE09,602500.0332308657,6247499.906951615,0.1102804298882491,perc_cropland,Cropland,4.882516675813769,4.882516675813769,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB03,EB03,EB03,617499.4041724587,6347499.787013219,0.18442793242118852,perc_cropland,Cropland,3.2443542734295185,3.2443542734295185,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB04,EB04,EB04,617499.3770303854,6352499.760663346,0.18624731234363906,perc_cropland,Cropland,3.11169395447519,3.11169395447519,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB06,EB06,EB06,622499.452476495,6342499.958876019,0.1956222491696108,perc_cropland,Cropland,3.234387240731632,3.234387240731632,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB07,EB07,EB07,622499.340247113,6347499.802468584,0.19726451133563497,perc_cropland,Cropland,3.078396510950954,3.078396510950954,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB08,EB08,EB08,622499.3295501823,6352499.804013868,0.1998106966294554,perc_cropland,Cropland,2.9536622051082615,2.9536622051082615,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,BD71,BD71,BD71,487500.07274000347,6257499.676720983,0.44402056355510194,perc_cropland,Cropland,5.8592366955564,5.8592366955564,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,EB10,EB10,EB10,627499.3598611797,6352499.809865731,0.21678181628204288,perc_cropland,Cropland,2.7828125492897366,2.7828125492897366,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED12,ED12,ED12,607499.9846502618,6262499.948752708,0.10772375504425591,perc_cropland,Cropland,4.4914585135363625,4.4914585135363625,TRUE,Cropland,Positive
Foraging guild,Passerine seedeaters,12,ED13,ED13,ED13,607500.0289460056,6267499.969510026,0.11026898873062967,perc_cropland,Cropland,4.479022291013821,4.479022291013821,TRUE,Cropland,Positive
