atlas,species,measured_environment_explained,unexplained_or_residual_spatial,vp_column_sum,foraging_guild,atlas_index
1970s,Limosa_limosa,0.43598415259514445,0.564015847404855,0.9999999999999994,Scolopacids,1
1970s,Numenius_arquata,0.7255275527419341,0.27447244725806585,1,Scolopacids,1
1970s,Recurvirostra_avosetta,0.47544330767200066,0.524556692327999,0.9999999999999996,Plovers,1
1970s,Scolopax_rusticola,0.5488335789057284,0.4511664210942711,0.9999999999999994,Scolopacids,1
1970s,Sterna_hirundo,0.41669611727277,0.5833038827272311,1.000000000000001,Terns,1
1970s,Sterna_paradisaea,0.499664499109004,0.5003355008909964,1.0000000000000004,Terns,1
1970s,Sternula_albifrons,0.6285339977989459,0.37146600220105513,1.000000000000001,Terns,1
1970s,Thalasseus_sandvicensis,0.5377242108215368,0.4622757891784635,1.0000000000000002,Terns,1
1970s,Tringa_glareola,0.7795436548105968,0.2204563451894051,1.000000000000002,Scolopacids,1
1970s,Tringa_ochropus,0.400743231567171,0.5992567684328294,1.0000000000000004,Scolopacids,1
1970s,Tringa_totanus,0.3858053687002095,0.6141946312997908,1.0000000000000002,Scolopacids,1
1970s,Vanellus_vanellus,0.15648992073008194,0.8435100792699174,0.9999999999999993,Plovers,1
1970s,Columba_oenas,0.30169344604766707,0.698306553952334,1.000000000000001,Columbids,1
1970s,Columba_palumbus,0.18874095479917205,0.8112590452008285,1.0000000000000004,Columbids,1
1970s,Streptopelia_decaocto,0.22697691138705975,0.7730230886129403,1,Columbids,1
1970s,Streptopelia_turtur,0.38058302910504477,0.6194169708949548,0.9999999999999996,Columbids,1
1970s,Alcedo_atthis,0.33582768463415213,0.6641723153658476,0.9999999999999998,Kingfishers,1
1970s,Cuculus_canorus,0.12905611187624236,0.870943888123758,1.0000000000000004,Cuckoos,1
1970s,Falco_tinnunculus,0.14919682964218065,0.8508031703578206,1.0000000000000013,Diurnal raptors,1
1970s,Coturnix_coturnix,0.3705669581086919,0.6294330418913071,0.999999999999999,Gallinaceous birds,1
1970s,Perdix_perdix,0.10794924880869566,0.8920507511913025,0.9999999999999982,Gallinaceous birds,1
1970s,Crex_crex,0.24443754667007395,0.7555624533299257,0.9999999999999996,Rails,1
1970s,Fulica_atra,0.1112201313096796,0.8887798686903197,0.9999999999999992,Rails,1
1970s,Gallinula_chloropus,0.10869288656678759,0.8913071134332129,1.0000000000000004,Rails,1
1970s,Porzana_porzana,0.217908081809467,0.7820919181905309,0.9999999999999979,Rails,1
1970s,Rallus_aquaticus,0.09228916525225175,0.907710834747748,0.9999999999999998,Rails,1
1970s,Acanthis_flammea,0.18250308451274247,0.8174969154872579,1.0000000000000004,Passerine seedeaters,1
1970s,Acrocephalus_arundinaceus,0.15658314038826576,0.8434168596117342,1,Marsh warblers,1
1970s,Acrocephalus_palustris,0.11011214677575869,0.8898878532242414,1,Marsh warblers,1
1970s,Acrocephalus_schoenobaenus,0.14027925760586793,0.8597207423941312,0.9999999999999991,Marsh warblers,1
1970s,Acrocephalus_scirpaceus,0.15426618800216496,0.8457338119978346,0.9999999999999996,Marsh warblers,1
1970s,Aegithalos_caudatus,0.21673588502390714,0.7832641149760932,1.0000000000000002,Tit-like birds,1
1970s,Alauda_arvensis,0.22750269673790166,0.7724973032620991,1.0000000000000007,Open-land insectivores,1
1970s,Anthus_pratensis,0.2589135153840038,0.7410864846159946,0.9999999999999984,Open-land insectivores,1
1970s,Anthus_trivialis,0.2423756824478147,0.7576243175521848,0.9999999999999996,Low flycatching feeders,1
1970s,Carduelis_carduelis,0.09061675923707872,0.9093832407629219,1.0000000000000007,Passerine seedeaters,1
1970s,Carpodacus_erythrinus,0.5734990656987192,0.42650093430128017,0.9999999999999993,Passerine seedeaters,1
1970s,Certhia_brachydactyla,0.2919618498489874,0.7080381501510106,0.999999999999998,Tit-like birds,1
1970s,Certhia_familiaris,0.13389101327942743,0.8661089867205732,1.0000000000000007,Tit-like birds,1
1970s,Chloris_chloris,0.12062936883214921,0.8793706311678504,0.9999999999999997,Passerine seedeaters,1
1970s,Cinclus_cinclus,0.469590591139559,0.5304094088604411,1,Dippers,1
1970s,Coccothraustes_coccothraustes,0.17424397359037722,0.8257560264096214,0.9999999999999987,Passerine seedeaters,1
1970s,Coloeus_monedula,0.2444583656143592,0.7555416343856418,1.000000000000001,Omnivorous corvids,1
1970s,Corvus_corax,0.46178460228576834,0.538215397714232,1.0000000000000004,Omnivorous corvids,1
1970s,Corvus_cornix,0.08895799451987331,0.9110420054801261,0.9999999999999994,Omnivorous corvids,1
1970s,Corvus_corone,0.7059113262810265,0.29408867371897235,0.9999999999999989,Omnivorous corvids,1
1970s,Corvus_frugilegus,0.5874647193462856,0.41253528065371503,1.0000000000000007,Omnivorous corvids,1
1970s,Curruca_communis,0.08143961560237514,0.918560384397626,1.000000000000001,Foliage gleaners,1
1970s,Curruca_curruca,0.07030287768125844,0.9296971223187398,0.9999999999999982,Foliage gleaners,1
1970s,Cyanistes_caeruleus,0.09497521791722177,0.905024782082779,1.0000000000000009,Tit-like birds,1
1970s,Delichon_urbicum,0.24408610822092658,0.7559138917790745,1.000000000000001,Aerial insectivores,1
1970s,Emberiza_calandra,0.2337964102957255,0.7662035897042749,1.0000000000000004,Buntings,1
1970s,Emberiza_citrinella,0.22297894120592096,0.7770210587940792,1.0000000000000002,Buntings,1
1970s,Emberiza_schoeniclus,0.074397323890486,0.9256026761095132,0.9999999999999992,Buntings,1
1970s,Erithacus_rubecula,0.13913360646143322,0.8608663935385663,0.9999999999999996,Low flycatching feeders,1
1970s,Ficedula_hypoleuca,0.3008519274735947,0.6991480725264061,1.0000000000000009,Flycatchers,1
1970s,Ficedula_parva,0.370434854555235,0.6295651454447649,1,Flycatchers,1
1970s,Fringilla_coelebs,0.3222811112211003,0.6777188887788986,0.9999999999999989,Foliage gleaners,1
1970s,Garrulus_glandarius,0.13413861472197897,0.8658613852780209,0.9999999999999999,Omnivorous corvids,1
1970s,Hippolais_icterina,0.05658094586524432,0.9434190541347551,0.9999999999999994,Foliage gleaners,1
1970s,Hirundo_rustica,0.22332309286527297,0.7766769071347279,1.0000000000000009,Aerial insectivores,1
1970s,Lanius_collurio,0.3809656722058239,0.6190343277941769,1.0000000000000009,Shrikes,1
1970s,Lanius_excubitor,0.7282710828395828,0.2717289171604174,1.0000000000000002,Shrikes,1
1970s,Linaria_cannabina,0.09545570686704954,0.9045442931329493,0.9999999999999988,Passerine seedeaters,1
1970s,Locustella_luscinioides,0.1541645124263415,0.8458354875736588,1.0000000000000002,Marsh warblers,1
1970s,Locustella_naevia,0.13195650974123002,0.8680434902587701,1.0000000000000002,Marsh warblers,1
1970s,Lophophanes_cristatus,0.06543161825155978,0.9345683817484406,1.0000000000000004,Tit-like birds,1
1970s,Loxia_curvirostra,0.31170562883808944,0.6882943711619106,1,Passerine seedeaters,1
1970s,Lullula_arborea,0.5500432727473122,0.44995672725268787,1,Open-land insectivores,1
1970s,Luscinia_luscinia,0.260440095735328,0.7395599042646717,0.9999999999999997,Low flycatching feeders,1
1970s,Motacilla_alba,0.08731429911547481,0.9126857008845254,1.0000000000000002,Open-land insectivores,1
1970s,Motacilla_cinerea,0.1596071824632296,0.8403928175367695,0.9999999999999991,Open-land insectivores,1
1970s,Motacilla_flava,0.26722294984737377,0.7327770501526264,1.0000000000000002,Open-land insectivores,1
1970s,Muscicapa_striata,0.10482086617431913,0.895179133825679,0.9999999999999982,Flycatchers,1
1970s,Oenanthe_oenanthe,0.3680989244085913,0.6319010755914082,0.9999999999999996,Low flycatching feeders,1
1970s,Oriolus_oriolus,0.19920608040353563,0.800793919596465,1.0000000000000007,Orioles,1
1970s,Panurus_biarmicus,0.41116567341887394,0.5888343265811252,0.9999999999999991,Reedlings,1
1970s,Parus_major,0.1881318100274179,0.8118681899725837,1.0000000000000016,Tit-like birds,1
1970s,Passer_domesticus,0.22549455474499291,0.7745054452550076,1.0000000000000004,Passerine seedeaters,1
1970s,Passer_montanus,0.15539266454729217,0.8446073354527085,1.0000000000000007,Passerine seedeaters,1
1970s,Periparus_ater,0.26078418633750294,0.7392158136624968,0.9999999999999998,Tit-like birds,1
1970s,Phoenicurus_ochruros,0.38142477710178013,0.6185752228982196,0.9999999999999998,Low flycatching feeders,1
1970s,Phoenicurus_phoenicurus,0.11264748352888031,0.8873525164711203,1.0000000000000007,Low flycatching feeders,1
1970s,Phylloscopus_collybita,0.12854243421638442,0.8714575657836142,0.9999999999999987,Foliage gleaners,1
1970s,Phylloscopus_sibilatrix,0.21111693137854964,0.7888830686214506,1.0000000000000002,Foliage gleaners,1
1970s,Phylloscopus_trochilus,0.11645620849200208,0.8835437915079983,1.0000000000000004,Foliage gleaners,1
1970s,Pica_pica,0.15627866991878725,0.8437213300812126,0.9999999999999999,Omnivorous corvids,1
1970s,Poecile_palustris,0.11342522475480225,0.886574775245199,1.0000000000000013,Tit-like birds,1
1970s,Prunella_modularis,0.08880859519385835,0.9111914048061429,1.0000000000000013,Low flycatching feeders,1
1970s,Pyrrhula_pyrrhula,0.21160888167853648,0.7883911183214628,0.9999999999999993,Passerine seedeaters,1
1970s,Regulus_ignicapilla,0.263604867752187,0.7363951322478127,0.9999999999999998,Tit-like birds,1
1970s,Regulus_regulus,0.1447694956326573,0.8552305043673429,1.0000000000000002,Tit-like birds,1
1970s,Remiz_pendulinus,0.2037523130002267,0.7962476869997742,1.0000000000000009,Tit-like birds,1
1970s,Riparia_riparia,0.2832170294377808,0.71678297056222,1.0000000000000009,Aerial insectivores,1
1970s,Saxicola_rubetra,0.08932388806358434,0.9106761119364164,1.0000000000000007,Low flycatching feeders,1
1970s,Serinus_serinus,0.6479406557559617,0.35205934424403856,1.0000000000000002,Passerine seedeaters,1
1970s,Sitta_europaea,0.10454945350687239,0.8954505464931273,0.9999999999999997,Tit-like birds,1
1970s,Spinus_spinus,0.4776706959995883,0.5223293040004121,1.0000000000000004,Passerine seedeaters,1
1970s,Sturnus_vulgaris,0.23540019134220524,0.764599808657794,0.9999999999999992,Starlings,1
1970s,Sylvia_atricapilla,0.06992863733599293,0.9300713626640073,1.0000000000000002,Foliage gleaners,1
1970s,Sylvia_borin,0.15638980040520387,0.8436101995947953,0.9999999999999992,Foliage gleaners,1
1970s,Troglodytes_troglodytes,0.11540560307234131,0.88459439692766,1.0000000000000013,Low flycatching feeders,1
1970s,Turdus_merula,0.3513755364163222,0.6486244635836791,1.0000000000000013,Thrushes,1
1970s,Turdus_philomelos,0.15612130256169116,0.8438786974383105,1.0000000000000016,Thrushes,1
1970s,Turdus_pilaris,0.15295283502982185,0.8470471649701774,0.9999999999999992,Thrushes,1
1970s,Turdus_viscivorus,0.2654431059160276,0.7345568940839732,1.0000000000000009,Thrushes,1
1970s,Ardea_cinerea,0.47290512905025334,0.5270948709497468,1.0000000000000002,Wading birds,1
1970s,Botaurus_stellaris,0.2697632128053486,0.7302367871946525,1.000000000000001,Wading birds,1
1970s,Dendrocopos_major,0.19337656963201386,0.8066234303679861,1,Woodpeckers,1
1970s,Dryobates_minor,0.4248269008389676,0.5751730991610325,1.0000000000000002,Woodpeckers,1
1970s,Dryocopus_martius,0.4510833285964824,0.5489166714035179,1.0000000000000002,Woodpeckers,1
1970s,Jynx_torquilla,0.4928336711478111,0.5071663288521888,1,Woodpeckers,1
1970s,Picus_viridis,0.2105999145122905,0.7894000854877092,0.9999999999999998,Woodpeckers,1
1970s,Podiceps_cristatus,0.12052881713095354,0.8794711828690469,1.0000000000000004,Aquatic pursuers,1
1970s,Podiceps_grisegena,0.18134323107044292,0.8186567689295573,1.0000000000000002,Aquatic pursuers,1
1970s,Podiceps_nigricollis,0.188390509452687,0.8116094905473127,0.9999999999999997,Aquatic pursuers,1
1970s,Tachybaptus_ruficollis,0.22788002575426677,0.7721199742457326,0.9999999999999994,Aquatic pursuers,1
1970s,Asio_flammeus,0.4072890645402963,0.5927109354597032,0.9999999999999996,Owls,1
1970s,Asio_otus,0.1318549773509842,0.8681450226490152,0.9999999999999993,Owls,1
1970s,Athene_noctua,0.18190340808558605,0.8180965919144146,1.0000000000000007,Owls,1
1970s,Strix_aluco,0.22815609339452503,0.7718439066054742,0.9999999999999992,Owls,1
1970s,Tyto_alba,0.6210134632462814,0.37898653675371985,1.0000000000000013,Owls,1
1990s,Accipiter_nisus,0.25627726296024017,0.7437227370397601,1.0000000000000002,Diurnal raptors,2
1990s,Astur_gentilis,0.588059562239993,0.411940437760006,0.999999999999999,Diurnal raptors,2
1990s,Buteo_buteo,0.405331126128675,0.5946688738713257,1.0000000000000007,Diurnal raptors,2
1990s,Circus_aeruginosus,0.4334868537760547,0.5665131462239456,1.0000000000000002,Diurnal raptors,2
1990s,Circus_pygargus,0.44768623973871713,0.5523137602612832,1.0000000000000004,Diurnal raptors,2
1990s,Pernis_apivorus,0.31474456589966227,0.685255434100337,0.9999999999999992,Diurnal raptors,2
1990s,Anas_acuta,0.46184705626428385,0.5381529437357159,0.9999999999999998,Dabbling ducks,2
1990s,Anas_crecca,0.22487140448935672,0.7751285955106436,1.0000000000000004,Dabbling ducks,2
1990s,Anas_platyrhynchos,0.15080262112360449,0.849197378876395,0.9999999999999996,Dabbling ducks,2
1990s,Anser_anser,0.15078065213289069,0.8492193478671101,1.0000000000000007,Grazing waterfowl,2
1990s,Aythya_ferina,0.08157382128545182,0.9184261787145482,1,Diving ducks,2
1990s,Aythya_fuligula,0.10034919102608805,0.8996508089739128,1.0000000000000009,Diving ducks,2
1990s,Cygnus_olor,0.16654913165158763,0.8334508683484122,0.9999999999999998,Grazing waterfowl,2
1990s,Mareca_strepera,0.36230478025301754,0.6376952197469815,0.9999999999999991,Dabbling ducks,2
1990s,Mergus_merganser,0.7365220275444144,0.2634779724555863,1.0000000000000007,Aquatic pursuers,2
1990s,Mergus_serrator,0.58734891754027585,0.41265108245972437,1.0000000000000002,Aquatic pursuers,2
1990s,Somateria_mollissima,0.6261282130487006,0.373871786951299,0.9999999999999996,Diving ducks,2
1990s,Spatula_clypeata,0.23847206655471115,0.7615279334452885,0.9999999999999996,Dabbling ducks,2
1990s,Spatula_querquedula,0.1728538891292885,0.8271461108707113,0.9999999999999998,Dabbling ducks,2
1990s,Tadorna_tadorna,0.23979677381157477,0.7602032261884243,0.9999999999999991,Dabbling ducks,2
1990s,Apus_apus,0.4383718258287028,0.5616281741712965,0.9999999999999993,Aerial insectivores,2
1990s,Caprimulgus_europaeus,0.5172744260106513,0.4827255739893487,1,Nigthjars,2
1990s,Anarhynchus_alexandrinus,0.46327190216528186,0.5367280978347185,1.0000000000000004,Plovers,2
1990s,Calidris_alpina,0.3636569563403951,0.6363430436596043,0.9999999999999993,Scolopacids,2
1990s,Calidris_pugnax,0.28712031749839856,0.7128796825016,0.9999999999999987,Scolopacids,2
1990s,Charadrius_dubius,0.3608724001832649,0.6391275998167357,1.0000000000000007,Plovers,2
1990s,Charadrius_hiaticula,0.663014354998937,0.33698564500106254,0.9999999999999996,Plovers,2
1990s,Chlidonias_niger,0.3852252261735852,0.6147747738264153,1.0000000000000004,Terns,2
1990s,Chroicocephalus_ridibundus,0.1926613584556957,0.8073386415443049,1.0000000000000007,Gulls,2
1990s,Gallinago_gallinago,0.24020683237344181,0.7597931676265587,1.0000000000000004,Scolopacids,2
1990s,Haematopus_ostralegus,0.5395581504107229,0.46044184958927764,1.0000000000000004,Plovers,2
1990s,Larus_argentatus,0.40374757260318583,0.5962524273968153,1.000000000000001,Gulls,2
1990s,Larus_canus,0.4370185175754903,0.5629814824245092,0.9999999999999996,Gulls,2
1990s,Larus_fuscus,0.5600325928453677,0.43996740715463223,0.9999999999999999,Gulls,2
1990s,Larus_marinus,0.4753364600266095,0.5246635399733904,1,Gulls,2
1990s,Limosa_limosa,0.3469401275146266,0.6530598724853732,0.9999999999999998,Scolopacids,2
1990s,Numenius_arquata,0.5122759506450236,0.48772404935497615,0.9999999999999998,Scolopacids,2
1990s,Recurvirostra_avosetta,0.4567990182552641,0.5432009817447355,0.9999999999999996,Plovers,2
1990s,Scolopax_rusticola,0.5122467253774319,0.48775327462256823,1,Scolopacids,2
1990s,Sterna_hirundo,0.27057166581476333,0.7294283341852373,1.0000000000000007,Terns,2
1990s,Sterna_paradisaea,0.5001507732200672,0.4998492267799325,0.9999999999999997,Terns,2
1990s,Sternula_albifrons,0.5283201356150687,0.4716798643849317,1.0000000000000004,Terns,2
1990s,Thalasseus_sandvicensis,0.672032240935967,0.3279677590640336,1.0000000000000007,Terns,2
1990s,Tringa_glareola,0.5496044430879338,0.4503955569120667,1.0000000000000004,Scolopacids,2
1990s,Tringa_ochropus,0.5666168158653908,0.4333831841346097,1.0000000000000004,Scolopacids,2
1990s,Tringa_totanus,0.4827629019594895,0.5172370980405104,1,Scolopacids,2
1990s,Vanellus_vanellus,0.1839845936223268,0.8160154063776727,0.9999999999999994,Plovers,2
1990s,Columba_oenas,0.37578121482484456,0.624218785175156,1.0000000000000007,Columbids,2
1990s,Columba_palumbus,0.24912831368623395,0.7508716863137649,0.9999999999999989,Columbids,2
1990s,Streptopelia_decaocto,0.4308648997312774,0.5691351002687232,1.0000000000000004,Columbids,2
1990s,Streptopelia_turtur,0.7581383716768789,0.2418616283231209,0.9999999999999998,Columbids,2
1990s,Alcedo_atthis,0.3164273235906384,0.6835726764093613,0.9999999999999997,Kingfishers,2
1990s,Cuculus_canorus,0.19707742961395475,0.802922570386045,0.9999999999999998,Cuckoos,2
1990s,Falco_tinnunculus,0.1794533363561736,0.8205466636438256,0.9999999999999991,Diurnal raptors,2
1990s,Coturnix_coturnix,0.33965188779807537,0.6603481122019256,1.0000000000000009,Gallinaceous birds,2
1990s,Perdix_perdix,0.14988795719383785,0.8501120428061625,1.0000000000000004,Gallinaceous birds,2
1990s,Crex_crex,0.36992565864285837,0.6300743413571415,0.9999999999999998,Rails,2
1990s,Fulica_atra,0.10723263056678063,0.8927673694332188,0.9999999999999994,Rails,2
1990s,Gallinula_chloropus,0.13997753405594163,0.8600224659440591,1.0000000000000007,Rails,2
1990s,Porzana_porzana,0.24668892225189745,0.7533110777481028,1.0000000000000002,Rails,2
1990s,Rallus_aquaticus,0.1873400263765604,0.8126599736234402,1.0000000000000007,Rails,2
1990s,Acanthis_flammea,0.1779681599556024,0.8220318400443977,1,Passerine seedeaters,2
1990s,Acrocephalus_arundinaceus,0.33256055186787836,0.6674394481321216,1,Marsh warblers,2
1990s,Acrocephalus_palustris,0.21624805820484963,0.78375194179515,0.9999999999999996,Marsh warblers,2
1990s,Acrocephalus_schoenobaenus,0.23236746765243899,0.7676325323475608,0.9999999999999998,Marsh warblers,2
1990s,Acrocephalus_scirpaceus,0.2887398033636615,0.711260196636338,0.9999999999999996,Marsh warblers,2
1990s,Aegithalos_caudatus,0.1767711183465418,0.8232288816534585,1.0000000000000004,Tit-like birds,2
1990s,Alauda_arvensis,0.4697419142440795,0.5302580857559199,0.9999999999999994,Open-land insectivores,2
1990s,Anthus_pratensis,0.44336618609265505,0.5566338139073448,0.9999999999999998,Open-land insectivores,2
1990s,Anthus_trivialis,0.32387740398671166,0.6761225960132878,0.9999999999999996,Low flycatching feeders,2
1990s,Carduelis_carduelis,0.23407682182101938,0.7659231781789797,0.9999999999999991,Passerine seedeaters,2
1990s,Carpodacus_erythrinus,0.5430917897072297,0.4569082102927703,1,Passerine seedeaters,2
1990s,Certhia_brachydactyla,0.39418182681879693,0.605818173181202,0.9999999999999989,Tit-like birds,2
1990s,Certhia_familiaris,0.18046900134219515,0.819530998657805,1.0000000000000002,Tit-like birds,2
1990s,Chloris_chloris,0.2227435757557985,0.777256424244201,0.9999999999999996,Passerine seedeaters,2
1990s,Cinclus_cinclus,0.8160883874178223,0.1839116125821769,0.9999999999999992,Dippers,2
1990s,Coccothraustes_coccothraustes,0.19219226787049698,0.8078077321295033,1.0000000000000002,Passerine seedeaters,2
1990s,Coloeus_monedula,0.40588856524251954,0.59411143475748,0.9999999999999996,Omnivorous corvids,2
1990s,Corvus_corax,0.19700183336108437,0.802998166638916,1.0000000000000004,Omnivorous corvids,2
1990s,Corvus_cornix,0.19532554580561773,0.8046744541943825,1.0000000000000002,Omnivorous corvids,2
1990s,Corvus_corone,0.8468194408370311,0.15318055916296983,1.0000000000000009,Omnivorous corvids,2
1990s,Corvus_frugilegus,0.7649936875161673,0.23500631248383266,0.9999999999999999,Omnivorous corvids,2
1990s,Curruca_communis,0.08916197323559517,0.9108380267644057,1.0000000000000009,Foliage gleaners,2
1990s,Curruca_curruca,0.10550448753551331,0.894495512464487,1.0000000000000002,Foliage gleaners,2
1990s,Cyanistes_caeruleus,0.12422843206218853,0.8757715679378121,1.0000000000000007,Tit-like birds,2
1990s,Delichon_urbicum,0.1991794234787841,0.8008205765212152,0.9999999999999993,Aerial insectivores,2
1990s,Emberiza_calandra,0.3950843410233922,0.6049156589766063,0.9999999999999984,Buntings,2
1990s,Emberiza_citrinella,0.3995454901015053,0.6004545098984946,0.9999999999999999,Buntings,2
1990s,Emberiza_schoeniclus,0.1652703636696452,0.8347296363303542,0.9999999999999994,Buntings,2
1990s,Erithacus_rubecula,0.24029433771602712,0.7597056622839732,1.0000000000000002,Low flycatching feeders,2
1990s,Ficedula_hypoleuca,0.18871125193031754,0.8112887480696831,1.0000000000000007,Flycatchers,2
1990s,Ficedula_parva,0.4442209306207708,0.5557790693792295,1.0000000000000002,Flycatchers,2
1990s,Fringilla_coelebs,0.4156644373526737,0.584335562647325,0.9999999999999987,Foliage gleaners,2
1990s,Garrulus_glandarius,0.24727335262104921,0.7527266473789503,0.9999999999999996,Omnivorous corvids,2
1990s,Hippolais_icterina,0.18269330558637636,0.8173066944136239,1.0000000000000002,Foliage gleaners,2
1990s,Hirundo_rustica,0.23803936047814847,0.7619606395218507,0.9999999999999991,Aerial insectivores,2
1990s,Lanius_collurio,0.48123490746065567,0.5187650925393442,0.9999999999999999,Shrikes,2
1990s,Lanius_excubitor,0.5679620723829647,0.4320379276170342,0.9999999999999989,Shrikes,2
1990s,Linaria_cannabina,0.12712351308272807,0.872876486917272,1,Passerine seedeaters,2
1990s,Locustella_luscinioides,0.42909794734254547,0.5709020526574538,0.9999999999999992,Marsh warblers,2
1990s,Locustella_naevia,0.2952358244819413,0.7047641755180579,0.9999999999999992,Marsh warblers,2
1990s,Lophophanes_cristatus,0.19280101186228002,0.8071989881377203,1.0000000000000002,Tit-like birds,2
1990s,Loxia_curvirostra,0.37938421521279037,0.6206157847872098,1.0000000000000002,Passerine seedeaters,2
1990s,Lullula_arborea,0.4409690589124344,0.5590309410875659,1.0000000000000002,Open-land insectivores,2
1990s,Luscinia_luscinia,0.16166283349496688,0.8383371665050331,1,Low flycatching feeders,2
1990s,Motacilla_alba,0.062065642890771676,0.9379343571092277,0.9999999999999993,Open-land insectivores,2
1990s,Motacilla_cinerea,0.14584239975810936,0.8541576002418911,1.0000000000000004,Open-land insectivores,2
1990s,Motacilla_flava,0.4342428690923418,0.5657571309076586,1.0000000000000004,Open-land insectivores,2
1990s,Muscicapa_striata,0.0943621710244282,0.9056378289755715,0.9999999999999998,Flycatchers,2
1990s,Oenanthe_oenanthe,0.28014446861055686,0.7198555313894438,1.0000000000000007,Low flycatching feeders,2
1990s,Oriolus_oriolus,0.5840851666711858,0.4159148333288144,1.0000000000000002,Orioles,2
1990s,Panurus_biarmicus,0.37347211862283136,0.6265278813771697,1.000000000000001,Reedlings,2
1990s,Parus_major,0.3243263921048967,0.6756736078951028,0.9999999999999996,Tit-like birds,2
1990s,Passer_domesticus,0.3313117871662182,0.6686882128337823,1.0000000000000004,Passerine seedeaters,2
1990s,Passer_montanus,0.16711654441586019,0.8328834555841382,0.9999999999999984,Passerine seedeaters,2
1990s,Periparus_ater,0.44795867019483965,0.5520413298051607,1.0000000000000004,Tit-like birds,2
1990s,Phoenicurus_ochruros,0.6871611789104494,0.3128388210895492,0.9999999999999986,Low flycatching feeders,2
1990s,Phoenicurus_phoenicurus,0.18102926025945668,0.818970739740543,0.9999999999999997,Low flycatching feeders,2
1990s,Phylloscopus_collybita,0.10471207538880598,0.8952879246111953,1.0000000000000013,Foliage gleaners,2
