atlas,draw,trait_family,full_r2t_y,drop_r2t_y,contribution
1970s,716,Species thermal index,0.2539926643883199,0.23987993536549196,0.014112729022827952
1970s,716,Migratory strategy,0.2539926643883199,0.187299766732261,0.0666928976560589
1970s,716,Foraging guild,0.2539926643883199,0.09567491497563553,0.1583177494126844
1970s,717,Species thermal index,0.1832839590549013,0.16726009511054402,0.016023863944357286
1970s,717,Migratory strategy,0.1832839590549013,0.12044166178086604,0.06284229727403526
1970s,717,Foraging guild,0.1832839590549013,0.09110129250498784,0.09218266654991346
1970s,718,Species thermal index,0.10836277226457919,0.09253681233141126,0.015825959933167932
1970s,718,Migratory strategy,0.10836277226457919,0.0558802864982658,0.05248248576631339
1970s,718,Foraging guild,0.10836277226457919,0.06113521570315423,0.04722755656142496
1970s,719,Species thermal index,0.0973355811250747,0.10098197573908073,-0.003646394614006024
1970s,719,Migratory strategy,0.0973355811250747,0.04004890467935964,0.057286676445715064
1970s,719,Foraging guild,0.0973355811250747,0.045701985813080534,0.05163359531199417
1970s,720,Species thermal index,0.29107558209585027,0.2832245220425072,0.007851060053343073
1970s,720,Migratory strategy,0.29107558209585027,0.2140745601491381,0.07700102194671218
1970s,720,Foraging guild,0.29107558209585027,0.06503881275671944,0.22603676933913083
1970s,721,Species thermal index,0.07111369918793073,0.05810210472758884,0.013011594460341891
1970s,721,Migratory strategy,0.07111369918793073,0.04166360757890723,0.029450091609023496
1970s,721,Foraging guild,0.07111369918793073,0.08962699797875284,-0.018513298790822114
1970s,722,Species thermal index,0.18662397769038444,0.176431567193039,0.010192410497345428
1970s,722,Migratory strategy,0.18662397769038444,0.1128439510862822,0.07378002660410224
1970s,722,Foraging guild,0.18662397769038444,0.09533701973971877,0.09128695795066567
1970s,723,Species thermal index,0.06842556820291787,0.061107683373737814,0.007317884829180055
1970s,723,Migratory strategy,0.06842556820291787,0.037634647683394085,0.030790920519523785
1970s,723,Foraging guild,0.06842556820291787,0.07785471536523159,-0.009429147162313717
1970s,724,Species thermal index,0.29624601278152923,0.2856918251515478,0.010554187629981449
1970s,724,Migratory strategy,0.29624601278152923,0.18626219719671944,0.1099838155848098
1970s,724,Foraging guild,0.29624601278152923,0.10193354689878859,0.19431246588274065
1970s,725,Species thermal index,0.17066676837289535,0.1686321373554383,0.0020346310174570448
1970s,725,Migratory strategy,0.17066676837289535,0.12368989628016547,0.04697687209272988
1970s,725,Foraging guild,0.17066676837289535,0.09612204209644681,0.07454472627644854
1970s,726,Species thermal index,0.13747871931772876,0.13764422579078037,-1.655064730516076e-4
1970s,726,Migratory strategy,0.13747871931772876,0.0735675850180897,0.06391113429963906
1970s,726,Foraging guild,0.13747871931772876,0.07424805887338752,0.06323066044434124
1970s,727,Species thermal index,0.19162319792041643,0.19165486086080016,-3.1662940383730964e-5
1970s,727,Migratory strategy,0.19162319792041643,0.17089809521665425,0.020725102703762183
1970s,727,Foraging guild,0.19162319792041643,0.04519085656869934,0.1464323413517171
1970s,728,Species thermal index,0.18112736319359274,0.1720057938030448,0.009121569390547951
1970s,728,Migratory strategy,0.18112736319359274,0.11212824009938405,0.06899912309420869
1970s,728,Foraging guild,0.18112736319359274,0.0960744406494829,0.08505292254410984
1970s,729,Species thermal index,0.12657384385311998,0.1199039637965175,0.00666988005660249
1970s,729,Migratory strategy,0.12657384385311998,0.0819702202932613,0.04460362355985868
1970s,729,Foraging guild,0.12657384385311998,0.0529329427468691,0.07364090110625088
1970s,730,Species thermal index,0.12098197344493164,0.11215716665103252,0.008824806793899118
1970s,730,Migratory strategy,0.12098197344493164,0.049962611450755263,0.07101936199417638
1970s,730,Foraging guild,0.12098197344493164,0.08604709446762457,0.03493487897730707
1970s,731,Species thermal index,0.14472745499191372,0.15258291649665512,-0.007855461504741396
1970s,731,Migratory strategy,0.14472745499191372,0.08143391483453857,0.06329354015737515
1970s,731,Foraging guild,0.14472745499191372,0.04892604469278065,0.09580141029913308
1970s,732,Species thermal index,0.0978352416134702,0.09712298076696808,7.122608465021107e-4
1970s,732,Migratory strategy,0.0978352416134702,0.0612693113526878,0.03656593026078239
1970s,732,Foraging guild,0.0978352416134702,0.04539120963197564,0.052444031981494554
1970s,733,Species thermal index,0.2732737529949926,0.2736170039119114,-3.432509169187803e-4
1970s,733,Migratory strategy,0.2732737529949926,0.14124041593636202,0.1320333370586306
1970s,733,Foraging guild,0.2732737529949926,0.08486579517496577,0.18840795782002684
1970s,734,Species thermal index,0.15839119746748662,0.15072108365112383,0.007670113816362789
1970s,734,Migratory strategy,0.15839119746748662,0.11262333522253477,0.04576786224495184
1970s,734,Foraging guild,0.15839119746748662,0.08808956066670984,0.07030163680077678
1970s,735,Species thermal index,0.08613838841389426,0.08805953117233087,-0.0019211427584366059
1970s,735,Migratory strategy,0.08613838841389426,0.017853646707272467,0.0682847417066218
1970s,735,Foraging guild,0.08613838841389426,0.06923520873605718,0.016903179677837082
1970s,736,Species thermal index,0.2526929769636706,0.2529260565602622,-2.3307959659157884e-4
1970s,736,Migratory strategy,0.2526929769636706,0.16560347688790386,0.08708950007576674
1970s,736,Foraging guild,0.2526929769636706,0.10185426831462471,0.1508387086490459
1970s,737,Species thermal index,0.14703275323905665,0.13539115240405694,0.01164160083499971
1970s,737,Migratory strategy,0.14703275323905665,0.06937508793791439,0.07765766530114226
1970s,737,Foraging guild,0.14703275323905665,0.09559651611407304,0.051436237124983616
1970s,738,Species thermal index,0.23688292761053925,0.2317708443944184,0.005112083216120861
1970s,738,Migratory strategy,0.23688292761053925,0.10537182071470347,0.13151110689583578
1970s,738,Foraging guild,0.23688292761053925,0.08901020062549085,0.14787272698504839
1970s,739,Species thermal index,0.12806561981894357,0.11756421015829006,0.010501409660653507
1970s,739,Migratory strategy,0.12806561981894357,0.08783894987242917,0.0402266699465144
1970s,739,Foraging guild,0.12806561981894357,0.07144570274809665,0.05661991707084692
1970s,740,Species thermal index,0.1170629070825688,0.1331083868217432,-0.01604547973917439
1970s,740,Migratory strategy,0.1170629070825688,0.06942765243855276,0.04763525464401605
1970s,740,Foraging guild,0.1170629070825688,0.05227702842463668,0.06478587865793212
1970s,741,Species thermal index,0.14638670061644604,0.140040753268716,0.00634594734773003
1970s,741,Migratory strategy,0.14638670061644604,0.07924465786179974,0.0671420427546463
1970s,741,Foraging guild,0.14638670061644604,0.06472422829009303,0.08166247232635301
1970s,742,Species thermal index,0.12801221481279365,0.12373356215090989,0.004278652661883764
1970s,742,Migratory strategy,0.12801221481279365,0.05214733468162601,0.07586488013116764
1970s,742,Foraging guild,0.12801221481279365,0.08789946681793721,0.04011274799485644
1970s,743,Species thermal index,0.08161505295569763,0.0868136001785711,-0.0051985472228734675
1970s,743,Migratory strategy,0.08161505295569763,0.03968703165010386,0.04192802130559377
1970s,743,Foraging guild,0.08161505295569763,0.05013437167886093,0.031480681276836696
1970s,744,Species thermal index,0.23177119441461236,0.23387812980767358,-0.0021069353930612267
1970s,744,Migratory strategy,0.23177119441461236,0.15388926696534722,0.07788192744926514
1970s,744,Foraging guild,0.23177119441461236,0.08454195564530613,0.14722923876930621
1970s,745,Species thermal index,0.18703830424970058,0.15394578762144423,0.03309251662825635
1970s,745,Migratory strategy,0.18703830424970058,0.09139610528596971,0.09564219896373087
1970s,745,Foraging guild,0.18703830424970058,0.10901914976869767,0.07801915448100291
1970s,746,Species thermal index,0.08189005163762238,0.08194104818668058,-5.099654905819928e-5
1970s,746,Migratory strategy,0.08189005163762238,0.01977439093261912,0.06211566070500325
1970s,746,Foraging guild,0.08189005163762238,0.0654807883561606,0.016409263281461778
1970s,747,Species thermal index,0.13492073098973562,0.12015857702471919,0.014762153965016428
1970s,747,Migratory strategy,0.13492073098973562,0.051046130609930865,0.08387460037980475
1970s,747,Foraging guild,0.13492073098973562,0.09422840637754283,0.040692324612192785
1970s,748,Species thermal index,0.20643070944557698,0.18811150577062596,0.018319203674951018
1970s,748,Migratory strategy,0.20643070944557698,0.13840911467662065,0.06802159476895633
1970s,748,Foraging guild,0.20643070944557698,0.11285676362615972,0.09357394581941726
1970s,749,Species thermal index,0.11348197752627731,0.13390504177536142,-0.020423064249084105
1970s,749,Migratory strategy,0.11348197752627731,0.036528601872682497,0.07695337565359481
1970s,749,Foraging guild,0.11348197752627731,0.05442968443043556,0.05905229309584175
1970s,750,Species thermal index,0.12611276691666926,0.11749801125018727,0.008614755666481982
1970s,750,Migratory strategy,0.12611276691666926,0.06153998570915456,0.0645727812075147
1970s,750,Foraging guild,0.12611276691666926,0.09664830874644458,0.02946445817022468
1970s,751,Species thermal index,0.1950713060342354,0.191772503625419,0.003298802408816387
1970s,751,Migratory strategy,0.1950713060342354,0.1316423512499832,0.0634289547842522
1970s,751,Foraging guild,0.1950713060342354,0.057234544235797345,0.13783676179843804
1970s,752,Species thermal index,0.1960408140077886,0.2070776379341234,-0.011036823926334788
1970s,752,Migratory strategy,0.1960408140077886,0.13788191747167794,0.05815889653611067
1970s,752,Foraging guild,0.1960408140077886,0.05353455381569194,0.14250626019209667
1970s,753,Species thermal index,0.07449972385242419,0.12612048427334888,-0.051620760420924686
1970s,753,Migratory strategy,0.07449972385242419,0.05096595271636134,0.02353377113606285
1970s,753,Foraging guild,0.07449972385242419,9.183609535418041e-4,0.07358136289888238
1970s,754,Species thermal index,0.20076767509421423,0.19526301839375632,0.0055046567004579106
1970s,754,Migratory strategy,0.20076767509421423,0.14909647839367596,0.05167119670053827
1970s,754,Foraging guild,0.20076767509421423,0.0648592762174134,0.13590839887680084
1970s,755,Species thermal index,0.05022014086707315,0.040180189964146906,0.010039950902926247
1970s,755,Migratory strategy,0.05022014086707315,0.012628159875446224,0.03759198099162693
1970s,755,Foraging guild,0.05022014086707315,0.08705562320881294,-0.036835482341739785
1970s,756,Species thermal index,0.13019565926140006,0.13305001338157743,-0.0028543541201773714
1970s,756,Migratory strategy,0.13019565926140006,0.10087004508227825,0.029325614179121814
1970s,756,Foraging guild,0.13019565926140006,0.018845846583775923,0.11134981267762414
1970s,757,Species thermal index,0.09704893817496592,0.08181453286614968,0.015234405308816243
1970s,757,Migratory strategy,0.09704893817496592,0.04503591642087693,0.052013021754088985
1970s,757,Foraging guild,0.09704893817496592,0.06092714284505516,0.03612179532991076
1970s,758,Species thermal index,0.13174792873829552,0.12254791730624216,0.00920001143205336
1970s,758,Migratory strategy,0.13174792873829552,0.049401600916238825,0.0823463278220567
1970s,758,Foraging guild,0.13174792873829552,0.07267213571644918,0.059075793021846346
1970s,759,Species thermal index,0.12025328019364583,0.1413130144818716,-0.021059734288225787
1970s,759,Migratory strategy,0.12025328019364583,0.06634860883280654,0.05390467136083929
1970s,759,Foraging guild,0.12025328019364583,0.023123853745178686,0.09712942644846714
1970s,760,Species thermal index,0.1682680171729227,0.1520750514464484,0.0161929657264743
1970s,760,Migratory strategy,0.1682680171729227,0.09676202290474797,0.07150599426817472
1970s,760,Foraging guild,0.1682680171729227,0.10474396048495342,0.06352405668796927
1970s,761,Species thermal index,0.16060418045085742,0.15568331712955105,0.004920863321306368
1970s,761,Migratory strategy,0.16060418045085742,0.10843723225599376,0.05216694819486366
1970s,761,Foraging guild,0.16060418045085742,0.07168348084231536,0.08892069960854206
1970s,762,Species thermal index,0.12572537961884814,0.12673630030591782,-0.0010109206870696774
1970s,762,Migratory strategy,0.12572537961884814,0.08365289538224968,0.042072484236598456
1970s,762,Foraging guild,0.12572537961884814,0.0742378333450929,0.051487546273755236
1970s,763,Species thermal index,0.1915102861415857,0.19929617688740192,-0.007785890745816232
1970s,763,Migratory strategy,0.1915102861415857,0.12308795917993537,0.06842232696165032
1970s,763,Foraging guild,0.1915102861415857,0.056648588963516704,0.13486169717806898
1970s,764,Species thermal index,0.08812077992456586,0.08852467929109153,-4.0389936652567016e-4
1970s,764,Migratory strategy,0.08812077992456586,0.04695316016105712,0.041167619763508745
1970s,764,Foraging guild,0.08812077992456586,0.07222271765954442,0.01589806226502144
1970s,765,Species thermal index,0.0918928630062847,0.09070691993370587,0.0011859430725788267
1970s,765,Migratory strategy,0.0918928630062847,0.04905366250756648,0.04283920049871822
1970s,765,Foraging guild,0.0918928630062847,0.07276569434694156,0.019127168659343136
1970s,766,Species thermal index,0.030051174829310544,0.03851664541924836,-0.008465470589937817
1970s,766,Migratory strategy,0.030051174829310544,0.011675389695599562,0.018375785133710982
1970s,766,Foraging guild,0.030051174829310544,0.02627844722464953,0.0037727276046610123
1970s,767,Species thermal index,0.107825531152838,0.1046140473688094,0.003211483784028593
1970s,767,Migratory strategy,0.107825531152838,0.04988759462325867,0.05793793652957933
1970s,767,Foraging guild,0.107825531152838,0.06463066454011988,0.04319486661271811
1970s,768,Species thermal index,0.09693555913719995,0.13620834113538283,-0.039272781998182876
1970s,768,Migratory strategy,0.09693555913719995,0.04899136529618408,0.04794419384101587
1970s,768,Foraging guild,0.09693555913719995,0.012616248070793694,0.08431931106640625
1970s,769,Species thermal index,0.19252975803258535,0.19452112038369548,-0.0019913623511101375
1970s,769,Migratory strategy,0.19252975803258535,0.10832256971224298,0.08420718832034237
1970s,769,Foraging guild,0.19252975803258535,0.07763785099947722,0.11489190703310813
1970s,770,Species thermal index,0.15720174515627047,0.15517255548682593,0.002029189669444542
1970s,770,Migratory strategy,0.15720174515627047,0.07125291108024898,0.0859488340760215
1970s,770,Foraging guild,0.15720174515627047,0.07916851754247814,0.07803322761379233
1970s,771,Species thermal index,0.12309502850723311,0.11298494041778082,0.010110088089452296
1970s,771,Migratory strategy,0.12309502850723311,0.0463311855437779,0.0767638429634552
1970s,771,Foraging guild,0.12309502850723311,0.11530977925238839,0.007785249254844723
1970s,772,Species thermal index,0.15757861212428412,0.1810136807591229,-0.023435068634838796
1970s,772,Migratory strategy,0.15757861212428412,0.062226251751436236,0.09535236037284789
1970s,772,Foraging guild,0.15757861212428412,0.04244220073911777,0.11513641138516634
1970s,773,Species thermal index,0.09836825692865042,0.09385281158311297,0.004515445345537453
1970s,773,Migratory strategy,0.09836825692865042,0.054924938881205976,0.043443318047444446
1970s,773,Foraging guild,0.09836825692865042,0.0729821526126946,0.025386104315955824
1970s,774,Species thermal index,0.10459652655248464,0.09439084518684812,0.010205681365636515
1970s,774,Migratory strategy,0.10459652655248464,0.05099057616903369,0.053605950383450944
1970s,774,Foraging guild,0.10459652655248464,0.08469725045065958,0.019899276101825056
1970s,775,Species thermal index,0.12905803674441052,0.13335682727912648,-0.004298790534715963
1970s,775,Migratory strategy,0.12905803674441052,0.08683351120531738,0.042224525539093144
1970s,775,Foraging guild,0.12905803674441052,0.037641280936415375,0.09141675580799515
1970s,776,Species thermal index,0.21521800238639202,0.21877640050813688,-0.0035583981217448546
1970s,776,Migratory strategy,0.21521800238639202,0.12557859426106902,0.089639408125323
1970s,776,Foraging guild,0.21521800238639202,0.07510558087729374,0.14011242150909828
1970s,777,Species thermal index,0.10292835573662681,0.10096476658490484,0.00196358915172197
1970s,777,Migratory strategy,0.10292835573662681,0.04072158122061085,0.062206774516015965
1970s,777,Foraging guild,0.10292835573662681,0.06633236154224749,0.036595994194379325
1970s,778,Species thermal index,0.18839920095501136,0.1864298085370778,0.001969392417933563
1970s,778,Migratory strategy,0.18839920095501136,0.11771630184368484,0.07068289911132652
1970s,778,Foraging guild,0.18839920095501136,0.05528863368347803,0.13311056727153334
1970s,779,Species thermal index,0.15311077258344835,0.15913977803815052,-0.006029005454702169
1970s,779,Migratory strategy,0.15311077258344835,0.08379981627396668,0.06931095630948167
1970s,779,Foraging guild,0.15311077258344835,0.04479383029210945,0.1083169422913389
1970s,780,Species thermal index,0.11483094180927861,0.10513675883746183,0.009694182971816775
1970s,780,Migratory strategy,0.11483094180927861,0.0469112364366263,0.06791970537265231
1970s,780,Foraging guild,0.11483094180927861,0.07499775083454169,0.03983319097473692
1970s,781,Species thermal index,0.10824308520590557,0.10197419254036276,0.0062688926655428134
1970s,781,Migratory strategy,0.10824308520590557,0.036556517091459836,0.07168656811444574
1970s,781,Foraging guild,0.10824308520590557,0.10367447408794671,0.004568611117958865
1970s,782,Species thermal index,0.19737219355521507,0.18983421344690557,0.0075379801083095
1970s,782,Migratory strategy,0.19737219355521507,0.17521423508248588,0.022157958472729194
1970s,782,Foraging guild,0.19737219355521507,0.06247653629013809,0.13489565726507696
1970s,783,Species thermal index,0.1563566897609677,0.15857955288900438,-0.002222863128036684
1970s,783,Migratory strategy,0.1563566897609677,0.11050438866646675,0.04585230109450095
1970s,783,Foraging guild,0.1563566897609677,0.05099465754008128,0.10536203222088641
1970s,784,Species thermal index,0.11560545371382869,0.12980628808484027,-0.014200834371011578
1970s,784,Migratory strategy,0.11560545371382869,0.033592531824847165,0.08201292188898152
1970s,784,Foraging guild,0.11560545371382869,0.07811875484786968,0.03748669886595901
1970s,785,Species thermal index,0.20542404106927423,0.1856682441256965,0.019755796943577736
1970s,785,Migratory strategy,0.20542404106927423,0.06870071351495541,0.13672332755431882
1970s,785,Foraging guild,0.20542404106927423,0.10974165393594604,0.09568238713332819
1970s,786,Species thermal index,0.1797963167784703,0.18333213226298134,-0.00353581548451104
1970s,786,Migratory strategy,0.1797963167784703,0.10469522273198058,0.07510109404648972
1970s,786,Foraging guild,0.1797963167784703,0.05247838343736719,0.1273179333411031
1970s,787,Species thermal index,0.1011414793548041,0.1040565040711315,-0.0029150247163274023
1970s,787,Migratory strategy,0.1011414793548041,0.023414643272945814,0.07772683608185828
1970s,787,Foraging guild,0.1011414793548041,0.06824486160406115,0.03289661775074294
1970s,788,Species thermal index,0.1527493118409581,0.13995746634800335,0.012791845492954756
1970s,788,Migratory strategy,0.1527493118409581,0.09827735866783437,0.05447195317312374
1970s,788,Foraging guild,0.1527493118409581,0.0941187228377437,0.05863058900321441
1970s,789,Species thermal index,0.08230172983971915,0.07907765026917037,0.0032240795705487796
1970s,789,Migratory strategy,0.08230172983971915,0.030429889814629716,0.05187184002508943
1970s,789,Foraging guild,0.08230172983971915,0.04499961673599148,0.03730211310372766
1970s,790,Species thermal index,0.1454818077592098,0.1366501070248932,0.008831700734316605
1970s,790,Migratory strategy,0.1454818077592098,0.07365213222878575,0.07182967553042405
1970s,790,Foraging guild,0.1454818077592098,0.058106952501916054,0.08737485525729374
1970s,791,Species thermal index,0.12776537586388068,0.12263758601199114,0.005127789851889539
1970s,791,Migratory strategy,0.12776537586388068,0.05454394919097675,0.07322142667290393
1970s,791,Foraging guild,0.12776537586388068,0.08880292325945749,0.03896245260442319
1970s,792,Species thermal index,0.15806443694353253,0.1339285589383831,0.024135878005149436
1970s,792,Migratory strategy,0.15806443694353253,0.08546330771546487,0.07260112922806766
1970s,792,Foraging guild,0.15806443694353253,0.09195906518786066,0.06610537175567187
1970s,793,Species thermal index,0.17234989354993915,0.17680557589178442,-0.004455682341845263
1970s,793,Migratory strategy,0.17234989354993915,0.10552328874353405,0.06682660480640511
1970s,793,Foraging guild,0.17234989354993915,0.06674844503735398,0.10560144851258517
1970s,794,Species thermal index,0.13487219780075482,0.14147683636508238,-0.006604638564327553
1970s,794,Migratory strategy,0.13487219780075482,0.0798694184262171,0.05500277937453772
1970s,794,Foraging guild,0.13487219780075482,0.0480773236696252,0.08679487413112963
1970s,795,Species thermal index,0.2231188547153281,0.2359423705618582,-0.012823515846530104
1970s,795,Migratory strategy,0.2231188547153281,0.174516610678985,0.04860224403634311
1970s,795,Foraging guild,0.2231188547153281,0.0551133253867052,0.1680055293286229
1970s,796,Species thermal index,0.15995759261707881,0.15280197156802927,0.007155621049049543
1970s,796,Migratory strategy,0.15995759261707881,0.09609516103377548,0.06386243158330333
1970s,796,Foraging guild,0.15995759261707881,0.08361582682382292,0.0763417657932559
1970s,797,Species thermal index,0.16993035697816336,0.155695472016956,0.014234884961207367
1970s,797,Migratory strategy,0.16993035697816336,0.08648056200372797,0.08344979497443539
1970s,797,Foraging guild,0.16993035697816336,0.08192273831757163,0.08800761866059173
1970s,798,Species thermal index,0.1352508717395002,0.12809650786968996,0.0071543638698102485
1970s,798,Migratory strategy,0.1352508717395002,0.0794431424700746,0.05580772926942561
1970s,798,Foraging guild,0.1352508717395002,0.07969034490112274,0.055560526838377464
1970s,799,Species thermal index,0.1588339960323377,0.16855350827247698,-0.009719512240139283
1970s,799,Migratory strategy,0.1588339960323377,0.09554938661901398,0.06328460941332371
1970s,799,Foraging guild,0.1588339960323377,0.05760703264064151,0.10122696339169618
1970s,800,Species thermal index,0.08313880149317927,0.08712230103580962,-0.003983499542630345
1970s,800,Migratory strategy,0.08313880149317927,0.0408503085845957,0.04228849290858357
1970s,800,Foraging guild,0.08313880149317927,0.05164265661570355,0.03149614487747572
1970s,801,Species thermal index,0.1417368852758298,0.1476980397044791,-0.005961154428649279
1970s,801,Migratory strategy,0.1417368852758298,0.0877788635085201,0.05395802176730971
1970s,801,Foraging guild,0.1417368852758298,0.0568046772207958,0.08493220805503401
1970s,802,Species thermal index,0.15321046549401482,0.1352332409129246,0.017977224581090218
1970s,802,Migratory strategy,0.15321046549401482,0.08007468938644319,0.07313577610757163
1970s,802,Foraging guild,0.15321046549401482,0.107715083185066,0.045495382308948826
1970s,803,Species thermal index,0.15421823400238088,0.1449987632909875,0.009219470711393396
1970s,803,Migratory strategy,0.15421823400238088,0.0557135006811492,0.09850473332123169
1970s,803,Foraging guild,0.15421823400238088,0.10307261154325784,0.05114562245912305
1970s,804,Species thermal index,0.17449535899018467,0.1646130975993983,0.009882261390786379
1970s,804,Migratory strategy,0.17449535899018467,0.09929681782131508,0.07519854116886959
1970s,804,Foraging guild,0.17449535899018467,0.079966109179574,0.09452924981061067
1970s,805,Species thermal index,0.16167275105496753,0.1705950383331108,-0.00892228727814326
1970s,805,Migratory strategy,0.16167275105496753,0.04687813129651048,0.11479461975845706
1970s,805,Foraging guild,0.16167275105496753,0.08687953079838934,0.0747932202565782
1970s,806,Species thermal index,0.16802306996343336,0.178594293884899,-0.010571223921465644
1970s,806,Migratory strategy,0.16802306996343336,0.06274354062530013,0.10527952933813323
1970s,806,Foraging guild,0.16802306996343336,0.08741226255193615,0.0806108074114972
1970s,807,Species thermal index,0.21880589530333475,0.2054369401907342,0.013368955112600556
1970s,807,Migratory strategy,0.21880589530333475,0.1669352027560937,0.051870692547241054
1970s,807,Foraging guild,0.21880589530333475,0.08466863542463565,0.1341372598786991
1970s,808,Species thermal index,0.15780925042022922,0.1435337538554315,0.014275496564797735
1970s,808,Migratory strategy,0.15780925042022922,0.05273583346731131,0.10507341695291791
1970s,808,Foraging guild,0.15780925042022922,0.11512174191503854,0.04268750850519068
1970s,809,Species thermal index,0.09577878807350375,0.09230295203614158,0.003475836037362165
1970s,809,Migratory strategy,0.09577878807350375,0.028662065661323632,0.06711672241218011
1970s,809,Foraging guild,0.09577878807350375,0.09201679990126853,0.00376198817223522
1970s,810,Species thermal index,0.2509918309797412,0.24079610167819404,0.010195729301547163
1970s,810,Migratory strategy,0.2509918309797412,0.17335991170363177,0.07763191927610943
1970s,810,Foraging guild,0.2509918309797412,0.07599680789490847,0.17499502308483272
1970s,811,Species thermal index,0.0663357240384815,0.08045568001332776,-0.014119955974846263
1970s,811,Migratory strategy,0.0663357240384815,0.0292039586063568,0.037131765432124694
1970s,811,Foraging guild,0.0663357240384815,0.033671482273774034,0.03266424176470746
1970s,812,Species thermal index,0.1253649617685116,0.13565849694892415,-0.010293535180412539
1970s,812,Migratory strategy,0.1253649617685116,0.04111645700656741,0.0842485047619442
1970s,812,Foraging guild,0.1253649617685116,0.05923764551970962,0.066127316248802
1970s,813,Species thermal index,0.22256831124944623,0.21794112009910857,0.004627191150337662
1970s,813,Migratory strategy,0.22256831124944623,0.19133410676913395,0.031234204480312278
1970s,813,Foraging guild,0.22256831124944623,0.03535361701352991,0.18721469423591633
1970s,814,Species thermal index,0.18853210645316104,0.1929741167118997,-0.004442010258738666
1970s,814,Migratory strategy,0.18853210645316104,0.09226036345032775,0.0962717430028333
1970s,814,Foraging guild,0.18853210645316104,0.08745688620167606,0.10107522025148498
1970s,815,Species thermal index,0.09284289531097208,0.09475695738599811,-0.001914062075026035
1970s,815,Migratory strategy,0.09284289531097208,0.02777132563791298,0.0650715696730591
1970s,815,Foraging guild,0.09284289531097208,0.07674556795681611,0.016097327354155963
1970s,816,Species thermal index,0.15351152939780296,0.14571810636161853,0.007793423036184438
1970s,816,Migratory strategy,0.15351152939780296,0.08933201924735226,0.0641795101504507
1970s,816,Foraging guild,0.15351152939780296,0.08640962581589756,0.0671019035819054
1970s,817,Species thermal index,0.17207126273150755,0.19082943982088132,-0.018758177089373773
1970s,817,Migratory strategy,0.17207126273150755,0.0924426870479498,0.07962857568355775
1970s,817,Foraging guild,0.17207126273150755,0.04099055748783406,0.1310807052436735
1970s,818,Species thermal index,0.19494150871514318,0.18176197897864965,0.013179529736493528
1970s,818,Migratory strategy,0.19494150871514318,0.1657955884745491,0.029145920240594092
1970s,818,Foraging guild,0.19494150871514318,0.050533383750657204,0.14440812496448596
1970s,819,Species thermal index,0.10080819135886995,0.09834553970852042,0.0024626516503495344
1970s,819,Migratory strategy,0.10080819135886995,0.03994922000452212,0.060858971354347834
1970s,819,Foraging guild,0.10080819135886995,0.07984527098468813,0.02096292037418182
1970s,820,Species thermal index,0.051290103258650487,0.06726369310163635,-0.015973589842985865
1970s,820,Migratory strategy,0.051290103258650487,0.013678722575858303,0.037611380682792184
1970s,820,Foraging guild,0.051290103258650487,0.048648559215838855,0.002641544042811632
1970s,821,Species thermal index,0.10631868654946919,0.15602874091852387,-0.04971005436905468
1970s,821,Migratory strategy,0.10631868654946919,0.08028243905043225,0.026036247499036935
1970s,821,Foraging guild,0.10631868654946919,0.0018293808732418623,0.10448930567622733
1970s,822,Species thermal index,0.1429733916265117,0.15195211185094964,-0.008978720224437936
1970s,822,Migratory strategy,0.1429733916265117,0.0711423944893449,0.07183099713716681
1970s,822,Foraging guild,0.1429733916265117,0.07074561116064873,0.07222778046586298
1970s,823,Species thermal index,0.18548479913898713,0.1630651522849659,0.02241964685402123
1970s,823,Migratory strategy,0.18548479913898713,0.09605688774597275,0.08942791139301438
1970s,823,Foraging guild,0.18548479913898713,0.08447394558915793,0.10101085354982921
1970s,824,Species thermal index,0.038619363447249755,0.03698670351655889,0.0016326599306908662
1970s,824,Migratory strategy,0.038619363447249755,0.01327935721912023,0.025340006228129527
1970s,824,Foraging guild,0.038619363447249755,0.05540964197993996,-0.016790278532690203
1970s,825,Species thermal index,0.10249664737613681,0.10575013906160978,-0.0032534916854729673
1970s,825,Migratory strategy,0.10249664737613681,0.06087770136274113,0.041618946013395684
1970s,825,Foraging guild,0.10249664737613681,0.04483482625325486,0.05766182112288195
1970s,826,Species thermal index,0.1136063897186204,0.12161998695423924,-0.008013597235618841
1970s,826,Migratory strategy,0.1136063897186204,0.045509233549007655,0.06809715616961275
1970s,826,Foraging guild,0.1136063897186204,0.04317799434260773,0.07042839537601267
1970s,827,Species thermal index,0.12920289271933286,0.12391124623950421,0.005291646479828646
1970s,827,Migratory strategy,0.12920289271933286,0.07414098578688008,0.055061906932452775
1970s,827,Foraging guild,0.12920289271933286,0.07709530752352128,0.05210758519581157
1970s,828,Species thermal index,0.200078738894413,0.20137707671657074,-0.0012983378221577413
1970s,828,Migratory strategy,0.200078738894413,0.14364330958267546,0.056435429311737534
1970s,828,Foraging guild,0.200078738894413,0.03361164004215684,0.16646709885225616
1970s,829,Species thermal index,0.10851531162573129,0.09907559724247383,0.009439714383257455
1970s,829,Migratory strategy,0.10851531162573129,0.06393582084716692,0.044579490778564365
1970s,829,Foraging guild,0.10851531162573129,0.08217661263314455,0.026338698992586743
1970s,830,Species thermal index,0.13716539841509043,0.09981689936713481,0.03734849904795562
1970s,830,Migratory strategy,0.13716539841509043,0.10210058117108788,0.03506481724400255
