site,atlas,year,easting,northing,n_top_negative_species_present,top_negative_species_present,any_top_negative_species_present
CG23,3,2014,512500.05417142104,6117499.879970967,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG24,3,2014,512500.06845735124,6122499.891840113,2,Periparus ater; Regulus regulus,TRUE
CG25,3,2014,512500.04378025915,6127499.829381491,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CG26,3,2014,512500.0432435217,6132499.804034855,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
CG27,3,2014,512500.0666142674,6137499.81577886,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG28,3,2014,512500.05037127464,6142499.864413771,1,Regulus regulus,TRUE
CG29,3,2014,512500.0580272434,6147499.838808023,1,Regulus regulus,TRUE
CG30,3,2014,517500.0850923214,6102499.851813918,0,,FALSE
CG31,3,2014,517500.03616525023,6107499.779897026,1,Periparus ater,TRUE
CG32,3,2014,517500.05973960727,6112499.856739236,2,Periparus ater; Regulus regulus,TRUE
CG33,3,2014,517500.09258431836,6117499.859506801,2,Periparus ater; Regulus regulus,TRUE
CG34,3,2014,517500.0708866396,6122499.7879263675,2,Periparus ater; Regulus regulus,TRUE
CG35,3,2014,517500.05725256196,6127499.864792685,2,Periparus ater; Regulus regulus,TRUE
CG36,3,2014,517500.0523168775,6132499.867515854,2,Periparus ater; Regulus regulus,TRUE
CG37,3,2014,517500.0558418394,6137499.796071852,2,Periparus ater; Regulus regulus,TRUE
CG38,3,2014,517500.06670979614,6142499.873010728,0,,FALSE
CG39,3,2014,517500.085559445,6147499.875737379,1,Periparus ater,TRUE
CG40,3,2014,522500.06529288803,6102499.784827596,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG41,3,2014,522500.09106030304,6107499.750314869,2,Periparus ater; Regulus regulus,TRUE
CG42,3,2014,522500.10963438044,6112499.8643271355,2,Periparus ater; Regulus regulus,TRUE
CG43,3,2014,522500.0588031039,6117499.7926761545,2,Periparus ater; Regulus regulus,TRUE
CG44,3,2014,522500.06400440924,6122499.869828019,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG45,3,2014,522500.0623966084,6127499.872873877,2,Regulus regulus; Columba oenas,TRUE
CG46,3,2014,522500.1171677176,6132499.802111141,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG47,3,2014,522500.100007084,6137499.879444241,2,Periparus ater; Regulus regulus,TRUE
CG48,3,2014,522500.0753009223,6142499.8826015685,0,,FALSE
CG49,3,2014,522500.10602128954,6147499.8118807655,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CG50,3,2014,527500.1154138149,6102499.755272231,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG51,3,2014,527500.0883420453,6107499.766859397,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG52,3,2014,527500.1027918415,6112499.816082941,1,Columba oenas,TRUE
CG53,3,2014,527500.0953342962,6117499.791246452,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG54,3,2014,527500.065031351,6122499.803608584,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG55,3,2014,527500.0751332948,6127499.853540434,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG56,3,2014,527500.1258612206,6132499.829735632,2,Periparus ater; Regulus regulus,TRUE
CG57,3,2014,527500.08933677,6137499.84266833,2,Regulus regulus; Columba oenas,TRUE
CG58,3,2014,527500.0920983198,6142499.893103182,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG59,3,2014,527500.0711528321,6147499.869337009,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG60,3,2014,532500.1232226893,6102499.762378928,1,Columba oenas,TRUE
CG61,3,2014,532500.1073029817,6107499.829724232,2,Mergus merganser; Columba oenas,TRUE
CG62,3,2014,532500.1180077677,6112499.823483339,2,Periparus ater; Regulus regulus,TRUE
CG63,3,2014,532500.0904061167,6117499.8544495115,2,Periparus ater; Regulus regulus,TRUE
CG64,3,2014,532500.0886268184,6122499.8117822,1,Regulus regulus,TRUE
CG65,3,2014,532500.1113832879,6127499.806740552,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG66,3,2014,532500.094766791,6132499.8388373265,0,,FALSE
CG67,3,2014,532500.1018768129,6137499.908515113,1,Columba oenas,TRUE
CG68,3,2014,532500.0697665747,6142499.904000014,1,Regulus regulus,TRUE
CG69,3,2014,532500.0613956221,6147499.825732477,1,Periparus ater,TRUE
CG73,3,2014,537500.1241257496,6117499.871302983,1,Regulus regulus,TRUE
CG74,3,2014,537500.0867475496,6122499.893791251,2,Periparus ater; Regulus regulus,TRUE
CG75,3,2014,537500.1226220047,6127499.843201579,2,Regulus regulus; Columba oenas,TRUE
CG76,3,2014,537500.1032477431,6132499.829719651,1,Regulus regulus,TRUE
CG77,3,2014,537500.0917174451,6137499.853859212,1,Periparus ater,TRUE
CG78,3,2014,537500.0875472084,6142499.915597486,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CG79,3,2014,537500.0911996434,6147499.90362536,2,Periparus ater; Columba oenas,TRUE
CG80,3,2014,542500.137730461,6102499.88626088,0,,FALSE
CG83,3,2014,542500.0850949779,6117499.84060306,0,,FALSE
CG84,3,2014,542500.1406307713,6122499.827476624,2,Periparus ater; Columba oenas,TRUE
CG85,3,2014,542500.1254578183,6127499.851438005,1,Regulus regulus,TRUE
CG89,3,2014,542500.0518607163,6147499.879240843,1,Periparus ater,TRUE
CG90,3,2014,547500.1127290743,6102499.8908402715,0,,FALSE
CG99,3,2014,547500.0849558257,6147499.864848793,0,,FALSE
CH06,3,2014,502500.0846030401,6082499.8202431435,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH07,3,2014,502500.03314556536,6087499.76718363,2,Periparus ater; Regulus regulus,TRUE
CH08,3,2014,502500.03832823853,6092499.7513073785,2,Periparus ater; Regulus regulus,TRUE
CH09,3,2014,502500.03600017546,6097499.772559454,2,Periparus ater; Regulus regulus,TRUE
CH16,3,2014,507500.0696210863,6082499.827605381,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH17,3,2014,507500.09114466637,6087499.783676402,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH18,3,2014,507500.02561870846,6092499.77677686,2,Periparus ater; Regulus regulus,TRUE
CH19,3,2014,507500.06504692393,6097499.807203647,0,,FALSE
CH25,3,2014,512500.0730388515,6077499.78695672,0,,FALSE
CH26,3,2014,512500.0775220187,6082499.835343886,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH27,3,2014,512500.0438897538,6087499.809582861,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH28,3,2014,512500.0358227975,6092499.82110677,0,,FALSE
CH29,3,2014,512500.05339827476,6097499.758615106,1,Periparus ater,TRUE
CH34,3,2014,517500.0764450698,6072499.728976444,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH35,3,2014,517500.094920755,6077499.767569357,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
CH36,3,2014,517500.0596092466,6082499.843271963,2,Periparus ater; Regulus regulus,TRUE
CH37,3,2014,517500.0990708113,6087499.845282487,1,Regulus regulus,TRUE
CH38,3,2014,517500.08484500466,6092499.773080584,0,,FALSE
CH39,3,2014,517500.08040979074,6097499.738171189,1,Regulus regulus,TRUE
CH45,3,2014,522500.10633223125,6077499.739130003,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CH46,3,2014,522500.095481355,6082499.851588371,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CH47,3,2014,522500.08047616767,6087499.778844974,1,Periparus ater,TRUE
CH48,3,2014,522500.0599631547,6092499.743431038,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH49,3,2014,522500.09763021604,6097499.74564588,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH55,3,2014,527500.1220357711,6077499.812824085,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH56,3,2014,527500.1371200755,6082499.748749458,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
CH57,3,2014,527500.06665524,6087499.8329139035,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH58,3,2014,527500.1039774861,6092499.843916504,1,Periparus ater,TRUE
CH59,3,2014,527500.0566075259,6097499.78055875,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH65,3,2014,532500.1587029257,6077499.766040378,0,,FALSE
CH66,3,2014,532500.1337911482,6082499.8680635905,3,Mergus merganser; Regulus regulus; Columba oenas,TRUE
CH67,3,2014,532500.1383813849,6087499.785338982,2,Periparus ater; Regulus regulus,TRUE
CH68,3,2014,532500.1055866433,6092499.851210683,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH69,3,2014,532500.1006905059,6097499.843565278,2,Periparus ater; Regulus regulus,TRUE
CH76,3,2014,537500.1671288088,6082499.875993361,0,,FALSE
CH77,3,2014,537500.117400458,6087499.857259013,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH78,3,2014,537500.0797039657,6092499.876351775,1,Periparus ater,TRUE
CH79,3,2014,537500.1184237195,6097499.822506665,1,Mergus merganser,TRUE
CH86,3,2014,542500.1236062861,6082499.882608107,0,,FALSE
CH87,3,2014,542500.149057873,6087499.82690813,0,,FALSE
CH88,3,2014,542500.106858969,6092499.808460251,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
CH89,3,2014,542500.1246051298,6097499.828453947,1,Mergus merganser,TRUE
CH95,3,2014,547500.1578898588,6077499.78884103,2,Mergus merganser; Periparus ater,TRUE
CH96,3,2014,547500.1469696249,6082499.888868037,1,Mergus merganser,TRUE
CH97,3,2014,547500.118677858,6087499.915520176,2,Mergus merganser; Columba oenas,TRUE
CH98,3,2014,547500.1365322527,6092499.869449572,3,Mergus merganser; Regulus regulus; Columba oenas,TRUE
CH99,3,2014,547500.1347144407,6097499.861230696,1,Mergus merganser,TRUE
DB00,3,2014,552499.6775389926,6352499.672118262,2,Periparus ater; Regulus regulus,TRUE
DB01,3,2014,552499.6678686532,6357499.717959825,2,Periparus ater; Regulus regulus,TRUE
DB02,3,2014,552499.6512258302,6362499.689666688,0,,FALSE
DB03,3,2014,552499.6240161804,6367499.80984399,2,Periparus ater; Regulus regulus,TRUE
DB04,3,2014,552499.6497318089,6372499.74527787,2,Periparus ater; Regulus regulus,TRUE
DB05,3,2014,552499.6646834601,6377499.717803373,2,Periparus ater; Regulus regulus,TRUE
DB10,3,2014,557499.6567160406,6352499.705819401,1,Regulus regulus,TRUE
DB11,3,2014,557499.6898730142,6357499.755865983,2,Periparus ater; Regulus regulus,TRUE
DB12,3,2014,557499.6980993691,6362499.731798036,1,Periparus ater,TRUE
DB13,3,2014,557499.6790873646,6367499.744899912,2,Periparus ater; Regulus regulus,TRUE
DB14,3,2014,557499.6920318474,6372499.795985679,1,Periparus ater,TRUE
DB15,3,2014,557499.6776623846,6377499.772861233,2,Periparus ater; Regulus regulus,TRUE
DB16,3,2014,557499.6934591797,6382499.787658613,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
DB20,3,2014,562499.6596629414,6352499.822055593,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB21,3,2014,562499.6778171846,6357499.774650563,2,Periparus ater; Regulus regulus,TRUE
DB22,3,2014,562499.6515363256,6362499.764446196,2,Periparus ater; Regulus regulus,TRUE
DB23,3,2014,562499.6400820935,6367499.792328508,2,Periparus ater; Regulus regulus,TRUE
DB24,3,2014,562499.6441820732,6372499.746949654,2,Periparus ater; Regulus regulus,TRUE
DB25,3,2014,562499.6611575983,6377499.739594084,2,Periparus ater; Columba oenas,TRUE
DB26,3,2014,562499.6900292314,6382499.770230629,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
DB30,3,2014,567499.6474141439,6352499.797047383,2,Periparus ater; Regulus regulus,TRUE
DB31,3,2014,567499.6497347835,6357499.773935058,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
DB32,3,2014,567499.649767541,6362499.788996397,2,Periparus ater; Regulus regulus,TRUE
DB33,3,2014,567499.6483663965,6367499.730884405,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB34,3,2014,567499.6427126657,6372499.710880268,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB35,3,2014,567499.6318198992,6377499.728951592,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB36,3,2014,567499.676348217,6382499.674741831,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
DB40,3,2014,572499.6344654928,6352499.8530826,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB41,3,2014,572499.6216895938,6357499.864695008,1,Periparus ater,TRUE
DB42,3,2014,572499.5906535387,6362499.80320541,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB43,3,2014,572499.5984189146,6367499.780956781,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB44,3,2014,572499.5838254265,6372499.796851205,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB45,3,2014,572499.6077339851,6377499.740606079,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB46,3,2014,572499.6071544627,6382499.722435604,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB50,3,2014,577499.5802886165,6352499.877413118,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB51,3,2014,577499.5553473757,6357499.82287266,2,Periparus ater; Regulus regulus,TRUE
DB52,3,2014,577499.5523310879,6362499.807698655,0,,FALSE
DB53,3,2014,577499.5700187528,6367499.831857608,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB54,3,2014,577499.5493575014,6372499.782863706,3,Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB55,3,2014,577499.5492296974,6377499.66181914,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB56,3,2014,577499.5641771164,6382499.691316109,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB57,3,2014,577499.537492288,6387499.64755162,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB60,3,2014,582499.5631405126,6352499.870773819,2,Periparus ater; Regulus regulus,TRUE
DB61,3,2014,582499.5248312382,6357499.871828571,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB62,3,2014,582499.4927491389,6362499.801014301,2,Periparus ater; Regulus regulus,TRUE
DB63,3,2014,582499.5234498292,6367499.770816479,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB64,3,2014,582499.4955886239,6372499.778775646,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DB65,3,2014,582499.4702860015,6377499.714756137,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB66,3,2014,582499.5038627629,6382499.691246823,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB67,3,2014,582499.4776775325,6387499.594470724,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB68,3,2014,582499.4481154357,6392499.536917151,3,Caprimulgus europaeus; Periparus ater; Lullula arborea,TRUE
DB70,3,2014,587499.5384229121,6352499.942973814,2,Periparus ater; Regulus regulus,TRUE
DB71,3,2014,587499.4899705768,6357499.898755164,1,Periparus ater,TRUE
DB72,3,2014,587499.4900431393,6362499.784009084,3,Caprimulgus europaeus; Periparus ater; Columba oenas,TRUE
DB73,3,2014,587499.4724052523,6367499.8200299665,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DB74,3,2014,587499.4405852477,6372499.784163884,3,Caprimulgus europaeus; Periparus ater; Regulus regulus,TRUE
DB75,3,2014,587499.4508390957,6377499.788968703,2,Caprimulgus europaeus; Periparus ater,TRUE
DB77,3,2014,587499.4197526195,6387499.582648063,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB78,3,2014,587499.3735523641,6392499.482754864,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB79,3,2014,587499.3020525747,6397499.533405255,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DB80,3,2014,592499.4685152426,6352499.8696485795,2,Periparus ater; Regulus regulus,TRUE
DB81,3,2014,592499.4687914647,6357499.903263027,1,Columba oenas,TRUE
DB82,3,2014,592499.4395459738,6362499.8651057985,2,Regulus regulus; Columba oenas,TRUE
DB83,3,2014,592499.43704912,6367499.867802329,2,Somateria mollissima; Regulus regulus,TRUE
DB89,3,2014,592499.276854376,6397499.389086184,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC00,3,2014,552499.7981343176,6302499.822003722,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC01,3,2014,552499.82723216,6307499.828336293,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC02,3,2014,552499.7944827778,6312499.871378481,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC03,3,2014,552499.7615257066,6317499.840557125,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC04,3,2014,552499.7262227507,6322499.847153073,2,Periparus ater; Regulus regulus,TRUE
DC05,3,2014,552499.6892463007,6327499.779825433,0,,FALSE
DC06,3,2014,552499.7089843368,6332499.750624621,2,Periparus ater; Regulus regulus,TRUE
DC07,3,2014,552499.6635607927,6337499.75798567,1,Regulus regulus,TRUE
DC08,3,2014,552499.6732267597,6342499.8034165995,2,Periparus ater; Regulus regulus,TRUE
DC09,3,2014,552499.6781305044,6347499.774804628,1,Regulus regulus,TRUE
DC10,3,2014,557499.8206087413,6302499.8354761265,2,Periparus ater; Regulus regulus,TRUE
DC11,3,2014,557499.7664055785,6307499.841569215,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DC12,3,2014,557499.7547180243,6312499.886004784,2,Periparus ater; Regulus regulus,TRUE
DC13,3,2014,557499.7253695964,6317499.856604637,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC14,3,2014,557499.73675981,6322499.865488209,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC15,3,2014,557499.7273178204,6327499.9117859565,2,Periparus ater; Regulus regulus,TRUE
DC16,3,2014,557499.6978451451,6332499.884155993,2,Periparus ater; Regulus regulus,TRUE
DC17,3,2014,557499.7080623058,6337499.783408084,2,Periparus ater; Regulus regulus,TRUE
DC18,3,2014,557499.693518839,6342499.831295908,1,Regulus regulus,TRUE
DC19,3,2014,557499.6565704292,6347499.805162802,2,Periparus ater; Columba oenas,TRUE
DC20,3,2014,562499.7978840575,6302499.938668321,2,Periparus ater; Regulus regulus,TRUE
DC21,3,2014,562499.7828758188,6307499.956366545,1,Periparus ater,TRUE
DC22,3,2014,562499.7944753097,6312499.901183143,1,Regulus regulus,TRUE
DC23,3,2014,562499.7692934149,6317499.883481737,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC24,3,2014,562499.7065775642,6322499.903231546,2,Periparus ater; Regulus regulus,TRUE
DC25,3,2014,562499.7284663095,6327499.850920295,1,Periparus ater,TRUE
DC26,3,2014,562499.7110273131,6332499.835998577,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DC27,3,2014,562499.653506505,6337499.858435164,2,Periparus ater; Regulus regulus,TRUE
DC28,3,2014,562499.677609729,6342499.808717862,2,Periparus ater; Regulus regulus,TRUE
DC29,3,2014,562499.6598339697,6347499.796296316,2,Periparus ater; Regulus regulus,TRUE
DC30,3,2014,567499.8116184272,6302499.909548791,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DC31,3,2014,567499.7755507686,6307499.948179211,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC32,3,2014,567499.8096190846,6312499.914980982,2,Periparus ater; Regulus regulus,TRUE
DC33,3,2014,567499.7285674406,6317499.918270218,2,Periparus ater; Regulus regulus,TRUE
DC34,3,2014,567499.7138947316,6322499.9609747855,2,Periparus ater; Regulus regulus,TRUE
DC35,3,2014,567499.7056084871,6327499.930768742,2,Periparus ater; Regulus regulus,TRUE
DC36,3,2014,567499.7009201018,6332499.938928539,2,Periparus ater; Regulus regulus,TRUE
DC37,3,2014,567499.6402083595,6337499.873123914,1,Periparus ater,TRUE
DC38,3,2014,567499.6416704057,6342499.846609377,2,Periparus ater; Regulus regulus,TRUE
DC39,3,2014,567499.6437902323,6347499.858365299,2,Periparus ater; Regulus regulus,TRUE
DC40,3,2014,572499.8148650045,6302499.969526697,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC41,3,2014,572499.821296516,6307499.929013042,3,Regulus regulus; Columba oenas; Calidris pugnax,TRUE
DC42,3,2014,572499.8176624437,6312499.927039073,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC43,3,2014,572499.74222273,6317499.962513002,2,Periparus ater; Regulus regulus,TRUE
DC44,3,2014,572499.7175155998,6322499.926215099,2,Periparus ater; Regulus regulus,TRUE
DC45,3,2014,572499.6797881541,6327499.928359153,2,Periparus ater; Regulus regulus,TRUE
DC46,3,2014,572499.6885857979,6332499.969974242,2,Periparus ater; Regulus regulus,TRUE
DC47,3,2014,572499.623733883,6337499.937596269,2,Periparus ater; Regulus regulus,TRUE
DC48,3,2014,572499.603288505,6342499.944623605,2,Periparus ater; Regulus regulus,TRUE
DC49,3,2014,572499.6280012622,6347499.879714389,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC50,3,2014,577499.8267759397,6302500.006971771,5,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DC51,3,2014,577499.8137447787,6307500.007805302,1,Regulus regulus,TRUE
DC52,3,2014,577499.834045176,6312500.04834203,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC53,3,2014,577499.7670313121,6317500.014979401,2,Periparus ater; Regulus regulus,TRUE
DC54,3,2014,577499.7312211716,6322500.021252586,2,Periparus ater; Regulus regulus,TRUE
DC55,3,2014,577499.7274828481,6327499.95582334,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC56,3,2014,577499.6899038834,6332500.0401362395,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC57,3,2014,577499.6237474973,6337499.940236413,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC58,3,2014,577499.5821444269,6342499.991146208,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DC59,3,2014,577499.5701581707,6347499.85890772,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC64,3,2014,582499.7765719168,6322500.023200316,4,Caprimulgus europaeus; Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC65,3,2014,582499.6844180265,6327500.009486454,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC66,3,2014,582499.6641215326,6332500.036631212,2,Periparus ater; Regulus regulus,TRUE
DC67,3,2014,582499.5955405355,6337499.9908788875,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DC68,3,2014,582499.5962293316,6342499.98591674,2,Periparus ater; Regulus regulus,TRUE
DC69,3,2014,582499.5463454451,6347499.907984794,1,Columba oenas,TRUE
DC77,3,2014,587499.6195055665,6337499.979054764,1,Periparus ater,TRUE
DC78,3,2014,587499.5403913431,6342500.0374559825,2,Periparus ater; Columba oenas,TRUE
DC79,3,2014,587499.5162126686,6347499.914135292,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DC88,3,2014,592499.5554882973,6342500.036549577,2,Periparus ater; Regulus regulus,TRUE
DC89,3,2014,592499.4952561076,6347499.988268283,2,Periparus ater; Regulus regulus,TRUE
DD00,3,2014,552499.8856748668,6252499.714341889,2,Periparus ater; Regulus regulus,TRUE
DD01,3,2014,552499.8788040339,6257499.789576381,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DD02,3,2014,552499.8180619746,6262499.790504193,2,Periparus ater; Regulus regulus,TRUE
DD03,3,2014,552499.8245235039,6267499.829924205,2,Periparus ater; Regulus regulus,TRUE
DD04,3,2014,552499.8372124677,6272499.79574306,2,Periparus ater; Regulus regulus,TRUE
DD05,3,2014,552499.7926802624,6277499.7984718,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DD06,3,2014,552499.8129379287,6282499.83961058,1,Periparus ater,TRUE
DD07,3,2014,552499.8372333928,6287499.807062139,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DD08,3,2014,552499.8023283664,6292499.811338297,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD09,3,2014,552499.8297948928,6297499.853941188,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD10,3,2014,557499.856180533,6252499.733037651,2,Periparus ater; Regulus regulus,TRUE
DD11,3,2014,557499.8762522964,6257499.80687196,2,Periparus ater; Regulus regulus,TRUE
DD12,3,2014,557499.8255147779,6262499.806363893,1,Regulus regulus,TRUE
DD13,3,2014,557499.8249050891,6267499.844455846,2,Periparus ater; Regulus regulus,TRUE
DD14,3,2014,557499.8135712934,6272499.808981645,2,Periparus ater; Regulus regulus,TRUE
DD15,3,2014,557499.7892618318,6277499.811214283,2,Periparus ater; Regulus regulus,TRUE
DD16,3,2014,557499.812499,6282499.851962599,2,Periparus ater; Regulus regulus,TRUE
DD17,3,2014,557499.8226555676,6287499.819056403,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD18,3,2014,557499.815944289,6292499.935076535,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD19,3,2014,557499.7962017705,6297499.866076322,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD20,3,2014,562499.8979436193,6252499.742285932,2,Periparus ater; Regulus regulus,TRUE
DD21,3,2014,562499.8222470335,6257499.8229469415,1,Regulus regulus,TRUE
DD22,3,2014,562499.8437607648,6262499.831936724,0,,FALSE
DD23,3,2014,562499.8366991177,6267499.878709972,2,Periparus ater; Regulus regulus,TRUE
DD24,3,2014,562499.8019624483,6272499.851935544,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DD25,3,2014,562499.7984971092,6277499.863793937,3,Periparus ater; Regulus regulus; Columba oenas,TRUE
DD26,3,2014,562499.825335824,6282499.914256911,2,Periparus ater; Regulus regulus,TRUE
DD27,3,2014,562499.8219761638,6287499.891081318,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DD28,3,2014,562499.7860176418,6292499.905539777,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DD29,3,2014,562499.8388001381,6297499.959425464,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD30,3,2014,567499.9045343413,6252499.740139163,2,Periparus ater; Regulus regulus,TRUE
DD31,3,2014,567499.8570273767,6257499.839340627,2,Periparus ater; Regulus regulus,TRUE
DD32,3,2014,567499.828239428,6262499.866039669,1,Regulus regulus,TRUE
DD33,3,2014,567499.8172067807,6267499.820205018,2,Periparus ater; Regulus regulus,TRUE
DD34,3,2014,567499.8194050347,6272499.924406495,0,,FALSE
DD35,3,2014,567499.839200209,6277499.844712948,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DD36,3,2014,567499.8090130293,6282499.914013644,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
DD37,3,2014,567499.854039139,6287499.911641263,3,Periparus ater; Lullula arborea; Regulus regulus,TRUE
DD38,3,2014,567499.8490636005,6292499.946900631,4,Periparus ater; Lullula arborea; Regulus regulus; Columba oenas,TRUE
