bootstrap,atlas,period,support_class,n_pairs,prop_pairs
718,2,1990s,Supported positive,8012,0.6542544504327944
718,2,1990s,Supported negative,360,0.02939735423811857
718,2,1990s,Unsupported,3874,0.31634819532908703
719,2,1990s,Supported positive,7989,0.6523762861342479
719,2,1990s,Supported negative,368,0.030050628776743426
719,2,1990s,Unsupported,3889,0.31757308508900867
720,2,1990s,Supported positive,7965,0.6504164625183734
720,2,1990s,Supported negative,355,0.028989057651478033
720,2,1990s,Unsupported,3926,0.3205944798301486
721,2,1990s,Supported positive,7978,0.6514780336436388
721,2,1990s,Supported negative,365,0.029805650824759104
721,2,1990s,Unsupported,3903,0.3187163155316022
722,2,1990s,Supported positive,7967,0.6505797811530296
722,2,1990s,Supported negative,363,0.029642332190102892
722,2,1990s,Unsupported,3916,0.31977788665686757
723,2,1990s,Supported positive,7989,0.6523762861342479
723,2,1990s,Supported negative,359,0.02931569492079046
723,2,1990s,Unsupported,3898,0.31830801894496163
724,2,1990s,Supported positive,7936,0.6480483423158583
724,2,1990s,Supported negative,363,0.029642332190102892
724,2,1990s,Unsupported,3947,0.32230932549403885
725,2,1990s,Supported positive,7953,0.649436550710436
725,2,1990s,Supported negative,361,0.029479013555446677
725,2,1990s,Unsupported,3932,0.32108443573411727
726,2,1990s,Supported positive,7979,0.6515596929609668
726,2,1990s,Supported negative,362,0.029560672872774783
726,2,1990s,Unsupported,3905,0.31887963416625836
727,2,1990s,Supported positive,8006,0.6537644945288258
727,2,1990s,Supported negative,356,0.02907071696880614
727,2,1990s,Unsupported,3884,0.3171647885023681
728,2,1990s,Supported positive,7986,0.6521313081822636
728,2,1990s,Supported negative,356,0.02907071696880614
728,2,1990s,Unsupported,3904,0.31879797484893024
729,2,1990s,Supported positive,7946,0.6488649354891393
729,2,1990s,Supported negative,359,0.02931569492079046
729,2,1990s,Unsupported,3941,0.32181936959007024
730,2,1990s,Supported positive,7980,0.651641352278295
730,2,1990s,Supported negative,357,0.02915237628613425
730,2,1990s,Unsupported,3909,0.3192062714355708
731,2,1990s,Supported positive,7968,0.6506614404703577
731,2,1990s,Supported negative,368,0.030050628776743426
731,2,1990s,Unsupported,3910,0.3192879307528989
732,2,1990s,Supported positive,7991,0.6525396047689042
732,2,1990s,Supported negative,361,0.029479013555446677
732,2,1990s,Unsupported,3894,0.3179813816756492
733,2,1990s,Supported positive,7956,0.6496815286624203
733,2,1990s,Supported negative,362,0.029560672872774783
733,2,1990s,Unsupported,3928,0.32075779846480484
734,2,1990s,Supported positive,7987,0.6522129674995917
734,2,1990s,Supported negative,349,0.02849910174750939
734,2,1990s,Unsupported,3910,0.3192879307528989
735,2,1990s,Supported positive,8004,0.6536011758941696
735,2,1990s,Supported negative,362,0.029560672872774783
735,2,1990s,Unsupported,3880,0.3168381512330557
736,2,1990s,Supported positive,7982,0.6518046709129511
736,2,1990s,Supported negative,367,0.02996896945941532
736,2,1990s,Unsupported,3897,0.3182263596276335
737,2,1990s,Supported positive,7951,0.6492732320757798
737,2,1990s,Supported negative,353,0.028825739016821818
737,2,1990s,Unsupported,3942,0.32190102890739836
738,2,1990s,Supported positive,7966,0.6504981218357014
738,2,1990s,Supported negative,359,0.02931569492079046
738,2,1990s,Unsupported,3921,0.32018618324350806
739,2,1990s,Supported positive,7938,0.6482116609505144
739,2,1990s,Supported negative,361,0.029479013555446677
739,2,1990s,Unsupported,3947,0.32230932549403885
740,2,1990s,Supported positive,7944,0.6487016168544831
740,2,1990s,Supported negative,368,0.030050628776743426
740,2,1990s,Unsupported,3934,0.32124775436877345
741,2,1990s,Supported positive,7993,0.6527029234035604
741,2,1990s,Supported negative,351,0.028662420382165606
741,2,1990s,Unsupported,3902,0.31863465621427406
742,2,1990s,Supported positive,7978,0.6514780336436388
742,2,1990s,Supported negative,361,0.029479013555446677
742,2,1990s,Unsupported,3907,0.3190429528009146
743,2,1990s,Supported positive,7988,0.6522946268169199
743,2,1990s,Supported negative,358,0.029234035603462355
743,2,1990s,Unsupported,3900,0.3184713375796178
744,2,1990s,Supported positive,7973,0.6510697370569982
744,2,1990s,Supported negative,360,0.02939735423811857
744,2,1990s,Unsupported,3913,0.3195329087048832
745,2,1990s,Supported positive,7963,0.6502531438837171
745,2,1990s,Supported negative,356,0.02907071696880614
745,2,1990s,Unsupported,3927,0.3206761391474767
746,2,1990s,Supported positive,7994,0.6527845827208885
746,2,1990s,Supported negative,359,0.02931569492079046
746,2,1990s,Unsupported,3893,0.3178997223583211
747,2,1990s,Supported positive,8003,0.6535195165768414
747,2,1990s,Supported negative,365,0.029805650824759104
747,2,1990s,Unsupported,3878,0.31667483259839946
748,2,1990s,Supported positive,7998,0.6531112199902008
748,2,1990s,Supported negative,367,0.02996896945941532
748,2,1990s,Unsupported,3881,0.3169198105503838
749,2,1990s,Supported positive,7993,0.6527029234035604
749,2,1990s,Supported negative,359,0.02931569492079046
749,2,1990s,Unsupported,3894,0.3179813816756492
750,2,1990s,Supported positive,7982,0.6518046709129511
750,2,1990s,Supported negative,363,0.029642332190102892
750,2,1990s,Unsupported,3901,0.31855299689694594
751,2,1990s,Supported positive,7988,0.6522946268169199
751,2,1990s,Supported negative,365,0.029805650824759104
751,2,1990s,Unsupported,3893,0.3178997223583211
752,2,1990s,Supported positive,7997,0.6530295606728728
752,2,1990s,Supported negative,357,0.02915237628613425
752,2,1990s,Unsupported,3892,0.31781806304099297
753,2,1990s,Supported positive,7986,0.6521313081822636
753,2,1990s,Supported negative,360,0.02939735423811857
753,2,1990s,Unsupported,3900,0.3184713375796178
754,2,1990s,Supported positive,7995,0.6528662420382165
754,2,1990s,Supported negative,355,0.028989057651478033
754,2,1990s,Unsupported,3896,0.3181447003103054
755,2,1990s,Supported positive,7982,0.6518046709129511
755,2,1990s,Supported negative,352,0.02874407969949371
755,2,1990s,Unsupported,3912,0.31945124938755515
756,2,1990s,Supported positive,7976,0.6513147150089825
756,2,1990s,Supported negative,354,0.028907398334149927
756,2,1990s,Unsupported,3916,0.31977788665686757
757,2,1990s,Supported positive,7997,0.6530295606728728
757,2,1990s,Supported negative,361,0.029479013555446677
757,2,1990s,Unsupported,3888,0.31749142577168055
758,2,1990s,Supported positive,8018,0.654744406336763
758,2,1990s,Supported negative,358,0.029234035603462355
758,2,1990s,Unsupported,3870,0.3160215580597746
759,2,1990s,Supported positive,7998,0.6531112199902008
759,2,1990s,Supported negative,359,0.02931569492079046
759,2,1990s,Unsupported,3889,0.31757308508900867
760,2,1990s,Supported positive,7982,0.6518046709129511
760,2,1990s,Supported negative,359,0.02931569492079046
760,2,1990s,Unsupported,3905,0.31887963416625836
761,2,1990s,Supported positive,7975,0.6512330556916545
761,2,1990s,Supported negative,364,0.029723991507430998
761,2,1990s,Unsupported,3907,0.3190429528009146
762,2,1990s,Supported positive,7972,0.65098807773967
762,2,1990s,Supported negative,362,0.029560672872774783
762,2,1990s,Unsupported,3912,0.31945124938755515
763,2,1990s,Supported positive,7991,0.6525396047689042
763,2,1990s,Supported negative,357,0.02915237628613425
763,2,1990s,Unsupported,3898,0.31830801894496163
764,2,1990s,Supported positive,8004,0.6536011758941696
764,2,1990s,Supported negative,359,0.02931569492079046
764,2,1990s,Unsupported,3883,0.31708312918504
765,2,1990s,Supported positive,7936,0.6480483423158583
765,2,1990s,Supported negative,367,0.02996896945941532
765,2,1990s,Unsupported,3943,0.3219826882247264
766,2,1990s,Supported positive,7977,0.6513963743263106
766,2,1990s,Supported negative,357,0.02915237628613425
766,2,1990s,Unsupported,3912,0.31945124938755515
767,2,1990s,Supported positive,7977,0.6513963743263106
767,2,1990s,Supported negative,363,0.029642332190102892
767,2,1990s,Unsupported,3906,0.3189612934835865
768,2,1990s,Supported positive,7980,0.651641352278295
768,2,1990s,Supported negative,362,0.029560672872774783
768,2,1990s,Unsupported,3904,0.31879797484893024
769,2,1990s,Supported positive,7955,0.6495998693450923
769,2,1990s,Supported negative,355,0.028989057651478033
769,2,1990s,Unsupported,3936,0.3214110730034297
770,2,1990s,Supported positive,7998,0.6531112199902008
770,2,1990s,Supported negative,361,0.029479013555446677
770,2,1990s,Unsupported,3887,0.3174097664543524
771,2,1990s,Supported positive,7948,0.6490282541237955
771,2,1990s,Supported negative,357,0.02915237628613425
771,2,1990s,Unsupported,3941,0.32181936959007024
772,2,1990s,Supported positive,7950,0.6491915727584517
772,2,1990s,Supported negative,362,0.029560672872774783
772,2,1990s,Unsupported,3934,0.32124775436877345
773,2,1990s,Supported positive,8028,0.6555609995100441
773,2,1990s,Supported negative,365,0.029805650824759104
773,2,1990s,Unsupported,3853,0.3146333496651968
774,2,1990s,Supported positive,8010,0.6540911317981382
774,2,1990s,Supported negative,358,0.029234035603462355
774,2,1990s,Unsupported,3878,0.31667483259839946
775,2,1990s,Supported positive,7999,0.653192879307529
775,2,1990s,Supported negative,362,0.029560672872774783
775,2,1990s,Unsupported,3885,0.31724644781969624
776,2,1990s,Supported positive,7970,0.6508247591050139
776,2,1990s,Supported negative,368,0.030050628776743426
776,2,1990s,Unsupported,3908,0.31912461211824267
777,2,1990s,Supported positive,7987,0.6522129674995917
777,2,1990s,Supported negative,353,0.028825739016821818
777,2,1990s,Unsupported,3906,0.3189612934835865
778,2,1990s,Supported positive,7957,0.6497631879797485
778,2,1990s,Supported negative,364,0.029723991507430998
778,2,1990s,Unsupported,3925,0.32051282051282054
779,2,1990s,Supported positive,7967,0.6505797811530296
779,2,1990s,Supported negative,363,0.029642332190102892
779,2,1990s,Unsupported,3916,0.31977788665686757
780,2,1990s,Supported positive,8002,0.6534378572595133
780,2,1990s,Supported negative,357,0.02915237628613425
780,2,1990s,Unsupported,3887,0.3174097664543524
781,2,1990s,Supported positive,7974,0.6511513963743263
781,2,1990s,Supported negative,355,0.028989057651478033
781,2,1990s,Unsupported,3917,0.31985954597419564
782,2,1990s,Supported positive,7955,0.6495998693450923
782,2,1990s,Supported negative,365,0.029805650824759104
782,2,1990s,Unsupported,3926,0.3205944798301486
783,2,1990s,Supported positive,7991,0.6525396047689042
783,2,1990s,Supported negative,361,0.029479013555446677
783,2,1990s,Unsupported,3894,0.3179813816756492
784,2,1990s,Supported positive,7956,0.6496815286624203
784,2,1990s,Supported negative,360,0.02939735423811857
784,2,1990s,Unsupported,3930,0.32092111709946103
785,2,1990s,Supported positive,7998,0.6531112199902008
785,2,1990s,Supported negative,362,0.029560672872774783
785,2,1990s,Unsupported,3886,0.31732810713702436
786,2,1990s,Supported positive,7994,0.6527845827208885
786,2,1990s,Supported negative,348,0.028417442430181284
786,2,1990s,Unsupported,3904,0.31879797484893024
787,2,1990s,Supported positive,7981,0.6517230115956231
787,2,1990s,Supported negative,359,0.02931569492079046
787,2,1990s,Unsupported,3906,0.3189612934835865
788,2,1990s,Supported positive,7974,0.6511513963743263
788,2,1990s,Supported negative,356,0.02907071696880614
788,2,1990s,Unsupported,3916,0.31977788665686757
789,2,1990s,Supported positive,7987,0.6522129674995917
789,2,1990s,Supported negative,361,0.029479013555446677
789,2,1990s,Unsupported,3898,0.31830801894496163
790,2,1990s,Supported positive,7959,0.6499265066144047
790,2,1990s,Supported negative,368,0.030050628776743426
790,2,1990s,Unsupported,3919,0.3200228646088519
791,2,1990s,Supported positive,7997,0.6530295606728728
791,2,1990s,Supported negative,367,0.02996896945941532
791,2,1990s,Unsupported,3882,0.3170014698677119
792,2,1990s,Supported positive,7969,0.6507430997876857
792,2,1990s,Supported negative,365,0.029805650824759104
792,2,1990s,Unsupported,3912,0.31945124938755515
793,2,1990s,Supported positive,7993,0.6527029234035604
793,2,1990s,Supported negative,356,0.02907071696880614
793,2,1990s,Unsupported,3897,0.3182263596276335
794,2,1990s,Supported positive,7986,0.6521313081822636
794,2,1990s,Supported negative,366,0.029887310142087214
794,2,1990s,Unsupported,3894,0.3179813816756492
795,2,1990s,Supported positive,8008,0.6539278131634819
795,2,1990s,Supported negative,358,0.029234035603462355
795,2,1990s,Unsupported,3880,0.3168381512330557
796,2,1990s,Supported positive,7948,0.6490282541237955
796,2,1990s,Supported negative,356,0.02907071696880614
796,2,1990s,Unsupported,3942,0.32190102890739836
797,2,1990s,Supported positive,7965,0.6504164625183734
797,2,1990s,Supported negative,364,0.029723991507430998
797,2,1990s,Unsupported,3917,0.31985954597419564
798,2,1990s,Supported positive,8028,0.6555609995100441
798,2,1990s,Supported negative,359,0.02931569492079046
798,2,1990s,Unsupported,3859,0.31512330556916546
799,2,1990s,Supported positive,7970,0.6508247591050139
799,2,1990s,Supported negative,366,0.029887310142087214
799,2,1990s,Unsupported,3910,0.3192879307528989
800,2,1990s,Supported positive,7980,0.651641352278295
800,2,1990s,Supported negative,368,0.030050628776743426
800,2,1990s,Unsupported,3898,0.31830801894496163
801,2,1990s,Supported positive,7950,0.6491915727584517
801,2,1990s,Supported negative,364,0.029723991507430998
801,2,1990s,Unsupported,3932,0.32108443573411727
802,2,1990s,Supported positive,7979,0.6515596929609668
802,2,1990s,Supported negative,354,0.028907398334149927
802,2,1990s,Unsupported,3913,0.3195329087048832
803,2,1990s,Supported positive,7983,0.6518863302302793
803,2,1990s,Supported negative,361,0.029479013555446677
803,2,1990s,Unsupported,3902,0.31863465621427406
804,2,1990s,Supported positive,7970,0.6508247591050139
804,2,1990s,Supported negative,362,0.029560672872774783
804,2,1990s,Unsupported,3914,0.31961456802221133
805,2,1990s,Supported positive,7965,0.6504164625183734
805,2,1990s,Supported negative,352,0.02874407969949371
805,2,1990s,Unsupported,3929,0.32083945778213296
806,2,1990s,Supported positive,7993,0.6527029234035604
806,2,1990s,Supported negative,358,0.029234035603462355
806,2,1990s,Unsupported,3895,0.3180630409929773
807,2,1990s,Supported positive,8000,0.6532745386248571
807,2,1990s,Supported negative,356,0.02907071696880614
807,2,1990s,Unsupported,3890,0.3176547444063368
808,2,1990s,Supported positive,7929,0.6474767270945615
808,2,1990s,Supported negative,367,0.02996896945941532
808,2,1990s,Unsupported,3950,0.3225543034460232
809,2,1990s,Supported positive,8011,0.6541727911154662
809,2,1990s,Supported negative,354,0.028907398334149927
809,2,1990s,Unsupported,3881,0.3169198105503838
810,2,1990s,Supported positive,8006,0.6537644945288258
810,2,1990s,Supported negative,356,0.02907071696880614
810,2,1990s,Unsupported,3884,0.3171647885023681
811,2,1990s,Supported positive,7969,0.6507430997876857
811,2,1990s,Supported negative,355,0.028989057651478033
811,2,1990s,Unsupported,3922,0.3202678425608362
812,2,1990s,Supported positive,7952,0.649354891393108
812,2,1990s,Supported negative,366,0.029887310142087214
812,2,1990s,Unsupported,3928,0.32075779846480484
813,2,1990s,Supported positive,7964,0.6503348032010452
813,2,1990s,Supported negative,365,0.029805650824759104
813,2,1990s,Unsupported,3917,0.31985954597419564
814,2,1990s,Supported positive,7929,0.6474767270945615
814,2,1990s,Supported negative,359,0.02931569492079046
814,2,1990s,Unsupported,3958,0.32320757798464805
815,2,1990s,Supported positive,7985,0.6520496488649354
815,2,1990s,Supported negative,354,0.028907398334149927
815,2,1990s,Unsupported,3907,0.3190429528009146
816,2,1990s,Supported positive,7988,0.6522946268169199
816,2,1990s,Supported negative,361,0.029479013555446677
816,2,1990s,Unsupported,3897,0.3182263596276335
817,2,1990s,Supported positive,7982,0.6518046709129511
817,2,1990s,Supported negative,367,0.02996896945941532
817,2,1990s,Unsupported,3897,0.3182263596276335
818,2,1990s,Supported positive,7999,0.653192879307529
818,2,1990s,Supported negative,362,0.029560672872774783
818,2,1990s,Unsupported,3885,0.31724644781969624
819,2,1990s,Supported positive,8007,0.6538461538461539
819,2,1990s,Supported negative,361,0.029479013555446677
