bootstrap,atlas,period,support_class,n_pairs,prop_pairs
536,2,1990s,Supported negative,356,0.02907071696880614
536,2,1990s,Unsupported,3913,0.3195329087048832
537,2,1990s,Supported positive,7997,0.6530295606728728
537,2,1990s,Supported negative,371,0.030295606728727748
537,2,1990s,Unsupported,3878,0.31667483259839946
538,2,1990s,Supported positive,7984,0.6519679895476074
538,2,1990s,Supported negative,360,0.02939735423811857
538,2,1990s,Unsupported,3902,0.31863465621427406
539,2,1990s,Supported positive,7962,0.6501714845663891
539,2,1990s,Supported negative,363,0.029642332190102892
539,2,1990s,Unsupported,3921,0.32018618324350806
540,2,1990s,Supported positive,7997,0.6530295606728728
540,2,1990s,Supported negative,362,0.029560672872774783
540,2,1990s,Unsupported,3887,0.3174097664543524
541,2,1990s,Supported positive,7955,0.6495998693450923
541,2,1990s,Supported negative,359,0.02931569492079046
541,2,1990s,Unsupported,3932,0.32108443573411727
542,2,1990s,Supported positive,7986,0.6521313081822636
542,2,1990s,Supported negative,363,0.029642332190102892
542,2,1990s,Unsupported,3897,0.3182263596276335
543,2,1990s,Supported positive,8003,0.6535195165768414
543,2,1990s,Supported negative,355,0.028989057651478033
543,2,1990s,Unsupported,3888,0.31749142577168055
544,2,1990s,Supported positive,7986,0.6521313081822636
544,2,1990s,Supported negative,356,0.02907071696880614
544,2,1990s,Unsupported,3904,0.31879797484893024
545,2,1990s,Supported positive,7944,0.6487016168544831
545,2,1990s,Supported negative,360,0.02939735423811857
545,2,1990s,Unsupported,3942,0.32190102890739836
546,2,1990s,Supported positive,7971,0.650906418422342
546,2,1990s,Supported negative,362,0.029560672872774783
546,2,1990s,Unsupported,3913,0.3195329087048832
547,2,1990s,Supported positive,7924,0.647068430507921
547,2,1990s,Supported negative,362,0.029560672872774783
547,2,1990s,Unsupported,3960,0.32337089661930424
548,2,1990s,Supported positive,7973,0.6510697370569982
548,2,1990s,Supported negative,364,0.029723991507430998
548,2,1990s,Unsupported,3909,0.3192062714355708
549,2,1990s,Supported positive,7973,0.6510697370569982
549,2,1990s,Supported negative,368,0.030050628776743426
549,2,1990s,Unsupported,3905,0.31887963416625836
550,2,1990s,Supported positive,7948,0.6490282541237955
550,2,1990s,Supported negative,362,0.029560672872774783
550,2,1990s,Unsupported,3936,0.3214110730034297
551,2,1990s,Supported positive,7962,0.6501714845663891
551,2,1990s,Supported negative,356,0.02907071696880614
551,2,1990s,Unsupported,3928,0.32075779846480484
552,2,1990s,Supported positive,7989,0.6523762861342479
552,2,1990s,Supported negative,360,0.02939735423811857
552,2,1990s,Unsupported,3897,0.3182263596276335
553,2,1990s,Supported positive,8005,0.6536828352114976
553,2,1990s,Supported negative,357,0.02915237628613425
553,2,1990s,Unsupported,3884,0.3171647885023681
554,2,1990s,Supported positive,7988,0.6522946268169199
554,2,1990s,Supported negative,358,0.029234035603462355
554,2,1990s,Unsupported,3900,0.3184713375796178
555,2,1990s,Supported positive,7956,0.6496815286624203
555,2,1990s,Supported negative,357,0.02915237628613425
555,2,1990s,Unsupported,3933,0.3211660950514454
556,2,1990s,Supported positive,8010,0.6540911317981382
556,2,1990s,Supported negative,360,0.02939735423811857
556,2,1990s,Unsupported,3876,0.3165115139637433
557,2,1990s,Supported positive,7958,0.6498448472970766
557,2,1990s,Supported negative,356,0.02907071696880614
557,2,1990s,Unsupported,3932,0.32108443573411727
558,2,1990s,Supported positive,7965,0.6504164625183734
558,2,1990s,Supported negative,359,0.02931569492079046
558,2,1990s,Unsupported,3922,0.3202678425608362
559,2,1990s,Supported positive,7988,0.6522946268169199
559,2,1990s,Supported negative,362,0.029560672872774783
559,2,1990s,Unsupported,3896,0.3181447003103054
560,2,1990s,Supported positive,7972,0.65098807773967
560,2,1990s,Supported negative,367,0.02996896945941532
560,2,1990s,Unsupported,3907,0.3190429528009146
561,2,1990s,Supported positive,7980,0.651641352278295
561,2,1990s,Supported negative,370,0.03021394741139964
561,2,1990s,Unsupported,3896,0.3181447003103054
562,2,1990s,Supported positive,7981,0.6517230115956231
562,2,1990s,Supported negative,371,0.030295606728727748
562,2,1990s,Unsupported,3894,0.3179813816756492
563,2,1990s,Supported positive,7992,0.6526212640862322
563,2,1990s,Supported negative,366,0.029887310142087214
563,2,1990s,Unsupported,3888,0.31749142577168055
564,2,1990s,Supported positive,7991,0.6525396047689042
564,2,1990s,Supported negative,351,0.028662420382165606
564,2,1990s,Unsupported,3904,0.31879797484893024
565,2,1990s,Supported positive,7992,0.6526212640862322
565,2,1990s,Supported negative,359,0.02931569492079046
565,2,1990s,Unsupported,3895,0.3180630409929773
566,2,1990s,Supported positive,7992,0.6526212640862322
566,2,1990s,Supported negative,361,0.029479013555446677
566,2,1990s,Unsupported,3893,0.3178997223583211
567,2,1990s,Supported positive,7983,0.6518863302302793
567,2,1990s,Supported negative,358,0.029234035603462355
567,2,1990s,Unsupported,3905,0.31887963416625836
568,2,1990s,Supported positive,8019,0.6548260656540912
568,2,1990s,Supported negative,360,0.02939735423811857
568,2,1990s,Unsupported,3867,0.3157765801077903
569,2,1990s,Supported positive,7984,0.6519679895476074
569,2,1990s,Supported negative,360,0.02939735423811857
569,2,1990s,Unsupported,3902,0.31863465621427406
570,2,1990s,Supported positive,7991,0.6525396047689042
570,2,1990s,Supported negative,363,0.029642332190102892
570,2,1990s,Unsupported,3892,0.31781806304099297
571,2,1990s,Supported positive,7961,0.6500898252490609
571,2,1990s,Supported negative,363,0.029642332190102892
571,2,1990s,Unsupported,3922,0.3202678425608362
572,2,1990s,Supported positive,7993,0.6527029234035604
572,2,1990s,Supported negative,358,0.029234035603462355
572,2,1990s,Unsupported,3895,0.3180630409929773
573,2,1990s,Supported positive,7938,0.6482116609505144
573,2,1990s,Supported negative,355,0.028989057651478033
573,2,1990s,Unsupported,3953,0.3227992813980075
574,2,1990s,Supported positive,8016,0.6545810877021068
574,2,1990s,Supported negative,361,0.029479013555446677
574,2,1990s,Unsupported,3869,0.3159398987424465
575,2,1990s,Supported positive,8008,0.6539278131634819
575,2,1990s,Supported negative,360,0.02939735423811857
575,2,1990s,Unsupported,3878,0.31667483259839946
576,2,1990s,Supported positive,8009,0.6540094724808101
576,2,1990s,Supported negative,363,0.029642332190102892
576,2,1990s,Unsupported,3874,0.31634819532908703
577,2,1990s,Supported positive,7964,0.6503348032010452
577,2,1990s,Supported negative,359,0.02931569492079046
577,2,1990s,Unsupported,3923,0.3203495018781643
578,2,1990s,Supported positive,7973,0.6510697370569982
578,2,1990s,Supported negative,358,0.029234035603462355
578,2,1990s,Unsupported,3915,0.31969622733953945
579,2,1990s,Supported positive,7982,0.6518046709129511
579,2,1990s,Supported negative,352,0.02874407969949371
579,2,1990s,Unsupported,3912,0.31945124938755515
580,2,1990s,Supported positive,7953,0.649436550710436
580,2,1990s,Supported negative,359,0.02931569492079046
580,2,1990s,Unsupported,3934,0.32124775436877345
581,2,1990s,Supported positive,8019,0.6548260656540912
581,2,1990s,Supported negative,365,0.029805650824759104
581,2,1990s,Unsupported,3862,0.31536828352114976
582,2,1990s,Supported positive,7995,0.6528662420382165
582,2,1990s,Supported negative,358,0.029234035603462355
582,2,1990s,Unsupported,3893,0.3178997223583211
583,2,1990s,Supported positive,7999,0.653192879307529
583,2,1990s,Supported negative,361,0.029479013555446677
583,2,1990s,Unsupported,3886,0.31732810713702436
584,2,1990s,Supported positive,7939,0.6482933202678426
584,2,1990s,Supported negative,358,0.029234035603462355
584,2,1990s,Unsupported,3949,0.3224726441286951
585,2,1990s,Supported positive,7919,0.6466601339212804
585,2,1990s,Supported negative,358,0.029234035603462355
585,2,1990s,Unsupported,3969,0.3241058304752572
586,2,1990s,Supported positive,8003,0.6535195165768414
586,2,1990s,Supported negative,369,0.030132288094071532
586,2,1990s,Unsupported,3874,0.31634819532908703
587,2,1990s,Supported positive,7982,0.6518046709129511
587,2,1990s,Supported negative,358,0.029234035603462355
587,2,1990s,Unsupported,3906,0.3189612934835865
588,2,1990s,Supported positive,8038,0.6563775926833252
588,2,1990s,Supported negative,356,0.02907071696880614
588,2,1990s,Unsupported,3852,0.3145516903478687
589,2,1990s,Supported positive,8023,0.6551527029234036
589,2,1990s,Supported negative,368,0.030050628776743426
589,2,1990s,Unsupported,3855,0.31479666829985303
590,2,1990s,Supported positive,7953,0.649436550710436
590,2,1990s,Supported negative,357,0.02915237628613425
590,2,1990s,Unsupported,3936,0.3214110730034297
591,2,1990s,Supported positive,8031,0.6558059774620284
591,2,1990s,Supported negative,364,0.029723991507430998
591,2,1990s,Unsupported,3851,0.3144700310305406
592,2,1990s,Supported positive,8021,0.6549893842887473
592,2,1990s,Supported negative,356,0.02907071696880614
592,2,1990s,Unsupported,3869,0.3159398987424465
593,2,1990s,Supported positive,7959,0.6499265066144047
593,2,1990s,Supported negative,353,0.028825739016821818
593,2,1990s,Unsupported,3934,0.32124775436877345
594,2,1990s,Supported positive,7978,0.6514780336436388
594,2,1990s,Supported negative,359,0.02931569492079046
594,2,1990s,Unsupported,3909,0.3192062714355708
595,2,1990s,Supported positive,7974,0.6511513963743263
595,2,1990s,Supported negative,354,0.028907398334149927
595,2,1990s,Unsupported,3918,0.31994120529152376
596,2,1990s,Supported positive,7988,0.6522946268169199
596,2,1990s,Supported negative,347,0.028335783112853178
596,2,1990s,Unsupported,3911,0.319369590070227
597,2,1990s,Supported positive,7943,0.648619957537155
597,2,1990s,Supported negative,359,0.02931569492079046
597,2,1990s,Unsupported,3944,0.32206434754205454
598,2,1990s,Supported positive,8017,0.6546627470194349
598,2,1990s,Supported negative,358,0.029234035603462355
598,2,1990s,Unsupported,3871,0.31610321737710273
599,2,1990s,Supported positive,7954,0.6495182100277642
599,2,1990s,Supported negative,358,0.029234035603462355
599,2,1990s,Unsupported,3934,0.32124775436877345
600,2,1990s,Supported positive,7937,0.6481300016331863
600,2,1990s,Supported negative,358,0.029234035603462355
600,2,1990s,Unsupported,3951,0.3226359627633513
601,2,1990s,Supported positive,8000,0.6532745386248571
601,2,1990s,Supported negative,359,0.02931569492079046
601,2,1990s,Unsupported,3887,0.3174097664543524
602,2,1990s,Supported positive,7956,0.6496815286624203
602,2,1990s,Supported negative,358,0.029234035603462355
602,2,1990s,Unsupported,3932,0.32108443573411727
603,2,1990s,Supported positive,7998,0.6531112199902008
603,2,1990s,Supported negative,357,0.02915237628613425
603,2,1990s,Unsupported,3891,0.31773640372366485
604,2,1990s,Supported positive,7986,0.6521313081822636
604,2,1990s,Supported negative,369,0.030132288094071532
604,2,1990s,Unsupported,3891,0.31773640372366485
605,2,1990s,Supported positive,8017,0.6546627470194349
605,2,1990s,Supported negative,354,0.028907398334149927
605,2,1990s,Unsupported,3875,0.31642985464641515
606,2,1990s,Supported positive,8003,0.6535195165768414
606,2,1990s,Supported negative,361,0.029479013555446677
606,2,1990s,Unsupported,3882,0.3170014698677119
607,2,1990s,Supported positive,8025,0.6553160215580598
607,2,1990s,Supported negative,362,0.029560672872774783
607,2,1990s,Unsupported,3859,0.31512330556916546
608,2,1990s,Supported positive,7966,0.6504981218357014
608,2,1990s,Supported negative,354,0.028907398334149927
608,2,1990s,Unsupported,3926,0.3205944798301486
609,2,1990s,Supported positive,8008,0.6539278131634819
609,2,1990s,Supported negative,354,0.028907398334149927
609,2,1990s,Unsupported,3884,0.3171647885023681
610,2,1990s,Supported positive,7985,0.6520496488649354
610,2,1990s,Supported negative,357,0.02915237628613425
610,2,1990s,Unsupported,3904,0.31879797484893024
611,2,1990s,Supported positive,7963,0.6502531438837171
611,2,1990s,Supported negative,355,0.028989057651478033
611,2,1990s,Unsupported,3928,0.32075779846480484
612,2,1990s,Supported positive,7990,0.652457945451576
612,2,1990s,Supported negative,367,0.02996896945941532
612,2,1990s,Unsupported,3889,0.31757308508900867
613,2,1990s,Supported positive,7981,0.6517230115956231
613,2,1990s,Supported negative,369,0.030132288094071532
613,2,1990s,Unsupported,3896,0.3181447003103054
614,2,1990s,Supported positive,7982,0.6518046709129511
614,2,1990s,Supported negative,359,0.02931569492079046
614,2,1990s,Unsupported,3905,0.31887963416625836
615,2,1990s,Supported positive,7999,0.653192879307529
615,2,1990s,Supported negative,358,0.029234035603462355
615,2,1990s,Unsupported,3889,0.31757308508900867
616,2,1990s,Supported positive,7953,0.649436550710436
616,2,1990s,Supported negative,361,0.029479013555446677
616,2,1990s,Unsupported,3932,0.32108443573411727
617,2,1990s,Supported positive,7960,0.6500081659317328
617,2,1990s,Supported negative,364,0.029723991507430998
617,2,1990s,Unsupported,3922,0.3202678425608362
618,2,1990s,Supported positive,7941,0.6484566389024988
618,2,1990s,Supported negative,368,0.030050628776743426
618,2,1990s,Unsupported,3937,0.3214927323207578
619,2,1990s,Supported positive,7980,0.651641352278295
619,2,1990s,Supported negative,362,0.029560672872774783
619,2,1990s,Unsupported,3904,0.31879797484893024
620,2,1990s,Supported positive,7953,0.649436550710436
620,2,1990s,Supported negative,361,0.029479013555446677
620,2,1990s,Unsupported,3932,0.32108443573411727
621,2,1990s,Supported positive,7983,0.6518863302302793
621,2,1990s,Supported negative,365,0.029805650824759104
621,2,1990s,Unsupported,3898,0.31830801894496163
622,2,1990s,Supported positive,7990,0.652457945451576
622,2,1990s,Supported negative,359,0.02931569492079046
622,2,1990s,Unsupported,3897,0.3182263596276335
623,2,1990s,Supported positive,8002,0.6534378572595133
623,2,1990s,Supported negative,364,0.029723991507430998
623,2,1990s,Unsupported,3880,0.3168381512330557
624,2,1990s,Supported positive,7984,0.6519679895476074
624,2,1990s,Supported negative,363,0.029642332190102892
624,2,1990s,Unsupported,3899,0.31838967826228975
625,2,1990s,Supported positive,8000,0.6532745386248571
625,2,1990s,Supported negative,372,0.030377266046055854
625,2,1990s,Unsupported,3874,0.31634819532908703
626,2,1990s,Supported positive,7984,0.6519679895476074
626,2,1990s,Supported negative,366,0.029887310142087214
626,2,1990s,Unsupported,3896,0.3181447003103054
627,2,1990s,Supported positive,7960,0.6500081659317328
627,2,1990s,Supported negative,363,0.029642332190102892
627,2,1990s,Unsupported,3923,0.3203495018781643
628,2,1990s,Supported positive,7939,0.6482933202678426
628,2,1990s,Supported negative,361,0.029479013555446677
628,2,1990s,Unsupported,3946,0.3222276661767108
629,2,1990s,Supported positive,7981,0.6517230115956231
629,2,1990s,Supported negative,359,0.02931569492079046
629,2,1990s,Unsupported,3906,0.3189612934835865
630,2,1990s,Supported positive,7970,0.6508247591050139
630,2,1990s,Supported negative,356,0.02907071696880614
630,2,1990s,Unsupported,3920,0.32010452392618
631,2,1990s,Supported positive,7953,0.649436550710436
631,2,1990s,Supported negative,368,0.030050628776743426
631,2,1990s,Unsupported,3925,0.32051282051282054
632,2,1990s,Supported positive,7959,0.6499265066144047
632,2,1990s,Supported negative,351,0.028662420382165606
632,2,1990s,Unsupported,3936,0.3214110730034297
633,2,1990s,Supported positive,7979,0.6515596929609668
633,2,1990s,Supported negative,350,0.0285807610648375
633,2,1990s,Unsupported,3917,0.31985954597419564
634,2,1990s,Supported positive,8010,0.6540911317981382
634,2,1990s,Supported negative,348,0.028417442430181284
634,2,1990s,Unsupported,3888,0.31749142577168055
635,2,1990s,Supported positive,7989,0.6523762861342479
635,2,1990s,Supported negative,355,0.028989057651478033
635,2,1990s,Unsupported,3902,0.31863465621427406
636,2,1990s,Supported positive,7971,0.650906418422342
636,2,1990s,Supported negative,362,0.029560672872774783
636,2,1990s,Unsupported,3913,0.3195329087048832
637,2,1990s,Supported positive,7974,0.6511513963743263
637,2,1990s,Supported negative,361,0.029479013555446677
637,2,1990s,Unsupported,3911,0.319369590070227
638,2,1990s,Supported positive,7982,0.6518046709129511
638,2,1990s,Supported negative,357,0.02915237628613425
638,2,1990s,Unsupported,3907,0.3190429528009146
639,2,1990s,Supported positive,7958,0.6498448472970766
639,2,1990s,Supported negative,364,0.029723991507430998
639,2,1990s,Unsupported,3924,0.3204311611954924
640,2,1990s,Supported positive,7979,0.6515596929609668
640,2,1990s,Supported negative,358,0.029234035603462355
640,2,1990s,Unsupported,3909,0.3192062714355708
641,2,1990s,Supported positive,7955,0.6495998693450923
641,2,1990s,Supported negative,356,0.02907071696880614
641,2,1990s,Unsupported,3935,0.3213294136861016
642,2,1990s,Supported positive,7922,0.6469051118732647
642,2,1990s,Supported negative,359,0.02931569492079046
642,2,1990s,Unsupported,3965,0.3237791932059448
643,2,1990s,Supported positive,7967,0.6505797811530296
643,2,1990s,Supported negative,357,0.02915237628613425
643,2,1990s,Unsupported,3922,0.3202678425608362
644,2,1990s,Supported positive,7990,0.652457945451576
644,2,1990s,Supported negative,357,0.02915237628613425
644,2,1990s,Unsupported,3899,0.31838967826228975
645,2,1990s,Supported positive,8012,0.6542544504327944
645,2,1990s,Supported negative,367,0.02996896945941532
645,2,1990s,Unsupported,3867,0.3157765801077903
646,2,1990s,Supported positive,7961,0.6500898252490609
646,2,1990s,Supported negative,356,0.02907071696880614
646,2,1990s,Unsupported,3929,0.32083945778213296
647,2,1990s,Supported positive,7978,0.6514780336436388
647,2,1990s,Supported negative,360,0.02939735423811857
647,2,1990s,Unsupported,3908,0.31912461211824267
648,2,1990s,Supported positive,8034,0.6560509554140127
648,2,1990s,Supported negative,367,0.02996896945941532
648,2,1990s,Unsupported,3845,0.31398007512657194
649,2,1990s,Supported positive,7972,0.65098807773967
649,2,1990s,Supported negative,355,0.028989057651478033
649,2,1990s,Unsupported,3919,0.3200228646088519
650,2,1990s,Supported positive,7989,0.6523762861342479
650,2,1990s,Supported negative,357,0.02915237628613425
650,2,1990s,Unsupported,3900,0.3184713375796178
651,2,1990s,Supported positive,7959,0.6499265066144047
651,2,1990s,Supported negative,359,0.02931569492079046
651,2,1990s,Unsupported,3928,0.32075779846480484
652,2,1990s,Supported positive,7968,0.6506614404703577
652,2,1990s,Supported negative,352,0.02874407969949371
652,2,1990s,Unsupported,3926,0.3205944798301486
653,2,1990s,Supported positive,7999,0.653192879307529
653,2,1990s,Supported negative,363,0.029642332190102892
653,2,1990s,Unsupported,3884,0.3171647885023681
654,2,1990s,Supported positive,7985,0.6520496488649354
654,2,1990s,Supported negative,355,0.028989057651478033
654,2,1990s,Unsupported,3906,0.3189612934835865
655,2,1990s,Supported positive,7993,0.6527029234035604
655,2,1990s,Supported negative,357,0.02915237628613425
655,2,1990s,Unsupported,3896,0.3181447003103054
656,2,1990s,Supported positive,8015,0.6544994283847787
656,2,1990s,Supported negative,360,0.02939735423811857
656,2,1990s,Unsupported,3871,0.31610321737710273
657,2,1990s,Supported positive,8018,0.654744406336763
657,2,1990s,Supported negative,367,0.02996896945941532
657,2,1990s,Unsupported,3861,0.31528662420382164
658,2,1990s,Supported positive,7999,0.653192879307529
658,2,1990s,Supported negative,345,0.028172464478196962
658,2,1990s,Unsupported,3902,0.31863465621427406
659,2,1990s,Supported positive,8007,0.6538461538461539
659,2,1990s,Supported negative,355,0.028989057651478033
659,2,1990s,Unsupported,3884,0.3171647885023681
660,2,1990s,Supported positive,7961,0.6500898252490609
660,2,1990s,Supported negative,355,0.028989057651478033
660,2,1990s,Unsupported,3930,0.32092111709946103
661,2,1990s,Supported positive,7993,0.6527029234035604
661,2,1990s,Supported negative,355,0.028989057651478033
661,2,1990s,Unsupported,3898,0.31830801894496163
662,2,1990s,Supported positive,7968,0.6506614404703577
662,2,1990s,Supported negative,363,0.029642332190102892
662,2,1990s,Unsupported,3915,0.31969622733953945
663,2,1990s,Supported positive,7975,0.6512330556916545
663,2,1990s,Supported negative,360,0.02939735423811857
663,2,1990s,Unsupported,3911,0.319369590070227
664,2,1990s,Supported positive,7977,0.6513963743263106
664,2,1990s,Supported negative,361,0.029479013555446677
664,2,1990s,Unsupported,3908,0.31912461211824267
665,2,1990s,Supported positive,7940,0.6483749795851707
665,2,1990s,Supported negative,359,0.02931569492079046
665,2,1990s,Unsupported,3947,0.32230932549403885
666,2,1990s,Supported positive,7983,0.6518863302302793
666,2,1990s,Supported negative,364,0.029723991507430998
666,2,1990s,Unsupported,3899,0.31838967826228975
667,2,1990s,Supported positive,7932,0.6477217050465458
667,2,1990s,Supported negative,356,0.02907071696880614
667,2,1990s,Unsupported,3958,0.32320757798464805
668,2,1990s,Supported positive,7995,0.6528662420382165
668,2,1990s,Supported negative,370,0.03021394741139964
668,2,1990s,Unsupported,3881,0.3169198105503838
669,2,1990s,Supported positive,7973,0.6510697370569982
669,2,1990s,Supported negative,356,0.02907071696880614
669,2,1990s,Unsupported,3917,0.31985954597419564
670,2,1990s,Supported positive,7996,0.6529479013555447
670,2,1990s,Supported negative,359,0.02931569492079046
670,2,1990s,Unsupported,3891,0.31773640372366485
671,2,1990s,Supported positive,7979,0.6515596929609668
671,2,1990s,Supported negative,371,0.030295606728727748
671,2,1990s,Unsupported,3896,0.3181447003103054
672,2,1990s,Supported positive,8001,0.6533561979421852
672,2,1990s,Supported negative,363,0.029642332190102892
672,2,1990s,Unsupported,3882,0.3170014698677119
673,2,1990s,Supported positive,8019,0.6548260656540912
673,2,1990s,Supported negative,359,0.02931569492079046
673,2,1990s,Unsupported,3868,0.3158582394251184
674,2,1990s,Supported positive,7979,0.6515596929609668
674,2,1990s,Supported negative,363,0.029642332190102892
674,2,1990s,Unsupported,3904,0.31879797484893024
675,2,1990s,Supported positive,7943,0.648619957537155
675,2,1990s,Supported negative,357,0.02915237628613425
675,2,1990s,Unsupported,3946,0.3222276661767108
676,2,1990s,Supported positive,7975,0.6512330556916545
676,2,1990s,Supported negative,361,0.029479013555446677
676,2,1990s,Unsupported,3910,0.3192879307528989
677,2,1990s,Supported positive,7990,0.652457945451576
677,2,1990s,Supported negative,358,0.029234035603462355
677,2,1990s,Unsupported,3898,0.31830801894496163
678,2,1990s,Supported positive,7982,0.6518046709129511
678,2,1990s,Supported negative,367,0.02996896945941532
678,2,1990s,Unsupported,3897,0.3182263596276335
679,2,1990s,Supported positive,7959,0.6499265066144047
679,2,1990s,Supported negative,362,0.029560672872774783
679,2,1990s,Unsupported,3925,0.32051282051282054
680,2,1990s,Supported positive,7981,0.6517230115956231
680,2,1990s,Supported negative,364,0.029723991507430998
680,2,1990s,Unsupported,3901,0.31855299689694594
681,2,1990s,Supported positive,8020,0.6549077249714192
681,2,1990s,Supported negative,360,0.02939735423811857
681,2,1990s,Unsupported,3866,0.3156949207904622
682,2,1990s,Supported positive,8011,0.6541727911154662
682,2,1990s,Supported negative,371,0.030295606728727748
682,2,1990s,Unsupported,3864,0.315531602155806
683,2,1990s,Supported positive,7963,0.6502531438837171
683,2,1990s,Supported negative,356,0.02907071696880614
683,2,1990s,Unsupported,3927,0.3206761391474767
684,2,1990s,Supported positive,7994,0.6527845827208885
684,2,1990s,Supported negative,361,0.029479013555446677
684,2,1990s,Unsupported,3891,0.31773640372366485
685,2,1990s,Supported positive,7961,0.6500898252490609
685,2,1990s,Supported negative,362,0.029560672872774783
685,2,1990s,Unsupported,3923,0.3203495018781643
686,2,1990s,Supported positive,7969,0.6507430997876857
686,2,1990s,Supported negative,359,0.02931569492079046
686,2,1990s,Unsupported,3918,0.31994120529152376
687,2,1990s,Supported positive,7975,0.6512330556916545
687,2,1990s,Supported negative,355,0.028989057651478033
687,2,1990s,Unsupported,3916,0.31977788665686757
688,2,1990s,Supported positive,7973,0.6510697370569982
688,2,1990s,Supported negative,357,0.02915237628613425
688,2,1990s,Unsupported,3916,0.31977788665686757
689,2,1990s,Supported positive,7964,0.6503348032010452
689,2,1990s,Supported negative,368,0.030050628776743426
689,2,1990s,Unsupported,3914,0.31961456802221133
690,2,1990s,Supported positive,7965,0.6504164625183734
690,2,1990s,Supported negative,360,0.02939735423811857
690,2,1990s,Unsupported,3921,0.32018618324350806
691,2,1990s,Supported positive,7976,0.6513147150089825
691,2,1990s,Supported negative,364,0.029723991507430998
691,2,1990s,Unsupported,3906,0.3189612934835865
692,2,1990s,Supported positive,8002,0.6534378572595133
692,2,1990s,Supported negative,345,0.028172464478196962
692,2,1990s,Unsupported,3899,0.31838967826228975
693,2,1990s,Supported positive,7983,0.6518863302302793
693,2,1990s,Supported negative,366,0.029887310142087214
693,2,1990s,Unsupported,3897,0.3182263596276335
694,2,1990s,Supported positive,7987,0.6522129674995917
694,2,1990s,Supported negative,360,0.02939735423811857
694,2,1990s,Unsupported,3899,0.31838967826228975
695,2,1990s,Supported positive,8039,0.6564592520006532
695,2,1990s,Supported negative,357,0.02915237628613425
695,2,1990s,Unsupported,3850,0.3143883717132125
696,2,1990s,Supported positive,8005,0.6536828352114976
696,2,1990s,Supported negative,359,0.02931569492079046
696,2,1990s,Unsupported,3882,0.3170014698677119
697,2,1990s,Supported positive,7974,0.6511513963743263
697,2,1990s,Supported negative,355,0.028989057651478033
697,2,1990s,Unsupported,3917,0.31985954597419564
698,2,1990s,Supported positive,7981,0.6517230115956231
698,2,1990s,Supported negative,368,0.030050628776743426
698,2,1990s,Unsupported,3897,0.3182263596276335
699,2,1990s,Supported positive,7961,0.6500898252490609
699,2,1990s,Supported negative,368,0.030050628776743426
699,2,1990s,Unsupported,3917,0.31985954597419564
700,2,1990s,Supported positive,7968,0.6506614404703577
700,2,1990s,Supported negative,359,0.02931569492079046
700,2,1990s,Unsupported,3919,0.3200228646088519
701,2,1990s,Supported positive,7966,0.6504981218357014
701,2,1990s,Supported negative,357,0.02915237628613425
701,2,1990s,Unsupported,3923,0.3203495018781643
702,2,1990s,Supported positive,7979,0.6515596929609668
702,2,1990s,Supported negative,371,0.030295606728727748
702,2,1990s,Unsupported,3896,0.3181447003103054
703,2,1990s,Supported positive,7975,0.6512330556916545
703,2,1990s,Supported negative,354,0.028907398334149927
703,2,1990s,Unsupported,3917,0.31985954597419564
704,2,1990s,Supported positive,7984,0.6519679895476074
704,2,1990s,Supported negative,370,0.03021394741139964
704,2,1990s,Unsupported,3892,0.31781806304099297
705,2,1990s,Supported positive,7991,0.6525396047689042
705,2,1990s,Supported negative,360,0.02939735423811857
705,2,1990s,Unsupported,3895,0.3180630409929773
706,2,1990s,Supported positive,7984,0.6519679895476074
706,2,1990s,Supported negative,354,0.028907398334149927
706,2,1990s,Unsupported,3908,0.31912461211824267
707,2,1990s,Supported positive,7954,0.6495182100277642
707,2,1990s,Supported negative,361,0.029479013555446677
707,2,1990s,Unsupported,3931,0.32100277641678915
708,2,1990s,Supported positive,8018,0.654744406336763
708,2,1990s,Supported negative,351,0.028662420382165606
708,2,1990s,Unsupported,3877,0.3165931732810714
709,2,1990s,Supported positive,8009,0.6540094724808101
709,2,1990s,Supported negative,357,0.02915237628613425
709,2,1990s,Unsupported,3880,0.3168381512330557
710,2,1990s,Supported positive,7981,0.6517230115956231
710,2,1990s,Supported negative,352,0.02874407969949371
710,2,1990s,Unsupported,3913,0.3195329087048832
711,2,1990s,Supported positive,7979,0.6515596929609668
711,2,1990s,Supported negative,354,0.028907398334149927
711,2,1990s,Unsupported,3913,0.3195329087048832
712,2,1990s,Supported positive,7974,0.6511513963743263
712,2,1990s,Supported negative,366,0.029887310142087214
712,2,1990s,Unsupported,3906,0.3189612934835865
713,2,1990s,Supported positive,7938,0.6482116609505144
713,2,1990s,Supported negative,359,0.02931569492079046
713,2,1990s,Unsupported,3949,0.3224726441286951
714,2,1990s,Supported positive,7964,0.6503348032010452
714,2,1990s,Supported negative,360,0.02939735423811857
714,2,1990s,Unsupported,3922,0.3202678425608362
715,2,1990s,Supported positive,7943,0.648619957537155
715,2,1990s,Supported negative,362,0.029560672872774783
715,2,1990s,Unsupported,3941,0.32181936959007024
716,2,1990s,Supported positive,7988,0.6522946268169199
716,2,1990s,Supported negative,361,0.029479013555446677
716,2,1990s,Unsupported,3897,0.3182263596276335
717,2,1990s,Supported positive,7968,0.6506614404703577
717,2,1990s,Supported negative,356,0.02907071696880614
717,2,1990s,Unsupported,3922,0.3202678425608362
