"","kvadratkod","survey","hh","unique","LULC_0","LULC_11","LULC_22","LULC_33","LULC_44","LULC_55","LULC_66","LULC_77"
"AE95","AE95","AE95_3",0.719195817709949,4,0.153950069243348,0,0.380225880644222,0.277833152194631,0,0,0,0.187990897917799
"AE96","AE96","AE96_3",0.671794244000371,4,0.31865411933542,0,0.352907074598933,0.304084138975903,0,0,0,0.0243546670897447
"AE97","AE97","AE97_3",0.766989335513065,6,0.234590484599774,0.0141069535730726,0.167253732934461,0.209951173221885,0.317083655982969,0.0570139996878382,0,0
"AE98","AE98","AE98_3",0.734836424852048,6,0.378720762909835,0.0580747243501769,0.0243546670909719,0.286697147165005,0.173774689142721,0.00996133480344407,0,0.0684166745378464
"AE99","AE99","AE99_3",0.257532129049743,3,0.855593202455727,0,0,0.0713427962756821,0,0,0,0.0730640012685907
"AF81","AF81","AF81_3",0.523921930954848,4,0.620574202480835,0.0241983715431819,0,0.294418903352814,0,0,0,0.0608085226231695
"AF82","AF82","AF82_3",0.376063198949711,3,0.768508775964087,0.00754363900866076,0,0.17555084194273,0.0483967430845215,0,0,0
"AF90","AF90","AF90_3",0.100563934596844,3,0.947453881511191,0,0,0.0288952639610369,0.0157672363518482,0.00788361817592408,0,0
"AF91","AF91","AF91_3",0.654178306820982,5,0.048515392319355,0.134106965872082,0,0.380703334956054,0.421286941190134,0.00313188368009412,0,0.0122554819822801
"AF92","AF92","AF92_3",0.497687482361419,2,0,0.00764108706944922,0,0.565863210090243,0.426495702840308,0,0,0
"AF93","AF93","AF93_3",0.512264292109657,3,0.0971913647341833,0.00461439490825975,0,0.642106031334025,0.256088209023532,0,0,0
"AF94","AF94","AF94_3",0.588030193140901,3,0.432475312495405,0,0,0.105026819195053,0.462497868309541,0,0,0
"AF95","AF95","AF95_3",0.611041028482924,4,0.546710118086632,0,0,0.237375598570483,0.180104056457683,0,0,0.0358102268852017
"AF96","AF96","AF96_3",0.62632989075619,4,0.546710118086649,0,0,0.0914840822159712,0.202778689883147,0,0,0.159027109814233
"AF97","AF97","AF97_3",0.511141682435051,5,0.675447974675482,0.049285398300197,0,0.14973892529484,0.0687771966760554,0.00174113028545517,0,0.0550093747679707
"AF98","AF98","AF98_3",0.485786425980842,4,0.691863212697824,0.0556632768568694,0,0.155566006167684,0,0.0104362032552896,0,0.0864713010223335
"AF99","AF99","AF99_3",0.483013113804253,2,0.612342882758393,0,0,0.375479783696907,0,0.0121773335447009,0,0
"BC10","BC10","BC10_3",0.573891791319865,4,0.159246105920701,0,0,0.611443404741129,0.131891818684077,0,0,0.0974186706540939
"BC11","BC11","BC11_3",0.559640314739713,4,0.596537759574353,0,0,0.267556290359603,0.0263099455873743,0.0608866691548162,0,0.048709335323853
"BC20","BC20","BC20_3",0.695624957633604,6,0,0.00543142722909764,0.214282961224235,0.140571027894074,0.458060977245698,0.0274717799209413,0,0.154181826485954
"BC21","BC21","BC21_3",0.488187443920148,6,0.000498452931751062,0,0.0122865437952942,0.255354748785947,0.665291517552715,0.0502678911638674,0,0.0163008457704262
"BC22","BC22","BC22_3",0.672534034568877,4,0.358421419739082,0.0243546674701888,0,0.377249600568483,0.236671222441566,0.00330308978068017,0,0
"BC23","BC23","BC23_3",0.236244794436815,3,0.866329110387072,0,0,0.113177243941658,0.0153702342534524,0.00512341141781746,0,0
"BC30","BC30","BC30_3",0.250445664164378,3,0,0.121879289794346,0.85688315468945,0,0,0.0212375555162041,0,0
"BC31","BC31","BC31_3",0.545728876548502,5,0,0.0391467763495599,0.627685169187457,0.117092509388116,0.181102099280503,0.0349734457943635,0,0
"BC32","BC32","BC32_3",0.509470981650787,3,0,0,0.281681696518492,0.0801482672212898,0.63561652306254,0.0025535131976774,0,0
"BC33","BC33","BC33_3",0.533338534255413,3,0.107349511135624,0,0,0.256168054609147,0.62310778082121,0.0133746534340184,0,0
"BC34","BC34","BC34_3",0.38271105023832,3,0.765031237684855,0,0,0.166339411153957,0.0653671197986961,0.00326223136249251,0,0
"BC40","BC40","BC40_3",0.0812720272412415,2,0,0.042436904482694,0.957563095517306,0,0,0,0,0
"BC41","BC41","BC41_3",0.455845153649602,3,0,0.347780051887205,0.650539050667606,0,0.00168089744518877,0,0,0
"BC42","BC42","BC42_3",0.238201862836453,5,0,0.045961484495204,0.86939600431658,0.00543741713527093,0.0212998447964937,0.0579052492564513,0,0
"BC43","BC43","BC43_3",0.714344408083849,6,0,0.0243546673298177,0.0939043190728447,0.0623117261707087,0.449827316741008,0.207248241095219,0,0.162353729590401
"BC44","BC44","BC44_3",0.666521040171359,6,0.137827108579885,0,0.00191759048918121,0.424235900919608,0.358775650141922,0.0447601408493654,0,0.0324836090200385
"BC45","BC45","BC45_3",0.435506945748095,2,0.679573180419439,0,0,0.320426819580561,0,0,0,0
"BC50","BC50","BC50_3",0.705974210989138,6,0.312119645273173,0.0974186720438042,0.41691377309905,0.0543876156657036,0,0.0361644753147433,0,0.082995818603526
"BC51","BC51","BC51_3",0.59894403864896,7,0.311820810003199,0.0775932457830977,0.543234104755382,0.00682880332212871,0.00188188553690636,0.0504907275334045,0,0.00815042306588229
"BC52","BC52","BC52_3",0.51261182817213,5,0.0250477079830237,0.240429564880964,0.652302345154986,0,0.0472731197816485,0.0349472621993776,0,0
"BC53","BC53","BC53_3",0.571609888897108,5,0,0.101869109892906,0.615890897768565,0.020288673709048,0.17415878208223,0.0877925365472511,0,0
"BC54","BC54","BC54_3",0.788762030538706,6,0,0.0338646879557476,0.173596192858301,0.216116095180288,0.306515717430417,0.12377929851877,0,0.146128008056477
"BC55","BC55","BC55_3",0.653086521293115,5,0,0.00855788797426621,0.160890199718809,0.518470472949444,0.197546991365126,0.114534447992355,0,0
"BC56","BC56","BC56_3",0.387437668701445,7,0.773444960339155,0.097418672037585,0.0169315921368592,0.0220082722366704,0.0072006861275899,0.0243546680093963,0,0.0586411491127447
"BC60","BC60","BC60_3",0.171354517007055,3,0,0.0487093352957614,0.906046601466606,0.026754360118255,0,0.0184897031193777,0,0
"BC61","BC61","BC61_3",0.325095200338887,4,0.813375649124581,0,0.0488670485936129,0.00335922546006936,0,0.0369794062365865,0,0.0974186705851503
"BC62","BC62","BC62_3",0.631718469139199,4,0.419785258138022,0.417636253624859,0.122670780518915,0.0029283014807147,0,0.0369794062374888,0,0
"BC63","BC63","BC63_3",0.259756420065405,2,0,0.137405183515564,0.847257117235424,0.0153376992490126,0,0,0,0
"BC64","BC64","BC64_3",0.50355680892527,5,0,0.0229735896390526,0.680137545379257,0.129747003516746,0.0584174481813552,0.108724413283589,0,0
"BC65","BC65","BC65_3",0.7786258360984,6,0.114530050513057,0.0157967798011419,0.250245742000806,0.25859845006854,0.10079855762302,0.260030419993435,0,0
"BC70","BC70","BC70_3",0.341405062306283,5,0.0122005517243808,0,0.785415465968923,0.182660007563072,0,0.00888441684596485,0,0.0108395578976593
"BC71","BC71","BC71_3",0.644476744541905,5,0.521968010654431,0.121773338367422,0.245749057391838,0,0,0.084793932089588,0,0.0257156614967221
"BC72","BC72","BC72_3",0.624143327383353,7,0.554653957726629,0.106216117498462,0.228025401860031,0.0487093353482197,0.00195592314904601,0.0117299290693924,0,0.0487093353482197
"BC73","BC73","BC73_3",0.320786481681012,4,0.00813370114941463,0,0.803028513295859,0,0.00617777799650277,0.182660007558223,0,0
"BC74","BC74","BC74_3",0.526190688783526,5,0,0.048709335347059,0.660091863465426,0.11224500717923,0.131580179516852,0.0473736144914329,0,0
"BC75","BC75","BC75_3",0.682455721770789,5,0.0930131958722848,0,0,0.427370132462134,0.338985676155202,0.0576136969051824,0,0.0830172986051965
"BC80","BC80","BC80_3",0.371778391733908,4,0.77668136411993,0,0,0.0649135802988445,0,0.0150627851545681,0,0.143342270426657
"BC81","BC81","BC81_3",0.540460178284031,7,0.164345166872868,0.175381500981237,0.633620274027402,0.00815042298440071,0.00178139149686473,0.00178139149677921,0,0.0149398521404484
"BC82","BC82","BC82_3",0.573667153220979,6,0.625739895395013,0.0620765097260102,0.0056433190659963,0.146128006602209,0.0323305590880345,0.0712826117981118,0,0.056799098324625
"BC83","BC83","BC83_3",0.740989158055408,7,0.383397494618269,0.0487093355347059,0.06210593946736,0.178272025939808,0.0308183515111081,0.027997330284173,0,0.268699522644576
"BC84","BC84","BC84_3",0.579055977164362,6,0,0.0243546677664559,0.0834084470476761,0.208169657393442,0.605135818861575,0.0281820259185185,0,0.0507493830123332
"BC85","BC85","BC85_3",0.529451736554068,3,0,0,0,0.430287174544912,0.529003745684728,0.04070907977036,0,0
"BC86","BC86","BC86_3",0.371596405412745,4,0.779734112617133,0,0,0.112310472919113,0.0836007466972721,0,0,0.0243546677664822
"BC91","BC91","BC91_3",0,1,1,0,0,0,0,0,0,0
"BC92","BC92","BC92_3",0.119888192722357,2,0.935954015509459,0,0,0,0,0,0,0.0640459844905409
"BC93","BC93","BC93_3",0.485048396724595,6,0.70093272695341,0.0703543557785823,0.0370887667171814,0.111266300151545,0,0.0207120051811717,0,0.0596458452181103
"BC94","BC94","BC94_3",0.689268922180673,7,0.00537210035733971,0.0266401274048868,0.13071391331395,0.488568994729132,0.166714001521737,0.0487093353700269,0,0.133281527302928
"BC95","BC95","BC95_3",0.574994023001486,4,0,0.0478609602733503,0.0580521058344307,0.31131364459292,0.565417954160583,0.017355335138717,0,0
"BC96","BC96","BC96_3",0.55213898539811,4,0.228983019203049,0,0,0.0547796056581801,0.618818704398731,0,0,0.0974186707400392
"BD00","BD00","BD00_3",0.672354210565275,6,0,0.0143047711355446,0.464767750867215,0.302873228816952,0.0443363798280038,0.100653864859381,0,0.073064004492903
"BD01","BD01","BD01_3",0.0785772041294207,4,0,0.0100498970061024,0.959554395902997,0,0.0227875583882972,0.00760814870260364,0,0
"BD02","BD02","BD02_3",0.292809601175278,3,0,0.178090825842576,0.82187228643794,0,3.68877194836126e-05,0,0,0
"BD03","BD03","BD03_3",0.0926734737660433,2,0,0.0487093363285939,0.951290663671406,0,0,0,0,0
"BD04","BD04","BD04_3",0.329734382502461,5,0.12494311179121,0.048709336326083,0.807431699390531,0.0135931590610344,0,0.00532269343114171,0,0
"BD05","BD05","BD05_3",0.49658146598631,6,0.692736330771626,0.081542015960403,0.0290019192408126,0.106752924490634,0,0.0433866428818698,0,0.0465801666546544
"BD06","BD06","BD06_3",0.531779448865229,4,0.629202615861828,0.14080531551933,0,0.000868240509841608,0,0,0,0.229123828109
"BD07","BD07","BD07_3",0.370510200648366,4,0.771707826474879,0.0235230135783356,0,0.181246146368531,0,0,0,0.0235230135782544
"BD08","BD08","BD08_3",0.438861066353141,3,0.720891447329606,0,0,0.174935505306242,0,0,0,0.104173047364152
"BD09","BD09","BD09_3",0.371273807147518,4,0.773447065011321,0,0,0.033922259823933,0.022824446109077,0,0,0.169806229055669
"BD10","BD10","BD10_3",0.490430701430325,5,0,0.048709335326563,0.689811566566583,0.0167465191168541,0.146128005979689,0.0986045730103112,0,0
"BD11","BD11","BD11_3",0.62468744826117,4,0,0.0487093353236198,0.230389357489055,0,0.53367211443894,0.187229192748385,0,0
"BD12","BD12","BD12_3",0.558404426089828,3,0,0.0654558544393135,0.449598292356874,0,0.484945853203813,0,0,0
"BD13","BD13","BD13_3",0.640990813824883,5,0.112555096055323,0.292256011959695,0.506988463592841,0.044100214196084,0,0.0441002141960563,0,0
"BD14","BD14","BD14_3",0.464864935689273,5,0.693505833984306,0,0.0780839148246475,0.00460912111633293,0,0.00460912111638969,0,0.219192008958324
"BD16","BD16","BD16_3",0.0356197841155215,2,0.981861087806682,0.0181389121933177,0,0,0,0,0,0
"BD17","BD17","BD17_3",0.465918559443751,4,0.671243154844585,0.0169410152542819,0.287461162238927,0,0,0,0,0.024354667662206
"BD18","BD18","BD18_3",0.568113353800594,5,0.181030752280256,0,0.61934954797363,0.0334930382325311,0,0.0657452345819813,0,0.100381426931601
"BD19","BD19","BD19_3",0.783077156857857,6,0,0.0243546676620339,0.195072705895275,0.295968334295172,0.24959423390313,0.0979227350948555,0,0.137087323149533
"BD20","BD20","BD20_3",0.487697690121155,4,0,0.0243546674708611,0.680656880875838,0,0.156468596062751,0.13851985559055,0,0
"BD21","BD21","BD21_3",0.320490096795316,4,0,0,0.0752007110866953,0.048709334938827,0.817330722315913,0.0587592316585644,0,0
"BD22","BD22","BD22_3",0.532341622700788,4,0,0,0.475539849675417,0.00935133734834374,0.490754145506837,0.0243546674694014,0,0
"BD23","BD23","BD23_3",0.0945400147905879,2,0,0,0.950255474819248,0,0,0,0,0.0497445251807525
"BD24","BD24","BD24_3",0.0575771332175639,3,0.970465677172694,0,0.0243352881829334,0,0,0,0,0.00519903464437227
"BD26","BD26","BD26_3",0.719488971064998,6,0.27417192513884,0.0322337320053182,0.198995612546924,0.0974186698777999,0.00322355450138304,0.393956505929734,0,0
"BD27","BD27","BD27_3",0.241124753190726,4,0,0.0791037284559225,0.866059153757527,0,0.0183051165818523,0.036532001204698,0,0
"BD28","BD28","BD28_3",0.219467421848422,3,0,0.0758917319972467,0.879058317236097,0,0,0.0450499507666564,0,0
"BD29","BD29","BD29_3",0.412403584389158,5,0,0.17128546995562,0.744292604146689,0.00470432264763274,0.0630092903046285,0.0167083129454295,0,0
"BD30","BD30","BD30_3",0.244102156220697,4,0,0.0199817115601609,0.865383477197102,0,0.0528765497155199,0.061758261527217,0,0
"BD31","BD31","BD31_3",0.508556597057668,3,0,0,0.292617242557807,0,0.632638837516599,0.0747439199255943,0,0
"BD32","BD32","BD32_3",0.339558587396715,4,0,0,0.800177548787695,0.112422002618602,0.000693381007473009,0.0867070675862309,0,0
"BD33","BD33","BD33_3",0.681502412355569,5,0.331985528416801,0.0243546680384672,0.428291836457891,0,0,0.128202727598898,0,0.0871652394879431
"BD34","BD34","BD34_3",0.0942748639814555,2,0.950402673181757,0,0,0,0,0,0,0.0495973268182433
"BD35","BD35","BD35_3",0.584092960613199,4,0.478103415497445,0,0.427618835760579,0,0,0.0438111254833878,0,0.050466623258588
"BD36","BD36","BD36_3",0.638332803002698,5,0.505598513067122,0.0243546680370046,0.301628747992365,0,0.0723354132674092,0.0960826576360995,0,0
"BD37","BD37","BD37_3",0.760948784243897,7,0.140589197321928,0.0455922235524419,0.418516802364145,0.0730640041120181,0.11315059345524,0.13656544849897,0,0.0725217306952567
"BD38","BD38","BD38_3",0.483825302063,3,0.319842806161138,0,0.64221132695591,0,0,0,0,0.0379458668829526
"BD39","BD39","BD39_3",0.441517059030449,4,0.00927942064662885,0.115433165490329,0.721473113803475,0,0,0.153814300059567,0,0
"BD40","BD40","BD40_3",0.36765448781023,4,0,0.087545524063279,0.78111857983756,0,0.120030153839655,0.0113057422595065,0,0
"BD41","BD41","BD41_3",0.476985626400195,3,0,0.14303256813952,0.688637005758031,0,0,0.168330426102449,0,0
"BD42","BD42","BD42_3",0.646876427937814,5,0.071690076904371,0.262753225956763,0.517699166359557,0,0,0.0747935287930697,0,0.0730640019862391
"BD43","BD43","BD43_3",0.647174639952913,6,0.511827230641275,0.0487093346605009,0.278027456800268,0.0487093346605009,0,0.0212910200659686,0,0.0914356231714867
"BD44","BD44","BD44_3",0.672501661786536,5,0.514342224661447,0.122902736102737,0.102196566702514,0,0,0.169108746220919,0,0.0914497263123838
"BD45","BD45","BD45_3",0.46849021596128,5,0.0674367701162101,0.144998604485425,0.706352704709602,0.0236677047893499,0,0.0487093346607335,0,0.00883488123867871
"BD46","BD46","BD46_3",0.515099716638508,4,0.640699443092349,0.0243546673288098,0.261592503567256,0,0,0,0,0.0733533860115849
"BD47","BD47","BD47_3",0.622339770801565,6,0.51606728220139,0.0243546673291354,0.31997364631304,0.0243546673291354,0,0.0339172267760198,0,0.0813325100512796
"BD48","BD48","BD48_3",0.485755500410449,3,0.647974864853402,0,0.303315800486442,0,0,0,0,0.0487093346601559
"BD49","BD49","BD49_3",0.549068543065875,4,0.447850655128457,0.0306270974894598,0.498910762864901,0,0,0.0226114845171825,0,0
"BD50","BD50","BD50_3",0.0683191678958939,2,0,0.0354137151700957,0.964586284829904,0,0,0,0,0
"BD51","BD51","BD51_3",0.561312356226436,4,0.260148634111562,0.118531481064794,0.596965216814343,0,0,0.0243546680093012,0,0
"BD52","BD52","BD52_3",0.260868387878014,3,0.846205916030242,0.151866534664757,0.00192754930500198,0,0,0,0,0
"BD53","BD53","BD53_3",0.403432603303611,5,0.743731789415731,0,0.000820300934374004,0,0.0243546680107576,0.205364648508015,0,0.0257285931311226
"BD54","BD54","BD54_3",0.0799333466872476,4,0.958769847957083,0,0.00167419536678124,0,0,0.0152012886666495,0,0.0243546680094867
"BD55","BD55","BD55_3",0.541373789445499,6,0.653839217613913,0.0730640040325817,0.0288631356847216,0.0250416305710391,0,0.121773340054303,0,0.0974186720434422
"BD56","BD56","BD56_3",0.589290082824253,6,0.562543096829391,0.00855788797354995,0.280565427444406,0.121773340046478,0,0.0251863225859547,0,0.00137392512021957
"BD57","BD57","BD57_3",0.461734934694706,5,0.122810964820602,0.0487093360192388,0.71597315566719,0,0,0.0867779503630628,0,0.0257285931299071
"BD58","BD58","BD58_3",0.410796051356107,5,0,0,0.756303409684802,0.0694046197757962,0.0329125559845247,0.0963294627895145,0,0.0450499517653623
"BD59","BD59","BD59_3",0.622304679645681,6,0.579571850490188,0.123092335958638,0.0483483577265312,0.101078056281914,0,0.113622916953492,0,0.0342864825892372
"BD60","BD60","BD60_3",0.245043835587222,3,0,0.0369794062383672,0.863027081395653,0.0071523854161642,0,0.0928411269498156,0,0
"BD61","BD61","BD61_3",0.67679011062132,5,0.225881981452515,0.0829958182106958,0.494770321544362,0.0812835212214254,0,0.115068357571002,0,0
"BD62","BD62","BD62_3",0.214324306270713,3,0.881403612450235,0,0.0768092383903411,0.0417871491594236,0,0,0,0
"BD63","BD63","BD63_3",0.184641848352851,3,0.900011397928891,0,0.0630091958327655,0.0369794062383435,0,0,0,0
"BD64","BD64","BD64_3",0.560606603858683,5,0.324428233315421,0.0243546676463976,0.574654457341433,0,0.0522079740503507,0.0243546676463976,0,0
"BD65","BD65","BD65_3",0.348546608209751,5,0.799379900423793,0,0.0755856260602767,0.0243546676477705,0.0700127689250399,0.0306670369431203,0,0
"BD66","BD66","BD66_3",0.565716936986862,4,0.30592552481276,0.0157967798003142,0.574099250739824,0,0,0.104178444647102,0,0
"BD67","BD67","BD67_3",0.055773098415809,3,0,0,0.971491724704219,0,0.0107634689982005,0.0177448062975809,0,0
"BD68","BD68","BD68_3",0.3286243038813,4,0,0.0243546676474782,0.810635262420721,0,0.0780973137224035,0.0869127562093975,0,0
"BD69","BD69","BD69_3",0.174966755211026,2,0,0.0902347101657117,0.903676622922692,0,0,0.00608866691159597,0,0
"BD70","BD70","BD70_3",0.45315496179162,5,0,0.100402686943393,0.720337227461743,0.0243546676748271,0.128870718001664,0.0260346999183723,0,0
"BD71","BD71","BD71_3",0.502685035532669,5,0,0.175993391168304,0.671913489494531,0.00877611981674583,0.0243546676733905,0.118962331847028,0,0
"BD72","BD72","BD72_3",0.7800922040649,5,0,0.200278117046245,0.259277658791342,0.122813501718226,0.198202548665027,0.21942817377916,0,0
"BD73","BD73","BD73_3",0.710622289031351,7,0.030219632209897,0.0679774743780186,0.340994379224013,0.392141848321952,0.0332364478683682,0.0623662149731495,0,0.0730640030246021
"BD74","BD74","BD74_3",0.208450642684434,3,0,0,0.883584513102012,0.00724094719806004,0.00714674788705828,0.10202779181287,0,0
"BD75","BD75","BD75_3",0.700663325904048,7,0.0761320881367775,0.246093942207738,0.456112936218944,0.0193213583493416,0.0350921967278904,0.151992970584754,0,0.0152545077745546
"BD76","BD76","BD76_3",0.606547729531066,7,0.538809076075554,0.00558643568750831,0.00772854839683102,0.305423022533978,0.0912643227774131,0.0177337669767359,0,0.0334548275519793
"BD77","BD77","BD77_3",0.670214458057394,5,0.327281945068186,0,0.444292097171368,0,0.118945608715316,0.105413498470575,0,0.00406685057455444
"BD78","BD78","BD78_3",0.290750804929992,5,0.00633636928646956,0.0527761859240494,0.836574193907514,0.0284215182493749,0.0758917326325923,0,0,0
"BD79","BD79","BD79_3",0.0217773302635198,3,0,0.00586496453463228,0.989020786630058,0,0,0.00511424883530993,0,0
"BD80","BD80","BD80_3",0.430483828624507,3,0,0.062708000677874,0.71996823507791,0,0.217323764244216,0,0,0
"BD81","BD81","BD81_3",0.631743862300492,4,0,0.133950672714849,0.465868774367001,0,0.361827220010301,0.0383533329078485,0,0
"BD82","BD82","BD82_3",0.369733039226956,4,0,0,0.0409101635156486,0.0974186710651052,0.782823392995676,0.0788477724235697,0,0
"BD83","BD83","BD83_3",0.689235961266582,5,0,0.024354667767805,0.389534834836686,0.0811744865972153,0.360806114581014,0.144129896217279,0,0
"BD84","BD84","BD84_3",0,1,0,0,1,0,0,0,0,0
"BD85","BD85","BD85_3",0.0643283755969646,3,0,0.0127072423651059,0.967004940457222,0.0202878171776724,0,0,0,0
"BD86","BD86","BD86_3",0.741871416068987,6,0.192568604912203,0.0283464134295399,0.413812416284064,0.119369797378811,0,0.0754200936309601,0,0.170482674364422
"BD87","BD87","BD87_3",0.781586369713158,7,0.115711194584537,0.211456319503421,0.280541682059303,0.0957553619236185,0.00807260178850108,0.268175022964031,0,0.020287817176588
"BD88","BD88","BD88_3",0.512905714055333,7,0.678898306167595,0.0920748180214302,0.117979124559178,0.020287817177394,0.0284593998457693,0.0379458664610273,0,0.0243546677676064
"BD89","BD89","BD89_3",0.494625621036299,4,0.675162398820729,0.194837342131914,0.104487409862551,0,0,0.025512849184806,0,0
"BD90","BD90","BD90_3",0.526654343562544,5,0,0.054344358193771,0.651240372238761,0,0.0671376998932074,0.202922901987978,0,0.0243546676862826
"BD91","BD91","BD91_3",0.612007448878377,5,0,0.0485912530096913,0.579391696912918,0.0900474623474821,0.110489034580882,0.171480553149026,0,0
"BD92","BD92","BD92_3",0.734425148074465,6,0,0.0342864821336414,0.309812541543298,0.351570692776737,0.189767040115772,0.0462264438825637,0,0.0683367995479875
"BD93","BD93","BD93_3",0.364160364086692,5,0,0.0628260833973447,0.789220913484353,0.0540469381889438,0,0.0648241937800273,0,0.0290818711493314
"BD94","BD94","BD94_3",0.249549223881136,2,0,0.146128006110356,0.853871993889644,0,0,0,0,0
"BD95","BD95","BD95_3",0.0475230356966316,2,0,0.0243546676864324,0.975645332313568,0,0,0,0,0
"BD96","BD96","BD96_3",0.0673833290962575,3,0.010356002590209,0.0242841132432259,0.965359884166565,0,0,0,0,0
"BD97","BD97","BD97_3",0.169389269904832,2,0,0.093422375126737,0.906577624873263,0,0,0,0,0
"BD98","BD98","BD98_3",0.58995889184973,3,0.109272599264758,0,0.471849130229277,0.418878270505966,0,0,0,0
"BD99","BD99","BD99_3",0.464854868669589,6,0.715562220528199,0,0.120500775775361,0.0182331851362529,0.024354667685028,0.0482851478200763,0,0.0730640030550839
"BE02","BE02","BE02_3",0.0199577315777868,2,0.989919518095683,0,0,0,0,0,0,0.0100804819043166
"BE03","BE03","BE03_3",0.670367942307278,5,0.450471035775886,0.235507864471983,0.258968727225673,0.0499165570320556,0,0,0,0.00513581549440294
"BE04","BE04","BE04_3",0.636334382201469,5,0,0.00650859509945752,0.40250423701142,0.0535907826506087,0,0.105026821354451,0,0.432369563884063
"BE05","BE05","BE05_3",0.655701566733669,4,0,0,0.436293641611024,0.107052392785382,0,0.105026821359212,0,0.351627144244382
"BE06","BE06","BE06_3",0.397867986236978,4,0,0.0559839092217922,0.755320922686733,0.141053651074483,0,0,0,0.047641517016992
"BE07","BE07","BE07_3",0.413399135688856,6,0.0116330166260208,0.00878743269171646,0.735797651021782,0.198307758047456,0.00232366346979189,0,0,0.0431504781432328
"BE08","BE08","BE08_3",0.691126525091604,5,0.474607461686615,0.0548346185535535,0.19473663474145,0.0940646034806121,0,0,0,0.181756681537769
"BE09","BE09","BE09_3",0.738394569722373,6,0.285813320362724,0.0243546681630352,0.294317471426044,0.289349954421821,0.0287276246500328,0.077436960976344,0,0
"BE10","BE10","BE10_3",0.191729376072739,3,0.894871281812966,0,0.0213394554118778,0.083789262775156,0,0,0,0
"BE11","BE11","BE11_3",0.588587672085284,3,0.51639071721263,0,0.357986481742367,0.125622801045002,0,0,0,0
"BE12","BE12","BE12_3",0.612817737784848,6,0.283992341621283,0.0243546676619466,0.541671134794014,0.0955244858351802,0,0.0322689258921757,0,0.0221884441954015
"BE13","BE13","BE13_3",0.544140828794667,5,0,0.134641038038487,0.642776617216696,0,0.0730640029905183,0.138213747730346,0,0.0113045940239525
"BE14","BE14","BE14_3",0.441741639102283,5,0,0.0860811929169842,0.733504318270631,0.0487093353239785,0.0487093353239785,0.0829958181644274,0,0
"BE15","BE15","BE15_3",0.647006778519991,5,0,0.0730640029892378,0.52159375720477,0.0712855001006664,0.0847631777051769,0.249293562000149,0,0
"BE16","BE16","BE16_3",0.709107494891509,5,0,0.0160122756290268,0.400980264979976,0.169440274150355,0.29297154703612,0.120595638204522,0,0
"BE17","BE17","BE17_3",0.563374755798619,5,0.0149589690783157,0.212318103895693,0.611897171715004,0.124976796161035,0.0358489591499523,0,0,0
"BE18","BE18","BE18_3",0.620212829227812,5,0.108344591226522,0.0810416802387253,0.539652657373783,0.252165261554811,0,0.0187958096061584,0,0
"BE19","BE19","BE19_3",0.681988868677649,5,0,0.00956228644901416,0.320505481987389,0.0740195849276304,0.424754610041358,0.171158036594608,0,0
"BE20","BE20","BE20_3",0.364246768269567,5,0.0971572277856737,0,0.787089849274001,0.0379840752386113,0.00470484529064739,0.0730640024110657,0,0
