"","kvadratkod","survey","tmean_winter"
"BD52","BD52","BD52_3",2.64875887397295
"BD53","BD53","BD53_3",2.69397429892901
"BD54","BD54","BD54_3",2.75876137761848
"BD55","BD55","BD55_3",2.81817081273399
"BD56","BD56","BD56_3",2.87265082782222
"BD57","BD57","BD57_3",2.87489314647278
"BD58","BD58","BD58_3",2.88066089287846
"BD59","BD59","BD59_3",3.04009146943177
"BD60","BD60","BD60_3",2.28374381943657
"BD61","BD61","BD61_3",2.40969543370523
"BD62","BD62","BD62_3",2.55932806440171
"BD63","BD63","BD63_3",2.61365050177872
"BD64","BD64","BD64_3",2.58280691016856
"BD65","BD65","BD65_3",2.73312672902015
"BD66","BD66","BD66_3",2.77624042496702
"BD67","BD67","BD67_3",2.75326623202323
"BD68","BD68","BD68_3",2.70546964855553
"BD69","BD69","BD69_3",2.91396141396582
"BD70","BD70","BD70_3",2.11802381342088
"BD71","BD71","BD71_3",2.20916327311059
"BD72","BD72","BD72_3",2.42126031654639
"BD73","BD73","BD73_3",2.50530390234321
"BD74","BD74","BD74_3",2.48815020312977
"BD75","BD75","BD75_3",2.59081175480231
"BD76","BD76","BD76_3",2.71608257629255
"BD77","BD77","BD77_3",2.70437860948539
"BD78","BD78","BD78_3",2.70903540227188
"BD79","BD79","BD79_3",2.80308502024715
"BD80","BD80","BD80_3",2.0416650777569
"BD81","BD81","BD81_3",2.18249839490017
"BD82","BD82","BD82_3",2.32255212331209
"BD83","BD83","BD83_3",2.40911126374364
"BD84","BD84","BD84_3",2.3631832191992
"BD85","BD85","BD85_3",2.43363003751408
"BD86","BD86","BD86_3",2.57336102109954
"BD87","BD87","BD87_3",2.62508290136684
"BD88","BD88","BD88_3",2.73236843991603
"BD89","BD89","BD89_3",2.80729254754326
"BD90","BD90","BD90_3",2.09062895464641
"BD91","BD91","BD91_3",2.18366531378899
"BD92","BD92","BD92_3",2.26831329254631
"BD93","BD93","BD93_3",2.31495009280137
"BD94","BD94","BD94_3",2.24607093968089
"BD95","BD95","BD95_3",2.30785872989604
"BD96","BD96","BD96_3",2.42787935948269
"BD97","BD97","BD97_3",2.4789265015819
"BD98","BD98","BD98_3",2.65085994783937
"BD99","BD99","BD99_3",2.70998173558927
"BE02","BE02","BE02_3",3.13401405527145
"BE03","BE03","BE03_3",3.10191721540155
"BE04","BE04","BE04_3",3.09568807412525
"BE05","BE05","BE05_3",3.07514945706181
"BE06","BE06","BE06_3",3.05194235109769
"BE07","BE07","BE07_3",3.05101086681334
"BE08","BE08","BE08_3",3.08135923696373
"BE09","BE09","BE09_3",3.08406001515714
"BE10","BE10","BE10_3",3.05312554785356
"BE11","BE11","BE11_3",3.01821388290062
"BE12","BE12","BE12_3",2.97789752357677
"BE13","BE13","BE13_3",2.91692085322239
"BE14","BE14","BE14_3",2.89594321795597
"BE15","BE15","BE15_3",2.88835022123128
"BE16","BE16","BE16_3",2.85087070425389
"BE17","BE17","BE17_3",2.87302218628091
"BE18","BE18","BE18_3",2.93128943073758
"BE19","BE19","BE19_3",2.90714250415084
"BE20","BE20","BE20_3",2.88812095676894
"BE21","BE21","BE21_3",2.80340676450937
"BE22","BE22","BE22_3",2.6955773289704
"BE23","BE23","BE23_3",2.6616994675649
"BE24","BE24","BE24_3",2.65877457888584
"BE25","BE25","BE25_3",2.6264583312084
"BE26","BE26","BE26_3",2.61455834390826
"BE27","BE27","BE27_3",2.64625036957817
"BE28","BE28","BE28_3",2.73865913663576
"BE29","BE29","BE29_3",2.77303277526085
"BE30","BE30","BE30_3",2.71523272833777
"BE31","BE31","BE31_3",2.54219891677357
"BE32","BE32","BE32_3",2.3762642415873
"BE33","BE33","BE33_3",2.39179160039906
"BE34","BE34","BE34_3",2.45597878862433
"BE35","BE35","BE35_3",2.461295503353
"BE36","BE36","BE36_3",2.40500406991402
"BE37","BE37","BE37_3",2.44628427200663
"BE38","BE38","BE38_3",2.53890382451388
"BE39","BE39","BE39_3",2.64094789956798
"BE40","BE40","BE40_3",2.56603969779293
"BE41","BE41","BE41_3",2.44109456337648
"BE42","BE42","BE42_3",2.32697512770026
"BE43","BE43","BE43_3",2.25056578395328
"BE44","BE44","BE44_3",2.25929067334702
"BE45","BE45","BE45_3",2.25105302407919
"BE46","BE46","BE46_3",2.2665420334296
"BE47","BE47","BE47_3",2.30287876522361
"BE48","BE48","BE48_3",2.43175231230766
"BE49","BE49","BE49_3",2.50443437084112
"BE50","BE50","BE50_3",2.40314444678271
"BE51","BE51","BE51_3",2.29250655430432
"BE52","BE52","BE52_3",2.25238669026101
"BE53","BE53","BE53_3",2.2352390970012
"BE54","BE54","BE54_3",2.18011451145
"BE55","BE55","BE55_3",2.0727735643657
"BE56","BE56","BE56_3",2.08337581275793
"BE57","BE57","BE57_3",2.19412053191641
"BE58","BE58","BE58_3",2.31725935353133
"BE59","BE59","BE59_3",2.36493349559855
"BE60","BE60","BE60_3",2.29567641541712
"BE61","BE61","BE61_3",2.22037433223897
"BE62","BE62","BE62_3",2.16664826974418
"BE63","BE63","BE63_3",2.145614101605
"BE64","BE64","BE64_3",2.09907591177427
"BE65","BE65","BE65_3",2.05671038342756
"BE66","BE66","BE66_3",2.05042302070446
"BE67","BE67","BE67_3",2.09265357573708
"BE68","BE68","BE68_3",2.21764782595605
"BE69","BE69","BE69_3",2.25507124737852
"BE70","BE70","BE70_3",2.14299313911928
"BE71","BE71","BE71_3",2.06598173633715
"BE72","BE72","BE72_3",1.96894236921529
"BE73","BE73","BE73_3",1.99108669285957
"BE74","BE74","BE74_3",1.97350758153898
"BE75","BE75","BE75_3",1.99355613207056
"BE76","BE76","BE76_3",2.01501282391915
"BE77","BE77","BE77_3",2.05580367429581
"BE78","BE78","BE78_3",2.15373049163166
"BE79","BE79","BE79_3",2.17553361311886
"BE80","BE80","BE80_3",2.0362370596735
"BE81","BE81","BE81_3",1.91979603070687
"BE82","BE82","BE82_3",1.8437004863209
"BE83","BE83","BE83_3",1.87894199838058
"BE84","BE84","BE84_3",1.87303996739712
"BE85","BE85","BE85_3",1.90856228581738
"BE86","BE86","BE86_3",1.96818122901492
"BE87","BE87","BE87_3",2.00609561176771
"BE88","BE88","BE88_3",2.06122617222157
"BE89","BE89","BE89_3",2.05956114862745
"BE90","BE90","BE90_3",1.93179615839313
"BE91","BE91","BE91_3",1.88739372064544
"BE92","BE92","BE92_3",1.79242366965188
"BE93","BE93","BE93_3",1.81376777813976
"BE94","BE94","BE94_3",1.81939048382828
"BE95","BE95","BE95_3",1.83182382068439
"BE96","BE96","BE96_3",1.8760438834632
"BE97","BE97","BE97_3",1.89897348599823
"BE98","BE98","BE98_3",1.95694983748427
"BE99","BE99","BE99_3",1.98504096365363
"BF00","BF00","BF00_3",3.58369427845595
"BF01","BF01","BF01_3",3.54398025809767
"BF02","BF02","BF02_3",3.49820602626655
"BF03","BF03","BF03_3",3.39624871079754
"BF04","BF04","BF04_3",3.42720625356628
"BF05","BF05","BF05_3",3.3308689065063
"BF06","BF06","BF06_3",3.3341740083166
"BF07","BF07","BF07_3",3.30861221729704
"BF08","BF08","BF08_3",3.26889240100015
"BF10","BF10","BF10_3",3.43329882434167
"BF11","BF11","BF11_3",3.34552303779032
"BF12","BF12","BF12_3",3.34791980400187
"BF13","BF13","BF13_3",3.27395868722214
"BF14","BF14","BF14_3",3.23006849327752
"BF15","BF15","BF15_3",3.19496615117035
"BF16","BF16","BF16_3",3.16983827138786
"BF17","BF17","BF17_3",3.14207934256988
"BF18","BF18","BF18_3",3.11972725651309
"BF20","BF20","BF20_3",3.22922617071904
"BF21","BF21","BF21_3",3.18789210091046
"BF22","BF22","BF22_3",3.21703529213124
"BF23","BF23","BF23_3",3.11631464847355
"BF24","BF24","BF24_3",3.03490307133029
"BF25","BF25","BF25_3",2.98474172637589
"BF26","BF26","BF26_3",2.95267580975525
"BF27","BF27","BF27_3",2.94887382048327
"BF28","BF28","BF28_3",2.93653914925987
"BF29","BF29","BF29_3",2.93331729762239
"BF30","BF30","BF30_3",3.01639299615467
"BF31","BF31","BF31_3",3.02321837757796
"BF32","BF32","BF32_3",3.0030562106393
"BF33","BF33","BF33_3",2.95030822323547
"BF34","BF34","BF34_3",2.82786348139432
"BF35","BF35","BF35_3",2.76723670781241
"BF36","BF36","BF36_3",2.73862109828102
"BF37","BF37","BF37_3",2.71241866018153
"BF38","BF38","BF38_3",2.7264419222325
"BF39","BF39","BF39_3",2.78176018365999
"BF40","BF40","BF40_3",2.83831870110997
"BF41","BF41","BF41_3",2.8451373698956
"BF42","BF42","BF42_3",2.7944104691995
"BF43","BF43","BF43_3",2.82715804480319
"BF44","BF44","BF44_3",2.74095168258003
"BF45","BF45","BF45_3",2.6292957621752
"BF46","BF46","BF46_3",2.54023641772578
"BF47","BF47","BF47_3",2.52486722524866
"BF48","BF48","BF48_3",2.5947533065019
"BF49","BF49","BF49_3",2.62299774810493
"BF50","BF50","BF50_3",2.74466462744986
"BF51","BF51","BF51_3",2.67489568290695
"BF52","BF52","BF52_3",2.66133702559041
"BF53","BF53","BF53_3",2.65678390325373
"BF54","BF54","BF54_3",2.58800436978272
"BF55","BF55","BF55_3",2.48511309411118
"BF56","BF56","BF56_3",2.43269025335812
"BF57","BF57","BF57_3",2.37050404602303
"BF58","BF58","BF58_3",2.43799434840173
"BF59","BF59","BF59_3",2.4757647157413
"BF60","BF60","BF60_3",2.64075385806308
"BF61","BF61","BF61_3",2.56380256014541
"BF62","BF62","BF62_3",2.49219101138715
"BF63","BF63","BF63_3",2.4752813683952
"BF64","BF64","BF64_3",2.44548345389328
"BF65","BF65","BF65_3",2.37604340522922
"BF66","BF66","BF66_3",2.33894161672899
"BF67","BF67","BF67_3",2.32026580490587
"BF68","BF68","BF68_3",2.34219502452252
"BF69","BF69","BF69_3",2.3299935686695
"BF70","BF70","BF70_3",2.47546435945966
"BF71","BF71","BF71_3",2.44376464110294
"BF72","BF72","BF72_3",2.36892663827855
"BF73","BF73","BF73_3",2.32133389247186
"BF74","BF74","BF74_3",2.30200593910077
"BF75","BF75","BF75_3",2.27350315835665
"BF76","BF76","BF76_3",2.25386057759492
"BF77","BF77","BF77_3",2.22518846277314
"BF78","BF78","BF78_3",2.19353447844971
"BF79","BF79","BF79_3",2.20408347256491
"BF80","BF80","BF80_3",2.30520688541683
"BF81","BF81","BF81_3",2.25922777114467
"BF82","BF82","BF82_3",2.19263101614968
"BF83","BF83","BF83_3",2.17184234993906
"BF84","BF84","BF84_3",2.1639924558694
"BF85","BF85","BF85_3",2.13242079960015
"BF86","BF86","BF86_3",2.11513502707377
"BF87","BF87","BF87_3",2.08491385607403
"BF88","BF88","BF88_3",2.03626968092296
"BF89","BF89","BF89_3",2.06236760899258
"BF90","BF90","BF90_3",2.11810713531303
"BF91","BF91","BF91_3",2.02193173571299
"BF92","BF92","BF92_3",2.03074323698314
"BF93","BF93","BF93_3",2.0233374962385
"BF94","BF94","BF94_3",1.9692794565871
"BF95","BF95","BF95_3",1.9931340693915
"BF96","BF96","BF96_3",1.98031626310412
"BF97","BF97","BF97_3",1.96605851850182
"BF98","BF98","BF98_3",1.93530990725234
"BF99","BF99","BF99_3",1.95259810258967
"BG09","BG09","BG09_3",3.56254141526757
"BG19","BG19","BG19_3",3.49902066062045
"BG26","BG26","BG26_3",3.35384692924295
"BG27","BG27","BG27_3",3.35776342224063
"BG28","BG28","BG28_3",3.35149762563671
"BG29","BG29","BG29_3",3.31548244300613
"BG30","BG30","BG30_3",3.26723767239517
"BG31","BG31","BG31_3",3.26388920001995
"BG32","BG32","BG32_3",3.25841840606867
"BG33","BG33","BG33_3",3.25232472560723
"BG36","BG36","BG36_3",3.28943608953328
"BG37","BG37","BG37_3",3.28285474880972
"BG38","BG38","BG38_3",3.25920878957921
"BG39","BG39","BG39_3",3.09893528785662
"BG40","BG40","BG40_3",3.16932819367463
"BG41","BG41","BG41_3",3.15207778874296
"BG42","BG42","BG42_3",3.14982439179706
"BG43","BG43","BG43_3",3.15484710258629
"BG45","BG45","BG45_3",3.12424194613389
"BG48","BG48","BG48_3",2.97828451119494
"BG49","BG49","BG49_3",2.96008448813426
"BG50","BG50","BG50_3",2.8910594812607
"BG51","BG51","BG51_3",2.90460884052299
"BG52","BG52","BG52_3",2.91749830396278
"BG53","BG53","BG53_3",2.9127518958938
"BG54","BG54","BG54_3",2.91128977678519
"BG55","BG55","BG55_3",2.89678903457123
"BG56","BG56","BG56_3",2.88363451780013
"BG57","BG57","BG57_3",2.88331624336842
"BG58","BG58","BG58_3",2.86377091328753
"BG59","BG59","BG59_3",2.82510935367974
"BG60","BG60","BG60_3",2.77668062087941
"BG61","BG61","BG61_3",2.79168623358361
"BG62","BG62","BG62_3",2.79242944562726
"BG63","BG63","BG63_3",2.78842744249124
"BG64","BG64","BG64_3",2.77307253793332
"BG65","BG65","BG65_3",2.76019351264478
"BG66","BG66","BG66_3",2.78069327609979
"BG67","BG67","BG67_3",2.75551021351744
"BG68","BG68","BG68_3",2.69154855648759
"BG69","BG69","BG69_3",2.64991448497839
"BG70","BG70","BG70_3",2.62045983128964
"BG71","BG71","BG71_3",2.6369959593016
"BG72","BG72","BG72_3",2.58343670112832
"BG73","BG73","BG73_3",2.59799587329766
"BG74","BG74","BG74_3",2.58922147816329
"BG75","BG75","BG75_3",2.58238119334755
"BG76","BG76","BG76_3",2.62876385555771
"BG77","BG77","BG77_3",2.59710514934846
"BG78","BG78","BG78_3",2.52689436803847
"BG79","BG79","BG79_3",2.48840302394869
"BG80","BG80","BG80_3",2.46398268232932
"BG81","BG81","BG81_3",2.41735616429206
"BG82","BG82","BG82_3",2.42616707017379
"BG83","BG83","BG83_3",2.43031914770984
"BG84","BG84","BG84_3",2.38086939029588
"BG85","BG85","BG85_3",2.44226501344992
"BG86","BG86","BG86_3",2.46931265052095
"BG87","BG87","BG87_3",2.43243605932272
"BG88","BG88","BG88_3",2.38654942850692
"BG89","BG89","BG89_3",2.28738454063148
"BG90","BG90","BG90_3",2.33816441618213
"BG91","BG91","BG91_3",2.30481159206272
"BG92","BG92","BG92_3",2.24785661279235
"BG93","BG93","BG93_3",2.23462870311373
"BG94","BG94","BG94_3",2.26173636878863
"BG95","BG95","BG95_3",2.3217166624557
"BG96","BG96","BG96_3",2.27224799878564
"BG97","BG97","BG97_3",2.25705446070419
"BG98","BG98","BG98_3",2.24778592202691
"BG99","BG99","BG99_3",2.09170873331103
"BH49","BH49","BH49_3",3.18888886769613
"BH57","BH57","BH57_3",2.92269880123292
"BH58","BH58","BH58_3",2.89365819759223
"BH59","BH59","BH59_3",2.88385429829807
"BH66","BH66","BH66_3",2.79211606927698
"BH67","BH67","BH67_3",2.79146687765131
"BH68","BH68","BH68_3",2.76764476607955
"BH69","BH69","BH69_3",2.75129442919922
"BH76","BH76","BH76_3",2.63151334050147
"BH77","BH77","BH77_3",2.62891213231984
"BH78","BH78","BH78_3",2.58454873449115
"BH79","BH79","BH79_3",2.59613908518951
"BH86","BH86","BH86_3",2.48423112907264
"BH87","BH87","BH87_3",2.50153152467976
"BH88","BH88","BH88_3",2.45698800939183
"BH89","BH89","BH89_3",2.4452865442934
"BH96","BH96","BH96_3",2.34034856238577
"BH97","BH97","BH97_3",2.35697806847313
"BH98","BH98","BH98_3",2.34181405086991
"BH99","BH99","BH99_3",2.32244897708066
"CB70","CB70","CB70_3",2.5263702124665
"CB80","CB80","CB80_3",2.48766549098397
"CB81","CB81","CB81_3",2.56583815885291
"CB82","CB82","CB82_3",2.5626593172537
"CB90","CB90","CB90_3",2.48949972773835
"CB91","CB91","CB91_3",2.50137706025873
"CB92","CB92","CB92_3",2.50175547982628
"CB93","CB93","CB93_3",2.48894205889139
"CB94","CB94","CB94_3",2.5767881751038
"CC01","CC01","CC01_3",2.76319289402842
"CC03","CC03","CC03_3",2.86684293683168
"CC04","CC04","CC04_3",2.87584146125067
"CC05","CC05","CC05_3",2.92755486003016
"CC06","CC06","CC06_3",2.91815998261773
"CC10","CC10","CC10_3",2.63579168026191
"CC11","CC11","CC11_3",2.68902074861675
"CC14","CC14","CC14_3",2.82257037227567
"CC15","CC15","CC15_3",2.85154281656982
"CC16","CC16","CC16_3",2.85378642069845
"CC20","CC20","CC20_3",2.53171454619242
"CC21","CC21","CC21_3",2.49734605168795
"CC22","CC22","CC22_3",2.6339116889995
"CC23","CC23","CC23_3",2.69848324714317
"CC24","CC24","CC24_3",2.7313504446144
"CC25","CC25","CC25_3",2.74954143455119
"CC26","CC26","CC26_3",2.76506910579955
"CC30","CC30","CC30_3",2.38957146126728
"CC31","CC31","CC31_3",2.42385031518461
"CC32","CC32","CC32_3",2.44270818180636
"CC33","CC33","CC33_3",2.57310500833064
"CC34","CC34","CC34_3",2.57262611730193
"CC35","CC35","CC35_3",2.54574970629951
"CC36","CC36","CC36_3",2.59193775600085
"CC40","CC40","CC40_3",2.23058949617991
"CC41","CC41","CC41_3",2.30786506201128
"CC42","CC42","CC42_3",2.3959404217976
"CC43","CC43","CC43_3",2.49698882525731
"CC44","CC44","CC44_3",2.49648422245448
"CC45","CC45","CC45_3",2.39814840339865
"CC46","CC46","CC46_3",2.47283108471406
"CC47","CC47","CC47_3",2.65571167676784
"CC50","CC50","CC50_3",2.1140084353369
"CC51","CC51","CC51_3",2.16169598875902
"CC52","CC52","CC52_3",2.26850548840152
"CC53","CC53","CC53_3",2.36568119381117
"CC54","CC54","CC54_3",2.44720271320334
"CC55","CC55","CC55_3",2.39679052603504
"CC56","CC56","CC56_3",2.46450540919605
"CC57","CC57","CC57_3",2.57854115594002
"CC60","CC60","CC60_3",2.08987386171486
"CC61","CC61","CC61_3",2.13470533844152
"CC62","CC62","CC62_3",2.21914796113453
"CC63","CC63","CC63_3",2.28314872270911
"CC64","CC64","CC64_3",2.40239515190247
"CC65","CC65","CC65_3",2.43685260486189
"CC66","CC66","CC66_3",2.4933405862736
"CC67","CC67","CC67_3",2.48666698927739
"CC68","CC68","CC68_3",2.52262404576136
"CC70","CC70","CC70_3",1.98521552843666
"CC71","CC71","CC71_3",2.03506826978595
"CC72","CC72","CC72_3",2.13624372044626
"CC73","CC73","CC73_3",2.28219923418193
"CC74","CC74","CC74_3",2.35141657584774
"CC75","CC75","CC75_3",2.37778949320614
"CC76","CC76","CC76_3",2.42358236253306
"CC77","CC77","CC77_3",2.43355226434501
"CC78","CC78","CC78_3",2.46155300814558
"CC79","CC79","CC79_3",2.48404128909025
"CC80","CC80","CC80_3",1.87968704061558
"CC81","CC81","CC81_3",1.88004535110332
"CC82","CC82","CC82_3",1.90968885588861
"CC83","CC83","CC83_3",2.15945686289627
"CC84","CC84","CC84_3",2.28341379511407
"CC85","CC85","CC85_3",2.32854487921729
"CC86","CC86","CC86_3",2.40127436603187
"CC87","CC87","CC87_3",2.40748327848803
"CC88","CC88","CC88_3",2.44235617141759
"CC89","CC89","CC89_3",2.44464730963704
"CC90","CC90","CC90_3",1.75067666426774
"CC91","CC91","CC91_3",1.83729139264407
"CC92","CC92","CC92_3",1.92737090630985
"CC93","CC93","CC93_3",2.06433769775429
"CC94","CC94","CC94_3",2.26620609612007
"CC95","CC95","CC95_3",2.30884166995787
"CC96","CC96","CC96_3",2.34141471007627
"CC97","CC97","CC97_3",2.370362028955
"CC98","CC98","CC98_3",2.41211450782471
"CC99","CC99","CC99_3",2.46942294231373
"CD00","CD00","CD00_3",1.99281534065488
"CD01","CD01","CD01_3",2.02078684462426
"CD02","CD02","CD02_3",2.14713632950405
"CD03","CD03","CD03_3",2.24877082093396
"CD04","CD04","CD04_3",2.29984511425198
"CD05","CD05","CD05_3",2.30846390311187
"CD06","CD06","CD06_3",2.28321736723188
"CD07","CD07","CD07_3",2.4347845241981
"CD08","CD08","CD08_3",2.54206832506522
"CD09","CD09","CD09_3",2.61184683602528
"CD10","CD10","CD10_3",1.85633481114936
"CD11","CD11","CD11_3",1.93266256164728
"CD12","CD12","CD12_3",2.01403571834688
"CD13","CD13","CD13_3",2.16387221320071
"CD14","CD14","CD14_3",2.25427280870493
"CD15","CD15","CD15_3",2.34012245334697
"CD16","CD16","CD16_3",2.30855074349685
"CD17","CD17","CD17_3",2.3688993131439
"CD18","CD18","CD18_3",2.48096315488168
"CD20","CD20","CD20_3",1.77048427005272
"CD21","CD21","CD21_3",1.8573372193382
"CD22","CD22","CD22_3",2.01153782881325
"CD23","CD23","CD23_3",2.05336016077277
"CD24","CD24","CD24_3",2.05638448793789
"CD25","CD25","CD25_3",2.26857195578699
"CD26","CD26","CD26_3",2.269497302114
"CD27","CD27","CD27_3",2.36737427207592
"CD28","CD28","CD28_3",2.40508893000894
"CD29","CD29","CD29_3",2.41207169563215
"CD30","CD30","CD30_3",1.67223898440932
"CD31","CD31","CD31_3",1.86756949385554
"CD32","CD32","CD32_3",1.92238181122962
"CD33","CD33","CD33_3",2.0238634523878
"CD34","CD34","CD34_3",2.09109963991693
"CD35","CD35","CD35_3",2.19567586662388
"CD36","CD36","CD36_3",2.23665339440115
"CD37","CD37","CD37_3",2.18395983429567
"CD38","CD38","CD38_3",2.2142583392819
"CD39","CD39","CD39_3",2.3015282186494
"CD40","CD40","CD40_3",1.76263668584083
"CD41","CD41","CD41_3",1.76524245211653
"CD42","CD42","CD42_3",1.77736777336353
"CD43","CD43","CD43_3",2.00118637901079
"CD44","CD44","CD44_3",1.92152660280874
"CD45","CD45","CD45_3",1.97740178842971
"CD46","CD46","CD46_3",2.06944921280637
"CD47","CD47","CD47_3",2.09970099914669
"CD48","CD48","CD48_3",2.1200514778197
"CD49","CD49","CD49_3",2.20058184968853
"CD50","CD50","CD50_3",1.72731596490031
"CD51","CD51","CD51_3",1.69833479846048
"CD52","CD52","CD52_3",1.71532605217136
"CD53","CD53","CD53_3",1.87589244588008
