"survey","site","atlas","period","warbler_richness"
"FF94_3","FF94","3","2010s",8
"FF95_3","FF95","3","2010s",7
"FF96_3","FF96","3","2010s",11
"FF97_3","FF97","3","2010s",9
"FF98_3","FF98","3","2010s",10
"FF99_3","FF99","3","2010s",8
"FG00_3","FG00","3","2010s",7
"FG03_3","FG03","3","2010s",8
"FG04_3","FG04","3","2010s",10
"FG05_3","FG05","3","2010s",8
"CD44_1","CD44","1","1970s",4
"FG06_3","FG06","3","2010s",9
"FG07_3","FG07","3","2010s",11
"FG08_3","FG08","3","2010s",11
"FG09_3","FG09","3","2010s",9
"FG13_3","FG13","3","2010s",10
"FG14_3","FG14","3","2010s",9
"FG15_3","FG15","3","2010s",8
"FG16_3","FG16","3","2010s",6
"FG17_3","FG17","3","2010s",9
"FG18_3","FG18","3","2010s",7
"CD45_1","CD45","1","1970s",8
"FG19_3","FG19","3","2010s",10
"FG23_3","FG23","3","2010s",9
"FG24_3","FG24","3","2010s",7
"FG25_3","FG25","3","2010s",6
"FG26_3","FG26","3","2010s",8
"FG27_3","FG27","3","2010s",10
"FG28_3","FG28","3","2010s",12
"FG29_3","FG29","3","2010s",13
"FG31_3","FG31","3","2010s",7
"FG33_3","FG33","3","2010s",9
"CD46_1","CD46","1","1970s",1
"FG34_3","FG34","3","2010s",7
"FG35_3","FG35","3","2010s",8
"FG36_3","FG36","3","2010s",9
"FG37_3","FG37","3","2010s",11
"FG38_3","FG38","3","2010s",8
"FG39_3","FG39","3","2010s",8
"FG41_3","FG41","3","2010s",7
"FG42_3","FG42","3","2010s",9
"FG43_3","FG43","3","2010s",9
"FG44_3","FG44","3","2010s",10
"BC65_1","BC65","1","1970s",7
"CD47_1","CD47","1","1970s",8
"FG45_3","FG45","3","2010s",9
"FG46_3","FG46","3","2010s",11
"FG47_3","FG47","3","2010s",9
"FG48_3","FG48","3","2010s",10
"FG49_3","FG49","3","2010s",10
"FG50_3","FG50","3","2010s",8
"FG51_3","FG51","3","2010s",10
"FG52_3","FG52","3","2010s",11
"FG53_3","FG53","3","2010s",10
"FG54_3","FG54","3","2010s",7
"CD48_1","CD48","1","1970s",1
"FG55_3","FG55","3","2010s",7
"FG56_3","FG56","3","2010s",9
"FG57_3","FG57","3","2010s",9
"FG58_3","FG58","3","2010s",5
"FG59_3","FG59","3","2010s",12
"FG60_3","FG60","3","2010s",9
"FG61_3","FG61","3","2010s",6
"FG62_3","FG62","3","2010s",9
"FG63_3","FG63","3","2010s",11
"FG64_3","FG64","3","2010s",7
"CD49_1","CD49","1","1970s",7
"FG65_3","FG65","3","2010s",11
"FG66_3","FG66","3","2010s",11
"FG67_3","FG67","3","2010s",8
"FG68_3","FG68","3","2010s",8
"FG69_3","FG69","3","2010s",7
"FG70_3","FG70","3","2010s",12
"FG71_3","FG71","3","2010s",6
"FG72_3","FG72","3","2010s",9
"FG73_3","FG73","3","2010s",5
"FG74_3","FG74","3","2010s",7
"CD50_1","CD50","1","1970s",11
"FG75_3","FG75","3","2010s",7
"FG76_3","FG76","3","2010s",10
"FG77_3","FG77","3","2010s",10
"FG78_3","FG78","3","2010s",8
"FG79_3","FG79","3","2010s",6
"FG80_3","FG80","3","2010s",12
"FG81_3","FG81","3","2010s",7
"FG82_3","FG82","3","2010s",8
"FG83_3","FG83","3","2010s",8
"FG84_3","FG84","3","2010s",7
"CD51_1","CD51","1","1970s",10
"FG85_3","FG85","3","2010s",7
"FG86_3","FG86","3","2010s",7
"FG87_3","FG87","3","2010s",10
"FG88_3","FG88","3","2010s",9
"FG89_3","FG89","3","2010s",7
"FG92_3","FG92","3","2010s",12
"FG93_3","FG93","3","2010s",9
"FG94_3","FG94","3","2010s",12
"FG95_3","FG95","3","2010s",5
"FG96_3","FG96","3","2010s",5
"CD52_1","CD52","1","1970s",5
"FG97_3","FG97","3","2010s",6
"FG98_3","FG98","3","2010s",6
"FG99_3","FG99","3","2010s",6
"FH01_3","FH01","3","2010s",11
"FH02_3","FH02","3","2010s",11
"FH03_3","FH03","3","2010s",8
"FH04_3","FH04","3","2010s",5
"FH05_3","FH05","3","2010s",11
"FH06_3","FH06","3","2010s",10
"FH07_3","FH07","3","2010s",9
"CD53_1","CD53","1","1970s",6
"FH08_3","FH08","3","2010s",8
"FH10_3","FH10","3","2010s",8
"FH11_3","FH11","3","2010s",9
"FH12_3","FH12","3","2010s",9
"FH13_3","FH13","3","2010s",8
"FH14_3","FH14","3","2010s",9
"FH15_3","FH15","3","2010s",7
"FH16_3","FH16","3","2010s",9
"FH17_3","FH17","3","2010s",7
"FH18_3","FH18","3","2010s",9
"CD54_1","CD54","1","1970s",7
"FH20_3","FH20","3","2010s",1
"FH21_3","FH21","3","2010s",10
"FH22_3","FH22","3","2010s",7
"FH23_3","FH23","3","2010s",12
"FH24_3","FH24","3","2010s",12
"FH25_3","FH25","3","2010s",9
"FH27_3","FH27","3","2010s",7
"FH28_3","FH28","3","2010s",6
"FH29_3","FH29","3","2010s",9
"FH31_3","FH31","3","2010s",4
"CD55_1","CD55","1","1970s",4
"FH32_3","FH32","3","2010s",10
"FH33_3","FH33","3","2010s",11
"FH34_3","FH34","3","2010s",8
"FH35_3","FH35","3","2010s",9
"FH36_3","FH36","3","2010s",11
"FH37_3","FH37","3","2010s",7
"FH42_3","FH42","3","2010s",9
"FH43_3","FH43","3","2010s",9
"FH44_3","FH44","3","2010s",10
"FH45_3","FH45","3","2010s",10
"CD56_1","CD56","1","1970s",0
"FH46_3","FH46","3","2010s",11
"FH47_3","FH47","3","2010s",8
"FH48_3","FH48","3","2010s",8
"FH51_3","FH51","3","2010s",7
"FH52_3","FH52","3","2010s",10
"FH53_3","FH53","3","2010s",7
"FH54_3","FH54","3","2010s",11
"FH55_3","FH55","3","2010s",10
"FH56_3","FH56","3","2010s",9
"FH57_3","FH57","3","2010s",10
"BC70_1","BC70","1","1970s",7
"CD57_1","CD57","1","1970s",7
"FH58_3","FH58","3","2010s",11
"FH60_3","FH60","3","2010s",0
"FH61_3","FH61","3","2010s",4
"FH62_3","FH62","3","2010s",11
"FH63_3","FH63","3","2010s",10
"FH64_3","FH64","3","2010s",9
"FH65_3","FH65","3","2010s",5
"FH66_3","FH66","3","2010s",10
"FH67_3","FH67","3","2010s",9
"FH68_3","FH68","3","2010s",9
"CD58_1","CD58","1","1970s",6
"FH69_3","FH69","3","2010s",9
"FH70_3","FH70","3","2010s",9
"FH71_3","FH71","3","2010s",10
"FH72_3","FH72","3","2010s",9
"FH73_3","FH73","3","2010s",10
"FH74_3","FH74","3","2010s",9
"FH75_3","FH75","3","2010s",9
"FH76_3","FH76","3","2010s",9
"FH77_3","FH77","3","2010s",10
"FH78_3","FH78","3","2010s",9
"CD59_1","CD59","1","1970s",6
"FH79_3","FH79","3","2010s",9
"FH80_3","FH80","3","2010s",10
"FH81_3","FH81","3","2010s",10
"FH82_3","FH82","3","2010s",8
"FH83_3","FH83","3","2010s",9
"FH84_3","FH84","3","2010s",9
"FH85_3","FH85","3","2010s",10
"FH86_3","FH86","3","2010s",10
"FH87_3","FH87","3","2010s",10
"FH88_3","FH88","3","2010s",9
"CD60_1","CD60","1","1970s",11
"FH89_3","FH89","3","2010s",10
"FG90_3","FG90","3","2010s",8
"FG91_3","FG91","3","2010s",10
"FH94_3","FH94","3","2010s",7
"FH95_3","FH95","3","2010s",9
"FH96_3","FH96","3","2010s",9
"FH97_3","FH97","3","2010s",10
"FH98_3","FH98","3","2010s",9
"FH99_3","FH99","3","2010s",9
"GE00_3","GE00","3","2010s",7
"CD61_1","CD61","1","1970s",8
"GE01_3","GE01","3","2010s",13
"GE02_3","GE02","3","2010s",10
"GE03_3","GE03","3","2010s",11
"GE04_3","GE04","3","2010s",9
"GE10_3","GE10","3","2010s",11
"GE11_3","GE11","3","2010s",12
"GE12_3","GE12","3","2010s",9
"GE13_3","GE13","3","2010s",12
"GE14_3","GE14","3","2010s",10
"GE20_3","GE20","3","2010s",10
"CD62_1","CD62","1","1970s",11
"GE21_3","GE21","3","2010s",12
"GE22_3","GE22","3","2010s",10
"GE23_3","GE23","3","2010s",12
"GE24_3","GE24","3","2010s",9
"GE30_3","GE30","3","2010s",11
"GE31_3","GE31","3","2010s",13
"GE32_3","GE32","3","2010s",12
"GE33_3","GE33","3","2010s",9
"GE34_3","GE34","3","2010s",6
"GE40_3","GE40","3","2010s",10
"CD63_1","CD63","1","1970s",11
"GE41_3","GE41","3","2010s",8
"GE42_3","GE42","3","2010s",10
"GE43_3","GE43","3","2010s",11
"GE44_3","GE44","3","2010s",1
"GF00_3","GF00","3","2010s",10
"GF01_3","GF01","3","2010s",11
"GF02_3","GF02","3","2010s",8
"GF03_3","GF03","3","2010s",10
"GF04_3","GF04","3","2010s",10
"GF05_3","GF05","3","2010s",10
"CD64_1","CD64","1","1970s",4
"GF06_3","GF06","3","2010s",11
"GF07_3","GF07","3","2010s",12
"GF08_3","GF08","3","2010s",11
"GF09_3","GF09","3","2010s",11
"GF12_3","GF12","3","2010s",5
"GF13_3","GF13","3","2010s",10
"GF14_3","GF14","3","2010s",9
"GF15_3","GF15","3","2010s",11
"GF16_3","GF16","3","2010s",11
"GF17_3","GF17","3","2010s",13
"CD65_1","CD65","1","1970s",3
"GF18_3","GF18","3","2010s",11
"GF19_3","GF19","3","2010s",11
"GF23_3","GF23","3","2010s",12
"GF24_3","GF24","3","2010s",12
"GF25_3","GF25","3","2010s",11
"GF26_3","GF26","3","2010s",10
"GF27_3","GF27","3","2010s",10
"GF28_3","GF28","3","2010s",10
"GF29_3","GF29","3","2010s",12
"GF33_3","GF33","3","2010s",9
"CD66_1","CD66","1","1970s",7
"GF34_3","GF34","3","2010s",9
"GF35_3","GF35","3","2010s",9
"GF36_3","GF36","3","2010s",9
"GF37_3","GF37","3","2010s",10
"GF38_3","GF38","3","2010s",11
"GF39_3","GF39","3","2010s",13
"GF42_3","GF42","3","2010s",11
"GF43_3","GF43","3","2010s",12
"GF44_3","GF44","3","2010s",10
"GF45_3","GF45","3","2010s",5
"BC71_1","BC71","1","1970s",7
"CD67_1","CD67","1","1970s",10
"GF46_3","GF46","3","2010s",9
"GF47_3","GF47","3","2010s",9
"GF48_3","GF48","3","2010s",9
"GF49_3","GF49","3","2010s",10
"GF52_3","GF52","3","2010s",10
"GF53_3","GF53","3","2010s",11
"GF54_3","GF54","3","2010s",11
"GF55_3","GF55","3","2010s",9
"GF56_3","GF56","3","2010s",6
"GF57_3","GF57","3","2010s",6
"CD68_1","CD68","1","1970s",6
"GF63_3","GF63","3","2010s",9
"GF64_3","GF64","3","2010s",1
"GF65_3","GF65","3","2010s",2
"GF66_3","GF66","3","2010s",0
"GF73_3","GF73","3","2010s",2
"GF74_3","GF74","3","2010s",4
"GF75_3","GF75","3","2010s",3
"GG00_3","GG00","3","2010s",10
"GG01_3","GG01","3","2010s",10
"GG02_3","GG02","3","2010s",10
"CD69_1","CD69","1","1970s",7
"GG04_3","GG04","3","2010s",5
"GG05_3","GG05","3","2010s",5
"GG06_3","GG06","3","2010s",7
"GG07_3","GG07","3","2010s",7
"GG08_3","GG08","3","2010s",8
"GG09_3","GG09","3","2010s",11
"GG10_3","GG10","3","2010s",11
"GG11_3","GG11","3","2010s",9
"GG15_3","GG15","3","2010s",3
"GG16_3","GG16","3","2010s",10
"CD70_1","CD70","1","1970s",8
"GG17_3","GG17","3","2010s",12
"GG18_3","GG18","3","2010s",11
"GG19_3","GG19","3","2010s",3
"GG20_3","GG20","3","2010s",9
"GG25_3","GG25","3","2010s",10
"GG26_3","GG26","3","2010s",9
"GG27_3","GG27","3","2010s",10
"GG28_3","GG28","3","2010s",9
"GG30_3","GG30","3","2010s",10
"GG35_3","GG35","3","2010s",8
"CD71_1","CD71","1","1970s",11
"GG36_3","GG36","3","2010s",8
"GG37_3","GG37","3","2010s",9
"GG38_3","GG38","3","2010s",10
"GG40_3","GG40","3","2010s",9
"GG50_3","GG50","3","2010s",5
"GH05_3","GH05","3","2010s",8
"GH06_3","GH06","3","2010s",7
"GH07_3","GH07","3","2010s",10
"GH08_3","GH08","3","2010s",9
"GH09_3","GH09","3","2010s",9
"CD72_1","CD72","1","1970s",5
"GH17_3","GH17","3","2010s",9
"GH18_3","GH18","3","2010s",10
"GH19_3","GH19","3","2010s",10
"GH29_3","GH29","3","2010s",9
"GH39_3","GH39","3","2010s",9
"GH49_3","GH49","3","2010s",12
"GH59_3","GH59","3","2010s",11
"HA03_3","HA03","3","2010s",10
"HA04_3","HA04","3","2010s",10
"HA05_3","HA05","3","2010s",11
"CD73_1","CD73","1","1970s",10
"HA06_3","HA06","3","2010s",9
"HA07_3","HA07","3","2010s",11
"HA08_3","HA08","3","2010s",8
"HA12_3","HA12","3","2010s",4
"HA13_3","HA13","3","2010s",9
"HA14_3","HA14","3","2010s",8
"HA15_3","HA15","3","2010s",7
"HA16_3","HA16","3","2010s",9
"HA17_3","HA17","3","2010s",7
"HA18_3","HA18","3","2010s",11
"CD74_1","CD74","1","1970s",8
"HA22_3","HA22","3","2010s",9
"HA23_3","HA23","3","2010s",9
"HA24_3","HA24","3","2010s",11
"HA25_3","HA25","3","2010s",10
"HA26_3","HA26","3","2010s",13
"HA27_3","HA27","3","2010s",8
"HA31_3","HA31","3","2010s",5
"HA32_3","HA32","3","2010s",9
"HA33_3","HA33","3","2010s",8
"HA34_3","HA34","3","2010s",13
"CD75_1","CD75","1","1970s",8
"HA35_3","HA35","3","2010s",8
"HA36_3","HA36","3","2010s",7
"HA41_3","HA41","3","2010s",7
"HA42_3","HA42","3","2010s",12
"HA43_3","HA43","3","2010s",9
"HA44_3","HA44","3","2010s",12
"HA45_3","HA45","3","2010s",8
"HA46_3","HA46","3","2010s",8
"HA51_3","HA51","3","2010s",11
"HA52_3","HA52","3","2010s",12
"CD76_1","CD76","1","1970s",5
"HA53_3","HA53","3","2010s",12
"HA54_3","HA54","3","2010s",10
"HA55_3","HA55","3","2010s",9
"HA63_3","HA63","3","2010s",0
"HA64_3","HA64","3","2010s",0
"HA69_3","HA69","3","2010s",8
"BC72_1","BC72","1","1970s",7
"CD77_1","CD77","1","1970s",8
"CD78_1","CD78","1","1970s",6
"CD79_1","CD79","1","1970s",7
"CD80_1","CD80","1","1970s",8
"CD81_1","CD81","1","1970s",7
"CD82_1","CD82","1","1970s",8
"CD83_1","CD83","1","1970s",11
"CD84_1","CD84","1","1970s",8
"CD85_1","CD85","1","1970s",9
"CD86_1","CD86","1","1970s",6
"BC73_1","BC73","1","1970s",8
"CD87_1","CD87","1","1970s",5
"CD88_1","CD88","1","1970s",3
"CD89_1","CD89","1","1970s",6
"CD90_1","CD90","1","1970s",9
"CD91_1","CD91","1","1970s",9
"CD92_1","CD92","1","1970s",8
"CD93_1","CD93","1","1970s",0
"CD94_1","CD94","1","1970s",1
"CD95_1","CD95","1","1970s",10
"CD96_1","CD96","1","1970s",1
"BC74_1","BC74","1","1970s",6
"CD97_1","CD97","1","1970s",2
"CD98_1","CD98","1","1970s",8
"CD99_1","CD99","1","1970s",9
"CE10_1","CE10","1","1970s",9
"CE11_1","CE11","1","1970s",3
"CE12_1","CE12","1","1970s",5
"CE13_1","CE13","1","1970s",2
"CE14_1","CE14","1","1970s",4
"CE15_1","CE15","1","1970s",7
"CE16_1","CE16","1","1970s",6
"BC75_1","BC75","1","1970s",5
"CE17_1","CE17","1","1970s",8
"CE18_1","CE18","1","1970s",8
"CE19_1","CE19","1","1970s",8
"CE20_1","CE20","1","1970s",5
"CE21_1","CE21","1","1970s",2
"CE22_1","CE22","1","1970s",4
"CE23_1","CE23","1","1970s",0
"CE24_1","CE24","1","1970s",6
"CE25_1","CE25","1","1970s",7
"CE26_1","CE26","1","1970s",5
"BC80_1","BC80","1","1970s",7
"CE27_1","CE27","1","1970s",7
"CE28_1","CE28","1","1970s",6
"CE29_1","CE29","1","1970s",6
"CE30_1","CE30","1","1970s",7
"CE31_1","CE31","1","1970s",9
"CE32_1","CE32","1","1970s",3
"CE33_1","CE33","1","1970s",5
"CE34_1","CE34","1","1970s",5
"CE35_1","CE35","1","1970s",3
"CE36_1","CE36","1","1970s",2
"AD96_1","AD96","1","1970s",1
"BC81_1","BC81","1","1970s",7
"CE37_1","CE37","1","1970s",6
"CE38_1","CE38","1","1970s",7
"CE39_1","CE39","1","1970s",7
"CE40_1","CE40","1","1970s",6
"CE41_1","CE41","1","1970s",7
"CE42_1","CE42","1","1970s",5
"CE43_1","CE43","1","1970s",2
"CE44_1","CE44","1","1970s",9
"CE45_1","CE45","1","1970s",2
"CE46_1","CE46","1","1970s",5
"BC82_1","BC82","1","1970s",8
"CE47_1","CE47","1","1970s",7
"CE48_1","CE48","1","1970s",11
"CE49_1","CE49","1","1970s",11
"CE50_1","CE50","1","1970s",9
"CE51_1","CE51","1","1970s",10
"CE52_1","CE52","1","1970s",9
"CE53_1","CE53","1","1970s",3
"CE54_1","CE54","1","1970s",6
"CE55_1","CE55","1","1970s",7
"CE56_1","CE56","1","1970s",4
"BC83_1","BC83","1","1970s",6
"CE57_1","CE57","1","1970s",9
"CE58_1","CE58","1","1970s",7
"CE59_1","CE59","1","1970s",5
"CE60_1","CE60","1","1970s",11
"CE61_1","CE61","1","1970s",9
"CE62_1","CE62","1","1970s",5
"CE63_1","CE63","1","1970s",7
"CE64_1","CE64","1","1970s",12
"CE65_1","CE65","1","1970s",8
"CE66_1","CE66","1","1970s",9
"BC84_1","BC84","1","1970s",10
"CE67_1","CE67","1","1970s",10
"CE68_1","CE68","1","1970s",9
"CE69_1","CE69","1","1970s",8
"CE70_1","CE70","1","1970s",9
"CE71_1","CE71","1","1970s",8
"CE72_1","CE72","1","1970s",11
"CE73_1","CE73","1","1970s",4
"CE74_1","CE74","1","1970s",9
"CE75_1","CE75","1","1970s",7
"CE76_1","CE76","1","1970s",8
"BC85_1","BC85","1","1970s",6
"CE77_1","CE77","1","1970s",10
"CE78_1","CE78","1","1970s",10
"CE79_1","CE79","1","1970s",8
"CE80_1","CE80","1","1970s",10
"CE81_1","CE81","1","1970s",11
"CE82_1","CE82","1","1970s",10
"CE83_1","CE83","1","1970s",3
"CE84_1","CE84","1","1970s",5
"CE85_1","CE85","1","1970s",6
"CE86_1","CE86","1","1970s",11
"BC86_1","BC86","1","1970s",2
"CE87_1","CE87","1","1970s",11
"CE88_1","CE88","1","1970s",11
"CE89_1","CE89","1","1970s",7
"CE90_1","CE90","1","1970s",10
"CE91_1","CE91","1","1970s",10
"CE92_1","CE92","1","1970s",10
"CE93_1","CE93","1","1970s",6
"CE94_1","CE94","1","1970s",7
"CE95_1","CE95","1","1970s",6
"CE96_1","CE96","1","1970s",8
"BC91_1","BC91","1","1970s",0
"CE97_1","CE97","1","1970s",10
"CE98_1","CE98","1","1970s",9
"CE99_1","CE99","1","1970s",7
"CF00_1","CF00","1","1970s",12
"CF10_1","CF10","1","1970s",12
"CF11_1","CF11","1","1970s",2
"CF12_1","CF12","1","1970s",5
"CF13_1","CF13","1","1970s",10
"CF14_1","CF14","1","1970s",6
"CF15_1","CF15","1","1970s",6
"BC92_1","BC92","1","1970s",2
"CF16_1","CF16","1","1970s",8
"CF17_1","CF17","1","1970s",5
"CF18_1","CF18","1","1970s",7
"CF19_1","CF19","1","1970s",8
"CF20_1","CF20","1","1970s",1
"CF21_1","CF21","1","1970s",8
"CF22_1","CF22","1","1970s",0
"CF23_1","CF23","1","1970s",5
"CF24_1","CF24","1","1970s",3
"CF25_1","CF25","1","1970s",7
"BC93_1","BC93","1","1970s",5
"CF26_1","CF26","1","1970s",6
"CF27_1","CF27","1","1970s",3
"CF28_1","CF28","1","1970s",6
"CF29_1","CF29","1","1970s",6
"CF30_1","CF30","1","1970s",10
"CF31_1","CF31","1","1970s",7
"CF32_1","CF32","1","1970s",8
"CF33_1","CF33","1","1970s",8
"CF34_1","CF34","1","1970s",12
"CF35_1","CF35","1","1970s",10
"BC94_1","BC94","1","1970s",9
"CF36_1","CF36","1","1970s",3
"CF37_1","CF37","1","1970s",5
"CF38_1","CF38","1","1970s",7
"CF39_1","CF39","1","1970s",5
"CF40_1","CF40","1","1970s",11
"CF41_1","CF41","1","1970s",10
"CF42_1","CF42","1","1970s",6
"CF43_1","CF43","1","1970s",8
"CF44_1","CF44","1","1970s",10
"CF45_1","CF45","1","1970s",9
"AE81_1","AE81","1","1970s",1
"BC95_1","BC95","1","1970s",9
"CF46_1","CF46","1","1970s",0
"CF47_1","CF47","1","1970s",3
"CF48_1","CF48","1","1970s",3
"CF49_1","CF49","1","1970s",8
"CF50_1","CF50","1","1970s",11
"CF51_1","CF51","1","1970s",12
"CF52_1","CF52","1","1970s",8
"CF53_1","CF53","1","1970s",4
"CF54_1","CF54","1","1970s",9
"CF55_1","CF55","1","1970s",11
"BC96_1","BC96","1","1970s",7
"CF56_1","CF56","1","1970s",5
"CF57_1","CF57","1","1970s",5
"CF58_1","CF58","1","1970s",6
"CF59_1","CF59","1","1970s",9
"CF60_1","CF60","1","1970s",11
"CF61_1","CF61","1","1970s",10
"CF62_1","CF62","1","1970s",8
"CF63_1","CF63","1","1970s",9
"CF64_1","CF64","1","1970s",11
"CF65_1","CF65","1","1970s",8
"BD00_1","BD00","1","1970s",3
"CF66_1","CF66","1","1970s",7
"CF67_1","CF67","1","1970s",11
"CF68_1","CF68","1","1970s",12
"CF69_1","CF69","1","1970s",11
"CF70_1","CF70","1","1970s",11
"CF71_1","CF71","1","1970s",11
"CF72_1","CF72","1","1970s",8
"CF73_1","CF73","1","1970s",8
"CF74_1","CF74","1","1970s",10
"CF75_1","CF75","1","1970s",8
"BD01_1","BD01","1","1970s",4
"CF76_1","CF76","1","1970s",7
"CF77_1","CF77","1","1970s",5
"CF78_1","CF78","1","1970s",12
"CF79_1","CF79","1","1970s",10
"CF80_1","CF80","1","1970s",4
"CF81_1","CF81","1","1970s",6
"CF82_1","CF82","1","1970s",12
"CF83_1","CF83","1","1970s",6
"CF84_1","CF84","1","1970s",11
"CF85_1","CF85","1","1970s",9
"BD02_1","BD02","1","1970s",4
"CF86_1","CF86","1","1970s",9
"CF87_1","CF87","1","1970s",11
"CF88_1","CF88","1","1970s",8
"CF89_1","CF89","1","1970s",10
"CF90_1","CF90","1","1970s",10
"CF91_1","CF91","1","1970s",9
"CF92_1","CF92","1","1970s",12
"CF93_1","CF93","1","1970s",4
"CF94_1","CF94","1","1970s",11
"CF95_1","CF95","1","1970s",10
"BD03_1","BD03","1","1970s",3
"CF96_1","CF96","1","1970s",10
"CF97_1","CF97","1","1970s",10
"CF98_1","CF98","1","1970s",10
"CF99_1","CF99","1","1970s",11
"CG00_1","CG00","1","1970s",8
"CG01_1","CG01","1","1970s",9
"CG02_1","CG02","1","1970s",9
"CG03_1","CG03","1","1970s",8
"CG04_1","CG04","1","1970s",8
"CG05_1","CG05","1","1970s",8
"BD04_1","BD04","1","1970s",4
"CG06_1","CG06","1","1970s",7
"CG07_1","CG07","1","1970s",10
"CG08_1","CG08","1","1970s",10
"CG09_1","CG09","1","1970s",8
"CG10_1","CG10","1","1970s",7
"CG11_1","CG11","1","1970s",9
"CG12_1","CG12","1","1970s",8
"CG13_1","CG13","1","1970s",8
"CG14_1","CG14","1","1970s",8
"CG15_1","CG15","1","1970s",11
"BD05_1","BD05","1","1970s",2
"CG16_1","CG16","1","1970s",3
"CG17_1","CG17","1","1970s",7
"CG18_1","CG18","1","1970s",11
"CG19_1","CG19","1","1970s",8
"CG20_1","CG20","1","1970s",8
"CG21_1","CG21","1","1970s",7
"CG22_1","CG22","1","1970s",8
"CG23_1","CG23","1","1970s",8
"CG24_1","CG24","1","1970s",8
"CG25_1","CG25","1","1970s",8
"BD06_1","BD06","1","1970s",4
"CG26_1","CG26","1","1970s",6
"CG27_1","CG27","1","1970s",12
"CG28_1","CG28","1","1970s",10
"CG29_1","CG29","1","1970s",10
"CG30_1","CG30","1","1970s",7
"CG31_1","CG31","1","1970s",7
"CG32_1","CG32","1","1970s",9
"CG33_1","CG33","1","1970s",7
"CG34_1","CG34","1","1970s",8
"CG35_1","CG35","1","1970s",5
"BD07_1","BD07","1","1970s",5
"CG36_1","CG36","1","1970s",4
"CG37_1","CG37","1","1970s",11
"CG38_1","CG38","1","1970s",11
"CG39_1","CG39","1","1970s",10
"CG40_1","CG40","1","1970s",10
"CG41_1","CG41","1","1970s",8
"CG42_1","CG42","1","1970s",11
"CG43_1","CG43","1","1970s",8
"CG44_1","CG44","1","1970s",11
"CG45_1","CG45","1","1970s",9
"AE82_1","AE82","1","1970s",4
"BD08_1","BD08","1","1970s",8
"CG46_1","CG46","1","1970s",11
"CG47_1","CG47","1","1970s",10
"CG48_1","CG48","1","1970s",11
"CG49_1","CG49","1","1970s",9
"CG50_1","CG50","1","1970s",8
"CG51_1","CG51","1","1970s",12
"CG52_1","CG52","1","1970s",7
"CG53_1","CG53","1","1970s",10
"CG54_1","CG54","1","1970s",10
"CG55_1","CG55","1","1970s",8
"BD09_1","BD09","1","1970s",6
"CG56_1","CG56","1","1970s",8
"CG57_1","CG57","1","1970s",8
"CG58_1","CG58","1","1970s",11
"CG59_1","CG59","1","1970s",10
"CG60_1","CG60","1","1970s",5
"CG61_1","CG61","1","1970s",11
"CG62_1","CG62","1","1970s",9
"CG63_1","CG63","1","1970s",7
"CG64_1","CG64","1","1970s",10
"CG65_1","CG65","1","1970s",8
"BD10_1","BD10","1","1970s",4
"CG66_1","CG66","1","1970s",10
"CG67_1","CG67","1","1970s",11
"CG68_1","CG68","1","1970s",10
"CG69_1","CG69","1","1970s",11
"CG71_1","CG71","1","1970s",7
"CG73_1","CG73","1","1970s",9
"CG74_1","CG74","1","1970s",9
"CG75_1","CG75","1","1970s",9
"CG76_1","CG76","1","1970s",3
"CG77_1","CG77","1","1970s",12
"BD11_1","BD11","1","1970s",7
"CG78_1","CG78","1","1970s",8
"CG79_1","CG79","1","1970s",11
"CG80_1","CG80","1","1970s",9
"CG83_1","CG83","1","1970s",10
"CG84_1","CG84","1","1970s",7
"CG85_1","CG85","1","1970s",8
"CG86_1","CG86","1","1970s",6
"CG88_1","CG88","1","1970s",7
"CG89_1","CG89","1","1970s",9
"CG90_1","CG90","1","1970s",10
"BD12_1","BD12","1","1970s",7
"CG94_1","CG94","1","1970s",10
"CG95_1","CG95","1","1970s",3
"CG98_1","CG98","1","1970s",9
"CG99_1","CG99","1","1970s",7
"CH06_1","CH06","1","1970s",7
"CH07_1","CH07","1","1970s",9
"CH08_1","CH08","1","1970s",8
"CH09_1","CH09","1","1970s",9
"CH16_1","CH16","1","1970s",11
"CH17_1","CH17","1","1970s",7
"BD13_1","BD13","1","1970s",8
"CH18_1","CH18","1","1970s",8
"CH19_1","CH19","1","1970s",2
"CH25_1","CH25","1","1970s",0
"CH26_1","CH26","1","1970s",12
"CH27_1","CH27","1","1970s",12
"CH28_1","CH28","1","1970s",12
"CH29_1","CH29","1","1970s",8
"CH34_1","CH34","1","1970s",10
"CH35_1","CH35","1","1970s",10
"CH36_1","CH36","1","1970s",11
"BD14_1","BD14","1","1970s",7
"CH37_1","CH37","1","1970s",12
"CH38_1","CH38","1","1970s",7
"CH39_1","CH39","1","1970s",8
"CH45_1","CH45","1","1970s",7
"CH46_1","CH46","1","1970s",8
"CH47_1","CH47","1","1970s",8
"CH48_1","CH48","1","1970s",7
"CH49_1","CH49","1","1970s",6
"CH55_1","CH55","1","1970s",11
"CH56_1","CH56","1","1970s",12
"BD16_1","BD16","1","1970s",0
"CH57_1","CH57","1","1970s",12
"CH58_1","CH58","1","1970s",12
"CH59_1","CH59","1","1970s",9
"CH65_1","CH65","1","1970s",6
"CH66_1","CH66","1","1970s",9
"CH67_1","CH67","1","1970s",7
"CH68_1","CH68","1","1970s",10
