"survey","site","atlas","period","warbler_richness"
"FF22_2","FF22","2","1990s",12
"FF23_2","FF23","2","1990s",9
"FF24_2","FF24","2","1990s",10
"FF25_2","FF25","2","1990s",9
"FF26_2","FF26","2","1990s",10
"BG43_1","BG43","1","1970s",4
"FF27_2","FF27","2","1990s",11
"FF28_2","FF28","2","1990s",3
"FF29_2","FF29","2","1990s",7
"FF30_2","FF30","2","1990s",10
"FF31_2","FF31","2","1990s",9
"FF32_2","FF32","2","1990s",9
"FF33_2","FF33","2","1990s",6
"FF34_2","FF34","2","1990s",9
"FF35_2","FF35","2","1990s",9
"FF36_2","FF36","2","1990s",8
"BG45_1","BG45","1","1970s",3
"FF37_2","FF37","2","1990s",3
"FF38_2","FF38","2","1990s",10
"FF39_2","FF39","2","1990s",11
"FF40_2","FF40","2","1990s",9
"FF41_2","FF41","2","1990s",10
"FF42_2","FF42","2","1990s",8
"FF43_2","FF43","2","1990s",7
"FF44_2","FF44","2","1990s",7
"FF45_2","FF45","2","1990s",8
"FF46_2","FF46","2","1990s",9
"BG48_1","BG48","1","1970s",3
"FF47_2","FF47","2","1990s",5
"FF48_2","FF48","2","1990s",4
"FF49_2","FF49","2","1990s",10
"FF50_2","FF50","2","1990s",10
"FF51_2","FF51","2","1990s",8
"FF52_2","FF52","2","1990s",8
"FF53_2","FF53","2","1990s",8
"FF54_2","FF54","2","1990s",9
"FF55_2","FF55","2","1990s",11
"FF56_2","FF56","2","1990s",7
"BG49_1","BG49","1","1970s",8
"FF57_2","FF57","2","1990s",7
"FF60_2","FF60","2","1990s",9
"FF61_2","FF61","2","1990s",10
"FF62_2","FF62","2","1990s",9
"FF63_2","FF63","2","1990s",8
"FF64_2","FF64","2","1990s",10
"FF65_2","FF65","2","1990s",7
"FF66_2","FF66","2","1990s",9
"FF67_2","FF67","2","1990s",11
"FF68_2","FF68","2","1990s",3
"BG50_1","BG50","1","1970s",8
"FF69_2","FF69","2","1990s",11
"FF70_2","FF70","2","1990s",11
"FF71_2","FF71","2","1990s",10
"FF72_2","FF72","2","1990s",9
"FF73_2","FF73","2","1990s",10
"FF74_2","FF74","2","1990s",10
"FF75_2","FF75","2","1990s",8
"FF76_2","FF76","2","1990s",10
"FF77_2","FF77","2","1990s",9
"FF78_2","FF78","2","1990s",12
"BG51_1","BG51","1","1970s",6
"FF79_2","FF79","2","1990s",12
"FF80_2","FF80","2","1990s",10
"FF81_2","FF81","2","1990s",10
"FF82_2","FF82","2","1990s",9
"FF83_2","FF83","2","1990s",9
"FF84_2","FF84","2","1990s",11
"FF85_2","FF85","2","1990s",3
"FF86_2","FF86","2","1990s",11
"FF87_2","FF87","2","1990s",11
"FF88_2","FF88","2","1990s",11
"BG52_1","BG52","1","1970s",0
"FF89_2","FF89","2","1990s",9
"FF90_2","FF90","2","1990s",10
"FF91_2","FF91","2","1990s",7
"FF92_2","FF92","2","1990s",8
"FF93_2","FF93","2","1990s",8
"FF94_2","FF94","2","1990s",6
"FF95_2","FF95","2","1990s",10
"FF96_2","FF96","2","1990s",9
"FF97_2","FF97","2","1990s",10
"FF98_2","FF98","2","1990s",11
"AD93_1","AD93","1","1970s",6
"BC31_1","BC31","1","1970s",2
"BG53_1","BG53","1","1970s",7
"FF99_2","FF99","2","1990s",9
"FG00_2","FG00","2","1990s",8
"FG03_2","FG03","2","1990s",7
"FG04_2","FG04","2","1990s",8
"FG05_2","FG05","2","1990s",6
"FG06_2","FG06","2","1990s",5
"FG07_2","FG07","2","1990s",8
"FG08_2","FG08","2","1990s",12
"FG09_2","FG09","2","1990s",9
"FG13_2","FG13","2","1990s",9
"BG54_1","BG54","1","1970s",8
"FG14_2","FG14","2","1990s",9
"FG15_2","FG15","2","1990s",4
"FG16_2","FG16","2","1990s",0
"FG17_2","FG17","2","1990s",5
"FG18_2","FG18","2","1990s",9
"FG19_2","FG19","2","1990s",9
"FG23_2","FG23","2","1990s",6
"FG24_2","FG24","2","1990s",7
"FG25_2","FG25","2","1990s",0
"FG26_2","FG26","2","1990s",4
"BG55_1","BG55","1","1970s",9
"FG27_2","FG27","2","1990s",10
"FG28_2","FG28","2","1990s",10
"FG29_2","FG29","2","1990s",10
"FG31_2","FG31","2","1990s",10
"FG33_2","FG33","2","1990s",6
"FG34_2","FG34","2","1990s",9
"FG35_2","FG35","2","1990s",5
"FG36_2","FG36","2","1990s",0
"FG37_2","FG37","2","1990s",11
"FG38_2","FG38","2","1990s",10
"BG56_1","BG56","1","1970s",4
"FG39_2","FG39","2","1990s",6
"FG41_2","FG41","2","1990s",10
"FG42_2","FG42","2","1990s",8
"FG43_2","FG43","2","1990s",10
"FG44_2","FG44","2","1990s",9
"FG45_2","FG45","2","1990s",12
"FG46_2","FG46","2","1990s",0
"FG47_2","FG47","2","1990s",8
"FG48_2","FG48","2","1990s",8
"FG49_2","FG49","2","1990s",8
"BG57_1","BG57","1","1970s",3
"FG50_2","FG50","2","1990s",10
"FG51_2","FG51","2","1990s",10
"FG52_2","FG52","2","1990s",8
"FG53_2","FG53","2","1990s",9
"FG54_2","FG54","2","1990s",11
"FG55_2","FG55","2","1990s",8
"FG56_2","FG56","2","1990s",9
"FG57_2","FG57","2","1990s",8
"FG58_2","FG58","2","1990s",9
"FG59_2","FG59","2","1990s",10
"BG58_1","BG58","1","1970s",6
"FG60_2","FG60","2","1990s",8
"FG61_2","FG61","2","1990s",6
"FG62_2","FG62","2","1990s",9
"FG63_2","FG63","2","1990s",6
"FG64_2","FG64","2","1990s",8
"FG65_2","FG65","2","1990s",8
"FG66_2","FG66","2","1990s",8
"FG67_2","FG67","2","1990s",7
"FG68_2","FG68","2","1990s",10
"FG69_2","FG69","2","1990s",7
"BG59_1","BG59","1","1970s",8
"FG70_2","FG70","2","1990s",8
"FG71_2","FG71","2","1990s",2
"FG72_2","FG72","2","1990s",5
"FG73_2","FG73","2","1990s",5
"FG74_2","FG74","2","1990s",9
"FG75_2","FG75","2","1990s",9
"FG76_2","FG76","2","1990s",9
"FG77_2","FG77","2","1990s",9
"FG78_2","FG78","2","1990s",8
"FG79_2","FG79","2","1990s",8
"BG60_1","BG60","1","1970s",13
"FG80_2","FG80","2","1990s",11
"FG81_2","FG81","2","1990s",1
"FG82_2","FG82","2","1990s",9
"FG83_2","FG83","2","1990s",0
"FG84_2","FG84","2","1990s",10
"FG85_2","FG85","2","1990s",10
"FG86_2","FG86","2","1990s",11
"FG87_2","FG87","2","1990s",9
"FG88_2","FG88","2","1990s",6
"FG89_2","FG89","2","1990s",7
"BG61_1","BG61","1","1970s",9
"FG92_2","FG92","2","1990s",11
"FG93_2","FG93","2","1990s",9
"FG94_2","FG94","2","1990s",1
"FG95_2","FG95","2","1990s",4
"FG96_2","FG96","2","1990s",4
"FG97_2","FG97","2","1990s",7
"FG98_2","FG98","2","1990s",9
"FG99_2","FG99","2","1990s",8
"FH01_2","FH01","2","1990s",9
"FH02_2","FH02","2","1990s",8
"BG62_1","BG62","1","1970s",10
"FH03_2","FH03","2","1990s",5
"FH04_2","FH04","2","1990s",8
"FH05_2","FH05","2","1990s",9
"FH06_2","FH06","2","1990s",6
"FH07_2","FH07","2","1990s",7
"FH08_2","FH08","2","1990s",7
"FH10_2","FH10","2","1990s",5
"FH11_2","FH11","2","1990s",10
"FH12_2","FH12","2","1990s",8
"FH13_2","FH13","2","1990s",9
"BC32_1","BC32","1","1970s",5
"BG63_1","BG63","1","1970s",10
"FH14_2","FH14","2","1990s",11
"FH15_2","FH15","2","1990s",9
"FH16_2","FH16","2","1990s",8
"FH17_2","FH17","2","1990s",6
"FH18_2","FH18","2","1990s",5
"FH20_2","FH20","2","1990s",4
"FH21_2","FH21","2","1990s",11
"FH22_2","FH22","2","1990s",6
"FH23_2","FH23","2","1990s",10
"FH24_2","FH24","2","1990s",12
"BG64_1","BG64","1","1970s",10
"FH25_2","FH25","2","1990s",8
"FH27_2","FH27","2","1990s",4
"FH28_2","FH28","2","1990s",8
"FH29_2","FH29","2","1990s",9
"FH31_2","FH31","2","1990s",3
"FH32_2","FH32","2","1990s",8
"FH33_2","FH33","2","1990s",12
"FH34_2","FH34","2","1990s",10
"FH35_2","FH35","2","1990s",6
"FH36_2","FH36","2","1990s",8
"BG65_1","BG65","1","1970s",9
"FH37_2","FH37","2","1990s",2
"FH42_2","FH42","2","1990s",10
"FH43_2","FH43","2","1990s",9
"FH44_2","FH44","2","1990s",9
"FH45_2","FH45","2","1990s",9
"FH46_2","FH46","2","1990s",8
"FH47_2","FH47","2","1990s",5
"FH48_2","FH48","2","1990s",9
"FH51_2","FH51","2","1990s",2
"FH52_2","FH52","2","1990s",10
"BG66_1","BG66","1","1970s",9
"FH53_2","FH53","2","1990s",8
"FH54_2","FH54","2","1990s",12
"FH55_2","FH55","2","1990s",9
"FH56_2","FH56","2","1990s",9
"FH57_2","FH57","2","1990s",8
"FH58_2","FH58","2","1990s",10
"FH60_2","FH60","2","1990s",0
"FH61_2","FH61","2","1990s",3
"FH62_2","FH62","2","1990s",9
"FH63_2","FH63","2","1990s",11
"BG67_1","BG67","1","1970s",6
"FH64_2","FH64","2","1990s",10
"FH65_2","FH65","2","1990s",10
"FH66_2","FH66","2","1990s",8
"FH67_2","FH67","2","1990s",7
"FH68_2","FH68","2","1990s",6
"FH69_2","FH69","2","1990s",6
"FH70_2","FH70","2","1990s",11
"FH71_2","FH71","2","1990s",10
"FH72_2","FH72","2","1990s",7
"FH73_2","FH73","2","1990s",7
"BG68_1","BG68","1","1970s",4
"FH74_2","FH74","2","1990s",9
"FH75_2","FH75","2","1990s",10
"FH76_2","FH76","2","1990s",9
"FH77_2","FH77","2","1990s",9
"FH78_2","FH78","2","1990s",5
"FH79_2","FH79","2","1990s",5
"FH80_2","FH80","2","1990s",10
"FH81_2","FH81","2","1990s",11
"FH82_2","FH82","2","1990s",8
"FH83_2","FH83","2","1990s",11
"BG69_1","BG69","1","1970s",7
"FH84_2","FH84","2","1990s",9
"FH85_2","FH85","2","1990s",12
"FH86_2","FH86","2","1990s",10
"FH87_2","FH87","2","1990s",11
"FH88_2","FH88","2","1990s",7
"FH89_2","FH89","2","1990s",11
"FG90_2","FG90","2","1990s",8
"FG91_2","FG91","2","1990s",12
"FH94_2","FH94","2","1990s",8
"FH95_2","FH95","2","1990s",10
"BG70_1","BG70","1","1970s",7
"FH96_2","FH96","2","1990s",10
"FH97_2","FH97","2","1990s",10
"FH98_2","FH98","2","1990s",8
"FH99_2","FH99","2","1990s",10
"GE00_2","GE00","2","1990s",10
"GE01_2","GE01","2","1990s",13
"GE02_2","GE02","2","1990s",10
"GE03_2","GE03","2","1990s",10
"GE04_2","GE04","2","1990s",11
"GE10_2","GE10","2","1990s",12
"BG71_1","BG71","1","1970s",9
"GE11_2","GE11","2","1990s",12
"GE12_2","GE12","2","1990s",10
"GE13_2","GE13","2","1990s",12
"GE14_2","GE14","2","1990s",11
"GE20_2","GE20","2","1990s",8
"GE21_2","GE21","2","1990s",11
"GE22_2","GE22","2","1990s",12
"GE23_2","GE23","2","1990s",13
"GE24_2","GE24","2","1990s",10
"GE30_2","GE30","2","1990s",11
"BG72_1","BG72","1","1970s",8
"GE31_2","GE31","2","1990s",10
"GE32_2","GE32","2","1990s",11
"GE33_2","GE33","2","1990s",10
"GE34_2","GE34","2","1990s",10
"GE40_2","GE40","2","1990s",10
"GE41_2","GE41","2","1990s",8
"GE42_2","GE42","2","1990s",8
"GE43_2","GE43","2","1990s",11
"GE44_2","GE44","2","1990s",4
"GF00_2","GF00","2","1990s",9
"BC33_1","BC33","1","1970s",6
"BG73_1","BG73","1","1970s",10
"GF01_2","GF01","2","1990s",10
"GF02_2","GF02","2","1990s",11
"GF03_2","GF03","2","1990s",9
"GF04_2","GF04","2","1990s",9
"GF05_2","GF05","2","1990s",11
"GF06_2","GF06","2","1990s",11
"GF07_2","GF07","2","1990s",11
"GF08_2","GF08","2","1990s",10
"GF09_2","GF09","2","1990s",10
"GF12_2","GF12","2","1990s",8
"BG74_1","BG74","1","1970s",8
"GF13_2","GF13","2","1990s",10
"GF14_2","GF14","2","1990s",9
"GF15_2","GF15","2","1990s",12
"GF16_2","GF16","2","1990s",10
"GF17_2","GF17","2","1990s",11
"GF18_2","GF18","2","1990s",11
"GF19_2","GF19","2","1990s",10
"GF23_2","GF23","2","1990s",10
"GF24_2","GF24","2","1990s",10
"GF25_2","GF25","2","1990s",12
"BG75_1","BG75","1","1970s",9
"GF26_2","GF26","2","1990s",12
"GF27_2","GF27","2","1990s",12
"GF28_2","GF28","2","1990s",10
"GF29_2","GF29","2","1990s",12
"GF33_2","GF33","2","1990s",11
"GF34_2","GF34","2","1990s",10
"GF35_2","GF35","2","1990s",7
"GF36_2","GF36","2","1990s",10
"GF37_2","GF37","2","1990s",9
"GF38_2","GF38","2","1990s",11
"BG76_1","BG76","1","1970s",11
"GF39_2","GF39","2","1990s",10
"GF42_2","GF42","2","1990s",10
"GF43_2","GF43","2","1990s",12
"GF44_2","GF44","2","1990s",10
"GF45_2","GF45","2","1990s",5
"GF46_2","GF46","2","1990s",13
"GF47_2","GF47","2","1990s",9
"GF48_2","GF48","2","1990s",10
"GF49_2","GF49","2","1990s",9
"GF52_2","GF52","2","1990s",11
"BG77_1","BG77","1","1970s",0
"GF53_2","GF53","2","1990s",11
"GF54_2","GF54","2","1990s",13
"GF55_2","GF55","2","1990s",8
"GF56_2","GF56","2","1990s",6
"GF57_2","GF57","2","1990s",6
"GF63_2","GF63","2","1990s",10
"GF64_2","GF64","2","1990s",1
"GF65_2","GF65","2","1990s",3
"GF66_2","GF66","2","1990s",4
"GF73_2","GF73","2","1990s",0
"BG78_1","BG78","1","1970s",2
"GF74_2","GF74","2","1990s",3
"GF75_2","GF75","2","1990s",6
"GG00_2","GG00","2","1990s",10
"GG01_2","GG01","2","1990s",6
"GG02_2","GG02","2","1990s",9
"GG04_2","GG04","2","1990s",7
"GG05_2","GG05","2","1990s",8
"GG06_2","GG06","2","1990s",9
"GG07_2","GG07","2","1990s",9
"GG08_2","GG08","2","1990s",10
"BG79_1","BG79","1","1970s",11
"GG09_2","GG09","2","1990s",11
"GG10_2","GG10","2","1990s",10
"GG11_2","GG11","2","1990s",8
"GG15_2","GG15","2","1990s",8
"GG16_2","GG16","2","1990s",9
"GG17_2","GG17","2","1990s",11
"GG18_2","GG18","2","1990s",12
"GG19_2","GG19","2","1990s",7
"GG20_2","GG20","2","1990s",9
"GG25_2","GG25","2","1990s",10
"BG80_1","BG80","1","1970s",9
"GG26_2","GG26","2","1990s",10
"GG27_2","GG27","2","1990s",9
"GG28_2","GG28","2","1990s",10
"GG30_2","GG30","2","1990s",10
"GG35_2","GG35","2","1990s",2
"GG36_2","GG36","2","1990s",8
"GG37_2","GG37","2","1990s",10
"GG38_2","GG38","2","1990s",8
"GG40_2","GG40","2","1990s",10
"GG50_2","GG50","2","1990s",10
"BG81_1","BG81","1","1970s",11
"GH05_2","GH05","2","1990s",6
"GH06_2","GH06","2","1990s",8
"GH07_2","GH07","2","1990s",10
"GH08_2","GH08","2","1990s",10
"GH09_2","GH09","2","1990s",8
"GH17_2","GH17","2","1990s",8
"GH18_2","GH18","2","1990s",7
"GH19_2","GH19","2","1990s",10
"GH29_2","GH29","2","1990s",6
"GH39_2","GH39","2","1990s",11
"BG82_1","BG82","1","1970s",8
"GH49_2","GH49","2","1990s",11
"GH59_2","GH59","2","1990s",11
"HA03_2","HA03","2","1990s",8
"HA04_2","HA04","2","1990s",8
"HA05_2","HA05","2","1990s",10
"HA06_2","HA06","2","1990s",9
"HA07_2","HA07","2","1990s",8
"HA08_2","HA08","2","1990s",6
"HA12_2","HA12","2","1990s",0
"HA13_2","HA13","2","1990s",10
"BC34_1","BC34","1","1970s",7
"BG83_1","BG83","1","1970s",10
"HA14_2","HA14","2","1990s",4
"HA15_2","HA15","2","1990s",4
"HA16_2","HA16","2","1990s",11
"HA17_2","HA17","2","1990s",9
"HA18_2","HA18","2","1990s",10
"HA22_2","HA22","2","1990s",9
"HA23_2","HA23","2","1990s",9
"HA24_2","HA24","2","1990s",9
"HA25_2","HA25","2","1990s",11
"HA26_2","HA26","2","1990s",10
"BG84_1","BG84","1","1970s",8
"HA27_2","HA27","2","1990s",6
"HA31_2","HA31","2","1990s",0
"HA32_2","HA32","2","1990s",9
"HA33_2","HA33","2","1990s",7
"HA34_2","HA34","2","1990s",10
"HA35_2","HA35","2","1990s",9
"HA36_2","HA36","2","1990s",10
"HA41_2","HA41","2","1990s",5
"HA42_2","HA42","2","1990s",6
"HA43_2","HA43","2","1990s",8
"BG85_1","BG85","1","1970s",9
"HA44_2","HA44","2","1990s",10
"HA45_2","HA45","2","1990s",9
"HA46_2","HA46","2","1990s",6
"HA51_2","HA51","2","1990s",5
"HA52_2","HA52","2","1990s",11
"HA53_2","HA53","2","1990s",9
"HA54_2","HA54","2","1990s",9
"HA55_2","HA55","2","1990s",6
"HA63_2","HA63","2","1990s",0
"HA64_2","HA64","2","1990s",0
"BG86_1","BG86","1","1970s",7
"HA69_2","HA69","2","1990s",8
"AD90_3","AD90","3","2010s",9
"AD91_3","AD91","3","2010s",10
"AD92_3","AD92","3","2010s",7
"AD93_3","AD93","3","2010s",9
"AD94_3","AD94","3","2010s",10
"AD95_3","AD95","3","2010s",10
"AD96_3","AD96","3","2010s",3
"AE81_3","AE81","3","2010s",1
"AE82_3","AE82","3","2010s",6
"BG87_1","BG87","1","1970s",7
"AE83_3","AE83","3","2010s",4
"AE90_3","AE90","3","2010s",9
"AE91_3","AE91","3","2010s",10
"AE92_3","AE92","3","2010s",9
"AE93_3","AE93","3","2010s",9
"AE94_3","AE94","3","2010s",10
"AE95_3","AE95","3","2010s",10
"AE96_3","AE96","3","2010s",10
"AE97_3","AE97","3","2010s",9
"AE98_3","AE98","3","2010s",9
"BG88_1","BG88","1","1970s",0
"AE99_3","AE99","3","2010s",8
"AF81_3","AF81","3","2010s",10
"AF82_3","AF82","3","2010s",4
"AF90_3","AF90","3","2010s",0
"AF91_3","AF91","3","2010s",9
"AF92_3","AF92","3","2010s",5
"AF93_3","AF93","3","2010s",7
"AF94_3","AF94","3","2010s",7
"AF95_3","AF95","3","2010s",5
"AF96_3","AF96","3","2010s",6
"BG89_1","BG89","1","1970s",10
"AF97_3","AF97","3","2010s",8
"AF98_3","AF98","3","2010s",7
"AF99_3","AF99","3","2010s",9
"BC10_3","BC10","3","2010s",5
"BC11_3","BC11","3","2010s",3
"BC20_3","BC20","3","2010s",10
"BC21_3","BC21","3","2010s",10
"BC22_3","BC22","3","2010s",7
"BC23_3","BC23","3","2010s",5
"BC30_3","BC30","3","2010s",8
"BG90_1","BG90","1","1970s",8
"BC31_3","BC31","3","2010s",11
"BC32_3","BC32","3","2010s",9
"BC33_3","BC33","3","2010s",5
"BC34_3","BC34","3","2010s",9
"BC40_3","BC40","3","2010s",7
"BC41_3","BC41","3","2010s",8
"BC42_3","BC42","3","2010s",5
"BC43_3","BC43","3","2010s",10
"BC44_3","BC44","3","2010s",11
"BC45_3","BC45","3","2010s",1
"BG91_1","BG91","1","1970s",10
"BC50_3","BC50","3","2010s",9
"BC51_3","BC51","3","2010s",9
"BC52_3","BC52","3","2010s",7
"BC53_3","BC53","3","2010s",7
"BC54_3","BC54","3","2010s",9
"BC55_3","BC55","3","2010s",10
"BC56_3","BC56","3","2010s",8
"BC60_3","BC60","3","2010s",6
"BC61_3","BC61","3","2010s",5
"BC62_3","BC62","3","2010s",6
"BG92_1","BG92","1","1970s",8
"BC63_3","BC63","3","2010s",9
"BC64_3","BC64","3","2010s",10
"BC65_3","BC65","3","2010s",7
"BC70_3","BC70","3","2010s",9
"BC71_3","BC71","3","2010s",6
"BC72_3","BC72","3","2010s",10
"BC73_3","BC73","3","2010s",10
"BC74_3","BC74","3","2010s",10
"BC75_3","BC75","3","2010s",10
"BC80_3","BC80","3","2010s",5
"BC40_1","BC40","1","1970s",3
"BG93_1","BG93","1","1970s",9
"BC81_3","BC81","3","2010s",8
"BC82_3","BC82","3","2010s",8
"BC83_3","BC83","3","2010s",9
"BC84_3","BC84","3","2010s",11
"BC85_3","BC85","3","2010s",10
"BC86_3","BC86","3","2010s",4
"BC91_3","BC91","3","2010s",3
"BC92_3","BC92","3","2010s",5
"BC93_3","BC93","3","2010s",6
"BC94_3","BC94","3","2010s",12
"BG94_1","BG94","1","1970s",7
"BC95_3","BC95","3","2010s",9
"BC96_3","BC96","3","2010s",9
"BD00_3","BD00","3","2010s",11
"BD01_3","BD01","3","2010s",7
"BD02_3","BD02","3","2010s",8
"BD03_3","BD03","3","2010s",9
"BD04_3","BD04","3","2010s",10
"BD05_3","BD05","3","2010s",9
"BD06_3","BD06","3","2010s",9
"BD07_3","BD07","3","2010s",7
"BG95_1","BG95","1","1970s",8
"BD08_3","BD08","3","2010s",8
"BD09_3","BD09","3","2010s",4
"BD10_3","BD10","3","2010s",9
"BD11_3","BD11","3","2010s",7
"BD12_3","BD12","3","2010s",9
"BD13_3","BD13","3","2010s",11
"BD14_3","BD14","3","2010s",10
"BD16_3","BD16","3","2010s",1
"BD17_3","BD17","3","2010s",4
"BD18_3","BD18","3","2010s",8
"BG96_1","BG96","1","1970s",8
"BD19_3","BD19","3","2010s",9
"BD20_3","BD20","3","2010s",8
"BD21_3","BD21","3","2010s",4
"BD22_3","BD22","3","2010s",8
"BD23_3","BD23","3","2010s",6
"BD24_3","BD24","3","2010s",7
"BD26_3","BD26","3","2010s",8
"BD27_3","BD27","3","2010s",11
"BD28_3","BD28","3","2010s",10
"BD29_3","BD29","3","2010s",10
"BG97_1","BG97","1","1970s",0
"BD30_3","BD30","3","2010s",7
"BD31_3","BD31","3","2010s",7
"BD32_3","BD32","3","2010s",8
"BD33_3","BD33","3","2010s",7
"BD34_3","BD34","3","2010s",3
"BD35_3","BD35","3","2010s",10
"BD36_3","BD36","3","2010s",10
"BD37_3","BD37","3","2010s",9
"BD38_3","BD38","3","2010s",7
"BD39_3","BD39","3","2010s",8
"BG98_1","BG98","1","1970s",4
"BD40_3","BD40","3","2010s",5
"BD41_3","BD41","3","2010s",8
"BD42_3","BD42","3","2010s",9
"BD43_3","BD43","3","2010s",9
"BD44_3","BD44","3","2010s",8
"BD45_3","BD45","3","2010s",8
"BD46_3","BD46","3","2010s",8
"BD47_3","BD47","3","2010s",7
"BD48_3","BD48","3","2010s",8
"BD49_3","BD49","3","2010s",8
"BG99_1","BG99","1","1970s",10
"BD50_3","BD50","3","2010s",9
"BD51_3","BD51","3","2010s",9
"BD52_3","BD52","3","2010s",8
"BD53_3","BD53","3","2010s",8
"BD54_3","BD54","3","2010s",6
"BD55_3","BD55","3","2010s",8
"BD56_3","BD56","3","2010s",8
"BD57_3","BD57","3","2010s",10
"BD58_3","BD58","3","2010s",9
"BD59_3","BD59","3","2010s",10
"BH49_1","BH49","1","1970s",0
"BD60_3","BD60","3","2010s",9
"BD61_3","BD61","3","2010s",11
"BD62_3","BD62","3","2010s",6
"BD63_3","BD63","3","2010s",2
"BD64_3","BD64","3","2010s",6
"BD65_3","BD65","3","2010s",6
"BD66_3","BD66","3","2010s",10
"BD67_3","BD67","3","2010s",9
"BD68_3","BD68","3","2010s",5
"BD69_3","BD69","3","2010s",10
"BH57_1","BH57","1","1970s",8
"BD70_3","BD70","3","2010s",10
"BD71_3","BD71","3","2010s",9
"BD72_3","BD72","3","2010s",8
"BD73_3","BD73","3","2010s",12
"BD74_3","BD74","3","2010s",8
"BD75_3","BD75","3","2010s",10
"BD76_3","BD76","3","2010s",11
"BD77_3","BD77","3","2010s",8
"BD78_3","BD78","3","2010s",10
"BD79_3","BD79","3","2010s",6
"BH58_1","BH58","1","1970s",6
"BD80_3","BD80","3","2010s",9
"BD81_3","BD81","3","2010s",11
"BD82_3","BD82","3","2010s",9
"BD83_3","BD83","3","2010s",9
"BD84_3","BD84","3","2010s",9
"BD85_3","BD85","3","2010s",9
"BD86_3","BD86","3","2010s",6
"BD87_3","BD87","3","2010s",9
"BD88_3","BD88","3","2010s",6
"BD89_3","BD89","3","2010s",4
"BC41_1","BC41","1","1970s",2
"BH59_1","BH59","1","1970s",8
"BD90_3","BD90","3","2010s",6
"BD91_3","BD91","3","2010s",9
"BD92_3","BD92","3","2010s",11
"BD93_3","BD93","3","2010s",11
"BD94_3","BD94","3","2010s",6
"BD95_3","BD95","3","2010s",9
"BD96_3","BD96","3","2010s",7
"BD97_3","BD97","3","2010s",7
"BD98_3","BD98","3","2010s",8
"BD99_3","BD99","3","2010s",8
"BH66_1","BH66","1","1970s",9
"BE02_3","BE02","3","2010s",6
"BE03_3","BE03","3","2010s",11
"BE04_3","BE04","3","2010s",10
"BE05_3","BE05","3","2010s",10
"BE06_3","BE06","3","2010s",11
"BE07_3","BE07","3","2010s",10
"BE08_3","BE08","3","2010s",10
"BE09_3","BE09","3","2010s",10
"BE10_3","BE10","3","2010s",9
"BE11_3","BE11","3","2010s",9
"BH67_1","BH67","1","1970s",9
"BE12_3","BE12","3","2010s",10
"BE13_3","BE13","3","2010s",10
"BE14_3","BE14","3","2010s",9
"BE15_3","BE15","3","2010s",8
"BE16_3","BE16","3","2010s",6
"BE17_3","BE17","3","2010s",8
"BE18_3","BE18","3","2010s",11
"BE19_3","BE19","3","2010s",7
"BE20_3","BE20","3","2010s",11
"BE21_3","BE21","3","2010s",9
"BH68_1","BH68","1","1970s",8
"BE22_3","BE22","3","2010s",9
"BE23_3","BE23","3","2010s",6
"BE24_3","BE24","3","2010s",8
"BE25_3","BE25","3","2010s",7
"BE26_3","BE26","3","2010s",5
"BE27_3","BE27","3","2010s",6
"BE28_3","BE28","3","2010s",7
"BE29_3","BE29","3","2010s",10
"BE30_3","BE30","3","2010s",11
"BE31_3","BE31","3","2010s",7
"BH69_1","BH69","1","1970s",14
"BE32_3","BE32","3","2010s",9
"BE33_3","BE33","3","2010s",5
"BE34_3","BE34","3","2010s",7
"BE35_3","BE35","3","2010s",10
"BE36_3","BE36","3","2010s",8
"BE37_3","BE37","3","2010s",8
"BE38_3","BE38","3","2010s",9
"BE39_3","BE39","3","2010s",9
"BE40_3","BE40","3","2010s",8
"BE41_3","BE41","3","2010s",9
"BH76_1","BH76","1","1970s",13
"BE42_3","BE42","3","2010s",8
"BE43_3","BE43","3","2010s",7
"BE44_3","BE44","3","2010s",8
"BE45_3","BE45","3","2010s",7
"BE46_3","BE46","3","2010s",8
"BE47_3","BE47","3","2010s",7
"BE48_3","BE48","3","2010s",8
"BE49_3","BE49","3","2010s",5
"BE50_3","BE50","3","2010s",8
"BE51_3","BE51","3","2010s",7
"BH77_1","BH77","1","1970s",12
"BE52_3","BE52","3","2010s",5
"BE53_3","BE53","3","2010s",8
"BE54_3","BE54","3","2010s",7
"BE55_3","BE55","3","2010s",7
"BE56_3","BE56","3","2010s",6
"BE57_3","BE57","3","2010s",6
"BE58_3","BE58","3","2010s",9
"BE59_3","BE59","3","2010s",7
"BE60_3","BE60","3","2010s",7
"BE61_3","BE61","3","2010s",7
"BH78_1","BH78","1","1970s",11
"BE62_3","BE62","3","2010s",8
"BE63_3","BE63","3","2010s",7
"BE64_3","BE64","3","2010s",7
"BE65_3","BE65","3","2010s",8
"BE66_3","BE66","3","2010s",9
"BE67_3","BE67","3","2010s",6
"BE68_3","BE68","3","2010s",8
"BE69_3","BE69","3","2010s",9
"BE70_3","BE70","3","2010s",8
"BE71_3","BE71","3","2010s",6
"BH79_1","BH79","1","1970s",11
"BE72_3","BE72","3","2010s",4
"BE73_3","BE73","3","2010s",5
"BE74_3","BE74","3","2010s",6
"BE75_3","BE75","3","2010s",7
"BE76_3","BE76","3","2010s",9
"BE77_3","BE77","3","2010s",9
"BE78_3","BE78","3","2010s",6
