"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"DD42_1","DD42","1","1970s",1971,46,201,"All model-included surveys"
"DD42_2","DD42","2","1990s",1992,77,201,"All model-included surveys"
"DD42_3","DD42","3","2010s",2014,63,201,"All model-included surveys"
"DD43_1","DD43","1","1970s",1971,55,201,"All model-included surveys"
"DD43_2","DD43","2","1990s",1992,75,201,"All model-included surveys"
"DD43_3","DD43","3","2010s",2014,68,201,"All model-included surveys"
"DD44_2","DD44","2","1990s",1992,56,201,"All model-included surveys"
"DD44_3","DD44","3","2010s",2014,55,201,"All model-included surveys"
"DD45_2","DD45","2","1990s",1992,72,201,"All model-included surveys"
"DD45_3","DD45","3","2010s",2014,80,201,"All model-included surveys"
"DD46_1","DD46","1","1970s",1971,41,201,"All model-included surveys"
"DD46_2","DD46","2","1990s",1992,71,201,"All model-included surveys"
"DD46_3","DD46","3","2010s",2014,71,201,"All model-included surveys"
"DD47_1","DD47","1","1970s",1971,56,201,"All model-included surveys"
"DD47_2","DD47","2","1990s",1992,89,201,"All model-included surveys"
"DD47_3","DD47","3","2010s",2014,89,201,"All model-included surveys"
"DD48_1","DD48","1","1970s",1971,52,201,"All model-included surveys"
"DD48_2","DD48","2","1990s",1992,75,201,"All model-included surveys"
"DD48_3","DD48","3","2010s",2014,74,201,"All model-included surveys"
"DD49_1","DD49","1","1970s",1971,48,201,"All model-included surveys"
"DD49_2","DD49","2","1990s",1992,77,201,"All model-included surveys"
"DD49_3","DD49","3","2010s",2014,73,201,"All model-included surveys"
"DD50_1","DD50","1","1970s",1971,43,201,"All model-included surveys"
"DD50_2","DD50","2","1990s",1992,63,201,"All model-included surveys"
"DD50_3","DD50","3","2010s",2014,56,201,"All model-included surveys"
"DD51_1","DD51","1","1970s",1971,67,201,"All model-included surveys"
"DD51_2","DD51","2","1990s",1992,78,201,"All model-included surveys"
"DD51_3","DD51","3","2010s",2014,66,201,"All model-included surveys"
"DD52_1","DD52","1","1970s",1971,47,201,"All model-included surveys"
"DD52_2","DD52","2","1990s",1992,76,201,"All model-included surveys"
"DD52_3","DD52","3","2010s",2014,58,201,"All model-included surveys"
"DD53_1","DD53","1","1970s",1971,58,201,"All model-included surveys"
"DD53_2","DD53","2","1990s",1992,72,201,"All model-included surveys"
"DD53_3","DD53","3","2010s",2014,64,201,"All model-included surveys"
"DD54_1","DD54","1","1970s",1971,42,201,"All model-included surveys"
"DD54_2","DD54","2","1990s",1992,66,201,"All model-included surveys"
"DD54_3","DD54","3","2010s",2014,62,201,"All model-included surveys"
"DD55_2","DD55","2","1990s",1992,59,201,"All model-included surveys"
"DD55_3","DD55","3","2010s",2014,64,201,"All model-included surveys"
"DD56_2","DD56","2","1990s",1992,59,201,"All model-included surveys"
"DD56_3","DD56","3","2010s",2014,70,201,"All model-included surveys"
"DD57_1","DD57","1","1970s",1971,62,201,"All model-included surveys"
"DD57_2","DD57","2","1990s",1992,66,201,"All model-included surveys"
"DD57_3","DD57","3","2010s",2014,81,201,"All model-included surveys"
"DD58_2","DD58","2","1990s",1992,58,201,"All model-included surveys"
"DD58_3","DD58","3","2010s",2014,71,201,"All model-included surveys"
"DD59_1","DD59","1","1970s",1971,38,201,"All model-included surveys"
"DD59_2","DD59","2","1990s",1992,74,201,"All model-included surveys"
"DD59_3","DD59","3","2010s",2014,75,201,"All model-included surveys"
"DD60_2","DD60","2","1990s",1992,53,201,"All model-included surveys"
"DD60_3","DD60","3","2010s",2014,52,201,"All model-included surveys"
"DD61_1","DD61","1","1970s",1971,57,201,"All model-included surveys"
"DD61_2","DD61","2","1990s",1992,61,201,"All model-included surveys"
"DD61_3","DD61","3","2010s",2014,69,201,"All model-included surveys"
"DD62_1","DD62","1","1970s",1971,55,201,"All model-included surveys"
"DD62_2","DD62","2","1990s",1992,47,201,"All model-included surveys"
"DD62_3","DD62","3","2010s",2014,54,201,"All model-included surveys"
"DD63_1","DD63","1","1970s",1971,52,201,"All model-included surveys"
"DD63_2","DD63","2","1990s",1992,66,201,"All model-included surveys"
"DD63_3","DD63","3","2010s",2014,55,201,"All model-included surveys"
"DD64_1","DD64","1","1970s",1971,55,201,"All model-included surveys"
"DD64_2","DD64","2","1990s",1992,64,201,"All model-included surveys"
"DD64_3","DD64","3","2010s",2014,58,201,"All model-included surveys"
"DD65_1","DD65","1","1970s",1971,50,201,"All model-included surveys"
"DD65_2","DD65","2","1990s",1992,73,201,"All model-included surveys"
"DD65_3","DD65","3","2010s",2014,83,201,"All model-included surveys"
"DD66_2","DD66","2","1990s",1992,54,201,"All model-included surveys"
"DD66_3","DD66","3","2010s",2014,57,201,"All model-included surveys"
"DD70_1","DD70","1","1970s",1971,63,201,"All model-included surveys"
"DD70_2","DD70","2","1990s",1992,78,201,"All model-included surveys"
"DD70_3","DD70","3","2010s",2014,76,201,"All model-included surveys"
"DD71_1","DD71","1","1970s",1971,48,201,"All model-included surveys"
"DD71_2","DD71","2","1990s",1992,52,201,"All model-included surveys"
"DD71_3","DD71","3","2010s",2014,50,201,"All model-included surveys"
"DD72_1","DD72","1","1970s",1971,48,201,"All model-included surveys"
"DD72_2","DD72","2","1990s",1992,60,201,"All model-included surveys"
"DD72_3","DD72","3","2010s",2014,52,201,"All model-included surveys"
"DD80_1","DD80","1","1970s",1971,63,201,"All model-included surveys"
"DD80_2","DD80","2","1990s",1992,76,201,"All model-included surveys"
"DD80_3","DD80","3","2010s",2014,73,201,"All model-included surveys"
"DD81_1","DD81","1","1970s",1971,49,201,"All model-included surveys"
"DD81_2","DD81","2","1990s",1992,53,201,"All model-included surveys"
"DD81_3","DD81","3","2010s",2014,51,201,"All model-included surveys"
"DD82_2","DD82","2","1990s",1992,57,201,"All model-included surveys"
"DD82_3","DD82","3","2010s",2014,69,201,"All model-included surveys"
"DD90_1","DD90","1","1970s",1971,40,201,"All model-included surveys"
"DD90_2","DD90","2","1990s",1992,79,201,"All model-included surveys"
"DD90_3","DD90","3","2010s",2014,75,201,"All model-included surveys"
"DD91_1","DD91","1","1970s",1971,59,201,"All model-included surveys"
"DD91_2","DD91","2","1990s",1992,72,201,"All model-included surveys"
"DD91_3","DD91","3","2010s",2014,55,201,"All model-included surveys"
"DD92_1","DD92","1","1970s",1971,46,201,"All model-included surveys"
"DD92_2","DD92","2","1990s",1992,58,201,"All model-included surveys"
"DD92_3","DD92","3","2010s",2014,46,201,"All model-included surveys"
"DE00_1","DE00","1","1970s",1971,64,201,"All model-included surveys"
"DE00_2","DE00","2","1990s",1992,56,201,"All model-included surveys"
"DE00_3","DE00","3","2010s",2014,58,201,"All model-included surveys"
"DE01_1","DE01","1","1970s",1971,79,201,"All model-included surveys"
"DE01_2","DE01","2","1990s",1992,64,201,"All model-included surveys"
"DE01_3","DE01","3","2010s",2014,65,201,"All model-included surveys"
"DE02_1","DE02","1","1970s",1971,55,201,"All model-included surveys"
"DE02_2","DE02","2","1990s",1992,81,201,"All model-included surveys"
"DE02_3","DE02","3","2010s",2014,63,201,"All model-included surveys"
"DE03_1","DE03","1","1970s",1971,57,201,"All model-included surveys"
"DE03_2","DE03","2","1990s",1992,76,201,"All model-included surveys"
"DE03_3","DE03","3","2010s",2014,61,201,"All model-included surveys"
"DE04_1","DE04","1","1970s",1971,34,201,"All model-included surveys"
"DE04_2","DE04","2","1990s",1992,50,201,"All model-included surveys"
"DE04_3","DE04","3","2010s",2014,40,201,"All model-included surveys"
"DE05_1","DE05","1","1970s",1971,42,201,"All model-included surveys"
"DE05_2","DE05","2","1990s",1992,54,201,"All model-included surveys"
"DE05_3","DE05","3","2010s",2014,47,201,"All model-included surveys"
"DE06_2","DE06","2","1990s",1992,72,201,"All model-included surveys"
"DE06_3","DE06","3","2010s",2014,68,201,"All model-included surveys"
"DE07_1","DE07","1","1970s",1971,70,201,"All model-included surveys"
"DE07_2","DE07","2","1990s",1992,75,201,"All model-included surveys"
"DE07_3","DE07","3","2010s",2014,78,201,"All model-included surveys"
"DE08_2","DE08","2","1990s",1992,64,201,"All model-included surveys"
"DE08_3","DE08","3","2010s",2014,54,201,"All model-included surveys"
"DE09_2","DE09","2","1990s",1992,73,201,"All model-included surveys"
"DE09_3","DE09","3","2010s",2014,75,201,"All model-included surveys"
"DE10_1","DE10","1","1970s",1971,60,201,"All model-included surveys"
"DE10_2","DE10","2","1990s",1992,49,201,"All model-included surveys"
"DE10_3","DE10","3","2010s",2014,62,201,"All model-included surveys"
"DE11_1","DE11","1","1970s",1971,60,201,"All model-included surveys"
"DE11_2","DE11","2","1990s",1992,90,201,"All model-included surveys"
"DE11_3","DE11","3","2010s",2014,78,201,"All model-included surveys"
"DE12_1","DE12","1","1970s",1971,27,201,"All model-included surveys"
"DE12_2","DE12","2","1990s",1992,88,201,"All model-included surveys"
"DE12_3","DE12","3","2010s",2014,71,201,"All model-included surveys"
"DE13_1","DE13","1","1970s",1971,35,201,"All model-included surveys"
"DE13_2","DE13","2","1990s",1992,73,201,"All model-included surveys"
"DE13_3","DE13","3","2010s",2014,67,201,"All model-included surveys"
"DE14_1","DE14","1","1970s",1971,44,201,"All model-included surveys"
"DE14_2","DE14","2","1990s",1992,78,201,"All model-included surveys"
"DE14_3","DE14","3","2010s",2014,67,201,"All model-included surveys"
"DE15_1","DE15","1","1970s",1971,55,201,"All model-included surveys"
"DE15_2","DE15","2","1990s",1992,69,201,"All model-included surveys"
"DE15_3","DE15","3","2010s",2014,58,201,"All model-included surveys"
"DE16_1","DE16","1","1970s",1971,53,201,"All model-included surveys"
"DE16_2","DE16","2","1990s",1992,86,201,"All model-included surveys"
"DE16_3","DE16","3","2010s",2014,81,201,"All model-included surveys"
"DE17_1","DE17","1","1970s",1971,53,201,"All model-included surveys"
"DE17_2","DE17","2","1990s",1992,75,201,"All model-included surveys"
"DE17_3","DE17","3","2010s",2014,51,201,"All model-included surveys"
"DE18_1","DE18","1","1970s",1971,64,201,"All model-included surveys"
"DE18_2","DE18","2","1990s",1992,67,201,"All model-included surveys"
"DE18_3","DE18","3","2010s",2014,68,201,"All model-included surveys"
"DE19_1","DE19","1","1970s",1971,39,201,"All model-included surveys"
"DE19_2","DE19","2","1990s",1992,82,201,"All model-included surveys"
"DE19_3","DE19","3","2010s",2014,74,201,"All model-included surveys"
"DE20_1","DE20","1","1970s",1971,65,201,"All model-included surveys"
"DE20_2","DE20","2","1990s",1992,51,201,"All model-included surveys"
"DE20_3","DE20","3","2010s",2014,57,201,"All model-included surveys"
"DE21_1","DE21","1","1970s",1971,56,201,"All model-included surveys"
"DE21_2","DE21","2","1990s",1992,61,201,"All model-included surveys"
"DE21_3","DE21","3","2010s",2014,57,201,"All model-included surveys"
"DE22_1","DE22","1","1970s",1971,45,201,"All model-included surveys"
"DE22_2","DE22","2","1990s",1992,72,201,"All model-included surveys"
"DE22_3","DE22","3","2010s",2014,60,201,"All model-included surveys"
"DE23_1","DE23","1","1970s",1971,63,201,"All model-included surveys"
"DE23_2","DE23","2","1990s",1992,68,201,"All model-included surveys"
"DE23_3","DE23","3","2010s",2014,69,201,"All model-included surveys"
"DE24_1","DE24","1","1970s",1971,83,201,"All model-included surveys"
"DE24_2","DE24","2","1990s",1992,76,201,"All model-included surveys"
"DE24_3","DE24","3","2010s",2014,74,201,"All model-included surveys"
"DE25_1","DE25","1","1970s",1971,64,201,"All model-included surveys"
"DE25_2","DE25","2","1990s",1992,68,201,"All model-included surveys"
"DE25_3","DE25","3","2010s",2014,79,201,"All model-included surveys"
"DE26_1","DE26","1","1970s",1971,33,201,"All model-included surveys"
"DE26_2","DE26","2","1990s",1992,69,201,"All model-included surveys"
"DE26_3","DE26","3","2010s",2014,81,201,"All model-included surveys"
"DE27_1","DE27","1","1970s",1971,40,201,"All model-included surveys"
"DE27_2","DE27","2","1990s",1992,72,201,"All model-included surveys"
"DE27_3","DE27","3","2010s",2014,44,201,"All model-included surveys"
"DE28_2","DE28","2","1990s",1992,68,201,"All model-included surveys"
"DE28_3","DE28","3","2010s",2014,45,201,"All model-included surveys"
"DE29_1","DE29","1","1970s",1971,50,201,"All model-included surveys"
"DE29_2","DE29","2","1990s",1992,51,201,"All model-included surveys"
"DE29_3","DE29","3","2010s",2014,67,201,"All model-included surveys"
"DE30_1","DE30","1","1970s",1971,79,201,"All model-included surveys"
"DE30_2","DE30","2","1990s",1992,63,201,"All model-included surveys"
"DE30_3","DE30","3","2010s",2014,68,201,"All model-included surveys"
"DE31_1","DE31","1","1970s",1971,53,201,"All model-included surveys"
"DE31_2","DE31","2","1990s",1992,57,201,"All model-included surveys"
"DE31_3","DE31","3","2010s",2014,52,201,"All model-included surveys"
"DE32_1","DE32","1","1970s",1971,47,201,"All model-included surveys"
"DE32_2","DE32","2","1990s",1992,56,201,"All model-included surveys"
"DE32_3","DE32","3","2010s",2014,58,201,"All model-included surveys"
"DE33_1","DE33","1","1970s",1971,38,201,"All model-included surveys"
"DE33_2","DE33","2","1990s",1992,54,201,"All model-included surveys"
"DE33_3","DE33","3","2010s",2014,56,201,"All model-included surveys"
"DE34_1","DE34","1","1970s",1971,88,201,"All model-included surveys"
"DE34_2","DE34","2","1990s",1992,90,201,"All model-included surveys"
"DE34_3","DE34","3","2010s",2014,90,201,"All model-included surveys"
"DE35_1","DE35","1","1970s",1971,42,201,"All model-included surveys"
"DE35_2","DE35","2","1990s",1992,66,201,"All model-included surveys"
"DE35_3","DE35","3","2010s",2014,59,201,"All model-included surveys"
"DE36_1","DE36","1","1970s",1971,59,201,"All model-included surveys"
"DE36_2","DE36","2","1990s",1992,79,201,"All model-included surveys"
"DE36_3","DE36","3","2010s",2014,74,201,"All model-included surveys"
"DE37_1","DE37","1","1970s",1971,69,201,"All model-included surveys"
"DE37_2","DE37","2","1990s",1992,76,201,"All model-included surveys"
"DE37_3","DE37","3","2010s",2014,73,201,"All model-included surveys"
"DE38_1","DE38","1","1970s",1971,60,201,"All model-included surveys"
"DE38_2","DE38","2","1990s",1992,71,201,"All model-included surveys"
"DE38_3","DE38","3","2010s",2014,49,201,"All model-included surveys"
"DE39_1","DE39","1","1970s",1971,32,201,"All model-included surveys"
"DE39_2","DE39","2","1990s",1992,55,201,"All model-included surveys"
"DE39_3","DE39","3","2010s",2014,38,201,"All model-included surveys"
"DE40_1","DE40","1","1970s",1971,81,201,"All model-included surveys"
"DE40_2","DE40","2","1990s",1992,60,201,"All model-included surveys"
"DE40_3","DE40","3","2010s",2014,69,201,"All model-included surveys"
"DE41_1","DE41","1","1970s",1971,48,201,"All model-included surveys"
"DE41_2","DE41","2","1990s",1992,55,201,"All model-included surveys"
"DE41_3","DE41","3","2010s",2014,58,201,"All model-included surveys"
"DE42_1","DE42","1","1970s",1971,50,201,"All model-included surveys"
"DE42_2","DE42","2","1990s",1992,57,201,"All model-included surveys"
"DE42_3","DE42","3","2010s",2014,64,201,"All model-included surveys"
"DE43_1","DE43","1","1970s",1971,55,201,"All model-included surveys"
"DE43_2","DE43","2","1990s",1992,55,201,"All model-included surveys"
"DE43_3","DE43","3","2010s",2014,61,201,"All model-included surveys"
"DE44_1","DE44","1","1970s",1971,87,201,"All model-included surveys"
"DE44_2","DE44","2","1990s",1992,65,201,"All model-included surveys"
"DE44_3","DE44","3","2010s",2014,71,201,"All model-included surveys"
"DE45_1","DE45","1","1970s",1971,37,201,"All model-included surveys"
"DE45_2","DE45","2","1990s",1992,49,201,"All model-included surveys"
"DE45_3","DE45","3","2010s",2014,48,201,"All model-included surveys"
"DE46_1","DE46","1","1970s",1971,37,201,"All model-included surveys"
"DE46_2","DE46","2","1990s",1992,52,201,"All model-included surveys"
"DE46_3","DE46","3","2010s",2014,65,201,"All model-included surveys"
"DE47_1","DE47","1","1970s",1971,51,201,"All model-included surveys"
"DE47_2","DE47","2","1990s",1992,46,201,"All model-included surveys"
"DE47_3","DE47","3","2010s",2014,54,201,"All model-included surveys"
"DE48_2","DE48","2","1990s",1992,62,201,"All model-included surveys"
"DE48_3","DE48","3","2010s",2014,54,201,"All model-included surveys"
"DE49_1","DE49","1","1970s",1971,36,201,"All model-included surveys"
"DE49_2","DE49","2","1990s",1992,76,201,"All model-included surveys"
"DE49_3","DE49","3","2010s",2014,56,201,"All model-included surveys"
"DE50_1","DE50","1","1970s",1971,56,201,"All model-included surveys"
"DE50_2","DE50","2","1990s",1992,53,201,"All model-included surveys"
"DE50_3","DE50","3","2010s",2014,40,201,"All model-included surveys"
"DE51_1","DE51","1","1970s",1971,83,201,"All model-included surveys"
