"survey","site","atlas","period","model_year","species_richness","raw_species_pool_size","analysis_set"
"DB46_1","DB46","1","1970s",1971,22,201,"All model-included surveys"
"DB46_2","DB46","2","1990s",1992,70,201,"All model-included surveys"
"DB46_3","DB46","3","2010s",2014,88,201,"All model-included surveys"
"DB50_2","DB50","2","1990s",1992,72,201,"All model-included surveys"
"DB50_3","DB50","3","2010s",2014,56,201,"All model-included surveys"
"DB51_2","DB51","2","1990s",1992,62,201,"All model-included surveys"
"DB51_3","DB51","3","2010s",2014,56,201,"All model-included surveys"
"DB52_1","DB52","1","1970s",1971,37,201,"All model-included surveys"
"DB52_2","DB52","2","1990s",1992,59,201,"All model-included surveys"
"DB52_3","DB52","3","2010s",2014,64,201,"All model-included surveys"
"DB53_1","DB53","1","1970s",1971,43,201,"All model-included surveys"
"DB53_2","DB53","2","1990s",1992,53,201,"All model-included surveys"
"DB53_3","DB53","3","2010s",2014,68,201,"All model-included surveys"
"DB54_1","DB54","1","1970s",1971,53,201,"All model-included surveys"
"DB54_2","DB54","2","1990s",1992,70,201,"All model-included surveys"
"DB54_3","DB54","3","2010s",2014,76,201,"All model-included surveys"
"DB55_1","DB55","1","1970s",1971,62,201,"All model-included surveys"
"DB55_2","DB55","2","1990s",1992,79,201,"All model-included surveys"
"DB55_3","DB55","3","2010s",2014,86,201,"All model-included surveys"
"DB56_1","DB56","1","1970s",1971,53,201,"All model-included surveys"
"DB56_2","DB56","2","1990s",1992,51,201,"All model-included surveys"
"DB56_3","DB56","3","2010s",2014,76,201,"All model-included surveys"
"DB57_1","DB57","1","1970s",1971,43,201,"All model-included surveys"
"DB57_2","DB57","2","1990s",1992,51,201,"All model-included surveys"
"DB57_3","DB57","3","2010s",2014,86,201,"All model-included surveys"
"DB60_1","DB60","1","1970s",1971,48,201,"All model-included surveys"
"DB60_2","DB60","2","1990s",1992,52,201,"All model-included surveys"
"DB60_3","DB60","3","2010s",2014,49,201,"All model-included surveys"
"DB61_2","DB61","2","1990s",1992,56,201,"All model-included surveys"
"DB61_3","DB61","3","2010s",2014,60,201,"All model-included surveys"
"DB62_1","DB62","1","1970s",1971,44,201,"All model-included surveys"
"DB62_2","DB62","2","1990s",1992,47,201,"All model-included surveys"
"DB62_3","DB62","3","2010s",2014,61,201,"All model-included surveys"
"DB63_1","DB63","1","1970s",1971,44,201,"All model-included surveys"
"DB63_2","DB63","2","1990s",1992,72,201,"All model-included surveys"
"DB63_3","DB63","3","2010s",2014,62,201,"All model-included surveys"
"DB64_1","DB64","1","1970s",1971,54,201,"All model-included surveys"
"DB64_2","DB64","2","1990s",1992,79,201,"All model-included surveys"
"DB64_3","DB64","3","2010s",2014,71,201,"All model-included surveys"
"DB65_1","DB65","1","1970s",1971,46,201,"All model-included surveys"
"DB65_2","DB65","2","1990s",1992,62,201,"All model-included surveys"
"DB65_3","DB65","3","2010s",2014,71,201,"All model-included surveys"
"DB66_1","DB66","1","1970s",1971,44,201,"All model-included surveys"
"DB66_2","DB66","2","1990s",1992,54,201,"All model-included surveys"
"DB66_3","DB66","3","2010s",2014,69,201,"All model-included surveys"
"DB67_1","DB67","1","1970s",1971,53,201,"All model-included surveys"
"DB67_2","DB67","2","1990s",1992,61,201,"All model-included surveys"
"DB67_3","DB67","3","2010s",2014,86,201,"All model-included surveys"
"DB68_1","DB68","1","1970s",1971,28,201,"All model-included surveys"
"DB68_2","DB68","2","1990s",1992,68,201,"All model-included surveys"
"DB68_3","DB68","3","2010s",2014,50,201,"All model-included surveys"
"DB70_1","DB70","1","1970s",1971,41,201,"All model-included surveys"
"DB70_2","DB70","2","1990s",1992,49,201,"All model-included surveys"
"DB70_3","DB70","3","2010s",2014,53,201,"All model-included surveys"
"DB71_1","DB71","1","1970s",1971,32,201,"All model-included surveys"
"DB71_3","DB71","3","2010s",2014,60,201,"All model-included surveys"
"DB72_1","DB72","1","1970s",1971,55,201,"All model-included surveys"
"DB72_2","DB72","2","1990s",1992,66,201,"All model-included surveys"
"DB72_3","DB72","3","2010s",2014,63,201,"All model-included surveys"
"DB73_1","DB73","1","1970s",1971,48,201,"All model-included surveys"
"DB73_2","DB73","2","1990s",1992,77,201,"All model-included surveys"
"DB73_3","DB73","3","2010s",2014,64,201,"All model-included surveys"
"DB74_1","DB74","1","1970s",1971,46,201,"All model-included surveys"
"DB74_2","DB74","2","1990s",1992,57,201,"All model-included surveys"
"DB74_3","DB74","3","2010s",2014,66,201,"All model-included surveys"
"DB75_1","DB75","1","1970s",1971,47,201,"All model-included surveys"
"DB75_2","DB75","2","1990s",1992,41,201,"All model-included surveys"
"DB75_3","DB75","3","2010s",2014,65,201,"All model-included surveys"
"DB77_1","DB77","1","1970s",1971,45,201,"All model-included surveys"
"DB77_2","DB77","2","1990s",1992,55,201,"All model-included surveys"
"DB77_3","DB77","3","2010s",2014,69,201,"All model-included surveys"
"DB78_1","DB78","1","1970s",1971,50,201,"All model-included surveys"
"DB78_2","DB78","2","1990s",1992,69,201,"All model-included surveys"
"DB78_3","DB78","3","2010s",2014,74,201,"All model-included surveys"
"DB79_1","DB79","1","1970s",1971,35,201,"All model-included surveys"
"DB79_2","DB79","2","1990s",1992,64,201,"All model-included surveys"
"DB79_3","DB79","3","2010s",2014,54,201,"All model-included surveys"
"DB80_1","DB80","1","1970s",1971,29,201,"All model-included surveys"
"DB80_2","DB80","2","1990s",1992,42,201,"All model-included surveys"
"DB80_3","DB80","3","2010s",2014,55,201,"All model-included surveys"
"DB81_1","DB81","1","1970s",1971,38,201,"All model-included surveys"
"DB81_2","DB81","2","1990s",1992,47,201,"All model-included surveys"
"DB81_3","DB81","3","2010s",2014,51,201,"All model-included surveys"
"DB82_1","DB82","1","1970s",1971,55,201,"All model-included surveys"
"DB82_2","DB82","2","1990s",1992,46,201,"All model-included surveys"
"DB82_3","DB82","3","2010s",2014,43,201,"All model-included surveys"
"DB83_1","DB83","1","1970s",1971,67,201,"All model-included surveys"
"DB83_2","DB83","2","1990s",1992,79,201,"All model-included surveys"
"DB83_3","DB83","3","2010s",2014,73,201,"All model-included surveys"
"DB89_1","DB89","1","1970s",1971,62,201,"All model-included surveys"
"DB89_2","DB89","2","1990s",1992,65,201,"All model-included surveys"
"DB89_3","DB89","3","2010s",2014,67,201,"All model-included surveys"
"DC00_1","DC00","1","1970s",1971,74,201,"All model-included surveys"
"DC00_2","DC00","2","1990s",1992,93,201,"All model-included surveys"
"DC00_3","DC00","3","2010s",2014,105,201,"All model-included surveys"
"DC01_1","DC01","1","1970s",1971,53,201,"All model-included surveys"
"DC01_2","DC01","2","1990s",1992,73,201,"All model-included surveys"
"DC01_3","DC01","3","2010s",2014,99,201,"All model-included surveys"
"DC02_1","DC02","1","1970s",1971,51,201,"All model-included surveys"
"DC02_2","DC02","2","1990s",1992,46,201,"All model-included surveys"
"DC02_3","DC02","3","2010s",2014,79,201,"All model-included surveys"
"DC03_1","DC03","1","1970s",1971,43,201,"All model-included surveys"
"DC03_2","DC03","2","1990s",1992,41,201,"All model-included surveys"
"DC03_3","DC03","3","2010s",2014,74,201,"All model-included surveys"
"DC04_1","DC04","1","1970s",1971,68,201,"All model-included surveys"
"DC04_2","DC04","2","1990s",1992,72,201,"All model-included surveys"
"DC04_3","DC04","3","2010s",2014,81,201,"All model-included surveys"
"DC05_1","DC05","1","1970s",1971,47,201,"All model-included surveys"
"DC05_2","DC05","2","1990s",1992,75,201,"All model-included surveys"
"DC05_3","DC05","3","2010s",2014,64,201,"All model-included surveys"
"DC06_2","DC06","2","1990s",1992,83,201,"All model-included surveys"
"DC06_3","DC06","3","2010s",2014,53,201,"All model-included surveys"
"DC07_1","DC07","1","1970s",1971,93,201,"All model-included surveys"
"DC07_2","DC07","2","1990s",1992,79,201,"All model-included surveys"
"DC07_3","DC07","3","2010s",2014,69,201,"All model-included surveys"
"DC08_1","DC08","1","1970s",1971,90,201,"All model-included surveys"
"DC08_2","DC08","2","1990s",1992,51,201,"All model-included surveys"
"DC08_3","DC08","3","2010s",2014,67,201,"All model-included surveys"
"DC09_1","DC09","1","1970s",1971,46,201,"All model-included surveys"
"DC09_2","DC09","2","1990s",1992,58,201,"All model-included surveys"
"DC09_3","DC09","3","2010s",2014,75,201,"All model-included surveys"
"DC10_1","DC10","1","1970s",1971,53,201,"All model-included surveys"
"DC10_2","DC10","2","1990s",1992,60,201,"All model-included surveys"
"DC10_3","DC10","3","2010s",2014,70,201,"All model-included surveys"
"DC11_1","DC11","1","1970s",1971,72,201,"All model-included surveys"
"DC11_2","DC11","2","1990s",1992,68,201,"All model-included surveys"
"DC11_3","DC11","3","2010s",2014,78,201,"All model-included surveys"
"DC12_1","DC12","1","1970s",1971,43,201,"All model-included surveys"
"DC12_2","DC12","2","1990s",1992,48,201,"All model-included surveys"
"DC12_3","DC12","3","2010s",2014,65,201,"All model-included surveys"
"DC13_1","DC13","1","1970s",1971,35,201,"All model-included surveys"
"DC13_2","DC13","2","1990s",1992,76,201,"All model-included surveys"
"DC13_3","DC13","3","2010s",2014,87,201,"All model-included surveys"
"DC14_1","DC14","1","1970s",1971,50,201,"All model-included surveys"
"DC14_2","DC14","2","1990s",1992,77,201,"All model-included surveys"
"DC14_3","DC14","3","2010s",2014,85,201,"All model-included surveys"
"DC15_1","DC15","1","1970s",1971,56,201,"All model-included surveys"
"DC15_2","DC15","2","1990s",1992,76,201,"All model-included surveys"
"DC15_3","DC15","3","2010s",2014,76,201,"All model-included surveys"
"DC16_1","DC16","1","1970s",1971,44,201,"All model-included surveys"
"DC16_2","DC16","2","1990s",1992,62,201,"All model-included surveys"
"DC16_3","DC16","3","2010s",2014,62,201,"All model-included surveys"
"DC17_1","DC17","1","1970s",1971,45,201,"All model-included surveys"
"DC17_2","DC17","2","1990s",1992,65,201,"All model-included surveys"
"DC17_3","DC17","3","2010s",2014,59,201,"All model-included surveys"
"DC18_1","DC18","1","1970s",1971,53,201,"All model-included surveys"
"DC18_2","DC18","2","1990s",1992,63,201,"All model-included surveys"
"DC18_3","DC18","3","2010s",2014,61,201,"All model-included surveys"
"DC19_1","DC19","1","1970s",1971,56,201,"All model-included surveys"
"DC19_2","DC19","2","1990s",1992,60,201,"All model-included surveys"
"DC19_3","DC19","3","2010s",2014,65,201,"All model-included surveys"
"DC20_1","DC20","1","1970s",1971,41,201,"All model-included surveys"
"DC20_2","DC20","2","1990s",1992,42,201,"All model-included surveys"
"DC20_3","DC20","3","2010s",2014,56,201,"All model-included surveys"
"DC21_1","DC21","1","1970s",1971,47,201,"All model-included surveys"
"DC21_2","DC21","2","1990s",1992,46,201,"All model-included surveys"
"DC21_3","DC21","3","2010s",2014,71,201,"All model-included surveys"
"DC22_1","DC22","1","1970s",1971,42,201,"All model-included surveys"
"DC22_2","DC22","2","1990s",1992,46,201,"All model-included surveys"
"DC22_3","DC22","3","2010s",2014,49,201,"All model-included surveys"
"DC23_1","DC23","1","1970s",1971,76,201,"All model-included surveys"
"DC23_2","DC23","2","1990s",1992,68,201,"All model-included surveys"
"DC23_3","DC23","3","2010s",2014,66,201,"All model-included surveys"
"DC24_1","DC24","1","1970s",1971,40,201,"All model-included surveys"
"DC24_2","DC24","2","1990s",1992,50,201,"All model-included surveys"
"DC24_3","DC24","3","2010s",2014,80,201,"All model-included surveys"
"DC25_1","DC25","1","1970s",1971,49,201,"All model-included surveys"
"DC25_2","DC25","2","1990s",1992,63,201,"All model-included surveys"
"DC25_3","DC25","3","2010s",2014,70,201,"All model-included surveys"
"DC26_1","DC26","1","1970s",1971,74,201,"All model-included surveys"
"DC26_2","DC26","2","1990s",1992,71,201,"All model-included surveys"
"DC26_3","DC26","3","2010s",2014,78,201,"All model-included surveys"
"DC27_1","DC27","1","1970s",1971,54,201,"All model-included surveys"
"DC27_2","DC27","2","1990s",1992,63,201,"All model-included surveys"
"DC27_3","DC27","3","2010s",2014,60,201,"All model-included surveys"
"DC28_1","DC28","1","1970s",1971,66,201,"All model-included surveys"
"DC28_2","DC28","2","1990s",1992,61,201,"All model-included surveys"
"DC28_3","DC28","3","2010s",2014,59,201,"All model-included surveys"
"DC29_2","DC29","2","1990s",1992,68,201,"All model-included surveys"
"DC29_3","DC29","3","2010s",2014,61,201,"All model-included surveys"
"DC30_1","DC30","1","1970s",1971,42,201,"All model-included surveys"
"DC30_2","DC30","2","1990s",1992,58,201,"All model-included surveys"
"DC30_3","DC30","3","2010s",2014,66,201,"All model-included surveys"
"DC31_1","DC31","1","1970s",1971,45,201,"All model-included surveys"
"DC31_2","DC31","2","1990s",1992,48,201,"All model-included surveys"
"DC31_3","DC31","3","2010s",2014,67,201,"All model-included surveys"
"DC32_1","DC32","1","1970s",1971,57,201,"All model-included surveys"
"DC32_2","DC32","2","1990s",1992,51,201,"All model-included surveys"
"DC32_3","DC32","3","2010s",2014,55,201,"All model-included surveys"
"DC33_1","DC33","1","1970s",1971,63,201,"All model-included surveys"
"DC33_2","DC33","2","1990s",1992,57,201,"All model-included surveys"
"DC33_3","DC33","3","2010s",2014,55,201,"All model-included surveys"
"DC34_1","DC34","1","1970s",1971,35,201,"All model-included surveys"
"DC34_2","DC34","2","1990s",1992,52,201,"All model-included surveys"
"DC34_3","DC34","3","2010s",2014,63,201,"All model-included surveys"
"DC35_1","DC35","1","1970s",1971,39,201,"All model-included surveys"
"DC35_2","DC35","2","1990s",1992,68,201,"All model-included surveys"
"DC35_3","DC35","3","2010s",2014,66,201,"All model-included surveys"
"DC36_1","DC36","1","1970s",1971,41,201,"All model-included surveys"
"DC36_2","DC36","2","1990s",1992,71,201,"All model-included surveys"
"DC36_3","DC36","3","2010s",2014,72,201,"All model-included surveys"
"DC37_1","DC37","1","1970s",1971,41,201,"All model-included surveys"
"DC37_2","DC37","2","1990s",1992,81,201,"All model-included surveys"
"DC37_3","DC37","3","2010s",2014,62,201,"All model-included surveys"
"DC38_2","DC38","2","1990s",1992,65,201,"All model-included surveys"
"DC38_3","DC38","3","2010s",2014,56,201,"All model-included surveys"
"DC39_1","DC39","1","1970s",1971,37,201,"All model-included surveys"
"DC39_2","DC39","2","1990s",1992,69,201,"All model-included surveys"
"DC39_3","DC39","3","2010s",2014,63,201,"All model-included surveys"
"DC40_1","DC40","1","1970s",1971,74,201,"All model-included surveys"
"DC40_2","DC40","2","1990s",1992,96,201,"All model-included surveys"
"DC40_3","DC40","3","2010s",2014,96,201,"All model-included surveys"
"DC41_1","DC41","1","1970s",1971,58,201,"All model-included surveys"
"DC41_2","DC41","2","1990s",1992,71,201,"All model-included surveys"
"DC41_3","DC41","3","2010s",2014,97,201,"All model-included surveys"
"DC42_1","DC42","1","1970s",1971,66,201,"All model-included surveys"
"DC42_2","DC42","2","1990s",1992,70,201,"All model-included surveys"
"DC42_3","DC42","3","2010s",2014,87,201,"All model-included surveys"
"DC43_1","DC43","1","1970s",1971,38,201,"All model-included surveys"
"DC43_2","DC43","2","1990s",1992,60,201,"All model-included surveys"
"DC43_3","DC43","3","2010s",2014,57,201,"All model-included surveys"
"DC44_2","DC44","2","1990s",1992,35,201,"All model-included surveys"
"DC44_3","DC44","3","2010s",2014,53,201,"All model-included surveys"
"DC45_1","DC45","1","1970s",1971,35,201,"All model-included surveys"
"DC45_2","DC45","2","1990s",1992,52,201,"All model-included surveys"
"DC45_3","DC45","3","2010s",2014,56,201,"All model-included surveys"
"DC46_2","DC46","2","1990s",1992,74,201,"All model-included surveys"
"DC46_3","DC46","3","2010s",2014,55,201,"All model-included surveys"
"DC47_2","DC47","2","1990s",1992,65,201,"All model-included surveys"
"DC47_3","DC47","3","2010s",2014,60,201,"All model-included surveys"
"DC48_1","DC48","1","1970s",1971,39,201,"All model-included surveys"
"DC48_2","DC48","2","1990s",1992,54,201,"All model-included surveys"
"DC48_3","DC48","3","2010s",2014,68,201,"All model-included surveys"
"DC49_1","DC49","1","1970s",1971,42,201,"All model-included surveys"
"DC49_2","DC49","2","1990s",1992,68,201,"All model-included surveys"
"DC49_3","DC49","3","2010s",2014,76,201,"All model-included surveys"
"DC50_1","DC50","1","1970s",1971,44,201,"All model-included surveys"
"DC50_2","DC50","2","1990s",1992,69,201,"All model-included surveys"
"DC50_3","DC50","3","2010s",2014,80,201,"All model-included surveys"
"DC51_1","DC51","1","1970s",1971,37,201,"All model-included surveys"
"DC51_2","DC51","2","1990s",1992,58,201,"All model-included surveys"
"DC51_3","DC51","3","2010s",2014,78,201,"All model-included surveys"
"DC52_1","DC52","1","1970s",1971,16,201,"All model-included surveys"
"DC52_2","DC52","2","1990s",1992,74,201,"All model-included surveys"
"DC52_3","DC52","3","2010s",2014,58,201,"All model-included surveys"
"DC53_1","DC53","1","1970s",1971,58,201,"All model-included surveys"
"DC53_2","DC53","2","1990s",1992,68,201,"All model-included surveys"
"DC53_3","DC53","3","2010s",2014,62,201,"All model-included surveys"
"DC54_2","DC54","2","1990s",1992,70,201,"All model-included surveys"
"DC54_3","DC54","3","2010s",2014,65,201,"All model-included surveys"
"DC55_2","DC55","2","1990s",1992,42,201,"All model-included surveys"
"DC55_3","DC55","3","2010s",2014,55,201,"All model-included surveys"
"DC56_1","DC56","1","1970s",1971,38,201,"All model-included surveys"
"DC56_2","DC56","2","1990s",1992,75,201,"All model-included surveys"
"DC56_3","DC56","3","2010s",2014,66,201,"All model-included surveys"
"DC57_1","DC57","1","1970s",1971,49,201,"All model-included surveys"
"DC57_2","DC57","2","1990s",1992,88,201,"All model-included surveys"
"DC57_3","DC57","3","2010s",2014,77,201,"All model-included surveys"
"DC58_1","DC58","1","1970s",1971,49,201,"All model-included surveys"
"DC58_2","DC58","2","1990s",1992,77,201,"All model-included surveys"
"DC58_3","DC58","3","2010s",2014,74,201,"All model-included surveys"
"DC59_1","DC59","1","1970s",1971,40,201,"All model-included surveys"
"DC59_2","DC59","2","1990s",1992,48,201,"All model-included surveys"
"DC59_3","DC59","3","2010s",2014,66,201,"All model-included surveys"
"DC64_1","DC64","1","1970s",1971,26,201,"All model-included surveys"
"DC64_2","DC64","2","1990s",1992,80,201,"All model-included surveys"
"DC64_3","DC64","3","2010s",2014,81,201,"All model-included surveys"
"DC65_1","DC65","1","1970s",1971,44,201,"All model-included surveys"
"DC65_2","DC65","2","1990s",1992,75,201,"All model-included surveys"
"DC65_3","DC65","3","2010s",2014,70,201,"All model-included surveys"
"DC66_2","DC66","2","1990s",1992,87,201,"All model-included surveys"
"DC66_3","DC66","3","2010s",2014,78,201,"All model-included surveys"
"DC67_2","DC67","2","1990s",1992,51,201,"All model-included surveys"
"DC67_3","DC67","3","2010s",2014,57,201,"All model-included surveys"
"DC68_2","DC68","2","1990s",1992,50,201,"All model-included surveys"
"DC68_3","DC68","3","2010s",2014,57,201,"All model-included surveys"
"DC69_1","DC69","1","1970s",1971,46,201,"All model-included surveys"
"DC69_2","DC69","2","1990s",1992,57,201,"All model-included surveys"
"DC69_3","DC69","3","2010s",2014,67,201,"All model-included surveys"
"DC77_2","DC77","2","1990s",1992,74,201,"All model-included surveys"
"DC77_3","DC77","3","2010s",2014,62,201,"All model-included surveys"
"DC78_2","DC78","2","1990s",1992,82,201,"All model-included surveys"
"DC78_3","DC78","3","2010s",2014,65,201,"All model-included surveys"
"DC79_1","DC79","1","1970s",1971,41,201,"All model-included surveys"
"DC79_2","DC79","2","1990s",1992,46,201,"All model-included surveys"
"DC79_3","DC79","3","2010s",2014,53,201,"All model-included surveys"
"DC88_2","DC88","2","1990s",1992,80,201,"All model-included surveys"
"DC88_3","DC88","3","2010s",2014,81,201,"All model-included surveys"
"DC89_1","DC89","1","1970s",1971,42,201,"All model-included surveys"
"DC89_2","DC89","2","1990s",1992,68,201,"All model-included surveys"
"DC89_3","DC89","3","2010s",2014,67,201,"All model-included surveys"
"DD00_1","DD00","1","1970s",1971,44,201,"All model-included surveys"
"DD00_2","DD00","2","1990s",1992,57,201,"All model-included surveys"
"DD00_3","DD00","3","2010s",2014,54,201,"All model-included surveys"
"DD01_1","DD01","1","1970s",1971,68,201,"All model-included surveys"
"DD01_2","DD01","2","1990s",1992,89,201,"All model-included surveys"
"DD01_3","DD01","3","2010s",2014,83,201,"All model-included surveys"
"DD02_1","DD02","1","1970s",1971,50,201,"All model-included surveys"
"DD02_2","DD02","2","1990s",1992,65,201,"All model-included surveys"
"DD02_3","DD02","3","2010s",2014,82,201,"All model-included surveys"
"DD03_1","DD03","1","1970s",1971,49,201,"All model-included surveys"
"DD03_2","DD03","2","1990s",1992,81,201,"All model-included surveys"
"DD03_3","DD03","3","2010s",2014,67,201,"All model-included surveys"
"DD04_1","DD04","1","1970s",1971,46,201,"All model-included surveys"
"DD04_2","DD04","2","1990s",1992,54,201,"All model-included surveys"
"DD04_3","DD04","3","2010s",2014,58,201,"All model-included surveys"
"DD05_1","DD05","1","1970s",1971,66,201,"All model-included surveys"
"DD05_2","DD05","2","1990s",1992,73,201,"All model-included surveys"
"DD05_3","DD05","3","2010s",2014,71,201,"All model-included surveys"
"DD06_1","DD06","1","1970s",1971,47,201,"All model-included surveys"
"DD06_2","DD06","2","1990s",1992,69,201,"All model-included surveys"
"DD06_3","DD06","3","2010s",2014,62,201,"All model-included surveys"
"DD07_1","DD07","1","1970s",1971,42,201,"All model-included surveys"
"DD07_2","DD07","2","1990s",1992,62,201,"All model-included surveys"
"DD07_3","DD07","3","2010s",2014,57,201,"All model-included surveys"
"DD08_1","DD08","1","1970s",1971,60,201,"All model-included surveys"
"DD08_2","DD08","2","1990s",1992,83,201,"All model-included surveys"
"DD08_3","DD08","3","2010s",2014,73,201,"All model-included surveys"
"DD09_1","DD09","1","1970s",1971,81,201,"All model-included surveys"
"DD09_2","DD09","2","1990s",1992,70,201,"All model-included surveys"
"DD09_3","DD09","3","2010s",2014,82,201,"All model-included surveys"
"DD10_1","DD10","1","1970s",1971,54,201,"All model-included surveys"
"DD10_2","DD10","2","1990s",1992,65,201,"All model-included surveys"
"DD10_3","DD10","3","2010s",2014,68,201,"All model-included surveys"
"DD11_1","DD11","1","1970s",1971,78,201,"All model-included surveys"
"DD11_2","DD11","2","1990s",1992,73,201,"All model-included surveys"
"DD11_3","DD11","3","2010s",2014,72,201,"All model-included surveys"
"DD12_1","DD12","1","1970s",1971,69,201,"All model-included surveys"
"DD12_2","DD12","2","1990s",1992,69,201,"All model-included surveys"
"DD12_3","DD12","3","2010s",2014,63,201,"All model-included surveys"
"DD13_1","DD13","1","1970s",1971,42,201,"All model-included surveys"
"DD13_2","DD13","2","1990s",1992,54,201,"All model-included surveys"
"DD13_3","DD13","3","2010s",2014,56,201,"All model-included surveys"
"DD14_1","DD14","1","1970s",1971,44,201,"All model-included surveys"
"DD14_2","DD14","2","1990s",1992,67,201,"All model-included surveys"
"DD14_3","DD14","3","2010s",2014,63,201,"All model-included surveys"
"DD15_2","DD15","2","1990s",1992,62,201,"All model-included surveys"
"DD15_3","DD15","3","2010s",2014,62,201,"All model-included surveys"
"DD16_1","DD16","1","1970s",1971,66,201,"All model-included surveys"
"DD16_2","DD16","2","1990s",1992,59,201,"All model-included surveys"
"DD16_3","DD16","3","2010s",2014,75,201,"All model-included surveys"
"DD17_1","DD17","1","1970s",1971,65,201,"All model-included surveys"
"DD17_2","DD17","2","1990s",1992,62,201,"All model-included surveys"
"DD17_3","DD17","3","2010s",2014,70,201,"All model-included surveys"
"DD18_1","DD18","1","1970s",1971,69,201,"All model-included surveys"
"DD18_2","DD18","2","1990s",1992,97,201,"All model-included surveys"
"DD18_3","DD18","3","2010s",2014,85,201,"All model-included surveys"
"DD19_1","DD19","1","1970s",1971,64,201,"All model-included surveys"
"DD19_2","DD19","2","1990s",1992,74,201,"All model-included surveys"
"DD19_3","DD19","3","2010s",2014,69,201,"All model-included surveys"
"DD20_1","DD20","1","1970s",1971,52,201,"All model-included surveys"
"DD20_2","DD20","2","1990s",1992,48,201,"All model-included surveys"
"DD20_3","DD20","3","2010s",2014,63,201,"All model-included surveys"
"DD21_1","DD21","1","1970s",1971,54,201,"All model-included surveys"
"DD21_2","DD21","2","1990s",1992,81,201,"All model-included surveys"
"DD21_3","DD21","3","2010s",2014,86,201,"All model-included surveys"
"DD22_1","DD22","1","1970s",1971,35,201,"All model-included surveys"
"DD22_2","DD22","2","1990s",1992,51,201,"All model-included surveys"
"DD22_3","DD22","3","2010s",2014,52,201,"All model-included surveys"
"DD23_2","DD23","2","1990s",1992,52,201,"All model-included surveys"
"DD23_3","DD23","3","2010s",2014,55,201,"All model-included surveys"
"DD24_1","DD24","1","1970s",1971,34,201,"All model-included surveys"
"DD24_2","DD24","2","1990s",1992,73,201,"All model-included surveys"
"DD24_3","DD24","3","2010s",2014,69,201,"All model-included surveys"
"DD25_2","DD25","2","1990s",1992,67,201,"All model-included surveys"
"DD25_3","DD25","3","2010s",2014,63,201,"All model-included surveys"
"DD26_1","DD26","1","1970s",1971,70,201,"All model-included surveys"
"DD26_2","DD26","2","1990s",1992,69,201,"All model-included surveys"
"DD26_3","DD26","3","2010s",2014,76,201,"All model-included surveys"
"DD27_1","DD27","1","1970s",1971,36,201,"All model-included surveys"
"DD27_2","DD27","2","1990s",1992,55,201,"All model-included surveys"
"DD27_3","DD27","3","2010s",2014,70,201,"All model-included surveys"
"DD28_1","DD28","1","1970s",1971,53,201,"All model-included surveys"
"DD28_2","DD28","2","1990s",1992,72,201,"All model-included surveys"
"DD28_3","DD28","3","2010s",2014,66,201,"All model-included surveys"
"DD29_1","DD29","1","1970s",1971,68,201,"All model-included surveys"
"DD29_2","DD29","2","1990s",1992,65,201,"All model-included surveys"
"DD29_3","DD29","3","2010s",2014,79,201,"All model-included surveys"
"DD30_1","DD30","1","1970s",1971,63,201,"All model-included surveys"
"DD30_2","DD30","2","1990s",1992,68,201,"All model-included surveys"
"DD30_3","DD30","3","2010s",2014,58,201,"All model-included surveys"
"DD31_1","DD31","1","1970s",1971,55,201,"All model-included surveys"
"DD31_2","DD31","2","1990s",1992,81,201,"All model-included surveys"
"DD31_3","DD31","3","2010s",2014,80,201,"All model-included surveys"
"DD32_2","DD32","2","1990s",1992,60,201,"All model-included surveys"
"DD32_3","DD32","3","2010s",2014,53,201,"All model-included surveys"
"DD33_2","DD33","2","1990s",1992,52,201,"All model-included surveys"
"DD33_3","DD33","3","2010s",2014,60,201,"All model-included surveys"
"DD34_2","DD34","2","1990s",1992,54,201,"All model-included surveys"
"DD34_3","DD34","3","2010s",2014,56,201,"All model-included surveys"
"DD35_1","DD35","1","1970s",1971,44,201,"All model-included surveys"
"DD35_2","DD35","2","1990s",1992,61,201,"All model-included surveys"
"DD35_3","DD35","3","2010s",2014,82,201,"All model-included surveys"
"DD36_2","DD36","2","1990s",1992,68,201,"All model-included surveys"
"DD36_3","DD36","3","2010s",2014,80,201,"All model-included surveys"
"DD37_1","DD37","1","1970s",1971,57,201,"All model-included surveys"
"DD37_2","DD37","2","1990s",1992,76,201,"All model-included surveys"
"DD37_3","DD37","3","2010s",2014,79,201,"All model-included surveys"
"DD38_1","DD38","1","1970s",1971,45,201,"All model-included surveys"
"DD38_2","DD38","2","1990s",1992,76,201,"All model-included surveys"
"DD38_3","DD38","3","2010s",2014,77,201,"All model-included surveys"
"DD39_1","DD39","1","1970s",1971,48,201,"All model-included surveys"
"DD39_2","DD39","2","1990s",1992,64,201,"All model-included surveys"
"DD39_3","DD39","3","2010s",2014,69,201,"All model-included surveys"
"DD40_1","DD40","1","1970s",1971,40,201,"All model-included surveys"
"DD40_2","DD40","2","1990s",1992,75,201,"All model-included surveys"
"DD40_3","DD40","3","2010s",2014,68,201,"All model-included surveys"
"DD41_1","DD41","1","1970s",1971,49,201,"All model-included surveys"
"DD41_2","DD41","2","1990s",1992,80,201,"All model-included surveys"
"DD41_3","DD41","3","2010s",2014,76,201,"All model-included surveys"
