"","kvadratkod","survey","prec_year"
"BC81","BC81","BC81_1",660.518773100832
"BC82","BC82","BC82_1",645.781639444663
"BC83","BC83","BC83_1",641.9484368784
"BC84","BC84","BC84_1",663.334404137269
"BC85","BC85","BC85_1",666.548590021301
"BC86","BC86","BC86_1",659.216598936051
"BC91","BC91","BC91_1",628.1167317402
"BC92","BC92","BC92_1",630.449419308734
"BC93","BC93","BC93_1",643.098482913717
"BC94","BC94","BC94_1",641.331317238237
"BC95","BC95","BC95_1",649.359926568807
"BC96","BC96","BC96_1",657.774399323697
"BD00","BD00","BD00_1",678.821053718637
"BD01","BD01","BD01_1",687.168690350246
"BD02","BD02","BD02_1",708.78232113397
"BD03","BD03","BD03_1",679.364445711772
"BD04","BD04","BD04_1",666.313380658738
"BD05","BD05","BD05_1",665.074943897376
"BD06","BD06","BD06_1",669.877709310192
"BD07","BD07","BD07_1",668.998440999745
"BD08","BD08","BD08_1",671.525055720781
"BD09","BD09","BD09_1",689.187013425202
"BD10","BD10","BD10_1",687.587448537486
"BD11","BD11","BD11_1",697.717071067482
"BD12","BD12","BD12_1",697.628574368075
"BD13","BD13","BD13_1",685.073138991547
"BD14","BD14","BD14_1",655.603194867625
"BD16","BD16","BD16_1",703.744866692518
"BD17","BD17","BD17_1",739.792072032448
"BD18","BD18","BD18_1",691.616817582644
"BD19","BD19","BD19_1",682.56547499111
"BD20","BD20","BD20_1",704.598577671965
"BD21","BD21","BD21_1",714.035864484285
"BD22","BD22","BD22_1",696.133726849736
"BD23","BD23","BD23_1",709.458438489298
"BD24","BD24","BD24_1",649.554368893822
"BD26","BD26","BD26_1",690.230811593997
"BD27","BD27","BD27_1",725.903595443074
"BD28","BD28","BD28_1",688.760615963591
"BD29","BD29","BD29_1",679.236041612905
"BD30","BD30","BD30_1",725.823783312961
"BD31","BD31","BD31_1",711.67388601847
"BD32","BD32","BD32_1",691.85605698591
"BD33","BD33","BD33_1",652.1099376345
"BD34","BD34","BD34_1",684.589685279587
"BD35","BD35","BD35_1",694.452722889678
"BD36","BD36","BD36_1",681.134979632989
"BD37","BD37","BD37_1",651.083985600791
"BD38","BD38","BD38_1",639.588782410916
"BD39","BD39","BD39_1",667.883839430909
"BD40","BD40","BD40_1",725.641889121723
"BD41","BD41","BD41_1",691.530152911663
"BD42","BD42","BD42_1",666.858568077395
"BD43","BD43","BD43_1",669.88936913288
"BD44","BD44","BD44_1",683.817170357532
"BD45","BD45","BD45_1",696.038205027155
"BD46","BD46","BD46_1",660.685323867167
"BD47","BD47","BD47_1",662.094499115703
"BD48","BD48","BD48_1",653.426987321863
"BD49","BD49","BD49_1",666.978520806717
"BD50","BD50","BD50_1",712.554185832858
"BD51","BD51","BD51_1",663.645027621526
"BD52","BD52","BD52_1",656.64052652594
"BD53","BD53","BD53_1",670.054278254827
"BD54","BD54","BD54_1",668.361389482429
"BD55","BD55","BD55_1",656.358968512947
"BD56","BD56","BD56_1",663.891780497218
"BD57","BD57","BD57_1",685.525129297563
"BD58","BD58","BD58_1",691.666236207697
"BD59","BD59","BD59_1",654.928915699208
"BD60","BD60","BD60_1",682.206188437968
"BD61","BD61","BD61_1",666.292192520851
"BD62","BD62","BD62_1",667.320971659465
"BD63","BD63","BD63_1",671.854531570264
"BD64","BD64","BD64_1",698.111222464009
"BD65","BD65","BD65_1",657.90206672488
"BD66","BD66","BD66_1",667.722980764207
"BD67","BD67","BD67_1",684.55610558185
"BD68","BD68","BD68_1",680.302943267873
"BD69","BD69","BD69_1",660.7517386303
"BD70","BD70","BD70_1",716.825275309303
"BD71","BD71","BD71_1",692.467250082168
"BD72","BD72","BD72_1",668.56410439583
"BD73","BD73","BD73_1",658.161068493299
"BD74","BD74","BD74_1",666.943071858274
"BD75","BD75","BD75_1",656.339631755715
"BD76","BD76","BD76_1",641.408910513332
"BD77","BD77","BD77_1",651.314787561262
"BD78","BD78","BD78_1",642.200849121409
"BD79","BD79","BD79_1",656.071084912987
"BD80","BD80","BD80_1",670.530014325537
"BD81","BD81","BD81_1",631.435631496131
"BD82","BD82","BD82_1",648.902836299161
"BD83","BD83","BD83_1",646.569288984132
"BD84","BD84","BD84_1",673.411368419323
"BD85","BD85","BD85_1",652.117287238391
"BD86","BD86","BD86_1",636.761719610315
"BD87","BD87","BD87_1",652.933856458435
"BD88","BD88","BD88_1",621.62281161825
"BD89","BD89","BD89_1",622.330049888012
"BD90","BD90","BD90_1",619.936342671111
"BD91","BD91","BD91_1",618.737418181431
"BD92","BD92","BD92_1",625.099370207674
"BD93","BD93","BD93_1",634.747980153816
"BD94","BD94","BD94_1",658.014673155305
"BD95","BD95","BD95_1",630.161525088388
"BD96","BD96","BD96_1",639.593613160014
"BD97","BD97","BD97_1",642.915627796723
"BD98","BD98","BD98_1",618.265962389239
"BD99","BD99","BD99_1",637.276398674618
"BE02","BE02","BE02_1",650.227704326238
"BE03","BE03","BE03_1",657.555372867122
"BE04","BE04","BE04_1",655.467469563689
"BE05","BE05","BE05_1",663.321764011222
"BE06","BE06","BE06_1",671.505736134551
"BE07","BE07","BE07_1",670.476918113925
"BE08","BE08","BE08_1",666.669798327032
"BE09","BE09","BE09_1",679.132658196694
"BE10","BE10","BE10_1",653.393253016417
"BE11","BE11","BE11_1",656.443792203247
"BE12","BE12","BE12_1",665.822900812631
"BE13","BE13","BE13_1",673.038441390554
"BE14","BE14","BE14_1",680.181471437526
"BE15","BE15","BE15_1",683.293818210325
"BE16","BE16","BE16_1",692.997382492241
"BE17","BE17","BE17_1",682.706122520124
"BE18","BE18","BE18_1",681.046362648935
"BE19","BE19","BE19_1",693.789370951608
"BE20","BE20","BE20_1",676.677390961774
"BE21","BE21","BE21_1",696.784581368271
"BE22","BE22","BE22_1",715.541447684169
"BE23","BE23","BE23_1",705.371757888502
"BE24","BE24","BE24_1",708.404550820313
"BE25","BE25","BE25_1",716.356590208456
"BE26","BE26","BE26_1",717.247534648598
"BE27","BE27","BE27_1",711.411986609829
"BE28","BE28","BE28_1",697.394567186277
"BE29","BE29","BE29_1",695.349908473139
"BE30","BE30","BE30_1",690.909509135332
"BE31","BE31","BE31_1",710.929926353241
"BE32","BE32","BE32_1",728.611295622678
"BE33","BE33","BE33_1",715.113952525124
"BE34","BE34","BE34_1",704.286461318762
"BE35","BE35","BE35_1",689.576712413451
"BE36","BE36","BE36_1",719.921030838696
"BE37","BE37","BE37_1",709.104890068524
"BE38","BE38","BE38_1",708.544983244623
"BE39","BE39","BE39_1",699.446882320666
"BE40","BE40","BE40_1",704.378478472001
"BE41","BE41","BE41_1",711.100536178084
"BE42","BE42","BE42_1",700.032561025034
"BE43","BE43","BE43_1",707.980168371768
"BE44","BE44","BE44_1",722.493424823245
"BE45","BE45","BE45_1",726.430626666189
"BE46","BE46","BE46_1",718.359034424731
"BE47","BE47","BE47_1",715.009902147141
"BE48","BE48","BE48_1",699.184934345638
"BE49","BE49","BE49_1",702.6106987461
"BE50","BE50","BE50_1",717.115314626431
"BE51","BE51","BE51_1",717.254359400298
"BE52","BE52","BE52_1",695.475036502626
"BE53","BE53","BE53_1",682.387846933434
"BE54","BE54","BE54_1",701.621994347326
"BE55","BE55","BE55_1",740.734986794945
"BE56","BE56","BE56_1",727.589888309043
"BE57","BE57","BE57_1",693.566766961227
"BE58","BE58","BE58_1",693.993238465465
"BE59","BE59","BE59_1",714.138335285477
"BE60","BE60","BE60_1",710.337599615382
"BE61","BE61","BE61_1",699.926734204388
"BE62","BE62","BE62_1",705.511372844994
"BE63","BE63","BE63_1",700.407968173065
"BE64","BE64","BE64_1",702.351964037504
"BE65","BE65","BE65_1",682.05391420543
"BE66","BE66","BE66_1",687.804793041756
"BE67","BE67","BE67_1",708.298269409523
"BE68","BE68","BE68_1",684.505833972056
"BE69","BE69","BE69_1",703.79010017662
"BE70","BE70","BE70_1",718.849324332327
"BE71","BE71","BE71_1",724.688521949398
"BE72","BE72","BE72_1",734.374169357739
"BE73","BE73","BE73_1",723.348829160406
"BE74","BE74","BE74_1",726.822899055216
"BE75","BE75","BE75_1",702.153116666079
"BE76","BE76","BE76_1",687.666077797721
"BE77","BE77","BE77_1",678.1290399778
"BE78","BE78","BE78_1",674.54203101634
"BE79","BE79","BE79_1",687.672269676345
"BE80","BE80","BE80_1",707.260530900297
"BE81","BE81","BE81_1",722.814058455144
"BE82","BE82","BE82_1",725.325996888194
"BE83","BE83","BE83_1",694.504461759849
"BE84","BE84","BE84_1",688.565152110771
"BE85","BE85","BE85_1",681.355174289432
"BE86","BE86","BE86_1",669.01186115674
"BE87","BE87","BE87_1",668.535997782367
"BE88","BE88","BE88_1",672.580113158253
"BE89","BE89","BE89_1",690.604109150911
"BE90","BE90","BE90_1",702.916786349247
"BE91","BE91","BE91_1",692.081047763415
"BE92","BE92","BE92_1",692.007734923507
"BE93","BE93","BE93_1",682.162960379468
"BE94","BE94","BE94_1",672.285996537221
"BE95","BE95","BE95_1",669.225443989067
"BE96","BE96","BE96_1",670.727181229671
"BE97","BE97","BE97_1",673.421644501882
"BE98","BE98","BE98_1",663.459778388596
"BE99","BE99","BE99_1",654.55162906015
"BF00","BF00","BF00_1",614.847693068392
"BF01","BF01","BF01_1",613.754781964214
"BF02","BF02","BF02_1",621.030620077463
"BF03","BF03","BF03_1",640.204185283294
"BF04","BF04","BF04_1",617.023518029788
"BF05","BF05","BF05_1",644.949094401109
"BF06","BF06","BF06_1",627.789325014894
"BF07","BF07","BF07_1",631.200916183554
"BF08","BF08","BF08_1",636.973039310416
"BF10","BF10","BF10_1",631.321713084553
"BF11","BF11","BF11_1",645.279662881376
"BF12","BF12","BF12_1",630.481373660258
"BF13","BF13","BF13_1",630.167547512199
"BF14","BF14","BF14_1",650.980911210297
"BF15","BF15","BF15_1",649.088786025767
"BF16","BF16","BF16_1",642.747619205276
"BF17","BF17","BF17_1",649.876587178319
"BF18","BF18","BF18_1",647.427917083428
"BF20","BF20","BF20_1",650.054434282413
"BF21","BF21","BF21_1",644.17148569279
"BF22","BF22","BF22_1",632.383498545076
"BF23","BF23","BF23_1",652.890131451339
"BF24","BF24","BF24_1",668.426805897856
"BF25","BF25","BF25_1",670.165325008716
"BF26","BF26","BF26_1",664.868596921803
"BF27","BF27","BF27_1",667.338475732956
"BF28","BF28","BF28_1",667.02129561404
"BF29","BF29","BF29_1",659.541005515904
"BF30","BF30","BF30_1",665.433448267504
"BF31","BF31","BF31_1",648.403007391467
"BF32","BF32","BF32_1",664.51485608948
"BF33","BF33","BF33_1",670.833754741521
"BF34","BF34","BF34_1",682.258983234621
"BF35","BF35","BF35_1",684.076917651407
"BF36","BF36","BF36_1",687.539616862511
"BF37","BF37","BF37_1",694.297364242752
"BF38","BF38","BF38_1",684.097328937894
"BF39","BF39","BF39_1",670.429968022067
"BF40","BF40","BF40_1",666.952548350386
"BF41","BF41","BF41_1",662.687679310568
"BF42","BF42","BF42_1",673.661804425985
"BF43","BF43","BF43_1",651.576781661579
"BF44","BF44","BF44_1",662.318561100217
"BF45","BF45","BF45_1",678.727073925718
"BF46","BF46","BF46_1",698.868036040349
"BF47","BF47","BF47_1",689.584004213079
"BF48","BF48","BF48_1",675.106886842668
"BF49","BF49","BF49_1",682.501682993926
"BF50","BF50","BF50_1",657.774313178844
"BF51","BF51","BF51_1",675.721299551955
"BF52","BF52","BF52_1",671.139825341796
"BF53","BF53","BF53_1",675.810854143072
"BF54","BF54","BF54_1",687.088052815165
"BF55","BF55","BF55_1",691.32899639644
"BF56","BF56","BF56_1",681.99566005374
"BF57","BF57","BF57_1",697.77638344622
"BF58","BF58","BF58_1",681.606473296411
"BF59","BF59","BF59_1",693.319769597542
"BF60","BF60","BF60_1",669.945713478401
"BF61","BF61","BF61_1",674.447808744144
"BF62","BF62","BF62_1",690.630532715813
"BF63","BF63","BF63_1",689.19556015845
"BF64","BF64","BF64_1",692.320432584012
"BF65","BF65","BF65_1",691.412837295183
"BF66","BF66","BF66_1",691.662702205217
"BF67","BF67","BF67_1",682.493272893763
"BF68","BF68","BF68_1",685.654064569258
"BF69","BF69","BF69_1",704.273667433974
"BF70","BF70","BF70_1",697.654130660434
"BF71","BF71","BF71_1",690.802200193746
"BF72","BF72","BF72_1",695.44347512562
"BF73","BF73","BF73_1",701.203659919308
"BF74","BF74","BF74_1",698.282250948533
"BF75","BF75","BF75_1",699.705930181913
"BF76","BF76","BF76_1",695.361951291121
"BF77","BF77","BF77_1",693.451579456604
"BF78","BF78","BF78_1",709.572226748219
"BF79","BF79","BF79_1",701.973740245552
"BF80","BF80","BF80_1",697.878531189171
"BF81","BF81","BF81_1",717.781899699239
"BF82","BF82","BF82_1",715.316159072696
"BF83","BF83","BF83_1",707.764965671478
"BF84","BF84","BF84_1",705.833052170426
"BF85","BF85","BF85_1",711.656877395631
"BF86","BF86","BF86_1",709.625325663534
"BF87","BF87","BF87_1",709.795553990436
"BF88","BF88","BF88_1",721.939875448361
"BF89","BF89","BF89_1",705.782402972279
"BF90","BF90","BF90_1",711.427257491015
"BF91","BF91","BF91_1",723.39871847639
"BF92","BF92","BF92_1",709.506641524629
"BF93","BF93","BF93_1",713.221002994805
"BF94","BF94","BF94_1",729.237958844154
"BF95","BF95","BF95_1",711.732181754815
"BF96","BF96","BF96_1",711.163284841973
"BF97","BF97","BF97_1",707.602977148749
"BF98","BF98","BF98_1",703.720068303975
"BF99","BF99","BF99_1",692.696063020424
"BG09","BG09","BG09_1",615.561685868698
"BG19","BG19","BG19_1",618.816807982417
"BG26","BG26","BG26_1",632.545278710916
"BG27","BG27","BG27_1",635.174535246318
"BG28","BG28","BG28_1",628.157277329333
"BG29","BG29","BG29_1",633.23988246074
"BG30","BG30","BG30_1",606.775047494319
"BG31","BG31","BG31_1",611.656190445425
"BG32","BG32","BG32_1",611.764431084012
"BG33","BG33","BG33_1",612.732288213283
"BG36","BG36","BG36_1",627.476086708217
"BG37","BG37","BG37_1",619.697865577647
"BG38","BG38","BG38_1",620.095724179912
"BG39","BG39","BG39_1",658.038456693238
"BG40","BG40","BG40_1",612.923848228924
"BG41","BG41","BG41_1",617.84254152585
"BG42","BG42","BG42_1",616.336092107739
"BG43","BG43","BG43_1",617.506288071767
"BG45","BG45","BG45_1",626.555717461906
"BG48","BG48","BG48_1",644.375457991985
"BG49","BG49","BG49_1",653.506351073504
"BG50","BG50","BG50_1",639.753500463373
"BG51","BG51","BG51_1",629.273765988982
"BG52","BG52","BG52_1",630.939898186268
"BG53","BG53","BG53_1",633.602326694766
"BG54","BG54","BG54_1",636.603446581073
"BG55","BG55","BG55_1",641.625640834119
"BG56","BG56","BG56_1",643.761750393683
"BG57","BG57","BG57_1",648.071363282334
"BG58","BG58","BG58_1",657.3510215404
"BG59","BG59","BG59_1",653.738642315861
"BG60","BG60","BG60_1",630.822325667983
"BG61","BG61","BG61_1",634.971022347692
"BG62","BG62","BG62_1",647.08910258171
"BG63","BG63","BG63_1",648.552975391298
"BG64","BG64","BG64_1",655.971523426696
"BG65","BG65","BG65_1",657.186695246983
"BG66","BG66","BG66_1",650.522261756461
"BG67","BG67","BG67_1",662.085937966784
"BG68","BG68","BG68_1",679.709685109065
"BG69","BG69","BG69_1",674.772952591926
"BG70","BG70","BG70_1",645.730770399226
"BG71","BG71","BG71_1",653.456602797878
"BG72","BG72","BG72_1",675.686794971236
"BG73","BG73","BG73_1",666.218898649549
"BG74","BG74","BG74_1",674.958064793299
"BG75","BG75","BG75_1",668.474982459334
"BG76","BG76","BG76_1",659.770339812814
"BG77","BG77","BG77_1",674.909667599365
"BG78","BG78","BG78_1",684.096355568014
"BG79","BG79","BG79_1",688.994997409979
"BG80","BG80","BG80_1",669.17970640323
"BG81","BG81","BG81_1",698.74447081443
"BG82","BG82","BG82_1",682.013894407649
"BG83","BG83","BG83_1",679.864119448957
"BG84","BG84","BG84_1",696.430695008424
"BG85","BG85","BG85_1",661.18324414227
"BG86","BG86","BG86_1",680.684158046094
"BG87","BG87","BG87_1",692.012203272121
"BG88","BG88","BG88_1",697.839032997483
"BG89","BG89","BG89_1",716.222336780479
"BG90","BG90","BG90_1",671.762501675722
"BG91","BG91","BG91_1",669.240212193434
"BG92","BG92","BG92_1",691.0899983075
"BG93","BG93","BG93_1",694.975439187014
"BG94","BG94","BG94_1",673.10606423143
"BG95","BG95","BG95_1",673.564312102945
"BG96","BG96","BG96_1",710.536640382536
"BG97","BG97","BG97_1",708.775888609073
"BG98","BG98","BG98_1",697.621495655176
"BG99","BG99","BG99_1",723.322116097826
"BH49","BH49","BH49_1",609.108402252197
"BH57","BH57","BH57_1",624.499323241516
"BH58","BH58","BH58_1",638.662139886472
"BH59","BH59","BH59_1",644.763128319943
"BH66","BH66","BH66_1",630.587330090966
"BH67","BH67","BH67_1",631.77852157201
"BH68","BH68","BH68_1",639.920754784743
"BH69","BH69","BH69_1",633.876509425336
"BH76","BH76","BH76_1",639.101845396938
"BH77","BH77","BH77_1",647.385958825069
"BH78","BH78","BH78_1",662.978589965251
"BH79","BH79","BH79_1",652.937462115488
"BH86","BH86","BH86_1",650.641023283157
"BH87","BH87","BH87_1",652.180094346375
"BH88","BH88","BH88_1",661.804110460334
"BH89","BH89","BH89_1",660.568313002793
"BH96","BH96","BH96_1",657.936086837087
"BH97","BH97","BH97_1",669.704094877186
"BH98","BH98","BH98_1",670.579825305791
"BH99","BH99","BH99_1",672.292092040518
"CB70","CB70","CB70_1",604.991754131579
"CB80","CB80","CB80_1",584.640061900955
"CB81","CB81","CB81_1",584.976380636727
"CB82","CB82","CB82_1",594.747660966224
"CB90","CB90","CB90_1",571.22571680973
"CB91","CB91","CB91_1",587.250857946251
"CB92","CB92","CB92_1",593.778644693578
"CB93","CB93","CB93_1",610.455073754772
"CB94","CB94","CB94_1",589.669031161613
"CC01","CC01","CC01_1",626.358930228996
"CC03","CC03","CC03_1",628.866350916745
"CC04","CC04","CC04_1",631.108791304851
"CC05","CC05","CC05_1",627.064460327408
"CC06","CC06","CC06_1",649.470519163814
"CC10","CC10","CC10_1",606.763704808701
"CC11","CC11","CC11_1",611.002530649589
"CC14","CC14","CC14_1",617.683154652287
"CC15","CC15","CC15_1",624.710519385478
"CC16","CC16","CC16_1",628.8108403189
"CC20","CC20","CC20_1",606.422061830818
"CC21","CC21","CC21_1",630.945218449034
"CC22","CC22","CC22_1",606.086130134632
"CC23","CC23","CC23_1",607.581551723416
"CC24","CC24","CC24_1",614.100138151758
"CC25","CC25","CC25_1",615.081909753799
"CC26","CC26","CC26_1",614.395580306661
"CC30","CC30","CC30_1",598.986984567078
"CC31","CC31","CC31_1",601.172196206834
"CC32","CC32","CC32_1",614.299285791456
"CC33","CC33","CC33_1",600.304841866551
"CC34","CC34","CC34_1",625.149601207588
"CC35","CC35","CC35_1",636.207686219694
"CC36","CC36","CC36_1",630.870567552423
"CC40","CC40","CC40_1",600.230286392539
"CC41","CC41","CC41_1",598.311718110921
"CC42","CC42","CC42_1",578.317899286222
"CC43","CC43","CC43_1",578.968895550997
"CC44","CC44","CC44_1",602.062950117249
"CC45","CC45","CC45_1",625.451156662547
"CC46","CC46","CC46_1",602.281500301231
"CC47","CC47","CC47_1",572.780608549667
"CC50","CC50","CC50_1",599.079977588604
"CC51","CC51","CC51_1",599.138479340101
"CC52","CC52","CC52_1",594.436348061259
"CC53","CC53","CC53_1",592.22957362025
"CC54","CC54","CC54_1",590.567130810684
"CC55","CC55","CC55_1",590.230761931607
"CC56","CC56","CC56_1",581.76622308726
"CC57","CC57","CC57_1",590.28659839325
"CC60","CC60","CC60_1",561.097059938902
"CC61","CC61","CC61_1",568.622898084969
"CC62","CC62","CC62_1",563.362305192282
"CC63","CC63","CC63_1",572.474778146425
"CC64","CC64","CC64_1",576.510344563708
"CC65","CC65","CC65_1",573.238818557329
"CC66","CC66","CC66_1",572.955164086651
"CC67","CC67","CC67_1",598.290570582624
"CC68","CC68","CC68_1",597.489682808827
"CC70","CC70","CC70_1",577.735217324137
"CC71","CC71","CC71_1",582.61558739383
"CC72","CC72","CC72_1",577.222723084968
"CC73","CC73","CC73_1",556.080339252167
"CC74","CC74","CC74_1",573.500967305161
"CC75","CC75","CC75_1",575.527422329649
"CC76","CC76","CC76_1",581.360552454784
"CC77","CC77","CC77_1",584.984622620837
"CC78","CC78","CC78_1",589.494226847899
"CC79","CC79","CC79_1",600.14718429946
"CC80","CC80","CC80_1",575.79785322163
"CC81","CC81","CC81_1",590.768573559647
"CC82","CC82","CC82_1",593.189016517632
"CC83","CC83","CC83_1",566.508560085259
"CC84","CC84","CC84_1",571.035572935983
"CC85","CC85","CC85_1",575.684722728937
"CC86","CC86","CC86_1",575.057846070647
"CC87","CC87","CC87_1",574.580138143248
"CC88","CC88","CC88_1",571.209316183972
"CC89","CC89","CC89_1",590.485123453015
"CC90","CC90","CC90_1",566.458805830521
"CC91","CC91","CC91_1",559.494746593622
"CC92","CC92","CC92_1",545.197068257377
"CC93","CC93","CC93_1",554.402037027182
"CC94","CC94","CC94_1",548.391506892563
"CC95","CC95","CC95_1",560.140212731743
"CC96","CC96","CC96_1",573.904594371508
"CC97","CC97","CC97_1",575.580127536231
"CC98","CC98","CC98_1",573.39644645087
"CC99","CC99","CC99_1",569.759889561195
"CD00","CD00","CD00_1",645.517601481508
"CD01","CD01","CD01_1",655.047828831669
"CD02","CD02","CD02_1",631.538109842858
"CD03","CD03","CD03_1",612.035386364383
"CD04","CD04","CD04_1",600.248051884242
"CD05","CD05","CD05_1",610.529212288354
"CD06","CD06","CD06_1",638.49651855252
"CD07","CD07","CD07_1",604.357462535335
"CD08","CD08","CD08_1",620.348447015696
"CD09","CD09","CD09_1",622.803738421734
"CD10","CD10","CD10_1",637.675697980236
"CD11","CD11","CD11_1",617.763917593507
"CD12","CD12","CD12_1",613.530754348515
"CD13","CD13","CD13_1",609.723666771253
"CD14","CD14","CD14_1",606.19741533627
"CD15","CD15","CD15_1",588.992636680037
"CD16","CD16","CD16_1",598.726815514146
"CD17","CD17","CD17_1",597.609686890052
"CD18","CD18","CD18_1",595.857166445176
"CD20","CD20","CD20_1",610.265873683501
"CD21","CD21","CD21_1",602.23951310155
"CD22","CD22","CD22_1",579.671026701776
"CD23","CD23","CD23_1",598.969483667784
"CD24","CD24","CD24_1",616.067523871575
"CD25","CD25","CD25_1",585.970413335779
"CD26","CD26","CD26_1",601.26267497962
"CD27","CD27","CD27_1",580.627543246473
"CD28","CD28","CD28_1",602.66094983827
"CD29","CD29","CD29_1",616.863856777384
"CD30","CD30","CD30_1",593.13235470894
"CD31","CD31","CD31_1",578.502729554488
"CD32","CD32","CD32_1",596.347662324424
"CD33","CD33","CD33_1",579.11436227537
"CD34","CD34","CD34_1",577.731110582276
"CD35","CD35","CD35_1",572.35963836971
"CD36","CD36","CD36_1",584.867303929518
"CD37","CD37","CD37_1",609.485509262525
"CD38","CD38","CD38_1",615.385136873473
"CD39","CD39","CD39_1",595.342984666758
"CD40","CD40","CD40_1",554.466417931977
"CD41","CD41","CD41_1",595.86170170766
"CD42","CD42","CD42_1",595.338541910952
"CD43","CD43","CD43_1",561.811518300391
"CD44","CD44","CD44_1",604.422392305237
"CD45","CD45","CD45_1",607.312066141876
"CD46","CD46","CD46_1",598.151248668049
"CD47","CD47","CD47_1",595.516339648883
"CD48","CD48","CD48_1",584.138509371645
"CD49","CD49","CD49_1",586.451997546633
"CD50","CD50","CD50_1",570.907774317657
"CD51","CD51","CD51_1",585.533849267082
"CD52","CD52","CD52_1",583.873844626049
"CD53","CD53","CD53_1",570.36136723922
"CD54","CD54","CD54_1",579.075004991666
"CD55","CD55","CD55_1",578.467868218705
"CD56","CD56","CD56_1",571.89932889519
"CD57","CD57","CD57_1",581.883781177055
"CD58","CD58","CD58_1",579.532437796872
"CD59","CD59","CD59_1",598.920670981881
"CD60","CD60","CD60_1",579.135039301444
"CD61","CD61","CD61_1",587.394830509594
"CD62","CD62","CD62_1",567.465003085438
"CD63","CD63","CD63_1",550.824475853975
"CD64","CD64","CD64_1",578.650539595736
"CD65","CD65","CD65_1",577.659568227391
"CD66","CD66","CD66_1",567.673045833699
"CD67","CD67","CD67_1",569.500652030614
"CD68","CD68","CD68_1",572.89961344828
"CD69","CD69","CD69_1",575.220228951418
"CD70","CD70","CD70_1",570.645407349534
"CD71","CD71","CD71_1",550.292943453889
"CD72","CD72","CD72_1",562.221695991873
"CD73","CD73","CD73_1",552.86167201843
"CD74","CD74","CD74_1",559.642677058336
"CD75","CD75","CD75_1",572.724787065634
"CD76","CD76","CD76_1",557.905228824918
"CD77","CD77","CD77_1",578.986978632809
"CD78","CD78","CD78_1",569.533795699945
"CD79","CD79","CD79_1",571.624422929844
"CD80","CD80","CD80_1",582.509744726342
