"","kvadratkod","survey","tmean_year"
"BC55","BC55","BC55_1",8.46103304122585
"BC56","BC56","BC56_1",8.48049999146735
"BC60","BC60","BC60_1",8.3823604776541
"BC61","BC61","BC61_1",8.55170177320764
"BC62","BC62","BC62_1",8.49681980502993
"BC63","BC63","BC63_1",8.45896712965155
"BC64","BC64","BC64_1",8.5194753470255
"BC65","BC65","BC65_1",8.49338774984288
"BC70","BC70","BC70_1",8.45098009909274
"BC71","BC71","BC71_1",8.49516495249036
"BC72","BC72","BC72_1",8.51627496719061
"BC73","BC73","BC73_1",8.49715473337998
"BC74","BC74","BC74_1",8.52145321760719
"BC75","BC75","BC75_1",8.53550602217156
"BC80","BC80","BC80_1",8.52482449349009
"BC81","BC81","BC81_1",8.45668226346588
"BC82","BC82","BC82_1",8.51573622769558
"BC83","BC83","BC83_1",8.54347288693809
"BC84","BC84","BC84_1",8.50058092371773
"BC85","BC85","BC85_1",8.4912961948185
"BC86","BC86","BC86_1",8.52964706313426
"BC91","BC91","BC91_1",8.52910887195001
"BC92","BC92","BC92_1",8.53494186141033
"BC93","BC93","BC93_1",8.53034565360757
"BC94","BC94","BC94_1",8.51893532843579
"BC95","BC95","BC95_1",8.490650232197
"BC96","BC96","BC96_1",8.49559220434284
"BD00","BD00","BD00_1",8.58957636697426
"BD01","BD01","BD01_1",8.55398409439609
"BD02","BD02","BD02_1",8.43443468672534
"BD03","BD03","BD03_1",8.45673789626507
"BD04","BD04","BD04_1",8.56713890407124
"BD05","BD05","BD05_1",8.62458055612356
"BD06","BD06","BD06_1",8.62420259849407
"BD07","BD07","BD07_1",8.62388562734902
"BD08","BD08","BD08_1",8.62478368966288
"BD09","BD09","BD09_1",8.60245271587688
"BD10","BD10","BD10_1",8.53579156920474
"BD11","BD11","BD11_1",8.48287396296303
"BD12","BD12","BD12_1",8.3967811980809
"BD13","BD13","BD13_1",8.39363785483941
"BD14","BD14","BD14_1",8.54329311933975
"BD16","BD16","BD16_1",8.54436328247971
"BD17","BD17","BD17_1",8.39280487422555
"BD18","BD18","BD18_1",8.52246051283821
"BD19","BD19","BD19_1",8.56839582739358
"BD20","BD20","BD20_1",8.44961736574771
"BD21","BD21","BD21_1",8.40101294408545
"BD22","BD22","BD22_1",8.36869401477301
"BD23","BD23","BD23_1",8.26531692923909
"BD24","BD24","BD24_1",8.4650808098567
"BD26","BD26","BD26_1",8.52672749233228
"BD27","BD27","BD27_1",8.29395309252728
"BD28","BD28","BD28_1",8.3804183053525
"BD29","BD29","BD29_1",8.5033688421276
"BD30","BD30","BD30_1",8.36161712936899
"BD31","BD31","BD31_1",8.31716548680607
"BD32","BD32","BD32_1",8.34105210282334
"BD33","BD33","BD33_1",8.41937767549766
"BD34","BD34","BD34_1",8.50952330281461
"BD35","BD35","BD35_1",8.50910580081429
"BD36","BD36","BD36_1",8.50543880673448
"BD37","BD37","BD37_1",8.47136628521068
"BD38","BD38","BD38_1",8.48426180804559
"BD39","BD39","BD39_1",8.4855593772323
"BD40","BD40","BD40_1",8.26836005286193
"BD41","BD41","BD41_1",8.32061313198501
"BD42","BD42","BD42_1",8.41583915943392
"BD43","BD43","BD43_1",8.47342909443806
"BD44","BD44","BD44_1",8.50501422420247
"BD45","BD45","BD45_1",8.43710233268934
"BD46","BD46","BD46_1",8.5211432711781
"BD47","BD47","BD47_1",8.53012465024996
"BD48","BD48","BD48_1",8.55272023722249
"BD49","BD49","BD49_1",8.52003898808004
"BD50","BD50","BD50_1",8.2582832892019
"BD51","BD51","BD51_1",8.38212622929146
"BD52","BD52","BD52_1",8.48912711547423
"BD53","BD53","BD53_1",8.49725263007705
"BD54","BD54","BD54_1",8.51678894916355
"BD55","BD55","BD55_1",8.51784447682641
"BD56","BD56","BD56_1",8.51657944078768
"BD57","BD57","BD57_1",8.46355356772444
"BD58","BD58","BD58_1",8.42749576420828
"BD59","BD59","BD59_1",8.54136886680565
"BD60","BD60","BD60_1",8.27569218450369
"BD61","BD61","BD61_1",8.36205118258444
"BD62","BD62","BD62_1",8.47042167449677
"BD63","BD63","BD63_1",8.47527673741589
"BD64","BD64","BD64_1",8.40442340531705
"BD65","BD65","BD65_1",8.4961873575373
"BD66","BD66","BD66_1",8.47761544185187
"BD67","BD67","BD67_1",8.40378267182789
"BD68","BD68","BD68_1",8.3185182728694
"BD69","BD69","BD69_1",8.47505774046668
"BD70","BD70","BD70_1",8.16181343588336
"BD71","BD71","BD71_1",8.23110312434178
"BD72","BD72","BD72_1",8.40920677875129
"BD73","BD73","BD73_1",8.43995944720506
"BD74","BD74","BD74_1",8.36443441055379
"BD75","BD75","BD75_1",8.42219910981384
"BD76","BD76","BD76_1",8.49127942856697
"BD77","BD77","BD77_1",8.4291054383484
"BD78","BD78","BD78_1",8.3880068450664
"BD79","BD79","BD79_1",8.43183917168376
"BD80","BD80","BD80_1",8.15456097232553
"BD81","BD81","BD81_1",8.26906241985246
"BD82","BD82","BD82_1",8.3681953140815
"BD83","BD83","BD83_1",8.39849028223808
"BD84","BD84","BD84_1",8.30788620054203
"BD85","BD85","BD85_1",8.33640416561239
"BD86","BD86","BD86_1",8.43452874278515
"BD87","BD87","BD87_1",8.41008373657897
"BD88","BD88","BD88_1",8.47641035118206
"BD89","BD89","BD89_1",8.5014666295067
"BD90","BD90","BD90_1",8.26652159109304
"BD91","BD91","BD91_1",8.33438590832125
"BD92","BD92","BD92_1",8.37069411475714
"BD93","BD93","BD93_1",8.36117001837132
"BD94","BD94","BD94_1",8.25630716063047
"BD95","BD95","BD95_1",8.27539290293759
"BD96","BD96","BD96_1",8.34151096345635
"BD97","BD97","BD97_1",8.33250266277433
"BD98","BD98","BD98_1",8.45671528782634
"BD99","BD99","BD99_1",8.47537790662885
"BE02","BE02","BE02_1",8.65725370674375
"BE03","BE03","BE03_1",8.63270953256819
"BE04","BE04","BE04_1",8.62910219189073
"BE05","BE05","BE05_1",8.61675842245701
"BE06","BE06","BE06_1",8.59539667671261
"BE07","BE07","BE07_1",8.58522451459826
"BE08","BE08","BE08_1",8.59680171146542
"BE09","BE09","BE09_1",8.59544982713817
"BE10","BE10","BE10_1",8.65126344850456
"BE11","BE11","BE11_1",8.6350812904655
"BE12","BE12","BE12_1",8.60556574006895
"BE13","BE13","BE13_1",8.55437410289179
"BE14","BE14","BE14_1",8.54263716845968
"BE15","BE15","BE15_1",8.53792522203308
"BE16","BE16","BE16_1",8.50076219430665
"BE17","BE17","BE17_1",8.51127824217351
"BE18","BE18","BE18_1",8.55671818478057
"BE19","BE19","BE19_1",8.53108103243142
"BE20","BE20","BE20_1",8.59265034606387
"BE21","BE21","BE21_1",8.52010127861706
"BE22","BE22","BE22_1",8.4348892415539
"BE23","BE23","BE23_1",8.40677161624896
"BE24","BE24","BE24_1",8.39999401823593
"BE25","BE25","BE25_1",8.36988091133146
"BE26","BE26","BE26_1",8.36557851432662
"BE27","BE27","BE27_1",8.37988854059037
"BE28","BE28","BE28_1",8.463364706118
"BE29","BE29","BE29_1",8.48582457529313
"BE30","BE30","BE30_1",8.52151357447056
"BE31","BE31","BE31_1",8.36150098094494
"BE32","BE32","BE32_1",8.21516029763979
"BE33","BE33","BE33_1",8.23320361644701
"BE34","BE34","BE34_1",8.29736909940796
"BE35","BE35","BE35_1",8.30774926811506
"BE36","BE36","BE36_1",8.25172322477546
"BE37","BE37","BE37_1",8.2799865269432
"BE38","BE38","BE38_1",8.35700136978894
"BE39","BE39","BE39_1",8.43642341204158
"BE40","BE40","BE40_1",8.47614067231108
"BE41","BE41","BE41_1",8.35874303709335
"BE42","BE42","BE42_1",8.26144482047963
"BE43","BE43","BE43_1",8.18697074887922
"BE44","BE44","BE44_1",8.19829161079244
"BE45","BE45","BE45_1",8.1803131987649
"BE46","BE46","BE46_1",8.18887142390805
"BE47","BE47","BE47_1",8.21443261853995
"BE48","BE48","BE48_1",8.32395886758511
"BE49","BE49","BE49_1",8.38434640522789
"BE50","BE50","BE50_1",8.41086877695975
"BE51","BE51","BE51_1",8.30718792252713
"BE52","BE52","BE52_1",8.28094285238317
"BE53","BE53","BE53_1",8.26188875133817
"BE54","BE54","BE54_1",8.20580461293153
"BE55","BE55","BE55_1",8.08062720905741
"BE56","BE56","BE56_1",8.07882610111547
"BE57","BE57","BE57_1",8.18808015836228
"BE58","BE58","BE58_1",8.28903205794602
"BE59","BE59","BE59_1",8.31402110858115
"BE60","BE60","BE60_1",8.38524385677885
"BE61","BE61","BE61_1",8.32628217916451
"BE62","BE62","BE62_1",8.27712209154569
"BE63","BE63","BE63_1",8.25646994916669
"BE64","BE64","BE64_1",8.20244255213217
"BE65","BE65","BE65_1",8.14586583804934
"BE66","BE66","BE66_1",8.13001839563545
"BE67","BE67","BE67_1",8.16016729593241
"BE68","BE68","BE68_1",8.26710659526256
"BE69","BE69","BE69_1",8.26858397438526
"BE70","BE70","BE70_1",8.3124562144298
"BE71","BE71","BE71_1",8.24590446866814
"BE72","BE72","BE72_1",8.14449942302453
"BE73","BE73","BE73_1",8.16504378549769
"BE74","BE74","BE74_1",8.1350494487585
"BE75","BE75","BE75_1",8.14710437889842
"BE76","BE76","BE76_1",8.1638827972668
"BE77","BE77","BE77_1",8.19029802985264
"BE78","BE78","BE78_1",8.27084439308478
"BE79","BE79","BE79_1",8.26124750382954
"BE80","BE80","BE80_1",8.28158225533202
"BE81","BE81","BE81_1",8.16711473535656
"BE82","BE82","BE82_1",8.08084854474553
"BE83","BE83","BE83_1",8.10988133300922
"BE84","BE84","BE84_1",8.099696478678
"BE85","BE85","BE85_1",8.13589756203977
"BE86","BE86","BE86_1",8.18728329457495
"BE87","BE87","BE87_1",8.20920927619747
"BE88","BE88","BE88_1",8.2399426913099
"BE89","BE89","BE89_1",8.19969071327696
"BE90","BE90","BE90_1",8.23146188774862
"BE91","BE91","BE91_1",8.18619333766594
"BE92","BE92","BE92_1",8.07861132256867
"BE93","BE93","BE93_1",8.09995966203548
"BE94","BE94","BE94_1",8.11266863036977
"BE95","BE95","BE95_1",8.12442883438197
"BE96","BE96","BE96_1",8.16033416185817
"BE97","BE97","BE97_1",8.16549676122901
"BE98","BE98","BE98_1",8.18926106040817
"BE99","BE99","BE99_1",8.19113427843955
"BF00","BF00","BF00_1",8.84399980509246
"BF01","BF01","BF01_1",8.81195736773593
"BF02","BF02","BF02_1",8.77802373480806
"BF03","BF03","BF03_1",8.7044849066499
"BF04","BF04","BF04_1",8.76939858040569
"BF05","BF05","BF05_1",8.68942670810584
"BF06","BF06","BF06_1",8.71697571233825
"BF07","BF07","BF07_1",8.72632327842555
"BF08","BF08","BF08_1",8.7170429439637
"BF10","BF10","BF10_1",8.79297053004674
"BF11","BF11","BF11_1",8.73151691073313
"BF12","BF12","BF12_1",8.74952792196537
"BF13","BF13","BF13_1",8.70130135919999
"BF14","BF14","BF14_1",8.67309212155939
"BF15","BF15","BF15_1",8.65530188894283
"BF16","BF16","BF16_1",8.67344952711249
"BF17","BF17","BF17_1",8.68088496416769
"BF18","BF18","BF18_1",8.68626056002257
"BF20","BF20","BF20_1",8.71702766668471
"BF21","BF21","BF21_1",8.68052311527235
"BF22","BF22","BF22_1",8.72821717083198
"BF23","BF23","BF23_1",8.65217528602385
"BF24","BF24","BF24_1",8.59437442640406
"BF25","BF25","BF25_1",8.559972025236
"BF26","BF26","BF26_1",8.57236399086808
"BF27","BF27","BF27_1",8.5934897615417
"BF28","BF28","BF28_1",8.60981816475013
"BF29","BF29","BF29_1",8.62991260442447
"BF30","BF30","BF30_1",8.61519106719599
"BF31","BF31","BF31_1",8.62776223677048
"BF32","BF32","BF32_1",8.62894340362849
"BF33","BF33","BF33_1",8.59323071805054
"BF34","BF34","BF34_1",8.49679511915145
"BF35","BF35","BF35_1",8.45204221369066
"BF36","BF36","BF36_1",8.46075280787342
"BF37","BF37","BF37_1",8.46592634380273
"BF38","BF38","BF38_1",8.50140710766246
"BF39","BF39","BF39_1",8.57888371828423
"BF40","BF40","BF40_1",8.55884701003723
"BF41","BF41","BF41_1",8.56920647305266
"BF42","BF42","BF42_1",8.53090401713302
"BF43","BF43","BF43_1",8.59270689123424
"BF44","BF44","BF44_1",8.53033648878449
"BF45","BF45","BF45_1",8.44088126327725
"BF46","BF46","BF46_1",8.37785521579497
"BF47","BF47","BF47_1",8.38480848562411
"BF48","BF48","BF48_1",8.48013587701469
"BF49","BF49","BF49_1",8.53136030531816
"BF50","BF50","BF50_1",8.57324136583955
"BF51","BF51","BF51_1",8.49928315026257
"BF52","BF52","BF52_1",8.50626118742764
"BF53","BF53","BF53_1",8.52562948758911
"BF54","BF54","BF54_1",8.48773888050467
"BF55","BF55","BF55_1",8.40708390081262
"BF56","BF56","BF56_1",8.37403687367095
"BF57","BF57","BF57_1",8.32939060147165
"BF58","BF58","BF58_1",8.42651171883884
"BF59","BF59","BF59_1",8.47698765268268
"BF60","BF60","BF60_1",8.55902463595312
"BF61","BF61","BF61_1",8.49193033249573
"BF62","BF62","BF62_1",8.43814553923877
"BF63","BF63","BF63_1",8.44268363413746
"BF64","BF64","BF64_1",8.44298257551807
"BF65","BF65","BF65_1",8.39545525805795
"BF66","BF66","BF66_1",8.36952141935807
"BF67","BF67","BF67_1",8.3668319036538
"BF68","BF68","BF68_1",8.41260437146266
"BF69","BF69","BF69_1",8.40865544309929
"BF70","BF70","BF70_1",8.46687056233454
"BF71","BF71","BF71_1",8.45766782678951
"BF72","BF72","BF72_1",8.40050804200899
"BF73","BF73","BF73_1",8.37830463935761
"BF74","BF74","BF74_1",8.38190223957518
"BF75","BF75","BF75_1",8.37213600016384
"BF76","BF76","BF76_1",8.36273007060774
"BF77","BF77","BF77_1",8.35507826408368
"BF78","BF78","BF78_1",8.34735660089733
"BF79","BF79","BF79_1",8.36549372817065
"BF80","BF80","BF80_1",8.39094086603873
"BF81","BF81","BF81_1",8.35055111225189
"BF82","BF82","BF82_1",8.30718512394354
"BF83","BF83","BF83_1",8.30510452040688
"BF84","BF84","BF84_1",8.31888421915736
"BF85","BF85","BF85_1",8.30229279646931
"BF86","BF86","BF86_1",8.29210087746972
"BF87","BF87","BF87_1",8.28859903853831
"BF88","BF88","BF88_1",8.24476135328853
"BF89","BF89","BF89_1",8.28918384966014
"BF90","BF90","BF90_1",8.28229736640009
"BF91","BF91","BF91_1",8.20076341532719
"BF92","BF92","BF92_1",8.2226440565794
"BF93","BF93","BF93_1",8.22632486248789
"BF94","BF94","BF94_1",8.18396909602805
"BF95","BF95","BF95_1",8.2205058742618
"BF96","BF96","BF96_1",8.22150070250676
"BF97","BF97","BF97_1",8.22515101060482
"BF98","BF98","BF98_1",8.20883380086747
"BF99","BF99","BF99_1",8.24249063867442
"BG09","BG09","BG09_1",8.8510038229181
"BG19","BG19","BG19_1",8.83525404960132
"BG26","BG26","BG26_1",8.80077904723292
"BG27","BG27","BG27_1",8.78727239605985
"BG28","BG28","BG28_1",8.79121932811411
"BG29","BG29","BG29_1",8.78150448132914
"BG30","BG30","BG30_1",8.84554847390636
"BG31","BG31","BG31_1",8.83378098833698
"BG32","BG32","BG32_1",8.83025688091663
"BG33","BG33","BG33_1",8.82161756408947
"BG36","BG36","BG36_1",8.78990355535907
"BG37","BG37","BG37_1",8.78686271364943
"BG38","BG38","BG38_1",8.78457629955319
"BG39","BG39","BG39_1",8.6870640723452
"BG40","BG40","BG40_1",8.82094151929893
"BG41","BG41","BG41_1",8.79973052240384
"BG42","BG42","BG42_1",8.79761754631341
"BG43","BG43","BG43_1",8.79770192404923
"BG45","BG45","BG45_1",8.778260411383
"BG48","BG48","BG48_1",8.72199810961445
"BG49","BG49","BG49_1",8.67275114985833
"BG50","BG50","BG50_1",8.73573471959833
"BG51","BG51","BG51_1",8.7524218361438
"BG52","BG52","BG52_1",8.75208140724744
"BG53","BG53","BG53_1",8.74085552887629
"BG54","BG54","BG54_1",8.73971211074731
"BG55","BG55","BG55_1",8.72382630149258
"BG56","BG56","BG56_1",8.71202085859637
"BG57","BG57","BG57_1",8.69821554063882
"BG58","BG58","BG58_1",8.68224873753466
"BG59","BG59","BG59_1",8.65144364270192
"BG60","BG60","BG60_1",8.71474216782859
"BG61","BG61","BG61_1",8.72947589641677
"BG62","BG62","BG62_1",8.70876702130484
"BG63","BG63","BG63_1",8.70164264316814
"BG64","BG64","BG64_1",8.68120606281978
"BG65","BG65","BG65_1",8.66304290141631
"BG66","BG66","BG66_1",8.68207606824687
"BG67","BG67","BG67_1",8.66205793773781
"BG68","BG68","BG68_1",8.60439650790348
"BG69","BG69","BG69_1",8.57758251974354
"BG70","BG70","BG70_1",8.67473366003293
"BG71","BG71","BG71_1",8.67529576298842
"BG72","BG72","BG72_1",8.59792280102794
"BG73","BG73","BG73_1",8.60619234895374
"BG74","BG74","BG74_1",8.59711519989551
"BG75","BG75","BG75_1",8.58929298197364
"BG76","BG76","BG76_1",8.63428733276802
"BG77","BG77","BG77_1",8.60291261266833
"BG78","BG78","BG78_1",8.52995877294827
"BG79","BG79","BG79_1",8.50304029974418
"BG80","BG80","BG80_1",8.61017571248504
"BG81","BG81","BG81_1",8.53812251047223
"BG82","BG82","BG82_1",8.53669509646102
"BG83","BG83","BG83_1",8.53181575987928
"BG84","BG84","BG84_1",8.4747500482183
"BG85","BG85","BG85_1",8.54977386128191
"BG86","BG86","BG86_1",8.57540738856337
"BG87","BG87","BG87_1",8.52993892051109
"BG88","BG88","BG88_1",8.48563582712996
"BG89","BG89","BG89_1",8.38357642300084
"BG90","BG90","BG90_1",8.55873591692746
"BG91","BG91","BG91_1",8.50785040067855
"BG92","BG92","BG92_1",8.4382329242359
"BG93","BG93","BG93_1",8.41547065729601
"BG94","BG94","BG94_1",8.43728899711628
"BG95","BG95","BG95_1",8.5002374626593
"BG96","BG96","BG96_1",8.44773371052827
"BG97","BG97","BG97_1",8.42178571965808
"BG98","BG98","BG98_1",8.42020979739439
"BG99","BG99","BG99_1",8.26336299607415
"BH49","BH49","BH49_1",8.84357833862305
"BH57","BH57","BH57_1",8.79038500037642
"BH58","BH58","BH58_1",8.75912464640401
"BH59","BH59","BH59_1",8.73189534970407
"BH66","BH66","BH66_1",8.7700169203888
"BH67","BH67","BH67_1",8.76256374153365
"BH68","BH68","BH68_1",8.73356819553367
"BH69","BH69","BH69_1",8.70600033496501
"BH76","BH76","BH76_1",8.73140888143359
"BH77","BH77","BH77_1",8.71268695375556
"BH78","BH78","BH78_1",8.65882111520676
"BH79","BH79","BH79_1",8.65574837888475
"BH86","BH86","BH86_1",8.69369259061547
"BH87","BH87","BH87_1",8.69257527546519
"BH88","BH88","BH88_1",8.63260441449527
"BH89","BH89","BH89_1",8.60933101642483
"BH96","BH96","BH96_1",8.64583713760293
"BH97","BH97","BH97_1",8.64557141482096
"BH98","BH98","BH98_1",8.60898244885851
"BH99","BH99","BH99_1",8.56369899433377
"CB70","CB70","CB70_1",8.42649659466021
"CB80","CB80","CB80_1",8.41557038063245
"CB81","CB81","CB81_1",8.46892885868814
"CB82","CB82","CB82_1",8.45959581422618
"CB90","CB90","CB90_1",8.44600771214579
"CB91","CB91","CB91_1",8.42312024360288
"CB92","CB92","CB92_1",8.40255209825333
"CB93","CB93","CB93_1",8.35120520400092
"CB94","CB94","CB94_1",8.42747906681896
"CC01","CC01","CC01_1",8.51499627648947
"CC03","CC03","CC03_1",8.53356991365587
"CC04","CC04","CC04_1",8.51547730806694
"CC05","CC05","CC05_1",8.52483015510601
"CC06","CC06","CC06_1",8.47397206314623
"CC10","CC10","CC10_1",8.48752479095349
"CC11","CC11","CC11_1",8.50340332991343
"CC14","CC14","CC14_1",8.53127772219071
"CC15","CC15","CC15_1",8.52239286568529
"CC16","CC16","CC16_1",8.4897913878055
"CC20","CC20","CC20_1",8.45765592041615
"CC21","CC21","CC21_1",8.38325242403646
"CC22","CC22","CC22_1",8.4843478628444
"CC23","CC23","CC23_1",8.50795200993756
"CC24","CC24","CC24_1",8.50327083479824
"CC25","CC25","CC25_1",8.49908114306626
"CC26","CC26","CC26_1",8.48434787455239
"CC30","CC30","CC30_1",8.38755969533284
"CC31","CC31","CC31_1",8.39069856085445
"CC32","CC32","CC32_1",8.3565233778405
"CC33","CC33","CC33_1",8.46232700654291
"CC34","CC34","CC34_1",8.41300821294939
"CC35","CC35","CC35_1",8.3570355687987
"CC36","CC36","CC36_1",8.36826993301099
"CC40","CC40","CC40_1",8.28826351804329
"CC41","CC41","CC41_1",8.32815122969515
"CC42","CC42","CC42_1",8.38464686005906
"CC43","CC43","CC43_1",8.45841688356105
"CC44","CC44","CC44_1",8.420789073231
"CC45","CC45","CC45_1",8.27956775209775
"CC46","CC46","CC46_1",8.31850695158421
"CC47","CC47","CC47_1",8.49987369116717
"CC50","CC50","CC50_1",8.22659318053504
"CC51","CC51","CC51_1",8.24550385904906
"CC52","CC52","CC52_1",8.3209626015883
"CC53","CC53","CC53_1",8.39794396014841
"CC54","CC54","CC54_1",8.43990569145081
"CC55","CC55","CC55_1",8.35488674899159
"CC56","CC56","CC56_1",8.3687247269688
"CC57","CC57","CC57_1",8.46735412193176
"CC60","CC60","CC60_1",8.26417195230403
"CC61","CC61","CC61_1",8.27650247828143
"CC62","CC62","CC62_1",8.3369349003165
"CC63","CC63","CC63_1",8.37707573421389
"CC64","CC64","CC64_1",8.46527626795064
"CC65","CC65","CC65_1",8.45577595587929
"CC66","CC66","CC66_1",8.46773530890538
"CC67","CC67","CC67_1",8.42088211897155
"CC68","CC68","CC68_1",8.45599959200121
"CC70","CC70","CC70_1",8.21252762000997
"CC71","CC71","CC71_1",8.23127026461345
"CC72","CC72","CC72_1",8.29831934243788
"CC73","CC73","CC73_1",8.44085424549974
"CC74","CC74","CC74_1",8.45288791235842
"CC75","CC75","CC75_1",8.44957951170984
"CC76","CC76","CC76_1",8.46492790701699
"CC77","CC77","CC77_1",8.43590745704288
"CC78","CC78","CC78_1",8.43670899854357
"CC79","CC79","CC79_1",8.42271850123785
"CC80","CC80","CC80_1",8.14891960012246
"CC81","CC81","CC81_1",8.11154459013387
"CC82","CC82","CC82_1",8.10862443666906
"CC83","CC83","CC83_1",8.34355288678521
"CC84","CC84","CC84_1",8.4295151970167
"CC85","CC85","CC85_1",8.44490806309931
"CC86","CC86","CC86_1",8.46841743169547
"CC87","CC87","CC87_1",8.452365826203
"CC88","CC88","CC88_1",8.46222785635835
"CC89","CC89","CC89_1",8.40885728738035
"CC90","CC90","CC90_1",8.03702977106623
"CC91","CC91","CC91_1",8.09033346208003
"CC92","CC92","CC92_1",8.1680346439201
"CC93","CC93","CC93_1",8.27189731535122
"CC94","CC94","CC94_1",8.43739339082273
"CC95","CC95","CC95_1",8.45825913830635
"CC96","CC96","CC96_1",8.44761531709436
"CC97","CC97","CC97_1",8.43479645153075
"CC98","CC98","CC98_1",8.45206761964126
"CC99","CC99","CC99_1",8.46453425381338
"CD00","CD00","CD00_1",8.221640735609
"CD01","CD01","CD01_1",8.22044714378739
"CD02","CD02","CD02_1",8.30144042394536
"CD03","CD03","CD03_1",8.371632302183
"CD04","CD04","CD04_1",8.36371058195313
"CD05","CD05","CD05_1",8.34001459467484
"CD06","CD06","CD06_1",8.26420243179155
"CD07","CD07","CD07_1",8.36393539299464
"CD08","CD08","CD08_1",8.40971868326101
"CD09","CD09","CD09_1",8.43579161594997
"CD10","CD10","CD10_1",8.13512261911834
"CD11","CD11","CD11_1",8.18542258437884
"CD12","CD12","CD12_1",8.22363867707563
"CD13","CD13","CD13_1",8.33946733782337
"CD14","CD14","CD14_1",8.38278111658696
"CD15","CD15","CD15_1",8.42142239237478
"CD16","CD16","CD16_1",8.34804213895543
"CD17","CD17","CD17_1",8.36231442945387
"CD18","CD18","CD18_1",8.42192604937838
"CD20","CD20","CD20_1",8.0990288858446
"CD21","CD21","CD21_1",8.16267063376048
"CD22","CD22","CD22_1",8.28920907943431
"CD23","CD23","CD23_1",8.29404675346638
"CD24","CD24","CD24_1",8.24766220864425
"CD25","CD25","CD25_1",8.41364712572169
"CD26","CD26","CD26_1",8.37238307294254
"CD27","CD27","CD27_1",8.42478440231501
"CD28","CD28","CD28_1",8.41639778721498
"CD29","CD29","CD29_1",8.38597158589454
"CD30","CD30","CD30_1",8.05075039824566
"CD31","CD31","CD31_1",8.20603911452001
"CD32","CD32","CD32_1",8.23635874866354
"CD33","CD33","CD33_1",8.3124457244465
"CD34","CD34","CD34_1",8.34322936853713
"CD35","CD35","CD35_1",8.40415748282602
"CD36","CD36","CD36_1",8.39353717261687
"CD37","CD37","CD37_1",8.300113299538
"CD38","CD38","CD38_1",8.30031396036128
"CD39","CD39","CD39_1",8.34024262676259
"CD40","CD40","CD40_1",8.18921998699107
"CD41","CD41","CD41_1",8.1511851087888
"CD42","CD42","CD42_1",8.13710816253075
"CD43","CD43","CD43_1",8.34099454129127
"CD44","CD44","CD44_1",8.23125453548732
"CD45","CD45","CD45_1",8.23228691608155
"CD46","CD46","CD46_1",8.28594751572487
"CD47","CD47","CD47_1",8.28420288114597
"CD48","CD48","CD48_1",8.27061173969761
"CD49","CD49","CD49_1",8.30619387918517
"CD50","CD50","CD50_1",8.19520947604302
"CD51","CD51","CD51_1",8.13180249389973
"CD52","CD52","CD52_1",8.1157544835623
"CD53","CD53","CD53_1",8.25485061901345
