"","kvadratkod","survey","prec_breeding"
"BD01","BD01","BD01_1",136.596977826599
"BD02","BD02","BD02_1",140.550074848328
"BD03","BD03","BD03_1",134.991180586439
"BD04","BD04","BD04_1",132.260243634541
"BD05","BD05","BD05_1",132.28809582597
"BD06","BD06","BD06_1",133.200634265342
"BD07","BD07","BD07_1",133.240180345008
"BD08","BD08","BD08_1",134.006569788207
"BD09","BD09","BD09_1",137.993410255097
"BD10","BD10","BD10_1",136.535289901623
"BD11","BD11","BD11_1",138.187997396861
"BD12","BD12","BD12_1",137.892126392565
"BD13","BD13","BD13_1",135.558975239373
"BD14","BD14","BD14_1",129.656449478803
"BD16","BD16","BD16_1",139.055828824998
"BD17","BD17","BD17_1",145.804547578601
"BD18","BD18","BD18_1",136.596562557909
"BD19","BD19","BD19_1",136.040808322755
"BD20","BD20","BD20_1",140.23582035852
"BD21","BD21","BD21_1",141.259652939168
"BD22","BD22","BD22_1",137.611592998638
"BD23","BD23","BD23_1",140.801000394979
"BD24","BD24","BD24_1",129.412433511776
"BD26","BD26","BD26_1",136.237286712056
"BD27","BD27","BD27_1",143.795057234824
"BD28","BD28","BD28_1",137.057999950213
"BD29","BD29","BD29_1",134.977495713681
"BD30","BD30","BD30_1",144.738414599992
"BD31","BD31","BD31_1",141.770392841805
"BD32","BD32","BD32_1",137.61517952963
"BD33","BD33","BD33_1",130.505486870623
"BD34","BD34","BD34_1",136.873929402916
"BD35","BD35","BD35_1",137.606725693294
"BD36","BD36","BD36_1",134.81560612184
"BD37","BD37","BD37_1",129.82361136374
"BD38","BD38","BD38_1",128.73270751911
"BD39","BD39","BD39_1",134.151717324744
"BD40","BD40","BD40_1",146.173771793358
"BD41","BD41","BD41_1",139.075439596429
"BD42","BD42","BD42_1",134.602629159394
"BD43","BD43","BD43_1",135.184056463071
"BD44","BD44","BD44_1",137.163795624952
"BD45","BD45","BD45_1",139.571973256013
"BD46","BD46","BD46_1",132.697539318963
"BD47","BD47","BD47_1",133.012059226842
"BD48","BD48","BD48_1",131.051207067819
"BD49","BD49","BD49_1",134.169409414917
"BD50","BD50","BD50_1",144.667072937765
"BD51","BD51","BD51_1",135.058442411173
"BD52","BD52","BD52_1",133.741301318066
"BD53","BD53","BD53_1",136.364934951677
"BD54","BD54","BD54_1",135.109201256909
"BD55","BD55","BD55_1",133.163479926071
"BD56","BD56","BD56_1",134.740868612636
"BD57","BD57","BD57_1",138.809796739365
"BD58","BD58","BD58_1",139.463994266796
"BD59","BD59","BD59_1",132.007162826374
"BD60","BD60","BD60_1",140.700054635616
"BD61","BD61","BD61_1",137.474431612511
"BD62","BD62","BD62_1",137.253181527015
"BD63","BD63","BD63_1",138.281766634057
"BD64","BD64","BD64_1",143.284136267816
"BD65","BD65","BD65_1",134.6930420435
"BD66","BD66","BD66_1",136.968459022954
"BD67","BD67","BD67_1",139.91707251579
"BD68","BD68","BD68_1",139.652320269151
"BD69","BD69","BD69_1",134.972523522097
"BD70","BD70","BD70_1",149.564007901326
"BD71","BD71","BD71_1",144.200706252175
"BD72","BD72","BD72_1",139.206837789215
"BD73","BD73","BD73_1",137.116474272314
"BD74","BD74","BD74_1",139.311391712202
"BD75","BD75","BD75_1",136.577570949139
"BD76","BD76","BD76_1",133.136305339307
"BD77","BD77","BD77_1",135.127130889626
"BD78","BD78","BD78_1",133.669935527266
"BD79","BD79","BD79_1",135.970008327976
"BD80","BD80","BD80_1",141.540756013086
"BD81","BD81","BD81_1",134.53668361469
"BD82","BD82","BD82_1",137.638507882225
"BD83","BD83","BD83_1",136.896478967968
"BD84","BD84","BD84_1",142.203242726221
"BD85","BD85","BD85_1",137.426977594278
"BD86","BD86","BD86_1",133.945845431502
"BD87","BD87","BD87_1",136.64001902339
"BD88","BD88","BD88_1",130.325604698729
"BD89","BD89","BD89_1",130.503261144702
"BD90","BD90","BD90_1",133.206267692713
"BD91","BD91","BD91_1",133.099011943583
"BD92","BD92","BD92_1",134.26127236775
"BD93","BD93","BD93_1",136.488825102436
"BD94","BD94","BD94_1",140.943112652062
"BD95","BD95","BD95_1",135.38376979248
"BD96","BD96","BD96_1",136.683910178798
"BD97","BD97","BD97_1",136.686526215881
"BD98","BD98","BD98_1",131.444517617624
"BD99","BD99","BD99_1",134.88345980291
"BE02","BE02","BE02_1",130.660339567904
"BE03","BE03","BE03_1",131.834831985118
"BE04","BE04","BE04_1",131.403943108264
"BE05","BE05","BE05_1",132.910791890013
"BE06","BE06","BE06_1",134.336546748527
"BE07","BE07","BE07_1",134.143445950295
"BE08","BE08","BE08_1",133.428513439301
"BE09","BE09","BE09_1",135.672701118218
"BE10","BE10","BE10_1",131.592000499882
"BE11","BE11","BE11_1",132.073574518291
"BE12","BE12","BE12_1",133.474391312737
"BE13","BE13","BE13_1",134.907294665335
"BE14","BE14","BE14_1",136.084346605296
"BE15","BE15","BE15_1",136.513598765637
"BE16","BE16","BE16_1",138.315947991455
"BE17","BE17","BE17_1",136.3672064013
"BE18","BE18","BE18_1",135.610966271091
"BE19","BE19","BE19_1",138.247282891744
"BE20","BE20","BE20_1",136.555074758423
"BE21","BE21","BE21_1",140.131667257058
"BE22","BE22","BE22_1",143.269456136056
"BE23","BE23","BE23_1",140.967188243923
"BE24","BE24","BE24_1",141.714707783355
"BE25","BE25","BE25_1",143.220642716655
"BE26","BE26","BE26_1",143.081598479024
"BE27","BE27","BE27_1",141.99095330046
"BE28","BE28","BE28_1",138.854469005064
"BE29","BE29","BE29_1",138.472965022664
"BE30","BE30","BE30_1",140.13206491591
"BE31","BE31","BE31_1",144.34184781832
"BE32","BE32","BE32_1",147.551861402594
"BE33","BE33","BE33_1",144.081765619623
"BE34","BE34","BE34_1",141.748959606452
"BE35","BE35","BE35_1",138.869590946305
"BE36","BE36","BE36_1",144.631190886719
"BE37","BE37","BE37_1",142.577874617341
"BE38","BE38","BE38_1",142.003996515047
"BE39","BE39","BE39_1",140.074242472079
"BE40","BE40","BE40_1",143.165137686937
"BE41","BE41","BE41_1",144.565759646418
"BE42","BE42","BE42_1",142.685053792603
"BE43","BE43","BE43_1",144.614161373582
"BE44","BE44","BE44_1",146.551918503881
"BE45","BE45","BE45_1",146.878395182513
"BE46","BE46","BE46_1",145.181346098969
"BE47","BE47","BE47_1",144.283292915777
"BE48","BE48","BE48_1",141.425729027273
"BE49","BE49","BE49_1",141.652462060507
"BE50","BE50","BE50_1",146.841040359772
"BE51","BE51","BE51_1",146.872958410037
"BE52","BE52","BE52_1",142.755855751085
"BE53","BE53","BE53_1",140.181574990783
"BE54","BE54","BE54_1",144.150017114185
"BE55","BE55","BE55_1",151.210130551491
"BE56","BE56","BE56_1",148.237531189595
"BE57","BE57","BE57_1",141.762850795435
"BE58","BE58","BE58_1",141.595808125565
"BE59","BE59","BE59_1",145.281985796816
"BE60","BE60","BE60_1",146.239643106651
"BE61","BE61","BE61_1",144.708307740907
"BE62","BE62","BE62_1",145.350677598602
"BE63","BE63","BE63_1",144.527771034694
"BE64","BE64","BE64_1",144.806888265019
"BE65","BE65","BE65_1",141.283058621837
"BE66","BE66","BE66_1",142.845926500613
"BE67","BE67","BE67_1",146.139391586893
"BE68","BE68","BE68_1",141.134213094193
"BE69","BE69","BE69_1",144.873056146968
"BE70","BE70","BE70_1",149.611095691637
"BE71","BE71","BE71_1",150.418658955538
"BE72","BE72","BE72_1",152.644625860822
"BE73","BE73","BE73_1",149.750941088958
"BE74","BE74","BE74_1",150.52086961214
"BE75","BE75","BE75_1",145.851492779276
"BE76","BE76","BE76_1",143.518751217195
"BE77","BE77","BE77_1",141.702060086514
"BE78","BE78","BE78_1",140.671628547736
"BE79","BE79","BE79_1",143.399434121876
"BE80","BE80","BE80_1",148.204580450594
"BE81","BE81","BE81_1",151.785725293742
"BE82","BE82","BE82_1",152.079393627211
"BE83","BE83","BE83_1",145.824577346088
"BE84","BE84","BE84_1",144.891470883008
"BE85","BE85","BE85_1",143.317514988745
"BE86","BE86","BE86_1",140.923210828274
"BE87","BE87","BE87_1",141.179236831698
"BE88","BE88","BE88_1",141.878631830368
"BE89","BE89","BE89_1",145.364335498449
"BE90","BE90","BE90_1",148.209322464092
"BE91","BE91","BE91_1",146.516345857496
"BE92","BE92","BE92_1",147.198355545455
"BE93","BE93","BE93_1",144.695979854364
"BE94","BE94","BE94_1",142.781839966731
"BE95","BE95","BE95_1",142.459756356085
"BE96","BE96","BE96_1",143.060455832293
"BE97","BE97","BE97_1",143.610356766526
"BE98","BE98","BE98_1",141.542486743478
"BE99","BE99","BE99_1",139.875872754384
"BF00","BF00","BF00_1",124.79413875128
"BF01","BF01","BF01_1",124.342614435204
"BF02","BF02","BF02_1",125.698773447656
"BF03","BF03","BF03_1",129.447728269278
"BF04","BF04","BF04_1",124.322056904651
"BF05","BF05","BF05_1",129.981668868574
"BF06","BF06","BF06_1",126.702212796741
"BF07","BF07","BF07_1",127.197785657856
"BF08","BF08","BF08_1",128.376275882486
"BF10","BF10","BF10_1",127.775314567356
"BF11","BF11","BF11_1",130.317818697537
"BF12","BF12","BF12_1",127.073956158977
"BF13","BF13","BF13_1",127.501564308194
"BF14","BF14","BF14_1",131.267694975159
"BF15","BF15","BF15_1",130.53292706987
"BF16","BF16","BF16_1",129.455735549191
"BF17","BF17","BF17_1",130.892416893474
"BF18","BF18","BF18_1",130.424297521468
"BF20","BF20","BF20_1",131.358893901834
"BF21","BF21","BF21_1",130.396723283847
"BF22","BF22","BF22_1",127.660980036496
"BF23","BF23","BF23_1",131.998909576981
"BF24","BF24","BF24_1",134.837430614554
"BF25","BF25","BF25_1",134.977581924878
"BF26","BF26","BF26_1",134.277765661993
"BF27","BF27","BF27_1",134.624102604134
"BF28","BF28","BF28_1",134.491269075364
"BF29","BF29","BF29_1",133.267918569713
"BF30","BF30","BF30_1",135.406326354621
"BF31","BF31","BF31_1",132.039686014122
"BF32","BF32","BF32_1",134.853411795226
"BF33","BF33","BF33_1",136.021992060501
"BF34","BF34","BF34_1",138.752810727074
"BF35","BF35","BF35_1",138.938019418917
"BF36","BF36","BF36_1",139.274570550615
"BF37","BF37","BF37_1",140.541528324195
"BF38","BF38","BF38_1",138.799202145182
"BF39","BF39","BF39_1",136.168652204552
"BF40","BF40","BF40_1",137.335932147795
"BF41","BF41","BF41_1",135.749075623684
"BF42","BF42","BF42_1",138.052197990387
"BF43","BF43","BF43_1",133.04352035595
"BF44","BF44","BF44_1",135.616175108159
"BF45","BF45","BF45_1",139.088900703356
"BF46","BF46","BF46_1",142.987380699559
"BF47","BF47","BF47_1",140.794502578032
"BF48","BF48","BF48_1",138.045654213224
"BF49","BF49","BF49_1",139.45981582037
"BF50","BF50","BF50_1",136.54011957162
"BF51","BF51","BF51_1",140.160136245325
"BF52","BF52","BF52_1",138.702654647283
"BF53","BF53","BF53_1",139.224010766459
"BF54","BF54","BF54_1",141.337559790393
"BF55","BF55","BF55_1",142.466284279423
"BF56","BF56","BF56_1",140.757583818603
"BF57","BF57","BF57_1",144.091302182958
"BF58","BF58","BF58_1",140.395200768155
"BF59","BF59","BF59_1",142.501654035571
"BF60","BF60","BF60_1",139.760698083827
"BF61","BF61","BF61_1",141.005497892734
"BF62","BF62","BF62_1",143.946644356749
"BF63","BF63","BF63_1",143.305571090078
"BF64","BF64","BF64_1",143.475984693469
"BF65","BF65","BF65_1",143.53742158276
"BF66","BF66","BF66_1",143.566559923251
"BF67","BF67","BF67_1",141.787676548391
"BF68","BF68","BF68_1",142.304462632257
"BF69","BF69","BF69_1",145.244848812936
"BF70","BF70","BF70_1",146.929761538092
"BF71","BF71","BF71_1",145.102428551889
"BF72","BF72","BF72_1",146.193585427494
"BF73","BF73","BF73_1",146.886946039884
"BF74","BF74","BF74_1",146.076252323967
"BF75","BF75","BF75_1",146.009180656815
"BF76","BF76","BF76_1",145.227802040394
"BF77","BF77","BF77_1",144.830854626715
"BF78","BF78","BF78_1",147.662566599016
"BF79","BF79","BF79_1",145.871391295105
"BF80","BF80","BF80_1",148.173841188733
"BF81","BF81","BF81_1",151.709074112984
"BF82","BF82","BF82_1",150.70338416013
"BF83","BF83","BF83_1",149.29135219705
"BF84","BF84","BF84_1",148.550667066463
"BF85","BF85","BF85_1",149.442617405733
"BF86","BF86","BF86_1",148.860299785087
"BF87","BF87","BF87_1",148.785538775448
"BF88","BF88","BF88_1",151.525314633664
"BF89","BF89","BF89_1",147.940954241762
"BF90","BF90","BF90_1",152.34824580067
"BF91","BF91","BF91_1",154.397078796932
"BF92","BF92","BF92_1",151.118671474255
"BF93","BF93","BF93_1",151.425397365667
"BF94","BF94","BF94_1",154.528187241219
"BF95","BF95","BF95_1",150.472243812168
"BF96","BF96","BF96_1",150.539759917557
"BF97","BF97","BF97_1",149.47495604784
"BF98","BF98","BF98_1",148.783500486068
"BF99","BF99","BF99_1",146.447991243837
"BG09","BG09","BG09_1",124.855436258646
"BG19","BG19","BG19_1",125.077295318741
"BG26","BG26","BG26_1",129.711445908281
"BG27","BG27","BG27_1",129.948448716323
"BG28","BG28","BG28_1",128.026592610357
"BG29","BG29","BG29_1",128.58544110223
"BG30","BG30","BG30_1",127.145895776301
"BG31","BG31","BG31_1",127.757253516907
"BG32","BG32","BG32_1",127.969793788265
"BG33","BG33","BG33_1",127.999544875039
"BG36","BG36","BG36_1",129.214040604077
"BG37","BG37","BG37_1",127.434783209071
"BG38","BG38","BG38_1",127.198337151936
"BG39","BG39","BG39_1",134.428895306606
"BG40","BG40","BG40_1",128.644981778846
"BG41","BG41","BG41_1",130.086900652199
"BG42","BG42","BG42_1",129.196774203858
"BG43","BG43","BG43_1",129.04924173737
"BG45","BG45","BG45_1",130.816021365795
"BG48","BG48","BG48_1",133.123972855189
"BG49","BG49","BG49_1",134.453849154296
"BG50","BG50","BG50_1",135.232764911761
"BG51","BG51","BG51_1",133.315454356343
"BG52","BG52","BG52_1",133.653460677089
"BG53","BG53","BG53_1",133.874287428683
"BG54","BG54","BG54_1",133.902976772602
"BG55","BG55","BG55_1",134.661443250639
"BG56","BG56","BG56_1",135.059682763642
"BG57","BG57","BG57_1",135.499023302969
"BG58","BG58","BG58_1",136.719019517487
"BG59","BG59","BG59_1",135.581146022538
"BG60","BG60","BG60_1",134.779453343435
"BG61","BG61","BG61_1",135.547296949269
"BG62","BG62","BG62_1",137.581712875102
"BG63","BG63","BG63_1",137.841727715808
"BG64","BG64","BG64_1",139.024994624284
"BG65","BG65","BG65_1",139.108181782984
"BG66","BG66","BG66_1",137.208127330463
"BG67","BG67","BG67_1",139.280014471364
"BG68","BG68","BG68_1",142.391129534609
"BG69","BG69","BG69_1",141.044027877894
"BG70","BG70","BG70_1",139.073736347992
"BG71","BG71","BG71_1",140.257708008283
"BG72","BG72","BG72_1",144.836054165287
"BG73","BG73","BG73_1",142.823144895536
"BG74","BG74","BG74_1",143.995273174618
"BG75","BG75","BG75_1",143.045387606504
"BG76","BG76","BG76_1",140.972725629588
"BG77","BG77","BG77_1",143.234005102501
"BG78","BG78","BG78_1",145.214187833404
"BG79","BG79","BG79_1",145.606099337266
"BG80","BG80","BG80_1",145.302223982146
"BG81","BG81","BG81_1",150.85625255741
"BG82","BG82","BG82_1",147.262270790989
"BG83","BG83","BG83_1",146.737817851639
"BG84","BG84","BG84_1",150.02957877295
"BG85","BG85","BG85_1",143.253831976075
"BG86","BG86","BG86_1",146.12635727407
"BG87","BG87","BG87_1",148.084726173298
"BG88","BG88","BG88_1",148.888485891203
"BG89","BG89","BG89_1",152.261607981932
"BG90","BG90","BG90_1",147.205288762153
"BG91","BG91","BG91_1",146.949822068494
"BG92","BG92","BG92_1",151.366253923387
"BG93","BG93","BG93_1",151.81741332288
"BG94","BG94","BG94_1",147.429145458468
"BG95","BG95","BG95_1",146.922356550112
"BG96","BG96","BG96_1",153.326482517717
"BG97","BG97","BG97_1",152.513766970415
"BG98","BG98","BG98_1",149.804002667246
"BG99","BG99","BG99_1",155.719752345994
"BH49","BH49","BH49_1",128.46297454834
"BH57","BH57","BH57_1",132.573790129948
"BH58","BH58","BH58_1",135.375394525683
"BH59","BH59","BH59_1",136.313863905983
"BH66","BH66","BH66_1",134.693810383909
"BH67","BH67","BH67_1",134.795701080035
"BH68","BH68","BH68_1",136.162859827968
"BH69","BH69","BH69_1",135.304760893183
"BH76","BH76","BH76_1",137.87469212939
"BH77","BH77","BH77_1",139.275394258218
"BH78","BH78","BH78_1",142.607098708421
"BH79","BH79","BH79_1",140.503549561036
"BH86","BH86","BH86_1",141.440142822201
"BH87","BH87","BH87_1",141.769837668243
"BH88","BH88","BH88_1",143.887226959346
"BH89","BH89","BH89_1",143.986582651231
"BH96","BH96","BH96_1",144.98271158468
"BH97","BH97","BH97_1",146.630241934341
"BH98","BH98","BH98_1",147.123428927999
"BH99","BH99","BH99_1",148.06296153345
"CB70","CB70","CB70_1",127.530478792905
"CB80","CB80","CB80_1",123.598819231554
"CB81","CB81","CB81_1",122.83148928751
"CB82","CB82","CB82_1",123.515908428212
"CB90","CB90","CB90_1",120.537159237774
"CB91","CB91","CB91_1",122.746092375321
"CB92","CB92","CB92_1",123.178578494982
"CB93","CB93","CB93_1",125.785386434562
"CB94","CB94","CB94_1",120.376739125716
"CC01","CC01","CC01_1",133.042370225526
"CC03","CC03","CC03_1",132.408159918413
"CC04","CC04","CC04_1",132.252459887597
"CC05","CC05","CC05_1",131.138134893175
"CC06","CC06","CC06_1",135.560105411728
"CC10","CC10","CC10_1",130.860927441041
"CC11","CC11","CC11_1",131.017664163188
"CC14","CC14","CC14_1",130.212743716799
"CC15","CC15","CC15_1",131.490718148126
"CC16","CC16","CC16_1",132.196922647136
"CC20","CC20","CC20_1",131.456628363807
"CC21","CC21","CC21_1",136.064956433012
"CC22","CC22","CC22_1",130.031982580046
"CC23","CC23","CC23_1",129.633653962944
"CC24","CC24","CC24_1",130.68169105416
"CC25","CC25","CC25_1",130.449428527972
"CC26","CC26","CC26_1",129.902436148763
"CC30","CC30","CC30_1",130.667269576508
"CC31","CC31","CC31_1",130.525529525761
"CC32","CC32","CC32_1",133.065858939117
"CC33","CC33","CC33_1",129.24570593629
"CC34","CC34","CC34_1",134.306406415158
"CC35","CC35","CC35_1",135.776470152988
"CC36","CC36","CC36_1",133.804351782882
"CC40","CC40","CC40_1",131.957787171992
"CC41","CC41","CC41_1",130.51169606166
"CC42","CC42","CC42_1",126.018970195823
"CC43","CC43","CC43_1",125.815443385701
"CC44","CC44","CC44_1",129.989027663142
"CC45","CC45","CC45_1",134.604262354374
"CC46","CC46","CC46_1",128.870877048322
"CC47","CC47","CC47_1",122.802991308541
"CC50","CC50","CC50_1",132.209611491439
"CC51","CC51","CC51_1",131.880216119454
"CC52","CC52","CC52_1",130.042547622507
"CC53","CC53","CC53_1",128.828333082374
"CC54","CC54","CC54_1",127.946174456559
"CC55","CC55","CC55_1",127.538866712785
"CC56","CC56","CC56_1",125.683320397733
"CC57","CC57","CC57_1",126.618606997284
"CC60","CC60","CC60_1",125.12731524453
"CC61","CC61","CC61_1",126.064501464688
"CC62","CC62","CC62_1",124.271942200121
"CC63","CC63","CC63_1",125.53255017575
"CC64","CC64","CC64_1",125.658351228853
"CC65","CC65","CC65_1",124.203905209035
"CC66","CC66","CC66_1",123.892738774648
"CC67","CC67","CC67_1",128.555503428304
"CC68","CC68","CC68_1",127.459125641696
"CC70","CC70","CC70_1",129.264658952374
"CC71","CC71","CC71_1",129.37837364842
"CC72","CC72","CC72_1",127.13073702027
"CC73","CC73","CC73_1",121.963685145971
"CC74","CC74","CC74_1",125.496703439942
"CC75","CC75","CC75_1",125.315262441999
"CC76","CC76","CC76_1",125.931914797022
"CC77","CC77","CC77_1",125.934077869336
"CC78","CC78","CC78_1",125.941458561902
"CC79","CC79","CC79_1",127.574459120857
"CC80","CC80","CC80_1",129.008900085336
"CC81","CC81","CC81_1",131.793846190076
"CC82","CC82","CC82_1",131.704851395997
"CC83","CC83","CC83_1",124.845231558505
"CC84","CC84","CC84_1",125.435357275092
"CC85","CC85","CC85_1",125.629268432297
"CC86","CC86","CC86_1",125.099039366826
"CC87","CC87","CC87_1",123.741799579004
"CC88","CC88","CC88_1",122.224952687774
"CC89","CC89","CC89_1",125.514015065712
"CC90","CC90","CC90_1",127.953911082178
"CC91","CC91","CC91_1",126.312229222951
"CC92","CC92","CC92_1",122.250833184581
"CC93","CC93","CC93_1",123.429984477537
"CC94","CC94","CC94_1",121.414848335051
"CC95","CC95","CC95_1",122.817147251874
"CC96","CC96","CC96_1",125.064307552346
"CC97","CC97","CC97_1",124.401108345024
"CC98","CC98","CC98_1",122.759126192582
"CC99","CC99","CC99_1",121.084312518628
"CD00","CD00","CD00_1",140.071826412523
"CD01","CD01","CD01_1",141.80152842458
"CD02","CD02","CD02_1",136.285316790077
"CD03","CD03","CD03_1",132.735336679456
"CD04","CD04","CD04_1",130.655108251904
"CD05","CD05","CD05_1",133.235120818328
"CD06","CD06","CD06_1",138.285348852876
"CD07","CD07","CD07_1",130.528726025992
"CD08","CD08","CD08_1",133.236667126119
"CD09","CD09","CD09_1",133.086822528691
"CD10","CD10","CD10_1",139.170367257934
"CD11","CD11","CD11_1",135.376187939756
"CD12","CD12","CD12_1",135.038752826943
"CD13","CD13","CD13_1",133.766134057074
"CD14","CD14","CD14_1",132.67381824153
"CD15","CD15","CD15_1",129.054999303709
"CD16","CD16","CD16_1",131.439452790649
"CD17","CD17","CD17_1",130.605249389977
"CD18","CD18","CD18_1",129.694095213312
"CD20","CD20","CD20_1",134.272177662145
"CD21","CD21","CD21_1",133.093467444095
"CD22","CD22","CD22_1",128.581088575811
"CD23","CD23","CD23_1",132.947450935606
"CD24","CD24","CD24_1",136.643359578232
"CD25","CD25","CD25_1",129.466313050298
"CD26","CD26","CD26_1",132.752341292434
"CD27","CD27","CD27_1",127.779350262591
"CD28","CD28","CD28_1",131.73524386181
"CD29","CD29","CD29_1",134.011514244029
"CD30","CD30","CD30_1",131.977310932963
"CD31","CD31","CD31_1",129.191268180434
"CD32","CD32","CD32_1",132.56716814942
"CD33","CD33","CD33_1",129.090374848283
"CD34","CD34","CD34_1",129.151371177385
"CD35","CD35","CD35_1",127.434063879913
"CD36","CD36","CD36_1",129.831784806599
"CD37","CD37","CD37_1",135.304803361176
"CD38","CD38","CD38_1",135.318314818566
"CD39","CD39","CD39_1",130.790482005688
"CD40","CD40","CD40_1",124.48477081031
"CD41","CD41","CD41_1",133.377437333982
"CD42","CD42","CD42_1",133.477907547543
"CD43","CD43","CD43_1",125.774696879137
"CD44","CD44","CD44_1",135.677113648941
"CD45","CD45","CD45_1",135.67491855586
"CD46","CD46","CD46_1",133.020856456132
"CD47","CD47","CD47_1",132.359190434064
"CD48","CD48","CD48_1",129.682650719616
"CD49","CD49","CD49_1",129.720361582066
"CD50","CD50","CD50_1",127.711348407659
"CD51","CD51","CD51_1",131.123430411072
"CD52","CD52","CD52_1",131.337132286235
"CD53","CD53","CD53_1",127.932188684827
"CD54","CD54","CD54_1",130.314587930838
"CD55","CD55","CD55_1",130.261918188184
"CD56","CD56","CD56_1",128.465991953165
"CD57","CD57","CD57_1",130.202501565346
"CD58","CD58","CD58_1",129.513011597996
"CD59","CD59","CD59_1",133.115475637371
"CD60","CD60","CD60_1",129.770440549434
"CD61","CD61","CD61_1",132.043681286907
"CD62","CD62","CD62_1",127.761728560373
"CD63","CD63","CD63_1",124.593418148911
"CD64","CD64","CD64_1",130.476026613096
"CD65","CD65","CD65_1",130.434335116572
"CD66","CD66","CD66_1",127.830534310453
"CD67","CD67","CD67_1",128.111704004012
"CD68","CD68","CD68_1",128.52580059694
"CD69","CD69","CD69_1",128.588436413485
"CD70","CD70","CD70_1",128.682245232494
"CD71","CD71","CD71_1",124.136018405511
"CD72","CD72","CD72_1",127.320955790177
"CD73","CD73","CD73_1",125.229251375218
"CD74","CD74","CD74_1",127.044526078941
"CD75","CD75","CD75_1",129.879365515215
"CD76","CD76","CD76_1",126.241294639581
"CD77","CD77","CD77_1",130.637500954927
"CD78","CD78","CD78_1",127.642265480865
"CD79","CD79","CD79_1",128.13587554439
"CD80","CD80","CD80_1",131.573170300595
