atlas,period,survey,site,X,Y,bioregion,nearest_distance,second_distance,assignment_margin,low_confidence,reference_cluster,validation_match
1,1970s,DB53_1,DB53,577499.5700187528,6367499.831857608,Cluster 3,0.06808498193034394,0.15685969336444194,0.088774711434098,FALSE,Cluster 3,TRUE
1,1970s,DB54_1,DB54,577499.5493575014,6372499.782863706,Cluster 3,0.14133414156427174,0.16365660141634486,0.022322459852073123,FALSE,Cluster 3,TRUE
1,1970s,DB55_1,DB55,577499.5492296974,6377499.66181914,Cluster 3,0.11430890152232619,0.12091006485428302,0.00660116333195683,TRUE,Cluster 3,TRUE
1,1970s,DB56_1,DB56,577499.5641771164,6382499.691316109,Cluster 3,0.09078929972083513,0.14354186144048403,0.0527525617196489,FALSE,Cluster 3,TRUE
1,1970s,DB57_1,DB57,577499.537492288,6387499.64755162,Cluster 3,0.08853499919094808,0.16934837914055523,0.08081337994960715,FALSE,Cluster 3,TRUE
1,1970s,DB60_1,DB60,582499.5631405126,6352499.870773819,Cluster 3,0.07507225243624104,0.11001903259954046,0.034946780163299426,FALSE,Cluster 3,TRUE
1,1970s,DB62_1,DB62,582499.4927491389,6362499.801014301,Cluster 3,0.07469880749923112,0.12701401736166357,0.052315209862432446,FALSE,Cluster 3,TRUE
1,1970s,DB63_1,DB63,582499.5234498292,6367499.770816479,Cluster 3,0.10863011367379911,0.1375904908453957,0.028960377171596594,FALSE,Cluster 3,TRUE
1,1970s,DB64_1,DB64,582499.4955886239,6372499.778775646,Cluster 3,0.11689868063233125,0.11931894175481772,0.0024202611224864723,TRUE,Cluster 3,TRUE
1,1970s,DB65_1,DB65,582499.4702860015,6377499.714756137,Cluster 3,0.11334578808927037,0.14685184253872485,0.03350605444945448,FALSE,Cluster 3,TRUE
1,1970s,DB66_1,DB66,582499.5038627629,6382499.691246823,Cluster 3,0.09262538447339665,0.1978857221849639,0.10526033771156725,FALSE,Cluster 3,TRUE
1,1970s,DB67_1,DB67,582499.4776775325,6387499.594470724,Cluster 3,0.13326723394431958,0.15057935930960742,0.01731212536528784,FALSE,Cluster 3,TRUE
1,1970s,DB68_1,DB68,582499.4481154357,6392499.536917151,Cluster 1,0.18769637424375527,0.2303656938127497,0.042669319568994446,FALSE,Cluster 1,TRUE
1,1970s,DB70_1,DB70,587499.5384229121,6352499.942973814,Cluster 1,0.1150830904474454,0.12551244639785794,0.010429355950412542,FALSE,Cluster 1,TRUE
1,1970s,DB71_1,DB71,587499.4899705768,6357499.898755164,Cluster 3,0.12681021746975646,0.1479387134981941,0.021128496028437638,FALSE,Cluster 3,TRUE
1,1970s,DB72_1,DB72,587499.4900431393,6362499.784009084,Cluster 2,0.08252135745356227,0.10814600057966249,0.025624643126100216,FALSE,Cluster 2,TRUE
1,1970s,DB73_1,DB73,587499.4724052523,6367499.8200299665,Cluster 3,0.11045585397163403,0.13700965748222105,0.026553803510587018,FALSE,Cluster 3,TRUE
1,1970s,DB74_1,DB74,587499.4405852477,6372499.784163884,Cluster 3,0.08596339977674528,0.14742019554429775,0.061456795767552475,FALSE,Cluster 3,TRUE
1,1970s,DB75_1,DB75,587499.4508390957,6377499.788968703,Cluster 3,0.15072446760125338,0.16536336157168724,0.014638893970433858,FALSE,Cluster 3,TRUE
1,1970s,DB77_1,DB77,587499.4197526195,6387499.582648063,Cluster 3,0.0925155172746772,0.1908768478736321,0.0983613305989549,FALSE,Cluster 3,TRUE
1,1970s,DB78_1,DB78,587499.3735523641,6392499.482754864,Cluster 3,0.12383087869994105,0.13701042783257913,0.01317954913263808,FALSE,Cluster 3,TRUE
1,1970s,DB79_1,DB79,587499.3020525747,6397499.533405255,Cluster 3,0.10919363460542858,0.215937123133889,0.10674348852846041,FALSE,Cluster 3,TRUE
1,1970s,DB80_1,DB80,592499.4685152426,6352499.8696485795,Cluster 3,0.12700147018638852,0.1666645374926117,0.03966306730622318,FALSE,Cluster 3,TRUE
1,1970s,BD26_1,BD26,462500.0396707308,6282499.770858137,Cluster 1,0.09558381268250452,0.17929795797367243,0.08371414529116791,FALSE,Cluster 1,TRUE
1,1970s,DB81_1,DB81,592499.4687914647,6357499.903263027,Cluster 3,0.13472955505232662,0.1347802398804751,5.0684828148489514e-5,TRUE,Cluster 3,TRUE
1,1970s,DB82_1,DB82,592499.4395459738,6362499.8651057985,Cluster 2,0.10471075088350723,0.12498116278432365,0.020270411900816424,FALSE,Cluster 2,TRUE
1,1970s,DB83_1,DB83,592499.43704912,6367499.867802329,Cluster 2,0.10382881314222224,0.13712196120578568,0.03329314806356344,FALSE,Cluster 2,TRUE
1,1970s,DB89_1,DB89,592499.276854376,6397499.389086184,Cluster 3,0.11633004064805309,0.13733965780553914,0.021009617157486046,FALSE,Cluster 3,TRUE
1,1970s,DC00_1,DC00,552499.7981343176,6302499.822003722,Cluster 2,0.11610534340295,0.1787145921542716,0.0626092487513216,FALSE,Cluster 2,TRUE
1,1970s,DC01_1,DC01,552499.82723216,6307499.828336293,Cluster 2,0.08224950717642436,0.09223328289693264,0.009983775720508278,TRUE,Cluster 2,TRUE
1,1970s,DC02_1,DC02,552499.7944827778,6312499.871378481,Cluster 2,0.0893753637863627,0.10411779918720757,0.01474243540084487,FALSE,Cluster 2,TRUE
1,1970s,BD27_1,BD27,462500.0084153306,6287499.80222181,Cluster 3,0.07577939086355118,0.1308075676996403,0.05502817683608913,FALSE,Cluster 3,TRUE
1,1970s,DC03_1,DC03,552499.7615257066,6317499.840557125,Cluster 3,0.09088087785052547,0.14322909143488194,0.05234821358435647,FALSE,Cluster 3,TRUE
1,1970s,DC04_1,DC04,552499.7262227507,6322499.847153073,Cluster 1,0.09895309975882847,0.11936334057871519,0.02041024081988671,FALSE,Cluster 1,TRUE
1,1970s,DC05_1,DC05,552499.6892463007,6327499.779825433,Cluster 1,0.1149824086002923,0.20251599669952838,0.08753358809923609,FALSE,Cluster 1,TRUE
1,1970s,DC10_1,DC10,557499.8206087413,6302499.8354761265,Cluster 2,0.08222006116400932,0.10845124841433862,0.026231187250329302,FALSE,Cluster 2,TRUE
1,1970s,DC11_1,DC11,557499.7664055785,6307499.841569215,Cluster 2,0.08574216751863066,0.1481387615362693,0.062396594017638626,FALSE,Cluster 2,TRUE
1,1970s,DC12_1,DC12,557499.7547180243,6312499.886004784,Cluster 3,0.07710884270249682,0.13829797323998655,0.06118913053748973,FALSE,Cluster 3,TRUE
1,1970s,DC13_1,DC13,557499.7253695964,6317499.856604637,Cluster 3,0.1274768089099339,0.18568862425450597,0.058211815344572065,FALSE,Cluster 3,TRUE
1,1970s,DC14_1,DC14,557499.73675981,6322499.865488209,Cluster 3,0.14129029412103972,0.14873120078008648,0.007440906659046759,TRUE,Cluster 3,TRUE
1,1970s,DC15_1,DC15,557499.7273178204,6327499.9117859565,Cluster 1,0.1119778185135357,0.13290095367310542,0.020923135159569714,FALSE,Cluster 1,TRUE
1,1970s,BD28_1,BD28,462500.04522956035,6292499.758577253,Cluster 3,0.09377382223680611,0.12170164331590656,0.027927821079100454,FALSE,Cluster 3,TRUE
1,1970s,DC16_1,DC16,557499.6978451451,6332499.884155993,Cluster 3,0.08161820214616157,0.10524611565672091,0.023627913510559345,FALSE,Cluster 3,TRUE
1,1970s,DC17_1,DC17,557499.7080623058,6337499.783408084,Cluster 3,0.07729686564660433,0.1145992606812081,0.037302395034603766,FALSE,Cluster 3,TRUE
1,1970s,DC18_1,DC18,557499.693518839,6342499.831295908,Cluster 1,0.05631861614298325,0.1465061243359233,0.09018750819294005,FALSE,Cluster 1,TRUE
1,1970s,DC19_1,DC19,557499.6565704292,6347499.805162802,Cluster 1,0.09740653406059278,0.12199151834731256,0.024584984286719777,FALSE,Cluster 1,TRUE
1,1970s,DC20_1,DC20,562499.7978840575,6302499.938668321,Cluster 3,0.09203353754245407,0.11443064990048557,0.022397112358031504,FALSE,Cluster 3,TRUE
1,1970s,DC21_1,DC21,562499.7828758188,6307499.956366545,Cluster 3,0.08703408726042317,0.10310595415054792,0.016071866890124756,FALSE,Cluster 3,TRUE
1,1970s,DC22_1,DC22,562499.7944753097,6312499.901183143,Cluster 3,0.0801603287362935,0.11865983269571147,0.038499503959417966,FALSE,Cluster 3,TRUE
1,1970s,DC23_1,DC23,562499.7692934149,6317499.883481737,Cluster 2,0.07428483833211381,0.15520820753747927,0.08092336920536546,FALSE,Cluster 2,TRUE
1,1970s,DC24_1,DC24,562499.7065775642,6322499.903231546,Cluster 1,0.15485555571400247,0.2630363554619672,0.10818079974796471,FALSE,Cluster 1,TRUE
1,1970s,DC25_1,DC25,562499.7284663095,6327499.850920295,Cluster 1,0.09716652463861689,0.24883820808503532,0.15167168344641843,FALSE,Cluster 1,TRUE
1,1970s,BD29_1,BD29,462500.0292985126,6297499.752303558,Cluster 3,0.11727411416080374,0.14391930691969654,0.026645192758892794,FALSE,Cluster 3,TRUE
1,1970s,DC26_1,DC26,562499.7110273131,6332499.835998577,Cluster 2,0.11247002166487154,0.16421419898211403,0.0517441773172425,FALSE,Cluster 2,TRUE
1,1970s,DC27_1,DC27,562499.653506505,6337499.858435164,Cluster 1,0.07511376089801737,0.12755013260405768,0.052436371706040305,FALSE,Cluster 1,TRUE
1,1970s,DC28_1,DC28,562499.677609729,6342499.808717862,Cluster 1,0.09720996820388869,0.10216513799042645,0.004955169786537761,TRUE,Cluster 1,TRUE
1,1970s,DC30_1,DC30,567499.8116184272,6302499.909548791,Cluster 3,0.125218302825544,0.1465877864730503,0.021369483647506293,FALSE,Cluster 3,TRUE
1,1970s,DC31_1,DC31,567499.7755507686,6307499.948179211,Cluster 3,0.09739612592331963,0.13025638050863286,0.032860254585313234,FALSE,Cluster 3,TRUE
1,1970s,DC32_1,DC32,567499.8096190846,6312499.914980982,Cluster 2,0.0737919331253784,0.09814491915577257,0.024352986030394166,FALSE,Cluster 2,TRUE
1,1970s,DC33_1,DC33,567499.7285674406,6317499.918270218,Cluster 2,0.10822035998151358,0.11429756034843079,0.00607720036691721,TRUE,Cluster 2,TRUE
1,1970s,DC34_1,DC34,567499.7138947316,6322499.9609747855,Cluster 1,0.1468903445985437,0.23613668528260154,0.08924634068405785,FALSE,Cluster 1,TRUE
1,1970s,DC35_1,DC35,567499.7056084871,6327499.930768742,Cluster 3,0.08502740790882124,0.14454310766891817,0.059515699760096935,FALSE,Cluster 3,TRUE
1,1970s,DC36_1,DC36,567499.7009201018,6332499.938928539,Cluster 3,0.08660189323293399,0.1165507009742907,0.029948807741356706,FALSE,Cluster 3,TRUE
1,1970s,DC37_1,DC37,567499.6402083595,6337499.873123914,Cluster 1,0.09900358421086562,0.16171559430925317,0.06271201009838755,FALSE,Cluster 1,TRUE
1,1970s,DC39_1,DC39,567499.6437902323,6347499.858365299,Cluster 3,0.10659182614017697,0.18649965487654496,0.079907828736368,FALSE,Cluster 3,TRUE
1,1970s,DC40_1,DC40,572499.8148650045,6302499.969526697,Cluster 2,0.13839107922698982,0.1499932218789808,0.011602142651990971,FALSE,Cluster 2,TRUE
1,1970s,DC41_1,DC41,572499.821296516,6307499.929013042,Cluster 1,0.09940559697766023,0.18957291736488974,0.09016732038722951,FALSE,Cluster 1,TRUE
1,1970s,DC42_1,DC42,572499.8176624437,6312499.927039073,Cluster 2,0.06888845796234691,0.14586844169533453,0.07697998373298762,FALSE,Cluster 2,TRUE
1,1970s,DC43_1,DC43,572499.74222273,6317499.962513002,Cluster 3,0.114420133365229,0.15224935878618656,0.03782922542095757,FALSE,Cluster 3,TRUE
1,1970s,DC45_1,DC45,572499.6797881541,6327499.928359153,Cluster 3,0.10610853622761886,0.17584116161824653,0.06973262539062768,FALSE,Cluster 3,TRUE
1,1970s,BD31_1,BD31,467500.0543298067,6257499.600372754,Cluster 3,0.07609890314705525,0.1814828619012376,0.10538395875418236,FALSE,Cluster 3,TRUE
1,1970s,DC48_1,DC48,572499.603288505,6342499.944623605,Cluster 3,0.1331012464283429,0.18537879639322852,0.05227754996488562,FALSE,Cluster 3,TRUE
1,1970s,DC49_1,DC49,572499.6280012622,6347499.879714389,Cluster 3,0.15059541234453364,0.19535014261944253,0.044754730274908894,FALSE,Cluster 3,TRUE
1,1970s,DC50_1,DC50,577499.8267759397,6302500.006971771,Cluster 2,0.18010140544199282,0.19214021600419673,0.012038810562203905,FALSE,Cluster 2,TRUE
1,1970s,DC51_1,DC51,577499.8137447787,6307500.007805302,Cluster 1,0.13219309749551345,0.16019084401362788,0.02799774651811443,FALSE,Cluster 1,TRUE
1,1970s,DC52_1,DC52,577499.834045176,6312500.04834203,Cluster 1,0.17943255485780019,0.18719621783989318,0.007763662982092995,TRUE,Cluster 1,TRUE
1,1970s,DC53_1,DC53,577499.7670313121,6317500.014979401,Cluster 2,0.12287852832293325,0.1287353490963583,0.005856820773425059,TRUE,Cluster 2,TRUE
1,1970s,BD32_1,BD32,467500.06232946395,6262499.710226541,Cluster 3,0.09041029102548082,0.20523830225558526,0.11482801123010444,FALSE,Cluster 3,TRUE
1,1970s,DC56_1,DC56,577499.6899038834,6332500.0401362395,Cluster 3,0.09339703843824018,0.14398606264797148,0.0505890242097313,FALSE,Cluster 3,TRUE
1,1970s,DC57_1,DC57,577499.6237474973,6337499.940236413,Cluster 3,0.11207717596155327,0.12234013428979561,0.010262958328242339,TRUE,Cluster 3,TRUE
1,1970s,DC58_1,DC58,577499.5821444269,6342499.991146208,Cluster 3,0.14327348017197442,0.15191801314508532,0.008644532973110908,TRUE,Cluster 3,TRUE
1,1970s,DC59_1,DC59,577499.5701581707,6347499.85890772,Cluster 3,0.0873015262241315,0.16518029914250273,0.07787877291837124,FALSE,Cluster 3,TRUE
1,1970s,DC64_1,DC64,582499.7765719168,6322500.023200316,Cluster 3,0.1430750394494413,0.1574342643930504,0.014359224943609084,FALSE,Cluster 3,TRUE
1,1970s,DC65_1,DC65,582499.6844180265,6327500.009486454,Cluster 3,0.09417980467016257,0.1474642514761871,0.05328444680602454,FALSE,Cluster 3,TRUE
1,1970s,DC69_1,DC69,582499.5463454451,6347499.907984794,Cluster 3,0.09598381228811916,0.1134478641128362,0.01746405182471704,FALSE,Cluster 3,TRUE
1,1970s,DC79_1,DC79,587499.5162126686,6347499.914135292,Cluster 3,0.08764732925290827,0.13038645561492174,0.04273912636201346,FALSE,Cluster 3,TRUE
1,1970s,DC89_1,DC89,592499.4952561076,6347499.988268283,Cluster 3,0.09806746164099832,0.15932501956900452,0.061257557928006204,FALSE,Cluster 3,TRUE
1,1970s,DD00_1,DD00,552499.8856748668,6252499.714341889,Cluster 2,0.10455446241533754,0.11106031850578091,0.0065058560904433654,TRUE,Cluster 2,TRUE
1,1970s,DD01_1,DD01,552499.8788040339,6257499.789576381,Cluster 2,0.0940457176239852,0.1744591597058392,0.080413442081854,FALSE,Cluster 2,TRUE
1,1970s,DD02_1,DD02,552499.8180619746,6262499.790504193,Cluster 1,0.1361763590495797,0.16604898345421396,0.029872624404634257,FALSE,Cluster 1,TRUE
1,1970s,DD03_1,DD03,552499.8245235039,6267499.829924205,Cluster 2,0.08262744427729764,0.09935473250472021,0.016727288227422574,FALSE,Cluster 2,TRUE
1,1970s,DD04_1,DD04,552499.8372124677,6272499.79574306,Cluster 2,0.0914666570040229,0.12042738708808996,0.028960730084067063,FALSE,Cluster 2,TRUE
1,1970s,DD05_1,DD05,552499.7926802624,6277499.7984718,Cluster 2,0.07628680828400365,0.15022729848320207,0.07394049019919842,FALSE,Cluster 2,TRUE
1,1970s,DD06_1,DD06,552499.8129379287,6282499.83961058,Cluster 2,0.10024569975403387,0.11139049423947305,0.011144794485439175,FALSE,Cluster 2,TRUE
1,1970s,DD07_1,DD07,552499.8372333928,6287499.807062139,Cluster 3,0.09514849900185246,0.11390325518254348,0.018754756180691015,FALSE,Cluster 3,TRUE
1,1970s,DD08_1,DD08,552499.8023283664,6292499.811338297,Cluster 2,0.11478138851822195,0.14506619427501052,0.030284805756788574,FALSE,Cluster 2,TRUE
1,1970s,DD09_1,DD09,552499.8297948928,6297499.853941188,Cluster 2,0.15531135629991627,0.20334578439753312,0.04803442809761685,FALSE,Cluster 2,TRUE
1,1970s,DD10_1,DD10,557499.856180533,6252499.733037651,Cluster 2,0.07689427430911293,0.12232476494772251,0.045430490638609586,FALSE,Cluster 2,TRUE
1,1970s,DD11_1,DD11,557499.8762522964,6257499.80687196,Cluster 2,0.09327400351401251,0.1588887641000137,0.0656147605860012,FALSE,Cluster 2,TRUE
1,1970s,BD35_1,BD35,467500.0749060298,6277499.704398919,Cluster 1,0.14339808322787262,0.22525866381664314,0.08186058058877052,FALSE,Cluster 1,TRUE
1,1970s,DD12_1,DD12,557499.8255147779,6262499.806363893,Cluster 2,0.0872549587158175,0.13075643448020496,0.04350147576438747,FALSE,Cluster 2,TRUE
1,1970s,DD13_1,DD13,557499.8249050891,6267499.844455846,Cluster 3,0.0871895171463482,0.1277326480606384,0.04054313091429018,FALSE,Cluster 3,TRUE
1,1970s,DD14_1,DD14,557499.8135712934,6272499.808981645,Cluster 3,0.0872058956361842,0.1301493774510902,0.04294348181490601,FALSE,Cluster 3,TRUE
1,1970s,DD16_1,DD16,557499.812499,6282499.851962599,Cluster 2,0.07020218932374926,0.14787678548555172,0.07767459616180246,FALSE,Cluster 2,TRUE
1,1970s,DD17_1,DD17,557499.8226555676,6287499.819056403,Cluster 2,0.06734626408190901,0.1454583298436302,0.07811206576172118,FALSE,Cluster 2,TRUE
1,1970s,DD18_1,DD18,557499.815944289,6292499.935076535,Cluster 2,0.0980378853900034,0.16719899838159885,0.06916111299159546,FALSE,Cluster 2,TRUE
1,1970s,DD19_1,DD19,557499.7962017705,6297499.866076322,Cluster 2,0.11040537062439423,0.1552318263164728,0.044826455692078576,FALSE,Cluster 2,TRUE
1,1970s,DD20_1,DD20,562499.8979436193,6252499.742285932,Cluster 2,0.09090099816721632,0.11791879114950658,0.027017792982290262,FALSE,Cluster 2,TRUE
1,1970s,DD21_1,DD21,562499.8222470335,6257499.8229469415,Cluster 2,0.0805460875623806,0.15508658493193134,0.07454049736955073,FALSE,Cluster 2,TRUE
1,1970s,BD36_1,BD36,467500.0370856172,6282499.739297631,Cluster 1,0.09961534123808415,0.14845416274896198,0.04883882151087783,FALSE,Cluster 1,TRUE
1,1970s,DD22_1,DD22,562499.8437607648,6262499.831936724,Cluster 3,0.10090727599714161,0.1445597852574464,0.043652509260304784,FALSE,Cluster 3,TRUE
1,1970s,DD24_1,DD24,562499.8019624483,6272499.851935544,Cluster 3,0.12862232432265186,0.14859923559519742,0.019976911272545556,FALSE,Cluster 3,TRUE
1,1970s,DD26_1,DD26,562499.825335824,6282499.914256911,Cluster 2,0.09545186513041456,0.17336678499324484,0.07791491986283028,FALSE,Cluster 2,TRUE
1,1970s,DD27_1,DD27,562499.8219761638,6287499.891081318,Cluster 3,0.0852688960489843,0.13653460728715183,0.05126571123816753,FALSE,Cluster 3,TRUE
1,1970s,DD28_1,DD28,562499.7860176418,6292499.905539777,Cluster 2,0.08243059508921631,0.11645465130389539,0.03402405621467908,FALSE,Cluster 2,TRUE
1,1970s,DD29_1,DD29,562499.8388001381,6297499.959425464,Cluster 2,0.07010113169037696,0.1415257182882644,0.07142458659788745,FALSE,Cluster 2,TRUE
1,1970s,DD30_1,DD30,567499.9045343413,6252499.740139163,Cluster 2,0.06626018778345519,0.11288534837043719,0.046625160586982003,FALSE,Cluster 2,TRUE
1,1970s,DD31_1,DD31,567499.8570273767,6257499.839340627,Cluster 1,0.08110902117778783,0.13419879859942904,0.05308977742164121,FALSE,Cluster 1,TRUE
1,1970s,BD37_1,BD37,467500.0506595336,6287499.810571126,Cluster 1,0.10273835473877699,0.1524907977392993,0.04975244300052231,FALSE,Cluster 1,TRUE
1,1970s,DD35_1,DD35,567499.839200209,6277499.844712948,Cluster 3,0.13528673132860602,0.13922739069590456,0.003940659367298538,TRUE,Cluster 3,TRUE
1,1970s,DD37_1,DD37,567499.854039139,6287499.911641263,Cluster 2,0.08238620452078069,0.11047502269645865,0.02808881817567796,FALSE,Cluster 2,TRUE
1,1970s,DD38_1,DD38,567499.8490636005,6292499.946900631,Cluster 3,0.14319101840399395,0.15665844433575588,0.013467425931761923,FALSE,Cluster 3,TRUE
1,1970s,DD39_1,DD39,567499.7951241602,6297499.908455915,Cluster 3,0.1256340934902013,0.13281721115266407,0.007183117662462768,TRUE,Cluster 3,TRUE
1,1970s,DD40_1,DD40,572499.8910228461,6252499.837507532,Cluster 1,0.1308400212487461,0.16675055259683647,0.03591053134809036,FALSE,Cluster 1,TRUE
1,1970s,DD41_1,DD41,572499.874319164,6257499.853998432,Cluster 2,0.07485385026738414,0.11188640781958674,0.0370325575522026,FALSE,Cluster 2,TRUE
1,1970s,BD38_1,BD38,467500.0539126969,6292499.807359152,Cluster 1,0.1497875801102739,0.18333408588082922,0.03354650577055532,FALSE,Cluster 1,TRUE
1,1970s,DD42_1,DD42,572499.8594056569,6262499.798046281,Cluster 3,0.10283243776773966,0.11623577286525004,0.013403335097510377,FALSE,Cluster 3,TRUE
1,1970s,DD43_1,DD43,572499.8414943474,6267499.892215765,Cluster 2,0.06771300479741296,0.10646907362170234,0.03875606882428938,FALSE,Cluster 2,TRUE
1,1970s,DD46_1,DD46,572499.840314927,6282499.96321855,Cluster 3,0.09559363438067332,0.12932146069041398,0.03372782630974065,FALSE,Cluster 3,TRUE
1,1970s,DD47_1,DD47,572499.8119906547,6287499.989774233,Cluster 2,0.08853984401256533,0.12361260300573575,0.035072758993170416,FALSE,Cluster 2,TRUE
1,1970s,DD48_1,DD48,572499.8407176494,6292499.944752331,Cluster 2,0.13079999285191,0.13882771673194472,0.008027723880034726,TRUE,Cluster 2,TRUE
1,1970s,DD49_1,DD49,572499.8623283049,6297499.938366378,Cluster 3,0.12139841235295241,0.12982995757431395,0.008431545221361539,TRUE,Cluster 3,TRUE
1,1970s,DD50_1,DD50,577499.9397466873,6252499.812573781,Cluster 2,0.0993793461935858,0.11272074626745629,0.013341400073870496,FALSE,Cluster 2,TRUE
1,1970s,DD51_1,DD51,577499.8911025693,6257499.866573606,Cluster 1,0.07516276748079724,0.12266418527065544,0.0475014177898582,FALSE,Cluster 1,TRUE
1,1970s,BD39_1,BD39,467500.0473273079,6297499.729633846,Cluster 1,0.07778924202284368,0.18850885763998107,0.11071961561713739,FALSE,Cluster 1,TRUE
