"site","lat","lon","atlas","survey"
"DG48",55.42151,10.144157,1,"DG48_1"
"DG49",55.466429,10.145457,1,"DG49_1"
"DG50",55.061386,10.212152,1,"DG50_1"
"DG51",55.106307,10.213511,1,"DG51_1"
"DG52",55.151228,10.214874,1,"DG52_1"
"DG53",55.196148,10.216241,1,"DG53_1"
"DG54",55.241069,10.217612,1,"DG54_1"
"DG55",55.285988,10.218986,1,"DG55_1"
"DG56",55.330908,10.220365,1,"DG56_1"
"DG57",55.375827,10.221747,1,"DG57_1"
"DG58",55.420746,10.223133,1,"DG58_1"
"DG59",55.465664,10.224523,1,"DG59_1"
"DG60",55.060582,10.290415,1,"DG60_1"
"DG61",55.105501,10.291862,1,"DG61_1"
"DG62",55.150421,10.293313,1,"DG62_1"
"DG63",55.19534,10.294768,1,"DG63_1"
"DG64",55.240259,10.296227,1,"DG64_1"
"DG65",55.285177,10.297691,1,"DG65_1"
"DG66",55.330096,10.299158,1,"DG66_1"
"DG67",55.375013,10.300629,1,"DG67_1"
"DG68",55.419931,10.302105,1,"DG68_1"
"DG69",55.464848,10.303584,1,"DG69_1"
"DG70",55.059727,10.368674,1,"DG70_1"
"DG71",55.104645,10.370209,1,"DG71_1"
"DG72",55.149564,10.371748,1,"DG72_1"
"DG73",55.194481,10.373291,1,"DG73_1"
"DG74",55.239399,10.374839,1,"DG74_1"
"DG75",55.284316,10.376391,1,"DG75_1"
"DG76",55.329232,10.377947,1,"DG76_1"
"DG77",55.374149,10.379507,1,"DG77_1"
"DG78",55.419065,10.381072,1,"DG78_1"
"DG79",55.46398,10.382642,1,"DG79_1"
"DG80",55.058822,10.446929,1,"DG80_1"
"DG81",55.103739,10.448552,1,"DG81_1"
"DG82",55.148656,10.450179,1,"DG82_1"
"DG83",55.193572,10.45181,1,"DG83_1"
"DG84",55.238488,10.453446,1,"DG84_1"
"DG85",55.283403,10.455086,1,"DG85_1"
"DG86",55.328318,10.456732,1,"DG86_1"
"DG87",55.373233,10.458381,1,"DG87_1"
"DG88",55.418148,10.460036,1,"DG88_1"
"DG89",55.463062,10.461695,1,"DG89_1"
"DG90",55.057867,10.52518,1,"DG90_1"
"DG91",55.102782,10.52689,1,"DG91_1"
"DG92",55.147697,10.528605,1,"DG92_1"
"DG93",55.192612,10.530324,1,"DG93_1"
"DG94",55.237526,10.532048,1,"DG94_1"
"DG95",55.28244,10.533778,1,"DG95_1"
"DG96",55.327354,10.535512,1,"DG96_1"
"DG97",55.372267,10.537251,1,"DG97_1"
"DG98",55.41718,10.538994,1,"DG98_1"
"DG99",55.462092,10.540743,1,"DG99_1"
"DH06",54.884943,9.81713,1,"DH06_1"
"DH07",54.929871,9.818039,1,"DH07_1"
"DH08",54.974798,9.818952,1,"DH08_1"
"DH09",55.019726,9.819867,1,"DH09_1"
"DH16",54.884394,9.89506,1,"DH16_1"
"DH17",54.929321,9.896057,1,"DH17_1"
"DH18",54.974248,9.897057,1,"DH18_1"
"DH19",55.019174,9.898059,1,"DH19_1"
"DH25",54.838868,9.971908,1,"DH25_1"
"DH26",54.883795,9.972988,1,"DH26_1"
"DH27",54.928721,9.974072,1,"DH27_1"
"DH28",54.973647,9.975159,1,"DH28_1"
"DH29",55.018572,9.976248,1,"DH29_1"
"DH36",54.883146,10.050913,1,"DH36_1"
"DH37",54.928071,10.052084,1,"DH37_1"
"DH38",54.972996,10.053257,1,"DH38_1"
"DH49",55.017217,10.132617,1,"DH49_1"
"DH57",54.926621,10.208097,1,"DH57_1"
"DH58",54.971543,10.209445,1,"DH58_1"
"DH59",55.016465,10.210797,1,"DH59_1"
"DH66",54.880899,10.284668,1,"DH66_1"
"DH67",54.92582,10.286099,1,"DH67_1"
"DH69",55.015662,10.288972,1,"DH69_1"
"DH75",54.83513,10.361065,1,"DH75_1"
"DH76",54.88005,10.362579,1,"DH76_1"
"DH77",54.92497,10.364096,1,"DH77_1"
"DH78",54.969889,10.365618,1,"DH78_1"
"DH79",55.014808,10.367144,1,"DH79_1"
"DH85",54.834233,10.438885,1,"DH85_1"
"DH86",54.879151,10.440485,1,"DH86_1"
"DH87",54.92407,10.442089,1,"DH87_1"
"DH88",54.968987,10.443698,1,"DH88_1"
"DH89",55.013905,10.445312,1,"DH89_1"
"DH95",54.833285,10.516701,1,"DH95_1"
"DH96",54.878202,10.518387,1,"DH96_1"
"DH97",54.923119,10.520078,1,"DH97_1"
"DH98",54.968035,10.521774,1,"DH98_1"
"DH99",55.012951,10.523475,1,"DH99_1"
"ED00",56.404109,10.659617,1,"ED00_1"
"ED01",56.449011,10.661574,1,"ED01_1"
"ED02",56.493914,10.663536,1,"ED02_1"
"ED03",56.538816,10.665505,1,"ED03_1"
"EE08",56.314302,10.65572,1,"EE08_1"
"EE09",56.359206,10.657666,1,"EE09_1"
"EB01",57.254844,10.863452,1,"EB01_1"
"EB02",57.208699,10.943916,1,"EB02_1"
"EB03",57.253588,10.946278,1,"EB03_1"
"EB04",57.298477,10.948648,1,"EB04_1"
"EB05",57.343366,10.951026,1,"EB05_1"
"EB06",57.207392,11.026635,1,"EB06_1"
"EB07",57.252278,11.029097,1,"EB07_1"
"EB08",57.297165,11.031568,1,"EB08_1"
"EB09",57.250914,11.111909,1,"EB09_1"
"EB10",57.295798,11.114482,1,"EB10_1"
"EB11",57.340682,11.117062,1,"EB11_1"
"EB12",57.294376,11.197388,1,"EB12_1"
"EB13",57.339258,11.200072,1,"EB13_1"
"EB14",57.16381,10.941561,1,"EB14_1"
"ED10",56.402999,10.740597,1,"ED10_1"
"ED11",56.4479,10.742649,1,"ED11_1"
"ED12",56.4928,10.744707,1,"ED12_1"
"ED13",56.5377,10.746772,1,"ED13_1"
"ED20",56.401836,10.821571,1,"ED20_1"
"ED21",56.446735,10.823718,1,"ED21_1"
"ED22",56.491633,10.825873,1,"ED22_1"
"ED23",56.536532,10.828033,1,"ED23_1"
"ED30",56.400621,10.902538,1,"ED30_1"
"ED31",56.445517,10.904782,1,"ED31_1"
"ED32",56.490414,10.907032,1,"ED32_1"
"ED41",56.444247,10.985839,1,"ED41_1"
"EE04",56.134685,10.647992,1,"EE04_1"
"EE05",56.17959,10.649916,1,"EE05_1"
"EE06",56.224495,10.651845,1,"EE06_1"
"EE07",56.269399,10.65378,1,"EE07_1"
"EE14",56.133587,10.728405,1,"EE14_1"
"EE15",56.17849,10.730423,1,"EE15_1"
"EE16",56.223392,10.732446,1,"EE16_1"
"EE17",56.268294,10.734475,1,"EE17_1"
"EE18",56.313196,10.73651,1,"EE18_1"
"EE19",56.358098,10.73855,1,"EE19_1"
"EE20",55.952829,10.800428,1,"EE20_1"
"EE24",56.132436,10.808813,1,"EE24_1"
"EE26",56.222237,10.813041,1,"EE26_1"
"EE27",56.267137,10.815164,1,"EE27_1"
"EE28",56.312037,10.817294,1,"EE28_1"
"EE29",56.356937,10.819429,1,"EE29_1"
"EE38",56.310826,10.898072,1,"EE38_1"
"EE39",56.355723,10.900302,1,"EE39_1"
"EE81",55.989766,11.283149,1,"EE81_1"
"EE90",55.94337,11.360495,1,"EE90_1"
"EE91",55.988257,11.36323,1,"EE91_1"
"EF00",55.505982,10.62163,1,"EF00_1"
"EF01",55.550892,10.623478,1,"EF01_1"
"EF02",55.595801,10.625332,1,"EF02_1"
"EF06",55.775435,10.632799,1,"EF06_1"
"EF07",55.820343,10.634679,1,"EF07_1"
"EF08",55.86525,10.636564,1,"EF08_1"
"EF09",55.910157,10.638455,1,"EF09_1"
"EF10",55.504908,10.700758,1,"EF10_1"
"EF11",55.549816,10.702697,1,"EF11_1"
"EF19",55.909067,10.718404,1,"EF19_1"
"EF20",55.503784,10.779881,1,"EF20_1"
"EF35",55.727126,10.869651,1,"EF35_1"
"EF44",55.680988,10.946982,1,"EF44_1"
"EF45",55.725889,10.949215,1,"EF45_1"
"EF53",55.634803,11.02413,1,"EF53_1"
"EF54",55.679702,11.026448,1,"EF54_1"
"EF55",55.7246,11.028773,1,"EF55_1"
"EF60",55.498775,11.096311,1,"EF60_1"
"EF61",55.543673,11.0987,1,"EF61_1"
"EF63",55.633467,11.103499,1,"EF63_1"
"EF64",55.678364,11.105908,1,"EF64_1"
"EF65",55.72326,11.108324,1,"EF65_1"
"EF66",55.768156,11.110747,1,"EF66_1"
"EF68",55.857946,11.115613,1,"EF68_1"
"EF69",55.902841,11.118057,1,"EF69_1"
"EF70",55.497395,11.175403,1,"EF70_1"
"EF71",55.54229,11.177882,1,"EF71_1"
"EF72",55.587185,11.180368,1,"EF72_1"
"EF73",55.63208,11.182861,1,"EF73_1"
"EF74",55.676975,11.185361,1,"EF74_1"
"EF75",55.721869,11.187868,1,"EF75_1"
"EF76",55.766762,11.190382,1,"EF76_1"
"EF78",55.856548,11.195432,1,"EF78_1"
"EF79",55.90144,11.197968,1,"EF79_1"
"EF80",55.495964,11.254487,1,"EF80_1"
"EF81",55.540857,11.257056,1,"EF81_1"
"EF82",55.58575,11.259633,1,"EF82_1"
"EF83",55.630642,11.262216,1,"EF83_1"
"EF84",55.675534,11.264807,1,"EF84_1"
"EF85",55.720426,11.267405,1,"EF85_1"
"EF86",55.765317,11.27001,1,"EF86_1"
"EF87",55.810208,11.272623,1,"EF87_1"
"EF90",55.494482,11.333564,1,"EF90_1"
"EF91",55.539372,11.336223,1,"EF91_1"
"EF92",55.584263,11.33889,1,"EF92_1"
"EF93",55.629153,11.341564,1,"EF93_1"
"EF94",55.674042,11.344245,1,"EF94_1"
"EF95",55.718931,11.346935,1,"EF95_1"
"EF96",55.76382,11.349631,1,"EF96_1"
"EF97",55.808708,11.352335,1,"EF97_1"
"EF98",55.853596,11.355047,1,"EF98_1"
"EG00",55.056861,10.603426,1,"EG00_1"
"EG01",55.101775,10.605223,1,"EG01_1"
"EG02",55.146688,10.607026,1,"EG02_1"
"EG03",55.191601,10.608833,1,"EG03_1"
"EG04",55.236514,10.610646,1,"EG04_1"
"EG05",55.281426,10.612464,1,"EG05_1"
"EG06",55.326338,10.614287,1,"EG06_1"
"EG07",55.37125,10.616115,1,"EG07_1"
"EG08",55.416161,10.617948,1,"EG08_1"
"EG09",55.461071,10.619786,1,"EG09_1"
"EG10",55.055806,10.681666,1,"EG10_1"
"EG11",55.100718,10.683551,1,"EG11_1"
"EG12",55.145629,10.685442,1,"EG12_1"
"EG13",55.19054,10.687338,1,"EG13_1"
"EG14",55.235451,10.689239,1,"EG14_1"
"EG15",55.280362,10.691145,1,"EG15_1"
"EG16",55.325272,10.693057,1,"EG16_1"
"EG17",55.370182,10.694974,1,"EG17_1"
"EG18",55.415091,10.696897,1,"EG18_1"
"EG19",55.46,10.698825,1,"EG19_1"
"EG21",55.09961,10.761875,1,"EG21_1"
"EG22",55.144519,10.763853,1,"EG22_1"
"EG23",55.189429,10.765837,1,"EG23_1"
"EG24",55.234338,10.767826,1,"EG24_1"
"EG25",55.279247,10.769821,1,"EG25_1"
"EG26",55.324155,10.771822,1,"EG26_1"
"EG27",55.369063,10.773828,1,"EG27_1"
"EG30",55.053543,10.838132,1,"EG30_1"
"EG31",55.098451,10.840192,1,"EG31_1"
"EG33",55.188267,10.84433,1,"EG33_1"
"EG34",55.233174,10.846408,1,"EG34_1"
"EG35",55.278081,10.848491,1,"EG35_1"
"EG36",55.322987,10.850581,1,"EG36_1"
"EG40",55.052337,10.916356,1,"EG40_1"
"EG41",55.097243,10.918504,1,"EG41_1"
"EG42",55.142149,10.920657,1,"EG42_1"
"EG44",55.231959,10.924983,1,"EG44_1"
"EG46",55.321768,10.929334,1,"EG46_1"
"EG67",55.364079,11.089184,1,"EG67_1"
"EG72",55.138215,11.155819,1,"EG72_1"
"EG73",55.183114,11.158242,1,"EG73_1"
"EG74",55.228012,11.160673,1,"EG74_1"
"EG76",55.317808,11.165555,1,"EG76_1"
"EG77",55.362706,11.168007,1,"EG77_1"
"EG78",55.407602,11.170465,1,"EG78_1"
"EG79",55.452499,11.17293,1,"EG79_1"
"EG83",55.181699,11.236704,1,"EG83_1"
"EG84",55.226596,11.239223,1,"EG84_1"
"EG85",55.271491,11.241749,1,"EG85_1"
"EG86",55.316387,11.244282,1,"EG86_1"
"EG87",55.361282,11.246823,1,"EG87_1"
"EG88",55.406176,11.24937,1,"EG88_1"
"EG89",55.45107,11.251925,1,"EG89_1"
"EG93",55.180235,11.315159,1,"EG93_1"
"EG94",55.225128,11.317766,1,"EG94_1"
"EG95",55.270022,11.320381,1,"EG95_1"
"EG96",55.314915,11.323002,1,"EG96_1"
"EG97",55.359807,11.325632,1,"EG97_1"
"EG98",55.404699,11.328268,1,"EG98_1"
"EG99",55.449591,11.330913,1,"EG99_1"
"EH05",54.832288,10.594512,1,"EH05_1"
"EH06",54.877204,10.596285,1,"EH06_1"
"EH07",54.922119,10.598062,1,"EH07_1"
"EH08",54.967033,10.599845,1,"EH08_1"
"EH09",55.011947,10.601633,1,"EH09_1"
"EH13",54.741413,10.668616,1,"EH13_1"
"EH14",54.786327,10.670464,1,"EH14_1"
"EH15",54.831241,10.672318,1,"EH15_1"
"EH16",54.876155,10.674177,1,"EH16_1"
"EH17",54.921068,10.676042,1,"EH17_1"
"EH18",54.965981,10.677911,1,"EH18_1"
"EH19",55.010893,10.679786,1,"EH19_1"
"EH23",54.74032,10.746244,1,"EH23_1"
"EH24",54.785232,10.748179,1,"EH24_1"
"EH25",54.830144,10.750119,1,"EH25_1"
"EH26",54.875056,10.752065,1,"EH26_1"
"EH27",54.919967,10.754016,1,"EH27_1"
"EH28",54.964878,10.755972,1,"EH28_1"
"EH36",54.873907,10.829947,1,"EH36_1"
"EH37",54.918817,10.831984,1,"EH37_1"
"EH38",54.963726,10.834028,1,"EH38_1"
"EH39",55.008635,10.836077,1,"EH39_1"
"EH49",55.00743,10.914214,1,"EH49_1"
"EH54",54.781648,10.98129,1,"EH54_1"
"EH55",54.826554,10.983489,1,"EH55_1"
"EH56",54.87146,10.985693,1,"EH56_1"
"EH57",54.916366,10.987904,1,"EH57_1"
"EH63",54.73545,11.056703,1,"EH63_1"
"EH64",54.780354,11.058982,1,"EH64_1"
"EH65",54.825258,11.061266,1,"EH65_1"
"EH66",54.870162,11.063558,1,"EH66_1"
"EH67",54.915065,11.065855,1,"EH67_1"
"EH68",54.959968,11.068159,1,"EH68_1"
"EH73",54.734108,11.134303,1,"EH73_1"
"EH74",54.77901,11.136667,1,"EH74_1"
"EH75",54.823912,11.139038,1,"EH75_1"
"EH76",54.868813,11.141415,1,"EH76_1"
"EH77",54.913714,11.143799,1,"EH77_1"
"EH78",54.958615,11.14619,1,"EH78_1"
"EH83",54.732717,11.211896,1,"EH83_1"
"EH84",54.777617,11.214346,1,"EH84_1"
"EH85",54.822516,11.216803,1,"EH85_1"
"EH86",54.867415,11.219266,1,"EH86_1"
"EH87",54.912314,11.221737,1,"EH87_1"
"EH88",54.957212,11.224214,1,"EH88_1"
"EH92",54.686378,11.286953,1,"EH92_1"
"EH93",54.731276,11.289482,1,"EH93_1"
"EH94",54.776173,11.292018,1,"EH94_1"
"EH95",54.821071,11.294561,1,"EH95_1"
"EH96",54.865967,11.297111,1,"EH96_1"
"EH97",54.910864,11.299668,1,"EH97_1"
"EH98",54.95576,11.302232,1,"EH98_1"
"FD01",56.704789,11.489686,1,"FD01_1"
"FD02",56.703133,11.571269,1,"FD02_1"
"FD03",56.746297,11.656003,1,"FD03_1"
"FE00",55.941812,11.440475,1,"FE00_1"
"FE10",55.940201,11.520447,1,"FE10_1"
"FE20",55.938539,11.600411,1,"FE20_1"
"FE30",55.936824,11.680367,1,"FE30_1"
"FE36",56.206072,11.699132,1,"FE36_1"
"FE40",55.935058,11.760314,1,"FE40_1"
"FE41",55.979931,11.763511,1,"FE41_1"
"FE50",55.93324,11.840251,1,"FE50_1"
"FE51",55.97811,11.843541,1,"FE51_1"
"FE60",55.93137,11.920179,1,"FE60_1"
"FE61",55.976237,11.923562,1,"FE61_1"
"FE62",56.021103,11.926953,1,"FE62_1"
"FE70",55.929449,12.000098,1,"FE70_1"
"FE71",55.974312,12.003572,1,"FE71_1"
"FE72",56.019175,12.007057,1,"FE72_1"
"FE73",56.064037,12.010551,1,"FE73_1"
"FE80",55.927475,12.080007,1,"FE80_1"
"FE81",55.972335,12.083574,1,"FE81_1"
"FE82",56.017195,12.08715,1,"FE82_1"
"FE83",56.062054,12.090737,1,"FE83_1"
"FE90",55.92545,12.159906,1,"FE90_1"
"FE91",55.970306,12.163565,1,"FE91_1"
"FE92",56.015162,12.167234,1,"FE92_1"
"FE93",56.060018,12.170913,1,"FE93_1"
"FE94",56.104873,12.174604,1,"FE94_1"
"FF00",55.492949,11.412634,1,"FF00_1"
"FF01",55.537837,11.415383,1,"FF01_1"
"FF02",55.582725,11.41814,1,"FF02_1"
"FF03",55.627612,11.420904,1,"FF03_1"
"FF04",55.672499,11.423676,1,"FF04_1"
"FF05",55.717385,11.426456,1,"FF05_1"
"FF06",55.762272,11.429244,1,"FF06_1"
"FF07",55.807157,11.43204,1,"FF07_1"
"FF08",55.852042,11.434844,1,"FF08_1"
"FF10",55.491365,11.491696,1,"FF10_1"
"FF11",55.53625,11.494535,1,"FF11_1"
"FF12",55.581135,11.497382,1,"FF12_1"
"FF13",55.62602,11.500237,1,"FF13_1"
"FF14",55.670904,11.5031,1,"FF14_1"
"FF15",55.715788,11.50597,1,"FF15_1"
"FF16",55.760672,11.508849,1,"FF16_1"
"FF17",55.805555,11.511737,1,"FF17_1"
"FF18",55.850437,11.514632,1,"FF18_1"
"FF19",55.895319,11.517536,1,"FF19_1"
"FF20",55.48973,11.57075,1,"FF20_1"
"FF21",55.534613,11.573679,1,"FF21_1"
"FF22",55.579495,11.576616,1,"FF22_1"
"FF23",55.624377,11.579561,1,"FF23_1"
"FF24",55.669258,11.582515,1,"FF24_1"
"FF25",55.71414,11.585476,1,"FF25_1"
"FF26",55.75902,11.588446,1,"FF26_1"
"FF27",55.8039,11.591425,1,"FF27_1"
"FF28",55.84878,11.594412,1,"FF28_1"
"FF29",55.89366,11.597407,1,"FF29_1"
"FF30",55.488044,11.649796,1,"FF30_1"
"FF31",55.532924,11.652815,1,"FF31_1"
"FF32",55.577803,11.655842,1,"FF32_1"
"FF33",55.622682,11.658877,1,"FF33_1"
"FF34",55.667561,11.661921,1,"FF34_1"
"FF35",55.712439,11.664974,1,"FF35_1"
"FF36",55.757317,11.668035,1,"FF36_1"
"FF37",55.802195,11.671105,1,"FF37_1"
"FF38",55.847072,11.674183,1,"FF38_1"
"FF39",55.891948,11.677271,1,"FF39_1"
"FF40",55.486307,11.728834,1,"FF40_1"
"FF41",55.531184,11.731942,1,"FF41_1"
"FF42",55.576061,11.735059,1,"FF42_1"
"FF43",55.620937,11.738185,1,"FF43_1"
"FF44",55.665813,11.741319,1,"FF44_1"
"FF45",55.710688,11.744463,1,"FF45_1"
"FF46",55.755563,11.747615,1,"FF46_1"
"FF47",55.800437,11.750776,1,"FF47_1"
"FF48",55.845311,11.753946,1,"FF48_1"
"FF49",55.890185,11.757125,1,"FF49_1"
"FF50",55.484519,11.807863,1,"FF50_1"
"FF51",55.529393,11.811061,1,"FF51_1"
"FF52",55.574267,11.814267,1,"FF52_1"
"FF53",55.61914,11.817483,1,"FF53_1"
"FF54",55.664013,11.820708,1,"FF54_1"
"FF55",55.708885,11.823942,1,"FF55_1"
"FF56",55.753757,11.827186,1,"FF56_1"
"FF57",55.798629,11.830438,1,"FF57_1"
"FF60",55.48268,11.886882,1,"FF60_1"
"FF61",55.527551,11.89017,1,"FF61_1"
"FF62",55.572422,11.893467,1,"FF62_1"
"FF63",55.617292,11.896773,1,"FF63_1"
"FF64",55.662162,11.900088,1,"FF64_1"
"FF65",55.707031,11.903413,1,"FF65_1"
"FF66",55.7519,11.906747,1,"FF66_1"
"FF67",55.796768,11.910091,1,"FF67_1"
"FF68",55.841636,11.913444,1,"FF68_1"
"FF69",55.886503,11.916807,1,"FF69_1"
"FF70",55.48079,11.965893,1,"FF70_1"
"FF71",55.525658,11.96927,1,"FF71_1"
"FF72",55.570526,11.972657,1,"FF72_1"
"FF73",55.615393,11.976053,1,"FF73_1"
"FF74",55.660259,11.979459,1,"FF74_1"
"FF75",55.705125,11.982875,1,"FF75_1"
"FF76",55.749991,11.9863,1,"FF76_1"
"FF77",55.794856,11.989735,1,"FF77_1"
"FF78",55.839721,11.993179,1,"FF78_1"
"FF79",55.884585,11.996634,1,"FF79_1"
"FF80",55.478849,12.044894,1,"FF80_1"
"FF81",55.523714,12.048361,1,"FF81_1"
"FF82",55.568578,12.051838,1,"FF82_1"
"FF83",55.613442,12.055324,1,"FF83_1"
"FF84",55.658305,12.05882,1,"FF84_1"
"FF85",55.703168,12.062326,1,"FF85_1"
"FF86",55.74803,12.065843,1,"FF86_1"
"FF87",55.792892,12.069369,1,"FF87_1"
"FF88",55.837754,12.072905,1,"FF88_1"
"FF89",55.882615,12.076451,1,"FF89_1"
"FF90",55.476858,12.123886,1,"FF90_1"
"FF91",55.521719,12.127442,1,"FF91_1"
"FF92",55.56658,12.131008,1,"FF92_1"
"FF93",55.61144,12.134585,1,"FF93_1"
"FF94",55.6563,12.138172,1,"FF94_1"
"FF95",55.70116,12.141768,1,"FF95_1"
"FF96",55.746019,12.145375,1,"FF96_1"
"FF97",55.790877,12.148992,1,"FF97_1"
"FF98",55.835735,12.15262,1,"FF98_1"
"FF99",55.880593,12.156258,1,"FF99_1"
"FG00",55.044043,11.385566,1,"FG00_1"
"FG03",55.178719,11.393606,1,"FG03_1"
"FG04",55.223611,11.396302,1,"FG04_1"
"FG05",55.268501,11.399005,1,"FG05_1"
"FG06",55.313392,11.401715,1,"FG06_1"
"FG07",55.358282,11.404433,1,"FG07_1"
"FG08",55.403171,11.407159,1,"FG08_1"
"FG09",55.44806,11.409893,1,"FG09_1"
"FG13",55.177154,11.472047,1,"FG13_1"
"FG14",55.222042,11.47483,1,"FG14_1"
"FG15",55.26693,11.477621,1,"FG15_1"
"FG16",55.311818,11.48042,1,"FG16_1"
"FG17",55.356706,11.483227,1,"FG17_1"
"FG18",55.401592,11.486042,1,"FG18_1"
"FG19",55.446479,11.488865,1,"FG19_1"
"FG23",55.175538,11.550479,1,"FG23_1"
"FG24",55.220424,11.55335,1,"FG24_1"
"FG25",55.265309,11.55623,1,"FG25_1"
"FG26",55.310194,11.559118,1,"FG26_1"
"FG27",55.355079,11.562014,1,"FG27_1"
"FG28",55.399963,11.564918,1,"FG28_1"
"FG29",55.444846,11.56783,1,"FG29_1"
"FG31",55.084104,11.623009,1,"FG31_1"
"FG33",55.173871,11.628903,1,"FG33_1"
"FG34",55.218754,11.631863,1,"FG34_1"
"FG35",55.263637,11.634831,1,"FG35_1"
"FG36",55.308519,11.637807,1,"FG36_1"
"FG37",55.353401,11.640792,1,"FG37_1"
"FG38",55.398282,11.643785,1,"FG38_1"
"FG39",55.443163,11.646786,1,"FG39_1"
"FG41",55.082392,11.701249,1,"FG41_1"
"FG42",55.127274,11.70428,1,"FG42_1"
"FG43",55.172154,11.707319,1,"FG43_1"
"FG44",55.217035,11.710367,1,"FG44_1"
"FG45",55.261915,11.713423,1,"FG45_1"
"FG46",55.306794,11.716488,1,"FG46_1"
"FG47",55.351673,11.719562,1,"FG47_1"
"FG48",55.396551,11.722644,1,"FG48_1"
"FG49",55.441429,11.725734,1,"FG49_1"
"FG50",55.035752,11.776372,1,"FG50_1"
"FG51",55.080631,11.779482,1,"FG51_1"
"FG52",55.125509,11.7826,1,"FG52_1"
"FG53",55.170387,11.785727,1,"FG53_1"
"FG54",55.215265,11.788863,1,"FG54_1"
"FG55",55.260141,11.792007,1,"FG55_1"
"FG56",55.305018,11.795161,1,"FG56_1"
"FG57",55.349894,11.798323,1,"FG57_1"
"FG58",55.394769,11.801494,1,"FG58_1"
"FG59",55.439644,11.804674,1,"FG59_1"
"FG60",55.033944,11.854508,1,"FG60_1"
"FG61",55.07882,11.857705,1,"FG61_1"
"FG62",55.123695,11.860911,1,"FG62_1"
"FG63",55.16857,11.864126,1,"FG63_1"
"FG64",55.213444,11.86735,1,"FG64_1"
"FG65",55.258318,11.870582,1,"FG65_1"
"FG66",55.303191,11.873824,1,"FG66_1"
"FG67",55.348064,11.877075,1,"FG67_1"
"FG68",55.392936,11.880335,1,"FG68_1"
"FG69",55.437808,11.883604,1,"FG69_1"
"FG70",55.032085,11.932636,1,"FG70_1"
"FG71",55.076958,11.93592,1,"FG71_1"
"FG72",55.12183,11.939213,1,"FG72_1"
"FG73",55.166702,11.942516,1,"FG73_1"
"FG74",55.211573,11.945828,1,"FG74_1"
"FG75",55.256444,11.949148,1,"FG75_1"
"FG76",55.301314,11.952479,1,"FG76_1"
"FG77",55.346184,11.955818,1,"FG77_1"
"FG78",55.391053,11.959167,1,"FG78_1"
"FG79",55.435922,11.962525,1,"FG79_1"
"FG80",55.030176,12.010754,1,"FG80_1"
"FG81",55.075046,12.014125,1,"FG81_1"
"FG82",55.119915,12.017506,1,"FG82_1"
"FG83",55.164783,12.020896,1,"FG83_1"
"FG84",55.209651,12.024296,1,"FG84_1"
"FG85",55.254519,12.027705,1,"FG85_1"
"FG86",55.299386,12.031124,1,"FG86_1"
"FG87",55.344252,12.034552,1,"FG87_1"
"FG88",55.389119,12.03799,1,"FG88_1"
"FG89",55.433984,12.041437,1,"FG89_1"
"FG92",55.117949,12.095789,1,"FG92_1"
"FG93",55.162814,12.099267,1,"FG93_1"
"FG94",55.207679,12.102755,1,"FG94_1"
"FG95",55.252543,12.106252,1,"FG95_1"
"FG96",55.297407,12.109759,1,"FG96_1"
"FG97",55.342271,12.113276,1,"FG97_1"
"FG98",55.387133,12.116803,1,"FG98_1"
"FG99",55.431996,12.120339,1,"FG99_1"
"FH01",54.639994,11.361839,1,"FH01_1"
"FH02",54.68489,11.364446,1,"FH02_1"
"FH03",54.729786,11.367061,1,"FH03_1"
"FH04",54.774681,11.369682,1,"FH04_1"
"FH05",54.819575,11.372311,1,"FH05_1"
"FH06",54.86447,11.374948,1,"FH06_1"
"FH07",54.909363,11.377591,1,"FH07_1"
"FH08",54.954257,11.380242,1,"FH08_1"
"FH10",54.593565,11.436554,1,"FH10_1"
"FH11",54.638459,11.43924,1,"FH11_1"
"FH12",54.683353,11.441933,1,"FH12_1"
"FH13",54.728246,11.444633,1,"FH13_1"
"FH14",54.773138,11.44734,1,"FH14_1"
"FH15",54.81803,11.450055,1,"FH15_1"
"FH16",54.862922,11.452777,1,"FH16_1"
"FH17",54.907813,11.455507,1,"FH17_1"
"FH18",54.952704,11.458245,1,"FH18_1"
"FH20",54.591983,11.513863,1,"FH20_1"
"FH21",54.636875,11.516634,1,"FH21_1"
"FH22",54.681766,11.519412,1,"FH22_1"
"FH23",54.726656,11.522197,1,"FH23_1"
"FH24",54.771546,11.52499,1,"FH24_1"
"FH25",54.816436,11.527791,1,"FH25_1"
"FH27",54.906213,11.533416,1,"FH27_1"
"FH28",54.951102,11.53624,1,"FH28_1"
"FH29",54.99599,11.539072,1,"FH29_1"
"FH31",54.635241,11.59402,1,"FH31_1"
"FH32",54.680129,11.596883,1,"FH32_1"
"FH33",54.725017,11.599754,1,"FH33_1"
"FH34",54.769904,11.602632,1,"FH34_1"
"FH35",54.814791,11.605519,1,"FH35_1"
"FH36",54.859678,11.608414,1,"FH36_1"
"FH37",54.904563,11.611317,1,"FH37_1"
"FH42",54.678443,11.674347,1,"FH42_1"
"FH43",54.723329,11.677303,1,"FH43_1"
"FH44",54.768213,11.680267,1,"FH44_1"
"FH45",54.813097,11.683239,1,"FH45_1"
"FH46",54.857981,11.68622,1,"FH46_1"
"FH47",54.902864,11.689209,1,"FH47_1"
"FH48",54.947746,11.692207,1,"FH48_1"
"FH51",54.631825,11.748769,1,"FH51_1"
