"site","lat","lon","atlas","survey"
"CC74",57.042557,9.616672,1,"CC74_1"
"CC75",57.087471,9.617417,1,"CC75_1"
"CC76",57.132385,9.618164,1,"CC76_1"
"CC77",57.177298,9.618913,1,"CC77_1"
"CC78",57.222211,9.619664,1,"CC78_1"
"CC79",57.267124,9.620418,1,"CC79_1"
"CC80",56.862469,9.695715,1,"CC80_1"
"CC81",56.907383,9.696549,1,"CC81_1"
"CC82",56.952298,9.697386,1,"CC82_1"
"CC83",56.997211,9.698225,1,"CC83_1"
"CC84",57.042125,9.699067,1,"CC84_1"
"CC85",57.087038,9.699911,1,"CC85_1"
"CC86",57.131951,9.700758,1,"CC86_1"
"CC87",57.176863,9.701607,1,"CC87_1"
"CC88",57.221776,9.702459,1,"CC88_1"
"CC89",57.266688,9.703314,1,"CC89_1"
"CC90",56.861985,9.777712,1,"CC90_1"
"CC91",56.906899,9.778645,1,"CC91_1"
"CC92",56.951813,9.77958,1,"CC92_1"
"CC93",56.996726,9.780519,1,"CC93_1"
"CC94",57.041638,9.781459,1,"CC94_1"
"CC95",57.086551,9.782403,1,"CC95_1"
"CC96",57.131463,9.78335,1,"CC96_1"
"CC97",57.176375,9.784299,1,"CC97_1"
"CC98",57.221286,9.785252,1,"CC98_1"
"CC99",57.266197,9.786207,1,"CC99_1"
"CD10",56.415148,9.120249,1,"CD10_1"
"CD11",56.460069,9.120391,1,"CD11_1"
"CD12",56.50499,9.120533,1,"CD12_1"
"CD13",56.549911,9.120676,1,"CD13_1"
"CD14",56.594831,9.120818,1,"CD14_1"
"CD15",56.639751,9.120962,1,"CD15_1"
"CD16",56.68467,9.121105,1,"CD16_1"
"CD17",56.729589,9.121249,1,"CD17_1"
"CD18",56.774508,9.121394,1,"CD18_1"
"CD20",56.415043,9.201289,1,"CD20_1"
"CD21",56.459964,9.201526,1,"CD21_1"
"CD22",56.504885,9.201764,1,"CD22_1"
"CD23",56.549805,9.202002,1,"CD23_1"
"CD24",56.594725,9.202242,1,"CD24_1"
"CD25",56.639645,9.202482,1,"CD25_1"
"CD26",56.684564,9.202723,1,"CD26_1"
"CD27",56.729483,9.202964,1,"CD27_1"
"CD28",56.774402,9.203206,1,"CD28_1"
"CD29",56.81932,9.203449,1,"CD29_1"
"CD30",56.414886,9.282327,1,"CD30_1"
"CD31",56.459806,9.28266,1,"CD31_1"
"CD32",56.504727,9.282994,1,"CD32_1"
"CD33",56.549647,9.283329,1,"CD33_1"
"CD34",56.594567,9.283664,1,"CD34_1"
"CD35",56.639486,9.284001,1,"CD35_1"
"CD36",56.684405,9.284339,1,"CD36_1"
"CD37",56.729324,9.284678,1,"CD37_1"
"CD38",56.774242,9.285017,1,"CD38_1"
"CD39",56.81916,9.285358,1,"CD39_1"
"CD40",56.414675,9.363365,1,"CD40_1"
"CD41",56.459595,9.363793,1,"CD41_1"
"CD42",56.504515,9.364223,1,"CD42_1"
"CD43",56.549435,9.364654,1,"CD43_1"
"CD44",56.594355,9.365086,1,"CD44_1"
"CD45",56.639274,9.365519,1,"CD45_1"
"CD46",56.684192,9.365954,1,"CD46_1"
"CD47",56.729111,9.36639,1,"CD47_1"
"CD48",56.774029,9.366827,1,"CD48_1"
"CD49",56.818946,9.367266,1,"CD49_1"
"CD50",56.414411,9.444401,1,"CD50_1"
"CD51",56.459331,9.444925,1,"CD51_1"
"CD52",56.504251,9.445451,1,"CD52_1"
"CD53",56.54917,9.445978,1,"CD53_1"
"CD54",56.594089,9.446506,1,"CD54_1"
"CD55",56.639008,9.447036,1,"CD55_1"
"CD56",56.683926,9.447568,1,"CD56_1"
"CD57",56.728844,9.448101,1,"CD57_1"
"CD58",56.773762,9.448636,1,"CD58_1"
"CD59",56.818679,9.449173,1,"CD59_1"
"CD60",56.414095,9.525436,1,"CD60_1"
"CD61",56.459014,9.526055,1,"CD61_1"
"CD62",56.503933,9.526677,1,"CD62_1"
"CD63",56.548852,9.5273,1,"CD63_1"
"CD64",56.59377,9.527925,1,"CD64_1"
"CD65",56.638689,9.528552,1,"CD65_1"
"CD66",56.683606,9.529181,1,"CD66_1"
"CD67",56.728524,9.529811,1,"CD67_1"
"CD68",56.773441,9.530444,1,"CD68_1"
"CD69",56.818357,9.531078,1,"CD69_1"
"CD70",56.413725,9.606469,1,"CD70_1"
"CD71",56.458644,9.607184,1,"CD71_1"
"CD72",56.503562,9.607901,1,"CD72_1"
"CD73",56.548481,9.60862,1,"CD73_1"
"CD74",56.593398,9.609342,1,"CD74_1"
"CD75",56.638316,9.610066,1,"CD75_1"
"CD76",56.683233,9.610791,1,"CD76_1"
"CD77",56.72815,9.611519,1,"CD77_1"
"CD78",56.773066,9.612249,1,"CD78_1"
"CD79",56.817982,9.612981,1,"CD79_1"
"CD80",56.413303,9.6875,1,"CD80_1"
"CD81",56.458221,9.688311,1,"CD81_1"
"CD82",56.503139,9.689124,1,"CD82_1"
"CD83",56.548056,9.689939,1,"CD83_1"
"CD84",56.592973,9.690757,1,"CD84_1"
"CD85",56.63789,9.691577,1,"CD85_1"
"CD86",56.682806,9.6924,1,"CD86_1"
"CD87",56.727723,9.693225,1,"CD87_1"
"CD88",56.772638,9.694053,1,"CD88_1"
"CD89",56.817554,9.694882,1,"CD89_1"
"CD90",56.412827,9.768529,1,"CD90_1"
"CD91",56.457745,9.769435,1,"CD91_1"
"CD92",56.502662,9.770344,1,"CD92_1"
"CD93",56.547578,9.771255,1,"CD93_1"
"CD94",56.592495,9.772169,1,"CD94_1"
"CD95",56.637411,9.773086,1,"CD95_1"
"CD96",56.682326,9.774006,1,"CD96_1"
"CD97",56.727242,9.774929,1,"CD97_1"
"CD98",56.772157,9.775854,1,"CD98_1"
"CD99",56.817071,9.776781,1,"CD99_1"
"CE10",55.965919,9.118855,1,"CE10_1"
"CE11",56.010844,9.118993,1,"CE11_1"
"CE12",56.055768,9.119131,1,"CE12_1"
"CE13",56.100691,9.11927,1,"CE13_1"
"CE14",56.145615,9.119408,1,"CE14_1"
"CE15",56.190538,9.119548,1,"CE15_1"
"CE16",56.235461,9.119687,1,"CE16_1"
"CE17",56.280383,9.119827,1,"CE17_1"
"CE18",56.325305,9.119968,1,"CE18_1"
"CE19",56.370227,9.120108,1,"CE19_1"
"CE20",55.965816,9.198954,1,"CE20_1"
"CE21",56.01074,9.199184,1,"CE21_1"
"CE22",56.055664,9.199416,1,"CE22_1"
"CE23",56.100588,9.199647,1,"CE23_1"
"CE24",56.145511,9.19988,1,"CE24_1"
"CE25",56.190434,9.200113,1,"CE25_1"
"CE26",56.235356,9.200347,1,"CE26_1"
"CE27",56.280279,9.200581,1,"CE27_1"
"CE28",56.325201,9.200817,1,"CE28_1"
"CE29",56.370122,9.201052,1,"CE29_1"
"CE30",55.965661,9.279051,1,"CE30_1"
"CE31",56.010585,9.279375,1,"CE31_1"
"CE32",56.055508,9.279699,1,"CE32_1"
"CE33",56.100432,9.280025,1,"CE33_1"
"CE34",56.145355,9.280351,1,"CE34_1"
"CE35",56.190277,9.280678,1,"CE35_1"
"CE36",56.2352,9.281006,1,"CE36_1"
"CE37",56.280122,9.281335,1,"CE37_1"
"CE38",56.325043,9.281665,1,"CE38_1"
"CE39",56.369965,9.281996,1,"CE39_1"
"CE40",55.965454,9.359148,1,"CE40_1"
"CE41",56.010377,9.359564,1,"CE41_1"
"CE42",56.055301,9.359982,1,"CE42_1"
"CE43",56.100223,9.360401,1,"CE43_1"
"CE44",56.145146,9.360821,1,"CE44_1"
"CE45",56.190068,9.361242,1,"CE45_1"
"CE46",56.23499,9.361664,1,"CE46_1"
"CE47",56.279912,9.362088,1,"CE47_1"
"CE48",56.324833,9.362512,1,"CE48_1"
"CE49",56.369754,9.362938,1,"CE49_1"
"CE50",55.965194,9.439243,1,"CE50_1"
"CE51",56.010118,9.439753,1,"CE51_1"
"CE52",56.05504,9.440264,1,"CE52_1"
"CE53",56.099963,9.440776,1,"CE53_1"
"CE54",56.144885,9.44129,1,"CE54_1"
"CE55",56.189807,9.441805,1,"CE55_1"
"CE56",56.234728,9.442321,1,"CE56_1"
"CE57",56.279649,9.442839,1,"CE57_1"
"CE58",56.32457,9.443358,1,"CE58_1"
"CE59",56.369491,9.443879,1,"CE59_1"
"CE60",55.964883,9.519337,1,"CE60_1"
"CE61",56.009806,9.51994,1,"CE61_1"
"CE62",56.054728,9.520544,1,"CE62_1"
"CE63",56.09965,9.521149,1,"CE63_1"
"CE64",56.144571,9.521757,1,"CE64_1"
"CE65",56.189493,9.522366,1,"CE65_1"
"CE66",56.234414,9.522976,1,"CE66_1"
"CE67",56.279334,9.523589,1,"CE67_1"
"CE68",56.324255,9.524203,1,"CE68_1"
"CE69",56.369175,9.524818,1,"CE69_1"
"CE70",55.96452,9.599429,1,"CE70_1"
"CE71",56.009442,9.600125,1,"CE71_1"
"CE72",56.054363,9.600822,1,"CE72_1"
"CE73",56.099284,9.601521,1,"CE73_1"
"CE74",56.144205,9.602222,1,"CE74_1"
"CE75",56.189126,9.602925,1,"CE75_1"
"CE76",56.234046,9.60363,1,"CE76_1"
"CE77",56.278967,9.604337,1,"CE77_1"
"CE78",56.323886,9.605045,1,"CE78_1"
"CE79",56.368806,9.605756,1,"CE79_1"
"CE80",55.964104,9.67952,1,"CE80_1"
"CE81",56.009026,9.680308,1,"CE81_1"
"CE82",56.053946,9.681098,1,"CE82_1"
"CE83",56.098867,9.681891,1,"CE83_1"
"CE84",56.143787,9.682685,1,"CE84_1"
"CE85",56.188707,9.683482,1,"CE85_1"
"CE86",56.233627,9.684281,1,"CE86_1"
"CE87",56.278546,9.685082,1,"CE87_1"
"CE88",56.323465,9.685886,1,"CE88_1"
"CE89",56.368384,9.686692,1,"CE89_1"
"CE90",55.963637,9.759607,1,"CE90_1"
"CE91",56.008557,9.760488,1,"CE91_1"
"CE92",56.053477,9.761372,1,"CE92_1"
"CE93",56.098397,9.762258,1,"CE93_1"
"CE94",56.143317,9.763146,1,"CE94_1"
"CE95",56.188236,9.764037,1,"CE95_1"
"CE96",56.233155,9.76493,1,"CE96_1"
"CE97",56.278073,9.765826,1,"CE97_1"
"CE98",56.322991,9.766724,1,"CE98_1"
"CE99",56.367909,9.767625,1,"CE99_1"
"CF00",55.516708,9.038316,1,"CF00_1"
"CF10",55.516657,9.1175,1,"CF10_1"
"CF11",55.561585,9.117634,1,"CF11_1"
"CF12",55.606512,9.117768,1,"CF12_1"
"CF13",55.651439,9.117903,1,"CF13_1"
"CF14",55.696366,9.118038,1,"CF14_1"
"CF15",55.741292,9.118173,1,"CF15_1"
"CF16",55.786218,9.118309,1,"CF16_1"
"CF17",55.831144,9.118445,1,"CF17_1"
"CF18",55.876069,9.118581,1,"CF18_1"
"CF19",55.920995,9.118718,1,"CF19_1"
"CF20",55.516556,9.196684,1,"CF20_1"
"CF21",55.561483,9.196908,1,"CF21_1"
"CF22",55.606411,9.197132,1,"CF22_1"
"CF23",55.651337,9.197358,1,"CF23_1"
"CF24",55.696264,9.197584,1,"CF24_1"
"CF25",55.74119,9.19781,1,"CF25_1"
"CF26",55.786116,9.198038,1,"CF26_1"
"CF27",55.831042,9.198266,1,"CF27_1"
"CF28",55.875967,9.198494,1,"CF28_1"
"CF29",55.920892,9.198724,1,"CF29_1"
"CF30",55.516403,9.275866,1,"CF30_1"
"CF31",55.561331,9.276181,1,"CF31_1"
"CF32",55.606258,9.276496,1,"CF32_1"
"CF33",55.651184,9.276812,1,"CF33_1"
"CF34",55.69611,9.277129,1,"CF34_1"
"CF35",55.741036,9.277447,1,"CF35_1"
"CF36",55.785962,9.277766,1,"CF36_1"
"CF37",55.830887,9.278086,1,"CF37_1"
"CF38",55.875812,9.278407,1,"CF38_1"
"CF39",55.920737,9.278729,1,"CF39_1"
"CF40",55.5162,9.355048,1,"CF40_1"
"CF41",55.561127,9.355453,1,"CF41_1"
"CF42",55.606053,9.355859,1,"CF42_1"
"CF43",55.650979,9.356266,1,"CF43_1"
"CF44",55.695905,9.356674,1,"CF44_1"
"CF45",55.740831,9.357083,1,"CF45_1"
"CF46",55.785756,9.357494,1,"CF46_1"
"CF47",55.830681,9.357905,1,"CF47_1"
"CF48",55.875606,9.358318,1,"CF48_1"
"CF49",55.92053,9.358733,1,"CF49_1"
"CF50",55.515945,9.434229,1,"CF50_1"
"CF51",55.560871,9.434724,1,"CF51_1"
"CF52",55.605797,9.43522,1,"CF52_1"
"CF53",55.650723,9.435718,1,"CF53_1"
"CF54",55.695649,9.436217,1,"CF54_1"
"CF55",55.740574,9.436718,1,"CF55_1"
"CF56",55.785499,9.43722,1,"CF56_1"
"CF57",55.830423,9.437724,1,"CF57_1"
"CF58",55.875347,9.438229,1,"CF58_1"
"CF59",55.920271,9.438735,1,"CF59_1"
"CF60",55.515639,9.513408,1,"CF60_1"
"CF61",55.560565,9.513993,1,"CF61_1"
"CF62",55.60549,9.51458,1,"CF62_1"
"CF63",55.650416,9.515169,1,"CF63_1"
"CF64",55.695341,9.515759,1,"CF64_1"
"CF65",55.740265,9.516351,1,"CF65_1"
"CF66",55.78519,9.516945,1,"CF66_1"
"CF67",55.830113,9.51754,1,"CF67_1"
"CF68",55.875037,9.518138,1,"CF68_1"
"CF69",55.91996,9.518737,1,"CF69_1"
"CF70",55.515281,9.592586,1,"CF70_1"
"CF71",55.560207,9.593261,1,"CF71_1"
"CF72",55.605132,9.593939,1,"CF72_1"
"CF73",55.650057,9.594618,1,"CF73_1"
"CF74",55.694981,9.595299,1,"CF74_1"
"CF75",55.739905,9.595983,1,"CF75_1"
"CF76",55.784829,9.596668,1,"CF76_1"
"CF77",55.829752,9.597356,1,"CF77_1"
"CF78",55.874675,9.598045,1,"CF78_1"
"CF79",55.919598,9.598736,1,"CF79_1"
"CF80",55.514873,9.671761,1,"CF80_1"
"CF81",55.559798,9.672527,1,"CF81_1"
"CF82",55.604722,9.673295,1,"CF82_1"
"CF83",55.649646,9.674065,1,"CF83_1"
"CF84",55.69457,9.674838,1,"CF84_1"
"CF85",55.739493,9.675612,1,"CF85_1"
"CF86",55.784416,9.676389,1,"CF86_1"
"CF87",55.829339,9.677169,1,"CF87_1"
"CF88",55.874261,9.67795,1,"CF88_1"
"CF89",55.919183,9.678734,1,"CF89_1"
"CF90",55.514414,9.750935,1,"CF90_1"
"CF91",55.559338,9.751791,1,"CF91_1"
"CF92",55.604261,9.752649,1,"CF92_1"
"CF93",55.649184,9.75351,1,"CF93_1"
"CF94",55.694107,9.754374,1,"CF94_1"
"CF95",55.73903,9.75524,1,"CF95_1"
"CF96",55.783952,9.756108,1,"CF96_1"
"CF97",55.828874,9.756979,1,"CF97_1"
"CF98",55.873795,9.757853,1,"CF98_1"
"CF99",55.918716,9.758729,1,"CF99_1"
"CG00",55.067411,9.037888,1,"CG00_1"
"CG01",55.112342,9.037931,1,"CG01_1"
"CG02",55.157273,9.037973,1,"CG02_1"
"CG03",55.202204,9.038015,1,"CG03_1"
"CG04",55.247134,9.038058,1,"CG04_1"
"CG05",55.292064,9.038101,1,"CG05_1"
"CG06",55.336993,9.038144,1,"CG06_1"
"CG07",55.381922,9.038187,1,"CG07_1"
"CG08",55.426851,9.03823,1,"CG08_1"
"CG09",55.47178,9.038273,1,"CG09_1"
"CG10",55.067361,9.116183,1,"CG10_1"
"CG11",55.112293,9.116313,1,"CG11_1"
"CG12",55.157223,9.116443,1,"CG12_1"
"CG13",55.202154,9.116574,1,"CG13_1"
"CG14",55.247084,9.116705,1,"CG14_1"
"CG15",55.292014,9.116837,1,"CG15_1"
"CG16",55.336943,9.116969,1,"CG16_1"
"CG17",55.381872,9.117101,1,"CG17_1"
"CG18",55.426801,9.117234,1,"CG18_1"
"CG19",55.471729,9.117367,1,"CG19_1"
"CG20",55.067262,9.194476,1,"CG20_1"
"CG21",55.112193,9.194694,1,"CG21_1"
"CG22",55.157123,9.194913,1,"CG22_1"
"CG23",55.202054,9.195132,1,"CG23_1"
"CG24",55.246984,9.195352,1,"CG24_1"
"CG25",55.291913,9.195572,1,"CG25_1"
"CG26",55.336842,9.195793,1,"CG26_1"
"CG27",55.381771,9.196015,1,"CG27_1"
"CG28",55.4267,9.196237,1,"CG28_1"
"CG29",55.471628,9.19646,1,"CG29_1"
"CG30",55.067112,9.27277,1,"CG30_1"
"CG31",55.112042,9.273075,1,"CG31_1"
"CG32",55.156973,9.273382,1,"CG32_1"
"CG33",55.201903,9.27369,1,"CG33_1"
"CG34",55.246832,9.273998,1,"CG34_1"
"CG35",55.291762,9.274307,1,"CG35_1"
"CG36",55.336691,9.274617,1,"CG36_1"
"CG37",55.381619,9.274928,1,"CG37_1"
"CG38",55.426548,9.27524,1,"CG38_1"
"CG39",55.471476,9.275553,1,"CG39_1"
"CG40",55.066911,9.351062,1,"CG40_1"
"CG41",55.111841,9.351456,1,"CG41_1"
"CG42",55.156772,9.351851,1,"CG42_1"
"CG43",55.201701,9.352246,1,"CG43_1"
"CG44",55.246631,9.352643,1,"CG44_1"
"CG45",55.29156,9.353041,1,"CG45_1"
"CG46",55.336488,9.353441,1,"CG46_1"
"CG47",55.381417,9.353841,1,"CG47_1"
"CG48",55.426345,9.354242,1,"CG48_1"
"CG49",55.471272,9.354645,1,"CG49_1"
"CG50",55.06666,9.429354,1,"CG50_1"
"CG51",55.11159,9.429835,1,"CG51_1"
"CG52",55.15652,9.430318,1,"CG52_1"
"CG53",55.201449,9.430802,1,"CG53_1"
"CG54",55.246378,9.431287,1,"CG54_1"
"CG55",55.291307,9.431774,1,"CG55_1"
"CG56",55.336235,9.432263,1,"CG56_1"
"CG57",55.381163,9.432752,1,"CG57_1"
"CG58",55.426091,9.433243,1,"CG58_1"
"CG59",55.471018,9.433735,1,"CG59_1"
"CG60",55.066359,9.507644,1,"CG60_1"
"CG61",55.111289,9.508213,1,"CG61_1"
"CG62",55.156218,9.508784,1,"CG62_1"
"CG63",55.201147,9.509356,1,"CG63_1"
"CG64",55.246075,9.50993,1,"CG64_1"
"CG65",55.291003,9.510506,1,"CG65_1"
"CG66",55.335931,9.511083,1,"CG66_1"
"CG67",55.380859,9.511662,1,"CG67_1"
"CG68",55.425786,9.512242,1,"CG68_1"
"CG69",55.470712,9.512824,1,"CG69_1"
"CG71",55.110937,9.586589,1,"CG71_1"
"CG73",55.200794,9.587909,1,"CG73_1"
"CG74",55.245722,9.588571,1,"CG74_1"
"CG75",55.290649,9.589236,1,"CG75_1"
"CG76",55.335576,9.589902,1,"CG76_1"
"CG77",55.380503,9.59057,1,"CG77_1"
"CG78",55.42543,9.59124,1,"CG78_1"
"CG79",55.470356,9.591912,1,"CG79_1"
"CG80",55.065607,9.664219,1,"CG80_1"
"CG83",55.20039,9.666459,1,"CG83_1"
"CG84",55.245317,9.667211,1,"CG84_1"
"CG85",55.290244,9.667964,1,"CG85_1"
"CG86",55.335171,9.668719,1,"CG86_1"
"CG88",55.425023,9.670236,1,"CG88_1"
"CG89",55.469948,9.670997,1,"CG89_1"
"CG90",55.065155,9.742503,1,"CG90_1"
"CG94",55.244862,9.745848,1,"CG94_1"
"CG95",55.289788,9.74669,1,"CG95_1"
"CG98",55.424565,9.74923,1,"CG98_1"
"CG99",55.469489,9.750081,1,"CG99_1"
"CH06",54.887683,9.037721,1,"CH06_1"
"CH07",54.932615,9.037762,1,"CH07_1"
"CH08",54.977547,9.037804,1,"CH08_1"
"CH09",55.022479,9.037846,1,"CH09_1"
"CH16",54.887634,9.115666,1,"CH16_1"
"CH17",54.932566,9.115795,1,"CH17_1"
"CH18",54.977498,9.115923,1,"CH18_1"
"CH19",55.02243,9.116053,1,"CH19_1"
"CH25",54.842602,9.193396,1,"CH25_1"
"CH26",54.887535,9.193611,1,"CH26_1"
"CH27",54.932467,9.193826,1,"CH27_1"
"CH28",54.977399,9.194042,1,"CH28_1"
"CH29",55.02233,9.194259,1,"CH29_1"
"CH34",54.79752,9.270953,1,"CH34_1"
"CH35",54.842453,9.271254,1,"CH35_1"
"CH36",54.887386,9.271555,1,"CH36_1"
"CH37",54.932318,9.271858,1,"CH37_1"
"CH38",54.977249,9.272161,1,"CH38_1"
"CH39",55.02218,9.272465,1,"CH39_1"
"CH45",54.842254,9.349111,1,"CH45_1"
"CH46",54.887187,9.349499,1,"CH46_1"
"CH47",54.932118,9.349888,1,"CH47_1"
"CH48",54.977049,9.350278,1,"CH48_1"
"CH49",55.02198,9.35067,1,"CH49_1"
"CH55",54.842006,9.426967,1,"CH55_1"
"CH56",54.886937,9.427442,1,"CH56_1"
"CH57",54.931869,9.427917,1,"CH57_1"
"CH58",54.9768,9.428395,1,"CH58_1"
"CH59",55.02173,9.428873,1,"CH59_1"
"CH65",54.841707,9.504822,1,"CH65_1"
"CH66",54.886639,9.505383,1,"CH66_1"
"CH67",54.931569,9.505946,1,"CH67_1"
"CH68",54.9765,9.50651,1,"CH68_1"
"CH69",55.02143,9.507076,1,"CH69_1"
"CH76",54.88629,9.583323,1,"CH76_1"
"CH77",54.93122,9.583972,1,"CH77_1"
"CH78",54.97615,9.584623,1,"CH78_1"
"CH79",55.021079,9.585277,1,"CH79_1"
"CH85",54.840961,9.660526,1,"CH85_1"
"CH86",54.885891,9.66126,1,"CH86_1"
"CH87",54.93082,9.661997,1,"CH87_1"
"CH88",54.975749,9.662735,1,"CH88_1"
"CH89",55.020678,9.663476,1,"CH89_1"
"CH95",54.840512,9.738375,1,"CH95_1"
"CH96",54.885442,9.739196,1,"CH96_1"
"CH97",54.930371,9.740019,1,"CH97_1"
"CH98",54.975299,9.740845,1,"CH98_1"
"CH99",55.020227,9.741673,1,"CH99_1"
"DB00",57.310561,9.870156,1,"DB00_1"
"DB01",57.355471,9.871218,1,"DB01_1"
"DB02",57.40038,9.872283,1,"DB02_1"
"DB03",57.44529,9.873351,1,"DB03_1"
"DB04",57.490198,9.874423,1,"DB04_1"
"DB05",57.535106,9.875498,1,"DB05_1"
"DC07",57.175831,9.866988,1,"DC07_1"
"DC08",57.220742,9.868041,1,"DC08_1"
"DC09",57.265652,9.869097,1,"DC09_1"
"DA80",57.753188,10.552911,1,"DA80_1"
"DA90",57.75213,10.63689,1,"DA90_1"
"DB10",57.30996,9.953144,1,"DB10_1"
"DB11",57.354869,9.954308,1,"DB11_1"
"DB12",57.399777,9.955475,1,"DB12_1"
"DB13",57.444685,9.956645,1,"DB13_1"
"DB14",57.489593,9.957819,1,"DB14_1"
"DB15",57.5345,9.958996,1,"DB15_1"
"DB16",57.579407,9.960177,1,"DB16_1"
"DB20",57.309305,10.036129,1,"DB20_1"
"DB21",57.354212,10.037394,1,"DB21_1"
"DB22",57.399119,10.038662,1,"DB22_1"
"DB23",57.444026,10.039934,1,"DB23_1"
"DB24",57.488932,10.04121,1,"DB24_1"
"DB25",57.533838,10.04249,1,"DB25_1"
"DB26",57.578744,10.043774,1,"DB26_1"
"DB30",57.308594,10.11911,1,"DB30_1"
"DB31",57.3535,10.120476,1,"DB31_1"
"DB32",57.398406,10.121846,1,"DB32_1"
"DB33",57.443311,10.12322,1,"DB33_1"
"DB34",57.488216,10.124598,1,"DB34_1"
"DB35",57.533121,10.12598,1,"DB35_1"
"DB36",57.578025,10.127367,1,"DB36_1"
"DB40",57.307829,10.202087,1,"DB40_1"
"DB41",57.352734,10.203554,1,"DB41_1"
"DB42",57.397638,10.205025,1,"DB42_1"
"DB43",57.442542,10.206501,1,"DB43_1"
"DB44",57.487446,10.207981,1,"DB44_1"
"DB45",57.532349,10.209466,1,"DB45_1"
"DB46",57.577252,10.210955,1,"DB46_1"
"DB47",57.622154,10.212448,1,"DB47_1"
"DB50",57.307009,10.285059,1,"DB50_1"
"DB51",57.351912,10.286627,1,"DB51_1"
"DB52",57.396815,10.2882,1,"DB52_1"
"DB53",57.441718,10.289778,1,"DB53_1"
"DB54",57.48662,10.29136,1,"DB54_1"
"DB55",57.531521,10.292947,1,"DB55_1"
"DB56",57.576423,10.294539,1,"DB56_1"
"DB57",57.621324,10.296135,1,"DB57_1"
"DB60",57.306134,10.368027,1,"DB60_1"
"DB61",57.351036,10.369696,1,"DB61_1"
"DB62",57.395937,10.37137,1,"DB62_1"
"DB63",57.440838,10.37305,1,"DB63_1"
"DB64",57.485739,10.374734,1,"DB64_1"
"DB65",57.530639,10.376423,1,"DB65_1"
"DB66",57.575539,10.378118,1,"DB66_1"
"DB67",57.620438,10.379817,1,"DB67_1"
"DB68",57.665337,10.381521,1,"DB68_1"
"DB70",57.305205,10.45099,1,"DB70_1"
"DB71",57.350105,10.45276,1,"DB71_1"
"DB72",57.395004,10.454536,1,"DB72_1"
"DB73",57.439904,10.456317,1,"DB73_1"
"DB74",57.484803,10.458103,1,"DB74_1"
"DB75",57.529702,10.459895,1,"DB75_1"
"DB76",57.5746,10.461692,1,"DB76_1"
"DB77",57.619497,10.463494,1,"DB77_1"
"DB78",57.664394,10.465301,1,"DB78_1"
"DB79",57.709292,10.467113,1,"DB79_1"
"DB80",57.30422,10.533947,1,"DB80_1"
"DB81",57.349119,10.535819,1,"DB81_1"
"DB82",57.394017,10.537696,1,"DB82_1"
"DB83",57.438915,10.539579,1,"DB83_1"
"DB84",57.483812,10.541467,1,"DB84_1"
"DB89",57.708291,10.550992,1,"DB89_1"
"DB94",57.482766,10.624826,1,"DB94_1"
"DB99",57.707237,10.634862,1,"DB99_1"
"DC00",56.861448,9.859706,1,"DC00_1"
"DC01",56.906361,9.860738,1,"DC01_1"
"DC02",56.951274,9.861772,1,"DC02_1"
"DC03",56.996186,9.862809,1,"DC03_1"
"DC04",57.041098,9.863849,1,"DC04_1"
"DC05",57.086009,9.864892,1,"DC05_1"
"DC06",57.13092,9.865939,1,"DC06_1"
"DC10",56.860857,9.941698,1,"DC10_1"
"DC11",56.905769,9.942827,1,"DC11_1"
"DC12",56.950681,9.94396,1,"DC12_1"
"DC13",56.995592,9.945096,1,"DC13_1"
"DC14",57.040503,9.946236,1,"DC14_1"
"DC15",57.085414,9.947379,1,"DC15_1"
"DC16",57.130324,9.948525,1,"DC16_1"
"DC17",57.175233,9.949675,1,"DC17_1"
"DC18",57.220143,9.950828,1,"DC18_1"
"DC19",57.265052,9.951984,1,"DC19_1"
"DC20",56.860213,10.023686,1,"DC20_1"
"DC21",56.905124,10.024914,1,"DC21_1"
"DC22",56.950034,10.026146,1,"DC22_1"
"DC23",56.994944,10.027381,1,"DC23_1"
"DC24",57.039854,10.028619,1,"DC24_1"
"DC25",57.084763,10.029862,1,"DC25_1"
"DC26",57.129672,10.031108,1,"DC26_1"
"DC27",57.174581,10.032357,1,"DC27_1"
"DC28",57.219489,10.033611,1,"DC28_1"
"DC29",57.264397,10.034868,1,"DC29_1"
"DC30",56.859514,10.105671,1,"DC30_1"
"DC31",56.904424,10.106997,1,"DC31_1"
"DC32",56.949333,10.108328,1,"DC32_1"
"DC33",56.994242,10.109661,1,"DC33_1"
"DC34",57.039151,10.110999,1,"DC34_1"
"DC35",57.084059,10.112341,1,"DC35_1"
"DC36",57.128967,10.113687,1,"DC36_1"
"DC37",57.173874,10.115036,1,"DC37_1"
"DC38",57.218781,10.11639,1,"DC38_1"
"DC39",57.263688,10.117748,1,"DC39_1"
"DC40",56.858762,10.187652,1,"DC40_1"
"DC41",56.90367,10.189077,1,"DC41_1"
"DC42",56.948578,10.190506,1,"DC42_1"
"DC43",56.993486,10.191938,1,"DC43_1"
"DC44",57.038393,10.193375,1,"DC44_1"
"DC45",57.0833,10.194816,1,"DC45_1"
"DC46",57.128207,10.196262,1,"DC46_1"
"DC47",57.173113,10.197711,1,"DC47_1"
"DC48",57.218019,10.199165,1,"DC48_1"
"DC49",57.262924,10.200624,1,"DC49_1"
"DC50",56.857956,10.269629,1,"DC50_1"
"DC51",56.902863,10.271152,1,"DC51_1"
"DC52",56.94777,10.27268,1,"DC52_1"
