site,survey_from,survey_to,bioregion_1,bioregion_3,atlas.x,atlas.y,variable,from,to,delta_raw,variable_label,national_mean_delta,national_median_delta,national_sd_delta,delta_relative_to_national
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,tmean_breeding,8.4504758052304,9.72027875760351,1.2698029523731087,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,1.4614237777243548
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,prec_breeding,110.841276186119,182.600153576902,71.75887739078298,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.3474438530822606
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,hh,0.702296524940808,0.694360121488591,-0.007936403452216911,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-0.2300328205396915
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,perc_urban,0.132155301016874,0.132155301016874,0,Urban,0.018701331002944264,0,0.04401874318659405,0
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,perc_cropland,0.23637365820333,0.260728326796512,0.024354668593181972,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.44010101806325047
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,perc_pasture,0.0977944026116743,0.0734397340184922,-0.024354668593182097,Pasture,-0.0030859163253946125,0,0.06411020342686834,-0.3798875575393222
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,perc_forest,0.0487093371863641,0.0487093371863641,0,Forest,0.027693910910736398,0,0.07188363908141222,0
EG85,EG85_1,EG85_3,Cluster 2,Cluster 2,1,3,perc_grass_shrub,0,0,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,tmean_breeding,8.38829612850313,9.65907891293894,1.2707827844358093,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,1.4727404864489728
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,prec_breeding,110.774391376798,182.97893371549,72.20454233869201,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.3054031116508888
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,hh,0.222746993652303,0.0682542452907258,-0.1544927483615772,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,-1.4069034581472142
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,perc_urban,0.0881035340150808,0,-0.0881035340150808,Urban,0.018701331002944264,0,0.04401874318659405,-2.001500443609049
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,perc_cropland,0.876768168772504,0.964871702787585,0.08810353401508109,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,1.0050934583713376
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,perc_pasture,0,0,0,Pasture,-0.0030859163253946125,0,0.06411020342686834,0
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
EG86,EG86_1,EG86_3,Cluster 2,Cluster 2,1,3,perc_grass_shrub,0,0,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,tmean_breeding,8.43941179688526,9.71331728726176,1.2739054903764995,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,1.5088066195228644
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,prec_breeding,107.57089805616,177.810613852383,70.239715796223,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.49075034395397393
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,hh,0.113464938298639,0.238605677751405,0.125140739452766,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.8385976923080122
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,perc_urban,0.0487093371861118,0.0487093371861118,0,Urban,0.018701331002944264,0,0.04401874318659405,0
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,perc_cropland,0.940276077496002,0.864679547892422,-0.07559652960357999,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,-0.4457448869135395
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,perc_pasture,0.00303415763740406,0.0836957348898238,0.08066157725241975,Pasture,-0.0030859163253946125,0,0.06411020342686834,1.258170664587453
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
EG87,EG87_1,EG87_3,Cluster 1,Cluster 2,1,3,perc_grass_shrub,0.00506504764883918,0,-0.00506504764883918,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,-0.05559195709446683
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,tmean_breeding,8.40743039192386,9.46278058116007,1.0553501892362096,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,-1.0154286830134809
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,prec_breeding,137.426977594278,217.862962094816,80.43598450053801,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,0.47109038005648046
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,hh,0.025091536713161,0.0643283755969646,0.039236838883803596,Land-use heterogeneity,0.062003502519162035,0.020709709646520247,0.12453054756068756,0.14877577911760576
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,perc_urban,0.0127072423651059,0.0127072423651059,0,Urban,0.018701331002944264,0,0.04401874318659405,0
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,perc_cropland,0.987292757634894,0.967004940457222,-0.02028781717767203,Cropland,-0.056888334729859956,-0.025302527806218,0.11283135998622783,0.044444298368450624
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,perc_pasture,0,0.0202878171776724,0.0202878171776724,Pasture,-0.0030859163253946125,0,0.06411020342686834,0.3164522352641585
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,perc_forest,0,0,0,Forest,0.027693910910736398,0,0.07188363908141222,0
BD85,BD85_1,BD85_3,Cluster 3,Cluster 3,1,3,perc_grass_shrub,0,0,0,Grass/Shrubland,0.012991395739266822,0,0.09111115912383148,0
EG88,EG88_1,EG88_3,Cluster 1,Cluster 1,1,3,tmean_breeding,8.44734527081195,9.71413181801271,1.266786547200761,Temperature,1.166075574822343,1.1432688239924493,0.08658277654253788,1.426585380380215
EG88,EG88_1,EG88_3,Cluster 1,Cluster 1,1,3,prec_breeding,107.945226907967,177.869871950107,69.92464504214001,Precipitation,76.22566845605704,75.44205569385801,10.600787063580594,-0.520471793143857
