"survey","coverage","site","atlas","period","species_richness","raw_species_pool_size","pct_lnd"
"CG48_1","Good","CG48","1","1970s",83,201,100
"CG49_1","Good","CG49","1","1970s",65,201,100
"CG50_1","Good","CG50","1","1970s",58,201,99.1584277425785
"CG51_1","Good","CG51","1","1970s",80,201,98.1631917676952
"CG53_1","Good","CG53","1","1970s",66,201,100
"CG54_1","Good","CG54","1","1970s",52,201,100
"CG56_1","Good","CG56","1","1970s",50,201,100
"CG57_1","Good","CG57","1","1970s",53,201,100
"CG58_1","Good","CG58","1","1970s",86,201,100
"CG59_1","Good","CG59","1","1970s",77,201,100
"CG60_1","Good","CG60","1","1970s",51,201,76.8046030132389
"CG61_1","Good","CG61","1","1970s",67,201,52.1409196559562
"CG62_1","Good","CG62","1","1970s",53,201,58.3056430612164
"CG64_1","Good","CG64","1","1970s",52,201,97.3352058305645
"CG65_1","Good","CG65","1","1970s",62,201,100
"CG66_1","Good","CG66","1","1970s",55,201,100
"CG67_1","Good","CG67","1","1970s",67,201,100
"CG68_1","Good","CG68","1","1970s",69,201,100
"CG69_1","Good","CG69","1","1970s",82,201,91.1674889131165
"CG73_1","Good","CG73","1","1970s",57,201,78.9572195756507
"CG75_1","Good","CG75","1","1970s",54,201,94.8473016073833
"CG77_1","Good","CG77","1","1970s",80,201,71.0051900328493
"CG78_1","Good","CG78","1","1970s",54,201,74.9055871154747
"CG79_1","Good","CG79","1","1970s",72,201,95.1023000414998
"CG80_1","Good","CG80","1","1970s",50,201,39.7331943091669
"CG83_1","Good","CG83","1","1970s",60,201,68.6251113675168
"CG84_1","Good","CG84","1","1970s",44,201,97.1407759693279
"CG85_1","Good","CG85","1","1970s",35,201,36.0798460262285
"CG89_1","Good","CG89","1","1970s",75,201,62.2756970943883
"CG90_1","Good","CG90","1","1970s",38,201,84.3733515730968
"CG99_1","Good","CG99","1","1970s",56,201,49.2736706314746
"CH06_1","Good","CH06","1","1970s",54,201,100
"CH16_1","Good","CH16","1","1970s",73,201,100
"CH18_1","Good","CH18","1","1970s",55,201,100
"CH26_1","Good","CH26","1","1970s",73,201,100
"CH27_1","Good","CH27","1","1970s",80,201,100
"CH28_1","Good","CH28","1","1970s",55,201,100
"CH34_1","Good","CH34","1","1970s",61,201,100
"CH35_1","Good","CH35","1","1970s",60,201,100
"CH36_1","Good","CH36","1","1970s",69,201,100
"CH37_1","Good","CH37","1","1970s",77,201,100
"CH45_1","Good","CH45","1","1970s",57,201,100
"CH46_1","Good","CH46","1","1970s",78,201,100
"CH47_1","Good","CH47","1","1970s",46,201,100
"CH48_1","Good","CH48","1","1970s",71,201,100
"CH55_1","Good","CH55","1","1970s",87,201,78.6857584092008
"CH56_1","Good","CH56","1","1970s",88,201,100
"CH57_1","Good","CH57","1","1970s",69,201,100
"CH58_1","Good","CH58","1","1970s",73,201,100
"CH59_1","Good","CH59","1","1970s",63,201,72.5486638212771
"CH65_1","Good","CH65","1","1970s",44,201,40.3016866772317
"CH66_1","Good","CH66","1","1970s",72,201,86.6698695097351
"CH67_1","Good","CH67","1","1970s",71,201,100
"CH68_1","Good","CH68","1","1970s",55,201,100
"CH76_1","Good","CH76","1","1970s",49,201,38.0357494214593
"CH77_1","Good","CH77","1","1970s",104,201,90.3801940405882
"CH78_1","Good","CH78","1","1970s",55,201,100
"CH86_1","Good","CH86","1","1970s",72,201,79.2983993075616
"CH87_1","Good","CH87","1","1970s",49,201,77.0862822775507
"CH88_1","Good","CH88","1","1970s",62,201,94.6629726327992
"CH95_1","Good","CH95","1","1970s",77,201,35.9861429734359
"CH96_1","Good","CH96","1","1970s",81,201,45.0894004803143
"CH97_1","Good","CH97","1","1970s",75,201,88.9759729646184
"CH98_1","Good","CH98","1","1970s",55,201,56.7650567507266
"CH99_1","Good","CH99","1","1970s",46,201,68.4978793406965
"DB11_1","Good","DB11","1","1970s",58,201,100
"DB14_1","Good","DB14","1","1970s",37,201,100
"DB16_1","Good","DB16","1","1970s",54,201,68.4738489270936
"DB24_1","Good","DB24","1","1970s",52,201,100
"DB25_1","Good","DB25","1","1970s",49,201,100
"DB26_1","Good","DB26","1","1970s",48,201,75.8265735949688
"DB32_1","Good","DB32","1","1970s",44,201,100
"DB33_1","Good","DB33","1","1970s",53,201,100
"DB34_1","Good","DB34","1","1970s",63,201,100
"DB35_1","Good","DB35","1","1970s",48,201,100
"DB40_1","Good","DB40","1","1970s",64,201,100
"DB43_1","Good","DB43","1","1970s",49,201,100
"DB44_1","Good","DB44","1","1970s",60,201,100
"DB45_1","Good","DB45","1","1970s",47,201,100
"DB53_1","Good","DB53","1","1970s",43,201,100
"DB54_1","Good","DB54","1","1970s",53,201,100
"DB55_1","Good","DB55","1","1970s",62,201,100
"DB60_1","Good","DB60","1","1970s",48,201,100
"DB62_1","Good","DB62","1","1970s",44,201,100
"DB64_1","Good","DB64","1","1970s",54,201,100
"DB65_1","Good","DB65","1","1970s",46,201,100
"DB68_1","Good","DB68","1","1970s",28,201,44.8797192716513
"DB70_1","Good","DB70","1","1970s",41,201,100
"DB72_1","Good","DB72","1","1970s",55,201,100
"DB74_1","Good","DB74","1","1970s",46,201,97.711342876688
"DB75_1","Good","DB75","1","1970s",47,201,44.9319404322395
"DB78_1","Good","DB78","1","1970s",50,201,80.5128080431074
"DB79_1","Good","DB79","1","1970s",35,201,37.3209101112595
"DB80_1","Good","DB80","1","1970s",29,201,50.0386849300232
"DB81_1","Good","DB81","1","1970s",38,201,33.3777511863213
"DB82_1","Good","DB82","1","1970s",55,201,27.7590016723747
"DB83_1","Good","DB83","1","1970s",67,201,51.5230378670245
"DB89_1","Good","DB89","1","1970s",62,201,62.4383355345561
"DC00_1","Good","DC00","1","1970s",74,201,100
"DC01_1","Good","DC01","1","1970s",53,201,100
"DC02_1","Good","DC02","1","1970s",51,201,100
"DC04_1","Good","DC04","1","1970s",68,201,82.2589356993454
"DC07_1","Good","DC07","1","1970s",93,201,100
"DC08_1","Good","DC08","1","1970s",90,201,100
"DC09_1","Good","DC09","1","1970s",46,201,100
"DC10_1","Good","DC10","1","1970s",53,201,100
"DC11_1","Good","DC11","1","1970s",72,201,100
"DC15_1","Good","DC15","1","1970s",56,201,89.0966632096471
"DC18_1","Good","DC18","1","1970s",53,201,100
"DC19_1","Good","DC19","1","1970s",56,201,100
"DC23_1","Good","DC23","1","1970s",76,201,100
"DC25_1","Good","DC25","1","1970s",49,201,81.8775625643873
"DC26_1","Good","DC26","1","1970s",74,201,100
"DC27_1","Good","DC27","1","1970s",54,201,100
"DC28_1","Good","DC28","1","1970s",66,201,100
"DC32_1","Good","DC32","1","1970s",57,201,100
"DC33_1","Good","DC33","1","1970s",63,201,95.0168834549084
"DC40_1","Good","DC40","1","1970s",74,201,100
"DC41_1","Good","DC41","1","1970s",58,201,100
"DC42_1","Good","DC42","1","1970s",66,201,100
"DC53_1","Good","DC53","1","1970s",58,201,76.0361843233583
"DC57_1","Good","DC57","1","1970s",49,201,100
"DC69_1","Good","DC69","1","1970s",46,201,100
"DC89_1","Good","DC89","1","1970s",42,201,68.9797278353176
"DD00_1","Good","DD00","1","1970s",44,201,100
"DD01_1","Good","DD01","1","1970s",68,201,100
"DD03_1","Good","DD03","1","1970s",49,201,100
"DD05_1","Good","DD05","1","1970s",66,201,83.8944270075288
"DD08_1","Good","DD08","1","1970s",60,201,100
"DD09_1","Good","DD09","1","1970s",81,201,100
"DD10_1","Good","DD10","1","1970s",54,201,100
"DD11_1","Good","DD11","1","1970s",78,201,100
"DD12_1","Good","DD12","1","1970s",69,201,100
"DD13_1","Good","DD13","1","1970s",42,201,100
"DD16_1","Good","DD16","1","1970s",66,201,92.6023664013214
"DD17_1","Good","DD17","1","1970s",65,201,100
"DD18_1","Good","DD18","1","1970s",69,201,100
"DD19_1","Good","DD19","1","1970s",64,201,100
"DD20_1","Good","DD20","1","1970s",52,201,100
"DD21_1","Good","DD21","1","1970s",54,201,100
"DD26_1","Good","DD26","1","1970s",70,201,64.4448669779563
"DD28_1","Good","DD28","1","1970s",53,201,100
"DD29_1","Good","DD29","1","1970s",68,201,100
"DD30_1","Good","DD30","1","1970s",63,201,100
"DD37_1","Good","DD37","1","1970s",57,201,91.4966982892208
"DD43_1","Good","DD43","1","1970s",55,201,99.5718289426022
"DD47_1","Good","DD47","1","1970s",56,201,79.4729357814585
"DD51_1","Good","DD51","1","1970s",67,201,92.1588306145469
"DD52_1","Good","DD52","1","1970s",47,201,87.3668468060065
"DD53_1","Good","DD53","1","1970s",58,201,78.4304721993488
"DD57_1","Good","DD57","1","1970s",62,201,73.7605593021301
"DD61_1","Good","DD61","1","1970s",57,201,100
"DD62_1","Good","DD62","1","1970s",55,201,100
"DD63_1","Good","DD63","1","1970s",52,201,93.5466207994595
"DD64_1","Good","DD64","1","1970s",55,201,45.2918263511844
"DD70_1","Good","DD70","1","1970s",63,201,100
"DD72_1","Good","DD72","1","1970s",48,201,100
"DD80_1","Good","DD80","1","1970s",63,201,100
"DD90_1","Good","DD90","1","1970s",40,201,100
"DD91_1","Good","DD91","1","1970s",59,201,100
"DE00_1","Good","DE00","1","1970s",64,201,100
"DE01_1","Good","DE01","1","1970s",79,201,100
"DE03_1","Good","DE03","1","1970s",57,201,100
"DE05_1","Good","DE05","1","1970s",42,201,100
"DE07_1","Good","DE07","1","1970s",70,201,100
"DE10_1","Good","DE10","1","1970s",60,201,100
"DE11_1","Good","DE11","1","1970s",60,201,100
"DE15_1","Good","DE15","1","1970s",55,201,100
"DE16_1","Good","DE16","1","1970s",53,201,100
"DE18_1","Good","DE18","1","1970s",64,201,100
"DE20_1","Good","DE20","1","1970s",65,201,100
"DE21_1","Good","DE21","1","1970s",56,201,100
"DE23_1","Good","DE23","1","1970s",63,201,100
"DE24_1","Good","DE24","1","1970s",83,201,100
"DE25_1","Good","DE25","1","1970s",64,201,100
"DE30_1","Good","DE30","1","1970s",79,201,100
"DE31_1","Good","DE31","1","1970s",53,201,100
"DE34_1","Good","DE34","1","1970s",88,201,100
"DE35_1","Good","DE35","1","1970s",42,201,100
"DE36_1","Good","DE36","1","1970s",59,201,100
"DE37_1","Good","DE37","1","1970s",69,201,100
"DE38_1","Good","DE38","1","1970s",60,201,100
"DE40_1","Good","DE40","1","1970s",81,201,100
"DE43_1","Good","DE43","1","1970s",55,201,100
"DE44_1","Good","DE44","1","1970s",87,201,100
"DE50_1","Good","DE50","1","1970s",56,201,75.292574882988
"DE51_1","Good","DE51","1","1970s",83,201,69.3754361019859
"DE52_1","Good","DE52","1","1970s",69,201,78.3188858735943
"DE53_1","Good","DE53","1","1970s",70,201,49.4253962682819
"DE55_1","Good","DE55","1","1970s",46,201,48.4601439776516
"DE66_1","Good","DE66","1","1970s",67,201,35.7309639046398
"DE67_1","Good","DE67","1","1970s",63,201,87.6495673090973
"DE68_1","Good","DE68","1","1970s",61,201,100
"DE78_1","Good","DE78","1","1970s",54,201,99.7182269714088
"DE79_1","Good","DE79","1","1970s",75,201,100
"DE84_1","Good","DE84","1","1970s",62,201,35.1543424754179
"DE86_1","Good","DE86","1","1970s",43,201,75.3756436512183
"DE87_1","Good","DE87","1","1970s",84,201,61.242966140989
"DE90_1","Good","DE90","1","1970s",44,201,60.6042271812401
"DE94_1","Good","DE94","1","1970s",47,201,31.5524768138695
"DE96_1","Good","DE96","1","1970s",64,201,82.0333801747398
"DE97_1","Good","DE97","1","1970s",75,201,100
"DE98_1","Good","DE98","1","1970s",62,201,100
"DE99_1","Good","DE99","1","1970s",48,201,100
"DF00_1","Good","DF00","1","1970s",57,201,89.0683242408657
"DF01_1","Good","DF01","1","1970s",49,201,26.2058017159447
"DF05_1","Good","DF05","1","1970s",45,201,100
"DF07_1","Good","DF07","1","1970s",72,201,99.9928997275505
"DF08_1","Good","DF08","1","1970s",38,201,95.8749272893791
"DF10_1","Good","DF10","1","1970s",48,201,43.5799219549289
"DF14_1","Good","DF14","1","1970s",71,201,54.0063024856634
"DF15_1","Good","DF15","1","1970s",65,201,100
"DF16_1","Good","DF16","1","1970s",68,201,100
"DF17_1","Good","DF17","1","1970s",65,201,74.6081199100685
"DF18_1","Good","DF18","1","1970s",76,201,70.9328282569563
"DF19_1","Good","DF19","1","1970s",56,201,100
"DF20_1","Good","DF20","1","1970s",58,201,87.8899248197605
"DF24_1","Good","DF24","1","1970s",52,201,32.7889789299617
"DF25_1","Good","DF25","1","1970s",79,201,83.5574410901051
"DF26_1","Good","DF26","1","1970s",46,201,88.4065613883705
"DF28_1","Good","DF28","1","1970s",77,201,43.3915841775848
"DF29_1","Good","DF29","1","1970s",54,201,100
"DF30_1","Good","DF30","1","1970s",60,201,100
"DF31_1","Good","DF31","1","1970s",64,201,64.2877648217631
"DF37_1","Good","DF37","1","1970s",79,201,26.5421913319952
"DF38_1","Good","DF38","1","1970s",94,201,55.4711695882563
"DF39_1","Good","DF39","1","1970s",72,201,100
"DF40_1","Good","DF40","1","1970s",62,201,100
"DF41_1","Good","DF41","1","1970s",55,201,97.8610774596184
"DF48_1","Good","DF48","1","1970s",60,201,75.8996905837873
"DF49_1","Good","DF49","1","1970s",47,201,100
"DF51_1","Good","DF51","1","1970s",54,201,100
"DF59_1","Good","DF59","1","1970s",74,201,59.3753642159204
"DF61_1","Good","DF61","1","1970s",62,201,100
"DF62_1","Good","DF62","1","1970s",62,201,67.4285239253447
"DF71_1","Good","DF71","1","1970s",53,201,100
"DF80_1","Good","DF80","1","1970s",63,201,76.3140123142021
"DF81_1","Good","DF81","1","1970s",63,201,65.4325065325543
"DF96_1","Good","DF96","1","1970s",64,201,46.1699303789047
"DF97_1","Good","DF97","1","1970s",40,201,84.0002369062102
"DG00_1","Good","DG00","1","1970s",45,201,39.4702399868395
"DG07_1","Good","DG07","1","1970s",74,201,62.7458660521922
"DG08_1","Good","DG08","1","1970s",49,201,67.4606067284632
"DG09_1","Good","DG09","1","1970s",68,201,97.2226006122527
"DG14_1","Good","DG14","1","1970s",60,201,52.7334171849607
"DG15_1","Good","DG15","1","1970s",51,201,67.6181291255582
"DG16_1","Good","DG16","1","1970s",55,201,78.1995318806875
"DG17_1","Good","DG17","1","1970s",40,201,99.8446715739899
"DG22_1","Good","DG22","1","1970s",50,201,31.842259892012
"DG23_1","Good","DG23","1","1970s",58,201,30.8461752424905
"DG24_1","Good","DG24","1","1970s",52,201,100
"DG25_1","Good","DG25","1","1970s",52,201,100
"DG27_1","Good","DG27","1","1970s",51,201,100
"DG28_1","Good","DG28","1","1970s",63,201,100
"DG29_1","Good","DG29","1","1970s",60,201,100
"DG33_1","Good","DG33","1","1970s",58,201,91.7035487078757
"DG34_1","Good","DG34","1","1970s",46,201,100
"DG35_1","Good","DG35","1","1970s",65,201,100
"DG38_1","Good","DG38","1","1970s",52,201,100
"DG41_1","Good","DG41","1","1970s",44,201,71.2525560393892
"DG42_1","Good","DG42","1","1970s",73,201,41.4674239498275
"DG43_1","Good","DG43","1","1970s",49,201,92.0382550341682
"DG44_1","Good","DG44","1","1970s",54,201,100
"DG46_1","Good","DG46","1","1970s",61,201,100
"DG47_1","Good","DG47","1","1970s",52,201,100
"DG48_1","Good","DG48","1","1970s",58,201,100
"DG49_1","Good","DG49","1","1970s",53,201,100
"DG51_1","Good","DG51","1","1970s",81,201,88.1740104933376
"DG52_1","Good","DG52","1","1970s",73,201,100
"DG53_1","Good","DG53","1","1970s",56,201,100
"DG56_1","Good","DG56","1","1970s",55,201,100
"DG57_1","Good","DG57","1","1970s",77,201,100
"DG58_1","Good","DG58","1","1970s",72,201,100
"DG59_1","Good","DG59","1","1970s",60,201,100
"DG61_1","Good","DG61","1","1970s",87,201,97.9923265305891
"DG62_1","Good","DG62","1","1970s",89,201,100
"DG63_1","Good","DG63","1","1970s",55,201,100
"DG64_1","Good","DG64","1","1970s",70,201,100
"DG67_1","Good","DG67","1","1970s",63,201,100
"DG69_1","Good","DG69","1","1970s",63,201,100
"DG71_1","Good","DG71","1","1970s",69,201,100
"DG72_1","Good","DG72","1","1970s",71,201,100
"DG73_1","Good","DG73","1","1970s",66,201,100
"DG74_1","Good","DG74","1","1970s",49,201,100
"DG75_1","Good","DG75","1","1970s",74,201,100
"DG76_1","Good","DG76","1","1970s",48,201,100
"DG77_1","Good","DG77","1","1970s",55,201,100
"DG78_1","Good","DG78","1","1970s",69,201,100
"DG79_1","Good","DG79","1","1970s",51,201,100
"DG81_1","Good","DG81","1","1970s",48,201,100
"DG83_1","Good","DG83","1","1970s",49,201,100
"DG85_1","Good","DG85","1","1970s",55,201,100
"DG86_1","Good","DG86","1","1970s",57,201,100
"DG87_1","Good","DG87","1","1970s",55,201,100
"DG88_1","Good","DG88","1","1970s",72,201,97.6514051232204
"DG89_1","Good","DG89","1","1970s",67,201,35.6656827819701
"DG90_1","Good","DG90","1","1970s",56,201,99.0952216354904
"DG91_1","Good","DG91","1","1970s",55,201,100
"DG92_1","Good","DG92","1","1970s",55,201,100
"DG94_1","Good","DG94","1","1970s",73,201,100
"DG95_1","Good","DG95","1","1970s",66,201,100
"DG96_1","Good","DG96","1","1970s",59,201,100
"DG97_1","Good","DG97","1","1970s",72,201,100
"DG98_1","Good","DG98","1","1970s",62,201,91.5383353666689
"DG99_1","Good","DG99","1","1970s",43,201,59.5252609687618
"DH06_1","Good","DH06","1","1970s",76,201,26.2665076818191
"DH07_1","Good","DH07","1","1970s",73,201,84.6169154812907
"DH08_1","Good","DH08","1","1970s",39,201,58.821813812655
"DH16_1","Good","DH16","1","1970s",86,201,50.3746482314935
"DH17_1","Good","DH17","1","1970s",84,201,98.1676952406166
"DH18_1","Good","DH18","1","1970s",60,201,98.2161883631196
"DH19_1","Good","DH19","1","1970s",64,201,59.1086735067987
"DH26_1","Good","DH26","1","1970s",53,201,70.1801069324488
"DH27_1","Good","DH27","1","1970s",69,201,100
"DH28_1","Good","DH28","1","1970s",61,201,85.8218439686241
"DH36_1","Good","DH36","1","1970s",68,201,47.3333290937519
"DH37_1","Good","DH37","1","1970s",45,201,35.9139945685139
"DH67_1","Good","DH67","1","1970s",41,201,61.1661651499696
"DH75_1","Good","DH75","1","1970s",38,201,28.320431675876
"DH76_1","Good","DH76","1","1970s",59,201,76.8331085204291
"DH85_1","Good","DH85","1","1970s",44,201,59.5499073018117
"DH86_1","Good","DH86","1","1970s",67,201,44.5362405776554
"DH98_1","Good","DH98","1","1970s",61,201,29.9231058462953
"DH99_1","Good","DH99","1","1970s",65,201,38.1133942778564
"EB03_1","Good","EB03","1","1970s",66,201,83.7991158207561
"EB04_1","Good","EB04","1","1970s",50,201,51.6454991248007
"EB06_1","Good","EB06","1","1970s",30,201,25.6472423803069
"EB07_1","Good","EB07","1","1970s",63,201,94.9494599035673
"EB08_1","Good","EB08","1","1970s",48,201,86.432964026578
"EB10_1","Good","EB10","1","1970s",50,201,53.2136230718933
"ED00_1","Good","ED00","1","1970s",72,201,100
"ED01_1","Good","ED01","1","1970s",93,201,100
"ED13_1","Good","ED13","1","1970s",58,201,42.2464186919146
"ED23_1","Good","ED23","1","1970s",64,201,33.1718020687373
"ED30_1","Good","ED30","1","1970s",56,201,73.6109358268201
"EE05_1","Good","EE05","1","1970s",55,201,43.3173729530115
"EE07_1","Good","EE07","1","1970s",57,201,100
"EE08_1","Good","EE08","1","1970s",59,201,100
"EE09_1","Good","EE09","1","1970s",50,201,100
"EE15_1","Good","EE15","1","1970s",37,201,54.7152689138832
"EE16_1","Good","EE16","1","1970s",67,201,67.9470438455257
"EE17_1","Good","EE17","1","1970s",70,201,100
"EE19_1","Good","EE19","1","1970s",56,201,100
"EE27_1","Good","EE27","1","1970s",63,201,52.0571219084988
"EE39_1","Good","EE39","1","1970s",55,201,65.5424783622665
"EF00_1","Good","EF00","1","1970s",43,201,61.8218879905937
"EF01_1","Good","EF01","1","1970s",73,201,56.956477979935
"EF02_1","Good","EF02","1","1970s",72,201,30.5801879016525
"EF06_1","Good","EF06","1","1970s",56,201,34.4333101033568
"EF07_1","Good","EF07","1","1970s",53,201,57.3205370934334
"EF08_1","Good","EF08","1","1970s",47,201,74.0642466834328
"EF09_1","Good","EF09","1","1970s",59,201,30.8007596838825
"EF10_1","Good","EF10","1","1970s",52,201,77.5058929486332
"EF11_1","Good","EF11","1","1970s",70,201,32.3020209370346
"EF45_1","Good","EF45","1","1970s",43,201,44.0870716637446
"EF54_1","Good","EF54","1","1970s",52,201,33.5592165053064
"EF55_1","Good","EF55","1","1970s",54,201,65.780857141799
"EF63_1","Good","EF63","1","1970s",43,201,67.4878417069955
"EF64_1","Good","EF64","1","1970s",57,201,86.6746320218383
"EF69_1","Good","EF69","1","1970s",42,201,30.5170054828889
"EF70_1","Good","EF70","1","1970s",55,201,62.3581741739755
"EF71_1","Good","EF71","1","1970s",72,201,88.1282037871981
"EF74_1","Good","EF74","1","1970s",71,201,99.6966385156517
"EF75_1","Good","EF75","1","1970s",83,201,35.5510108750493
"EF81_1","Good","EF81","1","1970s",70,201,100
"EF82_1","Good","EF82","1","1970s",56,201,100
"EF83_1","Good","EF83","1","1970s",61,201,100
"EF84_1","Good","EF84","1","1970s",71,201,99.9930582323784
"EF85_1","Good","EF85","1","1970s",45,201,85.1169538443992
"EF90_1","Good","EF90","1","1970s",58,201,100
"EF91_1","Good","EF91","1","1970s",70,201,100
"EF92_1","Good","EF92","1","1970s",75,201,100
"EF93_1","Good","EF93","1","1970s",80,201,100
"EF94_1","Good","EF94","1","1970s",63,201,100
"EF95_1","Good","EF95","1","1970s",63,201,100
"EG00_1","Good","EG00","1","1970s",62,201,81.6471521551656
"EG01_1","Good","EG01","1","1970s",50,201,100
"EG02_1","Good","EG02","1","1970s",52,201,100
"EG04_1","Good","EG04","1","1970s",89,201,100
"EG05_1","Good","EG05","1","1970s",59,201,100
"EG06_1","Good","EG06","1","1970s",57,201,100
"EG07_1","Good","EG07","1","1970s",59,201,100
"EG08_1","Good","EG08","1","1970s",58,201,99.2700886577149
"EG09_1","Good","EG09","1","1970s",51,201,84.2893066454876
"EG10_1","Good","EG10","1","1970s",52,201,67.7756807348255
"EG11_1","Good","EG11","1","1970s",67,201,100
"EG13_1","Good","EG13","1","1970s",75,201,100
"EG14_1","Good","EG14","1","1970s",47,201,100
"EG15_1","Good","EG15","1","1970s",54,201,100
"EG16_1","Good","EG16","1","1970s",48,201,100
"EG17_1","Good","EG17","1","1970s",68,201,100
"EG18_1","Good","EG18","1","1970s",65,201,74.9619683081493
"EG19_1","Good","EG19","1","1970s",45,201,34.7213643107285
"EG21_1","Good","EG21","1","1970s",60,201,51.8002480524712
"EG22_1","Good","EG22","1","1970s",66,201,76.7385525574608
"EG23_1","Good","EG23","1","1970s",67,201,98.6752824263287
"EG24_1","Good","EG24","1","1970s",64,201,97.836461386137
"EG25_1","Good","EG25","1","1970s",90,201,74.8468408248863
"EG26_1","Good","EG26","1","1970s",89,201,94.4997573675594
"EG27_1","Good","EG27","1","1970s",68,201,57.7446083247185
"EG30_1","Good","EG30","1","1970s",39,201,27.1187275887049
"EG40_1","Good","EG40","1","1970s",45,201,53.7826854879131
"EG41_1","Good","EG41","1","1970s",65,201,71.8994510889314
"EG42_1","Good","EG42","1","1970s",59,201,47.9610699032044
"EG76_1","Good","EG76","1","1970s",78,201,42.8188205238982
"EG77_1","Good","EG77","1","1970s",83,201,61.3121993459761
"EG84_1","Good","EG84","1","1970s",76,201,38.5567027949315
"EG85_1","Good","EG85","1","1970s",53,201,54.1640396202754
"EG86_1","Good","EG86","1","1970s",55,201,99.5298453056805
"EG87_1","Good","EG87","1","1970s",66,201,99.8761527457237
"EG88_1","Good","EG88","1","1970s",66,201,97.9060476614943
"EG89_1","Good","EG89","1","1970s",48,201,100
"EG94_1","Good","EG94","1","1970s",90,201,92.6634530431786
"EG95_1","Good","EG95","1","1970s",51,201,98.8423378607349
"EG96_1","Good","EG96","1","1970s",47,201,100
"EG97_1","Good","EG97","1","1970s",56,201,100
"EG99_1","Good","EG99","1","1970s",52,201,100
"EH08_1","Good","EH08","1","1970s",79,201,78.8757345424743
"EH09_1","Good","EH09","1","1970s",62,201,92.9710770648088
"EH13_1","Good","EH13","1","1970s",60,201,36.4915050052731
"EH14_1","Good","EH14","1","1970s",69,201,61.0399306801657
"EH15_1","Good","EH15","1","1970s",62,201,81.8891306288448
"EH16_1","Good","EH16","1","1970s",51,201,30.9480252552474
"EH17_1","Good","EH17","1","1970s",46,201,31.2683884456741
"EH23_1","Good","EH23","1","1970s",50,201,25.8268068398342
"EH24_1","Good","EH24","1","1970s",66,201,58.9041370865021
"EH25_1","Good","EH25","1","1970s",54,201,85.8426678555546
"EH26_1","Good","EH26","1","1970s",61,201,97.0454646720902
"EH27_1","Good","EH27","1","1970s",81,201,99.9989810020316
"EH37_1","Good","EH37","1","1970s",37,201,41.7522153371239
"EH38_1","Good","EH38","1","1970s",63,201,77.4420672920369
"EH39_1","Good","EH39","1","1970s",51,201,70.5325267096673
"EH49_1","Good","EH49","1","1970s",39,201,28.6505274363041
"EH54_1","Good","EH54","1","1970s",34,201,35.569869913017
"EH64_1","Good","EH64","1","1970s",48,201,96.762216901783
"EH73_1","Good","EH73","1","1970s",48,201,52.1623099528966
"EH75_1","Good","EH75","1","1970s",50,201,95.0048548990741
"EH88_1","Good","EH88","1","1970s",47,201,52.9201004889054
"EH92_1","Good","EH92","1","1970s",32,201,43.9128777223096
"EH96_1","Good","EH96","1","1970s",71,201,100
"FD02_1","Good","FD02","1","1970s",75,201,66.7862257161482
"FE00_1","Good","FE00","1","1970s",51,201,25.6921062768593
"FE10_1","Good","FE10","1","1970s",82,201,57.4591655666504
"FE20_1","Good","FE20","1","1970s",75,201,76.947433829683
"FE30_1","Good","FE30","1","1970s",102,201,65.834846331667
"FE40_1","Good","FE40","1","1970s",93,201,48.8642347304904
"FE60_1","Good","FE60","1","1970s",71,201,50.162563105579
"FE61_1","Good","FE61","1","1970s",59,201,89.4323836586423
"FE71_1","Good","FE71","1","1970s",61,201,80.3256651871222
"FE72_1","Good","FE72","1","1970s",79,201,75.134781952605
"FE80_1","Good","FE80","1","1970s",77,201,95.9607381042452
"FE81_1","Good","FE81","1","1970s",69,201,100
"FE82_1","Good","FE82","1","1970s",87,201,100
"FE83_1","Good","FE83","1","1970s",74,201,67.0721831138885
"FE90_1","Good","FE90","1","1970s",47,201,100
"FE91_1","Good","FE91","1","1970s",63,201,100
"FE92_1","Good","FE92","1","1970s",52,201,100
"FE93_1","Good","FE93","1","1970s",60,201,100
"FE94_1","Good","FE94","1","1970s",63,201,47.8419956439915
"FF00_1","Good","FF00","1","1970s",59,201,100
"FF01_1","Good","FF01","1","1970s",57,201,100
"FF03_1","Good","FF03","1","1970s",67,201,100
"FF08_1","Good","FF08","1","1970s",55,201,25.8581817708969
"FF10_1","Good","FF10","1","1970s",83,201,100
"FF11_1","Good","FF11","1","1970s",60,201,100
"FF13_1","Good","FF13","1","1970s",62,201,100
"FF14_1","Good","FF14","1","1970s",61,201,100
"FF16_1","Good","FF16","1","1970s",36,201,100
"FF18_1","Good","FF18","1","1970s",73,201,74.4883480456665
"FF19_1","Good","FF19","1","1970s",67,201,39.5116336673613
"FF20_1","Good","FF20","1","1970s",55,201,100
"FF21_1","Good","FF21","1","1970s",66,201,100
"FF22_1","Good","FF22","1","1970s",66,201,100
"FF23_1","Good","FF23","1","1970s",62,201,100
"FF24_1","Good","FF24","1","1970s",58,201,100
"FF25_1","Good","FF25","1","1970s",51,201,100
"FF26_1","Good","FF26","1","1970s",60,201,97.2913531584511
"FF27_1","Good","FF27","1","1970s",58,201,96.4887451093807
"FF28_1","Good","FF28","1","1970s",53,201,100
"FF29_1","Good","FF29","1","1970s",55,201,100
"FF30_1","Good","FF30","1","1970s",60,201,100
