bioregion,species,expected_occurrence_sum,expected_occurrence_share,n_sites,mean_predicted_probability,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,species_thermal_index,species_label
Cluster 3,Vanellus_vanellus,811.3153043892224,0.015611744320412443,879,0.9229980709775,21,cold,short-distance,Plovers,11.532605723,Vanellus vanellus
Cluster 3,Passer_montanus,788.3134376726144,0.015169130628634217,879,0.8968298494568993,22,very warm,sedentary,Passerine seedeaters,13.070887931,Passer montanus
Cluster 3,Curruca_curruca,780.8815524870688,0.01502612249023512,879,0.8883749175051977,23,cold,long-distance,Foliage gleaners,11.6399285102,Curruca curruca
Cluster 3,Cuculus_canorus,774.7887103776094,0.014908880904031922,879,0.8814433565160517,24,medium,long-distance,Cuckoos,12.1394391784,Cuculus canorus
Cluster 3,Motacilla_alba,756.8601937756096,0.01456389121171322,879,0.8610468643636059,25,medium,short-distance,Open-land insectivores,11.9859302219,Motacilla alba
Cluster 3,Hippolais_icterina,748.6805733145677,0.014406494768450101,879,0.851741266569474,26,cold,long-distance,Foliage gleaners,11.3916568563,Hippolais icterina
Cluster 3,Pica_pica,746.308806653172,0.014360856020474969,879,0.8490430109819932,27,medium,sedentary,Omnivorous corvids,12.155826028,Pica pica
Cluster 3,Emberiza_calandra,736.5154480550186,0.014172407202062028,879,0.8379015336234569,28,very warm,sedentary,Buntings,14.2313581317,Emberiza calandra
Cluster 3,Dendrocopos_major,731.3532756141984,0.014073074037942026,879,0.8320287549649584,29,medium,sedentary,Woodpeckers,12.1154284266,Dendrocopos major
Cluster 3,Corvus_cornix,722.4201176833636,0.013901177641022645,879,0.8218658904247595,30,medium,sedentary,Omnivorous corvids,12.1293990446,Corvus cornix
Cluster 3,Delichon_urbicum,720.3562852480179,0.013861464321026732,879,0.8195179581888713,31,warm,long-distance,Aerial insectivores,12.3470551373,Delichon urbicum
Cluster 3,Emberiza_schoeniclus,712.8137130376765,0.013716326286246597,879,0.8109371024319414,32,cold,sedentary and short-distance,Buntings,11.2704483494,Emberiza schoeniclus
Cluster 3,Anas_platyrhynchos,704.5894452643549,0.013558070716549976,879,0.8015807113360124,33,cold,sedentary and short-distance,Dabbling ducks,11.8110548425,Anas platyrhynchos
Cluster 3,Regulus_regulus,701.0067742055618,0.013489131126415994,879,0.7975048625774309,34,very cold,short-distance,Tit-like birds,10.8075146552,Regulus regulus
Cluster 3,Phylloscopus_collybita,694.6245324783772,0.013366320764653026,879,0.7902440642529889,35,medium,short-distance,Foliage gleaners,11.9465889491,Phylloscopus collybita
Cluster 3,Fulica_atra,688.8180149610475,0.013254588782793284,879,0.7836382422765046,36,warm,sedentary and short-distance,Rails,12.9624637063,Fulica atra
Cluster 3,Gallinula_chloropus,668.8765844398359,0.012870865570626352,879,0.7609517456653424,37,very warm,sedentary and short-distance,Rails,13.3437206998,Gallinula chloropus
Cluster 3,Poecile_palustris,640.484673156697,0.012324533882659632,879,0.7286515052977213,38,medium,sedentary,Tit-like birds,12.3251392514,Poecile palustris
Cluster 3,Anthus_trivialis,639.8647064335905,0.01231260416567298,879,0.7279461961701826,39,cold,long-distance,Low flycatching feeders,11.2439352645,Anthus trivialis
Cluster 3,Perdix_perdix,623.2197860931662,0.011992314089567534,879,0.7090099955553655,40,warm,sedentary,Gallinaceous birds,12.8463889005,Perdix perdix
Cluster 3,Luscinia_luscinia,618.8809131585317,0.011908823275912458,879,0.7040738488720497,41,cold,long-distance,Low flycatching feeders,11.8425102806,Luscinia luscinia
Cluster 3,Periparus_ater,610.4236561094095,0.011746084407326345,879,0.6944523960289073,42,medium,sedentary,Tit-like birds,11.9045668053,Periparus ater
Cluster 3,Strix_aluco,586.7495746441178,0.01129053561531263,879,0.6675194250786324,43,warm,sedentary,Owls,12.8738657057,Strix aluco
Cluster 3,Acrocephalus_scirpaceus,585.963897683917,0.011275417217132865,879,0.6666255946347179,44,very warm,long-distance,Marsh warblers,13.1524057431,Acrocephalus scirpaceus
Cluster 3,Phoenicurus_phoenicurus,584.7727046150462,0.011252495670445836,879,0.6652704261832153,45,cold,long-distance,Low flycatching feeders,11.3098485667,Phoenicurus phoenicurus
Cluster 3,Coloeus_monedula,580.2013085440636,0.011164530527595183,879,0.6600697480592306,46,warm,sedentary and short-distance,Omnivorous corvids,12.9581704982,Coloeus monedula
Cluster 3,Buteo_buteo,578.8361176532242,0.011138260825765281,879,0.6585166298671492,47,warm,sedentary and short-distance,Diurnal raptors,12.6973693303,Buteo buteo
Cluster 3,Sitta_europaea,577.4589310138562,0.011111760295602735,879,0.6569498646346487,48,warm,sedentary,Tit-like birds,12.7946675987,Sitta europaea
Cluster 3,Phylloscopus_sibilatrix,558.643109556844,0.010749696629138876,879,0.6355439244105165,49,cold,long-distance,Foliage gleaners,11.3755910555,Phylloscopus sibilatrix
Cluster 3,Garrulus_glandarius,552.3280572254126,0.010628179160116704,879,0.6283595645340303,50,warm,sedentary,Omnivorous corvids,12.466780849,Garrulus glandarius
Cluster 3,Carduelis_carduelis,539.6320488476753,0.010383876069061045,879,0.6139158689962176,51,very warm,sedentary and short-distance,Passerine seedeaters,13.4542440183,Carduelis carduelis
Cluster 3,Acrocephalus_schoenobaenus,529.3608628948838,0.010186232652136834,879,0.6022307882763183,52,cold,long-distance,Marsh warblers,11.3913898283,Acrocephalus schoenobaenus
Cluster 3,Acrocephalus_palustris,515.3499910423079,0.00991662828514767,879,0.5862912298547303,53,medium,long-distance,Marsh warblers,12.248077272,Acrocephalus palustris
Cluster 3,Pyrrhula_pyrrhula,514.8942873727422,0.009907859401907521,879,0.5857727956458955,54,very cold,short-distance,Passerine seedeaters,10.756294956,Pyrrhula pyrrhula
Cluster 3,Streptopelia_decaocto,490.43016445656417,0.009437108227950512,879,0.5579410289608239,55,warm,sedentary,Columbids,12.9162282666,Streptopelia decaocto
Cluster 3,Anthus_pratensis,485.76423136670843,0.009347323955398404,879,0.5526328001896569,56,very cold,short-distance,Open-land insectivores,9.9487726902,Anthus pratensis
Cluster 3,Riparia_riparia,482.438091018627,0.009283320660493043,879,0.5488487952430341,57,medium,long-distance,Aerial insectivores,11.9550761988,Riparia riparia
Cluster 3,Cygnus_olor,474.11907544585637,0.009123241905147244,879,0.5393846137040459,58,medium,sedentary and short-distance,Grazing waterfowl,12.1899516659,Cygnus olor
Cluster 3,Certhia_familiaris,449.6728594216798,0.008652835304770923,879,0.5115732189097608,59,cold,sedentary,Tit-like birds,11.119463211,Certhia familiaris
Cluster 3,Muscicapa_striata,419.67236219925155,0.008075550382881788,879,0.4774429604087048,60,medium,long-distance,Flycatchers,12.1492223917,Muscicapa striata
Cluster 3,Saxicola_rubetra,407.6575081486605,0.007844354412005695,879,0.4637741844694659,61,cold,long-distance,Low flycatching feeders,11.2990488425,Saxicola rubetra
Cluster 3,Gallinago_gallinago,399.74254883175234,0.007692050713932279,879,0.45476968012713576,62,very cold,short-distance,Scolopacids,10.2670472691,Gallinago gallinago
Cluster 3,Tadorna_tadorna,388.51582598029944,0.007476020366957671,879,0.4419975267125136,63,medium,short-distance,Dabbling ducks,12.0434493446,Tadorna tadorna
Cluster 3,Accipiter_nisus,375.0703423792511,0.007217295490071626,879,0.42670118586945516,64,medium,sedentary and short-distance,Diurnal raptors,11.9162821341,Accipiter nisus
Cluster 3,Aegithalos_caudatus,374.9018749409668,0.007214053753402072,879,0.426509527805423,65,warm,sedentary,Tit-like birds,12.6607518772,Aegithalos caudatus
Cluster 3,Falco_tinnunculus,371.28748460340205,0.007144503804671954,879,0.42239759340546307,66,warm,sedentary and short-distance,Diurnal raptors,12.4263636442,Falco tinnunculus
Cluster 3,Ficedula_hypoleuca,365.82111783558344,0.007039317177624373,879,0.41617874611556704,67,very cold,long-distance,Flycatchers,10.4275102213,Ficedula hypoleuca
Cluster 3,Lanius_collurio,330.11924333647266,0.006352323436197086,879,0.3755622791086151,68,warm,long-distance,Shrikes,12.6238867722,Lanius collurio
Cluster 3,Apus_apus,321.4562601543986,0.006185625880069523,879,0.36570678060796197,69,warm,long-distance,Aerial insectivores,12.4470483242,Apus apus
Cluster 3,Lophophanes_cristatus,283.8807442379223,0.00546257857155457,879,0.32295875339922897,70,cold,sedentary,Tit-like birds,11.7118025203,Lophophanes cristatus
Cluster 3,Coccothraustes_coccothraustes,263.4990603808135,0.005070383779375464,879,0.29977139975064104,71,warm,sedentary,Passerine seedeaters,12.9763477132,Coccothraustes coccothraustes
Cluster 3,Podiceps_cristatus,254.9282512543359,0.004905459883600617,879,0.2900207636568099,72,warm,short-distance,Aquatic pursuers,12.6860788894,Podiceps cristatus
Cluster 3,Turdus_viscivorus,231.12417904101815,0.004447409743083772,879,0.2629399078964939,73,medium,short-distance,Thrushes,11.9147042629,Turdus viscivorus
Cluster 3,Tringa_totanus,225.9858384608321,0.004348535163823302,879,0.2570942417074313,74,cold,short-distance,Scolopacids,11.0359375128,Tringa totanus
Cluster 3,Chroicocephalus_ridibundus,224.81317049414628,0.004325970086633713,879,0.2557601484575043,75,cold,short-distance,Gulls,11.0679667544,Chroicocephalus ridibundus
Cluster 3,Oenanthe_oenanthe,219.2728205657049,0.0042193598377446495,879,0.24945713374937986,76,cold,long-distance,Low flycatching feeders,11.6202368597,Oenanthe oenanthe
Cluster 3,Corvus_frugilegus,217.74600245407822,0.0041899800222111126,879,0.2477201393106692,77,warm,sedentary,Omnivorous corvids,12.7340640684,Corvus frugilegus
Cluster 3,Motacilla_flava,201.67309150471306,0.003880696843564372,879,0.22943468885632884,78,medium,long-distance,Open-land insectivores,12.136968586,Motacilla flava
Cluster 3,Tachybaptus_ruficollis,188.21395612633836,0.0036217092721919975,879,0.21412281698104477,79,very warm,sedentary and short-distance,Aquatic pursuers,13.4633891991,Tachybaptus ruficollis
Cluster 3,Asio_otus,187.76280990129646,0.00361302808563189,879,0.21360956757826674,80,medium,sedentary,Owls,12.2940439872,Asio otus
Cluster 3,Podiceps_grisegena,182.33962253133,0.0035086723386571123,879,0.20743984360788398,81,medium,short-distance,Aquatic pursuers,11.9386619385,Podiceps grisegena
Cluster 3,Scolopax_rusticola,182.0222705830602,0.0035025656900469237,879,0.20707880612407303,82,very cold,sedentary and short-distance,Scolopacids,10.6010955955,Scolopax rusticola
Cluster 3,Picus_viridis,175.9805662944325,0.003386308123964644,879,0.2002054224054977,83,warm,sedentary,Woodpeckers,12.9413688865,Picus viridis
Cluster 3,Haematopus_ostralegus,172.77361878764157,0.003324598398714613,879,0.1965570179609119,84,very cold,short-distance,Plovers,10.4739718085,Haematopus ostralegus
Cluster 3,Pernis_apivorus,153.62713799335677,0.0029561720160506152,879,0.17477490101633306,85,medium,long-distance,Diurnal raptors,11.9608484505,Pernis apivorus
Cluster 3,Oriolus_oriolus,147.47176221772716,0.002837727125038072,879,0.16777219819991712,86,very warm,long-distance,Orioles,13.4707159049,Oriolus oriolus
Cluster 3,Astur_gentilis,145.2006967447412,0.0027940261208694583,879,0.16518850596671356,87,cold,sedentary,Diurnal raptors,11.8007973825,Astur gentilis
Cluster 3,Anser_anser,137.60088010193826,0.0026477865594220448,879,0.15654252571324034,88,cold,sedentary and short-distance,Grazing waterfowl,11.1956416463,Anser anser
Cluster 3,Rallus_aquaticus,136.46425443143312,0.002625915026542109,879,0.1552494362132345,89,very warm,sedentary and short-distance,Rails,13.3215188918,Rallus aquaticus
Cluster 3,Athene_noctua,131.3448160271746,0.0025274041726250215,879,0.14942527420611446,90,very warm,sedentary,Owls,14.2083192272,Athene noctua
Cluster 3,Charadrius_hiaticula,130.46688143423174,0.002510510505858329,879,0.14842648627330118,91,very cold,short-distance,Plovers,8.2214626932,Charadrius hiaticula
Cluster 3,Locustella_naevia,123.34817346630112,0.0023735286837655222,879,0.14032784239624702,92,cold,long-distance,Marsh warblers,11.7684221003,Locustella naevia
Cluster 3,Corvus_corax,103.59808636799588,0.001993487399672233,879,0.11785902886006357,93,cold,sedentary,Omnivorous corvids,11.7378412998,Corvus corax
Cluster 3,Mergus_serrator,100.70211671522176,0.0019377616694484959,879,0.11456441036999063,94,very cold,short-distance,Aquatic pursuers,7.3724850113,Mergus serrator
Cluster 3,Phoenicurus_ochruros,86.5690577114237,0.001665806114759801,879,0.09848584495042514,95,very warm,sedentary and short-distance,Low flycatching feeders,13.2394438706,Phoenicurus ochruros
Cluster 3,Corvus_corone,83.75698430514824,0.0016116947590495154,879,0.09528667156444623,96,medium,sedentary,Omnivorous corvids,12.1293990446,Corvus corone
Cluster 3,Motacilla_cinerea,82.28381044739798,0.0015833471937043422,879,0.0936107058559704,97,warm,sedentary and short-distance,Open-land insectivores,12.9122079488,Motacilla cinerea
Cluster 3,Alcedo_atthis,81.97021211322526,0.0015773127740577196,879,0.09325393869536434,98,very warm,sedentary,Kingfishers,13.5319163712,Alcedo atthis
Cluster 3,Jynx_torquilla,78.35704879942591,0.0015077864363468902,879,0.08914340022687817,99,medium,short-distance,Woodpeckers,11.8812540667,Jynx torquilla
Cluster 3,Spinus_spinus,75.89096288035341,0.0014603327489426906,879,0.08633784172963983,100,very cold,sedentary and short-distance,Passerine seedeaters,10.2425165856,Spinus spinus
Cluster 3,Larus_canus,74.78267223384617,0.0014390064530964643,879,0.0850769877518159,101,very cold,sedentary and short-distance,Gulls,8.5740563147,Larus canus
Cluster 3,Charadrius_dubius,73.12713370380442,0.001407149733392328,879,0.08319355370171151,102,warm,short-and long-distance,Plovers,12.7729324864,Charadrius dubius
Cluster 3,Anas_crecca,72.58271810064133,0.001396673809722894,879,0.08257419579140084,103,very cold,short-distance,Dabbling ducks,10.071290709,Anas crecca
Cluster 3,Loxia_curvirostra,69.88149833509533,0.0013446955565027162,879,0.07950113576233826,104,very cold,sedentary and short-distance,Passerine seedeaters,10.4943181045,Loxia curvirostra
Cluster 3,Ardea_cinerea,66.26814511309576,0.0012751655644811025,879,0.07539038124356741,105,warm,sedentary and short-distance,Wading birds,12.6943991523,Ardea cinerea
Cluster 3,Caprimulgus_europaeus,65.23313983081268,0.001255249463120924,879,0.07421290083141374,106,very warm,long-distance,Nigthjars,13.110333547,Caprimulgus europaeus
Cluster 3,Aythya_fuligula,64.07602831803966,0.001232983731179361,879,0.07289650548127379,107,very cold,short-distance,Diving ducks,10.1385920012,Aythya fuligula
Cluster 3,Aythya_ferina,63.48749361647672,0.0012216588452382436,879,0.07222695519508159,108,warm,short-distance,Diving ducks,12.445391892,Aythya ferina
Cluster 3,Dryocopus_martius,55.415678850245335,0.0010663368543299108,879,0.06304400324259993,109,cold,sedentary,Woodpeckers,11.1193962821,Dryocopus martius
Cluster 3,Spatula_clypeata,47.781047030826294,9.194273614355491e-4,879,0.05435841527966586,110,cold,short-distance,Dabbling ducks,11.7556216717,Spatula clypeata
Cluster 3,Larus_argentatus,43.99048881623939,8.464875002525781e-4,879,0.05004606236204709,111,very cold,sedentary and short-distance,Gulls,9.0583381929,Larus argentatus
Cluster 3,Circus_aeruginosus,43.417213306631126,8.35456239492748e-4,879,0.049393871793664536,112,very warm,short-and long-distance,Diurnal raptors,13.2259231132,Circus aeruginosus
Cluster 3,Crex_crex,43.171572426869204,8.307294919647062e-4,879,0.04911441686788305,113,medium,long-distance,Rails,11.9688491073,Crex crex
Cluster 3,Tyto_alba,40.864295188831015,7.863316824796789e-4,879,0.0464895280874073,114,very warm,sedentary,Owls,13.9906366009,Tyto alba
Cluster 3,Lullula_arborea,39.87526658776266,7.673002879504233e-4,879,0.04536435334216457,115,very warm,short-distance,Open-land insectivores,13.4719748078,Lullula arborea
Cluster 3,Columba_oenas,38.7648922250032,7.459338961696203e-4,879,0.044101128811152676,116,warm,short-distance,Columbids,12.4358174295,Columba oenas
Cluster 3,Recurvirostra_avosetta,35.77528323119921,6.884063098209196e-4,879,0.040699980922865996,117,very warm,short-and long-distance,Plovers,14.5831200661,Recurvirostra avosetta
Cluster 3,Regulus_ignicapilla,33.593848743199494,6.464300309387906e-4,879,0.038218257955858356,118,very warm,short-distance,Tit-like birds,13.1999439071,Regulus ignicapilla
Cluster 3,Sterna_hirundo,32.85855422693771,6.322811175311703e-4,879,0.03738174542313733,119,cold,long-distance,Terns,11.4396148713,Sterna hirundo
Cluster 3,Acrocephalus_arundinaceus,31.967804192629824,6.151408494827543e-4,879,0.03636837792108057,120,very warm,long-distance,Marsh warblers,13.8793523116,Acrocephalus arundinaceus
Cluster 3,Spatula_querquedula,31.95106793900227,6.148188019247934e-4,879,0.036349337814564585,121,warm,long-distance,Dabbling ducks,12.389627827,Spatula querquedula
Cluster 3,Sterna_paradisaea,31.47380752837597,6.056351128403603e-4,879,0.03580637944070077,122,very cold,long-distance,Terns,6.7214988279,Sterna paradisaea
Cluster 3,Certhia_brachydactyla,26.807441999504313,5.158425190753828e-4,879,0.03049765870250775,123,very warm,sedentary,Tit-like birds,13.8972978687,Certhia brachydactyla
Cluster 3,Numenius_arquata,26.44135641607656,5.087981129154797e-4,879,0.03008117908541133,124,very cold,short-distance,Scolopacids,10.0493203009,Numenius arquata
Cluster 3,Turdus_pilaris,24.465010371036268,4.707682508175926e-4,879,0.027832776303795527,125,very cold,short-distance,Thrushes,10.0287125382,Turdus pilaris
Cluster 3,Tringa_ochropus,23.543118800728138,4.530287413951382e-4,879,0.026783980433137813,126,very cold,short-and long-distance,Scolopacids,9.8785200822,Tringa ochropus
Cluster 3,Sternula_albifrons,23.05018923532903,4.4354353841505117e-4,879,0.026223195944629157,127,very warm,long-distance,Terns,13.6554594356,Sternula albifrons
Cluster 3,Porzana_porzana,18.78687113097535,3.6150658947340454e-4,879,0.02137300469963066,128,warm,long-distance,Rails,12.4064941754,Porzana porzana
Cluster 3,Somateria_mollissima,17.48112077584304,3.363806728534047e-4,879,0.019887509415066028,129,very cold,short-distance,Diving ducks,8.1688294838,Somateria mollissima
Cluster 3,Chlidonias_niger,16.950768003845575,3.261753533786543e-4,879,0.019284150175023405,130,very warm,long-distance,Terns,13.0082465521,Chlidonias niger
Cluster 3,Podiceps_nigricollis,16.756920868998826,3.224452475984481e-4,879,0.01906361873606237,131,very warm,short-distance,Aquatic pursuers,13.3391366196,Podiceps nigricollis
Cluster 3,Locustella_luscinioides,14.296064101188463,2.750921821991283e-4,879,0.016264009216369127,132,very warm,long-distance,Marsh warblers,13.5908101527,Locustella luscinioides
Cluster 3,Tringa_glareola,13.638980635786895,2.6244824586078635e-4,879,0.015516473988380996,133,very cold,long-distance,Scolopacids,7.6706167812,Tringa glareola
Cluster 3,Calidris_alpina,13.53172154860371,2.603843116097181e-4,879,0.0153944499984115,134,very cold,long-distance,Scolopacids,7.0663752664,Calidris alpina
Cluster 3,Acanthis_flammea,13.27983851423821,2.555374493480427e-4,879,0.015107893645322194,135,very cold,short-distance,Passerine seedeaters,8.1923087262,Acanthis flammea
Cluster 3,Coturnix_coturnix,12.924316833343743,2.4869631920731885e-4,879,0.014703432119844987,136,very warm,short-and long-distance,Gallinaceous birds,13.6002736383,Coturnix coturnix
Cluster 3,Asio_flammeus,11.52553015432437,2.2178015002684336e-4,879,0.013112093463395189,137,very cold,sedentary and short-distance,Owls,9.6200242401,Asio flammeus
Cluster 3,Botaurus_stellaris,11.109631965014248,2.1377722421032604e-4,879,0.012638944215033275,138,very warm,sedentary and short-distance,Wading birds,13.1076210929,Botaurus stellaris
Cluster 3,Cinclus_cinclus,10.412690706065742,2.0036632380922794e-4,879,0.011846064512020185,139,cold,short-distance,Dippers,11.0150016531,Cinclus cinclus
Cluster 3,Mergus_merganser,10.330440587084876,1.98783624923966e-4,879,0.011752492135477674,140,very cold,short-distance,Aquatic pursuers,7.9118621485,Mergus merganser
Cluster 3,Calidris_pugnax,10.171495079170272,1.9572511411193472e-4,879,0.011571666756735237,141,very cold,long-distance,Scolopacids,7.9732949741,Calidris pugnax
Cluster 3,Lanius_excubitor,9.705032946122797,1.8674921101126084e-4,879,0.011040993112767686,142,cold,sedentary,Shrikes,11.2044136127,Lanius excubitor
Cluster 3,Circus_pygargus,9.029288686553025,1.7374619412088965e-4,879,0.010272228312347014,143,very warm,long-distance,Diurnal raptors,13.6904029809,Circus pygargus
Cluster 3,Thalasseus_sandvicensis,7.283522034134621,1.4015325870698632e-4,879,0.008286145658856225,144,medium,short-and long-distance,Terns,12.309341223,Thalasseus sandvicensis
Cluster 3,Anas_acuta,7.203649347902446,1.3861630759945116e-4,879,0.008195277983961828,145,very cold,short-distance,Dabbling ducks,8.5273453088,Anas acuta
Cluster 3,Ficedula_parva,6.482272702923766,1.2473520899426417e-4,879,0.007374599206966742,146,cold,long-distance,Flycatchers,11.5985667049,Ficedula parva
Cluster 3,Remiz_pendulinus,6.19425461275151,1.1919301749473638e-4,879,0.007046933575371456,147,very warm,short-distance,Tit-like birds,13.7399153521,Remiz pendulinus
Cluster 3,Dryobates_minor,6.095794853824501,1.1729840442149342e-4,879,0.006934920197752561,148,cold,sedentary and short-distance,Woodpeckers,11.5509643269,Dryobates minor
Cluster 3,Panurus_biarmicus,6.0303775118517375,1.1603961044648193e-4,879,0.00686049773817035,149,very warm,sedentary,Reedlings,13.8780278318,Panurus biarmicus
Cluster 3,Streptopelia_turtur,5.548064229531709,1.0675869141884476e-4,879,0.006311790932345517,150,very warm,long-distance,Columbids,13.7662137901,Streptopelia turtur
Cluster 3,Limosa_limosa,4.534814163146867,8.726121505735824e-5,879,0.005159060481395752,151,medium,long-distance,Scolopacids,12.0468335512,Limosa limosa
Cluster 3,Mareca_strepera,4.1058526073597985,7.900691725722542e-5,879,0.004671049610193172,152,warm,short-distance,Dabbling ducks,12.5158986156,Mareca strepera
Cluster 3,Serinus_serinus,3.604275017842864,6.935530457098114e-5,879,0.004100426641459458,153,very warm,short-distance,Passerine seedeaters,13.8814196118,Serinus serinus
Cluster 3,Anarhynchus_alexandrinus,3.6017564036896603,6.930684010841169e-5,879,0.004097561323879022,154,very warm,short-and long-distance,Plovers,16.3071703744,Anarhynchus alexandrinus
Cluster 3,Carpodacus_erythrinus,3.325486961382867,6.39907221041007e-5,879,0.003783261617045355,155,very cold,long-distance,Passerine seedeaters,10.348256227,Carpodacus erythrinus
Cluster 3,Larus_marinus,1.391812899990357,2.6781976155200298e-5,879,0.001583404891911669,156,very cold,sedentary and short-distance,Gulls,8.3694639418,Larus marinus
Cluster 3,Larus_fuscus,1.0601915239253559,2.0400747912245297e-5,879,0.0012061337018490965,157,very cold,short-and long-distance,Gulls,8.9178677716,Larus fuscus
