bioregion,species,species_label,species_weight,rank_in_cluster,thermal_group,migratory_strategy,foraging_guild,variable,scaled_vp,variable_label,effect_size,supported,effect_sign,effect_direction,weighted_scaled_vp,weighted_supported_vp,weighted_signed_vp,effect_sign_label
Cluster 1,Tringa_totanus,Tringa totanus,0.014260480670881613,28,cold,short-distance,Scolopacids,perc_forest,0.021821552689603535,Forest (% coverage),-1.796787409440811,TRUE,-1,Negative,3.1118583033871587e-4,3.1118583033871587e-4,-3.1118583033871587e-4,-
Cluster 1,Tringa_totanus,Tringa totanus,0.014260480670881613,28,cold,short-distance,Scolopacids,perc_grass_shrub,0.004337250806457625,Grass/Shrubland (% coverage),-1.597913302274686,TRUE,-1,Negative,6.185128129025464e-5,6.185128129025464e-5,-6.185128129025464e-5,-
Cluster 1,Troglodytes_troglodytes,Troglodytes troglodytes,0.014043905769871457,29,medium,sedentary,Low flycatching feeders,perc_urban,0.007822576390140161,Urban (% coverage),1.60862236777726,TRUE,1,Positive,1.0985952570074965e-4,1.0985952570074965e-4,1.0985952570074965e-4,+
Cluster 1,Troglodytes_troglodytes,Troglodytes troglodytes,0.014043905769871457,29,medium,sedentary,Low flycatching feeders,perc_cropland,0.0064611192251340585,Cropland (% coverage),0.612315001239851,TRUE,1,Positive,9.073934956568761e-5,9.073934956568761e-5,9.073934956568761e-5,+
Cluster 1,Troglodytes_troglodytes,Troglodytes troglodytes,0.014043905769871457,29,medium,sedentary,Low flycatching feeders,perc_forest,0.018507178945010666,Forest (% coverage),2.193732477165934,TRUE,1,Positive,2.5991307716987885e-4,2.5991307716987885e-4,2.5991307716987885e-4,+
Cluster 1,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.013983079558095394,30,very warm,long-distance,Marsh warblers,tmean_breeding,0.013789388750068136,Temperature,1.239521772052547,TRUE,1,Positive,1.9281811994970832e-4,1.9281811994970832e-4,1.9281811994970832e-4,+
Cluster 1,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.013983079558095394,30,very warm,long-distance,Marsh warblers,prec_breeding,0.04036037742591079,Precipitation,-0.03418342259506042,TRUE,-1,Negative,5.643623685412679e-4,5.643623685412679e-4,-5.643623685412679e-4,-
Cluster 1,Acrocephalus_scirpaceus,Acrocephalus scirpaceus,0.013983079558095394,30,very warm,long-distance,Marsh warblers,hh,0.005617037024592938,Land-use heterogeneity,0.6265960244131759,TRUE,1,Positive,7.854347559565048e-5,7.854347559565048e-5,7.854347559565048e-5,+
Cluster 1,Gallinula_chloropus,Gallinula chloropus,0.01392532649618762,31,very warm,sedentary and short-distance,Rails,prec_breeding,0.009101357700885097,Precipitation,-0.02049987492095796,TRUE,-1,Negative,1.2673937754341649e-4,1.2673937754341649e-4,-1.2673937754341649e-4,-
Cluster 1,Gallinula_chloropus,Gallinula chloropus,0.01392532649618762,31,very warm,sedentary and short-distance,Rails,perc_urban,0.002981550021243298,Urban (% coverage),1.000069228317686,TRUE,1,Positive,4.151905751052806e-5,4.151905751052806e-5,4.151905751052806e-5,+
Cluster 1,Gallinula_chloropus,Gallinula chloropus,0.01392532649618762,31,very warm,sedentary and short-distance,Rails,perc_cropland,0.01073417545278377,Cropland (% coverage),0.8530673485471583,TRUE,1,Positive,1.4947689784737658e-4,1.4947689784737658e-4,1.4947689784737658e-4,+
Cluster 1,Gallinula_chloropus,Gallinula chloropus,0.01392532649618762,31,very warm,sedentary and short-distance,Rails,perc_forest,0.0021436764848920277,Forest (% coverage),0.7222740573489437,TRUE,1,Positive,2.9851394954321295e-5,2.9851394954321295e-5,2.9851394954321295e-5,+
Cluster 1,Gallinula_chloropus,Gallinula chloropus,0.01392532649618762,31,very warm,sedentary and short-distance,Rails,perc_grass_shrub,0.0020612092186469274,Grass/Shrubland (% coverage),1.471772590073197,TRUE,1,Positive,2.8703011346610242e-5,2.8703011346610242e-5,2.8703011346610242e-5,+
Cluster 1,Cyanistes_caeruleus,Cyanistes caeruleus,0.013696407833878729,32,warm,sedentary,Tit-like birds,perc_urban,0.011308113057799569,Urban (% coverage),2.023656287500687,TRUE,1,Positive,1.5488052827123235e-4,1.5488052827123235e-4,1.5488052827123235e-4,+
Cluster 1,Cyanistes_caeruleus,Cyanistes caeruleus,0.013696407833878729,32,warm,sedentary,Tit-like birds,perc_cropland,0.004816366239438859,Cropland (% coverage),0.5480671992004796,TRUE,1,Positive,6.596691629267943e-5,6.596691629267943e-5,6.596691629267943e-5,+
Cluster 1,Cyanistes_caeruleus,Cyanistes caeruleus,0.013696407833878729,32,warm,sedentary,Tit-like birds,perc_forest,0.010200548368057909,Forest (% coverage),1.67852039395008,TRUE,1,Positive,1.3971087057812722e-4,1.3971087057812722e-4,1.3971087057812722e-4,+
Cluster 1,Prunella_modularis,Prunella modularis,0.013663635146005647,33,very cold,sedentary and short-distance,Low flycatching feeders,prec_breeding,0.0040373140357475934,Precipitation,-0.01287937271264647,TRUE,-1,Negative,5.516438595430272e-5,5.516438595430272e-5,-5.516438595430272e-5,-
Cluster 1,Prunella_modularis,Prunella modularis,0.013663635146005647,33,very cold,sedentary and short-distance,Low flycatching feeders,perc_urban,0.007627386186101327,Urban (% coverage),1.666147233614272,TRUE,1,Positive,1.0421782196457206e-4,1.0421782196457206e-4,1.0421782196457206e-4,+
Cluster 1,Prunella_modularis,Prunella modularis,0.013663635146005647,33,very cold,sedentary and short-distance,Low flycatching feeders,perc_cropland,0.004253409232111975,Cropland (% coverage),0.5285559810111411,TRUE,1,Positive,5.8117031874230075e-5,5.8117031874230075e-5,5.8117031874230075e-5,+
Cluster 1,Prunella_modularis,Prunella modularis,0.013663635146005647,33,very cold,sedentary and short-distance,Low flycatching feeders,perc_forest,0.009209257772071142,Forest (% coverage),1.612829365514354,TRUE,1,Positive,1.2583193816309693e-4,1.2583193816309693e-4,1.2583193816309693e-4,+
Cluster 1,Chloris_chloris,Chloris chloris,0.013512967546352431,34,warm,sedentary and short-distance,Passerine seedeaters,tmean_breeding,0.003466030583184388,Temperature,0.7038072143432065,TRUE,1,Positive,4.683635878523563e-5,4.683635878523563e-5,4.683635878523563e-5,+
Cluster 1,Chloris_chloris,Chloris chloris,0.013512967546352431,34,warm,sedentary and short-distance,Passerine seedeaters,prec_breeding,0.006315175113495623,Precipitation,-0.01506867712328644,TRUE,-1,Negative,8.533675635819888e-5,8.533675635819888e-5,-8.533675635819888e-5,-
Cluster 1,Chloris_chloris,Chloris chloris,0.013512967546352431,34,warm,sedentary and short-distance,Passerine seedeaters,perc_urban,0.008872659428150305,Urban (% coverage),1.61179418404649,TRUE,1,Positive,1.1989595890243299e-4,1.1989595890243299e-4,1.1989595890243299e-4,+
Cluster 1,Chloris_chloris,Chloris chloris,0.013512967546352431,34,warm,sedentary and short-distance,Passerine seedeaters,perc_cropland,0.004838442837447117,Cropland (% coverage),0.4970781690089754,TRUE,1,Positive,6.538172103730426e-5,6.538172103730426e-5,6.538172103730426e-5,+
Cluster 1,Chloris_chloris,Chloris chloris,0.013512967546352431,34,warm,sedentary and short-distance,Passerine seedeaters,perc_forest,0.007963383732739802,Forest (% coverage),1.337432440737366,TRUE,1,Positive,1.0760894593966383e-4,1.0760894593966383e-4,1.0760894593966383e-4,+
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,tmean_breeding,0.009935465843530653,Temperature,0.9152983152697525,TRUE,1,Positive,1.3318357431604949e-4,1.3318357431604949e-4,1.3318357431604949e-4,+
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,prec_breeding,0.029348238825431534,Precipitation,-0.02539638014634348,TRUE,-1,Negative,3.934091675426704e-4,3.934091675426704e-4,-3.934091675426704e-4,-
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,hh,0.020373491901176072,Land-use heterogeneity,1.121100041503688,TRUE,1,Positive,2.7310390025290257e-4,2.7310390025290257e-4,2.7310390025290257e-4,+
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,perc_urban,0.02125921793494712,Urban (% coverage),-1.902341939147035,TRUE,-1,Negative,2.849769378034485e-4,2.849769378034485e-4,-2.849769378034485e-4,-
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,perc_cropland,0.021616609319285836,Cropland (% coverage),-0.8125441940823966,TRUE,-1,Negative,2.8976772091775856e-4,2.8976772091775856e-4,-2.8976772091775856e-4,-
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,perc_pasture,0.005197026743080541,Pasture (% coverage),-1.287355693184856,TRUE,-1,Negative,6.966543978511625e-5,6.966543978511625e-5,-6.966543978511625e-5,-
Cluster 1,Tadorna_tadorna,Tadorna tadorna,0.013404864594524293,35,medium,short-distance,Dabbling ducks,perc_forest,0.0072313916893316605,Forest (% coverage),-0.9360828289043063,TRUE,-1,Negative,9.69358264254592e-5,9.69358264254592e-5,-9.69358264254592e-5,-
Cluster 1,Perdix_perdix,Perdix perdix,0.013232875115650451,36,warm,sedentary,Gallinaceous birds,prec_breeding,0.001866982592509601,Precipitation,-0.007540874816035255,TRUE,-1,Negative,2.4705547489772866e-5,2.4705547489772866e-5,-2.4705547489772866e-5,-
Cluster 1,Perdix_perdix,Perdix perdix,0.013232875115650451,36,warm,sedentary,Gallinaceous birds,perc_cropland,0.018128188225962592,Cropland (% coverage),1.032327785521127,TRUE,1,Positive,2.3988805086716788e-4,2.3988805086716788e-4,2.3988805086716788e-4,+
Cluster 1,Perdix_perdix,Perdix perdix,0.013232875115650451,36,warm,sedentary,Gallinaceous birds,perc_forest,0.0015460466713218672,Forest (% coverage),0.5516827394560184,TRUE,1,Positive,2.0458642524569347e-5,2.0458642524569347e-5,2.0458642524569347e-5,+
Cluster 1,Erithacus_rubecula,Erithacus rubecula,0.012989018090267338,37,medium,sedentary,Low flycatching feeders,perc_urban,0.005431542691086956,Urban (% coverage),1.234398267387748,TRUE,1,Positive,7.055040627258782e-5,7.055040627258782e-5,7.055040627258782e-5,+
Cluster 1,Erithacus_rubecula,Erithacus rubecula,0.012989018090267338,37,medium,sedentary,Low flycatching feeders,perc_cropland,0.0064133395961842084,Cropland (% coverage),0.5696994582308973,TRUE,1,Positive,8.330298403386451e-5,8.330298403386451e-5,8.330298403386451e-5,+
Cluster 1,Erithacus_rubecula,Erithacus rubecula,0.012989018090267338,37,medium,sedentary,Low flycatching feeders,perc_forest,0.02702369897697969,Forest (% coverage),2.466716849597849,TRUE,1,Positive,3.510113148779282e-4,3.510113148779282e-4,3.510113148779282e-4,+
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,tmean_breeding,0.005313618550863673,Temperature,0.8823563539143527,TRUE,1,Positive,6.800955980979783e-5,6.800955980979783e-5,6.800955980979783e-5,+
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,prec_breeding,0.0026259436610604576,Precipitation,-0.008814501113252283,TRUE,-1,Negative,3.360972767701266e-5,3.360972767701266e-5,-3.360972767701266e-5,-
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,hh,0.0032313786825096955,Land-use heterogeneity,0.553278216460306,TRUE,1,Positive,4.13587538647328e-5,4.13587538647328e-5,4.13587538647328e-5,+
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,perc_cropland,0.01249699553381852,Cropland (% coverage),0.8304925638204183,TRUE,1,Positive,1.5995035342946515e-4,1.5995035342946515e-4,1.5995035342946515e-4,+
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,perc_pasture,0.006040842291110972,Pasture (% coverage),1.829565067135004,TRUE,1,Positive,7.731737255247478e-5,7.731737255247478e-5,7.731737255247478e-5,+
Cluster 1,Gallinago_gallinago,Gallinago gallinago,0.012799104632518942,38,very cold,short-distance,Scolopacids,perc_grass_shrub,0.004828518280898269,Grass/Shrubland (% coverage),2.083684291690241,TRUE,1,Positive,6.180071069724743e-5,6.180071069724743e-5,6.180071069724743e-5,+
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,tmean_breeding,0.07330089635763573,Temperature,3.686758245560947,TRUE,1,Positive,9.37522840192287e-4,9.37522840192287e-4,9.37522840192287e-4,+
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,prec_breeding,0.0275537164805032,Precipitation,-0.03490180222370256,TRUE,-1,Negative,3.524136786352334e-4,3.524136786352334e-4,-3.524136786352334e-4,-
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,hh,0.06170028116044283,Land-use heterogeneity,2.839104477449228,TRUE,1,Positive,7.891502793086278e-4,7.891502793086278e-4,7.891502793086278e-4,+
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,perc_urban,0.03867977521282217,Urban (% coverage),-3.669827276696258,TRUE,-1,Negative,4.947166340039817e-4,4.947166340039817e-4,-4.947166340039817e-4,-
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,perc_cropland,0.06012614742387045,Cropland (% coverage),-1.959220219487043,TRUE,-1,Negative,7.690170148482117e-4,7.690170148482117e-4,-7.690170148482117e-4,-
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,perc_pasture,0.005550619166737744,Pasture (% coverage),-1.892105447663738,TRUE,-1,Negative,7.099275049292947e-5,7.099275049292947e-5,-7.099275049292947e-5,-
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,perc_forest,0.03399357070609287,Forest (% coverage),-2.972972595780699,TRUE,-1,Negative,4.347797986147499e-4,4.347797986147499e-4,-4.347797986147499e-4,-
Cluster 1,Haematopus_ostralegus,Haematopus ostralegus,0.012790059696106644,39,very cold,short-distance,Plovers,perc_grass_shrub,0.019022695118432565,Grass/Shrubland (% coverage),-4.699043595682355,TRUE,-1,Negative,2.4330140614558894e-4,2.4330140614558894e-4,-2.4330140614558894e-4,-
Cluster 1,Corvus_cornix,Corvus cornix,0.012787903832372102,40,medium,sedentary,Omnivorous corvids,perc_urban,0.00348622266847339,Urban (% coverage),1.267663856118585,TRUE,1,Positive,4.458148022267336e-5,4.458148022267336e-5,4.458148022267336e-5,+
Cluster 1,Corvus_cornix,Corvus cornix,0.012787903832372102,40,medium,sedentary,Omnivorous corvids,perc_cropland,0.009277247086711179,Cropland (% coverage),0.9158446258432754,TRUE,1,Positive,1.1863654357401679e-4,1.1863654357401679e-4,1.1863654357401679e-4,+
Cluster 1,Corvus_cornix,Corvus cornix,0.012787903832372102,40,medium,sedentary,Omnivorous corvids,perc_pasture,0.0018983458742286771,Pasture (% coverage),1.289014376738014,TRUE,1,Positive,2.4275864480216667e-5,2.4275864480216667e-5,2.4275864480216667e-5,+
Cluster 1,Corvus_cornix,Corvus cornix,0.012787903832372102,40,medium,sedentary,Omnivorous corvids,perc_forest,0.006688025259905623,Forest (% coverage),1.549608753534957,TRUE,1,Positive,8.552582385214853e-5,8.552582385214853e-5,8.552582385214853e-5,+
Cluster 1,Corvus_cornix,Corvus cornix,0.012787903832372102,40,medium,sedentary,Omnivorous corvids,perc_grass_shrub,0.0013670571798403178,Grass/Shrubland (% coverage),1.360982696762726,TRUE,1,Positive,1.7481795749151797e-5,1.7481795749151797e-5,1.7481795749151797e-5,+
Cluster 1,Cygnus_olor,Cygnus olor,0.012146216426922436,41,medium,sedentary and short-distance,Grazing waterfowl,tmean_breeding,0.019610522759694507,Temperature,1.487235401696009,TRUE,1,Positive,2.3819365368433774e-4,2.3819365368433774e-4,2.3819365368433774e-4,+
Cluster 1,Cygnus_olor,Cygnus olor,0.012146216426922436,41,medium,sedentary and short-distance,Grazing waterfowl,prec_breeding,0.010729600716660447,Precipitation,-0.01664416647141733,TRUE,-1,Negative,1.3032405247901988e-4,1.3032405247901988e-4,-1.3032405247901988e-4,-
Cluster 1,Cygnus_olor,Cygnus olor,0.012146216426922436,41,medium,sedentary and short-distance,Grazing waterfowl,hh,0.02257929123751813,Land-use heterogeneity,1.344626526925599,TRUE,1,Positive,2.7425295813740855e-4,2.7425295813740855e-4,2.7425295813740855e-4,+
Cluster 1,Delichon_urbicum,Delichon urbicum,0.011804177211312612,42,warm,long-distance,Aerial insectivores,hh,0.0026814503986296112,Land-use heterogeneity,-0.4380206919100272,TRUE,-1,Negative,3.1652315688768774e-5,3.1652315688768774e-5,-3.1652315688768774e-5,-
Cluster 1,Delichon_urbicum,Delichon urbicum,0.011804177211312612,42,warm,long-distance,Aerial insectivores,perc_urban,0.018886202067625993,Urban (% coverage),2.192714053832574,TRUE,1,Positive,2.2293607605491589e-4,2.2293607605491589e-4,2.2293607605491589e-4,+
Cluster 1,Delichon_urbicum,Delichon urbicum,0.011804177211312612,42,warm,long-distance,Aerial insectivores,perc_cropland,0.012112185638034243,Cropland (% coverage),0.7523952235645468,TRUE,1,Positive,1.4297438568767172e-4,1.4297438568767172e-4,1.4297438568767172e-4,+
Cluster 1,Delichon_urbicum,Delichon urbicum,0.011804177211312612,42,warm,long-distance,Aerial insectivores,perc_forest,0.005852851515295486,Forest (% coverage),1.054408883043001,TRUE,1,Positive,6.908809647804746e-5,6.908809647804746e-5,6.908809647804746e-5,+
Cluster 1,Delichon_urbicum,Delichon urbicum,0.011804177211312612,42,warm,long-distance,Aerial insectivores,perc_grass_shrub,0.0021356561705737002,Grass/Shrubland (% coverage),1.278589386767625,TRUE,1,Positive,2.5209663899885234e-5,2.5209663899885234e-5,2.5209663899885234e-5,+
Cluster 1,Saxicola_rubetra,Saxicola rubetra,0.011348940613477848,43,cold,long-distance,Low flycatching feeders,prec_breeding,0.001348537468152725,Precipitation,-0.007796481692789913,TRUE,-1,Negative,1.5304471641115053e-5,1.5304471641115053e-5,-1.5304471641115053e-5,-
Cluster 1,Saxicola_rubetra,Saxicola rubetra,0.011348940613477848,43,cold,long-distance,Low flycatching feeders,perc_cropland,0.010362608322891804,Cropland (% coverage),0.9336720258999128,TRUE,1,Positive,1.1760462645723036e-4,1.1760462645723036e-4,1.1760462645723036e-4,+
Cluster 1,Saxicola_rubetra,Saxicola rubetra,0.011348940613477848,43,cold,long-distance,Low flycatching feeders,perc_pasture,0.004532338371464995,Pasture (% coverage),1.976728414568906,TRUE,1,Positive,5.1437239017943135e-5,5.1437239017943135e-5,5.1437239017943135e-5,+
Cluster 1,Saxicola_rubetra,Saxicola rubetra,0.011348940613477848,43,cold,long-distance,Low flycatching feeders,perc_forest,0.004933648107144988,Forest (% coverage),1.279460494241554,TRUE,1,Positive,5.5991679375785866e-5,5.5991679375785866e-5,5.5991679375785866e-5,+
