survey,richness,site,X,Y,tmean_breeding,prec_breeding,hh,perc_urban,perc_cropland,perc_pasture,perc_forest,perc_grass_shrub,local_i,local_p,local_cluster,global_moran_i,global_moran_p,atlas,period
DH86_1,64.66061119894931,DH86,592500.1422768618,6082499.831678937,8.62337560821675,115.572503770775,0.67782706142184,0.0408435275455098,0.281348517693896,0.112105480336039,0,0,0.2138554884415335,4.5516990680408653e-10,High-high,0.06343050856322906,0,1,1970s
BD69_1,53.6797588181272,BD69,482500.0410989809,6297499.710512316,8.42785901624685,134.972523522097,0.164184814494043,0.0902347101657117,0.909765289834288,0,0,0,9.654924047837341e-4,7.529933267455937e-18,Low-low,0.06343050856322906,0,1,1970s
DH98_1,62.141346930962555,DH98,597500.1549924235,6092499.78831973,8.60469849756537,116.048458157498,0.593652798295512,0,0.107823185697595,0.0243546682646141,0,0.083188302229868,0.16014671470897185,5.0372102551186406e-11,High-high,0.06343050856322906,0,1,1970s
DH99_1,64.32028369189729,DH99,597500.1873019559,6097499.787314182,8.57601120714226,115.990478680462,0.572538687223555,0.0115146015386255,0.258989323748257,0.0345438046158766,0.0243546682637614,0.0487093365275227,0.19664394421228631,3.136257336764595e-11,High-high,0.06343050856322906,0,1,1970s
ED00_1,66.24964712002001,ED00,602500.0074655657,6252499.92582771,8.4193621945632,121.318842601263,0.0555820695992313,0,0.971390459386255,0,0.0286095406137453,0,0.03904683450086335,0.28028841169052154,Not significant,0.06343050856322906,0,1,1970s
ED01_1,84.15272062008756,ED01,602500.0069320137,6257499.875294123,8.4060847962728,118.287842865572,0.344980142263703,0.142635152562455,0.79530525228222,0.0419598023048987,0.0200997928504258,0,0.044266685125392904,0.5981157595288953,Not significant,0.06343050856322906,0,1,1970s
ED02_1,41.77057970834238,ED02,602499.9632342183,6262499.97639951,8.40628979124488,117.553151927357,0.62269104612894,0.0134246685854939,0.122411899466697,0.0576013704732396,0.527740433981491,0.278821627493078,0.004223050175437007,0.8960764994617102,Not significant,0.06343050856322906,0,1,1970s
ED03_1,40.48180604560691,ED03,602500.0034894047,6267500.009511617,8.53881437624339,114.254321641898,0.376670215563035,0,0,0.0565116413062265,0.15558240709706,0.0161612675726143,0.021593230248676574,0.5832637200058448,Not significant,0.06343050856322906,0,1,1970s
EE08_1,59.08841487261926,EE08,602500.0238220977,6242499.8172161,8.40868490656477,117.926519384357,0.543937203263468,0.11072525325094,0.616348670505888,0,0.251946175089553,0.0209799011536191,0.02024630266711061,0.17695168343120385,Not significant,0.06343050856322906,0,1,1970s
AE94_1,45.51355100216228,AE94,447500.1510277113,6222499.78450804,8.51371379896814,132.596517577008,0.756679131484106,0.0730640012684725,0.245253799657739,0.375251820547168,0,0.0730640012684725,0.21252484819790468,1.1315523681779742e-19,Low-low,0.06343050856322906,0,1,1970s
BD70_1,56.93480007219546,BD70,487500.0817826781,6252499.672654292,8.27827115583641,149.564007901326,0.281675730465197,0.100402686943393,0.839417641666359,0,0.0601796713902481,0,-0.05290768487048711,2.6909814937883326e-14,High-low,0.06343050856322906,0,1,1970s
EE09_1,50.60576526147275,EE09,602500.0332308657,6247499.906951615,8.52376019702202,113.429428889639,0,0,1,0,0,0,-0.0057802156863578,0.5240561373041748,Not significant,0.06343050856322906,0,1,1970s
EB03_1,62.78070834715193,EB03,617499.4041724587,6347499.787013219,8.52246215943083,117.524055338505,0.499045567022886,0,0,0.673427387738696,0.0144623466021797,0.18923003771881,-0.21476099262271522,7.172790050568416e-7,High-low,0.06343050856322906,0,1,1970s
EB04_1,49.66113376506674,EB04,617499.3770303854,6352499.760663346,8.52383656112879,117.13109504488,0.598105937703408,0,0,0.123765554338558,0.401492449970991,0,0.1016261398708125,4.159188620618226e-7,Low-low,0.06343050856322906,0,1,1970s
EB06_1,30.537652920550922,EB06,622499.452476495,6342499.958876019,8.56686699634775,116.139162376901,0.393655818981444,0,0,0.104708272589582,0,0.0487093359829355,0.549845306207739,5.410334085936031e-7,Low-low,0.06343050856322906,0,1,1970s
EB07_1,59.167312530730086,EB07,622499.340247113,6347499.802468584,8.52167749195522,117.307103831069,0.616480824127291,0,0,0.518859146509509,0.144800223033338,0.300309319095468,-0.13244411396068478,9.704705137184046e-7,High-low,0.06343050856322906,0,1,1970s
EB08_1,49.8707083930187,EB08,622499.3295501823,6352499.804013868,8.49481990079943,117.726590384908,0.572886608345608,0,0,0.164304830943102,0.61435329137978,0.0212256373899975,0.10264355982778785,2.0750886783124788e-7,Low-low,0.06343050856322906,0,1,1970s
BD71_1,45.2118302340256,BD71,487500.07274000347,6257499.676720983,8.34056720890038,144.200706252175,0.257288842063494,0.151638723494914,0.848361276505086,0,0,0,0.1451125822766398,9.676815000161551e-15,Low-low,0.06343050856322906,0,1,1970s
EB10_1,47.93007980242577,EB10,627499.3598611797,6352499.809865731,8.5300859637677,116.209684702032,0.591207352044709,0,0,0.046513968657574,0.391592636188962,0.0638949139770027,0.16655880066176654,6.614504693550808e-8,Low-low,0.06343050856322906,0,1,1970s
ED12_1,43.76611382552727,ED12,607499.9846502618,6262499.948752708,8.36232178771621,121.75011108402,0.512053301680382,0.0597574203233473,0.0247624824795486,0.121603071752505,0.663244337329563,0.130632688115036,-0.032023625726311636,0.30970301680145496,Not significant,0.06343050856322906,0,1,1970s
ED13_1,56.85318630422818,ED13,607500.0289460056,6267499.969510026,8.44264192899937,118.914647723301,0.559183674636037,0,0,0.0321852668965122,0.312236074619229,0.0487093386391967,-0.0010380194563949174,0.9195861050329239,Not significant,0.06343050856322906,0,1,1970s
BD72_1,49.09875040639655,BD72,487500.10657854204,6262499.717117674,8.50399594465845,139.206837789215,0.600058570582414,0.102859446352856,0.587296966221499,0.0791642788817249,0.0682955091493803,0.16238379939454,0.08500076556993845,2.0843733658746494e-16,Low-low,0.06343050856322906,0,1,1970s
ED21_1,34.927631877148514,ED21,612499.9999244057,6257499.948716197,8.42777957808025,119.737636063694,0.261025242311895,0.152973955379212,0.84591518052622,0,0,0.00111086409456806,-0.09758272106626417,0.10509482614460937,Not significant,0.06343050856322906,0,1,1970s
ED22_1,48.07618179762543,ED22,612500.0638923836,6262499.925191073,8.44453300503418,116.404851687852,0.552755331769831,0.0664585101228088,0.240546405291375,0,0.616094372996774,0.0733484798615186,-0.015644901022898682,0.3945295851521425,Not significant,0.06343050856322906,0,1,1970s
ED23_1,61.9900250671514,ED23,612500.0489246127,6267500.053278171,8.53455131774567,113.144227509433,0.541181574963587,0.0487093323873611,0.0632502670721647,0.0487093323873611,0.19849330520848,0,0.006653989921773086,0.7989507060108331,Not significant,0.06343050856322906,0,1,1970s
ED30_1,53.678105250685206,ED30,617500.0131436305,6252499.979232868,8.51217796397244,116.443038162723,0.788174107458478,0.242317922642527,0.124730461718029,0.184975808383264,0.186091432318337,0,-3.3536118969567703e-4,0.013191180160335695,Low-high,0.06343050856322906,0,1,1970s
ED31_1,40.18009885800024,ED31,617500.0689346831,6257499.919604393,8.47475460499438,119.02389229207,0.527177675976213,0.25261527562592,0.63502431205217,0,0,0.024236585800703,-0.05545241290239364,0.2130439393044417,Not significant,0.06343050856322906,0,1,1970s
EE05_1,53.94087460292615,EE05,602500.0291128291,6227499.796893536,8.47730048029374,117.290421586455,0.648879504068812,0,0.0487093335091099,0.163308116957591,0.25949993110283,0,0.0019673450152801674,5.533924094000072e-4,High-high,0.06343050856322906,0,1,1970s
EE06_1,44.033586555887204,EE06,602500.0177116019,6232499.873435614,8.42692475413534,117.048271680422,0.666314988589529,0.0133065862310333,0,0.134340225461686,0.336333027983454,0,-0.05710027668488235,0.02763870856527069,Low-high,0.06343050856322906,0,1,1970s
BD73_1,56.61975566251541,BD73,487500.0600253826,6267499.6828794535,8.51935427324344,137.116474272314,0.734890936993999,0.0679774743780186,0.432875350891307,0.182212602794036,0.0332364478683682,0.180414488833771,-0.05852823996513971,1.1385893869069573e-18,High-low,0.06343050856322906,0,1,1970s
EE07_1,59.34041736927036,EE07,602500.0370459903,6237499.880717993,8.43856200648372,112.634114832373,0.285589185086785,0,0,0.089982794502876,0.833626880283987,0,0.02456076326923159,0.10748745015806624,Not significant,0.06343050856322906,0,1,1970s
EE15_1,39.17426173558168,EE15,607500.0429033731,6227499.870408693,8.43207471700092,116.277946689782,0.680016865725791,0,0,0.0723243002167198,0.0536875230052206,0.367675440120936,-0.1762883873015418,4.994865868336314e-6,Low-high,0.06343050856322906,0,1,1970s
EE16_1,67.22603877682278,EE16,607500.0326255038,6232499.819688625,8.50191507375232,112.453571182597,0.735392982654965,0.011048081685902,0,0.145607887392239,0.23640964447268,0.263410323412121,0.13356559196434292,2.537500819109449e-4,High-high,0.06343050856322906,0,1,1970s
EE17_1,68.11452857353653,EE17,607500.0336967214,6237499.811088578,8.45559972175551,117.073553068115,0.768614794651999,0.0697151786164804,0.190041720664006,0.267142743721918,0.327095208319747,0.0508449773502748,0.10459857036022152,0.008858344001200563,High-high,0.06343050856322906,0,1,1970s
EE18_1,48.15894946868204,EE18,607500.0446534248,6242499.84457169,8.3964250469883,117.441412097416,0.210015773261045,0.0110480816867891,0.882322074428054,0,0.106629843885157,0,-0.03357380988364079,0.036161756829204035,Low-high,0.06343050856322906,0,1,1970s
EE19_1,52.64881501540941,EE19,607500.0022517216,6247499.918539914,8.44424141812532,117.472447810979,0.0886333882621595,0.0464767857441911,0.953523214255809,0,0,0,-0.006072899410947553,0.055793884652576675,Not significant,0.06343050856322906,0,1,1970s
BD74_1,47.21220721975079,BD74,487500.05668077216,6272499.684921809,8.42767170544023,139.311391712202,0.0141913437633938,0,0.992853252112942,0,0.00714674788705828,0,0.13602863400436382,3.785811663185631e-19,Low-low,0.06343050856322906,0,1,1970s
EE27_1,62.943018431658516,EE27,612500.0178630335,6237499.805356083,8.42475378764456,118.613598708411,0.719640985073966,0.0033488289091029,0.228462264329602,0.0521071039186478,0.0575733270037771,0.174855619450848,0.10523098245305654,6.762979849149094e-5,High-high,0.06343050856322906,0,1,1970s
EE28_1,50.61511258031626,EE28,612500.0568845634,6242499.83450955,8.41422147357427,117.719826667343,0.569308843054771,0.130588878662674,0.622591583130837,0,0.0486608854407521,0.143890679434573,-0.025425647491080273,0.005674202193331032,Low-high,0.06343050856322906,0,1,1970s
EE29_1,34.75381923580413,EE29,612500.0256645977,6247499.904153242,8.37360266858016,120.272977870587,0.00445513662993702,0.00223255260610744,0.997767447393892,0,0,0,-0.15234633311461945,0.008641905710980448,Low-high,0.06343050856322906,0,1,1970s
EE39_1,55.03247747078112,EE39,617500.0586333661,6247499.861813668,8.45304951782661,114.845806438229,0.703718327839386,0.0487093363268725,0.303154817713631,0.0542681944832099,0.190346306429415,0,0.01420174584659966,4.8822620556128384e-4,High-high,0.06343050856322906,0,1,1970s
EF00_1,44.25483456428516,EF00,602500.1568967437,6152499.938279047,8.50902324875,112.242966648714,0.692133826148837,0.0620159197398904,0.38235694976345,0.0300299581685142,0,0.132279156514184,-0.19392238262557407,1.2077813756775608e-19,Low-high,0.06343050856322906,0,1,1970s
EF01_1,73.36842203843234,EF01,602500.110434067,6157499.949953882,8.5125853654603,110.891637917932,0.765067891922041,0.0581857587658927,0.281069412580481,0.182412511396486,0,0.0851674510887867,0.38853324363963854,7.711659706562197e-19,High-high,0.06343050856322906,0,1,1970s
BD75_1,39.99624980911724,BD75,487500.09656343656,6277499.723220508,8.47416536043518,136.577570949139,0.683037882927135,0.246093942207738,0.475434294568285,0,0.0350921967278904,0.151992970584754,0.28773177432221503,1.4572577113392226e-18,Low-low,0.06343050856322906,0,1,1970s
EF02_1,68.15640783896035,EF02,602500.11502745,6162499.892898545,8.51810007989121,109.065414460496,0.398887815304483,0.07306400025999,0,0,0.02435466675333,0.0565433933297768,0.27405521589946263,1.462040758634251e-17,High-high,0.06343050856322906,0,1,1970s
EF06_1,55.450065282297295,EF06,602500.0299051435,6182499.853612516,8.50005755654807,105.699164443572,0.493435294869923,0,0.131295233210314,0.139378469321475,0.0453345679066263,0,0.030752913089772863,6.025414388092262e-15,High-high,0.06343050856322906,0,1,1970s
EF07_1,52.70643888393784,EF07,602500.0078381761,6187499.891590624,8.46958335124557,104.603795427849,0.68207064767968,0.160358370469036,0.356228081507749,0,0.0860279859896884,0,-0.017156276867007936,2.0092531209838842e-13,Low-high,0.06343050856322906,0,1,1970s
EF08_1,48.43545844722264,EF08,602499.9662049786,6192499.859152391,8.5160002182173,103.904048653217,0.811295788394401,0.0730640002646146,0.292557328880034,0.122120522924713,0.0567252488980743,0.146128000529229,-0.08835137538854769,4.5114574066223077e-13,Low-high,0.06343050856322906,0,1,1970s
EF09_1,54.99175684999091,EF09,602499.963655327,6197499.869020305,8.55325580991564,104.384645279343,0.450805850749689,0.0243546667532184,0,0.0138831807626115,0.129254172512315,0.0209799011517814,0.020001450452364577,9.8865774201482e-12,High-high,0.06343050856322906,0,1,1970s
EF10_1,52.49294565320155,EF10,607500.16663707,6152499.862016589,8.45473367265966,113.501238973337,0.560845866214498,0.0110480816842419,0.623680001887828,0.0724899992159713,0,0.0702574463241542,-0.02547503922112436,4.5518134023844e-20,Low-high,0.06343050856322906,0,1,1970s
EF11_1,69.90486449334426,EF11,607500.176405482,6157499.852075477,8.48126418680389,110.998320302928,0.487808918355266,0.0331442450544521,0.289117016871123,0,0,0.0243546693197825,0.32702013660824175,1.9185688167583433e-19,High-high,0.06343050856322906,0,1,1970s
BD76_1,71.60630224970866,BD76,487500.05683605693,6282499.686808519,8.52394770099571,133.136305339307,0.624265533798956,0.00558643568750831,0.0403517213833543,0.271968194982006,0.0912643227774131,0.0185654215421855,-0.3718197820809022,2.9584226706144756e-17,High-low,0.06343050856322906,0,1,1970s
EF45_1,43.09166090248435,EF45,622500.1133564778,6177499.906438245,8.38294738675971,110.162067087829,0.584204103185783,0.0550679336266231,0.167595580832374,0.0243546679918553,0.0401347338675786,0.0440550116307377,-0.2344135586314668,1.0185840893451202e-20,Low-high,0.06343050856322906,0,1,1970s
EF54_1,52.098731797091645,EF54,627500.173708827,6172499.894058021,8.41167205269504,110.403437599701,0.534429897736481,0.115277730871414,0.0187930237262486,0.062965659353163,0.0168161370449383,0.0121773334054058,-0.03496465896314932,8.88425177099664e-20,Low-high,0.06343050856322906,0,1,1970s
EF55_1,51.93713834951784,EF55,627500.1632006445,6177499.839703479,8.39187458038882,107.528711898778,0.745181477734849,0.247119884870428,0.339660138701385,0,0.0200301613638619,0.0528673182757585,-0.039382816279048605,2.8861279217300213e-20,Low-high,0.06343050856322906,0,1,1970s
EF63_1,44.06824309395647,EF63,632500.2244002955,6167499.81615931,8.40779912719304,110.17996030776,0.540205158909033,0.0478398010768534,0.579014655302455,0,0,0,-0.2127313186252564,4.1165901677767873e-20,Low-high,0.06343050856322906,0,1,1970s
EF64_1,55.93994623830727,EF64,632500.1982281193,6172499.854965836,8.42301667515082,107.404427595494,0.621846582057163,0.507493458648392,0.304471825579956,0.011611668546628,0,0,0.046064595656160626,7.718409876346155e-18,High-high,0.06343050856322906,0,1,1970s
EF65_1,49.01351511888654,EF65,632500.1855857152,6177499.827314664,8.45568001539316,103.895091550868,0.723986912864871,0,0.42597554492262,0.0341303637477793,0.146128020022592,0.239055632298487,-0.1011088324689642,1.1629042156787461e-18,Low-high,0.06343050856322906,0,1,1970s
BD77_1,76.28914100707729,BD77,487500.0606638972,6287499.686602905,8.44172349561431,135.127130889626,0.705370699606967,0,0.39641441639236,0.0365320015106029,0.131122942552184,0.104581843902113,-0.47138153200166566,1.350786024859674e-16,High-low,0.06343050856322906,0,1,1970s
EF69_1,40.39515145457183,EF69,632500.1501958598,6197499.82822393,8.48724198377741,108.254558624577,0.490748637986899,0.073064010008435,0.0728974687374665,0.0487093400056233,0,0.05611667129929,-0.3042221392000245,7.260015740976463e-19,Low-high,0.06343050856322906,0,1,1970s
EF70_1,55.37137890292695,EF70,637500.234482398,6152499.829759564,8.43803268608266,109.687051252478,0.579857349943508,0.0968446529355819,0.489780898453372,0,0,0,0.034951598797451605,2.9718683965749176e-18,High-high,0.06343050856322906,0,1,1970s
EF71_1,70.91171988399684,EF71,637500.2314522653,6157499.769810148,8.45285988399512,107.387373415237,0.51919277591265,0,0.665801581034241,0.146127992380043,0,0.0487093307933475,0.35671008658431663,1.0894937707708198e-17,High-high,0.06343050856322906,0,1,1970s
EF72_1,41.23534563029308,EF72,637500.2274973425,6162499.754893564,8.40050435583524,111.381588417868,0.381606691210042,0.0571358124325601,0.763521437674442,0,0,0,-0.26451699084126534,3.3423736862184424e-18,Low-high,0.06343050856322906,0,1,1970s
EF73_1,48.504517603778886,EF73,637500.2209097057,6167499.784967061,8.3375133057644,111.690489949588,0.112471556978225,0.0598134242041366,0.940186575795863,0,0,0,-0.11520853066709916,1.4955149762884495e-19,Low-high,0.06343050856322906,0,1,1970s
EF74_1,70.54538986665796,EF74,637500.2099802837,6172499.859987579,8.39449802812835,107.469859772251,0.287189806557849,6.66164958034782e-4,0.838500789392972,0.0801503220537085,0.048709330790841,0.00152374548193794,0.3687415635355953,5.486027328600867e-19,High-high,0.06343050856322906,0,1,1970s
EF75_1,81.16329478061704,EF75,637500.1965109793,6177499.868648433,8.49036188747651,104.441405320637,0.416774875317042,0,0.00976528753668258,0.127147981936301,0,0.0889918630931986,0.5734037230533223,2.721244113104869e-17,High-high,0.06343050856322906,0,1,1970s
BD78_1,71.8889162862351,BD78,487500.04695056047,6292499.722763024,8.38326635847201,133.669935527266,0.290750804929992,0.0527761859240494,0.836574193907514,0.0284215182493749,0.0758917326325923,0,-0.4031215060040447,1.205531299826295e-17,High-low,0.06343050856322906,0,1,1970s
EF80_1,42.76188361895445,EF80,642500.2088201805,6152499.8108049715,8.40052115465063,109.503996360777,0.0911947122683769,0.0478908938477222,0.952109106152278,0,0,0,-0.23359950693672224,1.1862703686502612e-17,Low-high,0.06343050856322906,0,1,1970s
EF81_1,67.87011175195272,EF81,642500.2076575521,6157499.794391641,8.42580149124415,107.483597342204,0.247448496150586,0.0355550699646349,0.862988727906368,0,0,0.0243546685939988,0.2915112611854413,6.576333322107062e-17,High-high,0.06343050856322906,0,1,1970s
EF82_1,57.54682117543677,EF82,642500.2525552853,6162499.825148337,8.42081161152284,107.8245156772,0.375034492700747,0.00961787108108769,0.754463723270738,0,0,0,0.078078109071309,1.4784668486991443e-16,High-high,0.06343050856322906,0,1,1970s
EF83_1,61.69306246916143,EF83,642500.2193219239,6167499.787668911,8.27679111374299,112.793841331864,0.272972983426766,0.124518093095606,0.842887825837133,0,0.0325940810672611,0,0.16908601058571623,1.65208789445853e-17,High-high,0.06343050856322906,0,1,1970s
EF84_1,71.66594630574858,EF84,642500.2285859047,6172499.797269886,8.42010058711936,104.262962799466,0.517745250086038,0.0959688112022052,0.669399894960732,0.136772801440197,0.02649721415195,0.0713612782449154,0.40463976353364284,3.5872446362394054e-19,High-high,0.06343050856322906,0,1,1970s
EF85_1,44.90650217921872,EF85,642500.21561393,6177499.851854328,8.43928264803704,107.886640466165,0.484156519393358,0,0.698541226688914,0.0725791406802233,0,0.103131065121806,-0.19401554167044013,7.28929419631094e-18,Low-high,0.06343050856322906,0,1,1970s
BD79_1,46.278221264136484,BD79,487500.0155984107,6297499.6839520885,8.40862247481071,135.970008327976,0.0137414499793115,0.00586496453463228,0.993087637204582,0,0,0.00104739826078591,0.17863828980500157,1.0250906988884269e-19,Low-low,0.06343050856322906,0,1,1970s
EF90_1,57.513039757808535,EF90,647500.1968096502,6152499.796485673,8.28432504433787,112.668153996963,0.131127228336686,0.0705394245898035,0.929460575410197,0,0,0,0.08085898015092678,4.541958719769634e-17,High-high,0.06343050856322906,0,1,1970s
EF91_1,69.35006739242672,EF91,647500.2025785598,6157499.7218825305,8.26537079665562,114.896956559766,0.131712200328464,0.0164972879888787,0.93014435714377,0,0,0,0.33806321120810406,7.81116780765335e-18,High-high,0.06343050856322906,0,1,1970s
EF92_1,73.46636211719787,EF92,647500.2346433615,6162499.805848634,8.25746352245444,114.106220301154,0.294385753841788,0,0.830575594567235,0,0.0243546675523089,0.0243546675523089,0.41799639758804846,5.043521571843994e-17,High-high,0.06343050856322906,0,1,1970s
EF93_1,80.20656809517611,EF93,647500.2356114537,6167499.82370214,8.32394686755693,109.220215143542,0.739305462629796,0.048709335107575,0.362879108090342,0.113365268968867,0.215676874730578,0.259369413102639,0.5455308676656349,6.339241029731991e-16,High-high,0.06343050856322906,0,1,1970s
EF94_1,63.90440358099414,EF94,647500.2037785846,6172499.7753932625,8.2386239870566,115.876699988821,0.470142921809814,0,0.68432255162532,0.0327627363307449,0.243970658672533,0.00931513996506405,0.22410704249186006,2.3699373278840246e-17,High-high,0.06343050856322906,0,1,1970s
EF95_1,60.433887785022094,EF95,647500.2592736807,6177499.776383813,8.28760467754691,112.057368142656,0.0269201832186237,0,0.986353686519068,0.0136463134809317,0,0,0.1516295364639658,1.230926683507249e-17,High-high,0.06343050856322906,0,1,1970s
EF96_1,37.2705941949554,EF96,647500.2117523269,6182499.820248794,8.43329900672734,108.682357441303,0.681892494976733,0,0.307577959211342,0.0740070749711468,0.0243546675529546,0.0870107915946566,-0.3512629172594636,2.7224870942164544e-15,Low-high,0.06343050856322906,0,1,1970s
EG00_1,62.188131929410055,EG00,602500.2075383858,6102499.752554977,8.42693706954606,117.784745103331,0.67074761136721,0.531389575052615,0.0370000387138659,0.0256801318528364,0.0663144690547092,0.0926684583938416,0.1656137803910258,4.854170850529856e-13,High-high,0.06343050856322906,0,1,1970s
AE95_1,47.89257933531226,AE95,447500.18198725476,6227499.747924402,8.5168810188315,132.909869287577,0.732970374468581,0,0.404580547734799,0.2047691509229,0,0.0487093341811538,0.15605144320960385,1.3453243341538442e-20,Low-low,0.06343050856322906,0,1,1970s
BD80_1,45.775568526848396,BD80,492500.052342845,6252499.689303762,8.2994537609779009,141.540756013086,0.430483828624507,0.062708000677874,0.71996823507791,0,0.217323764244216,0,0.1258989357022599,4.6088230678083957e-14,Low-low,0.06343050856322906,0,1,1970s
EG01_1,51.977684720482905,EG01,602500.1653777973,6107499.795298992,8.14403399988321,122.99985951558,0.6357046685119,0.38373086205672,0.424650945079527,0,0.191618192863752,0,-0.03469658287081627,3.167467114880744e-14,Low-high,0.06343050856322906,0,1,1970s
EG02_1,52.6765044240695,EG02,602500.1872741627,6112499.769644517,8.06046418609218,121.956391298182,0.400260944226154,0.0466557023538941,0.741560966966946,0,0.21178333067916,0,-0.02147457916327208,8.785200505518759e-16,Low-high,0.06343050856322906,0,1,1970s
EG03_1,54.96651311006959,EG03,602500.1419317244,6117499.7838923335,7.94653907231283,122.76133070664,0.119004622027807,0.0140471244509,0.937243542040151,0,0.0487093335089492,0,0.02629396872124398,2.8041052906852e-17,High-high,0.06343050856322906,0,1,1970s
EG04_1,84.21433971420785,EG04,602500.155513311,6122499.8409451125,8.08018149437013,115.61148559801,0.176881717620762,0.083371542539787,0.903321871226744,0,0.0133065862334691,0,0.6604833342218162,4.077708476370039e-19,High-high,0.06343050856322906,0,1,1970s
EG05_1,60.62788963453386,EG05,602500.1656467885,6127499.828034153,8.19381179911975,113.910478789863,0.142737732196415,0.0515158881591086,0.924129445087702,0,0.0243546667531893,0,0.15352886361124118,1.9568918883962062e-20,High-high,0.06343050856322906,0,1,1970s
EG06_1,58.088898571113006,EG06,602500.1685459674,6132499.856394926,8.35890993323954,112.138910648036,0.312516464738829,0.193827225850198,0.806172774149802,0,0,0,0.09791595320978755,2.413417994975539e-21,High-high,0.06343050856322906,0,1,1970s
EG07_1,61.454212787180154,EG07,602500.1629894912,6137499.92599472,8.43713178328186,114.259083841917,0.284406746711596,0.171676034008783,0.828323965991217,0,0,0,0.16815135800220093,8.77096423419534e-21,High-high,0.06343050856322906,0,1,1970s
EG08_1,58.675331378176,EG08,602500.1503424796,6142499.925529002,8.46863590707751,114.764275652212,0.232034795771469,0.133963660117926,0.866036339882074,0,0,0,0.10471478266148304,3.15450782392445e-20,High-high,0.06343050856322906,0,1,1970s
EG09_1,50.965677154533005,EG09,602500.129395011,6147499.854962473,8.49652684970395,113.133759921571,0.534537242614326,0.210402425968958,0.628744733843199,0,0,0,-0.057532329106379725,4.418887398431664e-20,Low-high,0.06343050856322906,0,1,1970s
EG10_1,53.386250868021925,EG10,607500.1768091201,6102499.818051623,8.45299770767036,116.817923881955,0.801958014512348,0.145331902456052,0.163294354478882,0.0730640079566884,0.0489185274315124,0.105091976560036,-0.006496666581443003,8.265470932641136e-13,Low-high,0.06343050856322906,0,1,1970s
BD81_1,58.322783814406776,BD81,492500.0663517555,6257499.67318747,8.40391513746425,134.53668361469,0.64972673766717,0.097418671065345,0.502400776016505,0,0.264526631305416,0.135653921612734,-0.07611766287695836,1.3644176135653979e-14,High-low,0.06343050856322906,0,1,1970s
EG11_1,65.96787123317166,EG11,607500.1588724807,6107499.833944355,8.22601236475383,119.08565331597,0.377615690979834,0.186219391833037,0.765071269526373,0,0.0487093386405901,0,0.24696549550340352,1.454690078821979e-14,High-high,0.06343050856322906,0,1,1970s
EG12_1,40.391922395370756,EG12,607500.1894330485,6112499.781570623,8.16546199023328,116.62141226986,0.240432835095548,0.11110531724906,0.864036498963676,0,0.024858183787264,0,-0.2802881647924012,2.6135498978051955e-16,Low-high,0.06343050856322906,0,1,1970s
EG13_1,72.50135611371248,EG13,607500.2007176884,6117499.770624214,8.05533369240941,117.628731345891,0.299444876243336,0.0974186772805266,0.829517314759078,0,0.0487093386402633,0.0243546693201316,0.38187000042389607,3.248297345067448e-16,High-high,0.06343050856322906,0,1,1970s
EG14_1,50.512599077691725,EG14,607500.191500505,6122499.801071322,8.1593960423229,113.132234126793,0.197961449708232,0.0726882797041731,0.891908969293902,0,0.0354027510019244,0,-0.06813214038181174,5.8007769586558204e-18,Low-high,0.06343050856322906,0,1,1970s
EG15_1,55.659844100048176,EG15,607500.1605547919,6127499.872877927,8.2759930864156,111.72205550528,0.110404737676402,0.0586411537515094,0.941358846248491,0,0,0,0.042198382569398084,1.710442629469332e-19,High-high,0.06343050856322906,0,1,1970s
EG16_1,50.24691317471418,EG16,607500.1727981393,6132499.876283166,8.42291867239271,110.292821654534,0.101765403567167,0.0537743864182423,0.946225613581758,0,0,0,-0.07640234393964263,1.8098869374807895e-20,Low-high,0.06343050856322906,0,1,1970s
EG17_1,67.89393637052358,EG17,607500.1607226082,6137499.920979434,8.44566326438039,113.544779385299,0.260018298562704,0.15360304458808,0.84639695541192,0,0,0,0.30600093105694576,1.6179639862157273e-20,High-high,0.06343050856322906,0,1,1970s
EG18_1,66.053595725714,EG18,607500.1891095479,6142499.897205671,8.48783567195807,112.013290195435,0.632699885107294,0.0796210308021771,0.542177958174539,0,0.11991397166219,0.0318531007806683,0.2631039504914558,1.5236225666791013e-20,High-high,0.06343050856322906,0,1,1970s
EG19_1,46.04483726163037,EG19,607500.1905837624,6147499.914653578,8.48485373334482,113.702421192724,0.591129732627382,0.0331442450516675,0.281233510152428,0.0492833473755553,0.0140367095655468,0.0539622505639808,-0.16400113065254798,1.0752701189748967e-20,Low-high,0.06343050856322906,0,1,1970s
EG21_1,60.38431625068483,EG21,612500.2348921587,6107499.801269529,8.44154757783838,110.58023177699,0.524095753275676,0,0.386519991406633,0,0.0185381626206049,0.0243546661933688,0.13080604072812543,1.3271338972664597e-13,High-high,0.06343050856322906,0,1,1970s
BD82_1,59.912085598835986,BD82,492500.0446139241,6262499.693544938,8.48890661932704,137.638507882225,0.510889064190418,0,3.34529163144711e-4,0.0669637274139526,0.61914077400557,0.313560969417333,-0.1063522740580344,3.922892103148002e-15,High-low,0.06343050856322906,0,1,1970s
