response,atlas,period,bandwidth,bandwidth_value,model_id,model_type,predictor,model_label,survey,site,X,Y,observed,fitted,residual,coefficient,local_se,local_t,abs_local_t,local_r2,supported,direction,dominant_driver,direction_plot
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC44_1,BC44,472500.07316175365,6322499.753427244,59.48979763390586,53.97598739552687,5.513810238378987,3.461207398429446,0.8112183910256808,4.2666776748653295,4.2666776748653295,0.13326065090937786,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC45_1,BC45,472500.04746136797,6327499.722303724,34.320397021748946,50.670046683081544,-16.3496496613326,3.4503273701310846,0.8379668102408053,4.117498841200606,4.117498841200606,0.12190659624753246,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC50_1,BC50,477500.03517784266,6302499.666388486,52.24438501712655,50.81494673457787,1.4294382825486736,-7.85011299309663,1.2750288659115245,-6.156811977338681,6.156811977338681,0.1459777525569916,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC51_1,BC51,477500.0219923793,6307499.660629535,43.93122253813426,50.767399862329754,-6.836177324195496,-7.5289637669078076,1.3360064301339611,-5.635424798182206,5.635424798182206,0.12865826881906406,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC52_1,BC52,477500.0270955203,6312499.691159323,50.08793587770353,48.25808718423782,1.8298486934657063,-7.093201910020582,1.4016891541329741,-5.0604671435930015,5.0604671435930015,0.11229376418788387,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC53_1,BC53,477500.050134716,6317499.646637439,49.992415430419385,51.13366949213104,-1.1412540617116562,3.4191538450654466,0.754591847758183,4.531130113879988,4.531130113879988,0.14037428331978188,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC54_1,BC54,477500.091967421,6322499.63835183,58.9952734326043,55.39091389762263,3.6043595349816684,3.410513748283119,0.7769472258792722,4.389633728884784,4.389633728884784,0.12879479031041657,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC55_1,BC55,477500.0922437846,6327499.666607962,33.569480334174656,54.24882235689676,-20.679342022722103,3.399637005233755,0.8011884704811022,4.243242545904738,4.243242545904738,0.11868882553180513,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC60_1,BC60,482500.0626082632,6302499.738540966,67.26938443685388,46.65138552230402,20.617998914549865,-7.3849609092551844,1.1809545465251323,-6.253382851173114,6.253382851173114,0.13747517731517778,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC62_1,BC62,482500.04548227973,6312499.681136523,37.750070547133014,50.29921619666518,-12.549145649532164,-6.491262319035073,1.2959744759345018,-5.0087887065479055,5.0087887065479055,0.10521040563718274,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC64_1,BC64,482500.09264614136,6322499.657199486,46.154097984463384,50.62823619925268,-4.474138214789299,3.3634466491505624,0.7454492279932032,4.511972811622831,4.511972811622831,0.1250451863557691,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC65_1,BC65,482500.0574243303,6327499.644156614,51.28103726929712,55.34899387546197,-4.067956606164849,3.3549323556529025,0.7673554090851756,4.372071032447115,4.372071032447115,0.11633898460897549,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC70_1,BC70,487500.0281488765,6302499.681272506,64.7490479030148,50.94391462736476,13.805133275650036,-6.866427411707974,1.1061762546825082,-6.207353830496713,6.207353830496713,0.12919471018907028,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC71_1,BC71,487500.02372481115,6307499.714883644,60.38357626470276,50.78110632821988,9.602469936482883,-6.413982476199706,1.1580461877239259,-5.538624058515339,5.538624058515339,0.11335488792263676,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC72_1,BC72,487500.06305016344,6312499.673261789,48.22099717192691,53.61491315187291,-5.3939159799460015,3.318537096845672,0.682617746053093,4.861486704723848,4.861486704723848,0.14100854886379874,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC73_1,BC73,487500.0249803983,6317499.668063927,58.48225663276217,50.07468708282795,8.407569549934223,3.3161762326036133,0.6990004998625312,4.744168613979229,4.744168613979229,0.13073183300889996,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC74_1,BC74,487500.03132666176,6322499.698896714,42.587236255358214,49.768355424793306,-7.181119169435092,3.3127581932185564,0.7170636217212373,4.619894375992219,4.619894375992219,0.12189942913801984,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC75_1,BC75,487500.08176904864,6327499.654417714,51.756777905554216,54.38592465544351,-2.629146749889294,3.3079087672075147,0.7367343558413817,4.489961328638928,4.489961328638928,0.11473291258903828,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BC81_1,BC81,492500.041047909,6307499.729905474,60.25456730865583,49.11308663193416,11.14148067672167,-5.802326711487993,1.096688559268346,-5.290769801919887,5.290769801919887,0.10678321875362654,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC82_1,BC82,492500.03649829555,6312499.667744995,72.34200623276175,52.90135719087528,19.440649041886466,3.260648447389382,0.6614381008981097,4.929635052716239,4.929635052716239,0.13568141188917773,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC83_1,BC83,492499.997856006,6317499.641786334,70.33949581098166,55.46777244240753,14.87172336857413,3.259003584617963,0.6761149639685226,4.82019147378269,4.82019147378269,0.1267099139444517,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC84_1,BC84,492500.0467049848,6322499.651782474,76.8910128692352,53.39518615484048,23.495826714394717,3.256590220443208,0.6921726812933546,4.704881178433867,4.704881178433867,0.11935749267012584,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC85_1,BC85,492500.0614262203,6327499.586613408,53.17766364480217,52.696881587185885,0.4807820576162882,3.2534971013496587,0.7097020306883302,4.584314206053683,4.584314206053683,0.11382748232631036,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC93_1,BC93,497500.0048648076,6317499.628014286,45.9553281467124,51.78754131894484,-5.832213172232443,3.1979692109058417,0.6566526493857475,4.870107832348377,4.870107832348377,0.12330014542512531,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC94_1,BC94,497500.0354478817,6322499.62760691,77.14497176600275,54.87427075943057,22.270701006572182,3.19542123582087,0.6711135869879019,4.761371692923978,4.761371692923978,0.11754997396815307,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC95_1,BC95,497500.0144291096,6327499.551978993,57.76193048274094,54.03384594481597,3.728084537924964,3.1929651027702857,0.6868557284221324,4.6486692483518635,4.6486692483518635,0.11368931946339338,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BC96_1,BC96,497500.0027015511,6332499.623702109,57.99029213644681,53.874583011187894,4.115709125258917,3.19222216005703,0.7039186021449125,4.534930814912406,4.534930814912406,0.11177680227673749,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD00_1,BD00,452500.055170292,6252499.551853021,44.01055121661353,46.51532378788405,-2.5047725712705216,2.943916682977155,0.6912470028458492,4.2588491101691766,4.2588491101691766,0.31114358234939776,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD01_1,BD01,452500.062128352,6257499.642154956,32.01483221753371,42.757749661606965,-10.742917444073257,2.9860517026522713,0.6994542434314504,4.269116572948374,4.269116572948374,0.30419462522762575,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD02_1,BD02,452500.0451360465,6262499.658862274,33.29510004960828,46.30461038843283,-13.009510338824548,-6.108192855414188,1.4169920638648152,-4.310675416737497,4.310675416737497,0.2894655052354513,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD03_1,BD03,452500.00491227995,6267499.601946497,31.220349603946705,49.30101868469224,-18.080669080745533,-6.6932220979879276,1.4650908654411687,-4.568468929722296,4.568468929722296,0.2790574012590694,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD04_1,BD04,452500.0060987118,6272499.69329495,28.336475431345725,51.139279145543064,-22.80280371419734,-7.276298082209792,1.5194552892304425,-4.788754321224558,4.788754321224558,0.2676042113707625,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD05_1,BD05,452499.98535578116,6277499.71096541,27.288650392112405,51.44757569708442,-24.158925304972012,-7.827927116451832,1.5814752959890253,-4.949762501067961,4.949762501067961,0.25523486855440564,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD06_1,BD06,452500.00592764583,6282499.765541134,30.774544490237496,51.126406118648,-20.351861628410504,-8.330443806416952,1.6511579385927377,-5.045213187490041,5.045213187490041,0.24193294065055992,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD07_1,BD07,452500.0058695333,6287499.746381921,56.981733734713096,51.328308182817935,5.653425551895161,-8.748296213232436,1.7290604763978696,-5.059566355630113,5.059566355630113,0.22776353813247088,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD08_1,BD08,452499.9871680592,6292499.764766518,76.58981591818177,50.96533184345812,25.624484074723654,-9.05712325107379,1.8165824415402854,-4.985803585877572,4.985803585877572,0.21260726023642398,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,hh,single_predictor,hh,Land-use heterogeneity,BD10_1,BD10,457500.0642796085,6252499.626853711,37.17791874458678,43.91220281577587,-6.734284071189087,2.9475975476675287,0.6667819736402805,4.420631727002441,4.420631727002441,0.30501744871305075,TRUE,Positive,Land-use heterogeneity,Positive
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD11_1,BD11,457500.03424585843,6257499.62756949,59.03360736470905,47.53909242926198,11.494514935447071,-5.727452034619091,1.2775293036933622,-4.483225565206931,4.483225565206931,0.2937906823809807,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD12_1,BD12,457500.0261392312,6262499.665304576,45.79161920360202,47.75661190559409,-1.9649927019920739,-6.236912184417008,1.3156781930032104,-4.74045417609334,4.74045417609334,0.2847744788636718,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD13_1,BD13,457500.03933642176,6267499.628727978,47.5710651799482,49.115802916041275,-1.5447377360930759,-6.7682127264547205,1.3577756823895222,-4.98477974987995,4.98477974987995,0.27452360536020287,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD17_1,BD17,457500.0192793853,6287499.743606095,34.29745939823751,42.49101716672561,-8.193557768488105,-8.653115768262836,1.5862357438959565,-5.455125949318166,5.455125949318166,0.22333656675698854,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD18_1,BD18,457500.0290933364,6292499.781524262,78.38756532982666,49.077629127573815,29.309936202252842,-8.927574334670368,1.6625851746522076,-5.36969441973877,5.36969441973877,0.2081079298206932,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD19_1,BD19,457500.063487968,6297499.744964002,67.13935349383976,49.607797818069265,17.531555675770498,-9.080151068402557,1.748224747431915,-5.193926628564778,5.193926628564778,0.19182468634352676,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD20_1,BD20,462500.0521724849,6252499.692892568,40.72555951625907,46.739026359795474,-6.013466843536406,-5.434593502770269,1.1585040753042695,-4.691043923469089,4.691043923469089,0.2956463425138463,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD21_1,BD21,462500.04652625887,6257499.613366459,52.861741200880175,46.21274624096652,6.648994959913658,-5.8935108322187375,1.1899661540552322,-4.952670974829416,4.952670974829416,0.28818356404633766,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD22_1,BD22,462500.04672205047,6262499.682150681,41.39131854818906,48.029240410711736,-6.637921862522674,-6.360000946633562,1.223530990219261,-5.1980709908245375,5.1980709908245375,0.27927044510395826,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD26_1,BD26,462500.0396707308,6282499.770858137,64.70604748676764,49.15960227388364,15.546445212884002,-8.215270513877613,1.3944861739124956,-5.891252755004456,5.891252755004456,0.23216150351038622,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD27_1,BD27,462500.0084153306,6287499.80222181,54.827876675882955,43.989464466647235,10.83841220923572,-8.553974277438982,1.4522486415579232,-5.890158222673611,5.890158222673611,0.21787477568672067,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD28_1,BD28,462500.04522956035,6292499.758577253,58.04962780770294,48.75900061884807,9.29062718885487,-8.785492071766129,1.5182479643589801,-5.786598946948335,5.786598946948335,0.20256647346789744,TRUE,Negative,Precipitation,Negative
richness,1,1970s,fixed_100km,100000,prec_breeding,single_predictor,prec_breeding,Precipitation,BD29_1,BD29,462500.0292985126,6297499.752303558,43.23723051249929,50.36910822256424,-7.1318777100649555,-8.891753117504692,1.5930179748931417,-5.581702942241529,5.581702942241529,0.18616930249572564,TRUE,Negative,Precipitation,Negative
