response_label,period,driver_label,local_t_plot,density,base_y,max_density,density_scaled,ridge_y,effect_sign
Predicted richness,1970s,Temperature,-5.592476489028213,1.3564367948224634e-17,8,0.2985748996329664,4.543036928053599e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.542319749216301,1.9923245909277866e-17,8,0.2985748996329664,6.672779906740054e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.492163009404389,1.3230934859378189e-17,8,0.2985748996329664,4.4313620721777943e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.4420062695924765,2.6215914841749482e-17,8,0.2985748996329664,8.7803478704929e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.391849529780564,1.9889146503048133e-17,8,0.2985748996329664,6.661359185751234e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.341692789968652,2.7550151497877053e-17,8,0.2985748996329664,9.2272161965872e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.29153605015674,1.3762946971314336e-17,8,0.2985748996329664,4.6095458755015637e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.241379310344827,1.7592886146509647e-17,8,0.2985748996329664,5.892285710599355e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.191222570532916,1.6617214596225575e-17,8,0.2985748996329664,5.565509564485449e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.141065830721003,2.1817423361534563e-17,8,0.2985748996329664,7.307186032166264e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.090909090909091,1.9949705189151777e-17,8,0.2985748996329664,6.681641763482345e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-5.040752351097179,3.472113264393422e-17,8,0.2985748996329664,1.1628952295258705e-16,8,Negative local effect
Predicted richness,1970s,Temperature,-4.990595611285267,2.942457980241291e-17,8,0.2985748996329664,9.855007851826829e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.940438871473354,2.7951081321680006e-17,8,0.2985748996329664,9.361497351599162e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.890282131661442,2.8101101316454723e-17,8,0.2985748996329664,9.411742698732875e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.84012539184953,3.941295032402384e-17,8,0.2985748996329664,1.3200356216304043e-16,8,Negative local effect
Predicted richness,1970s,Temperature,-4.789968652037618,2.955519197866621e-17,8,0.2985748996329664,9.898753048229426e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.739811912225705,4.421428979509254e-17,8,0.2985748996329664,1.480844165046844e-16,8,Negative local effect
Predicted richness,1970s,Temperature,-4.689655172413794,5.272596411432517e-18,8,0.2985748996329664,1.7659208519919254e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.639498432601881,1.9314559470107602e-17,8,0.2985748996329664,6.468916005280651e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.589341692789969,2.6722303303421115e-17,8,0.2985748996329664,8.949949689766432e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.539184952978056,2.0362316734213373e-17,8,0.2985748996329664,6.819835411229966e-17,8,Negative local effect
Predicted richness,1970s,Temperature,-4.4890282131661445,5.597367220002363e-17,8,0.2985748996329664,1.8746944993980143e-16,8,Negative local effect
Predicted richness,1970s,Temperature,-4.438871473354232,1.351783116794106e-16,8,0.2985748996329664,4.527450627818455e-16,8,Negative local effect
Predicted richness,1970s,Temperature,-4.38871473354232,3.552789436833361e-16,8,0.2985748996329664,1.1899156430097611e-15,8.000000000000002,Negative local effect
Predicted richness,1970s,Temperature,-4.338557993730408,1.046114380251064e-15,8,0.2985748996329664,3.5036916416518487e-15,8.000000000000004,Negative local effect
Predicted richness,1970s,Temperature,-4.2884012539184955,2.888249684660541e-15,8,0.2985748996329664,9.673451077806683e-15,8.000000000000007,Negative local effect
Predicted richness,1970s,Temperature,-4.238244514106583,8.824134388485696e-15,8,0.2985748996329664,2.955417350665803e-14,8.000000000000023,Negative local effect
Predicted richness,1970s,Temperature,-4.188087774294671,2.4948505553458587e-14,8,0.2985748996329664,8.355861656196622e-14,8.000000000000066,Negative local effect
Predicted richness,1970s,Temperature,-4.137931034482759,6.640379010986278e-14,8,0.2985748996329664,2.224024530913079e-13,8.000000000000174,Negative local effect
Predicted richness,1970s,Temperature,-4.087774294670846,1.9297005835730864e-13,8,0.2985748996329664,6.463036865942978e-13,8.000000000000504,Negative local effect
Predicted richness,1970s,Temperature,-4.037617554858934,5.078786531010396e-13,8,0.2985748996329664,1.7010092064850968e-12,8.000000000001327,Negative local effect
Predicted richness,1970s,Temperature,-3.9874608150470223,1.3216385015267375e-12,8,0.2985748996329664,4.4264889753003605e-12,8.000000000003453,Negative local effect
Predicted richness,1970s,Temperature,-3.93730407523511,3.517664363184114e-12,8,0.2985748996329664,1.1781514010415228e-11,8.000000000009189,Negative local effect
Predicted richness,1970s,Temperature,-3.887147335423198,8.640056920010731e-12,8,0.2985748996329664,2.8937653267678636e-11,8.000000000022572,Negative local effect
Predicted richness,1970s,Temperature,-3.8369905956112853,2.1732758604980795e-11,8,0.2985748996329664,7.278829744796547e-11,8.000000000056774,Negative local effect
Predicted richness,1970s,Temperature,-3.7868338557993733,5.343375881733632e-11,8,0.2985748996329664,1.7896266190835743e-10,8.000000000139591,Negative local effect
Predicted richness,1970s,Temperature,-3.7366771159874608,1.2295358918365764e-10,8,0.2985748996329664,4.1180149213749254e-10,8.000000000321204,Negative local effect
Predicted richness,1970s,Temperature,-3.6865203761755487,2.9651511028321264e-10,8,0.2985748996329664,9.931012641977413e-10,8.00000000077462,Negative local effect
Predicted richness,1970s,Temperature,-3.6363636363636367,6.7782881001026045e-10,8,0.2985748996329664,2.2702136410110333e-9,8.000000001770767,Negative local effect
Predicted richness,1970s,Temperature,-3.586206896551724,1.4747845625864982e-9,8,0.2985748996329664,4.939412403384975e-9,8.000000003852742,Negative local effect
Predicted richness,1970s,Temperature,-3.536050156739812,3.368639985244155e-9,8,0.2985748996329664,1.1282395102150827e-8,8.000000008800269,Negative local effect
Predicted richness,1970s,Temperature,-3.4858934169278997,7.194783910188562e-9,8,0.2985748996329664,2.409708223642711e-8,8.000000018795724,Negative local effect
Predicted richness,1970s,Temperature,-3.4357366771159876,1.5099426749875438e-8,8,0.2985748996329664,5.0571654778874357e-08,8.00000003944589,Negative local effect
Predicted richness,1970s,Temperature,-3.3855799373040756,3.196275398828922e-8,8,0.2985748996329664,1.0705104155634164e-7,8.000000083499813,Negative local effect
Predicted richness,1970s,Temperature,-3.335423197492163,6.402523426632933e-8,8,0.2985748996329664,2.144360907264294e-7,8.00000016726015,Negative local effect
Predicted richness,1970s,Temperature,-3.285266457680251,1.2869529661925956e-7,8,0.2985748996329664,4.3103186764012224e-7,8.000000336204856,Negative local effect
Predicted richness,1970s,Temperature,-3.2351097178683386,2.539958011030657e-7,8,0.2985748996329664,8.506937502626606e-7,8.000000663541126,Negative local effect
Predicted richness,1970s,Temperature,-3.1849529780564265,4.786549202892261e-7,8,0.2985748996329664,1.6031318134164302e-6,8.000001250442814,Negative local effect
Predicted richness,1970s,Temperature,-3.1347962382445145,9.169759453025685e-7,8,0.2985748996329664,3.071175595905058e-6,8.000002395516965,Negative local effect
Predicted richness,1970s,Temperature,-3.084639498432602,1.6952508478598636e-6,8,0.2985748996329664,5.677807645397553e-6,8.000004428689964,Negative local effect
Predicted richness,1970s,Temperature,-3.03448275862069,3.0217275607473887e-6,8,0.2985748996329664,1.0120500967971362e-5,8.000007893990755,Negative local effect
Predicted richness,1970s,Temperature,-2.9843260188087775,5.4837338846821845e-6,8,0.2985748996329664,1.83663593002066e-5,8.000014325760255,Negative local effect
Predicted richness,1970s,Temperature,-2.9341692789968654,9.532923657064919e-6,8,0.2985748996329664,3.192808125794766e-5,8.00002490390338,Negative local effect
Predicted richness,1970s,Temperature,-2.8840125391849534,1.625746757326315e-5,8,0.2985748996329664,5.445021531698815e-5,8.000042471167948,Negative local effect
Predicted richness,1970s,Temperature,-2.833855799373041,2.7639462173813246e-5,8,0.2985748996329664,9.257128515421095e-5,8.00007220560242,Negative local effect
Predicted richness,1970s,Temperature,-2.783699059561129,4.533095334348054e-5,8,0.2985748996329664,1.5182439447925861e-4,8.000118423027693,Negative local effect
Predicted richness,1970s,Temperature,-2.7335423197492164,7.37259377385714e-5,8,0.2985748996329664,2.4692610741626833e-4,8.000192602363784,Negative local effect
Predicted richness,1970s,Temperature,-2.6833855799373043,1.1796588983003055e-4,8,0.2985748996329664,3.9509647319665596e-4,8.000308175249094,Negative local effect
Predicted richness,1970s,Temperature,-2.6332288401253923,1.830916795280127e-4,8,0.2985748996329664,6.132185918946453e-4,8.000478310501677,Negative local effect
Predicted richness,1970s,Temperature,-2.58307210031348,2.8351372070117625e-4,8,0.2985748996329664,9.495564464718748e-4,8.000740654028249,Negative local effect
Predicted richness,1970s,Temperature,-2.5329153605015677,4.286921747857201e-4,8,0.2985748996329664,0.001435794419801212,8.001119919647445,Negative local effect
Predicted richness,1970s,Temperature,-2.4827586206896552,6.321236411630933e-4,8,0.2985748996329664,0.0021171359077409163,8.001651366008037,Negative local effect
Predicted richness,1970s,Temperature,-2.432601880877743,9.307866339951454e-4,8,0.2985748996329664,0.003117430953302998,8.002431596143577,Negative local effect
Predicted richness,1970s,Temperature,-2.3824451410658307,0.0013351213455378773,8,0.2985748996329664,0.00447164630107595,8.00348788411484,Negative local effect
Predicted richness,1970s,Temperature,-2.3322884012539187,0.0018826747461380613,8,0.2985748996329664,0.006305535892174475,8.004918317995896,Negative local effect
Predicted richness,1970s,Temperature,-2.2821316614420066,0.0026289290102675103,8,0.2985748996329664,0.008804923031035807,8.006867839964208,Negative local effect
Predicted richness,1970s,Temperature,-2.231974921630094,0.003590559395351955,8,0.2985748996329664,0.012025657212866102,8.009380012626035,Negative local effect
Predicted richness,1970s,Temperature,-2.181818181818182,0.004843801979780673,8,0.2985748996329664,0.016223071616988185,8.012653995861251,Negative local effect
Predicted richness,1970s,Temperature,-2.1316614420062696,0.006442659955343734,8,0.2985748996329664,0.02157803607491319,8.016830868138433,Negative local effect
Predicted richness,1970s,Temperature,-2.0815047021943576,0.008408905166203504,8,0.2985748996329664,0.02816346979113262,8.021967506437083,Negative local effect
Predicted richness,1970s,Temperature,-2.0313479623824455,0.010867599831992166,8,0.2985748996329664,0.03639823657431198,8.028390624527963,Negative local effect
Predicted richness,1970s,Temperature,-1.981191222570533,0.013825433341708056,8,0.2985748996329664,0.04630474081613509,8.036117697836586,Negative local effect
Predicted richness,1970s,Temperature,-1.931034482758621,0.017308351208466757,8,0.2985748996329664,0.05796988035412103,8.045216506676214,Negative local effect
Predicted richness,1970s,Temperature,-1.8808777429467087,0.021470142724805696,8,0.2985748996329664,0.07190873295510981,8.056088811704985,Negative local effect
Predicted richness,1970s,Temperature,-1.8307210031347965,0.02622558804550914,8,0.2985748996329664,0.08783587661838908,8.068511983762344,Negative local effect
Predicted richness,1970s,Temperature,-1.7805642633228842,0.03162373634927382,8,0.2985748996329664,0.10591558898001271,8.08261415940441,Negative local effect
Predicted richness,1970s,Temperature,-1.730407523510972,0.037721022699109985,8,0.2985748996329664,0.12633688480002794,8.098542770144022,Negative local effect
Predicted richness,1970s,Temperature,-1.68025078369906,0.04440705223746633,8,0.2985748996329664,0.1487300248348245,8.116009419371164,Negative local effect
Predicted richness,1970s,Temperature,-1.6300940438871476,0.05170744825782867,8,0.2985748996329664,0.1731808277299661,8.135081045629374,Negative local effect
Predicted richness,1970s,Temperature,-1.5799373040752354,0.05955933111202809,8,0.2985748996329664,0.19947869424135609,8.155593381508258,Negative local effect
Predicted richness,1970s,Temperature,-1.529780564263323,0.06784921032400078,8,0.2985748996329664,0.22724351714563676,8.177249943373596,Negative local effect
Predicted richness,1970s,Temperature,-1.4796238244514108,0.07655975863552512,8,0.2985748996329664,0.25641726323826575,8.200005465325848,Negative local effect
Predicted richness,1970s,Temperature,-1.4294670846394988,0.085564755701888,8,0.2985748996329664,0.28657718986784037,8.223530208096916,Negative local effect
Predicted richness,1970s,Temperature,-1.3793103448275865,0.09477776600820849,8,0.2985748996329664,0.3174338034600945,8.247598366698874,Negative local effect
Predicted richness,1970s,Temperature,-1.3291536050156743,0.10415039881925607,8,0.2985748996329664,0.3488250316663811,8.272083524699777,Negative local effect
Predicted richness,1970s,Temperature,-1.278996865203762,0.11359206202381938,8,0.2985748996329664,0.38044745945977504,8.296749018378625,Negative local effect
Predicted richness,1970s,Temperature,-1.2288401253918497,0.12306144243453661,8,0.2985748996329664,0.41216271892183226,8.321486920759028,Negative local effect
Predicted richness,1970s,Temperature,-1.1786833855799377,0.13252665257147367,8,0.2985748996329664,0.4438640111221227,8.346213928675256,Negative local effect
Predicted richness,1970s,Temperature,-1.1285266457680254,0.14197469879481162,8,0.2985748996329664,0.47550781719876306,8.370896097415034,Negative local effect
Predicted richness,1970s,Temperature,-1.0783699059561132,0.15140491886117302,8,0.2985748996329664,0.5070919191375189,8.395531696927264,Negative local effect
Predicted richness,1970s,Temperature,-1.0282131661442009,0.16082880107270947,8,0.2985748996329664,0.5386547940580868,8.420150739365308,Negative local effect
Predicted richness,1970s,Temperature,-0.9780564263322886,0.1702608302145521,8,0.2985748996329664,0.5702449550308856,8.444791064924091,Negative local effect
Predicted richness,1970s,Temperature,-0.9278996865203765,0.17971650078858567,8,0.2985748996329664,0.6019142969134661,8.469493151592504,Negative local effect
Predicted richness,1970s,Temperature,-0.8777429467084642,0.18919818343469189,8,0.2985748996329664,0.6336707595557106,8.494263192453454,Negative local effect
Predicted richness,1970s,Temperature,-0.827586206896552,0.198697492162891,8,0.2985748996329664,0.6654862562363643,8.519079279864364,Negative local effect
Predicted richness,1970s,Temperature,-0.7774294670846398,0.20818838650631688,8,0.2985748996329664,0.6972735710946891,8.543873385453857,Negative local effect
Predicted richness,1970s,Temperature,-0.7272727272727275,0.2176308515430822,8,0.2985748996329664,0.7288986844192613,8.568540973847023,Negative local effect
Predicted richness,1970s,Temperature,-0.6771159874608154,0.2269667329945184,8,0.2985748996329664,0.7601668233784057,8.592930122235156,Negative local effect
Predicted richness,1970s,Temperature,-0.6269592476489031,0.23610477708712885,8,0.2985748996329664,0.7907723568771818,8.616802438364202,Negative local effect
Predicted richness,1970s,Temperature,-0.5768025078369909,0.24499208728359245,8,0.2985748996329664,0.8205381215392101,8.640019734800584,Negative local effect
Predicted richness,1970s,Temperature,-0.5266457680250787,0.2535092733560337,8,0.2985748996329664,0.8490642504365531,8.662270115340512,Negative local effect
Predicted richness,1970s,Temperature,-0.4764890282131664,0.26155872253725215,8,0.2985748996329664,0.8760238146568325,8.68329857543233,Negative local effect
Predicted richness,1970s,Temperature,-0.4263322884012542,0.26909715260424083,8,0.2985748996329664,0.9012718515020448,8.702992044171594,Negative local effect
Predicted richness,1970s,Temperature,-0.376175548589342,0.2759394774960704,8,0.2985748996329664,0.9241884627116298,8.72086700091507,Negative local effect
Predicted richness,1970s,Temperature,-0.3260188087774298,0.2820574527074812,8,0.2985748996329664,0.9446790505638959,8.736849659439839,Negative local effect
Predicted richness,1970s,Temperature,-0.27586206896551757,0.2874066695385792,8,0.2985748996329664,0.9625948795156051,8.750824006022173,Negative local effect
Predicted richness,1970s,Temperature,-0.2257053291536053,0.29172441048611514,8,0.2985748996329664,0.9770560447134957,8.762103714876528,Negative local effect
Predicted richness,1970s,Temperature,-0.1755485893416931,0.29510971360820293,8,0.2985748996329664,0.9883942487160736,8.770947513998538,Negative local effect
Predicted richness,1970s,Temperature,-0.12539184952978089,0.2974452196096798,8,0.2985748996329664,0.9962164266833036,8.777048812812977,Negative local effect
Predicted richness,1970s,Temperature,-0.07523510971786865,0.2985590050781905,8,0.2985748996329664,0.9999467652679598,8.779958476909009,Negative local effect
Predicted richness,1970s,Temperature,-0.025078369905956424,0.2985748996329664,8,0.2985748996329664,1,8.78,Negative local effect
Predicted richness,1970s,Temperature,0.0250783699059558,0.2973561218640125,8,0.2985748996329664,0.9959180166502538,8.776816052987199,Positive local effect
Predicted richness,1970s,Temperature,0.07523510971786802,0.29490826734052117,8,0.2985748996329664,0.9877195561416832,8.770421253790513,Positive local effect
Predicted richness,1970s,Temperature,0.12539184952978025,0.2913798070486957,8,0.2985748996329664,0.9759018839389529,8.761203469472383,Positive local effect
Predicted richness,1970s,Temperature,0.17554858934169248,0.2866734289745786,8,0.2985748996329664,0.9601390784254868,8.74890848117188,Positive local effect
Predicted richness,1970s,Temperature,0.2257053291536047,0.28098974257984877,8,0.2985748996329664,0.9411030295087269,8.734060363016807,Positive local effect
Predicted richness,1970s,Temperature,0.2758620689655169,0.2744806896614157,8,0.2985748996329664,0.919302627243049,8.717056049249578,Positive local effect
Predicted richness,1970s,Temperature,0.32601880877742917,0.2671316250546426,8,0.2985748996329664,0.8946888214080402,8.69785728069827,Positive local effect
Predicted richness,1970s,Temperature,0.3761755485893414,0.2592270794206729,8,0.2985748996329664,0.8682145744311958,8.677207368056333,Positive local effect
Predicted richness,1970s,Temperature,0.4263322884012536,0.25087180802879505,8,0.2985748996329664,0.8402307372025846,8.655379975018016,Positive local effect
Predicted richness,1970s,Temperature,0.4764890282131658,0.24217213049608283,8,0.2985748996329664,0.811093399993708,8.632652851995092,Positive local effect
Predicted richness,1970s,Temperature,0.526645768025078,0.2332957286603335,8,0.2985748996329664,0.7813641700863683,8.609464052667366,Positive local effect
Predicted richness,1970s,Temperature,0.5768025078369903,0.22433732023558553,8,0.2985748996329664,0.7513602801553647,8.586061018521185,Positive local effect
Predicted richness,1970s,Temperature,0.6269592476489025,0.21539870126644134,8,0.2985748996329664,0.7214226699271362,8.562709682543167,Positive local effect
Predicted richness,1970s,Temperature,0.6771159874608147,0.2065547454058225,8,0.2985748996329664,0.6918021094865546,8.539605645399513,Positive local effect
Predicted richness,1970s,Temperature,0.727272727272727,0.1978982961757884,8,0.2985748996329664,0.6628095543833784,8.516991452419035,Positive local effect
Predicted richness,1970s,Temperature,0.7774294670846391,0.18947575053534427,8,0.2985748996329664,0.6346003993244708,8.494988311473087,Positive local effect
Predicted richness,1970s,Temperature,0.8275862068965514,0.1813240565051392,8,0.2985748996329664,0.6072983922226487,8.473692745933667,Positive local effect
Predicted richness,1970s,Temperature,0.8777429467084636,0.17355902904437592,8,0.2985748996329664,0.5812914255609879,8.453407311937571,Positive local effect
Predicted richness,1970s,Temperature,0.9278996865203758,0.16616004144270344,8,0.2985748996329664,0.5565104154668107,8.434078124064113,Positive local effect
Predicted richness,1970s,Temperature,0.9780564263322881,0.15918268477751235,8,0.2985748996329664,0.533141549986932,8.415850408989806,Positive local effect
Predicted richness,1970s,Temperature,1.0282131661442002,0.15271184485590772,8,0.2985748996329664,0.51146913234714,8.39894592323077,Positive local effect
Predicted richness,1970s,Temperature,1.0783699059561125,0.14670604724760553,8,0.2985748996329664,0.4913542545872042,8.383256318578018,Positive local effect
Predicted richness,1970s,Temperature,1.1285266457680247,0.1412353634841851,8,0.2985748996329664,0.47303160331897826,8.368964650588802,Positive local effect
Predicted richness,1970s,Temperature,1.178683385579937,0.13631870875308058,8,0.2985748996329664,0.45656453010837517,8.356120333484533,Positive local effect
Predicted richness,1970s,Temperature,1.2288401253918493,0.13190888655989555,8,0.2985748996329664,0.44179496240993177,8.344600070679746,Positive local effect
Predicted richness,1970s,Temperature,1.2789968652037613,0.1280847215737459,8,0.2985748996329664,0.4289869032232733,8.334609784514154,Positive local effect
Predicted richness,1970s,Temperature,1.3291536050156736,0.12479202839347947,8,0.2985748996329664,0.41795887245339247,8.326007920513646,Positive local effect
Predicted richness,1970s,Temperature,1.3793103448275859,0.12199536218111852,8,0.2985748996329664,0.40859215671205307,8.318701882235402,Positive local effect
Predicted richness,1970s,Temperature,1.4294670846394981,0.11978515750905673,8,0.2985748996329664,0.4011896433903413,8.312927921844466,Positive local effect
Predicted richness,1970s,Temperature,1.4796238244514104,0.1180525066709769,8,0.2985748996329664,0.3953865740760428,8.308401527779314,Positive local effect
Predicted richness,1970s,Temperature,1.5297805642633224,0.11680842940840618,8,0.2985748996329664,0.391219856565294,8.305151488120929,Positive local effect
Predicted richness,1970s,Temperature,1.5799373040752347,0.11609432668024548,8,0.2985748996329664,0.38882815274478355,8.303285959140931,Positive local effect
Predicted richness,1970s,Temperature,1.630094043887147,0.11582557351855202,8,0.2985748996329664,0.3879280330025553,8.302583865741994,Positive local effect
Predicted richness,1970s,Temperature,1.6802507836990592,0.11603379699321109,8,0.2985748996329664,0.3886254240924126,8.303127830792082,Positive local effect
Predicted richness,1970s,Temperature,1.7304075235109715,0.11670613164087594,8,0.2985748996329664,0.39087723644667055,8.304884244428402,Positive local effect
Predicted richness,1970s,Temperature,1.7805642633228835,0.11777708961286526,8,0.2985748996329664,0.39446413532298547,8.307682025551928,Positive local effect
Predicted richness,1970s,Temperature,1.8307210031347958,0.11927689675514505,8,0.2985748996329664,0.39948735443525335,8.311600136459498,Positive local effect
Predicted richness,1970s,Temperature,1.880877742946708,0.1211345923411319,8,0.2985748996329664,0.4057092290411579,8.316453198652104,Positive local effect
Predicted richness,1970s,Temperature,1.9310344827586203,0.12329249649411338,8,0.2985748996329664,0.41293657519662563,8.322090528653368,Positive local effect
